train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-2.344098115634173,1000.0,18,0.001,4,-1839.933647,219,3000,4000,0.0810266865119338,,
2.6420694025717677,,,0.001,,,,4000,5000,0.09547549612261355,-3003.6711663246156,1000.0
22.35029278945923,1000.0,50,0.001,8,-2421.159251,158,7000,8000,0.2994842304289341,,
30.502554655075073,,,0.001,,,,9032,10000,2.1045166114345193,-2508.7659087061884,906.4
27.026892578125,919.3333333333334,80,0.001,12,-2364.1699694999998,137,10032,11032,0.579341377981007,,
47.89049365234375,,,0.001,,,,14032,15000,0.3613752564564347,-2876.701121163368,1000.0
,939.5,119,,16,-2520.6972115,125,,15032,,,
38.95533555603027,951.6,147,0.001,20,-2553.9092294,129,18032,19032,0.27361093906313183,,
40.15365997950236,797.125,152,0.001,24,-2139.6091202499997,125,19096,19131,2.5148425945576203,,
40.329002888997394,687.75,153,0.001,28,-1845.5432119285713,125,19227,19257,0.9562544226646423,,
40.75361967086792,,,0.001,,,,19343,20000,0.9429998415357926,-62.96542795095593,25.7
,635.71875,155,,32,-1707.6397682812499,130,,20343,,,
39.879051409269636,611.9444444444445,170,0.001,36,-1639.272967833333,128,21951,22030,2.420513231020707,,
40.061944580078126,556.05,172,0.001,40,-1489.451904175,128,22231,22242,2.1711229356852444,,
40.250695122612846,510.5,173,0.001,44,-1363.12900325,129,22450,22462,3.661137279342203,,
39.663316999162944,472.8333333333333,174,0.001,48,-1260.1671538541666,129,22574,22696,3.7547318105186736,,
40.31082280476888,439.5,176,0.001,52,-1169.560048653846,129,22782,22854,3.042765228836625,,
40.857997953891754,432.73214285714283,185,0.001,56,-1098.8474385357144,130,24125,24233,3.4097200664438945,,
40.694321950276695,,,0.001,,,,24233,25000,4.0278155097255,-173.79708773836518,330.6
40.28364964294433,438.21666666666664,202,0.001,60,-1032.5780414,130,26244,26293,3.308681361734867,,
39.00558821868896,430.65625,211,0.001,64,-972.0982025000001,130,27532,27562,3.8218378866314886,,
37.266433838875066,436.19117647058823,220,0.001,68,-911.2325000735295,134,28661,29661,3.5174336471865253,,
36.198024113972984,414.69444444444446,226,0.001,72,-861.964556125,132,29746,29858,4.771075829215672,,
36.06018992832729,,,0.001,,,,29985,30000,4.192606056769063,-64.48478476307355,62.4
35.93047858729507,397.57894736842104,229,0.001,76,-820.7842563815789,131,30139,30216,4.46470920606093,,
36.025380770365395,381.45,231,0.001,80,-782.27496175,131,30409,30516,4.1996525178352995,,
35.544800440470375,365.0,233,0.001,84,-746.7413233214286,131,30636,30660,4.086612484671853,,
35.79455312093099,349.1931818181818,233,0.001,88,-713.2895034318182,131,30713,30729,4.170575718084971,,
35.343821892371544,336.17391304347825,234,0.001,92,-683.5186349347825,131,30912,30928,4.45551552772522,,
35.406943003336586,332.9270833333333,241,0.001,96,-652.8888664583333,132,31954,31961,3.339161475499471,,
34.902428521050346,321.0,242,0.001,100,-627.2936647999999,132,32076,32100,4.132188704278734,,
33.46679625640044,292.99,249,0.001,104,-550.79291348,133,33274,33299,3.8788389885747754,,
32.41806629725865,264.48,256,0.001,108,-430.46398173,134,34435,34448,3.6257559389903626,,
32.46974127633231,236.32,257,0.001,112,-340.87226123000005,134,34655,34664,3.9311860958735148,,
32.215893780743635,,,0.001,,,,34865,35000,4.706146174614583,119.94662325417157,479.0
31.65697380065918,208.48,269,0.001,116,-217.82636695000002,133,35865,35880,3.9806636859178544,,
30.897697710523417,171.57,271,0.001,120,-110.84476645999999,133,36144,36189,4.003569133141461,,
30.59524604797363,173.23,272,0.001,124,-108.61899747,133,36408,36454,4.131214972337087,,
30.419489330715603,173.75,273,0.001,128,-105.94085239000002,133,36580,36632,4.919963982370165,,
29.01209663337385,177.6,283,0.001,132,-73.94489397000001,134,38081,38103,3.9827246111883245,,
28.367671446366742,171.32,289,0.001,136,-25.301790849999996,135,39155,39162,3.092975668285204,,
28.300030822753907,170.43,290,0.001,140,-20.424117369999998,135,39248,39285,3.4341330552101135,,
27.848458426339285,169.37,291,0.001,144,-16.466326239999997,135,39379,39399,4.625912036214556,,
27.613203239440917,,,0.001,,,,39399,40000,4.438778972625732,-10.316346746776253,49.2
27.162357886632282,178.19,298,0.001,148,-9.53062435,135,40507,40515,3.825284831225872,,
25.408097527243875,203.84,310,0.001,152,2.060596270000001,139,42238,43238,3.3029746214548745,,
