train/n_updates,train/actor_loss,time/total_timesteps,time/time_elapsed,train/critic_loss,time/episodes,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/learning_rate,eval/mean_ep_length,eval/mean_reward
239646,-60.59584044647217,240000,,4.446826765775681,,,,,0.001,904.1,799.1724055489642
,,240744,2863,,984,289.42,84,-320.94533855,,,
241689,-60.78586018880208,241843,2875,3.4472643375396728,988,288.59,84,-319.21281145,0.001,,
241954,-60.787884989092426,242073,2877,4.714321740211979,992,286.81,84,-317.07641882,0.001,,
243989,-60.917966148376465,245000,,4.57167032468319,,,,,0.001,1000.0,809.585207666317
,,245087,2905,,996,306.29,84,-338.02648886000003,,,
245089,-60.98849105834961,245306,2910,4.427676092494618,1000,296.7,84,-327.85659355999996,0.001,,
246568,-60.354302406311035,246711,2920,4.897564760843912,1004,309.47,84,-342.09212913999994,0.001,,
246737,-59.88937398007042,247835,2922,5.575721991367829,1008,290.31,84,-320.63547492,0.001,,
249818,-61.2545637588501,249943,2941,4.536104922056198,1012,309.07,84,-341.3510107800001,0.001,,
249845,-60.840813856858475,250000,,4.213724264392146,,,,,0.001,1000.0,853.6100918745273
250184,-60.99109462815888,250766,2956,5.240186992956668,1016,314.67,84,-347.7236576400001,0.001,,
251721,-60.4830173145641,251890,2966,5.299975178458474,1020,304.76,84,-337.2116845,0.001,,
251920,-61.92080058222232,252043,2968,3.7770268201828,1024,304.21,84,-336.54848301999994,0.001,,
252055,-61.4825169245402,253153,2970,3.8061512184143065,1028,294.24,85,-326.11460336000005,0.001,,
254055,-61.19532688140869,255000,,4.678515603780746,,,,,0.001,905.6,802.7825441855937
256055,-61.59440048980713,256173,3006,4.6455488030910495,1032,322.98,85,-357.37282716999994,0.001,,
256219,-61.39523162841797,256347,3007,4.172975636663891,1036,314.22,85,-347.59570740999993,0.001,,
256290,-62.85085678100586,257388,3009,4.478189598430287,1040,303.8,85,-336.56746202,0.001,,
259398,-61.812681327819824,260000,,4.548134582281112,,,,,0.001,1000.0,884.5420196274296
,,260496,3042,,1044,323.94,85,-358.38179926,,,
260597,-62.01966436978044,260708,3049,4.371884307618869,1048,314.36,85,-348.16704703000005,0.001,,
261679,-61.75824165344238,262777,3057,4.335205927039638,1052,333.27,85,-368.97983578,0.001,,
262842,-60.7384388263409,263940,3064,4.686844756970038,1056,324.22,86,-359.38547137999996,0.001,,
264886,-62.13168098449707,265000,,4.9514174904823305,,,,,0.001,1000.0,855.7975057221017
,,265052,3088,,1060,333.25,85,-369.37090483,,,
266022,-62.73336283365885,266142,3095,3.952399405566129,1064,333.16,85,-369.25617618,0.001,,
268093,-62.15392097473145,268238,3109,5.102205203890801,1068,342.94,86,-380.4400273600001,0.001,,
269140,-62.3040195236206,270000,,5.244094635367394,,,,,0.001,1000.0,855.3776839811937
270155,-62.43423080444336,270374,3136,5.119745715459188,1072,352.22,86,-390.81008651,0.001,,
272298,-62.40903022072532,272408,3151,4.8656896569512105,1076,358.25,86,-397.46487923999985,0.001,,
272377,-62.533158438546316,272509,3151,4.543424034118653,1080,357.65,86,-396.63117825,0.001,,
272694,-62.449167251586914,272873,3153,4.678127005696297,1084,321.29,86,-356.26898058,0.001,,
272835,-62.38551129792866,272996,3154,5.146696410681072,1088,311.53,86,-346.24828690000004,0.001,,
273035,-62.46066274398412,274133,3157,5.003695936142644,1092,320.6,86,-355.99191957000005,0.001,,
274112,-61.847364552815755,275000,,4.9482864346997495,,,,,0.001,1000.0,881.2725216378342
,,275210,3177,,1096,301.23,86,-335.29867841,,,
277128,-62.777140022277834,277259,3195,5.648105350136757,1100,319.53,86,-355.2192615200001,0.001,,
279191,-61.307960510253906,279334,3208,4.9209950049718225,1104,326.23,87,-362.16200260000005,0.001,,
279270,-63.05657824348001,280000,,6.081264544935787,,,,,0.001,903.2,771.8172705908771
280301,-62.974114481608076,280449,3226,4.630735174302132,1108,326.14,86,-362.65481962000007,0.001,,
281386,-63.63381894429525,281527,3233,4.484046979383989,1112,315.84,87,-351.39492220999995,0.001,,
281564,-62.636079491509335,281720,3234,6.044133202413494,1116,309.54,87,-344.0958754100001,0.001,,
281822,-62.657188415527344,282005,3236,5.912946196489556,1120,301.15,87,-334.9956999,0.001,,
282977,-62.409550376560375,283092,3243,6.227113723754883,1124,310.49,87,-345.37591337,0.001,,
284094,-62.64515721797943,284229,3250,7.082529202103615,1128,310.76,87,-346.12466481,0.001,,
284212,-63.14845980130709,284334,3251,4.413641834259034,1132,281.61,87,-314.46246610000003,0.001,,
284344,-62.95044708251953,284501,3252,6.182387142941572,1136,281.54,87,-314.52750712999995,0.001,,
284403,-62.25112007404196,285000,,5.544352733482749,,,,,0.001,1000.0,846.6539370757062
286444,-62.81770501708984,286594,3276,5.768574938893318,1140,292.06,87,-325.93766436999994,0.001,,
287668,-62.56572538806546,287918,3283,6.517768156333048,1144,274.22,87,-306.74269313,0.001,,
287927,-62.77892662497128,288056,3284,5.326401843744166,1148,273.48,87,-305.95897499000006,0.001,,
288159,-62.62272834777832,288282,3286,5.932169423383825,1152,255.05,87,-285.47913064999995,0.001,,
288423,-62.42022615320542,288537,3287,5.448210525512695,1156,245.97,87,-275.69335063999995,0.001,,
289570,-63.48276946123909,289860,3293,5.450213651845951,1160,248.08,88,-277.91367286,0.001,,
289877,-63.081004847650945,290000,,6.92416361881339,,,,,0.001,1000.0,863.0850233297795
289934,-62.63382115857355,290101,3304,5.467367101133916,1164,239.59,87,-268.89939432,0.001,,
292066,-62.94638648986816,292239,3315,6.4171547168493275,1168,240.01,88,-268.93454976,0.001,,
294263,-62.894624839782715,295000,,5.840041450619697,,,,,0.001,903.9,772.4853490660898
,,295361,3336,,1172,249.87,88,-279.18784522,,,
296356,-62.521410115559895,296509,3347,5.485082268714905,1176,241.01,88,-269.2850348,0.001,,
296461,-63.04969711303711,296585,3348,5.914092993736267,1180,240.76,88,-268.98786316999997,0.001,,
296709,-63.06424685085521,296829,3349,6.116363407051476,1184,239.56,88,-267.73610509,0.001,,
297840,-62.96731121826172,298938,3356,6.033909306526184,1188,259.42,89,-289.36571065,0.001,,
298995,-63.42618057944558,300000,,5.415137306849162,,,,,0.001,903.0,797.085883443011
299995,-63.18291297912597,300154,3377,5.956272187590599,1192,260.21,88,-290.34006839,0.001,,
302086,-63.63784408569336,302209,3392,5.075606064001719,1196,269.99,89,-301.19025982000005,0.001,,
302245,-63.3103375642196,302373,3393,6.528643288510911,1200,251.14,89,-280.54171803,0.001,,
303362,-63.26606354522705,304460,3403,6.045687473058701,1204,251.26,89,-280.55855935,0.001,,
304602,-62.743309541182086,305000,,7.450789744203741,,,,,0.001,715.3,602.5901979874819
,,305700,3418,,1208,252.51,89,-281.60406466000006,,,
305713,-63.06254908243815,305831,3424,7.106658848126729,1212,243.04,89,-271.13252825,0.001,,
305967,-63.04689645767212,306114,3426,5.700623221695423,1216,243.94,89,-272.38013963000003,0.001,,
306126,-62.94381465911865,306254,3427,5.593627987028677,1220,242.49,89,-270.71802039999994,0.001,,
307262,-62.91822080612182,307413,3435,6.095662918686867,1224,243.21,89,-271.09773924999996,0.001,,
308401,-63.01245623016357,309499,3443,6.478288813233376,1228,252.7,89,-280.6217925,0.001,,
309461,-63.04461491902669,310000,,5.233865435918172,,,,,0.001,1000.0,835.4348459019791
311461,-62.9771311340332,311640,3474,5.908342734456062,1232,273.06,89,-302.66317251,0.001,,
313563,-63.310066604614256,313692,3489,4.922277348382132,1236,291.91,89,-322.49117302,0.001,,
313819,-63.1058907032013,313974,3491,6.054255101084709,1240,273.8,89,-303.02202252999996,0.001,,
313915,-62.95208189222548,315000,,7.894750256287424,,,,,0.001,902.7,819.7467310094274
314915,-63.12624659729004,315114,3510,6.0381944369077685,1244,271.96,89,-300.61614912,0.001,,
316086,-63.63937632242838,316198,3522,6.483657379945119,1248,281.42,89,-310.96002699999997,0.001,,
317148,-63.660104311429535,317259,3530,5.054883012404809,1252,289.77,89,-320.43335586,0.001,,
318210,-63.361168853759764,318322,3539,5.841767330169677,1256,297.85,89,-329.03208453,0.001,,
319264,-63.29511452484131,320000,,5.974273644447327,,,,,0.001,1000.0,905.5222006248893
,,320362,3583,,1260,305.02,89,-336.812843,,,
321318,-62.92917303605513,321482,3609,5.610170407728716,1264,313.81,89,-346.43165726,0.001,,
321524,-63.36549695332845,321732,3612,6.223393897215526,1268,294.93,89,-326.0088116,0.001,,
321853,-62.87428146938108,322597,3618,5.180461601266321,1272,272.36,89,-301.86611454999996,0.001,,
323591,-62.055617496885105,323719,3638,5.624194492728023,1276,272.1,88,-301.4463322499999,0.001,,
324766,-63.277158164978026,324933,3651,5.742528334617615,1280,283.48,88,-313.75330204,0.001,,
324835,-62.38477426416733,325000,,5.938543613406195,,,,,0.001,1000.0,857.2382953314576
326879,-62.362747018987484,327977,3695,5.746373772621155,1284,311.48,88,-344.65060051999995,0.001,,
327969,-62.32390492757161,329067,3706,6.672419025051978,1288,301.29,88,-333.49321876,0.001,,
329509,-63.90252080777796,330000,,7.054552552211716,,,,,0.001,1000.0,806.4368697998318
330509,-63.25696937561035,330638,3751,5.9322265034914015,1292,304.84,88,-337.34490441,0.001,,
330748,-62.35956287384033,330913,3754,5.850020547066966,1296,287.04,88,-317.99027233,0.001,,
331926,-63.4573663075765,332047,3768,5.249324018756549,1300,296.74,88,-328.3001061300001,0.001,,
332060,-63.279620276557075,332257,3770,5.7534487387713265,1304,277.97,88,-308.07545151000005,0.001,,
333250,-63.16758636474609,333384,3783,6.216664594650268,1308,276.84,88,-306.67426214000005,0.001,,
334327,-63.192925771077476,334483,3795,6.500554875323647,1312,286.52,88,-317.02695519,0.001,,
334502,-63.32407073974609,334659,3797,8.893766355514526,1316,285.45,88,-315.68076725000003,0.001,,
334704,-63.66635914852745,334839,3800,5.107485936482747,1320,285.85,88,-316.16838973999995,0.001,,
334741,-63.58988274468316,335000,,5.8510547103108586,,,,,0.001,905.3,794.6782006565423
335797,-63.81437301635742,335935,3832,7.17406828062875,1324,285.22,87,-315.8220069199999,0.001,,
335947,-63.09944207327707,336089,3834,6.407665763582502,1328,265.9,87,-295.14046556,0.001,,
336071,-63.88373692830404,336329,3836,6.104174877206485,1332,246.89,87,-274.63210306,0.001,,
338251,-63.24121517944336,338363,3861,6.06019896376133,1336,246.71,87,-274.79254967,0.001,,
339333,-63.150608299255374,339544,3874,5.64766239798069,1340,255.7,87,-284.35175706,0.001,,
339608,-63.44255671781652,340000,,5.7185644889945415,,,,,0.001,812.8,702.8529014259577
340608,-63.09818982696533,340784,3907,5.884780268669129,1344,256.7,87,-285.75050627999997,0.001,,
340815,-62.58949899673462,340941,3909,5.675202063151768,1348,247.43,87,-275.45362353,0.001,,
341888,-63.03382267671473,342010,3921,6.770053841850975,1352,247.51,87,-275.18219363,0.001,,
343935,-62.97651448059082,345000,,5.991278295874595,,,,,0.001,1000.0,888.468090974912
,,345033,3958,,1356,267.11,87,-296.80316446999996,,,
346034,-62.92964294433594,347132,3970,5.496868758678437,1360,267.7,87,-297.58048694000007,0.001,,
347177,-64.12738545735677,348275,3977,4.78708815574646,1364,267.93,87,-297.45816242999996,0.001,,
349285,-62.91458991241455,349515,3989,5.174778280854225,1368,277.83,87,-308.20826980000004,0.001,,
349417,-62.88936869303385,350000,,5.298261665033571,,,,,0.001,1000.0,709.4734367434867
350489,-62.59284239548903,350600,4005,5.664095424256235,1372,280.03,87,-310.35724405,0.001,,
350795,-63.67204141616821,350911,4007,4.599785283207893,1376,271.92,87,-301.50182208,0.001,,
351964,-62.6625473539708,353062,4015,5.40818667007705,1380,281.29,87,-312.00734825,0.001,,
354065,-62.911223747253416,354263,4026,5.0516862287521365,1384,262.86,87,-291.59844801,0.001,,
354332,-63.80140859430487,355000,,4.442332926250639,,,,,0.001,918.9,765.0146382123232
,,355430,4036,,1388,263.63,88,-292.52239140999995,,,
356377,-62.89869335719517,356521,4046,5.426042400557419,1392,258.83,88,-287.42170876,0.001,,
357470,-62.978893491956924,357580,4052,4.89397463117327,1396,266.67,88,-295.84101054,0.001,,
358581,-62.99188423919678,358747,4059,5.454378425717354,1400,267.0,88,-296.68599363,0.001,,
358800,-63.36089060856746,358949,4060,5.461878114785904,1404,266.92,88,-296.60463737000003,0.001,,
358936,-63.165681528490644,360000,,5.236941637712366,,,,,0.001,1000.0,877.2594816186931
359990,-62.84714493928132,361088,4080,5.635566005000362,1408,277.04,88,-307.80826028,0.001,,
362133,-62.52122142397124,363231,4092,6.300312009351007,1412,287.48,88,-319.49180638999997,0.001,,
364206,-63.11630140686035,364378,4103,5.956799292087555,1416,297.19,88,-329.81179291999996,0.001,,
364321,-62.01080856323242,365000,,6.542177601558406,,,,,0.001,904.7,809.4673858260736
366321,-62.97808171844483,366451,4125,5.830195731759071,1420,316.12,88,-350.23347846999997,0.001,,
367440,-63.362231914813705,367579,4132,5.236327593143169,1424,316.44,88,-350.87731070000007,0.001,,
367598,-63.672684454148815,367744,4133,5.8735963125697905,1428,316.55,88,-351.16789413,0.001,,
367822,-63.84516361781529,367965,4134,6.9181882893597635,1432,316.36,88,-351.03671778999995,0.001,,
369031,-62.7667608715239,370000,,7.323438267375147,,,,,0.001,907.4,789.0477216284489
,,370129,4152,,1436,317.66,89,-352.12929498,,,
370304,-63.24409877552706,370441,4158,6.303717454867576,1440,308.97,89,-342.95111037999993,0.001,,
371441,-63.33548879623413,371564,4165,4.4188468009233475,1444,307.8,89,-341.5671338099999,0.001,,
372624,-63.085206924438474,373722,4173,5.7238415288925175,1448,327.81,89,-363.34310118,0.001,,
373739,-63.741084358908914,374837,4180,5.181031880171402,1452,328.27,89,-364.08094545,0.001,,
374739,-63.25582061767578,375000,,6.2357317742109295,,,,,0.001,907.6,786.6522834623232
376752,-63.1746461050851,377850,4206,5.962573693348811,1456,328.17,89,-363.85192006,0.001,,
378802,-63.48408681696112,379900,4218,5.367319288707915,1460,327.68,90,-362.92607618,0.001,,
379857,-62.76228618621826,380000,,6.476923742294312,,,,,0.001,1000.0,828.4929232824594
380857,-63.47901554870605,381955,4239,6.053771936297417,1464,336.8,90,-373.05367765999995,0.001,,
382946,-63.53504130045573,384044,4251,6.542794326941173,1468,345.29,90,-382.52382619,0.001,,
383962,-64.54891109466553,385000,,7.063640058040619,,,,,0.001,1000.0,874.7736600744072
385024,-63.74236063803396,386122,4272,6.252639805116961,1472,355.22,90,-393.53240628000015,0.001,,
386260,-63.64617429460798,386400,4277,5.715730665206909,1476,354.89,90,-393.41180437,0.001,,
386356,-64.78167037963867,386525,4278,5.499565553665161,1480,334.63,90,-371.07346938,0.001,,
386549,-64.99727096557618,387647,4280,5.381808257102966,1484,333.84,90,-369.86225814,0.001,,
389549,-64.10643073272705,390000,,5.75064731001854,,,,,0.001,1000.0,801.0488030600827
390549,-64.05630270385743,391647,4312,5.723884160041809,1488,362.17,90,-400.85989183000004,0.001,,
393611,-64.3586654663086,393778,4327,5.9722510230156685,1492,372.57,90,-411.5761923499999,0.001,,
394680,-64.29667418670654,395000,,5.777439658164978,,,,,0.001,1000.0,828.5721899571829
396680,-64.27113277435302,397778,4356,5.7297997341156,1496,401.98,91,-443.71901622000007,0.001,,
398766,-64.28836225128174,399864,4368,5.702963967323303,1500,411.17,91,-453.15755787,0.001,,
399766,-64.40240184783936,400000,,5.7464094792604445,,,,,0.001,1000.0,864.3231641789549
400856,-64.47695138719347,400976,4391,6.667278683847851,1504,420.27,91,-463.34217314,0.001,,
402915,-64.51639385986329,403059,4403,6.3681515799760815,1508,419.71,91,-462.51230374,0.001,,
404053,-64.94199973658512,404180,4410,5.883788315873397,1512,409.49,91,-451.01894776999995,0.001,,
404144,-64.56522696358817,405000,,7.054714379487215,,,,,0.001,1000.0,857.8324866544921
,,405242,4422,,1516,408.64,91,-450.57203102999995,,,
405322,-64.47820195284757,405513,4428,7.44341106747472,1520,390.62,91,-431.299488,0.001,,
407512,-64.89698682512555,408610,4442,6.2564477060259005,1524,410.31,91,-451.71997424999995,0.001,,
409521,-64.89955234527588,410000,,7.863024552663167,,,,,0.001,1000.0,857.4742587772198
410521,-64.83806965637207,411619,4470,6.414790511608124,1528,438.75,92,-482.07118506,0.001,,
413550,-65.51356048583985,413692,4486,6.24883300682594,1532,457.27,92,-501.9431539599999,0.001,,
414669,-64.7853177388509,415000,,4.477227012316386,,,,,0.001,903.4,711.7158126301132
,,415767,4506,,1536,456.38,92,-501.81006205000006,,,
415860,-64.99285054206848,415978,4514,6.052016718313098,1540,455.37,92,-500.59051595000005,0.001,,
415993,-65.40233325958252,417091,4517,6.231452647377463,1544,455.27,92,-500.6280019700001,0.001,,
417116,-65.66488609313964,418214,4526,5.4605603594529,1548,444.92,92,-489.6199303700001,0.001,,
418265,-65.13619640895298,419363,4541,5.791884606792813,1552,445.26,92,-489.67452363999985,0.001,,
419521,-64.26875148309726,419647,4554,5.7151557817015535,1556,417.97,92,-460.09308828999986,0.001,,
419778,-65.27079102487275,419896,4558,5.573926989848797,1560,399.96,92,-440.83350211,0.001,,
419798,-64.25815277099609,420000,,6.329012495279312,,,,,0.001,1000.0,867.5617733889842
420838,-65.08888730135831,421936,4601,5.4968337672097345,1564,399.81,91,-440.34773300000006,0.001,,
422957,-65.03321307638417,423110,4627,5.448506127012537,1568,390.66,91,-429.56085276000005,0.001,,
424094,-65.26052792867024,424215,4642,4.703072761495908,1572,380.93,91,-418.54210192000005,0.001,,
424148,-65.11060953140259,425000,,7.57829597791036,,,,,0.001,1000.0,900.8584392538294
425148,-65.08269128417969,425330,4681,6.046636027574539,1576,389.3,90,-427.68545958000004,0.001,,
427278,-64.68559663192086,428376,4711,6.121736718260723,1580,418.51,90,-459.9530153799999,0.001,,
429413,-65.12915635681152,430000,,5.780076454520225,,,,,0.001,1000.0,696.7946681925794
,,430511,4765,,1584,428.64,90,-471.6244199800001,,,
431484,-64.25590085983276,432582,4793,6.340384244918823,1588,409.35,90,-450.34921039,0.001,,
433597,-66.08800485399034,433824,4819,5.727299335840586,1592,400.46,90,-441.38862804999997,0.001,,
434761,-64.84368753433228,435000,,7.342230726690853,,,,,0.001,1000.0,574.6417778166476
,,435859,4863,,1596,380.81,89,-419.57419809000004,,,
435874,-65.54234446649966,436972,4879,6.276364735935045,1600,371.08,89,-409.2910291500001,0.001,,
437943,-65.56741878509521,438062,4902,6.6957713967561725,1604,370.86,89,-408.73591712999996,0.001,,
439052,-65.86063445698132,440000,,5.92417668483474,,,,,0.001,900.9,788.8699187195976
440052,-65.95448435974122,441150,4947,6.064121517777443,1608,380.91,89,-419.68625526999995,0.001,,
442101,-67.08868916829427,442246,4967,5.5971386432647705,1612,380.66,89,-419.70188488,0.001,,
444186,-65.8630725479126,445000,,5.934788096904755,,,,,0.001,1000.0,909.1298769898713
,,445284,4992,,1616,400.42,89,-440.72855915000014,,,
446351,-65.49933024815151,446459,5003,7.720386437007359,1620,409.46,89,-450.15158538000003,0.001,,
446451,-67.75480215890067,446597,5003,5.258719412485759,1624,379.87,89,-418.5397725,0.001,,
447611,-66.46794509887695,447719,5010,6.839624826724712,1628,361.0,89,-398.27433297000005,0.001,,
447774,-65.38930405510797,448872,5012,7.397488474845886,1632,351.8,89,-388.4214212999999,0.001,,
449875,-66.05971145629883,450000,,9.23771370947361,,,,,0.001,1000.0,621.2507618092001
,,450066,5033,,1636,342.99,89,-379.1755456800001,,,
451156,-65.12133661905925,451307,5040,5.642287850379944,1640,353.29,89,-390.40203058,0.001,,
451303,-64.82526355319553,451420,5041,5.343691825866699,1644,343.29,89,-379.60176986,0.001,,
452392,-65.69637500538545,452503,5047,5.8914454404045555,1648,342.89,89,-379.35350094,0.001,,
452507,-66.55051851272583,452657,5048,7.356482923030853,1652,332.94,89,-368.81609255999996,0.001,,
452731,-65.67586951420225,452997,5049,6.812000189072046,1656,333.5,89,-369.24068815999993,0.001,,
453046,-67.27427196502686,453158,5051,5.206178992986679,1660,332.62,89,-368.17198541,0.001,,
454112,-66.16721073913574,455000,,6.2339954253435135,,,,,0.001,1000.0,646.305163174856
455112,-66.22387563323974,455238,5076,6.3205516554117205,1664,333.02,89,-369.6210831399999,0.001,,
456248,-66.23636444091797,456364,5088,6.190920569062233,1668,332.54,89,-369.5924812000001,0.001,,
456471,-66.30695561000279,456601,5090,6.36408057129174,1672,323.86,89,-360.54809245,0.001,,
456583,-66.8068380355835,456695,5091,8.525761966705323,1676,313.65,89,-349.29391532999995,0.001,,
456802,-66.49504720753637,457050,5094,5.866496148862336,1680,286.74,89,-319.94659931,0.001,,
458045,-66.30793354034424,458159,5107,6.123766532182693,1684,276.48,89,-308.18371915999995,0.001,,
459061,-66.37532196807861,460000,,6.423861115932465,,,,,0.001,1000.0,630.9242204425857
460103,-66.38957450503395,460225,5149,6.326050695918855,1688,276.43,89,-308.18072308,0.001,,
460187,-65.9431988642766,460321,5150,7.239572589214031,1692,264.97,89,-295.40983035,0.001,,
462258,-66.3972676595052,462375,5173,6.387615735190256,1696,265.16,89,-295.88697949,0.001,,
464299,-66.51053188323975,465000,,6.391737385511398,,,,,0.001,806.1,599.6845413225703
,,465397,5214,,1700,284.25,89,-316.46588112999996,,,
465419,-66.10166443718805,465529,5223,7.118433482117123,1704,274.67,89,-305.90776418999997,0.001,,
465528,-67.03993225097656,466626,5227,6.972281949086622,1708,254.76,89,-284.07391903,0.001,,
466785,-65.96968739827474,466907,5237,5.904270325937579,1712,246.61,89,-275.53677139999996,0.001,,
466951,-66.79199309576126,467065,5239,5.513732477676037,1716,217.81,89,-244.49135518,0.001,,
467743,-66.54846133264024,468841,5247,6.04947898179625,1720,223.82,89,-251.14287867999997,0.001,,
468975,-65.943168481191,469106,5253,7.554322267065243,1724,225.09,89,-252.58653928000004,0.001,,
469008,-66.78896421544692,470000,,7.26291197718996,,,,,0.001,1000.0,680.7660692009143
471122,-66.22979405212402,472220,5275,6.253598020792007,1728,245.01,89,-274.24470216000003,0.001,,
473206,-66.3882215270996,473455,5286,6.025827696084976,1732,245.83,89,-275.04942498,0.001,,
473465,-66.13566059536404,473601,5287,6.396811865471505,1736,235.35,89,-263.09825343,0.001,,
474564,-66.90776704487048,474806,5292,4.864061877534196,1740,234.99,89,-262.44053901,0.001,,
474794,-67.03550954965445,474949,5294,5.634676896608793,1744,235.29,89,-262.74553296,0.001,,
474872,-66.60518230091442,475000,,6.8784989175342375,,,,,0.001,1000.0,702.2222415331751
476872,-66.22620960998535,477970,5315,5.896074164271354,1748,254.67,89,-283.50275902000004,0.001,,
478944,-66.78885311550565,480000,,6.66361559112117,,,,,0.001,1000.0,586.9850520450739
,,480042,5335,,1752,273.85,89,-303.88670227,,,
480160,-66.23196029663086,480374,5340,5.6596627521514895,1756,273.77,89,-303.84751047000003,0.001,,
481329,-65.64969417027065,482427,5347,6.533751153945923,1760,292.69,90,-324.30432141,0.001,,
484329,-66.29162229919433,485000,,6.336410840630531,,,,,0.001,1000.0,757.4013541709166
485329,-66.44705355072021,485443,5376,6.368080730319023,1764,302.05,90,-333.50433293000003,0.001,,
486391,-66.5512638092041,486745,5382,8.042173755168914,1768,303.81,90,-335.46538262,0.001,,
487804,-66.81797381314364,487916,5390,6.139017505383273,1772,313.15,90,-345.4984301199999,0.001,,
488038,-67.22083473205566,488232,5391,8.209894180297852,1776,315.37,90,-348.0785232999999,0.001,,
489366,-66.21243598244406,489483,5398,5.763323512944308,1780,324.33,90,-357.44083790999997,0.001,,
489425,-66.19917755126953,490000,,7.2903335928916935,,,,,0.001,1000.0,674.5320784272947
491425,-66.51277201843261,491541,5419,6.170845248937606,1784,333.82,90,-367.6655844,0.001,,
491565,-66.78920091901507,492663,5421,6.324496030807495,1788,324.38,90,-357.32471640000006,0.001,,
492634,-65.7089229159885,492791,5426,5.903406580289205,1792,324.7,90,-357.62175085999996,0.001,,
493827,-66.01266743586613,493972,5432,5.84840179395072,1796,315.97,90,-347.83162814,0.001,,
494053,-66.18876093084162,495000,,6.890694016995638,,,,,0.001,1000.0,611.3674410599284
,,495151,5444,,1800,297.54,90,-327.92175471,,,
495199,-65.58734952486478,495322,5449,6.08830542747791,1804,297.93,90,-328.54583878000005,0.001,,
495497,-67.03437779744466,496595,5452,7.283613097667694,1808,299.69,91,-330.9888878,0.001,,
497655,-66.49905541992187,498753,5463,6.151064164876938,1812,318.46,91,-350.86251978,0.001,,
499655,-66.12902095794678,500000,,6.163098908782005,,,,,0.001,1000.0,716.3456640132703
500705,-66.92926483154297,500838,5488,6.4036088514328,1816,337.73,91,-371.70606519000006,0.001,,
501768,-67.67199897766113,501953,5494,7.045848444104195,1820,331.12,91,-364.61603141000006,0.001,,
502957,-66.34199314880371,504055,5501,6.150485045075417,1824,349.49,91,-384.45319475,0.001,,
504070,-66.22815799713135,504194,5506,6.003671556711197,1828,319.74,91,-352.33673921,0.001,,
504251,-66.3061160496303,504382,5507,6.364236415272027,1832,309.27,91,-340.92466899000004,0.001,,
504284,-66.34279812083525,505000,,6.219199260075887,,,,,0.001,1000.0,498.75588558926245
506407,-66.33010326448034,506558,5527,5.916561843903084,1836,329.57,91,-362.93314182,0.001,,
507518,-66.19430688476562,507672,5533,6.24714730155468,1840,328.66,91,-362.03255217000003,0.001,,
508760,-66.25652967993892,509858,5541,6.597686921743522,1844,349.09,92,-384.44003269,0.001,,
509781,-66.29265785217285,510000,,6.072622594379244,,,,,0.001,1000.0,410.8049671251327
510817,-66.47632959153917,510960,5560,6.048604488372803,1848,329.9,91,-363.63698537,0.001,,
512033,-66.11538198719855,512150,5566,5.961456011700374,1852,321.08,92,-354.4719962099999,0.001,,
513124,-66.32033726501464,514222,5573,6.102709534287452,1856,338.48,92,-373.38720962,0.001,,
514237,-66.3644334157308,515000,,5.6196845984849775,,,,,0.001,1000.0,488.5958516623825
515237,-66.37865717315674,515347,5592,6.083624221086502,1860,329.2,92,-363.34929262,0.001,,
515376,-66.20376443862915,515543,5593,5.4311872912991435,1864,301.0,92,-332.87995957,0.001,,
516481,-65.88993003151633,516629,5599,6.130864988673817,1868,298.84,92,-330.4303692799999,0.001,,
517616,-65.72052653630574,518714,5606,5.84554427735349,1872,307.98,92,-339.76686535,0.001,,
519718,-66.34288795321595,520000,,5.781013937557445,,,,,0.001,1000.0,599.7514899119967
520718,-66.44593188476563,521816,5631,6.205647562265396,1876,335.84,92,-369.82934025000003,0.001,,
523782,-66.37706949615479,524880,5647,6.04635884308815,1880,353.97,92,-389.33059071,0.001,,
524895,-66.09455145559004,525000,,5.476087632633391,,,,,0.001,1000.0,641.3828076697653
524976,-66.80105153525749,525198,5662,6.035528980655434,1884,336.57,92,-370.72679927999997,0.001,,
526177,-66.49314794158936,526312,5668,6.113547986268997,1888,336.49,92,-370.76170543999996,0.001,,
527261,-65.9735501607259,527420,5674,5.237042364321257,1892,346.29,92,-381.7142954599999,0.001,,
528465,-66.82756962495692,529563,5682,6.60274887786192,1896,355.91,93,-392.44778291999995,0.001,,
529465,-66.63226701354981,530000,,5.866039477229118,,,,,0.001,1000.0,622.4754605443334
531822,-66.58406645965576,532920,5709,5.672208285212517,1900,377.69,93,-416.47069888000004,0.001,,
533870,-66.62491629028321,533995,5720,5.582040014147759,1904,386.73,93,-426.08727569000007,0.001,,
534037,-66.72770012749567,534244,5721,4.835751122898525,1908,376.49,93,-414.6361199,0.001,,
534210,-66.58578058878581,535000,,6.465078322092692,,,,,0.001,1000.0,489.52877040621826
535210,-66.57360732269287,535344,5736,5.610677090525627,1912,365.91,93,-403.25243705,0.001,,
535365,-66.99860867587003,535479,5737,6.634782635647317,1916,346.41,93,-382.14773026,0.001,,
537451,-66.75756116594587,537626,5748,6.024116618292672,1920,356.73,93,-393.27757824,0.001,,
539624,-66.89200661468506,539756,5759,6.09076022028923,1924,357.01,93,-393.5901351300001,0.001,,
