time/total_timesteps,time/fps,train/critic_loss,train/learning_rate,rollout/ep_len_mean,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
655000,,10.99331946992874,0.001,,654944,-211.57311764526366,,,,3278.8332581628115,1000.0
658944,83,11.845834133625031,0.001,1000.0,657944,-211.9021004333496,3298.21437082,684,7876,,
660000,,10.771319754600524,0.001,,659944,-212.6106128845215,,,,3190.5886731646488,1000.0
662944,83,11.230779812812806,0.001,1000.0,661944,-213.10799813842775,3310.86735626,688,7928,,
665000,,10.679790856838226,0.001,,664944,-213.48914465332032,,,,3518.547594057955,1000.0
666944,83,10.727829161167145,0.001,1000.0,665944,-213.10300958251952,3323.96779525,692,7979,,
670000,,10.367966124534608,0.001,,669944,-214.40922830200196,,,,3525.9998173981903,1000.0
670944,83,,,1000.0,,,3334.56210692,696,8031,,
674944,83,10.584155417442322,0.001,1000.0,673944,-214.73992831420898,3342.21017634,700,8066,,
675000,,10.898901734828948,0.001,,674944,-215.3082688293457,,,,3479.694391434826,1000.0
678944,83,11.154734091281892,0.001,1000.0,677944,-215.53582162475587,3351.5525452300003,704,8116,,
680000,,10.836862037181854,0.001,,679944,-216.31513519287108,,,,3467.83051082138,1000.0
682944,83,11.134619799137116,0.001,1000.0,681944,-215.99905163574218,3358.501651000001,708,8165,,
685000,,10.532816585540772,0.001,,684944,-216.56206076049804,,,,3424.5253397176393,975.2
686944,83,11.208905978679656,0.001,1000.0,685944,-216.7307790222168,3365.58779698,712,8213,,
690000,,11.111942699432372,0.001,,689944,-216.98041870117189,,,,3159.7282125429715,907.9
690944,83,,,1000.0,,,3376.9471400100006,716,8262,,
694944,83,10.426554255962373,0.001,1000.0,693944,-217.45971133422853,3382.5964086800004,720,8297,,
695000,,10.907097383022307,0.001,,694944,-217.02501104736328,,,,3570.5273730360905,1000.0
698944,83,10.988504187107086,0.001,1000.0,697944,-217.0933344116211,3388.4770595900004,724,8349,,
700000,,11.942528288841247,0.001,,699944,-218.04914947509766,,,,2693.6422155812384,941.6
702944,83,11.644386857032776,0.001,1000.0,701944,-217.6979039916992,3398.955043729999,728,8398,,
705000,,11.579399022102356,0.001,,704944,-217.6100680847168,,,,3231.4414042204617,902.8
706944,83,11.818965783596038,0.001,1000.0,705944,-217.4273323059082,3411.31450479,732,8446,,
710000,,11.5938056473732,0.001,,709944,-218.3848147583008,,,,3539.540460269898,1000.0
710944,83,,,1000.0,,,3421.14024456,736,8497,,
714944,83,12.24242022562027,0.001,1000.0,713944,-218.48056002807618,3433.2211943,740,8533,,
715000,,11.714030969142915,0.001,,714944,-218.8652264404297,,,,3208.6634681710275,902.1
718944,83,12.383908469200135,0.001,1000.0,717944,-219.34803439331054,3438.9851848,744,8582,,
720000,,12.858815212726594,0.001,,719944,-220.11540319824218,,,,3531.673554657493,1000.0
722944,83,12.162927052974702,0.001,1000.0,721944,-220.23402340698243,3449.90888777,748,8632,,
725000,,11.49436248922348,0.001,,724944,-221.01038092041014,,,,3125.694534178637,903.6
726944,83,11.906136767864227,0.001,1000.0,725944,-221.01980151367187,3456.2089017500007,752,8680,,
729960,83,11.985776693344116,0.001,990.16,728960,-221.30956497192383,3429.8494751,756,8707,,
730000,,11.84108195734024,0.001,,729960,-221.71328839111328,,,,3330.8323452971877,1000.0
733960,83,11.852088414430618,0.001,990.16,732960,-221.74846881103517,3400.24757592,760,8757,,
735000,,10.937227644920348,0.001,,734960,-222.17580209350587,,,,3486.894244652707,1000.0
737960,83,11.75491800069809,0.001,990.16,736960,-222.3142124938965,3404.8033483100003,764,8805,,
740000,,11.72275967168808,0.001,,739960,-222.2671676635742,,,,3211.5363976042368,1000.0
741601,83,12.563616829872132,0.001,986.57,740960,-222.2700756225586,3397.0431678600003,768,8853,,
745000,,12.463701268672944,0.001,,744601,-222.04485092163085,,,,3307.9789598422126,957.8
745601,83,,,986.57,,,3394.77646888,772,8900,,
749601,83,12.894045646190643,0.001,986.57,748601,-222.29584115600585,3397.8508324100003,776,8935,,
750000,,12.21400003862381,0.001,,749601,-221.91262152099608,,,,1681.8272047628184,924.6
753601,83,11.703303046703338,0.001,986.57,752601,-222.95175802612306,3402.851370319999,780,8985,,
755000,,11.315043595790863,0.001,,754601,-223.06291036987304,,,,3134.4538621818647,1000.0
757601,83,11.112933220386505,0.001,986.57,756601,-223.24565405273438,3405.5622722999997,784,9034,,
760000,,10.54273978471756,0.001,,759601,-223.22475930786132,,,,3640.838237375766,1000.0
761601,83,11.473485888004303,0.001,986.57,760601,-223.08958990478516,3402.83838553,788,9082,,
765000,,11.259146396160126,0.001,,764601,-223.74403579711915,,,,3563.6967897580935,1000.0
765601,83,,,986.57,,,3399.0230284100003,792,9129,,
769601,83,13.050066767692567,0.001,986.57,768601,-224.1595224304199,3360.5540933499997,796,9162,,
770000,,12.482604903697968,0.001,,769601,-223.92898699951172,,,,3669.4672302181134,1000.0
773601,83,13.656605495452881,0.001,986.57,772601,-223.97053723144532,3363.8874573800003,800,9211,,
775000,,13.107407748222352,0.001,,774601,-224.27007211303712,,,,3189.3803959365932,902.1
777601,83,12.764995554924012,0.001,986.57,776601,-224.26690045166015,3367.0297789300002,804,9258,,
780000,,14.20895341348648,0.001,,779601,-223.44517630004881,,,,3414.5008610991526,1000.0
781601,83,14.462915297985077,0.001,986.57,780601,-223.6347926940918,3369.53982767,808,9308,,
785000,,13.975770852565766,0.001,,784601,-223.30403909301756,,,,3641.955132303806,1000.0
785601,83,,,986.57,,,3372.16670116,812,9357,,
789233,84,13.274225855929942,0.001,982.89,788233,-222.05183772799336,3362.5882022200003,816,9388,,
790000,,22.486532756260463,0.001,,789254,-221.31604142622515,,,,3758.177935386193,1000.0
792254,84,14.142609720230103,0.001,973.1,791254,-222.16287954711913,3335.0351823000005,820,9429,,
795000,,14.829664375782013,0.001,,794254,-221.1147755126953,,,,3063.43577055363,975.0
796254,84,15.505851811408997,0.001,973.1,795254,-220.94811395263673,3272.5138970900002,824,9477,,
800000,,15.267757348060607,0.001,,799254,-221.22406787109375,,,,3289.2761700909587,924.6
800254,84,,,973.1,,,3280.5654916899994,828,9524,,
804202,84,15.849959269523621,0.001,972.58,803254,-221.42598156738282,3276.2695544499998,832,9557,,
805000,,14.597950644633942,0.001,,804202,-221.63259829750544,,,,2684.0255634136497,947.0
807984,84,17.688534487724304,0.001,970.4,806984,-220.96518634033202,3265.6986178199995,836,9602,,
810000,,16.594611800193785,0.001,,809984,-220.73539270019532,,,,3465.580038735084,1000.0
811984,84,16.14245227432251,0.001,970.4,810984,-221.0947587585449,3267.09554923,840,9651,,
815000,,15.5296398935318,0.001,,814984,-222.38375842285157,,,,3396.7338668317534,1000.0
815984,84,,,970.4,,,3276.94953622,844,9699,,
819984,84,16.959756593704224,0.001,970.4,818984,-222.15510079956056,3278.29486717,848,9733,,
820000,,18.14170538711548,0.001,,819984,-221.78020471191405,,,,3362.5032362805678,927.3
823368,84,20.105764466762544,0.001,964.24,822984,-222.32347341918944,3267.74436926,852,9779,,
825000,,17.10112937116623,0.001,,824368,-222.5534684753418,,,,3760.2066160066984,1000.0
827368,84,17.160546870708465,0.001,974.08,826368,-222.94392123413087,3304.0876300899995,856,9822,,
830000,,17.918408274650574,0.001,,829655,-222.85363900756835,,,,3382.4106819247827,937.6
830341,84,,,963.81,,,3307.1483946399994,860,9863,,
834341,84,17.79175700759888,0.001,963.81,833341,-222.93316879272462,3309.5558245999996,864,9894,,
835000,,17.525140551567077,0.001,,834341,-223.466302154541,,,,3019.618180569459,954.2
838021,84,17.01867413330078,0.001,964.2,837341,-222.8533702392578,3315.33310382,868,9941,,
840000,,18.545891355514527,0.001,,839021,-223.61578210449218,,,,3575.854625041876,999.2
842021,84,18.534438302993774,0.001,964.2,841021,-224.21936987304687,3324.2328146799996,872,9987,,
845000,,16.907458908557892,0.001,,844021,-222.9961722717285,,,,3358.227804939402,933.9
846021,84,16.683638557910918,0.001,964.2,845021,-222.92860974121095,3327.3166404400004,876,10034,,
850000,,14.48541130256653,0.001,,849021,-224.10473828125,,,,3511.332860731706,1000.0
850021,84,,,964.2,,,3331.5571532699996,880,10081,,
854021,84,17.06829255247116,0.001,964.2,853021,-224.90107620239257,3336.1248022600003,884,10115,,
855000,,14.922668412208557,0.001,,854021,-224.61217590332032,,,,3467.5592852301897,990.0
858021,84,15.92161210155487,0.001,964.2,857021,-225.63829067993163,3340.49578735,888,10164,,
860000,,16.989966121673582,0.001,,859021,-225.5380112915039,,,,3514.5518393696284,1000.0
862021,84,15.276147317886352,0.001,964.2,861021,-224.73575604248046,3291.38440346,892,10213,,
865000,,15.584140200138092,0.001,,864021,-224.53692251586915,,,,3541.7223311655225,1000.0
866021,84,14.724261130332946,0.001,964.2,865021,-224.4034016418457,3332.629780189999,896,10261,,
870000,,14.827482891559601,0.001,,869021,-224.71422705078126,,,,2548.9526998220013,726.3
870021,84,,,964.2,,,3330.86139679,900,10305,,
874021,84,18.569444105625152,0.001,964.2,873021,-224.42042059326172,3250.07313391,904,10339,,
875000,,17.500056951522826,0.001,,874021,-224.37671200561525,,,,3641.048404858075,1000.0
878021,84,17.962810256958008,0.001,964.2,877021,-225.20044906616212,3251.90881864,908,10387,,
880000,,20.181707643032073,0.001,,879021,-225.78475537109375,,,,3519.6104914936705,955.0
882021,84,18.503121096134187,0.001,964.2,881021,-225.3831771850586,3254.3728956799996,912,10435,,
885000,,18.36469450521469,0.001,,884021,-225.17068225097657,,,,3495.98396090694,1000.0
886021,84,19.201140855312346,0.001,967.88,885021,-225.58556887817383,3267.2842318399994,916,10484,,
890000,,20.927052976608277,0.001,,889021,-223.7014154663086,,,,3534.244279189594,1000.0
890021,84,,,977.67,,,3296.08712196,920,10533,,
893857,84,18.54072369813919,0.001,976.03,892857,-223.34703192138673,3356.0633192100004,924,10564,,
895000,,18.94389928340912,0.001,,894857,-224.35150888061523,,,,3594.151846411079,1000.0
897857,84,18.72020723962784,0.001,976.03,896857,-223.45659484863282,3351.6086616599996,928,10612,,
900000,,18.668459003925324,0.001,,899857,-224.14626205444335,,,,3198.979128881311,909.7
901857,84,18.07178020763397,0.001,976.55,900857,-224.24086682128907,3349.63116637,932,10660,,
905000,,16.149651759624483,0.001,,904857,-223.48289514160157,,,,3470.350476938457,1000.0
905857,84,,,978.73,,,3358.40139533,936,10709,,
909068,84,17.04722926568985,0.001,970.84,908068,-223.91394787597656,3336.1197669699995,940,10736,,
910000,,17.6196162147522,0.001,,909068,-224.41690133666992,,,,3775.2772844552064,1000.0
913068,84,16.4234153213501,0.001,970.84,912068,-224.9249317626953,3333.06651339,944,10785,,
915000,,16.64601354646683,0.001,,914068,-224.66983486938477,,,,3820.0233833601696,1000.0
917068,84,17.361136616706847,0.001,970.84,916068,-225.62267932128907,3339.9723745599995,948,10833,,
920000,,16.218478451251983,0.001,,919068,-225.43743252563476,,,,3405.1563605365345,1000.0
921068,84,15.048158584594727,0.001,977.0,920068,-224.5903783569336,3357.8655458,952,10882,,
925000,,15.261016733646393,0.001,,924068,-226.0560915222168,,,,3684.7809864542915,1000.0
925068,84,,,977.0,,,3363.3859164799997,956,10931,,
929068,84,16.52216892528534,0.001,987.27,928068,-226.5381466064453,3400.66242914,960,10965,,
930000,,16.27200984477997,0.001,,929068,-226.25343759155274,,,,3481.9829085326755,977.3
933068,84,15.771266219615937,0.001,987.27,932068,-226.95572085571288,3401.14990947,964,11012,,
935000,,16.5307796959877,0.001,,934068,-227.335706451416,,,,1983.67556205336,802.9
937068,84,15.993202773571014,0.001,990.47,936068,-227.32085394287108,3416.9885316399996,968,11056,,
940000,,16.046529788970947,0.001,,939068,-227.21874661254884,,,,3827.537097745016,1000.0
941068,84,17.821843447685243,0.001,990.47,940068,-226.63510037231444,3422.86422647,972,11101,,
945000,,16.536797498226164,0.001,,944068,-227.82473556518553,,,,3779.388082899898,1000.0
945068,84,,,990.47,,,3429.94742348,976,11149,,
949068,84,15.520094728946686,0.001,990.47,948068,-227.74861767578125,3432.090361050001,980,11183,,
950000,,16.06344353723526,0.001,,949068,-228.44611517333985,,,,3434.043157649413,1000.0
953068,84,15.6798664894104,0.001,990.47,952068,-228.4596855163574,3421.236727049999,984,11231,,
955000,,15.03018964769559,0.001,,954975,-228.61799523898833,,,,3400.3628992755666,1000.0
956975,84,17.882532547950746,0.001,989.54,955975,-229.85042575073243,3414.84994878,988,11276,,
960000,,14.51818520450592,0.001,,959975,-229.0093209838867,,,,3800.3663173504174,1000.0
960975,84,,,989.54,,,3477.26381517,992,11324,,
964975,84,16.423346478462218,0.001,989.54,963975,-228.74984716796874,3485.1719291399995,996,11356,,
965000,,16.617498692035674,0.001,,964975,-229.4788018798828,,,,3802.3137132461184,1000.0
968975,84,17.190591823101045,0.001,989.54,967975,-229.0284983215332,3494.89497325,1000,11403,,
970000,,16.835933533668516,0.001,,969975,-229.61767559814453,,,,3670.034147831425,1000.0
972975,84,15.823807321548461,0.001,989.54,971975,-229.91626126098632,3583.13957875,1004,11449,,
975000,,16.24835558795929,0.001,,974975,-230.40457162475585,,,,3805.255215944117,1000.0
976975,84,16.091678043842315,0.001,989.54,975975,-230.86703094482422,3590.81076916,1008,11497,,
979998,85,15.966351449012757,0.001,979.77,978998,-231.3512241821289,3558.7658071400006,1012,11522,,
980000,,16.180123754024507,0.001,,979998,-231.2617885131836,,,,2902.084188113874,935.9
983998,85,15.71023651790619,0.001,979.77,982998,-231.05687170410155,3557.586756,1016,11567,,
985000,,15.398176812171936,0.001,,984998,-231.6480111694336,,,,3414.9721883751454,902.5
987998,85,14.601849473953248,0.001,979.77,986998,-231.94406787109375,3566.5104734400006,1020,11612,,
990000,,15.983410684108733,0.001,,989998,-231.62602612304687,,,,3539.4986376493384,906.0
991998,85,14.86862098121643,0.001,981.41,990998,-231.8762657470703,3576.98431819,1024,11657,,
995000,,15.529889927864074,0.001,,994866,-231.68407250976563,,,,3646.832184623368,1000.0
995866,85,,,980.09,,,3579.0212946100005,1028,11702,,
999866,85,16.69378232383728,0.001,980.09,998866,-231.8547353515625,3588.4028106399996,1032,11734,,
1000000,,16.164587953567505,0.001,,999866,-232.6600776977539,,,,3794.5112374910154,1000.0
1003866,85,17.207580291748048,0.001,980.09,1002866,-232.77805322265624,3602.2685316699994,1036,11781,,
1005000,,16.512550644397734,0.001,,1004866,-233.27772317504883,,,,2286.0696851823013,645.4
1007423,85,16.818795657634734,0.001,983.55,1006866,-233.0844765625,3553.6860938300006,1040,11821,,
1010000,,16.977689817905425,0.001,,1009423,-233.12054235839844,,,,3735.5536046756197,1000.0
1011423,85,15.794871151447296,0.001,983.55,1010423,-232.8792544555664,3493.68630589,1044,11866,,
1015000,,16.849824520587923,0.001,,1014423,-233.68227868652343,,,,3781.540427803993,1000.0
1015423,85,,,983.55,,,3494.4420291399997,1048,11914,,
1019056,85,17.422767617314538,0.001,979.88,1018056,-234.2046558368093,3489.7964633700008,1052,11943,,
1020000,,17.87315525150299,0.001,,1019056,-234.8587417602539,,,,3761.8320807939863,1000.0
1023056,85,18.286470102787018,0.001,979.88,1022056,-235.18955654907228,3488.33115707,1056,11988,,
1025000,,17.06135128259659,0.001,,1024056,-236.07984188842772,,,,3717.529040123895,950.6
1027056,85,15.604073607444763,0.001,979.88,1026056,-236.33573999023437,3502.8137391500004,1060,12035,,
1030000,,17.220276658058168,0.001,,1029056,-237.6376167602539,,,,3750.247052696347,1000.0
1031056,85,16.133237923622133,0.001,979.88,1030056,-237.94068417358397,3509.5276555699993,1064,12083,,
1035000,,15.553782845020294,0.001,,1034056,-238.84746029663086,,,,3808.343348796642,1000.0
1035056,85,,,979.88,,,3514.0321843399997,1068,12131,,
1039056,85,16.02153672456741,0.001,979.88,1038056,-240.18952294921874,3518.92867496,1072,12164,,
1040000,,19.00691207265854,0.001,,1039056,-240.23937197875978,,,,3900.403244358115,1000.0
1043056,85,17.000685212135316,0.001,979.88,1042056,-239.66048062133788,3523.46144143,1076,12215,,
1045000,,15.807453902244568,0.001,,1044056,-240.58635513305663,,,,3963.0719745424008,1000.0
1047056,85,16.661001909255983,0.001,979.88,1046056,-242.2093465270996,3534.0051032499996,1080,12265,,
1050000,,16.071949398040772,0.001,,1049056,-242.2780263671875,,,,3838.173012219835,1000.0
1051056,85,16.577323684215546,0.001,979.88,1050056,-243.00350228881837,3556.35209906,1084,12315,,
1055000,,16.6496816906929,0.001,,1054056,-242.90678912353516,,,,3545.649212659709,937.9
1055056,85,,,980.81,,,3575.737343879999,1088,12362,,
1059056,85,16.565847444534302,0.001,980.81,1058056,-243.99259695434571,3581.7541726299996,1092,12396,,
1060000,,16.029346423625945,0.001,,1059056,-244.65677407836915,,,,3883.5484337233006,1000.0
1063056,85,15.468415989398956,0.001,980.81,1062056,-244.35066622924805,3589.9361432200008,1096,12444,,
1065000,,18.239280965805055,0.001,,1064056,-244.44198852539063,,,,3683.098665159009,1000.0
1066849,85,17.757197652339936,0.001,978.74,1066056,-244.78354299926758,3586.74280368,1100,12492,,
1070000,,16.58287328392712,0.001,,1069519,-246.13320517468807,,,,3771.2192847163415,1000.0
1070519,85,,,975.44,,,3576.6497418199997,1104,12535,,
1074519,85,16.189682829856874,0.001,975.44,1073519,-247.47001699829102,3580.1290125099995,1108,12569,,
1075000,,15.571715536117553,0.001,,1074519,-247.04500302124023,,,,3835.5705145590937,1000.0
1078519,85,18.43158671951294,0.001,985.21,1077519,-248.06603244018555,3621.84785836,1112,12616,,
1080000,,17.74026479148865,0.001,,1079519,-248.51761587524413,,,,3967.9878555525092,1000.0
1082519,85,14.98977602481842,0.001,985.21,1081519,-248.99695748901368,3638.6973889000005,1116,12665,,
1085000,,15.278190731048584,0.001,,1084519,-250.30021575927734,,,,3943.245807584282,1000.0
1086519,85,16.538473429203034,0.001,985.21,1085519,-250.4654439086914,3645.86217228,1120,12713,,
1090000,,22.69684358692169,0.001,,1089519,-255.00805603027345,,,,-366.0245190960821,1000.0
1090519,85,,,985.21,,,3608.9065501100004,1124,12761,,
1094519,85,21.033273952007292,0.001,986.53,1093519,-256.9598547973633,3501.73898988,1128,12794,,
1095000,,21.31016066122055,0.001,,1094519,-257.32895138549804,,,,484.8137280678493,1000.0
1098519,85,18.304417343139647,0.001,986.53,1097519,-258.3069608459473,3379.7098835800007,1132,12842,,
1100000,,18.070786185264588,0.001,,1099519,-259.28953784179686,,,,856.9273429481312,939.0
1102026,85,18.855195908856814,0.001,981.6,1101026,-259.2372670811931,3292.36761028,1136,12885,,
1105000,,18.56554475593567,0.001,,1104026,-258.6662694091797,,,,2939.179255286674,1000.0
1105414,85,16.81813154888153,0.001,979.91,1105026,-259.74904760742186,3344.3208246,1140,12932,,
1108735,85,18.621953399181365,0.001,973.12,1107735,-259.54826403808596,3376.24503776,1144,12955,,
1110000,,16.97408113002777,0.001,,1109735,-259.71073690795896,,,,3893.699120692164,1000.0
1112735,85,20.611857723236085,0.001,973.12,1111735,-258.8063258972168,3376.82276976,1148,13002,,
1115000,,22.157081112569692,0.001,,1114421,-258.95234595651874,,,,3847.5907067247667,1000.0
1116421,85,18.119760393619536,0.001,973.65,1115421,-258.9837658996582,3373.3606242200003,1152,13046,,
1120000,,19.586500304698944,0.001,,1119421,-257.21900283813477,,,,3836.6980946800672,1000.0
1120421,85,,,973.65,,,3378.87133482,1156,13094,,
1124421,85,19.058144828796387,0.001,973.65,1123421,-257.16609741210937,3372.9168459,1160,13127,,
1125000,,17.818719146251677,0.001,,1124421,-257.5008935241699,,,,3891.039553749375,1000.0
1128375,85,20.178054406642914,0.001,973.19,1127421,-258.2414190979004,3377.59098979,1164,13175,,
1130000,,20.667498755931856,0.001,,1129375,-259.0744685058594,,,,3515.8375735994427,1000.0
1132375,85,17.617906465053558,0.001,973.19,1131375,-259.1998218383789,3375.6910001,1168,13223,,
1135000,,18.78572471618652,0.001,,1134375,-259.39595050048825,,,,3960.097600702569,1000.0
1136375,85,17.52303092765808,0.001,973.19,1135375,-260.02399853515624,3381.1470918500004,1172,13270,,
1140000,,18.745446730136873,0.001,,1139375,-261.30158078002927,,,,3863.876669465797,1000.0
1140375,85,,,973.19,,,3378.99158519,1176,13317,,
1144375,85,19.829103696823122,0.001,973.19,1143375,-261.0724351501465,3375.649553999999,1180,13351,,
1145000,,15.56544305367712,0.001,,1144828,-261.6802026017647,,,,3305.6514111255296,870.0
1147828,85,18.515373520374297,0.001,967.72,1146828,-261.3429403381348,3352.5876903499993,1184,13393,,
1150000,,18.59172376871109,0.001,,1149828,-261.3616051940918,,,,3914.467678714357,1000.0
1151828,85,19.613698236465453,0.001,967.72,1150828,-261.8197769165039,3356.0834357599997,1188,13441,,
1155000,,18.723172327518462,0.001,,1154828,-261.19721212768553,,,,3935.8545227012596,1000.0
1155828,85,,,967.72,,,3358.2713148599996,1192,13490,,
1159828,85,19.412412773132324,0.001,967.72,1158828,-261.40090466308595,3360.9745795999993,1196,13523,,
1160000,,19.538749165058135,0.001,,1159828,-261.5869089355469,,,,3868.7572030412034,1000.0
1163828,85,16.59909307527542,0.001,969.79,1162828,-260.8578970336914,3368.52070789,1200,13573,,
1165000,,18.37485855960846,0.001,,1164828,-261.8718994750977,,,,3844.972436955012,933.2
1167828,85,16.919475246429442,0.001,973.09,1166828,-262.00507147216797,3388.58810848,1204,13622,,
1170000,,16.46756444501877,0.001,,1169828,-262.3206985168457,,,,4025.3822900685946,1000.0
1171828,85,18.371569090366364,0.001,973.09,1170828,-262.0112024230957,3395.1450955299997,1208,13671,,
1175000,,18.150998084545137,0.001,,1174828,-262.234294921875,,,,4002.764429647056,1000.0
1175828,85,,,973.09,,,3399.0179900600006,1212,13721,,
1179828,85,18.205082156181337,0.001,973.09,1178828,-262.6622391357422,3400.9242018600007,1216,13756,,
1180000,,17.354413746356965,0.001,,1179828,-262.9016682128906,,,,4012.9220841033384,1000.0
1183828,85,18.98016595220566,0.001,973.09,1182828,-263.6479475402832,3404.3519392399994,1220,13804,,
1185000,,17.30954460144043,0.001,,1184828,-262.95231072998047,,,,3701.0522160716355,1000.0
1187828,85,15.242265142440797,0.001,973.09,1186828,-263.0181431274414,3448.35745817,1224,13853,,
1190000,,19.678742424964906,0.001,,1189828,-263.1628497924805,,,,4040.1172842277215,1000.0
1191828,85,15.629366584300994,0.001,973.09,1190828,-262.91565505981447,3575.89046622,1228,13901,,
1195000,,16.44021049594879,0.001,,1194828,-263.51928860473635,,,,3712.484245764464,1000.0
1195828,85,,,973.09,,,3701.7161745800004,1232,13949,,
1199828,85,16.365835406303407,0.001,978.02,1198828,-263.77165930175784,3791.62236768,1236,13983,,
1200000,,17.073132727622987,0.001,,1199828,-263.67588818359377,,,,3941.4231893870515,1000.0
1203828,85,15.829182185649872,0.001,984.14,1202828,-263.7960216369629,3824.0616890699994,1240,14031,,
1205000,,18.95333337268314,0.001,,1204753,-264.19933342211175,,,,3961.5275850221515,1000.0
1207753,85,14.762467666625977,0.001,990.18,1206753,-263.7472407226563,3862.629982359999,1244,14078,,
1210000,,16.113640731334687,0.001,,1209753,-262.9286248474121,,,,3876.376853021048,1000.0
1211753,85,15.591513487815856,0.001,990.18,1210753,-263.90891622924806,3864.7961166500004,1248,14126,,
1215000,,16.48933629512787,0.001,,1214753,-263.4970920410156,,,,3858.6539967935996,1000.0
1215753,85,,,993.32,,,3887.89711726,1252,14174,,
1219753,85,17.45610788679123,0.001,993.32,1218753,-263.51169290161135,3892.3566206399996,1256,14208,,
1220000,,15.924508780479432,0.001,,1219753,-263.1392449645996,,,,4085.152397783473,1000.0
1223121,85,18.90225204177525,0.001,987.0,1222121,-263.64114296954614,3874.37058669,1260,14251,,
1225000,,17.075736656188965,0.001,,1224121,-263.62471646118166,,,,4066.6468855997546,1000.0
1227121,85,15.437263023376465,0.001,987.46,1226121,-263.32749606323245,3874.9994026800005,1264,14299,,
1230000,,14.302451258182526,0.001,,1229121,-263.9763331604004,,,,3988.2658417774364,1000.0
1231121,85,13.792832630634308,0.001,987.46,1230121,-264.08319921875,3883.3237968699996,1268,14347,,
1235000,,19.889725601673128,0.001,,1234121,-264.32193194580077,,,,3962.2333618791076,1000.0
1235121,85,,,987.46,,,3882.10742119,1272,14395,,
1239121,85,15.99717850780487,0.001,987.46,1238121,-264.4461346130371,3886.3911540999998,1276,14431,,
1240000,,15.15883394908905,0.001,,1239121,-264.5816463928223,,,,4000.395123147592,1000.0
1242727,85,17.93039163976613,0.001,983.52,1241727,-264.60651571443765,3873.7803240399994,1280,14475,,
1245000,,17.936763104438782,0.001,,1244727,-264.62558322143553,,,,4037.650413767621,1000.0
1246727,85,14.662798789978027,0.001,988.99,1245727,-265.19448403930664,3899.7468427399995,1284,14521,,
1249840,85,16.504153189548227,0.001,980.12,1248840,-266.2108315361871,3866.1967854300005,1288,14547,,
1250000,,16.616297791957855,0.001,,1249840,-265.4633941345215,,,,3714.686827000277,944.4
1253494,85,17.248141994476317,0.001,976.66,1252494,-266.49402493286135,3853.7751671999995,1292,14590,,
1255000,,19.838048573493957,0.001,,1254494,-265.9031704711914,,,,3956.9542987667023,1000.0
1257494,85,17.65420761632919,0.001,976.66,1256494,-266.36702056884764,3853.6152759999995,1296,14637,,
1260000,,16.075258713245393,0.001,,1259494,-266.06812957763674,,,,3989.5497170732356,1000.0
1261494,85,15.404003270626069,0.001,976.66,1260494,-265.84366723632814,3854.9852182699997,1300,14684,,
1265000,,15.922099423408508,0.001,,1264494,-265.71520144653323,,,,3950.559684213577,1000.0
1265494,85,,,976.66,,,3851.93506029,1304,14731,,
1268524,85,17.547370007038115,0.001,966.96,1267524,-266.1216870422363,3807.2551605500003,1308,14756,,
1270000,,15.876762698173524,0.001,,1269524,-266.701211517334,,,,3721.6861921872014,1000.0
1272524,85,15.476909985542298,0.001,966.96,1271524,-266.28549877929686,3809.3137075400005,1312,14805,,
1275000,,17.25900666999817,0.001,,1274524,-266.84274459838866,,,,3849.7525550222954,951.4
1276524,85,15.05218127965927,0.001,966.96,1275524,-266.8320193481445,3807.1173149499996,1316,14854,,
1280000,,19.083746507644655,0.001,,1279524,-267.6657817077637,,,,4086.40965428669,1000.0
1280524,85,,,966.96,,,3804.1306014399997,1320,14901,,
1283065,85,17.324630512237547,0.001,952.37,1282065,-266.9444549560547,3749.29822217,1324,14923,,
1285000,,17.097177721500397,0.001,,1284065,-267.2705932006836,,,,3985.0467190900818,1000.0
1287065,85,16.33021073436737,0.001,952.37,1286065,-266.8321728515625,3719.3771565800002,1328,14971,,
1290000,,18.89830915737152,0.001,,1289065,-267.26150250244143,,,,3439.267074944079,860.7
1291065,85,16.90107952594757,0.001,952.37,1290065,-267.27059545898436,3729.3715362600005,1332,15016,,
1295000,,17.960537109375,0.001,,1294065,-267.64291848754885,,,,4000.457447475742,988.4
1295065,85,,,952.37,,,3726.9231557,1336,15062,,
1299065,86,17.085926439285277,0.001,952.37,1298065,-267.22215130615234,3732.6869535,1340,15095,,
1300000,,17.19423958158493,0.001,,1299065,-267.6649753723145,,,,4097.827073477861,1000.0
1302211,86,18.015022222995757,0.001,944.58,1302065,-267.60626235961917,3702.7524108899997,1344,15140,,
1305000,,19.97506817741909,0.001,,1304878,-267.4472199400028,,,,4118.108159545879,1000.0
1305878,86,,,941.25,,,3698.1872857900003,1348,15178,,
1309878,86,17.31734644651413,0.001,941.25,1308878,-267.4158423461914,3696.73974251,1352,15213,,
1310000,,17.4577115278244,0.001,,1309878,-267.64870294189456,,,,4067.7777689493496,1000.0
1313878,86,16.576735821723936,0.001,941.25,1312878,-268.6614061584473,3702.44522598,1356,15262,,
1315000,,17.19242988538742,0.001,,1314878,-267.285132232666,,,,3990.792259436287,1000.0
