time/total_timesteps,time/fps,train/critic_loss,train/learning_rate,rollout/ep_len_mean,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
1317878,86,17.85048476648331,0.001,947.57,1316878,-268.5258394470215,3735.1288592999995,1360,15309,,
1320000,,17.106742544174196,0.001,,1319878,-267.9064080200195,,,,3687.6720096188305,898.8
1321878,86,16.02970508956909,0.001,947.57,1320878,-268.43585861206054,3741.2259039299993,1364,15357,,
1325000,,17.887730432510377,0.001,,1324878,-267.97813580322264,,,,4098.992506001721,1000.0
1325878,86,,,947.57,,,3744.7058776500007,1368,15406,,
1329878,86,17.438683001995088,0.001,947.57,1328878,-268.3995166015625,3750.19495645,1372,15439,,
1330000,,16.289784181118012,0.001,,1329878,-267.9009241943359,,,,4082.080414475361,1000.0
1333878,86,16.29464559316635,0.001,947.57,1332878,-268.54244372558594,3758.3902382900005,1376,15486,,
1335000,,17.024282601356507,0.001,,1334878,-267.87767724609375,,,,4085.675394664891,1000.0
1337878,86,17.163646384716035,0.001,951.51,1336878,-267.7953392028809,3778.80937094,1380,15535,,
1340000,,18.74133904647827,0.001,,1339878,-268.3898379516602,,,,4016.895903957845,1000.0
1341878,86,17.154910067558287,0.001,951.51,1340878,-268.92402142333987,3781.00614642,1384,15585,,
1345000,,17.336631533622743,0.001,,1344878,-269.3542705078125,,,,3941.2627732314168,1000.0
1345878,86,,,960.38,,,3815.6132653699997,1388,15633,,
1349878,86,17.434369952201845,0.001,963.84,1348878,-270.23205267333987,3832.8934096400003,1392,15666,,
1350000,,17.213127413749696,0.001,,1349878,-270.8263779602051,,,,3940.8952445629984,1000.0
1353878,86,17.10424909591675,0.001,963.84,1352878,-271.41310665893553,3836.82639789,1396,15715,,
1355000,,17.23923334646225,0.001,,1354878,-272.4891075439453,,,,3935.4522296842188,1000.0
1357878,86,17.808304545402528,0.001,963.84,1356878,-273.4944230957031,3845.6123470800003,1400,15763,,
1360000,,17.210644556999206,0.001,,1359878,-274.97842608642577,,,,4151.702015204564,1000.0
1361878,86,16.462448720932006,0.001,963.84,1360878,-274.9361753845215,3849.95048608,1404,15812,,
1365000,,16.25598184776306,0.001,,1364878,-275.81466983032226,,,,4142.307685023732,1000.0
1365878,86,,,973.54,,,3897.51546257,1408,15861,,
1369878,86,15.247159210205078,0.001,973.54,1368878,-276.74863330078125,3900.39800741,1412,15894,,
1370000,,17.414700615882875,0.001,,1369878,-276.6738285522461,,,,4077.8801389636474,1000.0
1373878,86,15.207055655956268,0.001,973.54,1372878,-277.0407367553711,3909.075455350001,1416,15942,,
1375000,,15.381132589817048,0.001,,1374878,-277.71877624511717,,,,4188.96765090907,1000.0
1377878,86,15.414875213623047,0.001,973.54,1376878,-278.38637060546876,3910.68878432,1420,15990,,
1380000,,15.940749820709229,0.001,,1379878,-278.4753862915039,,,,3697.5269836731254,932.3
1381878,86,15.628743057250977,0.001,988.13,1380878,-278.67393786621096,3972.62119257,1424,16037,,
1385000,,14.774927320480346,0.001,,1384878,-278.93719458007814,,,,4085.173795565427,1000.0
1385878,86,,,988.13,,,4004.163852830001,1428,16085,,
1389878,86,15.034702936172485,0.001,988.13,1388878,-279.8700842895508,4009.3825760600007,1432,16119,,
1390000,,15.147065848350525,0.001,,1389878,-279.4716085205078,,,,4247.667741696723,1000.0
1393878,86,14.51902484369278,0.001,988.13,1392878,-280.4646348876953,4019.0133216000004,1436,16167,,
1395000,,15.363922014713287,0.001,,1394878,-280.500598449707,,,,3873.364474732801,1000.0
1397878,86,14.473890547275543,0.001,988.13,1396878,-280.71872076416014,4018.6986908200006,1440,16214,,
1400000,,15.052571061134339,0.001,,1399878,-281.1129136352539,,,,4000.5574982070366,992.0
1401878,86,12.726795749664307,0.001,996.67,1400878,-280.870666015625,4056.63874326,1444,16263,,
1405000,,12.69258259677887,0.001,,1404878,-281.3513977050781,,,,2901.2902787966655,830.1
1405878,86,,,1000.0,,,4071.89053541,1448,16308,,
1409878,86,14.010972900867461,0.001,1000.0,1408878,-281.6329429931641,4079.729567509999,1452,16342,,
1410000,,12.96304072856903,0.001,,1409878,-281.97358630371093,,,,4137.473993971153,1000.0
1413878,86,14.108576893806458,0.001,1000.0,1412878,-283.0496005859375,4079.42397763,1456,16390,,
1415000,,13.988147925376891,0.001,,1414878,-282.88657556152344,,,,4199.090673735086,1000.0
1417878,86,13.574173981666565,0.001,1000.0,1416878,-283.59598779296874,4078.7808034600002,1460,16438,,
1420000,,15.75391517496109,0.001,,1419878,-283.30648791503904,,,,3807.8464821141215,971.9
1421285,86,14.3724184217453,0.001,994.07,1420878,-283.63098858642576,4052.9409209399996,1464,16484,,
1425000,,15.643927791118621,0.001,,1424285,-283.3474669799805,,,,4060.158261741462,998.6
1425285,86,,,994.07,,,4055.6653087299997,1468,16528,,
1429285,86,14.620297056674957,0.001,994.07,1428285,-283.7014787597656,4059.51541541,1472,16561,,
1430000,,13.621442795276641,0.001,,1429285,-284.16896411132814,,,,4069.64266396733,964.4
1433285,86,15.907910417079925,0.001,994.07,1432285,-285.1729595336914,4063.77865941,1476,16610,,
1435000,,15.060571132659913,0.001,,1434285,-285.03946850585936,,,,4196.972288841149,1000.0
1437285,86,15.911794833660126,0.001,994.07,1436285,-285.56507879638673,4068.96960373,1480,16659,,
1440000,,13.889156661033631,0.001,,1439235,-285.1657003173828,,,,4120.955810590147,1000.0
1441235,86,14.89955982542038,0.001,993.57,1440235,-286.02184417724607,4069.65288692,1484,16707,,
1445000,,14.766008130915754,0.001,,1444159,-286.76804711808376,,,,4273.5634127429685,1000.0
1445159,86,,,992.81,,,4067.7956446299995,1488,16755,,
1449159,86,14.351369125366212,0.001,992.81,1448159,-287.3099061279297,4073.8872354499995,1492,16789,,
1450000,,13.75761960220337,0.001,,1449159,-287.3034608154297,,,,3654.925473387679,875.7
1453159,86,15.3833303399086,0.001,992.81,1452159,-287.8573362426758,4076.185154830001,1496,16836,,
1455000,,14.540133808934412,0.001,,1454804,-288.16272208860414,,,,4252.399835432693,1000.0
1456804,86,14.81623187494278,0.001,989.26,1455804,-288.7595010986328,4060.7765839899994,1500,16881,,
1459457,86,14.174448571681976,0.001,975.79,1458457,-288.2271409301758,4004.44334446,1504,16905,,
1460000,,16.093423653125765,0.001,,1459457,-288.28326184082033,,,,3738.5713787745685,921.7
1463457,86,13.947907780647277,0.001,975.79,1462457,-288.44925158691404,4008.97717256,1508,16954,,
1465000,,15.75025704240799,0.001,,1464457,-288.6514153442383,,,,3458.382140055299,830.4
1467457,86,15.942258445739746,0.001,975.79,1466457,-288.8898778686523,4013.91849584,1512,16999,,
1470000,,13.995987740516663,0.001,,1469457,-288.9514063720703,,,,4044.2730400929227,1000.0
1471457,86,18.19262495803833,0.001,975.79,1470457,-289.2840361328125,4008.87069256,1516,17047,,
1475000,,14.01111972618103,0.001,,1474457,-289.0127579345703,,,,4142.458908428438,1000.0
1475457,86,,,975.79,,,4019.4426315500004,1520,17096,,
1479457,86,14.418804535865783,0.001,975.79,1478457,-289.5760759887695,4020.064184880001,1524,17130,,
1480000,,20.218033032996633,0.001,,1479564,-289.2234073215061,,,,4052.003031956777,1000.0
1482564,86,14.50117908668518,0.001,966.86,1481564,-290.013555847168,3983.7567929100005,1528,17170,,
1485000,,14.948201590061188,0.001,,1484564,-290.2796273803711,,,,4085.7967326927464,956.9
1486564,86,14.922445980548858,0.001,966.86,1485564,-290.85851287841797,3988.0285531100003,1532,17218,,
1489655,86,13.524134929656983,0.001,957.77,1488655,-291.27354333496095,3951.3724207499995,1536,17244,,
1490000,,14.225568520069123,0.001,,1489655,-291.42899865722654,,,,3623.1229465235956,871.4
1493655,86,15.246303754806519,0.001,957.77,1492655,-291.7756060180664,3955.3995028700006,1540,17290,,
1495000,,13.49106901216507,0.001,,1494655,-292.2071850585937,,,,4283.704097033199,1000.0
1497655,86,15.24955847978592,0.001,957.77,1496655,-292.3217717895508,3959.6378365199994,1544,17338,,
1500000,,14.45088602256775,0.001,,1499655,-293.4682365112305,,,,3948.0220403604208,940.8
1501232,86,13.67628047453882,0.001,953.54,1500232,-293.5925131405101,3945.7495962099997,1548,17381,,
1505000,,16.978628104686738,0.001,,1504232,-293.33880688476563,,,,4081.2583454735577,1000.0
1505232,86,,,953.54,,,3947.8452530200007,1552,17429,,
1509232,86,14.302871582984924,0.001,953.54,1508232,-293.8197719116211,3956.2531952300005,1556,17462,,
1510000,,14.204430944442748,0.001,,1509232,-292.91622900390627,,,,4151.921031490015,1000.0
1513232,86,14.52062744140625,0.001,953.54,1512232,-293.6027119140625,3955.7548229999998,1560,17511,,
1515000,,15.647320985317231,0.001,,1514232,-293.42766943359373,,,,4173.8640087142585,1000.0
1517232,86,17.349848443984985,0.001,959.47,1516232,-293.59302679443357,3985.353884739999,1564,17558,,
1520000,,16.45534473133087,0.001,,1519232,-294.56132537841796,,,,3633.6006861602887,888.3
1521232,86,15.297948147773743,0.001,959.47,1520232,-294.57243450927734,3984.18858753,1568,17605,,
1525000,,13.096930199623108,0.001,,1524232,-294.3487991943359,,,,3658.706388135138,954.4
1525232,86,,,959.47,,,3984.7393445499997,1572,17652,,
1529232,86,18.851946044921874,0.001,959.47,1528232,-294.88630902099607,3986.8092601400003,1576,17686,,
1530000,,14.374229315280914,0.001,,1529232,-295.1868566894531,,,,4213.591499060392,1000.0
1532775,86,14.557220891475678,0.001,954.9,1531775,-295.5629381103516,3969.2278637300005,1580,17728,,
1535000,,13.95805552148819,0.001,,1534775,-295.8294792480469,,,,3606.2350759551337,875.9
1536775,86,13.461910756587983,0.001,955.4,1535775,-295.98509338378904,3977.93979573,1584,17772,,
1540000,,15.039769638538361,0.001,,1539775,-296.3302791137695,,,,3762.597329201363,895.1
1540775,86,,,956.16,,,3985.2305014900003,1588,17810,,
1543793,86,15.991720285892487,0.001,946.34,1543300,-296.4946396484375,3942.33534469,1592,17834,,
1545000,,16.039609836578368,0.001,,1544793,-296.32767608642575,,,,4207.439464471815,1000.0
1547793,86,13.560603618621826,0.001,946.34,1546793,-296.4808396606445,3940.6022234200004,1596,17870,,
1550000,,15.851211572647095,0.001,,1549793,-297.0898092041016,,,,4292.040246563964,1000.0
1551793,86,13.857349465847015,0.001,949.89,1550793,-297.4654224243164,3962.859675670001,1600,17909,,
1555000,,13.206143636226654,0.001,,1554793,-297.72722247314454,,,,4170.04044304844,1000.0
1555793,86,,,963.36,,,4026.6591959800003,1604,17948,,
1559793,86,18.202168733596803,0.001,963.36,1558793,-297.7413020019531,4027.4215905300002,1608,17976,,
1560000,,15.811958505153656,0.001,,1559793,-297.7113203125,,,,4231.286598602729,1000.0
1563793,86,15.347511241436004,0.001,963.36,1562793,-298.0707098388672,4031.5354389899994,1612,18015,,
1565000,,15.591665302276612,0.001,,1564793,-298.2027102661133,,,,4203.970331118815,1000.0
1567793,86,14.22392371559143,0.001,963.36,1566793,-298.220685546875,4038.5254305699996,1616,18055,,
1570000,,13.909518771648408,0.001,,1569793,-298.47655981445314,,,,4222.113760016067,1000.0
1571793,86,16.627471956253054,0.001,963.36,1570793,-298.5244585571289,4037.6553758800005,1620,18095,,
1574835,86,15.536433342933655,0.001,953.78,1574793,-299.2388936767578,4005.2217075,1624,18122,,
1575000,,40.53053489185515,0.001,,1574835,-298.96406918480284,,,,2902.6200039289893,685.4
1578835,86,16.25263170337677,0.001,962.71,1577835,-299.27054876708985,4045.37897246,1628,18152,,
1580000,,15.522561305522919,0.001,,1579835,-299.15117565917967,,,,4023.7408666968345,1000.0
1582835,87,16.295115986824037,0.001,962.71,1581835,-298.9366895751953,4042.97211966,1632,18191,,
1585000,,15.158747048854828,0.001,,1584835,-299.1841744995117,,,,4401.066327430308,1000.0
1586835,87,16.797683974266054,0.001,971.8,1585835,-299.1383168334961,4088.685533059999,1636,18231,,
1590000,,15.73407704591751,0.001,,1589835,-299.4822580566406,,,,3809.5183944110295,875.0
1590835,87,,,971.8,,,4096.6930236,1640,18269,,
1594835,87,16.653067578315735,0.001,971.8,1593835,-299.80944372558594,4100.21206872,1644,18297,,
1595000,,13.898902582645416,0.001,,1594835,-299.97696429443357,,,,4237.914112593234,1000.0
1598835,87,15.57542406797409,0.001,976.03,1597835,-300.4187014160156,4117.97761083,1648,18337,,
1600000,,14.843123671531677,0.001,,1599835,-300.18670092773436,,,,3932.9209531717233,913.9
1602835,87,15.560526684284211,0.001,976.03,1601835,-300.6119319458008,4120.060731199999,1652,18375,,
1605000,,18.639850323200225,0.001,,1604835,-301.19079388427735,,,,4339.459802659228,987.8
1606835,87,16.962405721664428,0.001,976.03,1605835,-301.0861675415039,4121.72921873,1656,18415,,
1610000,,17.986763344287873,0.001,,1609835,-301.3668903808594,,,,4291.425934660993,1000.0
1610835,87,,,976.03,,,4128.120464730001,1660,18454,,
1614790,87,14.84834975528717,0.001,975.58,1613790,-301.79063708496096,4134.13112617,1664,18481,,
1615000,,17.851640441417693,0.001,,1614790,-301.816334777832,,,,4145.96666855393,1000.0
1617829,87,14.085656003952026,0.001,965.97,1617790,-301.8769149169922,4093.64977677,1668,18519,,
1620000,,14.04761166381836,0.001,,1619829,-302.4127619628906,,,,4322.3047534301995,1000.0
1621829,87,13.611095776081084,0.001,965.97,1620829,-302.0422573852539,4098.26976854,1672,18554,,
1625000,,15.165826263904572,0.001,,1624613,-301.94103826904296,,,,3832.3111451450736,894.0
1625613,87,,,963.81,,,4090.75801006,1676,18590,,
1628909,87,17.660047424316407,0.001,961.34,1628613,-301.75665399169924,4078.872615069999,1680,18618,,
1630000,,14.764210573196412,0.001,,1629993,-302.1602626953125,,,,3956.663972042501,939.2
1631993,87,19.939111569404602,0.001,952.18,1630993,-301.8985457763672,4037.4782505200005,1684,18646,,
1635000,,15.678806869983672,0.001,,1634940,-302.4772666015625,,,,4176.684690051805,1000.0
1635940,87,,,951.65,,,4041.4261090599994,1688,18686,,
1639732,87,19.097390440294685,0.001,959.39,1638858,-302.816747129353,4080.752146659999,1692,18713,,
1640000,,16.045163770016597,0.001,,1639732,-303.03864977943545,,,,4044.506718290411,935.9
1643226,87,18.91775402752494,0.001,954.33,1642226,-303.4520780123197,4065.4830259000005,1696,18748,,
1645000,,26.842116693458934,0.001,,1644428,-303.2729307873414,,,,4017.789467123896,967.0
1646428,87,15.958936423301697,0.001,946.35,1645428,-303.38598950195313,4028.326308920001,1700,18781,,
1650000,,16.372700850486755,0.001,,1649428,-302.99032580566404,,,,2916.9715493718627,702.5
1650428,87,,,946.35,,,4025.27215492,1704,18817,,
1654428,87,18.56783171606064,0.001,946.35,1653428,-303.31464721679686,4028.2040981000005,1708,18844,,
1655000,,18.363687016963958,0.001,,1654428,-303.4157983398438,,,,3969.03532790523,933.0
1657591,87,24.436478875166067,0.001,937.98,1656591,-304.47386301299673,3989.8516898800003,1712,18876,,
1660000,,18.754283136844634,0.001,,1659083,-304.15509783935545,,,,4270.921107070288,1000.0
1661083,87,20.780158155441285,0.001,932.9,1660083,-304.0459572753906,3967.1451943399998,1716,18909,,
1665000,,16.948958365917207,0.001,,1664083,-303.23941546630857,,,,3852.896364068985,915.3
1665083,87,,,932.9,,,3898.5363513999996,1720,18947,,
1668378,87,23.567842145693504,0.001,935.43,1667378,-303.72335011250266,3912.2146028099996,1724,18969,,
1670000,,19.743716782569884,0.001,,1669378,-303.53459521484376,,,,4268.380512297712,1000.0
1672378,87,18.141703649520874,0.001,935.43,1671378,-303.91475769042967,3882.344434469999,1728,19009,,
1675000,,15.391855524539947,0.001,,1674378,-304.2846625366211,,,,4281.529502446018,1000.0
1676378,88,18.632533517837523,0.001,935.43,1675378,-304.4566717529297,3883.3617085799992,1732,19049,,
1680000,,22.009701092720032,0.001,,1679378,-304.81538800048827,,,,3771.729771494679,877.6
1680378,88,,,935.43,,,3883.290911310001,1736,19086,,
1683353,88,18.911997068405153,0.001,925.18,1682809,-304.8935276489258,3834.38144343,1740,19110,,
1685000,,23.667405124664306,0.001,,1684353,-305.23333178710936,,,,4271.631454493347,1000.0
1687353,88,19.89766577863693,0.001,925.18,1686353,-305.3775518798828,3835.0372909900007,1744,19147,,
1690000,,18.271637094165634,0.001,,1689847,-305.3519366183262,,,,4180.911009135283,1000.0
1690847,88,,,920.12,,,3816.6685781500005,1748,19183,,
1694847,88,19.907147209644318,0.001,920.12,1693847,-305.4776484375,3818.077514530001,1752,19211,,
1695000,,18.60282947540283,0.001,,1694847,-306.0192066040039,,,,4394.14934282084,1000.0
1697989,88,25.408639592184148,0.001,911.54,1696989,-305.28791142853214,3780.6468185799995,1756,19245,,
1700000,,19.346117673397064,0.001,,1699989,-305.92334344482424,,,,4064.821832273342,974.1
1701989,88,17.79882161617279,0.001,911.54,1700989,-305.87662554931643,3777.03828583,1760,19284,,
1705000,,23.164017074108123,0.001,,1704864,-305.4909565429688,,,,4279.907582511985,1000.0
1705262,88,,,904.72,,,3738.9243218600004,1764,19322,,
1709262,88,17.463857137203217,0.001,914.33,1708262,-305.5114753417969,3784.74885514,1768,19346,,
1710000,,18.343745163440705,0.001,,1709262,-305.57658459472657,,,,4426.037962213135,1000.0
1713262,88,20.638581263065337,0.001,914.33,1712262,-305.4117693481445,3782.5247915799996,1772,19386,,
1715000,,21.169496436595917,0.001,,1714262,-306.1208657226563,,,,3954.4679244173226,952.4
1717262,88,21.871723563194276,0.001,916.49,1716262,-305.5438529663086,3787.19946876,1776,19425,,
1720000,,18.55174226331711,0.001,,1719262,-305.47445660400393,,,,4346.979787846469,1000.0
1721262,88,21.251137546539308,0.001,923.53,1720262,-305.40388439941404,3819.9322517999994,1780,19464,,
1725000,,25.086158525943755,0.001,,1724262,-305.27535992431643,,,,3953.2795289466158,986.5
1725262,88,,,932.69,,,3854.6301772999996,1784,19503,,
1728366,88,19.209891098976136,0.001,924.26,1727366,-305.47948388671875,3814.7670293,1788,19524,,
1730000,,19.053921032428743,0.001,,1729366,-305.26796221923826,,,,3636.15197326988,873.6
1732366,88,23.08946876001358,0.001,926.34,1731366,-305.5373140869141,3821.0585278400004,1792,19563,,
1735000,,17.034280034065247,0.001,,1734366,-305.7013871459961,,,,4309.227216165699,1000.0
1736366,88,20.062061779499054,0.001,931.4,1735366,-305.7697438354492,3842.5279278200005,1796,19602,,
1740000,,17.693988492965698,0.001,,1739366,-305.8134993896484,,,,4218.61182195656,1000.0
1740366,88,,,939.38,,,3875.06581765,1800,19640,,
1744366,88,22.32335896778107,0.001,939.38,1743366,-305.5668599243164,3875.18096344,1804,19668,,
1745000,,21.910332640171053,0.001,,1744366,-305.6035491943359,,,,4177.30103272181,1000.0
1748366,88,19.482532618045806,0.001,939.38,1747366,-305.6310608520508,3877.3420737100005,1808,19710,,
1750000,,22.72941041278839,0.001,,1749366,-305.76674267578124,,,,4278.163850816944,1000.0
1752366,88,17.130351189136505,0.001,947.75,1751366,-306.47640063476564,3915.8372899000005,1812,19751,,
1755000,,17.45782354259491,0.001,,1754366,-307.16306457519534,,,,4383.646921289083,1000.0
1756366,66,18.1038047542572,0.001,952.83,1755366,-307.00398291015625,3938.3890576500003,1816,26415,,
1759801,66,17.229459314236696,0.001,947.18,1758801,-306.7209240610149,3984.5387700499996,1820,26445,,
1760000,,19.72125175857544,0.001,,1759801,-306.82118060302736,,,,4074.2048758552874,972.0
1763801,66,18.259334922790526,0.001,954.23,1762801,-307.1392290649414,4006.2376263700003,1824,26491,,
1765000,,21.03622880077362,0.001,,1764801,-307.31088238525393,,,,4329.704334190302,1000.0
1767801,66,18.435086955547334,0.001,954.23,1766801,-307.11084631347654,4037.2923668999997,1828,26542,,
1770000,,18.819068304538728,0.001,,1769801,-307.5659249267578,,,,4296.517806939827,1000.0
1771801,66,19.263039035320283,0.001,954.23,1770801,-307.31813079833984,4035.12224664,1832,26592,,
1775000,,19.785584700107574,0.001,,1774801,-307.6257443237305,,,,3609.525698227901,960.7
1775801,66,,,954.23,,,4032.26241481,1836,26633,,
1779801,66,19.420431181430818,0.001,964.48,1778801,-308.07894390869143,4076.65021827,1840,26668,,
1780000,,22.43534619808197,0.001,,1779801,-308.23646154785155,,,,3644.0766437772663,902.6
1783801,66,18.151668082237244,0.001,964.48,1782801,-307.93648132324216,4070.481736669999,1844,26719,,
1785000,,17.401237291812897,0.001,,1784801,-307.9877739868164,,,,3277.847680077236,778.3
1787237,66,18.19625524187088,0.001,963.9,1786801,-308.0914857788086,4064.8240192099993,1848,26766,,
1790000,,20.4864661894112,0.001,,1789772,-307.99870368615905,,,,3623.874067657627,843.2
1790772,66,,,959.25,,,4046.55244115,1852,26806,,
1794772,66,16.74705558538437,0.001,967.83,1793772,-308.8737490234375,4082.50809774,1856,26843,,
1795000,,21.14662539243698,0.001,,1794772,-309.08964385986326,,,,4242.546223075898,1000.0
1798772,66,16.977470672130586,0.001,967.83,1797772,-308.7695010986328,4083.2362522100007,1860,26894,,
1800000,,22.747265162944792,0.001,,1799772,-308.8478544921875,,,,4347.401119221188,1000.0
1802772,66,19.39800933933258,0.001,975.1,1801772,-309.08540289306643,4119.55001482,1864,26945,,
1805000,,18.022966247558593,0.001,,1804772,-309.1189275512695,,,,3989.7766503144057,929.8
1806772,66,18.959978300094605,0.001,975.1,1805772,-309.1752553710937,4121.57523501,1868,26997,,
1810000,,16.26304679026259,0.001,,1809339,-309.4736256953263,,,,3725.641586140543,875.0
1810339,66,,,970.77,,,4105.91793719,1872,27038,,
1814052,67,17.46685579633713,0.001,967.9,1813052,-309.5516365966797,4055.4734430299995,1876,27063,,
1815000,,19.10927053833008,0.001,,1814052,-309.8135587158203,,,,4293.609437298355,1000.0
1817870,67,20.943728620052337,0.001,966.08,1817052,-309.9847873535156,4041.5407412,1880,27102,,
1820000,,19.373749645709992,0.001,,1819870,-309.8860617675781,,,,3289.5111234018577,788.8
1821004,67,15.684140821001423,0.001,957.42,1820004,-310.4922867960005,4010.49438326,1884,27134,,
1824497,67,17.86677891778946,0.001,961.31,1823497,-309.91991870117187,4027.47916066,1888,27157,,
1825000,,17.75949929666519,0.001,,1824497,-309.8514336547852,,,,4176.082391443406,1000.0
1828082,67,14.914051715329162,0.001,957.16,1827082,-309.98207982815165,4011.23535826,1892,27188,,
1830000,,19.265430075645448,0.001,,1829082,-309.74966516113284,,,,4227.4674151524905,1000.0
1832082,67,17.088316432476045,0.001,957.16,1831082,-310.0309442138672,4014.5110698400003,1896,27225,,
1835000,,20.845838877677917,0.001,,1834082,-310.1685410766602,,,,4441.457202166319,997.9
1836082,67,19.13575945329666,0.001,957.16,1835082,-309.95179913330077,4021.39704264,1900,27261,,
1839984,67,22.73790842294693,0.001,956.18,1838984,-309.998397644043,4025.012136210001,1904,27287,,
1840000,,20.870585763931274,0.001,,1839984,-309.832251159668,,,,3680.604818481172,835.8
1842719,67,18.889139259815217,0.001,943.53,1842192,-309.41131774902345,3969.13660646,1908,27318,,
1845000,,19.24448424386978,0.001,,1844719,-309.3108190917969,,,,4323.648152858671,1000.0
1846719,67,17.415144842624663,0.001,943.53,1845719,-309.7026913452148,3977.20616493,1912,27372,,
1850000,,21.576923608779907,0.001,,1849719,-309.83446270751955,,,,3568.1140366553327,824.2
1850719,67,,,943.53,,,3982.954655119999,1916,27427,,
1853736,67,19.13430661916733,0.001,939.35,1852736,-309.84506018066406,3962.631454749999,1920,27455,,
1855000,,21.98045900440216,0.001,,1854736,-309.7376839599609,,,,4380.085936339572,1000.0
1857736,67,23.724911989212035,0.001,939.35,1856736,-309.7214346923828,3966.53760572,1924,27504,,
1860000,,18.638960084438324,0.001,,1859736,-309.1387606201172,,,,4415.960178422928,1000.0
1861736,67,20.09327111387253,0.001,939.35,1860736,-309.6118238525391,3927.6388434899995,1928,27553,,
1865000,,19.77134589290619,0.001,,1864736,-309.79683288574216,,,,4269.515476933378,967.6
1865736,67,,,939.35,,,3935.4974987699993,1932,27602,,
1869679,67,21.682940342903137,0.001,938.78,1868679,-309.51022509765625,3938.19624252,1936,27635,,
1870000,,23.18349000644684,0.001,,1869679,-309.6191829223633,,,,4195.588513653044,1000.0
1873679,67,20.852945981025695,0.001,938.78,1872679,-310.4269389038086,3940.930131880001,1940,27683,,
1875000,,22.2818110871315,0.001,,1874679,-310.6911058959961,,,,3986.8117583802436,902.1
1877679,64,22.7787997341156,0.001,938.78,1876679,-310.98005596923826,3947.62757981,1944,29307,,
1880000,,20.50452581691742,0.001,,1879679,-310.6349496459961,,,,4041.1241008229554,932.0
1881679,64,20.798880979061128,0.001,944.42,1880679,-310.3992646484375,3969.3515064499998,1948,29354,,
1885000,,19.148529446125032,0.001,,1884679,-310.33134704589844,,,,4092.75556879458,923.4
1885679,64,,,949.07,,,3991.5991560599996,1952,29401,,
1888766,64,20.85607891321182,0.001,939.94,1887766,-310.3841538696289,3953.41892165,1956,29428,,
1890000,,26.087957900047304,0.001,,1889766,-310.74674743652344,,,,3679.623269620305,1000.0
1892766,64,21.411658072948455,0.001,939.94,1891766,-310.73363763427733,3959.6134401599998,1960,29477,,
1895000,,21.17066749668121,0.001,,1894766,-311.2847666015625,,,,3749.4143695434555,852.7
1896766,64,21.348255633831023,0.001,939.94,1895766,-311.49519140625,3959.0141253099996,1964,29509,,
1900000,,22.642476393699646,0.001,,1899766,-312.0283903808594,,,,3976.372705831006,949.9
1900753,64,,,939.81,,,3956.15958388,1968,29541,,
1904131,64,23.832075984477996,0.001,937.92,1903131,-311.9030446777344,3945.4779172999993,1972,29561,,
1905000,,20.85741333580017,0.001,,1904131,-312.1522962036133,,,,4329.03058827389,1000.0
1907215,64,16.116530469485692,0.001,931.63,1906215,-312.51688784644716,3963.2144737699996,1976,29587,,
1910000,,20.896105745315552,0.001,,1909215,-312.6573414306641,,,,3489.1004800386727,823.4
1911215,64,21.84711555814743,0.001,933.45,1910215,-312.7034409790039,3982.89099509,1980,29617,,
1914366,64,24.18808278274536,0.001,933.62,1914215,-313.14179260253906,3987.2701675499993,1984,29639,,
1915000,,16.952674273916855,0.001,,1914619,-313.3906698075552,,,,4372.859255646064,1000.0
1917619,64,21.007970543384552,0.001,931.22,1916619,-313.3303973388672,3978.65908185,1988,29663,,
1920000,,22.792321553230284,0.001,,1919619,-313.62334057617187,,,,4200.345246679708,1000.0
1921619,64,24.76196597671509,0.001,935.37,1920619,-313.31836224365236,3994.4703183,1992,29696,,
1925000,,28.466055696487427,0.001,,1924076,-313.19536474609373,,,,4332.220788823254,989.5
1925076,64,,,929.94,,,3970.2108599400003,1996,29727,,
1929076,64,18.725010935783388,0.001,929.94,1928076,-313.3941643066406,3966.4072536000003,2000,29751,,
1930000,,22.640421864509584,0.001,,1929076,-313.6085354003906,,,,4257.58614436239,1000.0
1932196,64,17.742797092914582,0.001,922.12,1932076,-313.7046303100586,3927.12638941,2004,29783,,
1935000,,20.392707354068754,0.001,,1934537,-314.08793560791014,,,,4393.116844673268,1000.0
1935537,64,,,928.18,,,3955.34879636,2008,29809,,
1939537,65,24.807760877609255,0.001,928.18,1938537,-314.34801763916016,3949.5277635799994,2012,29832,,
1940000,,25.483457808971405,0.001,,1939537,-314.6986837158203,,,,3499.194384839712,1000.0
1943537,65,25.84286564350128,0.001,928.18,1942537,-314.42811492919924,3936.42631759,2016,29864,,
1945000,,22.311150087356566,0.001,,1944537,-314.325173828125,,,,4208.004655149067,942.0
1947537,65,22.2211012096405,0.001,938.01,1946537,-314.4946898803711,3986.0921698399998,2020,29899,,
1950000,,21.784919753551485,0.001,,1949537,-314.3141749267578,,,,4413.465930442884,1000.0
1951537,65,21.82132821559906,0.001,938.01,1950537,-314.2233981933594,3991.0751172699993,2024,29934,,
1955000,,24.48689919948578,0.001,,1954039,-314.5713465576172,,,,3796.5690462947823,1000.0
1955039,65,,,933.03,,,4005.12055006,2028,29966,,
