rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
514.75,0.024233255348168312,4,0.001,-415.932147,7,2059,284,-2.6091700696945193,1000,,
,0.3853507263660431,,0.001,,,5000,,-0.9639364186497406,4000,-2037.0873755633831,1000.0
694.25,0.2775528313815594,8,0.001,-1184.243489125,42,5554,129,-0.5669229472768493,5000,,
579.3333333333334,0.650530619546771,12,0.001,-891.4397790833335,53,6952,129,-1.0654824450612068,6878,,
444.0625,0.849812912940979,16,0.001,-683.1711381875,54,7105,130,-0.5919275488704443,6970,,
364.4,1.5420840331303176,20,0.001,-561.77192375,55,7288,130,-0.8394313162549379,7204,,
311.5833333333333,1.2268727235496044,24,0.001,-477.2421285833334,56,7478,132,-0.4945576526224613,7333,,
278.82142857142856,0.8320741747554979,28,0.001,-418.5053638214286,58,7807,132,-0.4796000450849533,7716,,
252.0,1.0186899231701363,32,0.001,-371.8680560312499,59,8064,134,-0.24891924057599335,7888,,
233.69444444444446,1.2424327183742911,36,0.001,-336.2725680555555,62,8413,135,-0.14785219340895614,8313,,
,1.1686740199029446,,0.001,,,10000,,0.2815186656892765,9354,29.82819371571095,840.5
273.95,1.1738825131230939,40,0.001,-305.87821139999994,86,10958,126,0.25493009093236957,10835,,
298.95454545454544,1.2687831369638443,44,0.001,-286.70310424999997,95,13154,137,0.49133118184329944,12095,,
,1.3021833956061533,,0.001,,,15000,,1.3127747737712798,14320,327.60057723926764,1000.0
341.2291666666667,1.2315784972906112,48,0.001,-249.26675114583335,127,16379,128,1.3342533661834897,15320,,
380.0576923076923,1.1832109245061875,52,0.001,-208.37215799999998,147,19763,134,1.5155963719189167,18704,,
,0.832810626745224,,0.001,,,20000,,1.2825904494673013,19704,456.1215154954465,901.3
424.3392857142857,0.6878863258361816,56,0.001,-156.3579756607143,182,23763,129,0.22122299156803638,22704,,
,0.6245931966304779,,0.001,,,25000,,-0.8327587089333683,24704,594.9149626159284,1000.0
462.71666666666664,0.5886534785032272,60,0.001,-104.96639446666667,218,27763,126,-1.8874063245654107,26704,,
,0.5729085619747639,,0.001,,,30000,,-3.6339794664382934,29704,691.6593340348918,1000.0
496.296875,0.5486137939989567,64,0.001,-55.850937312499994,255,31763,124,-4.37666347360611,30704,,
,0.5386829918920993,,0.001,,,35000,,-7.332293352127075,34704,638.926016092673,1000.0
525.9264705882352,,68,,-13.315980426470581,291,35763,122,,,,
552.2638888888889,0.5656226709783078,72,0.001,20.017877847222216,315,39763,125,-10.672868377685546,38704,,
,0.5645806493461132,,0.001,,,40000,,-11.49956314277649,39704,735.7744120847434,1000.0
575.828947368421,0.5978282478749752,76,0.001,57.538392539473676,351,43763,124,-13.858102458953857,42704,,
,0.5995560312271118,,0.001,,,45000,,-15.46427410697937,44704,814.6718763034326,1000.0
597.0375,0.628708490639925,80,0.001,93.87977724999999,387,47763,123,-17.036050735473633,46704,,
,0.6305801882445812,,0.001,,,50000,,-19.236694400787353,49704,805.1343060300744,1000.0
616.2261904761905,0.615457915097475,84,0.001,122.60763803571427,423,51763,122,-19.959611686706545,50704,,
,0.5732575299143792,,0.001,,,55000,,-22.683158542633056,54704,844.651667852886,1000.0
633.6704545454545,,88,,154.04100923863635,460,55763,121,,,,
649.5978260869565,0.5853474904298782,92,0.001,184.4622807065217,484,59763,123,-25.21652970504761,58704,,
,0.5690336994528771,,0.001,,,60000,,-25.89246662902832,59704,814.7891983265057,1000.0
664.1979166666666,0.5587170281112194,96,0.001,211.83628737499998,520,63763,122,-27.811087074279786,62704,,
,0.569049222201109,,0.001,,,65000,,-29.092063304901124,64704,871.9174048832617,1000.0
677.63,0.5555536354780197,100,0.001,238.05843709,556,67763,121,-30.273921352386473,66704,,
,0.5238931347131729,,0.001,,,70000,,-32.00762570571899,69704,890.1298044916242,1000.0
697.04,0.5397509047985077,104,0.001,290.35876554,593,71763,120,-32.5268798828125,70704,,
,0.5363074508756399,,0.001,,,75000,,-34.728636756896975,74704,828.9687076986156,1000.0
702.09,,108,,404.30623477,629,75763,120,,,,
728.11,0.5352623589634895,112,0.001,452.79718865999996,653,79763,122,-36.76567404937744,78704,,
,0.5302082546800375,,0.001,,,80000,,-37.18687602996826,79704,891.8869181293994,1000.0
766.58,0.4929127508252859,116,0.001,490.15439143000003,689,83763,121,-38.67592292785645,82704,,
,0.5241291999071837,,0.001,,,85000,,-39.71167765045166,84704,891.1789710064419,1000.0
804.75,0.5009853925853968,120,0.001,528.63390756,726,87763,120,-40.525550903320315,86704,,
,0.49500209152698516,,0.001,,,90000,,-41.87878962707519,89704,885.5660653611645,1000.0
842.85,0.49679165579378604,124,0.001,567.22565911,762,91763,120,-42.25701587677002,90704,,
,0.484002557054162,,0.001,,,95000,,-43.799864151000975,94704,942.3353907615877,1000.0
879.56,,128,,606.47049268,798,95763,119,,,,
916.99,0.4671723483651876,132,0.001,645.5355962099999,822,99763,121,-45.05092302703857,98704,,
,0.4786497216671705,,0.001,,,100000,,-45.385327354431155,99704,985.4422437513829,1000.0
953.5,0.5075065637081861,136,0.001,686.51299732,857,103763,120,-46.38713731384277,102704,,
,0.5506803980320693,,0.001,,,105000,,-46.976570220947266,104704,1129.05869003759,1000.0
968.05,0.5597432301491498,140,0.001,728.5607401299999,892,107763,120,-47.689637252807614,106704,,
,0.6062716217339039,,0.001,,,110000,,-48.79665104675293,109704,1005.2529390245938,1000.0
986.09,0.5617544638663531,144,0.001,774.4473515900002,928,111763,120,-49.19160868835449,110704,,
,0.6618843624591827,,0.001,,,115000,,-50.69198128509522,114704,1010.2851743597537,1000.0
993.84,,148,,805.0076095699999,964,115763,119,,,,
1000.0,0.8899266369938851,152,0.001,837.05182871,988,119763,121,-52.747102142333986,118704,,
,0.9195875761210919,,0.001,,,120000,,-53.37826202392578,119704,1247.8831988790073,1000.0
1000.0,1.0778847227692605,156,0.001,866.7044290700001,1025,123763,120,-55.145536087036135,122704,,
,1.0873595084547996,,0.001,,,125000,,-56.46970432281494,124704,1269.529230166599,921.8
992.98,1.1489461808800698,160,0.001,887.20534989,1055,127061,120,-57.290885955810545,126002,,
,1.4344901364445686,,0.001,,,130000,,-59.2531304473877,129002,-73.36776526806644,929.2
992.98,1.4109789109826087,164,0.001,862.86357184,1090,131061,120,-59.670003074646,130002,,
,1.213585240662098,,0.001,,,135000,,-61.42294010162354,134002,1173.914599026984,1000.0
992.98,,168,,861.4890920500001,1125,135061,120,,,,
992.98,1.2872207600474357,172,0.001,903.8518080299999,1149,139061,120,-63.194655685424806,138002,,
,1.1774093952029943,,0.001,,,140000,,-63.84504132270813,139162,1247.02549168407,924.7
