rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
3.25,4,17,4500,0,4.25,,,,,,
5.375,8,51,5433,0,6.375,,,,,,
6.5,12,90,5935,0,7.5,,,,,,
6.9375,16,127,2372,0,7.9375,-0.6388060301542282,4,0.7903762012720108,0.001,,
6.35,20,147,501,0,7.35,-0.9474703669548035,44,0.12864863872528076,0.001,,
6.291666666666667,24,175,374,0,7.291666666666667,-1.102157473564148,72,0.20804340690374373,0.001,,
5.964285714285714,28,195,329,0,6.964285714285714,-1.0441475907961528,92,0.19864920675754547,0.001,,
5.71875,32,215,300,0,6.71875,-1.0699070692062378,112,0.2218795597553253,0.001,,
5.472222222222222,36,233,280,0,6.472222222222222,-1.1223523020744324,131,0.22426144182682037,0.001,,
5.325,40,253,266,0,6.325,-1.2632664839426677,150,0.20634818375110625,0.001,,
5.636363636363637,44,292,268,1,6.636363636363637,-1.264755646387736,171,0.23788234839836755,0.001,,
6.083333333333333,48,340,236,1,7.083333333333333,-1.481151556968689,230,0.17706886761718327,0.001,,
9.576923076923077,52,550,232,2,10.576923076923077,-1.7598593753317129,383,0.14610723782611149,0.001,,
13.339285714285714,56,803,205,3,14.339285714285714,-2.316222906112671,639,0.12470222047784112,0.001,,
,,1000,,,,-2.7608287007200953,872,0.1386400457544654,0.001,71.7,72.7
17.416666666666668,60,1105,183,6,18.416666666666668,-2.9519419412355163,946,0.13247411038625884,0.001,,
20.5625,64,1380,177,7,21.5625,-3.5711582529133765,1217,0.15993858116157986,0.001,,
22.602941176470587,68,1605,170,9,23.602941176470587,-4.049104166030884,1455,0.15656291556855043,0.001,,
25.708333333333332,72,1923,168,11,26.708333333333332,-4.634757097377333,1745,0.16255923129361252,0.001,,
,,2000,,,,-4.822714865207672,1825,0.19661565022543073,0.001,80.9,81.9
29.105263157894736,76,2288,164,13,30.105263157894736,-5.377777728167447,2082,0.19175532083450395,0.001,,
31.6625,80,2613,159,16,32.6625,-6.149718352726528,2469,0.2245861149526068,0.001,,
32.73809523809524,84,2834,160,17,33.73809523809524,-6.614810844947552,2682,0.23875594087715807,0.001,,
,,3000,,,,-6.936225041099217,2880,0.304725447912579,0.001,64.9,65.9
33.63636363636363,88,3048,159,19,34.63636363636363,,,,,,
34.32608695652174,92,3250,159,20,35.32608695652174,-7.256387690703074,3103,0.2413934003941867,0.001,,
34.895833333333336,96,3446,158,21,35.895833333333336,-7.560577144622803,3300,0.2500226031243801,0.001,,
35.48,100,3648,158,22,36.48,-7.861917343139648,3494,0.30569666395990214,0.001,,
37.39,104,3856,158,24,38.39,-8.186902137903067,3711,0.3144457472382851,0.001,,
,,4000,,,,-8.409054381506783,3866,0.29586055116219956,0.001,46.4,47.4
39.13,108,4064,158,25,40.13,-8.54955648339313,3913,0.26902165248038923,0.001,,
40.85,112,4275,158,27,41.85,-8.882480217860294,4124,0.2910105426814042,0.001,,
42.59,116,4486,158,28,43.59,-9.191509246826172,4335,0.33427937895059584,0.001,,
44.52,120,4699,159,29,45.52,-9.510160975986057,4550,0.2976732746594482,0.001,,
46.45,124,4920,159,30,47.45,-9.793682685265175,4767,0.24689926867777445,0.001,,
,,5000,,,,-9.947814481011752,4880,0.2886245960433935,0.001,54.0,55.0
48.37,128,5132,159,32,49.37,-10.213863563537597,4983,0.27296847000718116,0.001,,
50.26,132,5341,159,33,51.26,-10.350603562814218,5191,0.33682713436859624,0.001,,
52.2,136,5553,159,34,53.2,-10.775128011350278,5399,0.22884194766757665,0.001,,
54.29,140,5782,159,36,55.29,-11.07150304728541,5625,0.2849432738908267,0.001,,
,,6000,,,,-11.443114704555935,5849,0.32366376979784534,0.001,54.2,55.2
56.1,144,6002,158,37,57.1,,,,,,
57.96,148,6236,158,39,58.96,-11.7134969830513,6083,0.34820767416385934,0.001,,
58.04,152,6454,158,40,59.04,-11.937460440176505,6305,0.3355574099177664,0.001,,
57.8,156,6683,158,42,58.8,-12.320531055845063,6529,0.34560855734964896,0.001,,
57.07,160,6912,158,43,58.07,-12.697613000869751,6759,0.36327524535488664,0.001,,
,,7000,,,,-12.77368954689272,6877,0.34360851099093753,0.001,64.9,65.9
56.96,164,7176,158,45,57.96,-13.108986069174374,7010,0.4507939080324243,0.001,,
57.02,168,7407,158,46,58.02,-13.077490329742432,7249,0.49107538751865687,0.001,,
56.29,172,7652,158,48,57.29,-13.78092555999756,7490,0.29855594815591635,0.001,,
55.31,176,7919,159,49,56.31,-14.132678508758545,7755,0.3305475825772566,0.001,,
,,8000,,,,-14.102251199575571,7899,0.5219775210970488,0.001,57.4,58.4
54.84,180,8197,158,51,55.84,-14.286784119076199,8032,0.4238420001847643,0.001,,
55.35,184,8469,158,53,56.35,-14.609080099290416,8303,0.4580209149964272,0.001,,
55.87,188,8735,159,54,56.87,-15.005127841028674,8570,0.4676897695994583,0.001,,
,,9000,,,,-15.341063298677144,8858,0.3397631976067236,0.001,63.3,64.3
56.71,192,9021,158,56,57.71,,,,,,
57.38,196,9284,159,58,58.38,-15.610089203407025,9120,0.3658775886328056,0.001,,
58.18,200,9566,159,60,59.18,-15.91255100795201,9399,0.4438711671424764,0.001,,
58.85,204,9841,159,61,59.85,-16.285878642912834,9673,0.4046386432263159,0.001,,
,,10000,,,,-16.48814842436049,9882,0.7251632128592947,0.001,76.2,77.2
59.69,208,10133,158,63,60.69,-16.540001417461195,9959,0.4626504491482462,0.001,,
60.44,212,10419,159,65,61.44,-16.78996518078972,10240,0.35439094851779585,0.001,,
61.52,216,10738,159,67,62.52,-17.196379052268135,10536,0.5083312507615321,0.001,,
,,11000,,,,-17.5949074716279,10857,0.4224279989947134,0.001,73.9,74.9
62.26,220,11025,158,69,63.26,,,,,,
62.87,224,11307,158,71,63.87,-17.779824447631835,11137,0.5196105523833207,0.001,,
63.86,228,11618,158,73,64.86,-18.15695577509263,11445,0.4031208057118499,0.001,,
64.66,232,11907,159,74,65.66,-18.33540163284693,11736,0.6069440833077981,0.001,,
,,12000,,,,-18.662136020082414,11875,0.5342494713876283,0.001,72.5,73.5
65.54,236,12207,158,76,66.54,-18.818000456866095,12017,0.402365837684449,0.001,,
66.77,240,12559,158,79,67.77,-19.052589751126472,12385,0.40948786110333774,0.001,,
68.38,244,12940,158,81,69.38,-19.54612899408108,12720,0.7770709440480044,0.001,,
,,13000,,,,-19.619731809272142,12842,0.5810016171976191,0.001,132.8,133.8
70.15,248,13351,157,84,71.15,-19.842840502339026,13155,0.48632434449128564,0.001,,
,,14000,,,,-20.459720649341545,13786,0.41540676371959767,0.001,371.5,372.3
76.96,252,14250,156,91,77.96,-20.844337181423022,14016,0.4754412976296052,0.001,,
79.13,256,14696,155,94,80.13,-21.171011505126952,14503,0.4491278558674425,0.001,,
,,15000,,,,-21.448166529337566,14700,0.5379425431875622,0.001,1000.0,1000.0
,,16000,,,,-22.46420137023926,15700,0.512099189657718,0.001,187.2,188.2
,,17000,,,,-22.93419689602322,15916,0.6882441583330985,0.001,477.6,478.2
100.04,260,17014,158,107,101.02,,,,,,
,,18000,,,,-24.29823644955953,17165,0.8126936438925487,0.001,660.6,661.0
,,19000,,,,-25.01373105621338,18165,0.5990905741602183,0.001,1000.0,1000.0
119.91,264,19263,152,126,120.87,,,,,,
,,20000,,,,-26.113296348571776,19165,0.7833309667184949,0.001,1000.0,1000.0
,,21000,,,,-27.012978355407714,20165,0.9776117140129209,0.001,1000.0,1000.0
,,22000,,,,-27.828111080169677,21165,1.533825143545866,0.001,1000.0,1000.0
,,23000,,,,-28.617221393585204,22165,2.263291760802269,0.001,1000.0,1000.0
157.64,268,23263,142,163,158.56,,,,,,
,,24000,,,,-29.277942565917968,23165,2.7962434579730036,0.001,1000.0,1000.0
,,25000,,,,-30.03870974846606,24483,3.8516796073823607,0.001,433.2,434.0
,,26000,,,,-30.272352729797362,25483,3.5105674480199816,0.001,1000.0,1000.0
188.4,272,26581,141,188,189.29,,,,,,
,,27000,,,,-31.095297678847984,26808,3.000594198153569,0.001,1000.0,1000.0
,,28000,,,,-31.673194915771486,27808,2.9901861035227775,0.001,1000.0,1000.0
,,29000,,,,-32.65931267547607,28808,2.8917757952213288,0.001,1000.0,1000.0
219.01,276,29906,138,216,219.87,,,,,,
,,30000,,,,-33.31915119934082,29808,2.9310896986722947,0.001,1000.0,1000.0
,,31000,,,,-34.207292541503904,30808,2.883522871732712,0.001,1000.0,1000.0
,,32000,,,,-35.19388635635376,31808,3.223685090512037,0.001,1000.0,1000.0
,,33000,,,,-35.731319450378415,32808,3.1520046402812003,0.001,1000.0,1000.0
256.27,280,33906,134,251,257.09,,,,,,
,,34000,,,,-36.83330185699463,33808,2.9539267714321613,0.001,1000.0,1000.0
,,35000,,,,-37.70395386505127,34808,3.0415781168937683,0.001,1000.0,1000.0
,,36000,,,,-38.546189712524416,35808,2.993598435819149,0.001,1000.0,1000.0
,,37000,,,,-39.66892326354981,36808,3.5083608376979827,0.001,1000.0,1000.0
293.59,284,37906,132,286,294.37,,,,,,
,,38000,,,,-41.24817778778076,37808,3.585669927716255,0.001,1000.0,1000.0
,,39000,,,,-42.29228810882568,38808,3.6515400955677033,0.001,1000.0,1000.0
,,40000,,,,-43.45645446777344,39808,4.737140412449837,0.001,1000.0,1000.0
,,41000,,,,-44.42403099822998,40808,4.95760891520977,0.001,1000.0,1000.0
330.97,288,41906,129,322,331.71,,,,,,
,,42000,,,,-45.280077507019044,41808,5.463661023497582,0.001,1000.0,1000.0
,,43000,,,,-46.2164581451416,42808,5.283448484778404,0.001,1000.0,1000.0
,,44000,,,,-47.10969661712647,43808,5.119965552330017,0.001,1000.0,1000.0
,,45000,,,,-48.25604716491699,44808,4.732438923835755,0.001,1000.0,1000.0
368.15,292,45906,128,358,368.85,,,,,,
,,46000,,,,-49.09568328857422,45808,4.308843908250332,0.001,1000.0,1000.0
