rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4.75,4,0,4.75,19,4565,,,,,,
4.25,8,0,4.25,34,4529,,,,,,
4.583333333333333,12,0,4.583333333333333,55,4625,,,,,,
4.625,16,0,4.625,74,4796,,,,,,
4.75,20,0,4.75,95,4987,,,,,,
5.166666666666667,24,0,5.166666666666667,124,780,-0.9413006186485291,0.001,0.21861923411488532,14,,
5.178571428571429,28,0,5.178571428571429,145,413,-1.0841801762580872,0.001,0.007951507158577443,41,,
5.15625,32,0,5.15625,165,344,-1.0736513137817383,0.001,0.008201038464903831,61,,
5.361111111111111,36,0,5.361111111111111,193,294,-1.154143253962199,0.001,0.011572961385051409,83,,
5.35,40,0,5.35,214,247,-1.30167023340861,0.001,0.016414517350494862,110,,
5.2727272727272725,44,0,5.2727272727272725,232,232,-1.3342743515968323,0.001,0.021595721133053303,128,,
5.25,48,1,5.25,252,210,-1.3430743217468262,0.001,0.027263487130403517,148,,
5.230769230769231,52,1,5.230769230769231,272,202,-1.4112222989400227,0.001,0.03021882027387619,168,,
5.214285714285714,56,1,5.214285714285714,292,194,-1.469634731610616,0.001,0.032274676114320756,188,,
5.2,60,1,5.2,312,191,-1.5000109672546387,0.001,0.029459265992045403,208,,
5.1875,64,1,5.1875,332,184,-1.5305127302805583,0.001,0.040248424559831616,228,,
5.176470588235294,68,1,5.176470588235294,352,178,-1.5884135961532593,0.001,0.03416735865175724,248,,
5.166666666666667,72,2,5.166666666666667,372,171,-1.6360576550165813,0.001,0.03869016245007515,268,,
5.157894736842105,76,2,5.157894736842105,392,169,-1.6478240092595418,0.001,0.03886985406279564,288,,
5.15,80,2,5.15,412,168,-1.6975417534510295,0.001,0.036183356493711474,308,,
5.142857142857143,84,2,5.142857142857143,432,167,-1.7449166377385457,0.001,0.04182594642043114,328,,
5.136363636363637,88,2,5.136363636363637,452,166,-1.7898398240407307,0.001,0.04002507366240025,348,,
5.130434782608695,92,2,5.130434782608695,472,162,-1.7925211191177368,0.001,0.04716109484434128,368,,
5.125,96,3,5.125,492,157,-1.8193797667821248,0.001,0.0522728405892849,388,,
5.12,100,3,5.12,512,154,-1.8727930386861165,0.001,0.035107188671827314,408,,
5.13,104,3,5.13,532,154,-1.8458565870920818,0.001,0.03530719168484211,428,,
5.18,108,3,5.18,552,152,-1.8465162913004558,0.001,0.03866304904222488,448,,
5.17,112,3,5.17,572,151,-1.862765908241272,0.001,0.03669651597738266,468,,
5.18,116,3,5.18,592,151,-1.927516222000122,0.001,0.03441298380494118,488,,
5.17,120,4,5.17,612,151,-1.978226939837138,0.001,0.03364910595118999,508,,
5.08,124,4,5.08,632,151,-1.959093491236369,0.001,0.04752189554274082,528,,
5.07,128,4,5.07,652,151,-2.041569193204244,0.001,0.04188031628727913,548,,
5.07,132,4,5.07,672,146,-2.016597628593445,0.001,0.040664220601320265,568,,
4.99,136,4,4.99,692,146,-1.9970255692799885,0.001,0.03719008974730968,588,,
4.98,140,4,4.98,712,147,-2.030342936515808,0.001,0.06486784741282463,608,,
5.0,144,5,5.0,732,145,-2.111636161804199,0.001,0.05058884769678116,628,,
5.0,148,5,5.0,752,143,-2.0798274676005044,0.001,0.0362194687128067,648,,
5.0,152,5,5.0,772,143,-2.086970567703247,0.001,0.04703676328063011,668,,
5.0,156,5,5.0,792,143,-2.157829205195109,0.001,0.050717069581151006,688,,
5.0,160,5,5.0,812,143,-2.1326921780904136,0.001,0.04803260266780853,708,,
5.0,164,5,5.0,832,143,-2.20367439587911,0.001,0.0319428876042366,728,,
5.0,168,5,5.0,852,144,-2.222870349884033,0.001,0.04645387679338455,748,,
5.0,172,6,5.0,872,144,-2.264778216679891,0.001,0.047581222280859946,768,,
5.0,176,6,5.0,892,144,-2.2557342847188315,0.001,0.05203838460147381,788,,
5.0,180,6,5.0,912,144,-2.3843677043914795,0.001,0.07331635355949402,808,,
5.0,184,6,5.0,932,143,-2.319107929865519,0.001,0.06012770459055901,828,,
5.0,188,6,5.0,952,143,-2.3527897198994956,0.001,0.049821820110082626,848,,
5.0,192,6,5.0,972,143,-2.408160130182902,0.001,0.10015736520290375,868,,
5.0,196,6,5.0,992,143,-2.4093576272328696,0.001,0.037215692549943925,888,,
,,,,1000,,-2.432096083958944,0.001,0.038800456747412684,898,5.0,5.0
5.0,200,7,5.0,1012,142,-2.441845655441284,0.001,0.05027986317873001,908,,
5.03,204,7,5.03,1035,142,-3.0307812690734863,0.001,0.05737479329109192,931,,
5.03,208,7,5.03,1055,141,-2.9297934770584106,0.001,0.07721833288669586,951,,
5.03,212,7,5.03,1075,141,-3.051905870437622,0.001,0.04493387565016747,971,,
5.03,216,7,5.03,1095,141,-3.244985580444336,0.001,0.06474653705954551,991,,
5.03,220,7,5.03,1115,142,-3.147952437400818,0.001,0.10425446480512619,1011,,
5.25,224,8,5.25,1157,144,-3.344088912010193,0.001,0.1682269988315446,1038,,
5.59,228,8,5.59,1211,143,-3.5151763757069907,0.001,0.15850398937861124,1076,,
6.65,232,9,6.65,1337,141,-3.9287689146788223,0.001,0.16716821216370747,1224,,
8.07,236,10,8.07,1499,142,-4.241625201702118,0.001,0.16890701040243492,1364,,
9.97,240,11,9.97,1709,145,-4.61271562576294,0.001,0.18294061291015754,1546,,
12.25,244,13,12.25,1957,143,-5.101734565966057,0.001,0.20036494472261632,1799,,
