time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
580,0,200,0.5410381877422332,4,50,0.001,0.6139573043584824,50.0,-50.524814750000004,,
286,1,400,0.1911271905899048,8,250,0.001,2.857319002151489,50.0,-63.551660875,,
,,500,0.5164580693840981,,350,0.001,3.0481837940216066,,,-15.732209100000002,50.0
187,3,600,0.09178245581686496,12,450,0.001,2.5676865577697754,50.0,-53.26872049999999,,
183,4,800,0.049661247469484804,16,650,0.001,2.12477041721344,50.0,-42.093229375,,
,,1000,0.03154232073575258,,850,0.001,1.9783468770980834,,,-9.660735449999999,50.0
164,6,1000,,20,,,,50.0,-35.430132650000004,,
167,7,1200,0.031194343827664853,24,1050,0.001,1.8314606428146363,50.0,-31.41599820833334,,
169,8,1400,0.02689599070698023,28,1250,0.001,1.8548236560821534,50.0,-28.005423750000006,,
,,1500,0.036019956059753895,,1350,0.001,1.7848005104064941,,,-9.341790249999999,50.0
159,10,1600,0.10794586863368749,32,1450,0.001,1.7960668754577638,50.0,-25.82154909375,,
160,11,1800,0.09709413729608059,36,1650,0.001,1.8786964654922484,50.0,-24.136284583333335,,
,,2000,0.1540763694792986,,1850,0.001,2.006419787406921,,,-9.1299559,50.0
153,13,2000,,40,,,,50.0,-22.6212681,,
155,14,2200,0.06287792731076479,44,2050,0.001,2.119005575180054,50.0,-21.468256840909092,,
157,15,2400,0.11687586806714535,48,2250,0.001,2.189101915359497,50.0,-20.499408416666668,,
,,2500,0.04688066951930523,,2350,0.001,2.2653112840652465,,,-9.1680222,50.0
152,17,2600,0.04375614158809185,52,2450,0.001,2.3073660278320314,50.0,-19.57791301923077,,
153,18,2800,0.290740158110857,56,2650,0.001,2.4148477697372437,50.0,-18.7570365,,
,,3000,0.05822155013680458,,2850,0.001,2.4654601287841795,,,-9.34300925,50.0
149,20,3000,,60,,,,50.0,-17.98003276666667,,
151,21,3200,0.0500349410623312,64,3050,0.001,2.655013055801392,50.0,-17.571187843750003,,
152,22,3400,0.05079170729964971,68,3250,0.001,2.892039499282837,50.0,-16.992243588235294,,
,,3500,0.1102502267807722,,3350,0.001,2.7924710083007813,,,-9.441146,50.0
149,24,3600,0.06104974392801523,72,3450,0.001,2.9413725566864013,50.0,-16.55565073611111,,
150,25,3800,0.20308918491005898,76,3650,0.001,3.0498702716827393,50.0,-16.373947368421053,,
,,4000,0.0538055932149291,,3850,0.001,3.178206081390381,,,-9.0255464,50.0
148,26,4000,,80,,,,50.0,-16.0236603,,
149,28,4200,0.07277652435004711,84,4050,0.001,3.2745579147338866,50.0,-15.820489404761902,,
150,29,4400,0.09474719919264317,88,4250,0.001,3.3967761993408203,50.0,-15.526050715909092,,
,,4500,0.07670939728617668,,4350,0.001,3.5214149951934814,,,-8.947339750000001,50.0
148,31,4600,0.06464621670544148,92,4450,0.001,3.551101179122925,50.0,-15.17839339130435,,
149,32,4800,0.09749870628118515,96,4650,0.001,3.6631787776947022,50.0,-14.844926604166668,,
,,5000,0.05173730120062828,,4850,0.001,3.7656486511230467,,,-8.695659700000002,50.0
147,33,5000,,100,,,,50.0,-14.601455390000002,,
148,35,5200,0.07372040539979935,104,5050,0.001,3.8811304664611814,50.0,-12.88192619,,
149,36,5400,0.07091955244541168,108,5250,0.001,4.056637496948242,50.0,-10.14399912,,
,,5500,0.06102650314569473,,5350,0.001,4.1198265171051025,,,-8.61457755,50.0
147,37,5600,0.07037659630179405,112,5450,0.001,4.219704113006592,50.0,-9.20296691,,
148,38,5800,0.10454501643776894,116,5650,0.001,4.2948271179199216,50.0,-9.16276797,,
,,6000,0.06193656355142593,,5850,0.001,4.401255302429199,,,-8.848945049999998,50.0
147,40,6000,,120,,,,50.0,-9.130819919999999,,
148,41,6200,0.06704170875251293,124,6050,0.001,4.5591019248962406,50.0,-9.07035868,,
149,42,6400,0.07241706617176533,128,6250,0.001,4.643960952758789,50.0,-9.14067315,,
,,6500,0.05982801392674446,,6350,0.001,4.694440002441406,,,-10.0120924,50.0
148,44,6600,0.05958116054534912,132,6450,0.001,4.779996490478515,50.0,-9.11152222,,
149,45,6800,0.07011997990310193,136,6650,0.001,4.925461349487304,50.0,-9.17673853,,
,,7000,0.05945898920297623,,6850,0.001,5.011760196685791,,,-8.949326,50.0
147,47,7000,,140,,,,50.0,-9.268367959999999,,
148,48,7200,0.0534574306756258,144,7050,0.001,5.180104866027832,50.0,-9.290722660000002,,
