time/episodes,rollout/ep_len_mean,time/fps,train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
4,760.75,208,0.001,14,3043,-3.514476629972458,2000,-1143.7862645,0.06083234430826269,,
,,,0.001,,5000,-4.438019519329071,4000,,0.1458694932255894,-2729.6784101247786,1000.0
8,765.375,122,0.001,50,6123,-3.710757361650467,6000,-1454.102493625,0.4097582806572318,,
12,519.1666666666666,122,0.001,50,6230,-4.234793488184611,6141,-989.2568684166667,0.45659135778745014,,
16,577.75,142,0.001,65,9244,-2.308424184700474,8201,-931.3699330000001,0.430214927457273,,
,,,0.001,,10000,-2.9841325595080854,9201,,1.1946353820860387,-315.19186023920776,483.2
20,583.15,128,0.001,91,11663,-3.587012341491591,11579,-783.31136045,1.7244407993422077,,
,,,0.001,,15000,-4.426384624004364,13975,,0.8913931155204773,219.0783332009567,817.1
24,625.75,130,,115,15018,,,-610.1989432916668,,,
28,679.2142857142857,137,0.001,138,19018,-7.788463022232055,17975,-496.15728260714286,0.7013377166986465,,
,,,0.001,,20000,-7.841413891792297,18975,,0.6778717507123947,531.9823007430416,917.0
32,719.3125,134,0.001,171,23018,-8.994516355514527,21975,-357.43263012500006,0.5315302225351334,,
,,,0.001,,25000,-10.288818290710449,23975,,0.43270973359048365,675.763486506301,1000.0
36,750.5,131,0.001,206,27018,-11.534709768295288,25975,-239.93217086111113,0.40005541905760766,,
,,,0.001,,30000,-13.518605335235595,28975,,0.3218607966154814,786.872318552807,1000.0
40,775.45,128,0.001,240,31018,-14.298168212890625,29975,-137.87909487500002,0.3063318980038166,,
,,,0.001,,35000,-16.661801734924317,33975,,0.2660892848372459,904.6382493024227,1000.0
44,795.8636363636364,126,,276,35018,,,-47.81406927272728,,,
48,812.875,130,0.001,299,39018,-19.633736576080324,37975,31.70642502083332,0.2445418972671032,,
,,,0.001,,40000,-20.43156428527832,38975,,0.24496073473244906,855.2850390220992,1000.0
52,827.2692307692307,129,0.001,333,43018,-22.722823585510255,41975,97.34223505769229,0.23122840612381695,,
,,,0.001,,45000,-24.137119911193846,43975,,0.21541914687305688,890.0903718352317,1000.0
56,839.6071428571429,127,0.001,367,47018,-25.635091815948485,45975,153.23497578571428,0.2318312316685915,,
,,,0.001,,50000,-27.708997478485106,48975,,0.2217424700409174,879.279736336333,1000.0
60,850.3,126,0.001,402,51018,-28.311143936157226,49975,202.91571544999996,0.22512304124236107,,
,,,0.001,,55000,-30.948170139312744,53975,,0.20630667708814143,915.8178265377879,1000.0
64,859.65625,126,,436,55018,,,248.30310551562502,,,
68,867.9117647058823,128,0.001,459,59018,-33.52865396118164,57975,287.11174944117647,0.21014171827584505,,
,,,0.001,,60000,-34.174080955505374,58975,,0.20958023230731487,952.1750054283068,1000.0
72,875.25,128,0.001,492,63018,-36.00590953063965,61975,322.19671179166664,0.226078969463706,,
,,,0.001,,65000,-37.135182106018064,63975,,0.20586271730810404,945.87399937585,1000.0
76,881.8157894736842,126,0.001,528,67018,-38.384821144104,65975,355.185195631579,0.19036339042335748,,
,,,0.001,,70000,-39.963502960205076,68975,,0.20173629569262266,946.1103389343247,1000.0
80,887.725,125,0.001,563,71018,-40.49131655883789,69975,385.2758475,0.19854189144819975,,
,,,0.001,,75000,-42.382403144836424,73975,,0.20344988851249218,953.5980958022177,1000.0
84,893.0714285714286,125,,598,75018,,,412.7884294999999,,,
88,897.9318181818181,127,0.001,620,79018,-44.112819206237795,77975,437.31498610227277,0.20044663613289596,,
,,,0.001,,80000,-44.50757862854004,78975,,0.2072257941737771,953.9130311265587,1000.0
92,902.3695652173913,127,0.001,650,83018,-45.81763209533691,81975,459.6686655978261,0.20070495535433291,,
,,,0.001,,85000,-46.590899047851565,83975,,0.21006919868290425,946.4924375503324,1000.0
96,906.4375,127,0.001,680,87018,-47.33242290496826,85975,479.5283636458333,0.19939809100329875,,
,,,0.001,,90000,-48.59527639007568,88975,,0.2574134595692158,945.6535715532024,1000.0
100,910.18,127,0.001,712,91018,-49.04426026916504,89975,498.01625370999994,0.27783403193205597,,
,,,0.001,,95000,-50.47891733551025,93975,,0.34658541567623613,933.6488403249532,1000.0
104,919.75,127,,744,95018,,,581.50649577,,,
108,928.95,129,0.001,766,99018,-51.69334234619141,97975,689.7096872999999,0.37351674286276104,,
,,,0.001,,100000,-52.06416193389892,98975,,0.38680146146565675,945.4998967459426,1000.0
112,967.88,128,0.001,799,103018,-52.85468759918213,101975,729.5098722399999,0.41152387714385985,,
,,,0.001,,105000,-53.35841853332519,103975,,0.4608048028051853,953.8233137581498,1000.0
116,977.74,128,0.001,831,107018,-53.84657647705078,105975,797.4689590700001,0.5160460279211402,,
,,,0.001,,110000,-54.643605880737304,108975,,0.6133758021593094,943.0121397850074,1000.0
120,993.55,128,0.001,863,111018,-54.95833138275147,109975,842.88805032,0.6322630270794034,,
,,,0.001,,115000,-56.09149649810791,113975,,0.8681919789612293,864.8023151739501,1000.0
124,1000.0,128,,894,115018,,,868.7307536100001,,,
128,1000.0,129,0.001,917,119018,-57.98256085968018,117975,861.2103779999999,1.7260103048235178,,
,,,0.001,,120000,-58.45302673339844,118975,,1.8987185728251934,-696.159970782217,927.3
132,1000.0,129,0.001,949,123018,-59.44658982086182,121975,849.09279397,2.401370233148336,,
,,,0.001,,125000,-61.12072426932199,124017,,3.8678441530182246,449.6180191996973,631.7
136,986.81,129,0.001,972,125699,-60.83188529968262,125017,842.04169509,3.2237059723734856,,
140,986.81,130,0.001,992,129699,-64.05984677886963,128656,827.2732564300001,4.48306192111969,,
,,,0.001,,130000,-64.0924429321289,129656,,5.167472893059253,-250.63003706280142,713.0
144,986.81,130,0.001,1020,133699,-64.5189302520752,132656,757.15957152,6.961679374188185,,
,,,0.001,,135000,-64.17868658447266,134656,,6.457342724859714,496.82544907345147,788.4
148,986.81,131,0.001,1050,137699,-64.03228834533691,136656,740.5290814200001,6.52186999309063,,
,,,0.001,,140000,-62.645737007141115,139656,,5.041110041379929,-145.42527526842895,933.9
152,986.81,130,0.001,1082,141699,-63.090290382385255,140656,725.6027119900001,5.581123669207096,,
,,,0.001,,145000,-62.15210242462158,144656,,5.094162666022777,401.9322816635482,1000.0
156,986.81,130,,1115,145699,,,705.4727746,,,
160,977.15,130,0.001,1136,148733,-63.159163902282714,148656,644.29896077,5.265859612047672,,
164,949.73,131,0.001,1139,149991,-63.2543569292341,148948,595.7238319300001,4.576493351309149,,
,,,0.001,,150000,-62.77141431427002,149948,,7.0612332891225815,751.4854604722699,1000.0
168,949.73,131,0.001,1171,153991,-61.539506523132324,152948,593.05962286,4.877423196613789,,
,,,0.001,,155000,-61.35807279205322,154948,,4.6807000824213025,806.2776858553989,1000.0
172,949.73,131,0.001,1204,157991,-60.78040357208252,156948,590.23205313,3.9756364917457105,,
,,,0.001,,160000,-59.856114555358886,159948,,2.9836409164071083,812.8134841618128,1000.0
176,949.73,130,0.001,1237,161991,-59.5603441696167,160948,585.0991705,2.784008480459452,,
,,,0.001,,165000,-59.21459474945068,164948,,2.4751209167540074,820.8082118970837,1000.0
180,949.73,130,,1269,165991,,,579.79114428,,,
184,949.73,131,0.001,1291,169991,-58.655381896972656,168948,575.1349054100001,1.9962067448049783,,
,,,0.001,,170000,-58.502409759521484,169948,,1.8397940817922354,845.1381156168878,1000.0
188,949.73,131,0.001,1324,173991,-58.38336116027832,172948,572.4159215399999,1.559080531284213,,
,,,0.001,,175000,-58.5168119430542,174948,,1.405160128928721,893.6350181758404,1000.0
192,949.73,131,0.001,1355,177991,-58.25536813354492,176948,570.4860362299999,1.2957607248276473,,
,,,0.001,,180000,-58.19641635131836,179948,,1.0495435856580735,884.6818349629641,1000.0
196,949.73,131,0.001,1385,181991,-58.2923087387085,180948,567.44483424,1.0346872498989106,,
