time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/critic_loss,time/fps,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
667,-17.797983169555664,0.0003,-2.2662415504455566,1.3350239992141724,87,4,0.8441199064254761,-62.3024955,566,166.75,7,,
1981,-30.71544075012207,0.0003,-7.226925849914551,1.5543360710144043,81,8,0.5716484189033508,-118.66307487499999,1880,247.625,24,,
2176,-32.071083068847656,0.0003,-7.937180995941162,1.8346643447875977,81,12,0.5397874712944031,-85.38864908333333,2075,181.33333333333334,26,,
3289,-37.56783676147461,0.0003,-11.084671020507812,2.994014263153076,80,16,0.3918408453464508,-107.56888206250001,3188,205.5625,41,,
4482,-38.794158935546875,0.0003,-14.017515182495117,4.231633186340332,77,20,0.2789444327354431,-123.51550135,4381,224.1,57,,
5000,-37.75977325439453,0.0003,-15.353808403015137,3.5941920280456543,,,0.24110902845859528,,4899,,,46.96362283345661,389.4
5702,-36.7789421081543,0.0003,-16.453407287597656,3.9848575592041016,70,24,0.19813445210456848,-135.35712487499998,5601,237.58333333333334,81,,
6122,-35.781185150146484,0.0003,-17.21627426147461,5.133951663970947,70,28,0.17625808715820312,-122.88748249999999,6021,218.64285714285714,87,,
8398,-30.24782371520996,0.0003,-18.73541259765625,2.873521566390991,72,32,0.09436055272817612,-149.3753773125,8297,262.4375,116,,
9692,-26.814044952392578,0.0003,-19.25016212463379,3.1762752532958984,72,36,0.06655025482177734,-149.55631983333333,9591,269.22222222222223,133,,
10000,-26.203481674194336,0.0003,-18.445446014404297,2.773378372192383,,,0.061352528631687164,,9899,,,-68.8407801645917,350.0
13692,-17.822254180908203,0.0003,-10.942790031433105,1.8163328170776367,70,40,0.02475602552294731,-171.78457087500001,13591,342.3,194,,
13873,-18.09329605102539,0.0003,-11.03768539428711,1.786801815032959,70,44,0.023816987872123718,-158.19339211363638,13772,315.29545454545456,196,,
15000,-16.014448165893555,0.0003,-6.9028120040893555,2.0939996242523193,,,0.01879206672310829,,14899,,,-48.57261244296096,641.3
15022,-15.760244369506836,0.0003,-7.586529731750488,2.1764326095581055,66,48,0.01871471107006073,-151.58074368750002,14921,312.9583333333333,224,,
15382,-15.128681182861328,0.0003,-6.768857955932617,1.845131754875183,66,52,0.017479728907346725,-142.56012636538463,15281,295.8076923076923,230,,
17824,-12.962414741516113,0.0003,-0.48311302065849304,1.8729528188705444,67,56,0.012911221012473106,-140.9172517142857,17723,318.2857142857143,262,,
19331,-11.38724136352539,0.0003,-2.6013293266296387,1.9824151992797852,68,60,0.012439670972526073,-132.55428453333332,19230,322.18333333333334,282,,
20000,-10.430421829223633,0.0003,0.729871392250061,1.6208796501159668,,,0.012337381020188332,,19899,,,51.77274867382075,566.5
22386,-9.411905288696289,0.0003,0.6107290983200073,1.5538827180862427,67,64,0.012171339243650436,-119.66125276562501,22285,349.78125,334,,
