train/critic_loss,train/ent_coef,time/total_timesteps,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,time/time_elapsed,train/n_updates,time/fps,eval/mean_reward,eval/mean_ep_length
1848.6634521484375,0.4229387044906616,6364,-479.23199462890625,0.0003,189.65090041,39.13,2.0541515350341797,160,101,6263,62,,
473.8358154296875,0.4346831738948822,6522,-491.81536865234375,0.0003,191.15238297,39.38,2.3304781913757324,164,103,6421,62,,
584.109130859375,0.44433096051216125,6693,-500.3883056640625,0.0003,192.93564111,39.67,1.5540872812271118,168,106,6592,62,,
938.00830078125,0.4520828127861023,6812,-521.930419921875,0.0003,191.50580833,39.26,1.3536361455917358,172,108,6711,62,,
447.37091064453125,0.4636954069137573,6998,-537.6371459960938,0.0003,194.51307797000004,39.73,0.818118691444397,176,112,6897,62,,
1430.488037109375,0.4735671877861023,7199,-550.3162231445312,0.0003,199.40353005,40.71,1.4445089101791382,180,115,7098,62,,
898.0645751953125,0.4816794693470001,7338,-568.3470458984375,0.0003,197.98737315999998,40.54,0.9614918231964111,184,117,7237,62,,
1370.036376953125,0.48990535736083984,7450,-572.6734008789062,0.0003,197.05606729000002,40.36,1.3545374870300293,188,119,7349,62,,
1343.51708984375,0.4997542202472687,7615,-576.6331787109375,0.0003,194.66686349999998,40.03,0.7964622974395752,192,122,7514,62,,
1386.054931640625,0.5210375785827637,7835,-593.699951171875,0.0003,196.83508405999999,40.54,1.0586397647857666,196,126,7734,61,,
1441.894287109375,0.5365031957626343,8051,-607.937255859375,0.0003,195.98554563,40.56,1.855791449546814,200,130,7950,61,,
794.5082397460938,0.5466322302818298,8181,-631.7661743164062,0.0003,192.23090213000003,39.87,-0.36387932300567627,204,133,8080,61,,
1943.8955078125,0.559504508972168,8332,-646.164794921875,0.0003,191.07147530000003,39.69,1.1588730812072754,208,136,8231,61,,
1797.5440673828125,0.5743876099586487,8471,-652.4925537109375,0.0003,188.01742562000004,39.11,1.0276144742965698,212,139,8370,60,,
4083.2138671875,0.5916165709495544,8639,-676.4696655273438,0.0003,185.55075073,38.75,0.2662847638130188,216,142,8538,60,,
1109.607666015625,0.602191150188446,8885,-705.3582763671875,0.0003,190.92483570000002,39.79,-0.3602393567562103,220,146,8784,60,,
697.162841796875,0.613211452960968,9047,-723.1333618164062,0.0003,192.28708765,40.11,0.41701531410217285,224,149,8946,60,,
1372.01806640625,0.6348629593849182,9187,-737.418701171875,0.0003,192.96613709000002,40.23,-0.5302871465682983,228,151,9086,60,,
1896.48681640625,0.6511797308921814,9350,-752.9734497070312,0.0003,193.06757761000006,40.19,-0.1196967139840126,232,154,9249,60,,
3346.463134765625,0.6661457419395447,9467,-763.409423828125,0.0003,189.93510575,39.57,0.2444056123495102,236,156,9366,60,,
4463.4189453125,0.6662776470184326,9584,-779.5966796875,0.0003,187.49022173000006,39.05,0.43018996715545654,240,158,9483,60,,
1338.12255859375,0.6707578301429749,9711,-800.6376342773438,0.0003,183.470448,38.16,0.3841880261898041,244,160,9610,60,,
2213.06201171875,0.6774194836616516,9822,-804.8876953125,0.0003,183.70181998000004,38.13,0.22906635701656342,248,161,9721,60,,
3047.341064453125,0.67928147315979,10000,-814.3421630859375,0.0003,,,0.6349899768829346,,,9899,,117.54546756437048,25.05
1786.98046875,0.6822121739387512,10026,-824.8292236328125,0.0003,187.83578871999998,38.92,0.11940028518438339,252,167,9925,59,,
1156.796142578125,0.6949284672737122,10166,-846.619140625,0.0003,188.83478900000003,39.09,0.44424372911453247,256,170,10065,59,,
1840.554443359375,0.7069599032402039,10366,-854.547119140625,0.0003,193.70055367000003,40.02,0.05186761915683746,260,175,10265,58,,
2255.171875,0.7214243412017822,10500,-867.6710815429688,0.0003,192.42813877000003,39.78,0.2663075923919678,264,179,10399,58,,
5212.67822265625,0.7313387989997864,10634,-890.167236328125,0.0003,190.34462307,39.41,-0.24438384175300598,268,182,10533,58,,
2596.558349609375,0.7387532591819763,10786,-895.1390380859375,0.0003,191.54677043,39.74,-0.33632826805114746,272,186,10685,57,,
3232.560791015625,0.7392327785491943,10914,-938.5473022460938,0.0003,187.97041982,39.16,0.236856609582901,276,189,10813,57,,
2033.76611328125,0.7476874589920044,11058,-921.699462890625,0.0003,184.88245139000003,38.59,-0.25645506381988525,280,194,10957,56,,
2801.29345703125,0.7435457110404968,11234,-950.14892578125,0.0003,186.47773682000002,38.96,-0.008241437375545502,284,198,11133,56,,
4549.80322265625,0.751248300075531,11412,-971.9107666015625,0.0003,189.65348209999996,39.62,0.6262462735176086,288,203,11311,56,,
3269.31591796875,0.7646055221557617,11564,-963.3484497070312,0.0003,189.21268424000004,39.49,0.5578048229217529,292,207,11463,55,,
6502.9599609375,0.77840656042099,11704,-999.4938354492188,0.0003,185.33799418,38.69,-0.1700679063796997,296,210,11603,55,,
2726.98974609375,0.7972375154495239,11875,-1004.539794921875,0.0003,184.01123834,38.24,0.6518075466156006,300,213,11774,55,,
2739.83349609375,0.8135994076728821,12062,-1049.300537109375,0.0003,187.17330811999997,38.81,0.2430555820465088,304,216,11961,55,,
6707.3427734375,0.815065324306488,12320,-1039.8255615234375,0.0003,192.40275615,39.88,0.1979500651359558,308,221,12219,55,,
3383.806640625,0.8195754289627075,12491,-1079.1689453125,0.0003,193.68289292,40.2,-0.25916117429733276,312,224,12390,55,,
5202.60009765625,0.8306594491004944,12652,-1093.2191162109375,0.0003,193.30642838,40.13,-0.015515901148319244,316,226,12551,55,,
3800.00439453125,0.8282179236412048,12836,-1107.6240234375,0.0003,189.53716045000002,39.51,0.23757001757621765,320,229,12735,55,,
6101.25,0.8389877676963806,13027,-1135.0509033203125,0.0003,190.62223348000003,39.8,0.03386492282152176,324,233,12926,55,,
9036.15625,0.8472734689712524,13208,-1143.29345703125,0.0003,192.587341,40.21,0.0520084872841835,328,236,13107,55,,
4603.1474609375,0.8584609627723694,13361,-1154.3134765625,0.0003,191.7465723,40.11,0.1639024317264557,332,238,13260,55,,
4098.76953125,0.8585947751998901,13530,-1192.60498046875,0.0003,193.95399807,40.63,-0.049721602350473404,336,241,13429,56,,
3339.574951171875,0.8557625412940979,13739,-1199.18212890625,0.0003,198.46302637,41.55,-0.09442213177680969,340,244,13638,56,,
12545.482421875,0.8728452920913696,13950,-1214.0987548828125,0.0003,202.96185612999994,42.39,-0.11029810458421707,344,248,13849,56,,
5331.0029296875,0.8972440958023071,14159,-1243.03076171875,0.0003,208.03680328000002,43.37,-0.08154354244470596,348,251,14058,56,,
4807.9638671875,0.904612123966217,14421,-1254.3177490234375,0.0003,211.28651094000006,43.95,-0.015931958332657814,352,255,14320,56,,
7551.384765625,0.9148709177970886,14608,-1255.994384765625,0.0003,214.24542114,44.42,0.16150589287281036,356,258,14507,56,,
4637.724609375,0.9279908537864685,14782,-1278.02978515625,0.0003,213.25574765,44.16,0.024416539818048477,360,261,14681,56,,
4115.03125,0.9426320195198059,14944,-1296.2567138671875,0.0003,214.94782153000003,44.44,-0.08276668190956116,364,264,14843,56,,
7441.91796875,0.9454709887504578,15000,-1287.8994140625,0.0003,,,-0.01564062014222145,,,14899,,243.72955974712968,48.0
6828.29296875,0.9504194855690002,15125,-1297.4422607421875,0.0003,217.42083713,44.91,0.05062638595700264,368,270,15024,55,,
15545.2421875,0.974132239818573,15278,-1311.412841796875,0.0003,217.60801831,44.92,-0.0035407068207859993,372,272,15177,56,,
7195.138671875,0.9970306754112244,15414,-1311.9931640625,0.0003,218.01679258999997,45.0,0.008896181359887123,376,274,15313,56,,
4832.82177734375,1.0173711776733398,15547,-1343.13623046875,0.0003,217.27916211999997,44.89,-0.004731463268399239,380,276,15446,56,,
10931.458984375,1.0194332599639893,15653,-1323.22509765625,0.0003,214.02173411,44.19,-0.05421045795083046,384,278,15552,56,,
8796.744140625,1.0236144065856934,15774,-1350.3587646484375,0.0003,211.25919728,43.62,0.01836930587887764,388,280,15673,56,,
8185.275390625,1.0296027660369873,15896,-1369.954833984375,0.0003,209.77236846,43.32,-0.020590422675013542,392,281,15795,56,,
10255.87109375,1.040400743484497,16008,-1370.3681640625,0.0003,208.29580593999998,43.04,-0.03080928884446621,396,283,15907,56,,
7362.41064453125,1.0423082113265991,16114,-1389.381103515625,0.0003,204.80538693,42.39,0.011444246396422386,400,285,16013,56,,
12226.595703125,1.0300997495651245,16253,-1392.91650390625,0.0003,201.95137560999999,41.91,-0.03293023630976677,404,287,16152,56,,
5351.69140625,1.0404826402664185,16365,-1393.07763671875,0.0003,194.66086327999997,40.45,-0.048611100763082504,408,288,16264,56,,
16755.802734375,1.0312751531600952,16512,-1411.551513671875,0.0003,193.49509946,40.21,0.06255463510751724,412,290,16411,56,,
9243.072265625,1.0392402410507202,16655,-1418.685546875,0.0003,192.57074281,40.03,-0.0430365726351738,416,292,16554,56,,
13761.0048828125,1.0314898490905762,16809,-1441.6837158203125,0.0003,191.16474548999997,39.73,-0.022925855591893196,420,294,16708,57,,
3634.33056640625,1.0449151992797852,16942,-1432.2152099609375,0.0003,188.37534047999998,39.15,-0.03822781890630722,424,296,16841,57,,
5311.84033203125,1.051048994064331,17121,-1453.703125,0.0003,187.77962188,39.13,-0.056342713534832,428,299,17020,57,,
6085.845703125,1.0660514831542969,17339,-1478.41748046875,0.0003,190.82036315999997,39.78,0.05608603358268738,432,302,17238,57,,
9284.265625,1.05245041847229,17539,-1496.1795654296875,0.0003,192.76404361000002,40.09,0.06714223325252533,436,305,17438,57,,
8676.1337890625,1.0561045408248901,17705,-1495.642578125,0.0003,190.70554529000003,39.66,0.056288257241249084,440,307,17604,57,,
11439.5107421875,1.0707814693450928,17882,-1527.9931640625,0.0003,188.67633108999996,39.32,-0.05113014951348305,444,310,17781,57,,
13859.9931640625,1.0875575542449951,18113,-1547.652587890625,0.0003,189.37497213000003,39.54,-0.10433948040008545,448,313,18012,57,,
9264.9384765625,1.097496747970581,18382,-1526.016357421875,0.0003,189.68076111,39.61,-0.022494308650493622,452,317,18281,57,,
6516.1630859375,1.1082212924957275,18612,-1583.3751220703125,0.0003,191.72880037000002,40.04,-0.04214344173669815,456,320,18511,58,,
26698.912109375,1.125247836112976,18806,-1562.34716796875,0.0003,192.82787517999998,40.24,0.04736999422311783,460,323,18705,58,,
10613.830078125,1.1234089136123657,18978,-1601.1219482421875,0.0003,193.27097583,40.34,-0.04238861799240112,464,325,18877,58,,
14105.3671875,1.1379187107086182,19159,-1588.618408203125,0.0003,193.64623652000003,40.34,-0.1762571930885315,468,328,19058,58,,
7696.6787109375,1.1531658172607422,19314,-1636.40576171875,0.0003,194.1049367,40.36,0.04743948206305504,472,330,19213,58,,
26407.947265625,1.1690137386322021,19462,-1623.7640380859375,0.0003,195.14254762000004,40.48,-0.042457036674022675,476,331,19361,58,,
6317.685546875,1.1732749938964844,19552,-1657.495849609375,0.0003,193.49588078000005,40.05,0.13285869359970093,480,333,19451,58,,
11979.412109375,1.1618026494979858,19671,-1658.1251220703125,0.0003,194.49987431000002,40.18,0.00493207760155201,484,334,19570,58,,
14253.4541015625,1.1713722944259644,19754,-1672.076171875,0.0003,192.90891491,39.8,0.04393674060702324,488,336,19653,58,,
39817.8671875,1.1668533086776733,19849,-1651.7142333984375,0.0003,192.01718275,39.53,-0.06792011857032776,492,337,19748,58,,
7071.064453125,1.1805880069732666,19959,-1690.561767578125,0.0003,192.29549525,39.51,0.056009441614151,496,338,19858,58,,
10179.509765625,1.175527811050415,20000,-1694.364501953125,0.0003,,,0.17931239306926727,,,19899,,175.64956196546555,34.85
6506.130859375,1.1906225681304932,20103,-1693.0372314453125,0.0003,194.68566938,39.89,-0.08235438168048859,500,342,20002,58,,
16736.8984375,1.212356448173523,20214,-1712.428466796875,0.0003,193.98859765,39.61,-0.12253179401159286,504,344,20113,58,,
8362.083984375,1.2307270765304565,20330,-1732.6483154296875,0.0003,194.63407921000007,39.65,-0.038103118538856506,508,346,20229,58,,
25242.8984375,1.2476649284362793,20431,-1738.879638671875,0.0003,192.84742237999998,39.19,0.06526609510183334,512,347,20330,58,,
12950.388671875,1.2458412647247314,20558,-1745.530517578125,0.0003,192.64801274,39.03,-0.30754315853118896,516,349,20457,58,,
17649.892578125,1.2502657175064087,20692,-1762.031005859375,0.0003,191.99171707000002,38.83,-0.348766028881073,520,351,20591,58,,
22286.14453125,1.2461248636245728,20802,-1779.4049072265625,0.0003,191.36183745000002,38.6,-0.4269486665725708,524,352,20701,58,,
8710.201171875,1.2796385288238525,20940,-1779.32470703125,0.0003,189.84332241999996,38.19,-0.6502526998519897,528,354,20839,58,,
41106.80078125,1.2910425662994385,21070,-1800.4034423828125,0.0003,185.7654916,37.31,-0.2501319944858551,532,356,20969,59,,
7382.8583984375,1.267940640449524,21202,-1806.05126953125,0.0003,182.50794298,36.63,0.38056614995002747,536,358,21101,59,,
17753.640625,1.2526485919952393,21306,-1835.894775390625,0.0003,179.36212869,36.01,0.3195336163043976,540,360,21205,59,,
11344.2216796875,1.232382893562317,21425,-1809.818115234375,0.0003,176.56251993,35.43,-0.14331072568893433,544,361,21324,59,,
19802.30859375,1.2307063341140747,21541,-1840.530517578125,0.0003,171.11780196000004,34.28,0.12976843118667603,548,363,21440,59,,
9094.9375,1.2108776569366455,21658,-1857.2664794921875,0.0003,163.54723284999997,32.76,0.43282777070999146,552,365,21557,59,,
28612.583984375,1.2183045148849487,21829,-1836.8438720703125,0.0003,160.32744222,32.17,-0.09853187948465347,556,367,21728,59,,
9193.96875,1.2530640363693237,22029,-1858.644775390625,0.0003,160.16576482,32.23,0.10396865010261536,560,370,21928,59,,
11766.509765625,1.243949294090271,22168,-1883.5966796875,0.0003,158.47325174,31.9,0.16124989092350006,564,372,22067,59,,
12084.7353515625,1.2415677309036255,22307,-1873.623046875,0.0003,156.3480199,31.48,0.0806327611207962,568,374,22206,59,,
16726.73828125,1.2563230991363525,22490,-1909.584716796875,0.0003,157.70956045,31.76,0.11312564462423325,572,377,22389,59,,
7696.0751953125,1.2688881158828735,22683,-1943.455078125,0.0003,160.09595371,32.21,0.41142717003822327,576,379,22582,59,,
8757.5029296875,1.2936240434646606,22905,-1933.705078125,0.0003,166.83579785999999,33.53,0.18624265491962433,580,383,22804,59,,
17081.5859375,1.2962596416473389,23091,-1923.97607421875,0.0003,169.97369876000002,34.2,-0.6415665149688721,584,385,22990,59,,
63262.6796875,1.3119394779205322,23306,-1953.7744140625,0.0003,176.36676754,35.52,-0.42529672384262085,588,388,23205,59,,
22956.8046875,1.3346205949783325,23506,-1981.27587890625,0.0003,181.36859614999997,36.57,-0.06671181321144104,592,391,23405,60,,
24651.052734375,1.3311997652053833,23717,-2015.68115234375,0.0003,186.05473943,37.58,-0.26687368750572205,596,394,23616,60,,
29132.453125,1.3178919553756714,23900,-2027.687744140625,0.0003,187.25007841000007,37.97,-0.38672906160354614,600,397,23799,60,,
9737.7685546875,1.3119875192642212,24047,-2016.221435546875,0.0003,188.48238655000006,38.33,-0.031488366425037384,604,399,23946,60,,
33394.8984375,1.2997688055038452,24193,-2026.43798828125,0.0003,189.50647800000002,38.63,0.13068906962871552,608,401,24092,60,,
29191.37109375,1.2994285821914673,24327,-2046.668212890625,0.0003,191.00740791999996,38.96,0.42040789127349854,612,404,24226,60,,
10285.58984375,1.2812867164611816,24497,-2065.072509765625,0.0003,192.92801779,39.39,0.06538952887058258,616,406,24396,60,,
21007.39453125,1.279189944267273,24711,-2060.748046875,0.0003,196.95629405,40.19,0.08788876980543137,620,409,24610,60,,
6566.07958984375,1.291317105293274,24919,-2097.58447265625,0.0003,201.81083669000003,41.17,0.3885887563228607,624,412,24818,60,,
