time/time_elapsed,train/actor_loss,rollout/ep_len_mean,train/n_updates,train/critic_loss,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/fps,train/learning_rate,eval/mean_reward,eval/mean_ep_length
,20.654548721313475,,91850,0.054485482797026634,92000,,,,0.001,-5.538731431984343,50.0
555,,50.0,,,92000,1840,-5.339166990000001,165,,,
556,20.67499626159668,50.0,92050,0.052454404160380365,92200,1844,-5.28646068,165,0.001,,
557,20.685538482666015,50.0,92250,0.057100813314318655,92400,1848,-5.211697399999999,165,0.001,,
558,20.715692443847658,50.0,92450,0.05003011219203472,92600,1852,-5.177219759999999,165,0.001,,
559,20.700390701293944,50.0,92650,0.046793242506682875,92800,1856,-5.16286335,165,0.001,,
,20.73967559814453,,92850,0.04235265664756298,93000,,,,0.001,-5.789609557832591,50.0
560,,50.0,,,93000,1860,-5.16645438,165,,,
562,20.76226623535156,50.0,93050,0.05228061776608229,93200,1864,-5.214579060000001,165,0.001,,
563,20.730872802734375,50.0,93250,0.0691303151100874,93400,1868,-5.15974732,165,0.001,,
564,20.71883445739746,50.0,93450,0.046009643822908404,93600,1872,-5.048651769999999,165,0.001,,
565,20.61317237854004,50.0,93650,0.06388977147638798,93800,1876,-5.00396691,165,0.001,,
,20.723023986816408,,93850,0.047449565194547176,94000,,,,0.001,-5.773332895897329,50.0
566,,50.0,,,94000,1880,-4.9855573699999995,165,,,
567,20.78507141113281,50.0,94050,0.05269491977989674,94200,1884,-4.9679965,165,0.001,,
568,20.804711151123048,50.0,94250,0.05964747212827206,94400,1888,-5.053116559999999,165,0.001,,
569,20.748477859497072,50.0,94450,0.048668307960033415,94600,1892,-4.98198079,165,0.001,,
570,20.804384994506837,50.0,94650,0.04694438014179468,94800,1896,-4.9097602899999995,166,0.001,,
,20.718195037841795,,94850,0.05129888452589512,95000,,,,0.001,-5.826037074159831,50.0
572,,50.0,,,95000,1900,-4.9017024199999994,165,,,
573,20.73395393371582,50.0,95050,0.051411832123994826,95200,1904,-4.92362145,165,0.001,,
574,20.76579315185547,50.0,95250,0.04952492341399193,95400,1908,-4.9149080199999995,165,0.001,,
576,20.722973251342772,50.0,95450,0.0558441274613142,95600,1912,-4.9371351699999995,165,0.001,,
577,20.727447052001953,50.0,95650,0.0489319184422493,95800,1916,-4.88360163,165,0.001,,
,20.741039428710938,,95850,0.058949178755283355,96000,,,,0.001,-5.343133145244792,50.0
578,,50.0,,,96000,1920,-4.85843729,165,,,
579,20.70400924682617,50.0,96050,0.07337098814547062,96200,1924,-4.81602678,165,0.001,,
580,20.780430450439454,50.0,96250,0.05137373141944408,96400,1928,-4.93361507,165,0.001,,
582,20.726365127563476,50.0,96450,0.05035670544952154,96600,1932,-4.87038412,165,0.001,,
583,20.767571182250975,50.0,96650,0.05129308581352234,96800,1936,-4.9578774,166,0.001,,
,20.86582077026367,,96850,0.059959944412112234,97000,,,,0.001,-5.568491183314473,50.0
584,,50.0,,,97000,1940,-4.939114719999999,165,,,
585,20.825018463134764,50.0,97050,0.04836536664515734,97200,1944,-4.97339424,165,0.001,,
586,20.794844818115234,50.0,97250,0.05146573543548584,97400,1948,-5.01605901,165,0.001,,
588,20.803810424804688,50.0,97450,0.05029146909713745,97600,1952,-5.033616950000001,165,0.001,,
589,20.82332130432129,50.0,97650,0.05388445783406496,97800,1956,-5.10279041,165,0.001,,
,20.782298812866213,,97850,0.05258947156369686,98000,,,,0.001,-5.718260577111505,50.0
590,,50.0,,,98000,1960,-5.1034635900000005,165,,,
591,20.692666549682617,50.0,98050,0.048865134231746196,98200,1964,-5.02203493,165,0.001,,
592,20.837484893798827,50.0,98250,0.05290395617485046,98400,1968,-5.00486354,166,0.001,,
593,20.80197822570801,50.0,98450,0.05297740869224071,98600,1972,-5.03280341,166,0.001,,
594,20.858353042602538,50.0,98650,0.05873842559754849,98800,1976,-5.09415636,166,0.001,,
,20.82399238586426,,98850,0.04936624273657799,99000,,,,0.001,-5.600985960708931,50.0
596,,50.0,,,99000,1980,-5.183184160000001,166,,,
597,20.833678665161134,50.0,99050,0.06157997094094753,99200,1984,-5.243564369999999,166,0.001,,
598,20.833672409057616,50.0,99250,0.057738096937537196,99400,1988,-5.21848347,166,0.001,,
599,20.84986946105957,50.0,99450,0.06368818312883377,99600,1992,-5.249799050000002,166,0.001,,
600,20.78714660644531,50.0,99650,0.047928298860788345,99800,1996,-5.289066409999999,166,0.001,,
,20.86660057067871,,99850,0.04958478063344955,100000,,,,0.001,-5.73195269764401,50.0
602,,50.0,,,100000,2000,-5.241500159999999,166,,,
603,20.837838821411133,50.0,100050,0.05944543227553368,100200,2004,-5.226524350000001,166,0.001,,
604,20.892623443603515,50.0,100250,0.04932187933474779,100400,2008,-5.17496491,166,0.001,,
605,20.862755279541016,50.0,100450,0.05088996559381485,100600,2012,-5.19087491,166,0.001,,
606,20.892108917236328,50.0,100650,0.04963299915194511,100800,2016,-5.20305248,166,0.001,,
,20.80178436279297,,100850,0.06064101591706276,101000,,,,0.001,-5.6099063124973325,50.0
607,,50.0,,,101000,2020,-5.1815663700000005,166,,,
608,20.96372871398926,50.0,101050,0.05295644976198673,101200,2024,-5.220075810000001,166,0.001,,
609,20.878363647460937,50.0,101250,0.05361646674573421,101400,2028,-5.177450620000001,166,0.001,,
610,20.867950134277343,50.0,101450,0.04999639891088009,101600,2032,-5.224146310000001,166,0.001,,
612,20.88372528076172,50.0,101650,0.05119529407471418,101800,2036,-5.177696,166,0.001,,
,20.93041130065918,,101850,0.06066059164702892,102000,,,,0.001,-5.811280975770205,50.0
613,,50.0,,,102000,2040,-5.211239760000001,166,,,
614,20.88407096862793,50.0,102050,0.056021208614110946,102200,2044,-5.210699259999999,166,0.001,,
616,20.892524490356447,50.0,102250,0.053193050548434255,102400,2048,-5.228117309999999,166,0.001,,
617,20.893972320556642,50.0,102450,0.056705204322934154,102600,2052,-5.250574220000001,166,0.001,,
618,20.942729568481447,50.0,102650,0.04959791921079159,102800,2056,-5.211691890000001,166,0.001,,
,20.95004997253418,,102850,0.04695437654852867,103000,,,,0.001,-5.6320998090784995,50.0
619,,50.0,,,103000,2060,-5.259435390000001,166,,,
621,20.89580146789551,50.0,103050,0.052480191737413404,103200,2064,-5.268611410000001,166,0.001,,
622,20.925348052978517,50.0,103250,0.05326166741549969,103400,2068,-5.2462993199999985,166,0.001,,
623,20.94194564819336,50.0,103450,0.06495768725872039,103600,2072,-5.3507030900000006,166,0.001,,
624,20.985505981445314,50.0,103650,0.05097655642777681,103800,2076,-5.458962329999999,166,0.001,,
,20.86344383239746,,103850,0.05274048559367657,104000,,,,0.001,-5.598705905687529,50.0
625,,50.0,,,104000,2080,-5.3200072999999986,166,,,
626,20.929688491821288,50.0,104050,0.0505890142917633,104200,2084,-5.248637789999999,166,0.001,,
628,21.02104866027832,50.0,104250,0.06137013629078865,104400,2088,-5.263990409999999,166,0.001,,
629,20.950421295166016,50.0,104450,0.058473792076110837,104600,2092,-5.2686812199999995,166,0.001,,
630,20.960038528442382,50.0,104650,0.05056203909218311,104800,2096,-5.230826059999999,166,0.001,,
,20.92348419189453,,104850,0.04761886730790138,105000,,,,0.001,-5.846675829589367,50.0
631,,50.0,,,105000,2100,-5.26559433,166,,,
632,21.018425750732423,50.0,105050,0.046443083807826045,105200,2104,-5.27311777,166,0.001,,
634,20.988719940185547,50.0,105250,0.0504197009280324,105400,2108,-5.265850390000001,166,0.001,,
635,21.034597091674804,50.0,105450,0.053068749010562896,105600,2112,-5.19904389,166,0.001,,
636,21.002106323242188,50.0,105650,0.06296523675322532,105800,2116,-5.224585490000001,166,0.001,,
,20.994617767333985,,105850,0.08344737082719803,106000,,,,0.001,-5.856940343696624,50.0
637,,50.0,,,106000,2120,-5.29151342,166,,,
638,20.958220138549805,50.0,106050,0.05419613942503929,106200,2124,-5.262394670000001,166,0.001,,
640,21.00464874267578,50.0,106250,0.05644343912601471,106400,2128,-5.25554994,166,0.001,,
641,20.92633041381836,50.0,106450,0.0533762938529253,106600,2132,-5.3237866799999995,166,0.001,,
642,20.924239883422853,50.0,106650,0.058659016937017444,106800,2136,-5.30206864,166,0.001,,
,20.98950454711914,,106850,0.04931973554193973,107000,,,,0.001,-5.601299387286417,50.0
643,,50.0,,,107000,2140,-5.31013441,166,,,
644,21.07259132385254,50.0,107050,0.0509952275454998,107200,2144,-5.35348982,166,0.001,,
645,21.019429779052736,50.0,107250,0.062183887362480164,107400,2148,-5.3577929,166,0.001,,
646,21.0058309173584,50.0,107450,0.05203460432589054,107600,2152,-5.3473386,166,0.001,,
647,21.022803955078125,50.0,107650,0.05275245614349842,107800,2156,-5.37172385,166,0.001,,
,20.999578552246092,,107850,0.05105680428445339,108000,,,,0.001,-5.854910475597717,50.0
649,,50.0,,,108000,2160,-5.287733880000001,166,,,
650,21.071951065063477,50.0,108050,0.0653749481588602,108200,2164,-5.282760820000001,166,0.001,,
651,21.047448348999023,50.0,108250,0.06356953404843807,108400,2168,-5.30230318,166,0.001,,
653,20.9958984375,50.0,108450,0.05355095718055963,108600,2172,-5.189747719999999,166,0.001,,
654,21.051151123046875,50.0,108650,0.05095440231263638,108800,2176,-5.1401176,166,0.001,,
,21.08276824951172,,108850,0.05268827222287655,109000,,,,0.001,-5.459562546235975,50.0
655,,50.0,,,109000,2180,-5.23890868,166,,,
657,20.971901092529297,50.0,109050,0.05110769271850586,109200,2184,-5.224212240000001,166,0.001,,
658,21.035419845581053,50.0,109250,0.054265945628285406,109400,2188,-5.2226491699999995,166,0.001,,
659,21.127941513061522,50.0,109450,0.05652655936777592,109600,2192,-5.25612376,166,0.001,,
660,21.038398666381838,50.0,109650,0.055399876683950425,109800,2196,-5.34533941,166,0.001,,
,20.97190933227539,,109850,0.04961267486214638,110000,,,,0.001,-5.600130003882805,50.0
662,,50.0,,,110000,2200,-5.32927393,166,,,
663,21.033184967041016,50.0,110050,0.05146374419331551,110200,2204,-5.3530783500000005,166,0.001,,
664,21.102282791137696,50.0,110250,0.061489969603717325,110400,2208,-5.337904570000001,166,0.001,,
665,21.14378646850586,50.0,110450,0.05366466112434864,110600,2212,-5.389705919999999,166,0.001,,
666,21.07832305908203,50.0,110650,0.050481306910514834,110800,2216,-5.45081406,166,0.001,,
,21.121759643554686,,110850,0.049026573896408084,111000,,,,0.001,-6.182311253831722,50.0
668,,50.0,,,111000,2220,-5.37302994,166,,,
669,21.02594497680664,50.0,111050,0.059998931400477885,111200,2224,-5.412356000000001,166,0.001,,
670,21.08172966003418,50.0,111250,0.0538262278214097,111400,2228,-5.38670935,166,0.001,,
671,21.023173599243165,50.0,111450,0.05512290425598621,111600,2232,-5.33385732,166,0.001,,
672,21.053993225097656,50.0,111650,0.0540721645206213,111800,2236,-5.3404444699999996,166,0.001,,
,21.117719497680664,,111850,0.09541046753525734,112000,,,,0.001,-5.640366101358086,50.0
674,,50.0,,,112000,2240,-5.285499229999999,166,,,
675,21.077085189819336,50.0,112050,0.0611910817027092,112200,2244,-5.28834093,166,0.001,,
676,21.022104873657227,50.0,112250,0.06476389400660992,112400,2248,-5.27260536,166,0.001,,
677,21.11133071899414,50.0,112450,0.05213013283908367,112600,2252,-5.262752600000002,166,0.001,,
678,21.031536865234376,50.0,112650,0.055659689232707026,112800,2256,-5.2355703700000005,166,0.001,,
,21.047008666992188,,112850,0.04687072414904833,113000,,,,0.001,-5.693028741399758,50.0
680,,50.0,,,113000,2260,-5.304209009999999,166,,,
681,21.036533737182616,50.0,113050,0.052477129325270655,113200,2264,-5.2751938,166,0.001,,
682,21.170536193847656,50.0,113250,0.061785123199224475,113400,2268,-5.339554870000001,166,0.001,,
683,21.04144920349121,50.0,113450,0.05415244579315186,113600,2272,-5.316908210000001,166,0.001,,
684,21.129218063354493,50.0,113650,0.05588654920458794,113800,2276,-5.2837987,166,0.001,,
,21.071399154663087,,113850,0.058638983517885206,114000,,,,0.001,-5.810627020010725,50.0
685,,50.0,,,114000,2280,-5.21866491,166,,,
686,21.019210739135744,50.0,114050,0.057528669834136965,114200,2284,-5.2167302200000005,166,0.001,,
687,21.081542510986328,50.0,114250,0.06110087752342224,114400,2288,-5.232332530000001,166,0.001,,
688,21.091298828125,50.0,114450,0.06203532263636589,114600,2292,-5.16845913,166,0.001,,
689,21.031348724365234,50.0,114650,0.05103419676423073,114800,2296,-5.119545769999999,166,0.001,,
,21.085326156616212,,114850,0.058345410376787185,115000,,,,0.001,-5.817939865152584,50.0
691,,50.0,,,115000,2300,-5.134099160000001,166,,,
692,21.057593688964843,50.0,115050,0.0536450133472681,115200,2304,-5.081408199999999,166,0.001,,
693,21.088113555908205,50.0,115250,0.05937445968389511,115400,2308,-5.13283452,166,0.001,,
694,21.105045471191406,50.0,115450,0.07253573156893253,115600,2312,-5.14582424,166,0.001,,
696,21.08790725708008,50.0,115650,0.05750764563679695,115800,2316,-5.03583042,166,0.001,,
,21.076898193359376,,115850,0.053734979555010796,116000,,,,0.001,-5.904191990452818,50.0
697,,50.0,,,116000,2320,-5.09137439,166,,,
698,21.06172424316406,50.0,116050,0.056209514066576954,116200,2324,-5.0243600200000005,166,0.001,,
699,20.994569396972658,50.0,116250,0.061322224140167234,116400,2328,-5.0437536000000005,166,0.001,,
700,21.0018603515625,50.0,116450,0.0671874801069498,116600,2332,-5.00965493,166,0.001,,
701,21.08316421508789,50.0,116650,0.06142959527671337,116800,2336,-4.99604217,166,0.001,,
,21.076546630859376,,116850,0.05787788785994053,117000,,,,0.001,-5.715961323073134,50.0
703,,50.0,,,117000,2340,-5.038574420000001,166,,,
704,21.11195037841797,50.0,117050,0.05955303966999054,117200,2344,-5.058147760000001,166,0.001,,
705,21.043106384277344,50.0,117250,0.050231764167547224,117400,2348,-5.11147636,166,0.001,,
706,21.11015953063965,50.0,117450,0.06523538477718831,117600,2352,-5.1502785,166,0.001,,
707,21.13019744873047,50.0,117650,0.06089397810399532,117800,2356,-5.152124260000001,166,0.001,,
,21.083194427490234,,117850,0.054579853862524036,118000,,,,0.001,-5.797983874566853,50.0
709,,50.0,,,118000,2360,-5.093331869999999,166,,,
710,21.125390701293945,50.0,118050,0.07112336605787277,118200,2364,-5.102254770000001,166,0.001,,
711,21.118183517456053,50.0,118250,0.060598298832774164,118400,2368,-5.06664578,166,0.001,,
712,21.041511001586915,50.0,118450,0.051900598742067816,118600,2372,-5.11542091,166,0.001,,
713,21.06306411743164,50.0,118650,0.05924722336232662,118800,2376,-5.13568368,166,0.001,,
,21.15449363708496,,118850,0.05974178530275822,119000,,,,0.001,-5.776563111366704,50.0
715,,50.0,,,119000,2380,-5.25355582,166,,,
716,21.01334312438965,50.0,119050,0.06531268954277039,119200,2384,-5.232333769999999,166,0.001,,
717,21.133632354736328,50.0,119250,0.06366994887590409,119400,2388,-5.2382487100000015,166,0.001,,
718,21.077788467407228,50.0,119450,0.05656819552183151,119600,2392,-5.302635479999999,166,0.001,,
719,21.070557632446288,50.0,119650,0.05520573705434799,119800,2396,-5.33954124,166,0.001,,
,21.086701278686522,,119850,0.05950991131365299,120000,,,,0.001,-6.008164476533421,50.0
721,,50.0,,,120000,2400,-5.2706987199999995,166,,,
722,21.044795150756837,50.0,120050,0.05812793180346489,120200,2404,-5.30055626,166,0.001,,
723,21.093426513671876,50.0,120250,0.05731997929513454,120400,2408,-5.374113009999999,166,0.001,,
724,21.136737823486328,50.0,120450,0.05174678325653076,120600,2412,-5.316783510000001,166,0.001,,
726,21.135438003540038,50.0,120650,0.06751486867666244,120800,2416,-5.342303910000001,166,0.001,,
,21.126867904663087,,120850,0.05883151121437549,121000,,,,0.001,-5.93565758401528,50.0
727,,50.0,,,121000,2420,-5.35482707,166,,,
728,21.08649185180664,50.0,121050,0.05928651951253414,121200,2424,-5.431368330000001,166,0.001,,
729,21.133391189575196,50.0,121250,0.06290426649153233,121400,2428,-5.3866058699999995,166,0.001,,
731,21.003762969970705,50.0,121450,0.05915393657982349,121600,2432,-5.458726459999999,166,0.001,,
732,21.085074462890624,50.0,121650,0.06612199261784553,121800,2436,-5.50435959,166,0.001,,
,21.067197952270508,,121850,0.05996129304170608,122000,,,,0.001,-5.799377215933054,50.0
734,,50.0,,,122000,2440,-5.495670959999999,166,,,
735,21.121393737792967,50.0,122050,0.05981936201453209,122200,2444,-5.4541653199999995,166,0.001,,
736,21.105262451171875,50.0,122250,0.05518554635345936,122400,2448,-5.383852100000001,166,0.001,,
737,21.147750701904297,50.0,122450,0.09965686164796353,122600,2452,-5.406750129999998,166,0.001,,
738,21.128128967285157,50.0,122650,0.0675385582447052,122800,2456,-5.49186962,166,0.001,,
,21.026289978027343,,122850,0.05683860994875431,123000,,,,0.001,-5.885891723376699,50.0
740,,50.0,,,123000,2460,-5.570709559999999,166,,,
741,21.063740158081053,50.0,123050,0.06170881673693657,123200,2464,-5.61548133,166,0.001,,
742,21.029163513183594,50.0,123250,0.0672069238871336,123400,2468,-5.658489060000001,166,0.001,,
743,21.086848526000978,50.0,123450,0.05606606490910053,123600,2472,-5.661199239999999,166,0.001,,
745,21.106362380981444,50.0,123650,0.05918167032301426,123800,2476,-5.574802870000001,166,0.001,,
,21.104119873046876,,123850,0.061310499012470245,124000,,,,0.001,-5.839369020378217,50.0
746,,50.0,,,124000,2480,-5.5001310100000005,166,,,
747,21.028992614746095,50.0,124050,0.058248090036213396,124200,2484,-5.56351002,166,0.001,,
748,21.072491455078126,50.0,124250,0.06310879111289978,124400,2488,-5.52400959,166,0.001,,
749,21.04410575866699,50.0,124450,0.05519966475665569,124600,2492,-5.5063201799999995,166,0.001,,
751,21.080965881347655,50.0,124650,0.05240698501467705,124800,2496,-5.470658299999999,166,0.001,,
,21.14076889038086,,124850,0.05321466967463493,125000,,,,0.001,-5.8631387505913155,50.0
752,,50.0,,,125000,2500,-5.55604873,166,,,
753,21.038555908203126,50.0,125050,0.04998150907456875,125200,2504,-5.4997097,166,0.001,,
754,21.106811904907225,50.0,125250,0.05654946655035019,125400,2508,-5.380098970000001,166,0.001,,
755,21.04485336303711,50.0,125450,0.0560619593039155,125600,2512,-5.39081766,166,0.001,,
756,21.04430076599121,50.0,125650,0.059520143792033194,125800,2516,-5.409823519999998,166,0.001,,
,21.071215133666993,,125850,0.050840385034680365,126000,,,,0.001,-5.799930718773976,50.0
758,,50.0,,,126000,2520,-5.444363339999999,166,,,
759,21.066948699951173,50.0,126050,0.05115614049136639,126200,2524,-5.386854299999999,166,0.001,,
760,21.112346420288088,50.0,126250,0.05680493697524071,126400,2528,-5.446757680000001,166,0.001,,
761,21.054700927734373,50.0,126450,0.06063039854168892,126600,2532,-5.4403363900000015,166,0.001,,
763,21.044070587158203,50.0,126650,0.05274679161608219,126800,2536,-5.393396320000002,166,0.001,,
,21.075668716430663,,126850,0.059771397039294245,127000,,,,0.001,-5.798873819573783,50.0
764,,50.0,,,127000,2540,-5.45493235,166,,,
765,21.04143928527832,50.0,127050,0.05311298809945583,127200,2544,-5.491398780000001,166,0.001,,
766,21.0113720703125,50.0,127250,0.06891656436026096,127400,2548,-5.478609179999999,166,0.001,,
767,21.051956939697266,50.0,127450,0.056082776933908465,127600,2552,-5.39397603,166,0.001,,
769,21.013467864990233,50.0,127650,0.06130391120910644,127800,2556,-5.22410525,166,0.001,,
,21.019396591186524,,127850,0.06252190046012401,128000,,,,0.001,-5.998012596787885,50.0
770,,50.0,,,128000,2560,-5.09142552,166,,,
771,21.074967346191407,50.0,128050,0.05196531847119332,128200,2564,-5.081999440000001,166,0.001,,
773,21.092557220458986,50.0,128250,0.04982774302363396,128400,2568,-5.066477080000001,166,0.001,,
774,21.033847198486328,50.0,128450,0.04974842801690102,128600,2572,-5.1785320100000005,166,0.001,,
775,21.083776473999023,50.0,128650,0.05492378786206245,128800,2576,-5.208425300000001,166,0.001,,
,21.02089775085449,,128850,0.07015380404889583,129000,,,,0.001,-5.761779220821336,50.0
777,,50.0,,,129000,2580,-5.27273889,166,,,
778,21.046422119140626,50.0,129050,0.05035092949867249,129200,2584,-5.21509085,165,0.001,,
779,20.996242065429687,50.0,129250,0.05194642074406147,129400,2588,-5.229414069999999,166,0.001,,
780,21.032730484008788,50.0,129450,0.049436987042427064,129600,2592,-5.17656343,166,0.001,,
781,21.060971450805663,50.0,129650,0.056880696043372155,129800,2596,-5.2451722499999995,166,0.001,,
,21.097954711914063,,129850,0.0515633836388588,130000,,,,0.001,-5.761163343535737,50.0
783,,50.0,,,130000,2600,-5.2785874,165,,,
784,21.02723960876465,50.0,130050,0.05142508491873741,130200,2604,-5.360728760000001,165,0.001,,
785,20.99053337097168,50.0,130250,0.056320178657770156,130400,2608,-5.45809009,165,0.001,,
786,20.968404083251954,50.0,130450,0.06011431567370892,130600,2612,-5.495622330000001,165,0.001,,
788,21.071715545654296,50.0,130650,0.052932714968919756,130800,2616,-5.50456536,165,0.001,,
,21.068722610473632,,130850,0.050724657475948336,131000,,,,0.001,-5.614381920266896,50.0
789,,50.0,,,131000,2620,-5.475888659999998,165,,,
790,21.012590103149414,50.0,131050,0.05474285334348679,131200,2624,-5.502666769999999,165,0.001,,
791,21.04657989501953,50.0,131250,0.07201444737613201,131400,2628,-5.491122320000001,166,0.001,,
792,21.000606384277344,50.0,131450,0.052427534982562064,131600,2632,-5.43522956,166,0.001,,
793,21.041019897460938,50.0,131650,0.05335315153002739,131800,2636,-5.429261090000001,166,0.001,,
,21.019893188476562,,131850,0.05432284772396088,132000,,,,0.001,-5.636182824987918,50.0
794,,50.0,,,132000,2640,-5.371376649999999,166,,,
795,21.0358292388916,50.0,132050,0.056245137825608256,132200,2644,-5.32884114,166,0.001,,
796,20.963934936523437,50.0,132250,0.05389838717877865,132400,2648,-5.302131919999999,166,0.001,,
798,21.079120101928712,50.0,132450,0.05874671682715416,132600,2652,-5.35347283,166,0.001,,
799,20.98204521179199,50.0,132650,0.05325252383947372,132800,2656,-5.36885996,166,0.001,,
,21.031789627075195,,132850,0.05155006475746632,133000,,,,0.001,-5.857368405279703,50.0
800,,50.0,,,133000,2660,-5.40237995,166,,,
801,21.0691813659668,50.0,133050,0.055877974554896355,133200,2664,-5.398049639999999,166,0.001,,
803,21.045140533447267,50.0,133250,0.0653074935823679,133400,2668,-5.38132195,166,0.001,,
804,21.007478637695314,50.0,133450,0.06372438587248325,133600,2672,-5.303893779999999,166,0.001,,
805,21.028965072631834,50.0,133650,0.05979622200131416,133800,2676,-5.30135632,166,0.001,,
,21.051677474975588,,133850,0.05954301118850708,134000,,,,0.001,-6.043556559784338,50.0
806,,50.0,,,134000,2680,-5.22659318,166,,,
807,21.066242446899412,50.0,134050,0.05630420126020908,134200,2684,-5.24657336,166,0.001,,
809,21.094877700805664,50.0,134250,0.05452251128852367,134400,2688,-5.28303173,166,0.001,,
810,21.025603103637696,50.0,134450,0.055027465000748635,134600,2692,-5.308508549999999,166,0.001,,
811,21.063857421875,50.0,134650,0.058791857361793515,134800,2696,-5.23505044,166,0.001,,
,21.047365341186524,,134850,0.07434250295162201,135000,,,,0.001,-6.018895039847121,50.0
813,,50.0,,,135000,2700,-5.18530773,166,,,
814,20.96411590576172,50.0,135050,0.059643600210547446,135200,2704,-5.24025292,166,0.001,,
815,21.122482833862303,50.0,135250,0.06295367807149888,135400,2708,-5.136005280000001,166,0.001,,
816,21.008593368530274,50.0,135450,0.05893579110503197,135600,2712,-5.16558978,166,0.001,,
817,21.067830123901366,50.0,135650,0.05390216998755932,135800,2716,-5.19315024,166,0.001,,
,21.062706069946287,,135850,0.057957401126623155,136000,,,,0.001,-5.56941129588522,50.0
819,,50.0,,,136000,2720,-5.15042719,166,,,
820,21.020795364379882,50.0,136050,0.05779889605939388,136200,2724,-5.14369017,166,0.001,,
821,20.993033676147462,50.0,136250,0.05642564244568348,136400,2728,-5.098388320000001,166,0.001,,
822,21.01925109863281,50.0,136450,0.06267205066978931,136600,2732,-5.06625781,166,0.001,,
823,20.989426345825194,50.0,136650,0.0606082583218813,136800,2736,-5.086834339999999,166,0.001,,
,21.047355117797853,,136850,0.05681972235441208,137000,,,,0.001,-5.819680185848847,50.0
825,,50.0,,,137000,2740,-5.04148895,166,,,
826,21.019982528686523,50.0,137050,0.05775441326200962,137200,2744,-5.03638459,166,0.001,,
827,21.006395263671877,50.0,137250,0.052893417999148366,137400,2748,-5.07996655,166,0.001,,
828,20.945483779907228,50.0,137450,0.058554508909583095,137600,2752,-5.1602099,166,0.001,,
829,21.032760543823244,50.0,137650,0.055412583574652674,137800,2756,-5.2655449,166,0.001,,
,21.05940170288086,,137850,0.05372659109532833,138000,,,,0.001,-6.026312072318978,50.0
831,,50.0,,,138000,2760,-5.31615038,166,,,
832,21.027248153686525,50.0,138050,0.050885787159204485,138200,2764,-5.2451333600000005,166,0.001,,
833,21.144322509765626,50.0,138250,0.057109695002436636,138400,2768,-5.2275738,166,0.001,,
834,21.079324111938476,50.0,138450,0.05526408091187477,138600,2772,-5.180657580000001,166,0.001,,
835,20.99042510986328,50.0,138650,0.05624454751610756,138800,2776,-5.180510030000001,166,0.001,,
,20.99749183654785,,138850,0.06584162741899491,139000,,,,0.001,-5.6370473569491875,50.0
837,,50.0,,,139000,2780,-5.17623885,166,,,
838,21.082505798339845,50.0,139050,0.06254015721380711,139200,2784,-5.18594421,166,0.001,,
839,21.096463241577148,50.0,139250,0.059088533744215965,139400,2788,-5.0952226199999995,166,0.001,,
840,21.038268051147462,50.0,139450,0.051741640381515026,139600,2792,-5.13465081,166,0.001,,
841,21.0789697265625,50.0,139650,0.06316252157092095,139800,2796,-5.177467330000001,166,0.001,,
,21.062295608520508,,139850,0.05708003900945187,140000,,,,0.001,-5.666375027270988,50.0
843,,50.0,,,140000,2800,-5.177427160000001,166,,,
844,21.010069885253905,50.0,140050,0.05956410281360149,140200,2804,-5.09199541,166,0.001,,
845,21.043825531005858,50.0,140250,0.06740176990628242,140400,2808,-5.152113400000001,166,0.001,,
846,21.08820686340332,50.0,140450,0.06066821433603763,140600,2812,-5.120150030000001,166,0.001,,
847,21.019771118164062,50.0,140650,0.08412341207265854,140800,2816,-5.0542711,166,0.001,,
,20.949160537719727,,140850,0.04640274416655302,141000,,,,0.001,-5.489041407313198,50.0
849,,50.0,,,141000,2820,-5.06616384,165,,,
850,21.040157012939453,50.0,141050,0.0513480181992054,141200,2824,-5.050909219999999,166,0.001,,
851,21.00127685546875,50.0,141250,0.05140970841050148,141400,2828,-5.0822859099999995,166,0.001,,
853,20.984830017089845,50.0,141450,0.055128215849399566,141600,2832,-5.117031750000001,165,0.001,,
854,21.001970138549805,50.0,141650,0.0532112318277359,141800,2836,-5.15754803,166,0.001,,
,21.04712158203125,,141850,0.05234985701739788,142000,,,,0.001,-5.804715841310099,50.0
855,,50.0,,,142000,2840,-5.252416440000001,165,,,
856,20.962371826171875,50.0,142050,0.04929654464125633,142200,2844,-5.30314374,166,0.001,,
857,21.03953559875488,50.0,142250,0.04917981252074242,142400,2848,-5.318003109999999,166,0.001,,
858,21.01156593322754,50.0,142450,0.05364863269031048,142600,2852,-5.255371809999999,166,0.001,,
859,21.040538177490234,50.0,142650,0.05126821905374527,142800,2856,-5.180717919999999,166,0.001,,
,20.969588928222656,,142850,0.053270368352532384,143000,,,,0.001,-5.851155855716206,50.0
860,,50.0,,,143000,2860,-5.10852056,166,,,
861,21.030604476928712,50.0,143050,0.05215062454342842,143200,2864,-5.20751575,166,0.001,,
862,21.048531265258788,50.0,143250,0.06337660409510136,143400,2868,-5.21826786,166,0.001,,
864,21.00340461730957,50.0,143450,0.05440906397998333,143600,2872,-5.2324701000000005,166,0.001,,
865,21.00151008605957,50.0,143650,0.05099825531244278,143800,2876,-5.219679299999999,166,0.001,,
,20.957649307250975,,143850,0.05161080554127693,144000,,,,0.001,-5.753979205637006,50.0
