train/critic_loss,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,time/episodes,train/n_updates,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,eval/mean_ep_length,eval/mean_reward
0.09809472936205565,3052,763.0,0.001,4,2000,-1148.0216272500002,275,11,-1.5614784764070064,,
0.315414234329015,5000,,0.001,,4000,,,,-6.504661591053009,1000.0,-2531.5224696040154
0.27928607738763095,7052,881.5,0.001,8,6000,-1976.506185625,180,39,-3.0862426491975783,,
0.8197463092704614,7174,597.8333333333334,0.001,12,7096,-1339.3807194166666,164,43,-1.2347533032298088,,
0.7451877870708704,9281,580.0625,0.001,16,8229,-1348.0422855625002,184,50,-2.82764778162539,,
1.3472277184327444,10000,,0.001,,9349,,,,-1.8141777068376541,132.6,-321.2679045315832
1.8508360925912857,11401,570.05,0.001,20,10349,-1275.6664529500001,182,62,-1.1801520236360374,,
1.4922104875246684,11699,487.4583333333333,0.001,24,11612,-1088.4962762083333,172,67,0.3182517036329955,,
1.492976032874801,11834,422.64285714285717,0.001,28,11766,-938.8155708928572,172,68,0.00991224649954926,,
1.5560021201769512,11911,372.21875,0.001,32,11844,-825.7792660625,172,69,0.8667243247230848,,
1.6374558806419373,12055,334.8611111111111,0.001,36,11989,-739.1069639444445,172,69,1.3867724200089773,,
1.8942444717288018,14098,352.45,0.001,40,13046,-692.0251446750001,185,75,2.1767291851304473,,
1.8741591597256595,15000,,0.001,,14653,,,,4.631109105216132,516.5,120.58343882564805
1.6845101516246797,15858,360.40909090909093,0.001,44,15653,-622.6467494090911,170,93,4.71629415678978,,
1.8758876023073905,17505,364.6875,0.001,48,17357,-573.5222324583334,172,101,6.319894728181664,,
2.0211279580990476,17852,343.3076923076923,0.001,52,17768,-529.115531076923,172,103,6.29020608663559,,
1.741016282081604,19317,344.94642857142856,0.001,56,18987,-492.2914843214286,176,109,7.07717459154129,,
1.9150456767872068,20000,,0.001,,19428,,,,7.032912283408932,360.8,107.34304543843318
1.8304413930177688,21559,359.31666666666666,0.001,60,21428,-455.46643224999997,173,124,6.701544338226318,,
1.7346857686837514,22120,345.625,0.001,64,21884,-426.090876015625,174,126,7.110848983128865,,
1.730024152331882,23473,345.19117647058823,0.001,68,23181,-398.50540486764703,176,133,6.773618433210585,,
1.991804346203804,25000,,0.001,,24421,,,,6.792548664093018,420.9,72.07522460535475
1.6557782879471779,26634,369.9166666666667,0.001,72,26421,-360.2061374722222,173,153,6.102212922096252,,
1.7910203729286667,29630,389.86842105263156,0.001,76,28578,-338.1797331710526,180,164,5.034122248326451,,
1.8278577179908753,30000,,0.001,,29578,,,,4.970219502449035,343.4,40.18158157549296
1.8237839449644089,32751,409.3875,0.001,80,32578,-304.9952073125,175,186,3.942825896024704,,
1.7318818380958156,35000,,0.001,,34756,,,,3.3186085018618354,972.1,323.1817563479541
,35808,426.2857142857143,,84,,-275.0448369642857,173,206,,,
1.6002744820810133,37884,430.5,0.001,88,36832,-257.5071274772727,174,216,2.545597016811371,,
1.6798487920169682,40000,,0.001,,39348,,,,1.746153613783477,441.9,240.00632384798374
1.8120782325267792,41400,450.0,0.001,92,40348,-229.10209455434781,173,238,1.5047985953018068,,
1.9013191546201706,43680,455.0,0.001,96,42628,-214.18400968749998,174,249,1.3541764337881468,,
1.699231154859066,45000,,0.001,,44628,,,,0.6023786083017476,743.4,556.3952283867308
1.8388657889307694,45676,456.76,0.001,100,45554,-196.37694072,169,269,0.16172051667463738,,
