train/critic_loss,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,time/episodes,train/n_updates,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,eval/mean_ep_length,eval/mean_reward
0.07155551596428268,3018,754.5,0.001,4,2000,-1279.88790075,269,11,-2.616392206788063,,
0.10494556722790002,5000,,0.001,,4000,,,,6.744048047542572,1000.0,-3004.6273542881013
0.26892935099452736,7018,877.25,0.001,8,6000,-2142.086934125,173,40,20.87160415649414,,
0.15633603103831412,10000,,0.001,,9000,,,,23.659011352539064,1000.0,-2639.607437634468
0.2041812365576625,11018,918.1666666666666,0.001,12,10000,-2381.3103363333335,159,69,28.331692302703857,,
0.41761767809093,15000,,0.001,,14000,,,,37.856017623901366,1000.0,-3003.9290829658507
,15018,938.625,,16,,-2465.7159085625,153,97,,,
0.34733757727220654,19018,950.9,0.001,20,18000,-2555.1479757499997,160,118,40.014856941223144,,
0.4541709570661187,20000,,0.001,,19000,,,,44.79292140960693,1000.0,-2978.2555512189865
0.7987742205411196,23018,959.0833333333334,0.001,24,22000,-2597.7688279999998,156,147,55.81986614227295,,
0.8650327147543431,25000,,0.001,,24000,,,,51.96341807556152,1000.0,-2504.590942083299
1.0616016973704099,27018,964.9285714285714,0.001,28,26000,-2592.530923607143,153,175,49.32119484710693,,
1.9697463465332985,28215,881.71875,0.001,32,28132,-2358.5764268437497,151,186,43.47818618011475,,
1.285972585511762,29460,818.3333333333334,0.001,36,29360,-2124.8269600277777,153,192,38.943793540777165,,
2.0583580317704575,29532,738.3,0.001,40,29502,-1916.1915628,152,193,38.8688071568807,,
3.913581763704618,29607,672.8863636363636,0.001,44,29570,-1746.5716960454542,153,193,39.45116678873698,,
2.4284723145621165,29674,618.2083333333334,0.001,48,29643,-1604.0763463958335,153,193,39.14433561052595,,
3.0068501949310305,29734,571.8076923076923,0.001,52,29699,-1483.1499920576923,153,194,38.33487091064453,,
1.8841358905746823,30000,,0.001,,29737,,,,38.632377243041994,122.8,-276.1905518942047
2.8015300098885882,30818,550.3214285714286,0.001,56,30784,-1419.5791320535714,153,200,36.47620423634847,,
2.4425716916720073,31169,519.4833333333333,0.001,60,30961,-1334.9573094166667,154,201,36.655813887312604,,
3.5390137250606832,31454,491.46875,0.001,64,31424,-1258.734206125,154,204,35.949321453387924,,
3.0642793588824087,32637,479.95588235294116,0.001,68,32550,-1206.2278787058822,155,209,34.76950200398763,,
2.821372330188751,33939,471.375,0.001,72,33654,-1143.0584661250002,157,215,33.80991999308268,,
2.519974708557129,35000,,0.001,,34946,,,,32.27941703796387,159.1,-1.9422702969517558
,35964,473.2105263157895,,76,,-1069.583276157895,160,224,,,
2.6314772328604823,37084,463.55,0.001,80,37057,-1014.5157707500002,158,234,31.02240106333857,,
2.749171757698059,37642,448.1190476190476,0.001,84,37355,-966.1973971309528,159,236,30.688292694091796,,
2.6073809681534765,39723,451.39772727272725,0.001,88,39686,-916.4858486931819,160,248,28.82554911804199,,
2.8784781506187036,40000,,0.001,,39705,,,,27.82233217027452,253.4,72.49074125818443
2.3395014305909476,41765,453.9673913043478,0.001,92,41717,-867.126372228261,160,260,26.071499506632488,,
2.3448012929031816,43905,457.34375,0.001,96,42887,-827.0068059895834,164,267,25.74778938293457,,
2.480873589395383,44177,441.77,0.001,100,44134,-794.0495108000001,161,272,24.883299818826377,,
2.739015884399414,45000,,0.001,,44159,,,,24.51084105173747,222.7,124.21779464189895
2.209330396519767,46283,432.65,0.001,104,45265,-730.29295561,164,281,23.734571668836807,,
2.6271817445755006,47402,403.84,0.001,108,47172,-608.5869506,163,290,22.37824509564568,,
2.934410027534731,47985,369.67,0.001,112,47637,-494.51949880999996,163,292,22.01271203276399,,
2.7025457080805078,48245,332.27,0.001,116,48124,-385.5946522,163,295,21.8928705851237,,
2.857596603989601,49608,305.9,0.001,120,49331,-263.17203281,164,301,21.111460357666015,,
3.059822044589303,50000,,0.001,,49612,,,,21.003803253173828,250.1,89.3297874639189
2.5723561038970946,51728,287.1,0.001,124,51612,-140.71593562,163,315,19.23119944381714,,
2.5515849561354447,54168,271.5,0.001,128,53150,-31.116857700000004,167,324,18.74744911866041,,
2.465221173674972,55000,,0.001,,54285,,,,17.85114248475032,150.1,65.68615929860388
2.452428670346737,56316,281.01,0.001,132,56285,10.551142700000007,165,340,17.05756530761719,,
2.6584488332271574,57377,279.17,0.001,136,56359,28.93649951000001,167,341,16.441786575317384,,
2.463762881620875,58651,291.19,0.001,140,57633,38.25531592000001,168,348,15.81466995095307,,
2.31920173194971,59790,301.83,0.001,144,59762,47.51585965,166,359,14.030942153930663,,
2.3855714208336285,60000,,0.001,,59865,,,,14.15837339732958,426.0,241.94100644423162
2.259796347796917,61902,322.28,0.001,148,61865,63.98003753000001,165,373,12.750359045028686,,
2.2029500143868583,64022,342.88,0.001,152,63004,76.78807734,168,380,11.429124695914131,,
2.059161055088043,65000,,0.001,,64014,,,,10.413190650939942,139.1,47.62917985044478
2.1125225373753556,66476,356.58,0.001,156,65458,114.89242494,168,394,10.055850149274946,,
2.02810623853103,67024,358.55,0.001,160,66772,121.64584438999998,167,400,9.239531206048053,,
2.0739401251662013,69109,376.55,0.001,164,68091,138.27068699,169,408,8.302302646636964,,
2.0765289375185967,70000,,0.001,,69091,,,,7.9027557392120364,656.8,363.72358610310476
1.9953754047552745,70652,380.15,0.001,168,70314,160.90730793999998,166,424,7.282861550649007,,
2.0344518237643774,70815,368.76,0.001,172,70730,163.99421934999998,166,426,6.728912934013035,,
2.1235067037975086,71950,359.86,0.001,176,71922,160.48934702,166,432,6.590471562217264,,
1.8499017512356792,74206,371.22,0.001,180,73959,171.14704854000004,167,442,5.504200880344097,,
1.997642695903778,75000,,0.001,,74241,,,,5.994566244237563,253.3,117.7333036645432
,75259,376.17,,184,,178.03546822999996,168,447,,,
2.226729917526245,76172,364.49,0.001,188,76010,177.14072304,167,455,5.436602783203125,,
1.9853604584932327,77802,360.37,0.001,192,77258,176.70185589000002,168,462,4.299825591199538,,
1.9008637498021126,80000,,0.001,,79784,,,,3.4022503091096876,691.6,412.4147909109946
1.9224900716543198,81802,378.97,0.001,196,80784,193.79162334000003,167,487,2.9703419820666315,,
1.705664417960427,82951,387.74,0.001,200,82914,201.50781298,166,497,2.1739220718542733,,
1.9019751519556867,84360,380.77,0.001,204,84247,196.49998888000002,167,504,1.685806361400085,,
1.884914123384576,85000,,0.001,,84342,,,,1.3586843193819125,573.6,374.44506910180206
1.7800383567810059,87127,397.25,0.001,208,86109,212.59166873,167,519,0.9265585697778478,,
1.7238883341059965,88266,402.81,0.001,212,87820,219.72061738,167,528,0.4888279653257794,,
1.7635881549715995,90000,,0.001,,89248,,,,0.049994924975093454,381.9,60.67596623210702
1.6979905738830567,92266,440.21,0.001,216,91248,225.64690766999996,167,549,-0.803882627605315,,
1.5275006393591564,92334,427.26,0.001,220,92304,219.72535641,166,554,-1.4916748603185017,,
1.6747116434574127,95000,,0.001,,94326,,,,-2.4170096217095853,767.3,409.1838528124208
,95344,436.16,,224,,229.20519551,166,572,,,
1.6975950372815132,98356,441.88,0.001,228,97338,241.95058789999996,167,588,-3.969803793668747,,
1.6754464337825774,100000,,0.001,,99338,,,,-4.8884606776237485,801.9,542.5910611377273
1.7082902377843856,102356,460.4,0.001,232,101338,258.43168169999996,166,615,-5.838303155422211,,
1.7537779302597045,105000,,0.001,,104338,,,,-7.151449177742005,516.7,196.31599562997
1.7006985666155816,106356,489.79,0.001,236,105338,275.16266007,166,640,-7.562356048583984,,
1.7865722948312759,110000,,0.001,,109338,,,,-9.49078741645813,801.9,532.2820901289731
,110356,517.05,,240,,293.45604771,165,667,,,
1.7679939662218094,112376,525.86,0.001,244,112348,300.56146934,164,681,-11.122716926574707,,
1.8370863914489746,114415,525.13,0.001,248,114368,298.66340327,165,692,-12.658624458312989,,
1.8493673821975445,115000,,0.001,,114397,,,,-12.646838051932198,703.1,434.84168669608187
2.1211514605416193,116433,524.11,0.001,252,115415,294.95800420999996,165,704,-13.199818134307861,,
1.8402627076421465,117523,510.47,0.001,256,117496,288.05218226,164,714,-13.696588298252651,,
1.8245884321928025,120000,,0.001,,119515,,,,-14.782173734664918,802.0,506.5597575241794
,120533,535.09,,260,,305.12790615,164,732,,,
1.8295360206365585,123541,544.32,0.001,264,122523,312.55436571,165,747,-16.227393991470336,,
1.8670686384439468,125000,,0.001,,124523,,,,-16.972958408355712,703.5,535.0876863923902
1.9006357720494271,127541,568.89,0.001,268,126523,334.94477086,164,774,-17.631530117034913,,
1.846086644589901,130000,,0.001,,129523,,,,-18.8622176322937,805.9,641.1731166466896
1.8847746155261993,131541,607.26,0.001,272,130523,367.53564400000005,164,801,-19.440126174926757,,
1.927004680097103,133559,616.09,0.001,276,132541,374.98031065000004,164,812,-20.171005516052247,,
1.94596796053648,135000,,0.001,,134541,,,,-20.973164348602296,901.4,756.6640172165614
1.9963614587783813,137559,633.53,0.001,280,136541,396.27803208000006,163,840,-21.736699844360352,,
1.927442338347435,140000,,0.001,,139541,,,,-23.13306725692749,901.1,758.5420557294972
1.9062358841300011,141559,663.0,0.001,284,140541,422.3295000299999,162,869,-23.629328926086426,,
1.9534965232014656,144579,684.07,0.001,288,144541,427.28745191999997,162,888,-25.33566834259033,,
1.8282371908426285,145000,,0.001,,144569,,,,-25.19067621231079,1000.0,799.4305671191775
1.8894837080836295,147587,697.85,0.001,292,146569,443.15764800000005,162,908,-25.894478015899658,,
1.9831759206056594,150000,,0.001,,149569,,,,-27.021205879211426,900.9,802.998147225607
1.9650023869872093,151587,697.85,0.001,296,150569,453.05966841000003,161,936,-27.343916446685792,,
2.0292445024251937,155000,,0.001,,154569,,,,-28.738812606811525,901.0,659.0810668759957
,155587,726.36,,300,,479.16977483999995,161,964,,,
2.0515909448266028,159587,752.27,0.001,304,158569,506.69453876999995,161,985,-30.22211908340454,,
2.028960655987263,160000,,0.001,,159569,,,,-30.62622454071045,1000.0,813.2135180611571
2.087127396941185,163587,764.6,0.001,308,162569,519.1880411699999,161,1014,-31.70628590774536,,
2.0685003873705865,165000,,0.001,,164569,,,,-32.31617098999023,902.2,788.5543422913601
2.027063913524151,167587,793.21,0.001,312,166569,550.78162154,160,1042,-32.947062076568606,,
2.099961660504341,170000,,0.001,,169569,,,,-34.062784858703615,901.8,789.0591239156668
2.1577107181549073,171587,793.21,0.001,316,170569,582.1588215300002,160,1070,-34.39703916549683,,
2.133470000386238,175000,,0.001,,174569,,,,-35.81280899810791,1000.0,984.0903147522419
,175587,832.53,,320,,622.9759076900001,159,1099,,,
2.2522848966121676,179587,842.43,0.001,324,178569,627.9557779700001,160,1121,-36.944580581665036,,
2.2904218823313713,180000,,0.001,,179569,,,,-37.335137100219725,1000.0,896.9211704985355
2.277381412386894,183587,852.31,0.001,328,182569,649.10842715,159,1150,-38.16652742004395,,
2.3795625872190973,185000,,0.001,,184056,,,,-38.58416302477727,901.6,827.4963097927927
2.3235478256940842,187074,847.18,0.001,332,186056,653.35752127,158,1177,-39.03403317260742,,
2.456735703468323,190000,,0.001,,189056,,,,-39.883351951599124,902.4,969.9490168555989
2.4726718670129775,191074,847.18,0.001,336,190056,663.3417888300002,158,1204,-40.00024819946289,,
2.6793888154029846,195000,,0.001,,194056,,,,-40.79039153289795,1000.0,754.9712032839277
,195074,847.18,,340,,672.2326613199999,158,1233,,,
2.7452135497927665,199074,866.98,0.001,344,198056,693.63951824,158,1253,-41.77462162017822,,
2.601468418478966,200000,,0.001,,199056,,,,-41.86205085754395,804.1,877.3221808911301
2.5251309925317766,203074,886.59,0.001,348,202056,722.2054457899998,158,1280,-42.70123091125488,,
2.4805632069706918,205000,,0.001,,204056,,,,-43.22964946746826,901.7,885.2781337782217
2.3825837643146515,207074,906.41,0.001,352,206056,756.3794867599998,158,1309,-43.67400841522217,,
2.3674709709882737,210000,,0.001,,209056,,,,-44.54774187469482,1000.0,1152.067001893744
2.526317590713501,211074,935.51,0.001,356,210056,787.7581128500001,157,1337,-44.791570320129395,,
2.62755165719986,215000,,0.001,,214056,,,,-45.91947965240478,901.1,1051.4301929847686
,215074,945.41,,360,,816.7326834500001,157,1365,,,
2.676360557436943,219074,955.33,0.001,364,218056,842.6069695099999,158,1386,-46.84101342010498,,
2.6748578734397888,220000,,0.001,,219056,,,,-47.18107512664795,1000.0,1297.1473240336404
2.6936296842098235,223074,955.33,0.001,368,222056,854.73103353,157,1415,-47.714032402038576,,
2.6289928872585295,225000,,0.001,,224056,,,,-48.116131561279296,741.8,871.0984928416553
2.6825956622362135,227074,955.33,0.001,372,226056,870.3775568799999,157,1442,-48.61684601593018,,
2.854833733677864,230000,,0.001,,229056,,,,-49.24363674926758,902.6,1123.4847828522907
2.802733550786972,230097,965.38,0.001,376,230056,894.51443971,156,1469,-49.51177861785889,,
2.977201761364937,233136,955.77,0.001,380,232118,898.0542920200002,157,1480,-50.04508536529541,,
2.918287644147873,235000,,0.001,,234153,,,,-50.590010368347166,1000.0,1387.1236988401506
2.9752402042150496,236171,946.12,0.001,384,235153,904.4491649400001,156,1504,-50.86714795684814,,
3.1281779644489287,240000,,0.001,,239153,,,,-51.921483932495114,1000.0,1279.1935013833688
,240171,955.92,,388,,948.5947081300002,156,1532,,,
3.261588488306318,243206,956.19,0.001,392,242188,967.6752763200003,157,1548,-52.350447760687935,,
3.169198294878006,245000,,0.001,,244188,,,,-53.14207235717773,1000.0,1319.706091753114
3.311466091513634,247206,956.19,0.001,396,246188,992.5814243000001,156,1577,-53.85042450714111,,
3.315004546403885,250000,,0.001,,249188,,,,-54.3746536026001,1000.0,1328.4090152658523
3.5358062291145327,250232,946.45,0.001,400,250188,990.8695339400001,155,1605,-54.75445265960693,,
3.565416650891304,254232,946.45,0.001,404,253214,1015.2630812600001,156,1621,-55.54695502471924,,
3.5609268114566803,255000,,0.001,,254214,,,,-55.74538356018066,1000.0,1326.6950781088904
3.6596203626394272,258232,946.45,0.001,408,257214,1041.12615022,156,1650,-56.10030792236328,,
3.679779824256897,260000,,0.001,,259214,,,,-56.74391388702393,904.5,1140.982869597897
3.872344298362732,262232,946.45,0.001,412,261214,1061.7108204400001,156,1678,-57.37575536346436,,
4.207178564310074,265000,,0.001,,264214,,,,-57.940053466796876,1000.0,1306.4775218958966
4.343658783078194,266232,946.45,0.001,416,265214,1082.68736622,155,1707,-58.27815552520752,,
4.820911810278893,270000,,0.001,,269214,,,,-59.077536895751955,1000.0,1568.6574296161066
,270232,946.45,,420,,1105.01326763,155,1735,,,
4.742680564761161,273790,942.03,0.001,424,273214,1132.8407306899999,155,1756,-60.13178510284424,,
4.765450911521912,275000,,0.001,,274772,,,,-60.510273498535156,1000.0,1585.5798143438064
4.793296633005142,277790,942.03,0.001,428,276772,1152.4843639,155,1783,-60.72408275604248,,
4.893108613491059,280000,,0.001,,279772,,,,-61.78286357116699,1000.0,1323.1447536439932
4.741576933383942,281790,947.16,0.001,432,280772,1174.6420963299997,155,1812,-61.773244094848636,,
5.2229545648097995,285000,,0.001,,284772,,,,-62.28368075561524,1000.0,1503.6185144912452
,285790,947.16,,436,,1194.8044321399998,155,1840,,,
5.115882513284683,289790,947.16,0.001,440,288772,1218.7927851200002,155,1861,-63.40104287719726,,
5.056407651901245,290000,,0.001,,289772,,,,-63.63394216156006,1000.0,1426.7231314455626
5.057952981472015,293790,947.16,0.001,444,292772,1243.1984543,155,1890,-64.08825304412842,,
5.171253675103188,295000,,0.001,,294772,,,,-64.92779924011231,1000.0,1550.4076711267232
5.196041625738144,297790,947.16,0.001,448,296772,1263.6892178,155,1919,-64.87367710876465,,
5.398569712758064,300000,,0.001,,299772,,,,-65.894546875,902.6,1346.5963496020297
5.325631035327912,301790,947.16,0.001,452,300772,1285.57632147,155,1946,-66.23087589263916,,
5.395711656808853,305000,,0.001,,304772,,,,-67.38349198150635,865.0,1155.7163365308174
,305790,947.16,,456,,1303.93677135,154,1975,,,
