time/total_timesteps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
3055,4,0.04145848984294571,2000,0.001,287,10,-1705.7549005,1.1304004926085471,763.75,,
5000,,0.3395169668800228,4091,0.001,,,,5.9920109536912705,,-1906.571293091774,1000.0
6146,8,0.15491852797567846,5091,0.001,178,34,-1771.6516299999998,7.533587059020996,768.25,,
9352,12,0.3373370833694935,8297,0.001,186,50,-1551.1262610833335,10.507867418289184,779.3333333333334,,
10000,,0.3762123996207306,9519,0.001,,,,12.243648434544468,,408.28550426368895,806.6
12574,16,0.4164043453633785,11519,0.001,172,72,-1256.7756856875,12.361421569824218,785.875,,
15000,,0.32118446615338325,14519,0.001,,,,14.585620939254762,,638.4353444032022,1000.0
16574,20,0.308401095405221,15519,0.001,163,101,-1065.0219654000002,15.318592384338379,828.7,,
20000,,0.23122858077287675,19519,0.001,,,,17.19348547554016,,805.9168627704494,1000.0
20574,24,,,,157,130,-916.1476699166668,,857.25,,
24574,28,0.17060343588143587,23519,0.001,163,150,-804.106160357143,19.082606018066407,877.6428571428571,,
25000,,0.16226030949503184,24519,0.001,,,,19.333499614715578,,882.7210018242243,1000.0
28574,32,0.1525348666161299,27519,0.001,159,178,-713.2774671875001,19.908954475402833,892.9375,,
30000,,0.13232154469937085,29519,0.001,,,,20.064855518341066,,885.1004547327757,1000.0
32574,36,0.14168024160712958,31519,0.001,157,206,-650.9486545,20.074611015319825,904.8333333333334,,
35000,,0.11447141107916832,34519,0.001,,,,20.1840008392334,,924.0890821754932,1000.0
36574,40,0.11687258216738701,35519,0.001,155,235,-596.09392285,20.253746730804444,914.35,,
40000,,0.10609291794151068,39519,0.001,,,,20.400384132385255,,930.1620845496655,1000.0
40574,44,,,,153,263,-548.6646307272728,,922.1363636363636,,
44574,48,0.08964607454836368,43519,0.001,157,283,-507.3909465625,20.55743286514282,928.625,,
45000,,0.09243596717342735,44519,0.001,,,,20.618561168670656,,928.8429497957229,1000.0
48574,52,0.08636652281135321,47519,0.001,155,311,-472.4312133269231,20.70118106842041,934.1153846153846,,
50000,,0.08190295564383268,49519,0.001,,,,20.695532855987548,,949.8528104066849,1000.0
