time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/std,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
2048,1,103.98307628571428,22.307692307692307,3,590,,,,,,,,,,,,,
4096,2,105.61125050000001,22.66,8,469,0.2,-24.096212697029113,0.9975941777229309,0.019643491,10,0.006178319454193115,0.22197265625,1361.9975927352905,418.85565185546875,-0.0588159086270025,0.0003,,
5000,,,,,,0.2,-24.0889353454113,0.9984207153320312,0.023428489,20,0.011837244033813477,0.271337890625,1000.6455444335937,428.376220703125,-0.07175696488993707,0.0003,247.44259604215623,47.15
6144,3,102.38205727999997,21.97,15,409,,,,,,,,,,,,,
8192,4,103.8316537,22.05,20,403,0.2,-24.07868475317955,0.9968133568763733,0.02724417,30,0.01623457670211792,0.300439453125,842.9812870025635,378.756591796875,-0.07807976988260634,0.0003,,
10000,,,,,,0.2,-24.02717121839523,0.9927808046340942,0.033170052,40,0.01683884859085083,0.35,769.456729888916,302.8608703613281,-0.08592889234423637,0.0003,299.34221121668816,56.6
10240,5,113.84871547,24.18,26,380,,,,,,,,,,,,,
12288,6,110.93750042000002,23.68,32,382,0.2,-23.98028421998024,0.9910593628883362,0.033757214,50,0.02000415325164795,0.351806640625,855.4930603027344,384.14752197265625,-0.08425194676674437,0.0003,,
14336,7,108.62811726000001,23.06,37,385,0.2,-23.975706321001052,0.9919092655181885,0.03405993,60,0.015101730823516846,0.36865234375,812.7010298728943,356.17657470703125,-0.08667230088321957,0.0003,,
15000,,,,,,0.2,-23.9691455245018,0.9904733300209045,0.03131031,70,0.029670894145965576,0.31904296875,798.3421710968017,324.8735656738281,-0.08236612869077362,0.0003,337.3821138521656,63.9
16384,8,116.65760343000002,24.88,43,372,,,,,,,,,,,,,
18432,9,126.40555072,26.86,49,375,0.2,-23.949036622047423,0.9896873235702515,0.027020711,80,0.06871277093887329,0.289306640625,886.9097204208374,426.05694580078125,-0.07866038599458988,0.0003,,
20000,,,,,,0.2,-23.92385604381561,0.9877952337265015,0.023366593,90,0.0845344066619873,0.253076171875,914.0332227706909,420.435302734375,-0.0758142075734213,0.0003,369.72687261374665,70.25
20480,10,121.37796328999998,25.87,55,365,,,,,,,,,,,,,
22528,11,134.98477678999998,28.58,61,367,0.2,-23.89784076809883,0.9862040281295776,0.023628555,100,0.17919248342514038,0.245703125,802.9301090240479,388.8454284667969,-0.07394306952191983,0.0003,,
24576,12,145.20268249,30.82,66,368,0.2,-23.879203367233277,0.9856506586074829,0.023138613,110,0.2767804265022278,0.21787109375,940.0046640396118,461.0693359375,-0.07013168252597098,0.0003,,
