time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
585,0,1.3912896728515625,4,200,50.0,50,1.6340475285053253,0.001,-55.347108,,
266,1,1.7692164754867554,8,400,50.0,250,0.20107527539134026,0.001,-49.060806625,,
,,1.5537351942062378,,500,,350,0.07581574149429798,0.001,,50.0,-13.26620565
177,3,1.3907470703125,12,600,50.0,450,0.061756865307688716,0.001,-37.37598333333333,,
177,4,1.3776415920257568,16,800,50.0,650,0.026581662278622388,0.001,-30.952053687499998,,
,,1.466412491798401,,1000,,850,0.03055726330727339,0.001,,50.0,-11.01282545
156,6,,20,1000,50.0,,,,-27.008684849999998,,
157,7,1.527021164894104,24,1200,50.0,1050,0.01868211442604661,0.001,-24.338909791666666,,
161,8,1.6315038871765137,28,1400,50.0,1250,0.02137950560078025,0.001,-22.352379107142855,,
,,1.6943110418319702,,1500,,1350,0.047927124723792076,0.001,,50.0,-12.29997945
152,10,1.751312050819397,32,1600,50.0,1450,0.05592679500579834,0.001,-20.95313353125,,
152,11,1.900060429573059,36,1800,50.0,1650,0.028495739959180356,0.001,-19.870010722222222,,
,,1.9908465194702147,,2000,,1850,0.05464841011911631,0.001,,50.0,-12.11174695
147,13,,40,2000,50.0,,,,-18.979266674999998,,
148,14,2.2018621969223022,44,2200,50.0,2050,0.03346723072230816,0.001,-18.457802727272725,,
148,16,2.3496822929382324,48,2400,50.0,2250,0.03438533429056406,0.001,-17.873752270833332,,
,,2.4183833408355713,,2500,,2350,0.03386098153889179,0.001,,50.0,-12.96104355
140,18,2.482876377105713,52,2600,50.0,2450,0.03953921716660261,0.001,-17.575377519230763,,
142,19,2.62351863861084,56,2800,50.0,2650,0.04356698036193848,0.001,-16.98831614285714,,
,,2.792769603729248,,3000,,2850,0.19077000230550767,0.001,,50.0,-11.9589828
138,21,,60,3000,50.0,,,,-16.677962499999996,,
140,22,2.9921995258331298,64,3200,50.0,3050,0.03886361382901669,0.001,-16.42155553125,,
141,24,3.1540514087677,68,3400,50.0,3250,0.03835912715643644,0.001,-16.160376808823532,,
,,3.1901738262176513,,3500,,3350,0.034756679981946946,0.001,,50.0,-10.634557849999997
139,25,3.224679708480835,72,3600,50.0,3450,0.038086559474468235,0.001,-15.824425013888888,,
141,26,3.3280568981170653,76,3800,50.0,3650,0.04688194081187248,0.001,-15.435285697368425,,
,,3.5081816959381102,,4000,,3850,0.05423498246818781,0.001,,50.0,-10.18823465
138,28,,80,4000,50.0,,,,-15.240434062499997,,
140,29,3.5975731945037843,84,4200,50.0,4050,0.041834094040095804,0.001,-15.00721689285714,,
140,31,3.7553238105773925,88,4400,50.0,4250,0.042500832863152024,0.001,-14.762706068181815,,
,,3.8719637489318846,,4500,,4350,0.06726118579506873,0.001,,50.0,-10.62171515
139,33,3.8985281372070313,92,4600,50.0,4450,0.04440606955438852,0.001,-14.740697956521739,,
140,34,4.043295907974243,96,4800,50.0,4650,0.04234480023384094,0.001,-14.623319833333333,,
,,4.187408208847046,,5000,,4850,0.05152422476559877,0.001,,50.0,-10.21656885
138,35,,100,5000,50.0,,,,-14.47528199,,
140,37,4.302905149459839,104,5200,50.0,5050,0.0462586373090744,0.001,-12.658320190000001,,
141,38,4.463272552490235,108,5400,50.0,5250,0.043119853176176545,0.001,-11.334049790000002,,
,,4.526097602844239,,5500,,5350,0.04244057063013315,0.001,,50.0,-9.973588199999998
140,39,4.482176475524902,112,5600,50.0,5450,0.04321571111679077,0.001,-11.142210260000002,,
141,41,4.72348424911499,116,5800,50.0,5650,0.04332734618335962,0.001,-11.083888779999997,,
,,4.7906905364990235,,6000,,5850,0.044161727391183375,0.001,,50.0,-9.5203329
139,42,,120,6000,50.0,,,,-10.991102489999998,,
140,43,4.866277122497559,124,6200,50.0,6050,0.04643494557589292,0.001,-10.9248547,,
141,45,4.946457443237304,128,6400,50.0,6250,0.05041812758892775,0.001,-10.920924119999997,,
,,5.057360153198243,,6500,,6350,0.049142407774925234,0.001,,50.0,-9.868182999999998
140,47,5.1371110153198245,132,6600,50.0,6450,0.051211714819073675,0.001,-10.957679340000002,,
141,48,5.215756969451904,136,6800,50.0,6650,0.04581610158085823,0.001,-10.927365649999999,,
,,5.273318862915039,,7000,,6850,0.06243195340037346,0.001,,50.0,-10.192137299999999
139,50,,140,7000,50.0,,,,-10.887551809999998,,
140,51,5.377720565795898,144,7200,50.0,7050,0.0493302645906806,0.001,-10.716940399999999,,
141,52,5.464137592315674,148,7400,50.0,7250,0.05801296852529049,0.001,-10.71159275,,
,,5.508438129425048,,7500,,7350,0.04854128137230873,0.001,,50.0,-9.10150605
140,54,5.495485057830811,152,7600,50.0,7450,0.06263411708176136,0.001,-10.449519299999999,,
141,55,5.6032080078125,156,7800,50.0,7650,0.08105799421668053,0.001,-10.49306492,,
,,5.762908840179444,,8000,,7850,0.04595858678221702,0.001,,50.0,-9.786213
140,57,,160,8000,50.0,,,,-10.418557520000002,,
141,58,5.812113571166992,164,8200,50.0,8050,0.04681394062936306,0.001,-10.38022819,,
141,59,5.886445922851562,168,8400,50.0,8250,0.04773490764200687,0.001,-10.325348940000001,,
,,5.949998474121093,,8500,,8350,0.046673304699361325,0.001,,50.0,-9.5102406
141,60,6.1013928985595705,172,8600,50.0,8450,0.050443031564354895,0.001,-10.273927720000001,,
141,62,6.111012229919433,176,8800,50.0,8650,0.052034461796283724,0.001,-10.373012670000001,,
,,6.255924549102783,,9000,,8850,0.05838006123900413,0.001,,50.0,-9.47158075
140,63,,180,9000,50.0,,,,-10.31383382,,
141,65,6.322786560058594,184,9200,50.0,9050,0.05306586503982544,0.001,-10.264241210000002,,
141,66,6.410150871276856,188,9400,50.0,9250,0.05529181659221649,0.001,-10.248156020000001,,
,,6.433818588256836,,9500,,9350,0.055418594554066655,0.001,,50.0,-9.388901399999998
140,68,6.533497791290284,192,9600,50.0,9450,0.05846568323671818,0.001,-10.171370600000001,,
141,69,6.636236648559571,196,9800,50.0,9650,0.05747920081019402,0.001,-10.089469770000001,,
,,6.69475944519043,,10000,,9850,0.06022142760455609,0.001,,50.0,-9.40671865
140,71,,200,10000,50.0,,,,-10.02297267,,
140,72,6.816146354675293,204,10200,50.0,10050,0.05990453813225031,0.001,-10.045967870000002,,
