rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,time/episodes,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
323.0,1191,13,93,4,0.7004043459892273,0.0003,-108.441927,0.8883724808692932,1292,-4.68223237991333,-25.852867126464844,,
208.5,1567,17,93,8,0.6264303922653198,0.0003,-73.285474625,1.3963944911956787,1668,-6.104992866516113,-29.647214889526367,,
240.16666666666666,2781,32,88,12,0.43950751423835754,0.0003,-100.33029891666665,8.250282287597656,2882,-10.030598640441895,-37.33356857299805,,
193.4375,2994,34,88,16,0.41329407691955566,0.0003,-81.2622851875,3.4927570819854736,3095,-10.891946792602539,-38.28957748413086,,
184.25,3584,41,88,20,0.3488377630710602,0.0003,-75.24898435,5.342700958251953,3685,-12.214981079101562,-40.023311614990234,,
,4899,,,,0.24086521565914154,0.0003,,4.467710018157959,5000,-15.475740432739258,-39.962337493896484,-117.37917309449404,649.2
214.95833333333334,5058,67,76,24,0.23035922646522522,0.0003,-99.86389870833334,5.543363571166992,5159,-15.190549850463867,-39.736473083496094,,
199.5,5485,72,77,28,0.20446757972240448,0.0003,-98.30369607142858,6.745025634765625,5586,-16.355056762695312,-39.55381774902344,,
209.21875,6594,84,79,32,0.15041789412498474,0.0003,-109.16407674999999,4.497419357299805,6695,-17.600631713867188,-36.124141693115234,,
222.69444444444446,7916,99,80,36,0.10460101813077927,0.0003,-115.88161880555555,5.132881164550781,8017,-18.62000274658203,-31.82978057861328,,
231.85,9173,114,81,40,0.07431338727474213,0.0003,-120.745094225,3.833348512649536,9274,-17.372211456298828,-28.10580062866211,,
,9899,,,,0.061213377863168716,0.0003,,3.7113566398620605,10000,-18.117738723754883,-27.195024490356445,-36.57389492782968,528.3
242.22727272727272,10557,138,76,44,0.05156838148832321,0.0003,-119.66347206818182,3.443188190460205,10658,-17.05386734008789,-25.06450653076172,,
255.5625,12166,156,78,48,0.03427853435277939,0.0003,-117.50912283333332,2.8303279876708984,12267,-15.379388809204102,-21.044185638427734,,
276.38461538461536,14271,179,79,52,0.021083811298012733,0.0003,-113.32542251923074,2.6625499725341797,14372,-9.765853881835938,-17.544370651245117,,
,14899,,,,0.01854202151298523,0.0003,,2.207482099533081,15000,-6.528807640075684,-17.732685089111328,10.505747277913907,676.9
287.3392857142857,15990,209,76,56,0.015098778530955315,0.0003,-105.54567728571429,2.462724447250366,16091,-4.115872859954834,-15.032538414001465,,
289.6333333333333,17277,224,77,60,0.012653854675590992,0.0003,-95.03297943333332,2.2515087127685547,17378,-3.4063684940338135,-13.869465827941895,,
,19899,,,,0.012038151733577251,0.0003,,2.1417298316955566,20000,0.9677780866622925,-13.834766387939453,255.93368915665488,678.3
323.9375,20631,273,75,64,0.012369313277304173,0.0003,-78.82571096875,1.7487177848815918,20732,-1.5012145042419434,-13.234538078308105,,
336.72058823529414,22796,298,76,68,0.01419010479003191,0.0003,-60.382718117647045,1.442070484161377,22897,-0.04401692748069763,-14.624753952026367,,
,24899,,,,0.01484849862754345,0.0003,,1.4168996810913086,25000,-1.366856575012207,-15.513989448547363,248.5413582215784,547.8
368.77777777777777,26451,350,75,72,0.014918817207217216,0.0003,-35.591474722222216,1.6650364398956299,26552,0.2610745429992676,-15.489480972290039,,
379.42105263157896,28735,377,76,76,0.014864260330796242,0.0003,-19.210116539473685,1.6433849334716797,28836,0.4542315900325775,-16.61465072631836,,
,29899,,,,0.015453490428626537,0.0003,,1.4902814626693726,30000,0.08550190925598145,-17.377939224243164,587.7338619255228,914.3
398.8875,31810,426,74,80,0.016017548739910126,0.0003,2.794828862500002,1.4488862752914429,31911,0.6670931577682495,-19.949085235595703,,
415.9166666666667,34836,462,75,84,0.01702548749744892,0.0003,21.50714330952381,1.217695713043213,34937,1.2667896747589111,-20.74915885925293,,
