train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-4.395957438569516,763.0,12,0.001,4,-1222.4521074999998,246,2000,3052,0.2107597621716559,,
9.240083409309387,,,0.001,,,,4000,5000,0.24381949649751186,-3002.4151315450667,1000.0
22.010736949920656,881.5,45,0.001,8,-2111.889073375,154,6000,7052,0.48815451526641845,,
17.255545479910715,681.75,56,0.001,12,-1638.5954926666664,143,8069,8181,0.4816480537255605,,
17.28674042224884,591.8125,63,0.001,16,-1422.0344986875,147,9270,9469,0.7858883645385504,,
18.191927591959637,495.7,67,0.001,20,-1177.3717083,147,9780,9914,0.9170659347013994,,
18.355952332659466,,,0.001,,,,9862,10000,1.9477371856933687,-516.9045266920017,325.9
17.46634679031372,500.5833333333333,78,0.001,24,-1087.2178145833332,152,10962,12014,1.5772970059514047,,
16.700576124191283,514.5357142857143,98,0.001,28,-971.1772642142857,146,14321,14407,1.0868005184829235,,
16.801106908428135,466.9375,99,0.001,32,-859.7073655625,149,14601,14942,1.7717502134817618,,
17.05774993238778,,,0.001,,,,14890,15000,1.9163841518563796,-81.0489361909229,264.5
17.17394507421206,428.6388888888889,105,0.001,36,-770.2200925000001,145,15175,15431,1.8946323942164986,,
17.536310798592037,420.225,109,0.001,40,-696.3088015999999,152,15757,16809,2.0885770510637225,,
16.969861635597802,424.3636363636364,123,0.001,44,-628.3256421363635,150,18263,18672,1.9780632875819895,,
16.840400060653685,,,0.001,,,,19620,20000,1.9714830505251884,182.40944913817512,698.8
16.11859814441987,457.2291666666667,146,0.001,48,-556.7686453125001,149,20895,21947,2.0585440410267224,,
14.466784015778572,463.46153846153845,158,0.001,52,-492.4489575384616,151,23048,24100,1.7458008508528433,,
13.728916377885968,,,0.001,,,,24540,25000,1.8053151589695668,371.4631648734241,904.1
13.247645719528197,473.10714285714283,181,0.001,56,-436.576393625,145,25540,26494,1.8020631789565087,,
10.211900997161866,,,0.001,,,,29442,30000,1.5644109438061715,538.0466384902262,903.9
,508.23333333333335,213,,60,-372.8676503333333,143,,30494,,,
7.304271944046021,526.484375,235,0.001,64,-315.411579390625,143,33442,33695,1.4184953431487084,,
6.251040266990661,,,0.001,,,,34643,35000,1.3662185582518578,578.5753852917493,933.4
4.671568054199219,554.3382352941177,263,0.001,68,-258.2516540441176,143,36643,37695,1.18787132781744,,
2.3288123273849486,,,0.001,,,,39643,40000,1.155095824599266,747.3730017766153,1000.0
1.4980706869959832,579.0972222222222,295,0.001,72,-201.69286401388888,140,40643,41695,1.1367092778682708,,
-2.11002828001976,588.7894736842105,317,0.001,76,-156.59755752631577,140,44579,44748,1.1982583023905755,,
-2.4588762905638095,,,0.001,,,,44696,45000,1.1715143205773118,831.3831672561937,1000.0
-5.268918632507324,609.35,347,0.001,80,-102.34031023749999,140,47696,48748,1.2000249466896058,,
-7.344906118392944,,,0.001,,,,49696,50000,1.184252923965454,787.9638016854879,906.6
-9.055665616035462,627.952380952381,379,0.001,84,-64.64501765476189,139,51696,52748,1.181727048754692,,
-12.111232662200928,,,0.001,,,,54696,55000,1.1757586186528206,859.035656411876,1000.0
-12.64696657180786,644.8636363636364,411,0.001,88,-31.476957488636344,137,55696,56748,1.2707083397507668,,
-15.278560647964477,649.5978260869565,429,0.001,92,0.6502422391304542,139,58711,59763,1.264151199221611,,
-16.318433715075983,,,0.001,,,,59792,60000,1.2164073527595143,897.4565414215613,1000.0
-17.755917890548705,645.4791666666666,455,0.001,96,23.661213343750017,135,61792,61966,1.3032199557125568,,
-20.26048281097412,,,0.001,,,,64914,65000,1.3239456787109376,423.61432781523325,825.7
,659.66,482,,100,59.98832374000001,136,,65966,,,
-22.97265154647827,669.14,505,0.001,104,151.18662085,138,68914,69966,1.5482143594622613,,
-23.747233703613283,,,0.001,,,,69914,70000,1.5862913460731507,890.8475405765697,816.1
-25.91824479675293,664.19,535,0.001,108,310.49210987,137,72914,73471,1.5736221231222152,,
-27.12822109222412,,,0.001,,,,74419,75000,1.6398746796250343,842.238693727227,720.8
-28.141127708435057,692.9,562,0.001,112,374.30830291999996,137,76419,77471,1.8618394190669059,,
-29.863664306640626,,,0.001,,,,78997,80000,1.7948577862977981,1096.8836937125773,905.1
-30.77093278503418,715.8,591,0.001,116,447.74540298,137,79997,81049,1.784112764596939,,
-32.89338058853149,741.93,608,0.001,120,491.80762587,138,83055,84107,1.9441808396577835,,
-33.699195682525634,,,0.001,,,,84055,85000,1.9675533939599992,947.989742618706,907.3
-35.06504492759704,746.92,632,0.001,124,548.8501006299999,137,85654,86706,2.437565919719165,,
-37.47127233886719,,,0.001,,,,89654,90000,2.149621246933937,1064.5246579969419,840.3
,762.99,663,,128,613.23738842,136,,90706,,,
-40.48245420837402,797.64,686,0.001,132,671.96340088,137,93654,94706,2.183419995903969,,
-41.39023963165283,,,0.001,,,,94654,95000,2.3354822129011152,1199.8734819905658,845.9
-43.7417268447876,832.75,717,0.001,136,717.53751617,137,97654,98706,2.281349014163017,,
-44.654828369140624,,,0.001,,,,99654,100000,2.3930275156497953,1379.1573097299784,947.6
