rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
519.25,0.5132438169792295,4,0.001,-605.8220065,7,2077,261,-3.0025025367736817,1077,,
,0.09017033449932933,,0.001,,,5000,,4.292244573593139,4077,-2364.3391022354363,1000.0
759.625,0.21197363234683872,8,0.001,-1676.39290325,42,6077,142,4.0209425897598265,5077,,
518.5,1.0108489063051012,12,0.001,-1150.6846276666668,48,6222,129,1.4676904559135437,6194,,
396.4375,1.3024543083232383,16,0.001,-883.0529389375,48,6343,129,1.8921569477428088,6305,,
327.35,1.334874658672898,20,0.001,-733.5902682,50,6547,130,2.7498474972588673,6534,,
276.0,1.552343233771946,24,0.001,-620.0364014999999,50,6624,130,2.9803953604264692,6609,,
249.75,1.2648883491754532,28,0.001,-564.279272392857,52,6993,133,3.782291603088379,6909,,
258.6875,1.8145900017023087,32,0.001,-569.77138228125,55,8278,148,4.379164838790894,7278,,
268.5,1.9132020754542778,36,0.001,-554.1705360277778,64,9666,150,3.8490222958294122,8666,,
245.375,1.9895728015899659,40,0.001,-503.115226825,69,9815,140,5.054806510607402,9771,,
,2.086184546351433,,0.001,,,10000,,4.774442762136459,9869,-72.89998904345558,56.2
228.0,,44,,-462.386829590909,71,10032,140,,,,
253.54166666666666,1.969739986188484,48,0.001,-424.6992943333334,80,12170,151,5.1570619975819305,11170,,
257.34615384615387,2.462280206710288,52,0.001,-395.45615084615383,91,13382,145,5.570008486509323,13356,,
247.91071428571428,2.6267662801742553,56,0.001,-373.6179346785715,94,13883,146,5.988950629388133,13739,,
,3.035112645890978,,0.001,,,15000,,4.962769937515259,14464,250.92777155416425,670.2
262.95,2.1695097075104712,60,0.001,-347.91206800000003,113,15777,139,5.103578383922577,15464,,
279.28125,1.9652532830834388,64,0.001,-327.02334273437503,127,17874,140,4.59071826338768,17857,,
279.6764705882353,2.541353212275975,68,0.001,-307.96720770588246,134,19018,141,4.719058488899806,19009,,
,2.6577233605914645,,0.001,,,20000,,4.2815803527832035,19018,58.293208642821995,481.4
284.05555555555554,2.0920052358082364,72,0.001,-285.99859940277776,146,20452,139,4.553339576721191,20051,,
286.2105263157895,2.4653686947292752,76,0.001,-271.14707719736845,151,21752,143,4.650770306587219,20793,,
286.3875,2.048566624522209,80,0.001,-253.73550612499997,162,22911,140,5.076294183731079,22817,,
,2.3373581326526143,,0.001,,,25000,,4.603949720209295,24045,161.63352221341265,627.7
298.1547619047619,,84,,-236.08753447619048,177,25045,140,,,,
291.9431818181818,2.519853651985642,88,0.001,-226.77436963636362,186,25691,138,4.655381761491299,25661,,
312.1847826086956,2.326644611954689,92,0.001,-213.49062860869557,199,28721,143,4.820384499549866,27721,,
,2.61983090898265,,0.001,,,30000,,3.8855605522791543,29836,194.78746872581831,673.9
321.2083333333333,,96,,-198.48206528125002,220,30836,139,,,,
338.58,2.210170166058974,100,0.001,-180.31612002000003,238,33858,141,3.889544898813421,32858,,
,2.2690733212232588,,0.001,,,35000,,3.335060005903244,34858,277.33926007392876,715.5
352.77,2.2877666157484056,104,0.001,-141.3090582,267,37354,139,3.018129166722298,36354,,
332.06,2.2694518545243856,108,0.001,-23.02700280000001,283,39283,138,2.0157100074924528,39266,,
,2.2382590969403586,,0.001,,,40000,,2.386515955130259,39295,174.40608405587554,433.1
360.73,2.1024806669950484,112,0.001,-12.110783470000003,301,42295,140,1.6857789607634768,41295,,
374.51,2.0884955573563624,116,0.001,-2.1985343699999937,311,43794,140,1.45174668601366,42794,,
,2.0040632985830307,,0.001,,,45000,,0.9383858389909147,44794,271.1803565503236,532.1
403.24,1.8795049329856774,120,0.001,18.912853450000004,335,46871,139,0.45532810021387904,45871,,
422.85,1.932037633061409,124,0.001,30.08120558999999,347,48909,140,-0.26025559719104785,47909,,
,1.9358249204158784,,0.001,,,50000,,-0.9842974706478417,49920,428.21229057832807,734.8
438.89,1.9701253277914865,128,0.001,49.528873979999986,371,50882,137,-1.2227497942344308,50515,,
435.97,2.043417259758594,132,0.001,78.52015502,375,51875,138,-1.573376435637474,51075,,
441.54,2.0491428002625884,136,0.001,107.9555933,390,53820,137,-2.108442668887702,53788,,
,2.1205726903060387,,0.001,,,55000,,-2.485991039446422,54849,415.4312975628927,734.0
461.1,2.0658520466089247,140,0.001,121.08167336999999,410,55925,136,-2.799882388174534,55849,,
479.78,2.146236000418663,144,0.001,138.17701475,423,58010,137,-3.6147663724422454,57999,,
477.45,2.0894443728707053,148,0.001,149.89889324,430,59915,139,-3.9590066450613515,58915,,
,2.2379774176157436,,0.001,,,60000,,-4.249847228710468,59998,235.50531616481967,336.5
466.71,,152,,151.94497730999998,439,60053,136,,,,
485.92,2.2424477665424347,156,0.001,172.57319826,452,62475,138,-4.992030898571015,62085,,
486.07,2.2808491369647443,160,0.001,186.74612720000002,463,64384,138,-5.725720576750926,63953,,
,2.3904275000786837,,0.001,,,65000,,-5.925897195383355,64384,473.015956241684,685.8
483.17,2.4813784135354533,164,0.001,201.16780443,480,66191,137,-6.19541042729428,65450,,
502.36,2.502205201745033,168,0.001,217.02691482000003,502,69254,137,-7.093837554931641,69191,,
,2.4908323493224898,,0.001,,,70000,,-7.25235852816247,69556,530.7496980168929,693.3
511.24,2.4592505753040315,172,0.001,227.65903017999997,519,71576,137,-6.9314686298370365,70576,,
502.27,2.577663601740547,176,0.001,229.87954448000005,526,71979,136,-8.001719801322274,71939,,
,2.6067805218696596,,0.001,,,75000,,-8.54009588623047,74979,203.4499963165028,285.4
529.04,,180,,251.68386533,548,75815,138,,,,
521.71,2.663463484764099,184,0.001,255.48779002999996,560,77216,137,-9.01271081161499,76959,,
538.38,2.66884745824337,188,0.001,267.67415975,570,79529,139,-9.352990834236145,78529,,
,2.5280416462156508,,0.001,,,80000,,-10.254950870167125,79593,728.7140264127811,951.7
528.72,2.7780540952682493,192,0.001,281.4845385,594,81593,137,-9.937927675247192,80593,,
514.57,2.8184398555517594,196,0.001,281.47094562,603,82293,136,-10.322406835334245,82266,,
508.26,2.9318389996665313,200,0.001,291.43227686,617,84684,137,-11.411223304899115,84556,,
,2.9648655040844067,,0.001,,,85000,,-11.421287801530626,84721,452.99493372871365,665.6
495.9,3.010711732466659,204,0.001,294.22470323,634,86944,137,-12.004681621279035,85944,,
497.07,3.102460047483944,208,0.001,305.48329865,651,88990,136,-13.149015720535374,88949,,
,3.162837258219719,,0.001,,,90000,,-13.542424549102783,89990,585.2043302136735,718.2
491.9,3.1670581526756285,212,0.001,321.34135389000005,673,91485,135,-13.85848370552063,91011,,
510.69,3.2946292507648467,216,0.001,347.5188321,692,94863,136,-15.09901021718979,94285,,
,3.317697415714858,,0.001,,,95000,,-15.257228277133823,94863,742.4589920056533,880.7
519.92,3.322360238790512,220,0.001,370.83935326,724,98863,136,-16.385631982803346,97863,,
,3.315512361526489,,0.001,,,100000,,-16.991355969355656,99888,593.3666613469628,684.5
527.01,3.4703226267796143,224,0.001,388.55070309,749,101610,135,-17.525750453452325,100610,,
,3.699741840839386,,0.001,,,105000,,-18.873142250061036,104610,800.4743898957255,775.0
547.28,,228,,410.58861619,783,105610,134,,,,
562.92,3.6728408139944078,232,0.001,435.57293367000005,799,108167,135,-20.030340114593507,107167,,
,3.805030531167984,,0.001,,,110000,,-20.603932022094728,109167,735.8676839659223,718.6
583.47,3.821403018951416,236,0.001,463.38226711000004,831,112167,134,-21.53950137710571,111167,,
576.55,4.931796704019819,240,0.001,466.59707045999994,843,113580,134,-22.871809823172434,113472,,
,4.13738959980011,,0.001,,,115000,,-22.877308345794678,114662,932.8935975688394,797.1
577.16,4.106085335493088,244,0.001,469.20999306,866,115726,133,-23.16759380340576,115662,,
588.15,4.3199749378038135,248,0.001,495.07028391999995,880,118730,134,-23.97863744828858,117730,,
,4.268953976154328,,0.001,,,120000,,-25.011290267944336,119730,646.1578103207576,623.5
616.93,4.307516516447067,252,0.001,524.5680474699999,909,121746,133,-25.833824966430665,121730,,
,4.5218648202419285,,0.001,,,125000,,-27.031011005401613,124746,893.5114152456663,794.4
632.71,,256,,555.31373856,938,125746,134,,,,
644.1,4.711054354667664,260,0.001,578.2631095900001,956,128794,134,-28.430413162231446,127794,,
,4.839556091070175,,0.001,,,130000,,-29.07319486618042,129794,1143.2989046076486,1000.0
656.61,4.869023080348969,264,0.001,603.6905793000001,990,131852,133,-30.031662841796877,131794,,
