time/episodes,rollout/ep_len_mean,time/fps,train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
84,793.0,144,0.001,462,66612,-71.77872772216797,65594,214.9708969166667,26.27567692780495,,
88,769.6818181818181,143,0.001,472,67732,-81.51664733886719,67653,207.84070664772727,57.60045260474796,,
,,,0.001,,70000,-99.53834186900745,69271,,71.58175771886653,-954.1979805177077,538.1
92,764.0108695652174,144,,486,70289,,,157.65640895652174,,,
96,733.8020833333334,143,0.001,491,70445,-131.83241119384766,70403,147.69612822916665,84.75041732788085,,
100,734.78,145,0.001,503,73478,-124.59267167663575,72460,83.40851900999998,96.58547243213654,,
,,,0.001,,75000,-122.37990112304688,74534,,101.8208787021637,-527.5115829317016,351.4
104,730.24,146,0.001,519,76042,-124.99398934500557,75024,90.95690543999999,142.27729650614214,,
108,701.44,146,0.001,525,77162,-132.77722549438477,76144,180.67165604000002,118.90865643819173,,
,,,0.001,,80000,-145.67611181640626,79193,,128.95861877822875,-483.8001911863277,536.8
112,719.65,146,,546,80211,,,167.72129817,,,
116,731.95,146,0.001,557,81542,-146.1883528259979,81457,154.20880245,99.57504535543508,,
120,740.31,146,0.001,563,82621,-145.72849498075598,82486,143.46216113,106.07526253718956,,
124,740.04,147,0.001,569,83799,-146.70147458968623,83730,137.70970871,174.20355212102172,,
,,,0.001,,85000,-142.9845778503418,84781,,126.43375421524048,-769.7837133573252,596.8
128,749.42,147,0.001,590,86960,-135.1631107635498,86781,100.67733676999998,108.06135128211974,,
132,734.16,147,0.001,602,89110,-127.11815631103515,89053,57.17151821,97.53899184799194,,
,,,0.001,,90000,-122.39857516081437,89202,,86.9813362121582,-725.1634380881209,590.8
136,715.26,148,0.001,614,91220,-121.77397760009765,90202,10.881670280000014,96.08428402900695,,
140,688.01,148,0.001,624,92495,-120.8949089050293,92267,-27.925768159999983,85.9262897090912,,
144,668.63,149,0.001,632,94557,-115.1718283759223,93539,-78.64544272999997,64.76825279659695,,
,,,0.001,,95000,-112.96615515814887,94640,,83.22042094639369,-568.6804993008205,390.5
148,649.64,149,0.001,646,96658,-115.56825253295898,95640,-136.93158551,79.43194152641297,,
152,613.7,148,0.001,652,97064,-107.03665763453434,96935,-168.11486617000003,67.11043187191612,,
156,589.32,149,0.001,659,98626,-108.81087966918945,98358,-214.99152468,72.69139525985717,,
,,,0.001,,100000,-104.1705903930664,99855,,62.756011905670164,-294.73802141867344,579.5
160,575.53,149,0.001,678,101247,-101.52106701660156,100855,-262.85649128,57.26661264610291,,
,,,0.001,,105000,-93.12938446044922,104111,,48.075058176994325,-440.0697554644197,659.0
164,574.35,150,,700,105129,,,-311.45654860999997,,,
168,564.19,150,0.001,716,108113,-83.9740183414557,107095,-334.44152341999995,38.411754032293445,,
,,,0.001,,110000,-80.23198936462403,109095,,33.44083645153046,299.41276117432716,861.2
172,564.19,150,0.001,744,112113,-76.15951556396485,111095,-343.72804713,29.791587654590607,,
,,,0.001,,115000,-69.94356694030762,114621,,23.47962565088272,310.7718538642395,930.9
176,568.04,150,,770,115639,,,-345.59786629999996,,,
180,568.04,150,0.001,794,119639,-65.4315970840454,118621,-344.6154466,18.74732948923111,,
,,,0.001,,120000,-63.55115032196045,119621,,17.542182441234587,574.7739312849939,1000.0
184,570.27,150,0.001,823,123639,-61.58547927093506,122621,-337.92484143999997,15.121678956031799,,
,,,0.001,,125000,-60.191883293151854,124621,,13.874975708961486,735.4669233276102,1000.0
188,599.07,149,0.001,852,127639,-58.734694831848145,126621,-312.7608377700001,11.978158650636672,,
,,,0.001,,130000,-57.35745357513428,129621,,10.951780254364014,662.0013140294701,1000.0
192,613.5,149,0.001,882,131639,-56.93895669555664,130621,-246.00278819,10.444728900909423,,
,,,0.001,,135000,-56.803907676696774,134621,,10.110749966859817,785.1576589899138,1000.0
196,651.94,148,,911,135639,,,-211.54325832000004,,,
200,661.61,149,0.001,931,139639,-57.336025001525876,138621,-122.25791250000002,9.956246711015702,,
,,,0.001,,140000,-56.84130302429199,139621,,9.440042890071869,781.7890733122825,1000.0
204,675.97,149,0.001,960,143639,-57.528525337219236,142621,-52.20542287999999,9.552986422777176,,
,,,0.001,,145000,-57.98560649032909,144585,,9.939769977232233,737.5404269455933,1000.0
208,704.41,149,0.001,989,147603,-58.31092728424072,146585,-13.00641787999999,10.101147953987121,,
,,,0.001,,150000,-59.20009778594971,149585,,10.4292518761158,742.5161389222369,1000.0
212,713.92,148,0.001,1019,151603,-59.706057289123535,150585,59.44132299999998,10.928238176584244,,
,,,0.001,,155000,-60.01208258056641,154585,,10.897106061458588,742.6765820120461,1000.0
216,740.61,148,,1049,155603,,,104.27121533999998,,,
220,769.82,149,0.001,1069,159603,-59.437120880126955,158585,148.45173445999998,11.61017481136322,,
,,,0.001,,160000,-59.657632095336915,159585,,10.761811272025108,697.5684701769147,1000.0
224,798.04,149,0.001,1096,163603,-59.6968190612793,162585,189.09715409,10.932755309581756,,
,,,0.001,,165000,-59.058875297546386,164585,,10.332658928394318,540.2523602297522,1000.0
228,806.43,149,0.001,1124,167603,-59.05545623779297,166585,251.79822266999997,11.235978021383286,,
,,,0.001,,170000,-58.38537760925293,169585,,9.774722112417221,741.7021967109292,1000.0
232,824.93,148,0.001,1152,171603,-58.567311027526856,170585,306.45761238,9.299002749443055,,
,,,0.001,,175000,-57.69234510040283,174291,,8.412825570702553,804.7851664016955,1000.0
236,840.89,148,,1177,175309,,,360.71309396000004,,,
240,868.14,149,0.001,1197,179309,-56.81730980682373,178291,401.61148797999994,7.501057139873504,,
,,,0.001,,180000,-56.42637060546875,179291,,7.097142191767692,715.0333909163717,1000.0
244,887.52,149,0.001,1224,183309,-55.56108654022217,182291,450.0762257199999,6.352185462355614,,
,,,0.001,,185000,-55.014186149597165,184291,,5.61399362719059,876.370526423119,1000.0
248,906.51,149,0.001,1251,187309,-54.31620263671875,186291,510.58370027999996,5.472995844125748,,
,,,0.001,,190000,-53.64793618774414,189291,,4.623658932089805,756.4530259855092,1000.0
252,942.45,149,0.001,1279,191309,-53.23376434326172,190291,542.8666935900001,4.32256476855278,,
,,,0.001,,195000,-52.36585498809814,194291,,3.9140134950280188,792.0355494797229,1000.0
256,966.83,148,,1312,195309,,,589.85637847,,,
260,980.62,149,0.001,1337,199309,-51.56906147003174,198291,636.24347339,3.5552537994384767,,
,,,0.001,,200000,-51.34759350585937,199291,,3.543847271323204,591.1072607091628,1000.0
264,981.8,148,0.001,1367,203309,-50.670127349853516,202291,678.1581569500001,3.26225561273098,,
,,,0.001,,205000,-50.48629768371582,204291,,3.0583652678728104,783.8759888477623,1000.0
268,991.96,148,0.001,1396,207309,-50.17568614196777,206291,702.8951631300001,2.9852662909030916,,
,,,0.001,,210000,-50.053615867614745,209291,,2.5885549990832804,820.8287127494812,1000.0
272,991.96,148,0.001,1424,211309,-49.95394045257569,210291,718.7593858200001,2.637139859735966,,
,,,0.001,,215000,-49.612473960876464,214291,,2.463810253381729,817.8004982471466,1000.0
276,996.7,148,,1452,215309,,,732.2680576500002,,,
280,996.7,148,0.001,1477,219309,-49.82738819885254,218291,736.9053331800002,2.428936280250549,,
,,,0.001,,220000,-49.93915375518799,219291,,2.249794928818941,746.8678346455097,1000.0
284,996.7,148,0.001,1506,223309,-49.973674949645996,222291,744.8445681700001,2.2147827030420304,,
,,,0.001,,225000,-50.18220541381836,224291,,2.1142014555335047,823.5609260499477,1000.0
288,996.7,148,0.001,1535,227309,-50.243625694274904,226291,750.8694431,1.9806749311089515,,
,,,0.001,,230000,-50.40828663635254,229291,,1.937253779888153,883.9154996395112,1000.0
292,996.7,147,0.001,1564,231309,-50.54293600463867,230291,757.0884811199999,1.8460201961696148,,
,,,0.001,,235000,-50.6581782913208,234291,,1.6854002914428712,857.316378557682,1000.0
296,996.7,147,,1592,235309,,,759.09900098,,,
300,996.7,148,0.001,1615,239309,-50.92031731414795,238291,763.11328016,1.5656212572157382,,
,,,0.001,,240000,-51.041215522766116,239291,,1.5537507875859737,916.3015699744225,1000.0
304,996.7,148,0.001,1643,243309,-51.38478134918213,242291,766.9099750199999,1.455288181424141,,
,,,0.001,,245000,-51.50272356414795,244291,,1.463740013718605,878.2181420683861,1000.0
308,997.06,147,0.001,1671,247309,-51.555947074890135,246291,775.3269853899999,1.3605751184672117,,
,,,0.001,,250000,-51.93458185577393,249291,,1.3796230654120445,841.7099255940877,1000.0
312,997.06,147,0.001,1700,251309,-51.91670955657959,250291,779.3521667000001,1.4831930719912052,,
,,,0.001,,255000,-51.975073738098146,254291,,1.374267667889595,851.0997304528952,1000.0
316,997.06,147,,1730,255309,,,781.00679101,,,
320,997.06,148,0.001,1751,259309,-51.91199423217773,258291,785.70539698,1.3466728400886059,,
,,,0.001,,260000,-52.074695236206054,259291,,1.266350183904171,854.3612046301365,1000.0
324,997.06,148,0.001,1778,263309,-52.12264061737061,262291,791.9204499900001,1.2897550539970397,,
,,,0.001,,265000,-52.39630923461914,264291,,1.2046349981576205,814.5446231782437,1000.0
328,997.06,148,0.001,1805,267309,-52.518091102600096,266291,797.47139376,1.285428458750248,,
,,,0.001,,270000,-52.89037799835205,269291,,1.3269872631430626,868.7059564769268,1000.0
332,997.06,147,0.001,1833,271309,-52.96644966888428,270291,802.38569162,1.3465743922889233,,
,,,0.001,,275000,-53.35591284942627,274291,,1.4696055957078933,816.4009472548962,1000.0
336,1000.0,147,,1861,275309,,,811.20414149,,,
340,1000.0,148,0.001,1880,279309,-53.751131370544435,278291,813.5121466400001,1.592991312623024,,
,,,0.001,,280000,-53.90169068908691,279291,,1.7018965029120445,862.3560240477324,1000.0
344,1000.0,148,0.001,1910,283309,-54.359204231262204,282291,816.62909342,1.6953981843590737,,
,,,0.001,,285000,-54.65379975128174,284291,,1.751244777560234,689.9297115504742,1000.0
348,1000.0,148,0.001,1937,287309,-54.8753694229126,286291,813.9740729499999,1.8250324141383172,,
,,,0.001,,290000,-55.32734427642822,289291,,2.115839495867491,871.9017175704241,1000.0
352,1000.0,148,0.001,1965,291309,-55.09672198486328,290291,817.4783893,2.132250237941742,,
,,,0.001,,295000,-54.65550846099853,294291,,2.2264987838864325,827.6192516446114,1000.0
356,1000.0,148,,1993,295309,,,819.8724936499998,,,
360,1000.0,148,0.001,2012,299309,-54.27726237487793,298291,820.1242569599999,2.269454055547714,,
,,,0.001,,300000,-54.14316041564941,299291,,2.159059099853039,862.9911285296082,1000.0
364,1000.0,148,0.001,2039,303309,-53.76118563842773,302291,825.99897285,2.1207368212938307,,
,,,0.001,,305000,-54.01590172576904,304291,,2.0110688221454622,755.7259084567428,1000.0
368,1000.0,148,0.001,2066,307309,-54.11910498046875,306291,828.3936946299998,1.9571641199588776,,
,,,0.001,,310000,-54.442890396118166,309291,,1.8845193033814431,733.6073145478964,1000.0
372,1000.0,148,0.001,2098,311309,-54.43349385070801,310291,826.9496319499999,1.8920657889544963,,
,,,0.001,,315000,-54.64971035766602,314291,,2.1500514498949053,782.6852769270539,1000.0
376,1000.0,148,,2129,315309,,,822.6828330100002,,,
380,1000.0,148,0.001,2154,319309,-54.71894464874268,318291,826.04185673,2.1378862101733684,,
,,,0.001,,320000,-54.536734741210935,319291,,2.064115657299757,801.9172546738416,1000.0
384,1000.0,148,0.001,2181,323309,-54.69864464569092,322291,828.39340744,1.885338294863701,,
,,,0.001,,325000,-54.85702054595947,324291,,1.864778576105833,800.6757434472441,1000.0
388,1000.0,148,0.001,2211,327309,-54.97509503936767,326291,825.2661503,1.9223139398694038,,
,,,0.001,,330000,-54.834249298095706,329291,,1.7243402165472508,815.7091463714838,1000.0
392,1000.0,147,0.001,2239,331309,-54.95474351501465,330291,822.2347390400001,1.7153918955028058,,
,,,0.001,,335000,-55.280195808410646,334291,,1.5385643503665924,884.0627197474241,1000.0
396,1000.0,147,,2266,335309,,,822.03961876,,,
400,1000.0,148,0.001,2288,339309,-55.83225094604492,338291,820.1604241699997,1.5593955467641354,,
,,,0.001,,340000,-55.88395684814453,339291,,1.5440084101706744,846.6096581995487,1000.0
404,1000.0,148,0.001,2315,343309,-56.4617585067749,342291,818.0698028,1.6746728205680848,,
,,,0.001,,345000,-56.47924950408935,344291,,1.468654171705246,849.971442207694,1000.0
408,1000.0,148,0.001,2344,347309,-56.79763642883301,346291,817.4400756299999,1.4991660999059677,,
,,,0.001,,350000,-57.01279264831543,349291,,1.4930102074742317,909.1772105418146,1000.0
412,1000.0,147,0.001,2374,351309,-56.88728076171875,350291,818.6293749999999,1.4486300762295723,,
,,,0.001,,355000,-57.322303840637204,354291,,1.4474066583514213,820.2414347708225,1000.0
416,1000.0,147,,2402,355309,,,821.2762553000002,,,
420,1000.0,148,0.001,2421,359309,-57.54239878082275,358291,823.46660726,1.3619836676716806,,
,,,0.001,,360000,-57.65689357757569,359291,,1.3613225391209125,857.4347889319063,1000.0
424,1000.0,148,0.001,2449,363309,-57.806290733337406,362291,824.84881207,1.2578099616914988,,
,,,0.001,,365000,-57.79395701599121,364291,,1.3325146789997817,843.1417334377766,1000.0
428,1000.0,148,0.001,2475,367309,-57.61981448364258,366291,825.8248621100003,1.188980815216899,,
,,,0.001,,370000,-57.71422871398926,369291,,1.1673656374812127,892.7802269876004,1000.0
432,1000.0,148,0.001,2503,371309,-57.64318686676025,370291,828.2557452200001,1.205089314043522,,
,,,0.001,,375000,-57.44924574279785,374291,,0.9749139373451471,865.8402923792601,1000.0
436,1000.0,147,,2536,375309,,,828.39368599,,,
440,1000.0,148,0.001,2557,379309,-57.22342839050293,378291,830.12566253,0.9797347152680158,,
,,,0.001,,380000,-57.35237510681152,379291,,0.9719856327176094,869.7118948042393,1000.0
444,1000.0,148,0.001,2586,383309,-57.37589728546143,382291,834.6739119200001,0.9247461162358522,,
,,,0.001,,385000,-57.36775824737549,384291,,0.9643722773939372,916.3233085811138,1000.0
448,1000.0,148,0.001,2615,387309,-57.3122629776001,386291,839.58179577,0.9322907527387142,,
,,,0.001,,390000,-57.46931555175781,389291,,0.8738256655037403,887.6979259669781,1000.0
452,1000.0,147,0.001,2647,391309,-57.30626397705078,390291,841.9356685800002,0.9120946503579617,,
,,,0.001,,395000,-57.44561039733887,394291,,0.8459281813651324,904.6392601251603,1000.0
456,1000.0,147,,2677,395309,,,845.4566627099999,,,
460,1000.0,148,0.001,2698,399309,-57.396770057678225,398291,850.17046455,0.8129699495434761,,
,,,0.001,,400000,-57.492632347106934,399291,,0.812762163490057,905.3629229068756,1000.0
464,1000.0,148,0.001,2724,403309,-57.559215301513674,402291,852.3585005700002,0.8045778400450945,,
,,,0.001,,405000,-57.5142279586792,404291,,0.9362803744524717,799.0766456186772,1000.0
468,1000.0,147,0.001,2752,407309,-57.542539352416995,406291,853.3936259400001,0.8202686342447996,,
,,,0.001,,410000,-57.60090184783935,409291,,0.8513497304171324,880.627518299222,1000.0
472,1000.0,147,0.001,2781,411309,-57.63092104339599,410291,857.9599331400001,0.8211339235156775,,
,,,0.001,,415000,-57.647881156921386,414291,,0.8445796134918928,872.3023824870586,1000.0
476,1000.0,147,,2822,415309,,,862.9571752200001,,,
480,1000.0,146,0.001,2853,419309,-57.857217880249024,418291,866.0449732899999,0.8301250514090062,,
,,,0.001,,420000,-57.819174606323244,419291,,0.8073778749704361,909.8057384610177,1000.0
484,1000.0,145,0.001,2899,423309,-58.05284883880615,422291,868.1332064999999,0.8224769395887852,,
,,,0.001,,425000,-57.96478740692139,424291,,0.8336637906879186,919.7302223265172,1000.0
488,1000.0,144,0.001,2947,427309,-58.21582471466064,426291,873.8675299999999,0.7570800528675318,,
,,,0.001,,430000,-58.18790447998047,429291,,0.794569856159389,838.0662928760051,1000.0
492,1000.0,144,0.001,2995,431309,-58.26970906829834,430291,877.2312003899999,0.7700181621611119,,
,,,0.001,,435000,-58.36103070068359,434291,,0.7672575985044241,937.7102527618408,1000.0
496,1000.0,143,,3043,435309,,,880.4783992,,,
500,1000.0,142,0.001,3074,439309,-58.54736415100098,438291,882.9264474800001,0.72885646314919,,
,,,0.001,,440000,-58.70701176452637,439291,,0.674741237796843,907.3839361280203,1000.0
504,1000.0,141,0.001,3123,443309,-58.78196551513672,442291,885.61023692,0.679274492830038,,
,,,0.001,,445000,-58.888200454711914,444291,,0.7066692660301924,900.4504364848137,1000.0
508,1000.0,141,0.001,3168,447309,-58.903405548095705,446291,887.8276433900003,0.7036735228598118,,
,,,0.001,,450000,-59.146686805725096,449291,,0.7028993214517831,896.3843504071235,1000.0
512,1000.0,140,0.001,3214,451309,-59.134080322265625,450291,888.0301907500001,0.7638490425944329,,
,,,0.001,,455000,-59.20338444519043,454291,,0.7572164588868618,932.065016824007,1000.0
516,1000.0,139,,3261,455309,,,891.6945154900001,,,
520,1000.0,139,0.001,3292,459309,-59.12325894927979,458291,891.27681591,0.7280341861993075,,
,,,0.001,,460000,-59.198655822753906,459291,,0.7118822004050016,877.4512779355049,1000.0
524,1000.0,138,0.001,3338,463309,-59.34271189117432,462291,891.9015064499997,0.7394207865670324,,
,,,0.001,,465000,-59.48747162628174,464291,,0.5895714437291026,908.7283970713615,1000.0
528,1000.0,138,0.001,3385,467309,-59.41799343109131,466291,893.8502743599997,0.644736114397645,,
,,,0.001,,470000,-59.55448645019531,469291,,0.7005355924069882,910.3518004834652,1000.0
532,1000.0,137,0.001,3433,471309,-59.69999871063232,470291,894.9851066400001,0.6578486967012286,,
,,,0.001,,475000,-59.85592393493652,474291,,0.6782566350623965,900.5185875952244,1000.0
536,1000.0,136,,3479,475309,,,895.8412479699998,,,
540,1000.0,136,0.001,3510,479309,-60.050186195373534,478291,897.9926702900001,0.7768268729448319,,
,,,0.001,,480000,-60.0670876159668,479291,,0.7357628716006875,879.2116157144308,1000.0
544,1000.0,135,0.001,3555,483309,-60.286126258850096,482291,896.69076323,0.7188782563358546,,
,,,0.001,,485000,-60.35869093322754,484291,,0.6704116155356169,919.8936846911907,1000.0
548,1000.0,135,0.001,3602,487309,-60.30738098907471,486291,897.61512785,0.6935527935251593,,
,,,0.001,,490000,-60.62065697479248,489291,,0.6316184682697058,914.9199488699436,1000.0
552,1000.0,134,0.001,3648,491309,-60.491075996398926,490291,897.6327098599999,0.7209242786318064,,
,,,0.001,,495000,-60.822052207946776,494291,,0.6082045992091298,863.5910710394382,1000.0
556,1000.0,134,,3693,495309,,,898.0222729500002,,,
560,1000.0,134,0.001,3723,499309,-60.92811116027832,498291,898.35045126,0.5678150271475315,,
,,,0.001,,500000,-60.95832499694824,499291,,0.6388615958988667,815.5969881236554,1000.0
564,1000.0,133,0.001,3768,503309,-60.927484382629395,502291,897.74396348,0.6465992416962981,,
,,,0.001,,505000,-61.15881036376953,504291,,0.6172921114563942,888.4787440776824,1000.0
568,1000.0,133,0.001,3813,507309,-61.15947109985352,506291,900.4108703499999,0.6075825608223677,,
,,,0.001,,510000,-61.22635266876221,509291,,0.6148653091490268,903.9347287774086,1000.0
572,1000.0,132,0.001,3858,511309,-61.451246810913084,510291,901.6304652100001,0.6102877318933606,,
,,,0.001,,515000,-61.433473892211914,514291,,0.6253512682765723,895.1899345308542,1000.0
576,1000.0,132,,3902,515309,,,903.6114862000001,,,
580,1000.0,132,0.001,3932,519309,-61.259828254699705,518291,904.27449329,0.6480953575372695,,
,,,0.001,,520000,-61.376640625,519291,,0.6516873433291912,908.672979915142,1000.0
584,1000.0,131,0.001,3976,523309,-61.38923246765137,522291,903.1057531400002,0.6281118822842836,,
,,,0.001,,525000,-61.455701286315914,524291,,0.6213343234658242,919.0982506275177,1000.0
588,1000.0,131,0.001,4021,527309,-61.533714584350584,526291,903.6610658200001,0.5641218902021646,,
,,,0.001,,530000,-61.52735926055908,529291,,0.6175470605641603,916.9185326576232,1000.0
592,1000.0,130,0.001,4065,531309,-61.57054162597656,530291,904.9476279300001,0.6178609548360109,,
,,,0.001,,535000,-61.30049458312988,534291,,0.6168941852748394,895.855689316988,1000.0
596,1000.0,130,,4110,535309,,,904.77205208,,,
600,1000.0,130,0.001,4141,539309,-60.97993292236328,538291,905.17042473,0.7213202478736639,,
,,,0.001,,540000,-60.72832180786133,539291,,0.7235020288228988,903.132698559761,1000.0
604,1000.0,129,0.001,4187,543309,-60.239873710632324,542291,905.14657444,0.7686429928839207,,
,,,0.001,,545000,-60.266024070739746,544291,,0.7381537438929081,897.5888523876667,1000.0
608,1000.0,129,0.001,4232,547309,-60.33204376220703,546291,904.1067195499999,0.6720947674959898,,
,,,0.001,,550000,-60.63144528198242,549291,,0.7060274925082922,887.2167447626591,1000.0
612,1000.0,128,0.001,4279,551309,-60.748017578125,550291,902.75204715,0.636585888683796,,
,,,0.001,,555000,-61.15415260314941,554291,,0.7013629861921072,843.9025121107697,1000.0
616,1000.0,128,,4325,555309,,,898.9333379799999,,,
620,1000.0,128,0.001,4355,559309,-61.52845009613037,558291,895.3700829799999,0.855298337161541,,
,,,0.001,,560000,-61.65834519195557,559291,,0.8669323490262032,826.7883216977119,1000.0
624,1000.0,127,0.001,4401,563309,-61.82628025054932,562291,892.88522695,0.8647755314409733,,
,,,0.001,,565000,-62.06179781341553,564291,,0.8514813142716885,866.7992402970791,1000.0
628,1000.0,127,0.001,4448,567309,-62.16075695037842,566291,890.7973353300002,0.8236986697018146,,
,,,0.001,,570000,-62.283670455932615,569291,,1.1412857119739055,889.3213340520858,1000.0
632,1000.0,127,0.001,4494,571309,-62.40039101409912,570291,888.8165823600002,1.096469467446208,,
,,,0.001,,575000,-62.89525412750244,574291,,1.6616668374687433,887.1573474466801,1000.0
636,1000.0,126,,4540,575309,,,887.1983628900001,,,
640,1000.0,126,0.001,4571,579309,-63.69833235168457,578291,884.90965655,2.345377883464098,,
,,,0.001,,580000,-63.97538417053222,579291,,2.6621407568752766,871.7345399975777,1000.0
644,1000.0,126,0.001,4617,583309,-64.51383213806152,582291,884.7864821900001,3.1535906770527364,,
,,,0.001,,585000,-64.9981078567505,584291,,3.8000861471295355,896.0951339125634,1000.0
648,1000.0,125,0.001,4663,587309,-64.97736051940917,586291,882.4574582799999,4.023191599711776,,
,,,0.001,,590000,-65.26202553558349,589291,,4.436301391661167,900.695416110754,1000.0
652,1000.0,125,0.001,4708,591309,-65.46877780151367,590291,882.2478925199998,4.592389032930136,,
,,,0.001,,595000,-65.73687617492676,594291,,4.732089687913656,874.4484704822302,1000.0
656,1000.0,125,,4754,595309,,,880.8918773100002,,,
660,1000.0,125,0.001,4784,599309,-65.76353188323975,598291,874.7498241299999,5.545337469041348,,
,,,0.001,,600000,-66.02052132415771,599291,,6.097882429122925,636.5366357921041,1000.0
664,1000.0,124,0.001,4830,603309,-65.47374789428711,602291,864.64545335,7.560864924371242,,
,,,0.001,,605000,-65.29506986236572,604291,,7.509772665441036,381.62264558449385,1000.0
668,1000.0,124,0.001,4876,607309,-64.20259619140624,606291,848.3950091400001,7.449180419623851,,
,,,0.001,,610000,-63.74175928497314,609291,,8.259044289439917,713.8091496348381,1000.0
672,1000.0,124,0.001,4921,611309,-63.340561904907226,610291,836.74891036,7.585776956349611,,
,,,0.001,,615000,-62.11154906463623,614291,,7.607883362293244,667.7385353446007,1000.0
676,1000.0,123,,4966,615309,,,828.49137605,,,
680,1000.0,123,0.001,4997,619309,-60.86835846710205,618291,814.2920118400001,8.508795672059058,,
,,,0.001,,620000,-60.28821416473389,619291,,8.191547208189965,245.7668400627328,1000.0
684,1000.0,123,0.001,5044,623309,-58.25481964111328,622291,798.48856992,8.756076468110084,,
,,,0.001,,625000,-57.727764450073245,624291,,10.317733763992786,-32.26354149748513,1000.0
688,1000.0,123,0.001,5090,627309,-56.126888687133786,626291,774.27884689,11.39750575786829,,
,,,0.001,,630000,-54.722130493164066,629291,,14.376907367229462,140.57275098915017,1000.0
692,1000.0,122,0.001,5135,631309,-54.24560427093506,630291,740.29147486,13.37848446726799,,
,,,0.001,,635000,-52.916860290527346,634291,,15.546537131845952,359.57022338125097,924.5
696,1000.0,122,,5180,635309,,,722.03885246,,,
700,998.0,122,0.001,5210,639109,-51.906414848327636,638091,699.0030068199999,14.399209013283253,,
,,,0.001,,640000,-51.98351737976074,639091,,15.396480156898498,468.939466132666,902.4
704,998.0,122,0.001,5254,643109,-52.73687632751465,642091,676.73518951,14.401408827900887,,
,,,0.001,,645000,-53.45864387512207,644091,,12.800061107635498,240.46397300517418,1000.0
708,998.0,122,0.001,5299,647109,-53.58244639587402,646091,660.26572319,13.346434577226638,,
