time/total_timesteps,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
16,0,4,739,4.0,3.3761305000000004,,,,,,,,
36,0,8,731,4.5,3.698236625,,,,,,,,
53,0,12,730,4.416666666666667,3.5816974999999993,,,,,,,,
79,0,16,663,4.9375,3.8251568125,,,,,,,,
98,0,20,656,4.9,3.88590685,,,,,,,,
115,0,24,290,4.791666666666667,3.8040492083333333,0.0003,-0.07681290805339813,14,26.665151596069336,-11.952779769897461,0.9960772395133972,,
128,0,28,223,4.571428571428571,3.6099032857142856,0.0003,-0.156920924782753,27,26.950510025024414,-12.910934448242188,0.9921259880065918,,
154,0,32,170,4.8125,3.82252803125,0.0003,-0.3160112798213959,53,26.259788513183594,-13.465238571166992,0.9842591285705566,,
176,1,36,143,4.888888888888889,3.858097777777777,0.0003,-0.449567049741745,75,25.725196838378906,-14.25385570526123,0.9776766300201416,,
195,1,40,132,4.875,3.83673905,0.0003,-0.5679068565368652,94,26.747591018676758,-13.954988479614258,0.9720422029495239,,
213,1,44,124,4.840909090909091,3.8632235909090906,0.0003,-0.6801340579986572,112,25.279720306396484,-14.657764434814453,0.9667431116104126,,
236,2,48,114,4.916666666666667,3.9743982083333336,0.0003,-0.8134077787399292,135,17.3123779296875,-15.213262557983398,0.9600266218185425,,
262,2,52,109,5.038461538461538,4.036790711538462,0.0003,-0.9699205160140991,161,11.65059757232666,-15.45823860168457,0.9525122046470642,,
284,2,56,106,5.071428571428571,4.111026375,0.0003,-1.1083219051361084,183,10.72026252746582,-16.64082908630371,0.9462113976478577,,
310,3,60,102,5.166666666666667,4.239298299999999,0.0003,-1.257628083229065,209,5.837411403656006,-17.60760498046875,0.938835084438324,,
339,3,64,98,5.296875,4.44010303125,0.0003,-1.4292845726013184,238,4.420156002044678,-17.929576873779297,0.9307008385658264,,
356,3,68,96,5.235294117647059,4.385580941176471,0.0003,-1.5264701843261719,255,3.271923065185547,-18.321155548095703,0.9259691834449768,,
373,3,72,94,5.180555555555555,4.318265416666667,0.0003,-1.622680902481079,272,3.5814390182495117,-18.16724395751953,0.9212636947631836,,
404,4,76,92,5.315789473684211,4.344528565789474,0.0003,-1.803005576133728,303,3.5826635360717773,-19.429828643798828,0.9127557277679443,,
422,4,80,90,5.275,4.3035101125,0.0003,-1.9139162302017212,321,3.243039131164551,-18.62868309020996,0.9078561067581177,,
445,5,84,88,5.2976190476190474,4.258695464285714,0.0003,-2.062669277191162,344,2.379725456237793,-19.636035919189453,0.9016305804252625,,
470,5,88,87,5.340909090909091,4.251151965909091,0.0003,-2.198747396469116,369,4.122203826904297,-19.69759750366211,0.8949055075645447,,
492,5,92,86,5.3478260869565215,4.277138097826088,0.0003,-2.3517282009124756,391,3.602067232131958,-20.585174560546875,0.8890314698219299,,
510,5,96,85,5.3125,4.246162729166667,0.0003,-2.4352810382843018,409,4.648749828338623,-20.532377243041992,0.8842521905899048,,
536,6,100,84,5.36,4.26710811,0.0003,-2.5905513763427734,435,3.881490707397461,-20.958911895751953,0.8774054646492004,,
558,6,104,83,5.42,4.27140116,0.0003,-2.709078788757324,457,3.342655897140503,-20.903884887695312,0.8716458678245544,,
576,6,108,83,5.4,4.2474286,0.0003,-2.829974889755249,475,3.618434429168701,-20.790510177612305,0.866966724395752,,
603,7,112,82,5.5,4.36609364,0.0003,-2.9828715324401855,502,5.132811546325684,-20.173851013183594,0.8599966168403625,,
623,7,116,82,5.44,4.34749868,0.0003,-3.1195149421691895,522,5.899415493011475,-20.614826202392578,0.8548654317855835,,
649,7,120,81,5.51,4.3706111199999995,0.0003,-3.248840808868408,548,5.173565864562988,-20.770339965820312,0.848240315914154,,
668,8,124,81,5.53,4.38517589,0.0003,-3.377946615219116,567,4.69759464263916,-20.547243118286133,0.8434277176856995,,
685,8,128,81,5.57,4.40694939,0.0003,-3.4867119789123535,584,4.076164722442627,-20.97442626953125,0.8391445875167847,,
711,8,132,80,5.57,4.42074944,0.0003,-3.582770824432373,610,4.60086727142334,-21.567752838134766,0.8326402902603149,,
736,9,136,80,5.6,4.51843974,0.0003,-3.7447006702423096,635,3.5873470306396484,-21.811416625976562,0.8264480233192444,,
763,9,140,80,5.68,4.56895161,0.0003,-3.9392528533935547,662,4.01310920715332,-22.711210250854492,0.8198147416114807,,
778,9,144,80,5.65,4.5122172,0.0003,-3.9998016357421875,677,3.891976833343506,-21.88945770263672,0.816149890422821,,
811,10,148,79,5.75,4.6026923900000005,0.0003,-4.195738315582275,710,4.680388450622559,-20.680646896362305,0.8081461191177368,,
834,10,152,79,5.72,4.630207760000001,0.0003,-4.3509416580200195,733,6.989758014678955,-21.401613235473633,0.8026184439659119,,
859,10,156,78,5.75,4.65937808,0.0003,-4.482690811157227,758,3.7668848037719727,-21.347944259643555,0.7966529130935669,,
878,11,160,78,5.68,4.57965373,0.0003,-4.591817378997803,777,3.8887500762939453,-21.129302978515625,0.7921546101570129,,
895,11,164,78,5.56,4.40438604,0.0003,-4.683206558227539,794,5.644316673278809,-20.934267044067383,0.7881460785865784,,
920,11,168,78,5.64,4.48343243,0.0003,-4.83215856552124,819,6.152284622192383,-21.07718276977539,0.7823007702827454,,
936,12,172,77,5.63,4.4731883,0.0003,-4.91416072845459,835,6.425128936767578,-21.6708927154541,0.7785871028900146,,
953,12,176,77,5.49,4.42674019,0.0003,-4.9688005447387695,852,5.347301006317139,-22.096906661987305,0.7746644616127014,,
975,12,180,77,5.53,4.4320955,0.0003,-5.114833831787109,874,5.6954498291015625,-21.442481994628906,0.7696161866188049,,
996,12,184,77,5.51,4.44743604,0.0003,-5.24442195892334,895,5.456868648529053,-21.64722442626953,0.7648261785507202,,
1013,13,188,77,5.43,4.409044580000001,0.0003,-5.352753639221191,912,6.000830173492432,-21.169382095336914,0.7609695196151733,,
1038,13,192,76,5.46,4.39801969,0.0003,-5.52131462097168,937,5.581821441650391,-20.62187957763672,0.7553296089172363,,
1067,13,196,76,5.57,4.41989494,0.0003,-5.690959453582764,966,6.69888973236084,-21.863758087158203,0.748843789100647,,
1084,14,200,76,5.48,4.37213292,0.0003,-5.717944145202637,983,7.379088401794434,-21.773571014404297,0.745071530342102,,
1100,14,204,76,5.42,4.35058092,0.0003,-5.870303153991699,999,7.213192939758301,-20.752235412597656,0.7415448427200317,,
1118,14,208,76,5.42,4.35141458,0.0003,-5.998237609863281,1017,6.431307792663574,-21.245285034179688,0.7375908493995667,,
1139,14,212,76,5.36,4.248803329999999,0.0003,-6.035594940185547,1038,7.683922290802002,-21.850833892822266,0.7329907417297363,,
1161,15,216,76,5.38,4.2486337800000005,0.0003,-6.174149990081787,1060,7.3842973709106445,-21.19412612915039,0.7282063364982605,,
1177,15,220,75,5.28,4.184573970000001,0.0003,-6.328360080718994,1076,9.118520736694336,-20.929014205932617,0.7247447371482849,,
1203,15,224,75,5.35,4.25901137,0.0003,-6.497453212738037,1102,7.777000904083252,-21.461055755615234,0.7191483378410339,,
1236,16,228,75,5.51,4.46612224,0.0003,-6.651527404785156,1135,9.55567741394043,-20.913299560546875,0.7120884656906128,,
1258,16,232,75,5.47,4.35001796,0.0003,-6.847988605499268,1157,6.283784866333008,-21.449504852294922,0.7074242830276489,,
1276,16,236,75,5.4,4.238071819999999,0.0003,-6.928417682647705,1175,11.63446044921875,-20.279071807861328,0.7036265730857849,,
1296,17,240,75,5.33,4.21462923,0.0003,-6.978250503540039,1195,11.128578186035156,-20.11119842529297,0.6994365453720093,,
1312,17,244,75,5.34,4.2449183900000005,0.0003,-7.10872745513916,1211,9.722415924072266,-20.44754409790039,0.6961039900779724,,
1330,17,248,75,5.19,4.079408760000001,0.0003,-7.179589748382568,1229,10.474123001098633,-20.29819107055664,0.6923808455467224,,
1361,18,252,74,5.27,4.19474588,0.0003,-7.37361478805542,1260,8.282193183898926,-22.03862762451172,0.6860166192054749,,
1381,18,256,74,5.22,4.10256266,0.0003,-7.441066741943359,1280,9.562995910644531,-19.866010665893555,0.681945264339447,,
1402,18,260,74,5.24,4.11012827,0.0003,-7.576105117797852,1301,7.534019470214844,-20.011016845703125,0.6776991486549377,,
1424,19,264,74,5.29,4.179133650000001,0.0003,-7.73205041885376,1323,11.82051944732666,-19.816312789916992,0.6732863187789917,,
1444,19,268,74,5.24,4.15037036,0.0003,-7.833683490753174,1343,10.626453399658203,-20.887611389160156,0.6693028211593628,,
1466,19,272,74,5.3,4.23628305,0.0003,-7.918106555938721,1365,10.146684646606445,-19.69282341003418,0.6649492383003235,,
1483,20,276,73,5.3,4.21066416,0.0003,-8.055272102355957,1382,11.717889785766602,-20.366544723510742,0.6616036891937256,,
1505,20,280,73,5.3,4.27276003,0.0003,-8.115789413452148,1404,14.051774024963379,-19.16378402709961,0.6572953462600708,,
1522,20,284,73,5.26,4.24399286,0.0003,-8.292268753051758,1421,8.541053771972656,-18.4320125579834,0.6539929509162903,,
1542,20,288,73,5.29,4.28359426,0.0003,-8.34894847869873,1441,11.756564140319824,-19.79389190673828,0.6501302123069763,,
1564,21,292,73,5.26,4.27602673,0.0003,-8.518346786499023,1463,9.341291427612305,-20.63308334350586,0.645902156829834,,
1584,21,296,73,5.17,4.262966090000001,0.0003,-8.565659523010254,1483,11.37446117401123,-18.990234375,0.6420788764953613,,
1614,22,300,73,5.3,4.33761857,0.0003,-8.813873291015625,1513,10.338476181030273,-17.535009384155273,0.6363937258720398,,
1630,22,304,73,5.3,4.335912479999999,0.0003,-8.877182006835938,1529,15.269109725952148,-21.14785385131836,0.6333801746368408,,
1654,22,308,73,5.36,4.33198148,0.0003,-8.990828514099121,1553,10.208242416381836,-18.3680477142334,0.6288875341415405,,
1674,22,312,73,5.35,4.34127579,0.0003,-9.009492874145508,1573,13.803739547729492,-19.821239471435547,0.6251755952835083,,
1695,23,316,73,5.34,4.33771005,0.0003,-9.15717887878418,1594,10.643027305603027,-18.362499237060547,0.6213154196739197,,
1718,23,320,73,5.41,4.37651037,0.0003,-9.244958877563477,1617,17.57919692993164,-18.83203125,0.6171135902404785,,
1745,23,324,72,5.42,4.3228211000000005,0.0003,-9.356889724731445,1644,10.074727058410645,-18.360877990722656,0.6122342944145203,,
1765,24,328,72,5.29,4.14692007,0.0003,-9.46291732788086,1664,13.94420051574707,-19.240257263183594,0.6086562871932983,,
1785,24,332,72,5.27,4.19289198,0.0003,-9.564380645751953,1684,11.874565124511719,-18.45688247680664,0.6050997376441956,,
