time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
53248,26,315,213.18542596000003,45.92,168,0.0003,0.020371076,250,0.9797162413597107,0.2,-23.77870357632637,628.0545654296875,0.1888671875,0.47699064016342163,1290.297559928894,-0.060525867383694275,,
55000,,,,,,0.0003,0.014693959,260,0.9788653254508972,0.2,-23.759777754545212,376.1676940917969,0.12421875,0.428384006023407,1201.931583595276,-0.04932919584680349,52.15,259.66442968928607
55296,27,312,216.82025235,46.03,176,,,,,,,,,,,,,
57344,28,314,223.45259979,47.26,182,0.0003,0.019274022,270,0.9770914912223816,0.2,-23.731563436985017,610.599609375,0.18525390625,0.5144566595554352,1183.937175178528,-0.05647307008330245,,
59392,29,316,229.23285358,49.04,187,0.0003,0.020307736,280,0.9773039221763611,0.2,-23.722514182329178,577.4411010742188,0.17119140625,0.5284747779369354,1175.4912912368775,-0.05697400220378768,,
60000,,,,,,0.0003,0.02049806,290,0.9772834777832031,0.2,-23.723167902231218,401.4203796386719,0.17666015625,0.5034786462783813,1093.1855792999268,-0.05692178313038312,57.95,293.97338265776636
61440,30,314,243.40278548000003,51.91,195,,,,,,,,,,,,,
63488,31,315,244.56238478,52.4,201,0.0003,0.01782237,300,0.9762750267982483,0.2,-23.713631385564803,761.6105346679688,0.155224609375,0.507167637348175,1364.8856393814087,-0.05210724375210703,,
65000,,,,,,0.0003,0.016711175,310,0.9752442836761475,0.2,-23.696941238641738,513.2101440429688,0.141357421875,0.493846595287323,1101.147437477112,-0.050551678595365954,64.35,325.1276458069682
65536,32,313,251.73814869,53.55,209,,,,,,,,,,,,,
67584,33,313,272.80323001,58.05,215,0.0003,0.017722853,320,0.975147008895874,0.2,-23.68696520328522,628.9560546875,0.14384765625,0.5777532756328583,1204.4898410797118,-0.04812716937158257,,
69632,34,314,278.26525238,59.26,221,0.0003,0.01750024,330,0.9742542505264282,0.2,-23.67617458701134,583.008544921875,0.13671875,0.5508128106594086,1455.824875640869,-0.04968484671262559,,
70000,,,,,,0.0003,0.019788813,340,0.9742043614387512,0.2,-23.666471934318544,520.0800170898438,0.180615234375,0.511859804391861,1168.2823833465577,-0.05251212897128425,66.9,337.2046948488802
71680,35,313,281.54156823,59.8,228,,,,,,,,,,,,,
73728,36,314,259.96838214,55.42,234,0.0003,0.018855643,350,0.9743671417236328,0.2,-23.665023982524872,475.6008605957031,0.151416015625,0.6084963977336884,1077.2927787780761,-0.05154306701733731,,
75000,,,,,,0.0003,0.015198713,360,0.9740662574768066,0.2,-23.667975014448167,511.7196350097656,0.121240234375,0.5528814494609833,1025.8629396438598,-0.04578992288152221,65.8,328.602355927974
75776,37,312,269.9612121199999,57.65,242,,,,,,,,,,,,,
77824,38,311,273.1401690999999,58.75,249,0.0003,0.016030088,370,0.9748606085777283,0.2,-23.67307202219963,448.57696533203125,0.128271484375,0.5984576344490051,998.3068765640259,-0.04796463700477034,,
79872,39,311,284.55382311,60.53,256,0.0003,0.015945002,380,0.9745765924453735,0.2,-23.67672547698021,503.11944580078125,0.13525390625,0.5789243876934052,1155.3463428497314,-0.04862314439669717,,
80000,,,,,,0.0003,0.017715644,390,0.9733067750930786,0.2,-23.665022963285445,446.50872802734375,0.14189453125,0.6343680024147034,934.0154434204102,-0.052434205483586994,64.35,322.3239717427641
81920,40,310,284.49884577,59.76,264,,,,,,,,,,,,,
83968,41,311,287.6448786,60.41,269,0.0003,0.017038908,400,0.973532497882843,0.2,-23.653809309005737,433.6607360839844,0.12451171875,0.6632375419139862,954.8946796417237,-0.046017422358272594,,
85000,,,,,,0.0003,0.017195826,410,0.9729706048965454,0.2,-23.64934777021408,345.3078308105469,0.142919921875,0.6695798337459564,875.9510139465332,-0.05065059552434832,63.1,313.04093859642745
86016,42,308,293.19457384,62.11,278,,,,,,,,,,,,,
88064,43,308,289.44748833,61.9,285,0.0003,0.012788174,420,0.9725499749183655,0.2,-23.63981224298477,356.57403564453125,0.105224609375,0.6227153241634369,1030.231901550293,-0.04282209746306762,,
90000,,,,,,0.0003,0.017180424,430,0.972082257270813,0.2,-23.633646953105927,325.9637756347656,0.128564453125,0.661350280046463,817.4484526634217,-0.046109464287292214,70.35,350.44126264061777
90112,44,304,279.66781195,59.52,295,,,,,,,,,,,,,
92160,45,303,280.42289995,59.51,303,0.0003,0.013870608,440,0.972333550453186,0.2,-23.6306869328022,381.7219543457031,0.11630859375,0.6978326141834259,807.1724849700928,-0.045255592005560175,,
94208,46,304,298.0845191,62.48,309,0.0003,0.013171761,450,0.9728469848632812,0.2,-23.63929564356804,427.7102966308594,0.116845703125,0.6419663727283478,952.999077987671,-0.04396724955586251,,
95000,,,,,,0.0003,0.016568683,460,0.973170816898346,0.2,-23.64425184726715,286.3077392578125,0.1337890625,0.6926813125610352,727.8356595039368,-0.04572934557218104,62.8,312.75773778110744
96256,47,304,309.78696152,65.15,316,,,,,,,,,,,,,
98304,48,304,317.34568119000005,66.46,322,0.0003,0.018179558,470,0.9729466438293457,0.2,-23.64364374279976,285.2663269042969,0.15087890625,0.7174889147281647,770.8763689041137,-0.048499628764693624,,
100000,,,,,,0.0003,0.016908795,480,0.9706708192825317,0.2,-23.624130272865294,339.0323486328125,0.133935546875,0.7451121807098389,754.0397773742676,-0.04662206167995464,65.55,335.78130372315644
100352,49,302,304.91092745,63.82,331,,,,,,,,,,,,,
102400,50,302,311.21631032,65.05,338,0.0003,0.0152032655,490,0.9700232148170471,0.2,-23.594772547483444,313.4180908203125,0.12548828125,0.7278194725513458,741.9955355644227,-0.043373523160698826,,
104448,51,302,291.49490906999995,60.66,345,0.0003,0.014877073,500,0.9687439203262329,0.2,-23.580568903684615,256.20306396484375,0.1125,0.7370520532131195,697.5925765037537,-0.0436805081932107,,
105000,,,,,,0.0003,0.015138944,510,0.9677478671073914,0.2,-23.559121966362,254.960693359375,0.117041015625,0.7285590469837189,678.4192724227905,-0.045059035989106634,73.9,372.15083734169605
106496,52,301,298.58429257999995,62.27,353,,,,,,,,,,,,,
108544,53,302,290.89977574999995,60.95,358,0.0003,0.013798928,520,0.9680572748184204,0.2,-23.552884274721144,156.91905212402344,0.104931640625,0.7191415429115295,715.4481503486634,-0.04066571228031535,,
110000,,,,,,0.0003,0.015487645,530,0.9676522612571716,0.2,-23.55329633951187,237.27603149414062,0.115380859375,0.7851149290800095,548.3729213714599,-0.04488217357429676,68.3,339.7554560035467
110592,54,300,302.52633913,63.7,367,,,,,,,,,,,,,
112640,55,300,311.62025328,65.21,374,0.0003,0.01445111,540,0.967142641544342,0.2,-23.54525672197342,217.31729125976562,0.11416015625,0.7439742684364319,629.4609696388245,-0.04131604082213016,,
114688,56,301,316.18119833000003,66.01,380,0.0003,0.016395552,550,0.9662536382675171,0.2,-23.532866883277894,305.97064208984375,0.1259765625,0.7450454831123352,696.150984954834,-0.044431072479346766,,
115000,,,,,,0.0003,0.014283031,560,0.9665866494178772,0.2,-23.52588136792183,132.58326721191406,0.114697265625,0.7598826736211777,540.24249792099,-0.04034712913853582,76.1,382.82613046243785
116736,57,299,324.09764543,67.32,390,,,,,,,,,,,,,
118784,58,300,328.1057922400001,68.25,395,0.0003,0.015505642,570,0.9667403101921082,0.2,-23.530137503147124,170.40142822265625,0.124462890625,0.7799329906702042,667.5467515945435,-0.04336634115315974,,
120000,,,,,,0.0003,0.01462796,580,0.96617192029953,0.2,-23.527873235940934,253.6959991455078,0.1115234375,0.7511640936136246,620.6668174266815,-0.04321526383864693,86.7,439.00388652668335
120832,59,296,324.73387390000005,67.44,407,,,,,,,,,,,,,
122880,60,294,316.96471348999995,65.79,417,0.0003,0.015330231,590,0.9668917059898376,0.2,-23.5282280087471,228.95851135253906,0.11748046875,0.7917899936437607,543.9751120567322,-0.04037849465967156,,
124928,61,292,308.73403670999994,64.05,427,0.0003,0.01597352,600,0.966179370880127,0.2,-23.52715985774994,251.04977416992188,0.132421875,0.8127778470516205,546.3876647949219,-0.04158549709827639,,
125000,,,,,,0.0003,0.015770003,610,0.9640036225318909,0.2,-23.50293897986412,233.92662048339844,0.11328125,0.7890235632658005,533.5718427181243,-0.04108996868308168,93.05,460.4821826890111
126976,62,288,310.94789935000006,64.71,440,,,,,,,,,,,,,
129024,63,288,315.18229147,65.93,446,0.0003,0.014387092,620,0.9628177881240845,0.2,-23.471792232990264,161.96400451660156,0.113525390625,0.8247389942407608,502.2119533538818,-0.04060425894567743,,
130000,,,,,,0.0003,0.012992242,630,0.9627752900123596,0.2,-23.4613167822361,304.1072998046875,0.09697265625,0.7830654382705688,677.2782877922058,-0.03659681115823332,104.4,505.41068989932535
131072,64,287,317.08837532999996,66.61,456,,,,,,,,,,,,,
133120,65,283,324.64520325,68.27,468,0.0003,0.014992309,640,0.9618402123451233,0.2,-23.451723873615265,227.73699951171875,0.1091796875,0.8064569234848022,553.3363894462585,-0.039176983933430165,,
135000,,,,,,0.0003,0.013546817,650,0.9617266058921814,0.2,-23.44138323068619,287.309814453125,0.10400390625,0.8047196716070175,597.1888339996337,-0.039945800713030624,66.0,330.2062324816361
135168,66,278,320.61286805,66.93,485,,,,,,,,,,,,,
137216,67,276,323.84950758,67.54,495,0.0003,0.014594783,660,0.9608702063560486,0.2,-23.43276152610779,153.02908325195312,0.11513671875,0.8211122304201126,454.904825592041,-0.03989997664175462,,
139264,68,275,312.25952115,65.16,506,0.0003,0.01866636,670,0.9607931971549988,0.2,-23.426305454969405,131.5826873779297,0.13916015625,0.8368445187807083,390.522153711319,-0.044254314071440606,,
140000,,,,,,0.0003,0.015405128,680,0.9604062438011169,0.2,-23.42053165435791,328.47100830078125,0.12841796875,0.8395178616046906,484.12085790634154,-0.04334724757063668,77.7,377.7911837846972
141312,69,272,320.01007898,66.78,518,,,,,,,,,,,,,
143360,70,272,332.9755344799999,69.96,527,0.0003,0.014844999,690,0.9606805443763733,0.2,-23.41790164113045,175.90321350097656,0.111572265625,0.838623657822609,468.9729960918427,-0.04027200726268347,,
145000,,,,,,0.0003,0.015059458,700,0.9590194821357727,0.2,-23.407251197099686,182.75697326660156,0.112353515625,0.7876477241516113,534.0260172843933,-0.039281389478128405,62.2,304.0728600539616
145408,71,269,349.63843312000006,73.42,540,,,,,,,,,,,,,
147456,72,268,343.4645471199999,72.03,549,0.0003,0.011647174,710,0.9595345854759216,0.2,-23.39638794064522,203.7019805908203,0.0900390625,0.8056735545396805,529.678524684906,-0.03370949979289435,,
149504,73,267,338.66165443,70.91,559,0.0003,0.01284149,720,0.9599543213844299,0.2,-23.405038863420486,135.4687042236328,0.09013671875,0.8239609450101852,528.0063237667084,-0.03626347586978227,,
150000,,,,,,0.0003,0.012986096,730,0.9606821537017822,0.2,-23.41390284895897,192.49705505371094,0.0994140625,0.8306429088115692,519.8538753509522,-0.035025359236169604,57.3,279.3921420900151
151552,74,265,326.22442709,68.53,570,,,,,,,,,,,,,
153600,75,263,320.40073383999993,67.13,581,0.0003,0.0123470435,740,0.9605396389961243,0.2,-23.419151002168654,207.32456970214844,0.103369140625,0.8308447748422623,471.02467050552366,-0.03973302412778139,,
155000,,,,,,0.0003,0.0142008215,750,0.9592506289482117,0.2,-23.406293392181396,133.98533630371094,0.111474609375,0.8367576152086258,402.93509874343874,-0.03936748154228553,61.35,294.09917636588216
155648,76,252,328.7605165,69.22,615,,,,,,,,,,,,,
157696,77,246,324.93594204,68.49,638,0.0003,0.016002946,760,0.959209680557251,0.2,-23.393024623394012,153.32830810546875,0.115869140625,0.8644043356180191,388.3528720855713,-0.03880655892426148,,
159744,78,247,326.03507972000006,68.32,646,0.0003,0.013128593,770,0.9584320187568665,0.2,-23.386530619859695,137.98104858398438,0.090869140625,0.8482258915901184,410.7881993770599,-0.03519078171811998,,
160000,,,,,,0.0003,0.012094364,780,0.9585711359977722,0.2,-23.381400948762895,149.09201049804688,0.09453125,0.8459829986095428,417.8327867031097,-0.036488584757898936,72.65,359.36830100420923
161792,79,246,324.99255464000004,68.21,655,,,,,,,,,,,,,
163840,80,247,322.05382617,67.72,660,0.0003,0.015022174,790,0.9577832221984863,0.2,-23.37523552775383,123.8644790649414,0.114794921875,0.8808044344186783,329.7550443172455,-0.04009144992742222,,
165000,,,,,,0.0003,0.015435052,800,0.9577053189277649,0.2,-23.367417526245116,118.64244842529297,0.120703125,0.8840529769659042,355.8278654575348,-0.040402352844830604,74.15,377.8035095050931
165888,81,247,321.14617945000003,66.81,669,,,,,,,,,,,,,
167936,82,248,322.96616738999995,67.01,675,0.0003,0.015640745,810,0.9581354856491089,0.2,-23.368838626146317,91.04235076904297,0.1279296875,0.88815888017416,318.65195298194885,-0.041906009207014,,
169984,83,249,319.23872054,66.16,682,0.0003,0.014616767,820,0.9568219184875488,0.2,-23.361178535223008,71.26709747314453,0.111376953125,0.8602265119552612,337.94050936698915,-0.03896444475685712,,
170000,,,,,,0.0003,0.016200634,830,0.9561646580696106,0.2,-23.34344212412834,82.81055450439453,0.12451171875,0.8920567184686661,307.6371311664581,-0.04046352150326129,79.1,398.8242458083434
172032,84,248,317.79228872999994,65.73,692,,,,,,,,,,,,,
174080,85,249,309.04614312999996,64.32,698,0.0003,0.017136287,840,0.9564517736434937,0.2,-23.338035970926285,114.85072326660156,0.1388671875,0.8895658031105995,331.12069289684297,-0.04322521904250607,,
175000,,,,,,0.0003,0.016445387,850,0.9572179317474365,0.2,-23.34755591750145,164.61080932617188,0.11728515625,0.8771195411682129,328.05250306129454,-0.03765619465848431,72.7,361.6958837248385
176128,86,249,317.75461882,66.28,707,,,,,,,,,,,,,
178176,87,249,322.91426378,67.45,713,0.0003,0.016154882,860,0.9566165804862976,0.2,-23.34893844127655,127.2021484375,0.1146484375,0.8655870407819748,351.10493006706236,-0.03913038074970245,,
180000,,,,,,0.0003,0.014136274,870,0.9562408328056335,0.2,-23.337897235155104,201.6483154296875,0.101513671875,0.8545408695936203,444.20194697380066,-0.0378328116814373,67.1,326.1138493772596
180224,88,249,329.00280855999995,68.78,723,,,,,,,,,,,,,
182272,89,249,332.0187232800001,69.58,730,0.0003,0.015334388,880,0.9558823704719543,0.2,-23.332395535707473,105.0052719116211,0.11904296875,0.8783774748444557,396.2782524108887,-0.0409217993641505,,
184320,90,249,336.86224186,70.7,738,0.0003,0.01594907,890,0.9550764560699463,0.2,-23.320396119356154,133.41339111328125,0.10185546875,0.8444840759038925,429.82401552200315,-0.03688677253085189,,
185000,,,,,,0.0003,0.013811884,900,0.954897940158844,0.2,-23.312152779102327,127.24959564208984,0.10068359375,0.872384324669838,408.0334674835205,-0.03539428933290765,64.05,301.2043869240209
186368,91,249,342.65517789,71.33,747,,,,,,,,,,,,,
188416,92,249,348.23845123000007,72.55,753,0.0003,0.014069486,910,0.9552534818649292,0.2,-23.314268332719802,154.91769409179688,0.113720703125,0.8834075927734375,386.432115316391,-0.038612460576405286,,
190000,,,,,,0.0003,0.0139832115,920,0.9548221826553345,0.2,-23.313370019197464,132.95956420898438,0.093212890625,0.8753953650593758,433.3943417072296,-0.03599029091419652,71.05,341.41777274733175
190464,93,249,349.91728580999995,72.66,762,,,,,,,,,,,,,
192512,94,250,356.19169739000006,74.48,769,0.0003,0.01348556,930,0.9548291563987732,0.2,-23.309276711940765,213.45266723632812,0.099365234375,0.8407539874315262,523.7985391616821,-0.03667037922132295,,
194560,95,250,350.03753790999997,73.46,776,0.0003,0.014735064,940,0.9543240666389465,0.2,-23.305162167549135,193.01397705078125,0.090673828125,0.8304683864116669,548.1389887809753,-0.032292443234473465,,
195000,,,,,,0.0003,0.0125300735,950,0.9541794061660767,0.2,-23.298948603868485,161.80125427246094,0.091796875,0.8433536440134048,490.9458620071411,-0.035309903556481004,78.7,387.63400882892313
196608,96,249,340.25549849000004,71.28,786,,,,,,,,,,,,,
198656,97,250,335.07894582,70.26,793,0.0003,0.0137315495,960,0.9537377953529358,0.2,-23.292648845911025,79.06446838378906,0.10185546875,0.8533380180597305,386.0359817504883,-0.034305860608583316,,
200000,,,,,,0.0003,0.015455413,970,0.9538313746452332,0.2,-23.290778827667236,86.76853942871094,0.12646484375,0.8655005693435669,332.48650670051575,-0.03815097992192022,69.65,341.2304532080889
200704,98,250,332.19475844,69.11,801,,,,,,,,,,,,,
202752,99,250,339.96278832,70.17,808,0.0003,0.015846204,980,0.95252925157547,0.2,-23.275765627622604,99.73751831054688,0.1373046875,0.8676784336566925,335.0758855342865,-0.0414990168705117,,
204800,100,251,337.85336678999994,69.64,814,0.0003,0.015243097,990,0.9527670741081238,0.2,-23.266103929281236,79.25325775146484,0.1267578125,0.8816980347037315,363.3834348201752,-0.04241828505764715,,
205000,,,,,,0.0003,0.014668486,1000,0.9520494937896729,0.2,-23.26305256485939,133.95729064941406,0.105810546875,0.8973110243678093,328.53656606674195,-0.03864113604649901,77.8,378.2401382915676
206848,101,251,335.42305616000004,69.13,823,,,,,,,,,,,,,
208896,102,251,353.74714593,73.2,830,0.0003,0.01675767,1010,0.9503293037414551,0.2,-23.24057906270027,130.27410888671875,0.12841796875,0.8924642875790596,313.6363914012909,-0.04099663907836657,,
210000,,,,,,0.0003,0.0152044445,1020,0.9495773315429688,0.2,-23.21814540028572,174.43011474609375,0.1060546875,0.8330614566802979,479.7283613204956,-0.0361005274564377,60.2,302.454116242379
210944,103,251,363.13878070000004,75.35,839,,,,,,,,,,,,,
212992,104,251,373.5151829199999,77.3,845,0.0003,0.014950336,1030,0.9496250152587891,0.2,-23.21124119758606,123.26791381835938,0.10771484375,0.8503744602203369,452.53585758209226,-0.0377273788646562,,
215000,,,,,,0.0003,0.013558524,1040,0.9491345882415771,0.2,-23.207284539937973,151.71109008789062,0.08740234375,0.8527687638998032,488.6044068336487,-0.03439427010307554,55.5,276.29437325503676
215040,105,251,366.4099464,75.94,854,,,,,,,,,,,,,
217088,106,252,347.30444216,71.4,861,0.0003,0.015254579,1050,0.94831782579422,0.2,-23.194958919286726,301.61358642578125,0.106201171875,0.8470722585916519,474.24814677238464,-0.03682458852708805,,
219136,107,252,340.51377871000005,69.68,868,0.0003,0.014466843,1060,0.9474590420722961,0.2,-23.181786048412324,229.1328887939453,0.100537109375,0.8717702329158783,466.84505262374876,-0.035445190864265896,,
220000,,,,,,0.0003,0.013961539,1070,0.9471278786659241,0.2,-23.16910199522972,173.65701293945312,0.089013671875,0.8572510480880737,409.96882553100585,-0.03292362846259493,60.35,274.13843961656096
221184,108,252,340.22747661,69.64,877,,,,,,,,,,,,,
223232,109,252,344.03705449999995,70.53,883,0.0003,0.014725227,1080,0.9471845030784607,0.2,-23.167941039800645,133.974609375,0.113916015625,0.8480594456195831,454.613951921463,-0.0364751432905905,,
225000,,,,,,0.0003,0.017559402,1090,0.9471968412399292,0.2,-23.16801098585129,120.41018676757812,0.12763671875,0.8730732351541519,403.0888038635254,-0.04080897671519779,55.0,265.3941385326907
225280,110,252,336.9983026899999,69.3,890,,,,,,,,,,,,,
227328,111,253,339.44696029999994,69.53,897,0.0003,0.0166841,1100,0.9471212029457092,0.2,-23.167420107126237,147.89649963378906,0.1330078125,0.8946446031332016,347.26076674461365,-0.0413769327045884,,
229376,112,253,335.00037369000006,68.72,903,0.0003,0.015707778,1110,0.9467483758926392,0.2,-23.162444442510605,136.8686981201172,0.117333984375,0.8817738741636276,397.8158314228058,-0.03816246909846086,,
230000,,,,,,0.0003,0.012504736,1120,0.9468623995780945,0.2,-23.160143876075743,130.73388671875,0.10146484375,0.879643015563488,391.44036107063295,-0.03422678572533187,58.4,288.82969977743926
231424,113,253,338.87424865,69.58,912,,,,,,,,,,,,,
233472,114,253,348.8213908200001,71.99,919,0.0003,0.012526616,1130,0.9467515349388123,0.2,-23.159460347890853,164.10182189941406,0.092919921875,0.8846765980124474,393.04134182929994,-0.03483718827483244,,
235000,,,,,,0.0003,0.011115665,1140,0.946950376033783,0.2,-23.160757678747178,195.16944885253906,0.081396484375,0.8640691339969635,516.2816520690918,-0.03376784602878615,54.25,255.37657510712742
235520,115,253,353.63800817000003,72.56,927,,,,,,,,,,,,,
237568,116,254,354.64301842000003,73.34,934,0.0003,0.013350477,1150,0.9471386075019836,0.2,-23.163756054639816,170.7766876220703,0.0978515625,0.8337737768888474,410.7298346996307,-0.035541876719798894,,
239616,117,254,346.25307182999995,72.15,940,0.0003,0.013872255,1160,0.9463613033294678,0.2,-23.158366632461547,154.18772888183594,0.11337890625,0.8678629398345947,407.65636200904845,-0.03791123698756564,,
240000,,,,,,0.0003,0.016056083,1170,0.9461373686790466,0.2,-23.150176912546158,119.59371948242188,0.118359375,0.881608285009861,366.452837228775,-0.03981374769064132,60.7,295.48634354025126
241664,118,254,333.02568493,69.53,949,,,,,,,,,,,,,
243712,119,254,324.82715939,67.26,955,0.0003,0.016576529,1180,0.945730447769165,0.2,-23.143562191724776,116.65556335449219,0.12666015625,0.8814829513430595,303.00419626235964,-0.04019878781982698,,
245000,,,,,,0.0003,0.019958435,1190,0.9447737336158752,0.2,-23.131207901239396,102.17837524414062,0.14375,0.8951859474182129,282.196635723114,-0.040134666619997005,65.25,314.73147613406184
245760,120,255,333.50183207000003,68.79,963,,,,,,,,,,,,,
247808,121,255,341.10509749,69.95,968,0.0003,0.016394112,1200,0.9438512325286865,0.2,-23.11347550749779,191.49778747558594,0.1197265625,0.8591744303703308,446.5115023136139,-0.03950688573822845,,
249856,122,256,349.2032139,72.08,975,0.0003,0.014728736,1210,0.9436488747596741,0.2,-23.104482090473176,240.1812286376953,0.11552734375,0.8609112948179245,405.7554944038391,-0.03874701721069869,,
250000,,,,,,0.0003,0.018118765,1220,0.9429283142089844,0.2,-23.09375900030136,112.50188446044922,0.13056640625,0.8720663338899612,393.777628326416,-0.04299740841379389,59.0,282.5269476890564
251904,123,256,353.0702536399999,73.05,983,,,,,,,,,,,,,
