time/total_timesteps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
1490285,19640,8.763903141021729,1490217,0.001,149,9967,-19.36547656,31.68164300918579,9.13,,
1490321,19644,9.662168661753336,1490253,0.001,149,9967,-19.34140496,31.997337341308594,9.12,,
1490359,19648,13.245517836676704,1490290,0.001,149,9967,-19.4060543,31.96416893005371,9.15,,
1490397,19652,12.577105522155762,1490329,0.001,149,9967,-19.373959,35.712917709350585,9.17,,
1490437,19656,14.793172762944149,1490369,0.001,149,9967,-19.35040555,31.18638865152995,9.21,,
1490473,19660,6.934537013371785,1490405,0.001,149,9967,-19.30004722,32.659637451171875,9.19,,
1490513,19664,9.91667857170105,1490444,0.001,149,9968,-19.295551710000005,32.25024337768555,9.24,,
1490549,19668,14.275589271025224,1490482,0.001,149,9968,-19.25147065,31.435830116271973,9.24,,
1490586,19672,11.898296096108176,1490519,0.001,149,9968,-19.226074410000003,32.550971603393556,9.26,,
1490623,19676,8.626964992947048,1490555,0.001,149,9968,-19.22356297,32.25050449371338,9.3,,
1490660,19680,9.207946920394898,1490591,0.001,149,9968,-19.19212714,30.253298568725587,9.32,,
1490698,19684,10.104078162800182,1490630,0.001,149,9969,-19.16671284,33.0091183980306,9.31,,
1490734,19688,11.609021292792427,1490666,0.001,149,9969,-19.161857639999997,34.90011024475098,9.31,,
1490772,19692,10.385392347971598,1490704,0.001,149,9969,-19.162775399999997,31.581212997436523,9.32,,
1490807,19696,9.685208320617676,1490739,0.001,149,9969,-19.13910176,30.32045316696167,9.31,,
1490844,19700,7.932145595550537,1490775,0.001,149,9969,-19.13297704,32.811994552612305,9.27,,
1490877,19704,10.67977566189236,1490810,0.001,149,9969,-19.09741616,33.30895080566406,9.22,,
1490912,19708,9.096479654312134,1490845,0.001,149,9970,-19.071634669999998,30.105448722839355,9.24,,
1490948,19712,9.818867339028252,1490880,0.001,149,9970,-19.04314345,37.45714645385742,9.24,,
1490984,19716,11.830999056498209,1490915,0.001,149,9970,-19.012970179999996,33.3506646156311,9.2,,
1491020,19720,10.109355131785074,1490952,0.001,149,9970,-18.95634217,32.930171966552734,9.18,,
1491056,19724,8.869416666030883,1490989,0.001,149,9970,-19.01488148,31.797198867797853,9.19,,
1491094,19728,7.8940205574035645,1491025,0.001,149,9970,-19.052573119999998,31.48545684814453,9.2,,
1491131,19732,14.347172843085396,1491062,0.001,149,9971,-19.03485365,33.846961212158206,9.22,,
1491168,19736,10.42561305893792,1491099,0.001,149,9971,-19.08016064,36.50859308242798,9.22,,
1491205,19740,9.091197848320007,1491137,0.001,149,9971,-19.127445019999996,34.20379877090454,9.2,,
1491240,19744,8.588863399293688,1491173,0.001,149,9971,-19.12360789,33.34893178939819,9.19,,
1491277,19748,8.122436956925826,1491210,0.001,149,9971,-19.085391860000005,34.25173250834147,9.18,,
1491317,19752,12.907615025838217,1491248,0.001,149,9972,-19.08552186,34.234362030029295,9.2,,
1491355,19756,13.411701838175455,1491285,0.001,149,9972,-19.087223820000002,30.047712802886963,9.18,,
1491392,19760,15.394028472900391,1491324,0.001,149,9972,-19.105035929999996,34.7396183013916,9.19,,
1491433,19764,8.700298094749451,1491364,0.001,149,9972,-19.093040629999997,32.568290328979494,9.2,,
1491473,19768,10.710395812988281,1491404,0.001,149,9972,-19.1170529,29.01726837158203,9.24,,
1491513,19772,12.075960795084635,1491442,0.001,149,9972,-19.17575685,32.02310066223144,9.27,,
1491555,19776,14.23167540810325,1491485,0.001,149,9973,-19.18822384,33.67868003845215,9.32,,
1491594,19780,10.86062675052219,1491525,0.001,149,9973,-19.17057619,34.3025689125061,9.34,,
1491634,19784,11.353062057495118,1491565,0.001,149,9973,-19.178737189999996,36.66521682739258,9.36,,
1491671,19788,31.517662227153778,1491603,0.001,149,9973,-19.13586429,29.365355491638184,9.37,,
1491711,19792,11.904191637039185,1491642,0.001,149,9973,-19.081674760000002,33.30569076538086,9.39,,
1491752,19796,12.121345806121827,1491683,0.001,149,9974,-19.05897505,32.361670684814456,9.45,,
1491793,19800,9.690779252485795,1491725,0.001,149,9974,-19.04474057,31.75982780456543,9.49,,
1491835,19804,8.001557350158691,1491766,0.001,149,9974,-19.052324820000003,35.51990159352621,9.58,,
1491876,19808,10.529074096679688,1491807,0.001,149,9974,-19.106902960000003,30.76569366455078,9.64,,
1491921,19812,10.185919427871704,1491851,0.001,149,9974,-19.14501928,31.5044189453125,9.73,,
1491960,19816,8.810518741607666,1491891,0.001,149,9975,-19.09920936,31.38332405090332,9.76,,
1492000,19820,10.423234939575195,1491931,0.001,149,9975,-19.148055220000003,36.809471130371094,9.8,,
1492040,19824,12.315144658088684,1491971,0.001,149,9975,-19.1814382,33.47915534973144,9.84,,
1492080,19828,8.770868730545043,1492010,0.001,149,9975,-19.17205164,34.56486892700195,9.86,,
1492117,19832,11.419314755333794,1492049,0.001,149,9975,-19.15052218,34.53394842147827,9.86,,
1492153,19836,11.185053825378418,1492084,0.001,149,9976,-19.141095540000002,38.3170223236084,9.85,,
1492189,19840,9.994817415873209,1492120,0.001,149,9976,-19.104854149999998,34.9703670501709,9.84,,
1492226,19844,13.90687534544203,1492157,0.001,149,9976,-19.114336709999996,33.6525673866272,9.86,,
1492266,19848,12.737871126695113,1492198,0.001,149,9976,-19.148522659999998,33.26296202341715,9.89,,
1492307,19852,9.03330029381646,1492237,0.001,149,9976,-19.17661685,33.80175733566284,9.9,,
1492348,19856,10.175222526897084,1492279,0.001,149,9977,-19.214015399999997,30.19978446960449,9.93,,
1492389,19860,11.790843660181219,1492321,0.001,149,9977,-19.20687808,36.86501846313477,9.97,,
1492426,19864,9.57326110204061,1492357,0.001,149,9977,-19.25109521,32.82481288909912,9.93,,
1492463,19868,10.604339361190796,1492396,0.001,149,9977,-19.21729643,31.12360413869222,9.9,,
1492503,19872,11.298709352811178,1492435,0.001,149,9977,-19.22153286,31.82975959777832,9.9,,
1492539,19876,12.216563354838978,1492472,0.001,149,9977,-19.163113859999996,31.50816472371419,9.84,,
1492577,19880,11.911261558532715,1492509,0.001,149,9978,-19.13334706,32.08548831939697,9.83,,
1492616,19884,12.87236967086792,1492548,0.001,149,9978,-19.138442769999997,35.54630355834961,9.82,,
1492656,19888,12.278703212738037,1492588,0.001,149,9978,-19.168948410000002,32.38279037475586,9.85,,
1492696,19892,12.870590633816189,1492626,0.001,149,9978,-19.16365819,32.846716690063474,9.85,,
1492731,19896,11.877253651618958,1492663,0.001,149,9978,-19.12787137,32.707711696624756,9.79,,
1492767,19900,12.168477725982665,1492698,0.001,149,9979,-19.05218234,33.27202224731445,9.74,,
1492807,19904,13.887550115585327,1492736,0.001,149,9979,-19.02210006,35.818434143066405,9.72,,
1492879,19908,10.219963550567627,1492777,0.001,149,9979,-19.508874430000002,36.033448219299316,10.03,,
1492919,19912,12.971380392710367,1492850,0.001,149,9979,-19.51488732,35.13857574462891,9.98,,
1492957,19916,9.920388460159302,1492888,0.001,149,9980,-19.54759312,30.79631805419922,9.97,,
1492993,19920,7.55349948671129,1492926,0.001,149,9980,-19.510714739999997,33.14558448791504,9.93,,
1493033,19924,10.453536987304688,1492963,0.001,149,9980,-19.485061209999998,31.953047275543213,9.93,,
1493074,19928,10.379366874694824,1493002,0.001,149,9980,-19.51012575,33.50599250793457,9.94,,
1493115,19932,9.50997223854065,1493047,0.001,149,9981,-19.55023226,30.68177909851074,9.98,,
1493163,19936,10.132017872550271,1493091,0.001,149,9981,-19.57488728,32.7374153137207,10.1,,
1493205,19940,10.525474613363093,1493135,0.001,149,9981,-19.59882716,30.350029754638673,10.16,,
1493245,19944,9.520412111282349,1493177,0.001,149,9981,-19.58976011,31.07404136657715,10.19,,
1493288,19948,11.19866152604421,1493219,0.001,149,9981,-19.61678689,34.405174255371094,10.22,,
1493326,19952,11.015751028060913,1493259,0.001,149,9982,-19.582474790000003,31.421853637695314,10.19,,
1493367,19956,11.29871666431427,1493299,0.001,149,9982,-19.52171388,30.09347105026245,10.19,,
1493421,19960,8.15091609954834,1493352,0.001,149,9982,-19.68149805,28.878393809000652,10.32,,
1493473,19964,9.263921737670898,1493401,0.001,149,9982,-19.811758799999996,29.709263801574707,10.47,,
1493516,19968,8.832843412052501,1493447,0.001,149,9982,-19.927127220000003,29.149198150634767,10.53,,
1493571,19972,10.321910762786866,1493497,0.001,149,9983,-19.99174015,33.77967300415039,10.68,,
1493629,19976,11.09511930292303,1493560,0.001,149,9983,-20.27011426,30.897298494974773,10.9,,
1493679,19980,22.039774601276104,1493607,0.001,149,9983,-20.410248799999998,34.01249345143636,11.02,,
1493722,19984,12.767886595292525,1493651,0.001,149,9983,-20.39784206,31.39970245361328,11.06,,
1493759,19988,20.302428895776924,1493690,0.001,149,9984,-20.40967976,33.717270851135254,11.03,,
1493797,19992,12.844293475151062,1493728,0.001,149,9984,-20.442970409999997,28.81071710586548,11.01,,
1493843,19996,11.711496154467264,1493773,0.001,149,9984,-20.55323069,33.35246785481771,11.12,,
1493886,20000,12.987476422236515,1493814,0.001,149,9984,-20.690650289999997,28.67185456412179,11.19,,
1493926,20004,27.21078904469808,1493855,0.001,149,9984,-20.70677835,35.79405736923218,11.19,,
1493973,20008,11.34890980190701,1493903,0.001,149,9985,-20.27563278,30.40541172027588,10.94,,
1494012,20012,9.99596972465515,1493942,0.001,149,9985,-20.200067750000002,33.24668846130371,10.93,,
1494050,20016,15.032890939712525,1493980,0.001,149,9985,-20.21372127,34.0801399230957,10.93,,
1494088,20020,8.031961050900547,1494020,0.001,149,9985,-20.20869843,34.16068363189697,10.95,,
1494124,20024,13.4888596534729,1494057,0.001,149,9985,-20.23140339,31.324713706970215,10.91,,
1494168,20028,11.048238754272461,1494096,0.001,149,9986,-20.22753218,31.89826354980469,10.94,,
1494208,20032,14.70818862915039,1494139,0.001,149,9986,-20.24444063,31.358552551269533,10.93,,
1494252,20036,13.5570631980896,1494181,0.001,149,9986,-20.24692782,32.799665451049805,10.89,,
1494298,20040,10.845532113855535,1494226,0.001,149,9986,-20.22566524,32.2232468922933,10.93,,
1494334,20044,9.890338049994575,1494266,0.001,149,9986,-20.2235318,33.72705764770508,10.89,,
1494375,20048,10.552525476975875,1494306,0.001,149,9987,-20.22815556,33.89622211456299,10.87,,
1494417,20052,10.058532343970406,1494349,0.001,149,9987,-20.25939427,31.895110607147217,10.91,,
1494460,20056,12.673063707351684,1494388,0.001,149,9987,-20.359390620000003,30.558483123779297,10.93,,
1494502,20060,13.34291026327345,1494434,0.001,149,9987,-20.2746539,32.19375228881836,10.81,,
1494541,20064,14.7787184715271,1494473,0.001,149,9988,-20.17734486,34.67841815948486,10.68,,
1494581,20068,8.586092853546143,1494512,0.001,149,9988,-20.10020676,34.95146522521973,10.65,,
1494619,20072,8.61667320728302,1494550,0.001,149,9988,-20.00265825,30.405615615844727,10.48,,
1494658,20076,12.40007914437188,1494587,0.001,149,9988,-19.81050128,32.91920042037964,10.29,,
1494696,20080,8.074661827087402,1494628,0.001,149,9988,-19.7160243,33.01111106872558,10.17,,
1494743,20084,11.856369018554688,1494674,0.001,149,9989,-19.785616219999998,34.99805021286011,10.21,,
1494783,20088,8.387491011619568,1494715,0.001,149,9989,-19.74269815,35.06522331237793,10.24,,
1494818,20092,12.118164777755737,1494750,0.001,149,9989,-19.70703378,31.44988203048706,10.21,,
1494855,20096,8.42983931965298,1494787,0.001,149,9989,-19.647513240000002,30.901371955871582,10.12,,
1494892,20100,7.382189601659775,1494824,0.001,149,9989,-19.5242899,30.86986207962036,10.06,,
1494930,20104,15.337006616592408,1494862,0.001,149,9989,-19.49505332,34.835880279541016,10.04,,
1494968,20108,11.19363615729592,1494899,0.001,149,9990,-19.41156816,29.63582534790039,9.95,,
1495000,,9.217280530929566,1494937,0.001,,,,27.598390579223633,,-10.560927938856185,12.4
1495007,20112,,,,149,9990,-19.421125160000003,,9.95,,
1495047,20116,8.540496720208061,1494976,0.001,149,9990,-19.3833485,31.604415130615234,9.97,,
1495088,20120,9.915716474706477,1495019,0.001,149,9990,-19.40619779,31.766708374023438,10.0,,
1495124,20124,11.99261040687561,1495056,0.001,149,9991,-19.36967462,32.78153495788574,10.0,,
1495163,20128,15.226569557189942,1495093,0.001,149,9991,-19.33944018,35.23666343688965,9.95,,
1495211,20132,12.605639266967774,1495133,0.001,149,9991,-19.369794580000004,32.981719207763675,10.03,,
1495258,20136,8.275949331430288,1495189,0.001,149,9991,-19.368746180000002,36.4018923441569,10.06,,
1495298,20140,9.846693356831869,1495228,0.001,149,9991,-19.39440049,33.57896461486816,10.0,,
1495335,20144,8.981308031082154,1495268,0.001,149,9992,-19.35877828,35.46202621459961,10.01,,
1495378,20148,14.452570041020712,1495308,0.001,149,9992,-19.31146777,34.09628836313883,10.03,,
1495416,20152,8.19651492436727,1495347,0.001,149,9992,-19.314558220000002,36.00008964538574,9.99,,
1495452,20156,12.246789985232883,1495383,0.001,149,9992,-19.22426176,33.505393981933594,9.92,,
1495490,20160,10.076628102196587,1495421,0.001,149,9992,-19.104434879999996,34.44068193435669,9.88,,
1495527,20164,17.542771426114168,1495459,0.001,149,9992,-19.0533063,33.20576782226563,9.86,,
1495568,20168,13.311805772781373,1495500,0.001,149,9993,-19.101250559999997,30.16039276123047,9.87,,
1495607,20172,10.692307255484842,1495540,0.001,149,9993,-19.111768949999995,30.922749201456707,9.88,,
1495643,20176,16.58242028951645,1495575,0.001,149,9993,-19.049961569999997,33.01219177246094,9.85,,
1495681,20180,11.270127137502035,1495612,0.001,149,9993,-19.11724474,37.412499237060544,9.85,,
1495722,20184,9.944006284077963,1495652,0.001,149,9993,-19.06854275,29.443592071533203,9.79,,
1495760,20188,10.264983865949842,1495692,0.001,149,9994,-19.16183364,34.042642974853514,9.77,,
1495795,20192,10.253749211629232,1495728,0.001,149,9994,-19.220876859999997,31.59345588684082,9.77,,
1495839,20196,13.730099868774413,1495771,0.001,149,9994,-19.2798611,31.689936447143555,9.84,,
1495876,20200,11.275905715094673,1495806,0.001,149,9994,-19.30344491,29.41493339538574,9.84,,
1495911,20204,15.749118149280548,1495843,0.001,149,9994,-19.35808931,33.90831756591797,9.81,,
1495948,20208,12.712939643859864,1495881,0.001,149,9995,-19.40748798,29.592148971557616,9.8,,
1495983,20212,14.476604342460632,1495913,0.001,149,9995,-19.41693772,30.82767629623413,9.76,,
1496018,20216,16.466895043849945,1495950,0.001,149,9995,-19.44291797,31.235992431640625,9.71,,
1496057,20220,10.654192399978637,1495988,0.001,149,9995,-19.40790544,34.537793731689455,9.69,,
1496095,20224,10.143679809570312,1496025,0.001,149,9995,-19.428133619999997,30.99155197143555,9.71,,
1496133,20228,9.38773282368978,1496065,0.001,149,9995,-19.4425378,30.796620845794678,9.7,,
1496169,20232,10.39615790049235,1496101,0.001,149,9996,-19.37134595,36.41542053222656,9.58,,
1496214,20236,9.427638954586453,1496141,0.001,149,9996,-19.439782320000003,32.38300132751465,9.56,,
1496246,20240,9.849451899528503,1496178,0.001,149,9996,-19.31234583,38.53824710845947,9.48,,
1496282,20244,12.727219343185425,1496215,0.001,149,9996,-19.36032545,35.35925054550171,9.47,,
1496317,20248,11.656840860843658,1496250,0.001,149,9996,-19.32750991,35.3184175491333,9.39,,
1496353,20252,12.203063583374023,1496286,0.001,149,9997,-19.306381010000003,32.322818756103516,9.37,,
1496387,20256,11.20291535059611,1496320,0.001,149,9997,-19.35259968,32.05623893737793,9.35,,
1496429,20260,9.582786432902019,1496361,0.001,149,9997,-19.49330601,32.20463589259556,9.39,,
1496467,20264,19.486956977844237,1496399,0.001,149,9997,-19.562574689999998,33.00366744995117,9.4,,
1496502,20268,20.986945629119873,1496434,0.001,149,9997,-19.538211360000002,33.00851011276245,9.34,,
1496536,20272,13.727184414863586,1496468,0.001,149,9997,-19.540828450000003,32.574273109436035,9.29,,
1496572,20276,13.049996995925904,1496504,0.001,149,9998,-19.62121684,32.212425994873044,9.29,,
1496607,20280,12.230851650238037,1496540,0.001,149,9998,-19.60873,36.758549499511716,9.26,,
1496639,20284,11.96101325750351,1496572,0.001,149,9998,-19.548370109999997,32.72920083999634,9.17,,
1496675,20288,10.53755940331353,1496607,0.001,149,9998,-19.52967461,32.800612926483154,9.15,,
1496712,20292,8.76309518814087,1496643,0.001,149,9998,-19.572322049999997,31.158197784423827,9.17,,
1496748,20296,6.005565643310547,1496680,0.001,149,9998,-19.535947979999996,32.529215240478514,9.09,,
1496786,20300,8.635411691665649,1496719,0.001,149,9999,-19.63626194,36.26631851196289,9.1,,
1496822,20304,13.563411712646484,1496754,0.001,149,9999,-19.644158660000002,33.17565650939942,9.11,,
1496860,20308,11.86961498260498,1496791,0.001,149,9999,-19.65925066,33.69546546936035,9.12,,
1496904,20312,9.132015148798624,1496836,0.001,149,9999,-19.72112682,31.7404539320204,9.21,,
1496946,20316,9.48283471001519,1496877,0.001,149,9999,-19.769852800000002,30.96623134613037,9.28,,
1496981,20320,10.676417052745819,1496913,0.001,149,10000,-19.74241818,33.00090312957764,9.24,,
1497018,20324,15.624160713619656,1496948,0.001,149,10000,-19.756117720000006,32.60797233581543,9.23,,
1497056,20328,15.53700811212713,1496988,0.001,149,10000,-19.74859483,32.81498273213705,9.23,,
1497096,20332,18.353621786290947,1497027,0.001,149,10000,-19.77712124,31.72453498840332,9.27,,
1497133,20336,26.18271345562405,1497065,0.001,149,10000,-19.71810854,30.054064750671387,9.19,,
1497171,20340,10.656491422653199,1497103,0.001,149,10001,-19.83438544,36.01698303222656,9.25,,
1497208,20344,13.863750886917114,1497141,0.001,149,10001,-19.847618979999996,32.21773414611816,9.26,,
1497246,20348,8.994931803809273,1497178,0.001,149,10001,-19.89625203,34.952318572998045,9.29,,
1497291,20352,11.07102935964411,1497222,0.001,149,10001,-19.935089240000003,33.4470272064209,9.38,,
1497331,20356,13.147185659408569,1497262,0.001,149,10001,-19.9249879,29.9290283203125,9.44,,
1497372,20360,9.490277004241943,1497302,0.001,149,10001,-19.87269782,31.501432418823242,9.43,,
1497413,20364,10.5125732421875,1497344,0.001,149,10002,-19.83265367,32.01179218292236,9.46,,
1497454,20368,11.725372743606567,1497383,0.001,149,10002,-19.84659455,32.28043441772461,9.52,,
1497495,20372,10.36586103439331,1497427,0.001,149,10002,-19.85832654,31.762083435058592,9.59,,
1497540,20376,13.288702791387385,1497468,0.001,149,10002,-19.8116879,32.541638692220054,9.68,,
1497582,20380,10.04248317082723,1497512,0.001,149,10002,-19.853781570000002,31.20758514404297,9.75,,
1497620,20384,12.739141798019409,1497552,0.001,149,10003,-19.866234079999998,32.34334106445313,9.81,,
1497659,20388,13.258476734161377,1497590,0.001,149,10003,-19.908228769999997,32.08654670715332,9.84,,
1497700,20392,7.713581609725952,1497630,0.001,149,10003,-19.84924097,31.655695343017577,9.88,,
1497738,20396,11.561303095384078,1497671,0.001,149,10003,-19.84922228,34.586791610717775,9.9,,
1497775,20400,9.659668445587158,1497706,0.001,149,10003,-19.792111130000002,32.81746978759766,9.89,,
1497815,20404,12.723100185394287,1497745,0.001,149,10004,-19.80946931,32.923282623291016,9.93,,
1497854,20408,11.900476985507542,1497785,0.001,149,10004,-19.850130819999997,33.79564714431763,9.94,,
1497890,20412,9.168721516927084,1497821,0.001,149,10004,-19.789215300000002,31.71258783340454,9.86,,
1497928,20416,12.980718930562338,1497860,0.001,149,10004,-19.77712866,35.04255485534668,9.82,,
1497967,20420,12.436200618743896,1497899,0.001,149,10004,-19.871137309999998,31.687974166870116,9.86,,
1498007,20424,11.21611668846824,1497938,0.001,149,10005,-19.950034450000004,31.5151154200236,9.89,,
1498043,20428,14.789699912071228,1497975,0.001,149,10005,-19.9071982,32.256699562072754,9.87,,
1498078,20432,9.581161604987251,1498011,0.001,149,10005,-19.86903294,31.121960639953613,9.82,,
1498115,20436,12.867042016983032,1498047,0.001,149,10005,-19.870716359999996,30.83715934753418,9.82,,
1498151,20440,8.74951606326633,1498083,0.001,149,10005,-19.8778478,33.10910892486572,9.8,,
1498190,20444,11.102779245376587,1498122,0.001,149,10005,-19.88694076,35.460635375976565,9.82,,
1498229,20448,9.751941045125326,1498159,0.001,149,10006,-19.87547711,33.96521711349487,9.83,,
1498268,20452,10.833000448015001,1498199,0.001,149,10006,-19.87095766,37.436758041381836,9.77,,
1498306,20456,11.400905513763428,1498238,0.001,149,10006,-19.874753479999995,33.37997894287109,9.75,,
1498349,20460,8.57435154914856,1498277,0.001,149,10006,-19.867306489999997,32.42782020568848,9.77,,
1498385,20464,10.221112569173178,1498317,0.001,149,10006,-19.858763970000002,32.88931226730347,9.72,,
1498421,20468,9.6735487514072,1498353,0.001,149,10007,-19.842306980000004,35.435763359069824,9.67,,
1498458,20472,11.801428423987495,1498390,0.001,149,10007,-19.838517409999998,34.59539527893067,9.63,,
1498495,20476,7.664605723487006,1498426,0.001,149,10007,-19.893497039999996,30.754280853271485,9.55,,
1498533,20480,14.984938806957668,1498464,0.001,149,10007,-19.882702469999998,31.751200866699218,9.51,,
1498569,20484,10.586043145921495,1498501,0.001,149,10007,-19.92175921,29.39536762237549,9.49,,
1498606,20488,12.235500441657173,1498539,0.001,149,10007,-19.89400697,30.343468189239502,9.47,,
1498643,20492,12.097428215874565,1498575,0.001,149,10008,-19.91359896,30.807278156280518,9.43,,
1498677,20496,10.281032800674438,1498610,0.001,149,10008,-19.875915919999997,31.256556510925293,9.39,,
1498714,20500,6.519371642006768,1498645,0.001,149,10008,-19.89349902,30.70380210876465,9.39,,
1498754,20504,11.241064336564806,1498684,0.001,149,10008,-19.850257380000002,33.55436401367187,9.39,,
1498789,20508,8.9910233285692,1498721,0.001,149,10008,-19.778564790000004,35.99390888214111,9.35,,
1498829,20512,9.440938313802084,1498760,0.001,149,10009,-19.814045999999998,28.664497756958006,9.39,,
1498870,20516,11.399996410716664,1498800,0.001,149,10009,-19.82758917,33.83264287312826,9.42,,
1498905,20520,15.419287204742432,1498838,0.001,149,10009,-19.7439223,32.88304901123047,9.38,,
1498942,20524,10.823826948801676,1498873,0.001,149,10009,-19.67352474,33.19567155838013,9.35,,
1498978,20528,12.060784286922878,1498909,0.001,149,10009,-19.7055848,31.816343307495117,9.35,,
1499016,20532,11.368267345428468,1498947,0.001,149,10009,-19.70994624,33.29124298095703,9.38,,
1499052,20536,10.227412641048431,1498984,0.001,149,10010,-19.69627143,31.41067361831665,9.37,,
1499090,20540,9.896722745895385,1499021,0.001,149,10010,-19.68920747,32.62490615844727,9.39,,
1499128,20544,25.29034924507141,1499060,0.001,149,10010,-19.652087639999998,32.08266105651855,9.38,,
1499167,20548,8.619678592681884,1499099,0.001,149,10010,-19.67372981,34.343603897094724,9.38,,
1499207,20552,10.987883114814759,1499137,0.001,149,10010,-19.718523830000002,33.67243270874023,9.39,,
1499241,20556,13.430272526211208,1499173,0.001,149,10011,-19.67182117,30.987358570098877,9.35,,
1499278,20560,13.924337244033813,1499210,0.001,149,10011,-19.651281110000003,33.83852119445801,9.29,,
1499318,20564,10.44670651175759,1499249,0.001,149,10011,-19.62925401,33.486311721801755,9.33,,
1499358,20568,14.5635000705719,1499289,0.001,149,10011,-19.619746340000003,34.031558227539065,9.37,,
1499393,20572,12.253387361764908,1499325,0.001,149,10011,-19.615712679999998,29.956282138824463,9.35,,
1499433,20576,7.105529189109802,1499365,0.001,149,10012,-19.55910477,37.315861511230466,9.38,,
1499473,20580,9.649409426583183,1499403,0.001,149,10012,-19.529260649999998,37.190500259399414,9.4,,
1499508,20584,16.2160390747918,1499440,0.001,149,10012,-19.46737379,28.266527557373045,9.39,,
1499544,20588,7.7313881980048285,1499476,0.001,149,10012,-19.45712965,31.34759979248047,9.38,,
1499588,20592,8.566944782550518,1499518,0.001,149,10012,-19.47934373,32.305380140032085,9.45,,
1499629,20596,8.301190549677068,1499560,0.001,149,10012,-19.5423146,31.68648052215576,9.52,,
1499668,20600,9.248233689202202,1499599,0.001,149,10013,-19.53937482,34.678945541381836,9.54,,
1499707,20604,11.68053682645162,1499639,0.001,149,10013,-19.576666,35.56551043192545,9.53,,
1499743,20608,10.977404753367106,1499675,0.001,149,10013,-19.590525930000002,32.255537033081055,9.54,,
1499781,20612,9.2743042839898,1499711,0.001,149,10013,-19.568588260000002,35.26620388031006,9.52,,
1499816,20616,32.23813934326172,1499749,0.001,149,10013,-19.52398893,32.88911476135254,9.46,,
1499855,20620,6.846050941027128,1499788,0.001,149,10014,-19.60264741,31.22899627685547,9.5,,
1499890,20624,11.606033033794827,1499821,0.001,149,10014,-19.586476150000003,33.11067581176758,9.48,,
1499927,20628,10.265291392803192,1499857,0.001,149,10014,-19.59058156,31.934404373168945,9.49,,
1499965,20632,12.89891137017144,1499896,0.001,149,10014,-19.62432942,33.876570510864255,9.49,,
1500000,,8.555755019187927,1499926,0.001,,,,32.845837910970054,,-11.832471545040608,9.8
1500018,20636,9.957119245529174,1499951,0.001,149,10014,-19.88693683,32.9093025525411,9.66,,
1500054,20640,10.572336030006408,1499986,0.001,149,10015,-19.88077083,33.49318161010742,9.64,,
1500095,20644,9.741253328323364,1500027,0.001,149,10015,-19.987977349999998,31.734370040893555,9.67,,
1500133,20648,11.94837236404419,1500064,0.001,149,10015,-20.017305209999996,31.240394592285156,9.66,,
1500172,20652,10.371966044108072,1500103,0.001,149,10015,-19.94202248,36.40093374252319,9.65,,
1500216,20656,10.7479079246521,1500145,0.001,149,10015,-20.0687048,32.984049224853514,9.75,,
1500253,20660,11.293904209136963,1500185,0.001,149,10016,-20.088288170000002,33.30883712768555,9.75,,
1500289,20664,9.96892605887519,1500221,0.001,149,10016,-20.133065119999998,30.228667736053467,9.71,,
1500331,20668,13.844161013762156,1500261,0.001,149,10016,-20.20495837,31.294339815775555,9.73,,
1500370,20672,8.140991353988648,1500301,0.001,149,10016,-20.23916645,34.004815673828126,9.77,,
1500407,20676,11.253397173351711,1500338,0.001,149,10016,-20.25317907,35.536580657958986,9.74,,
1500444,20680,11.62737931145562,1500376,0.001,149,10017,-20.24978506,30.659734344482423,9.71,,
1500485,20684,10.9733060056513,1500417,0.001,149,10017,-20.353121700000003,32.635144805908205,9.77,,
1500527,20688,10.727729845046998,1500459,0.001,149,10017,-20.357059879999998,32.06585464477539,9.83,,
1500564,20692,11.087254895104302,1500495,0.001,149,10017,-20.34155077,33.98462200164795,9.76,,
1500608,20696,10.071861592206089,1500539,0.001,149,10017,-20.35134674,28.743423843383788,9.79,,
1500648,20700,17.032234755429354,1500580,0.001,149,10018,-20.372319920000002,34.24900404612223,9.8,,
1500689,20704,10.250136613845825,1500618,0.001,149,10018,-20.384078900000002,33.801765060424806,9.82,,
1500728,20708,7.827208677927653,1500660,0.001,149,10018,-20.39848665,34.52167663574219,9.85,,
1500771,20712,9.520507942546498,1500702,0.001,149,10018,-20.48461142,31.81191635131836,9.9,,
1500816,20716,10.248728148142497,1500746,0.001,149,10019,-20.55977894,31.65744924545288,10.0,,
1500859,20720,10.74750272432963,1500789,0.001,149,10019,-20.60446765,32.39186191558838,10.04,,
1500899,20724,9.788408041000366,1500830,0.001,149,10019,-20.63345171,31.57971477508545,10.09,,
1500943,20728,11.37798092582009,1500873,0.001,149,10019,-20.67109894,32.797275924682616,10.16,,
1500986,20732,11.284203131993612,1500917,0.001,149,10019,-20.676673159999996,30.721426963806152,10.21,,
1501025,20736,10.014401602745057,1500955,0.001,149,10020,-20.416116079999995,29.97525520324707,10.07,,
1501065,20740,8.562011241912842,1500997,0.001,149,10020,-20.434843499999996,29.36118507385254,10.11,,
1501106,20744,10.286594496832954,1501035,0.001,149,10020,-20.323570129999997,31.48858642578125,10.11,,
