time/fps,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
238,0.08324041107669472,12,2000,4,-4.1560576702952385,3052,-1108.4700575000002,0.001,763.0,,
,0.1261725743599236,,4000,,-4.386808931350708,5000,,0.001,,-355.79556409370855,537.0
170,0.3269484090684085,37,5271,8,-5.462074572951705,6323,-946.107118875,0.001,790.375,,
169,0.5007316758930683,50,7477,12,-6.852434322357178,8529,-625.4938465833333,0.001,710.75,,
,0.5934704470336437,,9477,,-11.152765172004699,10000,,0.001,,-177.55208573039855,1000.0
148,0.8307875320613384,84,11477,16,-13.995888786315918,12529,-449.6199045,0.001,783.0625,,
,0.5143207935988903,,14477,,-16.201254219055176,15000,,0.001,,436.82571796090343,1000.0
138,0.5139732789099216,119,15477,20,-16.177079845428466,16529,-253.99316925000002,0.001,826.45,,
,0.5092397489249706,,19477,,-16.750484535217286,20000,,0.001,,663.7168738675537,922.3
135,,151,,24,,20529,-88.03434254166667,,855.375,,
139,0.4559189645498991,175,23477,28,-17.7434448928833,24529,31.07326449999999,0.001,876.0357142857143,,
,0.41522589422762396,,24477,,-17.925162397384643,25000,,0.001,,690.1348127302248,1000.0
135,0.3885330933183432,210,27477,32,-19.03549657058716,28529,121.98444484375,0.001,891.53125,,
,0.3790895277261734,,29477,,-19.58828617477417,30000,,0.001,,470.41746531333774,900.8
133,0.3599833028018475,243,31477,36,-20.137735195159912,32529,183.5477004722222,0.001,903.5833333333334,,
,0.33360669952630995,,34477,,-21.423194595336913,35000,,0.001,,761.9563656385988,1000.0
131,0.3368559995889664,277,35477,40,-21.964606800079345,36529,247.76920542500002,0.001,913.225,,
,0.3048274695575237,,39477,,-23.905983963012694,40000,,0.001,,794.0873536147177,1000.0
129,,312,,44,,40529,297.9313379090909,,921.1136363636364,,
132,0.2880974636077881,336,43477,48,-26.367746231079103,44529,325.9884919375,0.001,927.6875,,
,0.31461680752784016,,44477,,-27.002545757293703,45000,,0.001,,695.422768437583,1000.0
130,0.34047491033375266,371,47477,52,-28.682493865966798,48529,366.20912661538455,0.001,933.25,,
,0.3375336689502001,,49477,,-29.68147634124756,50000,,0.001,,759.4312580845319,1000.0
129,0.35231991469860074,406,51477,56,-30.708160667419435,52529,392.94792016071426,0.001,938.0178571428571,,
,0.33502275973558426,,54491,,-32.43564722824097,55000,,0.001,,426.8517129655462,1000.0
127,,435,,60,,55543,397.0421447166666,,925.7166666666667,,
130,0.36934558922052385,456,58491,64,-33.939910091400144,59543,423.301386625,0.001,930.359375,,
,0.3766105819195509,,59491,,-34.43588153457642,60000,,0.001,,843.522020097822,1000.0
129,0.36126001676917074,489,62491,68,-35.89438119506836,63543,446.37919311764705,0.001,934.4558823529412,,
,0.3888569255620241,,64491,,-36.93410648345947,65000,,0.001,,820.742405401729,1000.0
129,0.41426431776583195,522,66491,72,-37.67590522003174,67543,465.51481774999996,0.001,938.0972222222222,,
,0.3703795911371708,,69491,,-38.970592277526855,70000,,0.001,,808.0869357521995,1000.0
128,0.356810886323452,556,70491,76,-39.39019987487793,71543,485.0486189473683,0.001,941.3552631578947,,
,0.34976046210527423,,74491,,-40.86054183197022,75000,,0.001,,859.0737657909282,1000.0
127,,591,,80,,75543,505.02332746250005,,944.2875,,
129,0.34646513347327706,614,78491,84,-42.31095026397705,79543,522.2850069761905,0.001,946.9404761904761,,
,0.31659027640521525,,79491,,-42.70956656646729,80000,,0.001,,873.1818130389787,1000.0
129,0.32221606308966877,647,82491,88,-43.84136750793457,83543,539.6340205568182,0.001,949.3522727272727,,
,0.3073633866086602,,84491,,-44.59444565582275,85000,,0.001,,915.4276318478863,1000.0
128,0.302218174085021,680,86491,92,-45.16037760162354,87543,555.8109527500001,0.001,951.554347826087,,
,0.295309335693717,,89491,,-46.02016835021973,90000,,0.001,,898.810877941735,1000.0
127,0.31022851219028236,715,90491,96,-46.246474288940426,91543,570.3559419791667,0.001,953.5729166666666,,
,0.2860808144509792,,94491,,-47.429715141296384,95000,,0.001,,868.9078220896423,1000.0
127,,749,,100,,95543,582.76534746,,955.43,,
129,0.3108693024069071,771,98491,104,-48.30916287994385,99543,659.14213235,0.001,964.91,,
,0.3320447871237993,,99491,,-48.419967575073244,100000,,0.001,,813.5109157411877,1000.0
128,0.3066486133337021,804,102491,108,-48.63432444763183,103543,722.76740623,0.001,972.2,,
,0.2809878555834293,,104491,,-48.855242454528806,105000,,0.001,,882.5248772338033,1000.0
128,0.29930522590875625,836,106491,112,-49.0487797164917,107543,756.1599466299999,0.001,990.14,,
,0.28424368334561584,,109491,,-49.354750144958494,110000,,0.001,,923.8813798353076,1000.0
128,0.27103672160208225,869,110491,116,-49.48424507904053,111543,790.2063259099999,0.001,990.14,,
,0.2644926863536239,,114491,,-50.02170072937012,115000,,0.001,,943.4967651700601,1000.0
128,,900,,120,,115543,806.79286678,,990.14,,
129,0.2751589699164033,921,118491,124,-50.80186676025391,119543,815.21632409,0.001,990.14,,
,0.28814559546113017,,119491,,-50.92270711517334,120000,,0.001,,935.8179431101307,1000.0
129,0.2350085291787982,955,122491,128,-51.495302520751956,123543,823.0073285400001,0.001,990.14,,
,0.26413216460496186,,124491,,-51.818422248840335,125000,,0.001,,929.9962380446493,1000.0
128,0.25800880235433576,990,126491,132,-52.22285858917236,127543,829.7798129199998,0.001,990.14,,
,0.2580698889791965,,129491,,-52.80334928894043,130000,,0.001,,845.463920083642,1000.0
128,0.25931616669148205,1023,130491,136,-52.91295000457764,131543,838.5675403900001,0.001,990.14,,
,0.2784843571484089,,134491,,-53.476888069152835,135000,,0.001,,900.4045209072531,1000.0
128,,1057,,140,,135543,841.2331569899999,,990.14,,
129,0.2713568184748292,1081,138491,144,-53.7401741027832,139543,845.0675158700001,0.001,990.14,,
,0.2957151419818401,,139491,,-53.7868910446167,140000,,0.001,,920.0612903594971,1000.0
128,0.3066072444170713,1113,142491,148,-53.78899430847168,143543,854.46116192,0.001,990.14,,
,0.27115781127661465,,144491,,-53.76549684906006,145000,,0.001,,885.4456892579794,1000.0
128,0.2698473336175084,1147,146491,152,-53.91232321166992,147543,854.82649266,0.001,990.14,,
,0.2556287571638823,,149491,,-54.24768950653076,150000,,0.001,,887.6024870883673,1000.0
128,0.2581883055269718,1180,150491,156,-54.265280952453615,151543,859.51161641,0.001,990.14,,
,0.2415537340939045,,154491,,-54.600366493225096,155000,,0.001,,921.8613565894775,1000.0
128,,1213,,160,,155543,878.2231741899999,,1000.0,,
128,0.27983639182150366,1236,158491,164,-54.731021965026855,159543,881.9776628400001,0.001,1000.0,,
,0.25271765957027675,,159491,,-54.74845356750488,160000,,0.001,,920.090962637961,1000.0
128,0.24815244114398957,1271,162491,168,-54.75792502593994,163543,886.8211908599999,0.001,1000.0,,
,0.2651805955544114,,164491,,-54.88304605102539,165000,,0.001,,909.8018795646727,1000.0
128,0.2828916500434279,1305,166491,172,-54.8922829208374,167543,891.6117260499999,0.001,1000.0,,
,0.25230173078924417,,169491,,-55.00548216247559,170000,,0.001,,920.3817928865552,1000.0
128,0.2731842569932342,1339,170491,176,-55.0884852142334,171543,893.86827905,0.001,1000.0,,
,0.2494733523800969,,174491,,-55.19151721954346,175000,,0.001,,881.443789409101,1000.0
127,,1372,,180,,175543,895.5307003300001,,1000.0,,
128,0.24935157850384712,1394,178491,184,-55.28717470550537,179543,898.54595651,0.001,1000.0,,
,0.2399609830006957,,179491,,-55.35272102355957,180000,,0.001,,938.7734926313162,1000.0
128,0.23150078233331442,1428,182491,188,-55.36499826049805,183543,899.35193607,0.001,1000.0,,
,0.23356952599436046,,184491,,-55.48281620788574,185000,,0.001,,932.4739722508937,1000.0
128,0.23674161768704652,1462,186491,192,-55.51371371459961,187543,899.00824573,0.001,1000.0,,
,0.2231677177324891,,189491,,-55.64967198181152,190000,,0.001,,785.9727019951213,1000.0
