time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
3051,212,-2.7728096536546945,14,0.14799643173255025,762.75,4,0.001,-949.142935,2000,,
5000,,-4.56034146308899,,0.08169311351515353,,,0.001,,4000,-273.56627675854395,385.9
7051,164,-5.928957236289978,42,0.240581003241241,881.375,8,0.001,-525.172698625,6000,,
10000,,-10.312820268630981,,0.2656813265383244,,,0.001,,9000,796.9425960704684,1000.0
11051,145,-11.761435586929322,76,0.2377136288881302,920.9166666666666,12,0.001,-155.15747483333328,10000,,
15000,,-16.612458839416504,,0.2089553590193391,,,0.001,,14000,828.3771081717684,1000.0
15051,133,,112,,940.6875,16,,66.94952700000005,,,
19051,137,-21.496431957244873,138,0.19932402685284614,952.55,20,0.001,217.56093105000005,18000,,
20000,,-22.415823143005372,,0.20094127728044986,,,0.001,,19000,904.9768396451138,1000.0
23051,133,-25.858087043762207,172,0.19292270646989346,960.4583333333334,24,0.001,320.7582375,22000,,
25000,,-27.986880912780762,,0.1919110105857253,,,0.001,,24000,922.2308455675841,1000.0
27051,130,-30.115551849365236,207,0.18433223129063844,966.1071428571429,28,0.001,396.14051914285716,26000,,
30000,,-33.11544648742676,,0.18460280695557593,,,0.001,,29000,913.2617287307978,1000.0
31051,126,-33.99675221252441,245,0.17314274802058935,970.34375,32,0.001,456.1190325,30000,,
35000,,-37.53332411956787,,0.16312752470374106,,,0.001,,34000,932.9589701423422,1000.0
35051,124,,280,,973.6388888888889,36,,503.8062409722222,,,
39051,128,-40.718766799926755,304,0.1627079863473773,976.275,40,0.001,542.912736175,38000,,
40000,,-41.482346549987795,,0.16456979029625654,,,0.001,,39000,923.1361728432588,1000.0
43051,126,-43.6452170715332,340,0.1615829590037465,978.4318181818181,44,0.001,575.2799485227273,42000,,
45000,,-45.03754698944092,,0.1566482889279723,,,0.001,,44000,927.8638113155961,1000.0
47051,125,-46.290121543884275,375,0.15592111794650554,980.2291666666666,48,0.001,601.9996371666667,46000,,
50000,,-48.108398056030275,,0.15047694052010774,,,0.001,,49000,946.3228196843062,1000.0
51051,124,-48.448786766052244,411,0.17407688941061497,981.75,52,0.001,620.5478063653846,50000,,
55000,,-50.62805123901367,,0.164336442604661,,,0.001,,54000,938.8350172972307,1000.0
55051,122,,448,,983.0535714285714,56,,640.5327651071428,,,
59051,124,-52.65152192687988,473,0.153877562507987,984.1833333333333,60,0.001,657.9513014999999,58000,,
60000,,-53.16937903594971,,0.14217344022914769,,,0.001,,59000,906.7189363105223,1000.0
63051,123,-54.56294773864746,511,0.14475969839841127,985.171875,64,0.001,673.446310890625,62000,,
65000,,-55.462151901245115,,0.13615715384110808,,,0.001,,64000,946.3590437552891,1000.0
67051,122,-56.31711972808838,548,0.14848838264867664,986.0441176470588,68,0.001,686.8103157205882,66000,,
70000,,-57.50479298400879,,0.13906771889701486,,,0.001,,69000,933.809420055151,1000.0
71051,121,-57.89012979888916,583,0.1391705267727375,986.8194444444445,72,0.001,698.6401190694445,70000,,
75000,,-59.34951820373535,,0.13536019141972064,,,0.001,,74000,947.8057014077901,1000.0
75051,121,,617,,987.5131578947369,76,,709.6470076052632,,,
79051,123,-60.71935115814209,642,0.12869552147760988,988.1375,80,0.001,719.1851328625,78000,,
80000,,-61.041061447143555,,0.13339062440022825,,,0.001,,79000,944.7289559334516,1000.0
83051,122,-61.94783479309082,678,0.13417234833911063,988.702380952381,84,0.001,728.2186951785714,82000,,
85000,,-62.56967610168457,,0.13196818413585423,,,0.001,,84000,953.164753510058,1000.0
87051,122,-63.076108894348145,713,0.11880447125434876,989.2159090909091,88,0.001,736.09194425,86000,,
90000,,-63.85410626220703,,0.11882492224499583,,,0.001,,89000,952.0108354978263,1000.0
91051,121,-64.11079814910889,749,0.1370842242911458,989.6847826086956,92,0.001,743.5305116956523,90000,,
95000,,-65.11016025543213,,0.11907633023709059,,,0.001,,94000,957.6729035472963,1000.0
95051,121,,785,,990.1145833333334,96,,750.3032305729166,,,
99051,122,-65.98550405883789,810,0.12283870390430093,990.51,100,0.001,756.4692768999998,98000,,
100000,,-66.17285453796387,,0.12094913056865335,,,0.001,,99000,948.8867317182943,1000.0
