rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/n_updates,train/clip_fraction,train/value_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/std,train/policy_gradient_loss,train/clip_range,train/loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
69.15,21,338.21385895,43008,310,138,200,0.225244140625,2036.6624561309814,0.40651142597198486,0.0003,0.02166916,0.9978696703910828,-0.055261928608524614,0.2,980.0580444335938,-28.340124082565307,,
,,,45000,,,210,0.26083984375,2037.5395114898681,0.3713728189468384,0.0003,0.022665396,0.9962568283081055,-0.061489253951003776,0.2,821.248046875,-28.30165548324585,83.95,427.4282728433609
71.81,22,352.33600633000003,45056,308,145,,,,,,,,,,,,,
73.06,23,357.10005692,47104,309,152,220,0.234130859375,2024.3332206726075,0.4173164367675781,0.0003,0.02255293,0.9950770735740662,-0.058151613501831886,0.2,1017.3585815429688,-28.280779045820235,,
73.18,24,360.06502079999996,49152,310,158,230,0.244189453125,1895.474923324585,0.427148699760437,0.0003,0.023016527,0.9951721429824829,-0.058157368355023206,0.2,1004.0933837890625,-28.26903905272484,,
,,,50000,,,240,0.276513671875,2330.7499450683595,0.26859062910079956,0.0003,0.025358748,0.992853581905365,-0.06117573987576179,0.2,1211.1566162109375,-28.240827614068984,51.7,265.7606133380905
74.2,25,365.0753700599999,51200,309,165,,,,,,,,,,,,,
77.82,26,382.66843789000006,53248,310,171,250,0.24453125,2044.4246677398683,0.4273643493652344,0.0003,0.022231348,0.9926323294639587,-0.058888942177873105,0.2,866.0399169921875,-28.2234726190567,,
,,,55000,,,260,0.24775390625,2138.526777267456,0.4653647541999817,0.0003,0.022536397,0.9926436543464661,-0.05815436606644653,0.2,731.1378173828125,-28.217250269651412,40.7,209.07582566291094
80.87,27,398.94695565,55296,311,177,,,,,,,,,,,,,
79.51,28,392.05288339,57344,314,182,270,0.2361328125,2217.557513046265,0.3270121216773987,0.0003,0.02013046,0.9930512309074402,-0.057366507171536796,0.2,946.0635375976562,-28.22481216788292,,
81.16,29,401.8321833299999,59392,315,188,280,0.158056640625,2119.5340312957765,0.3024391531944275,0.0003,0.016144173,0.9920574426651001,-0.05124504405830521,0.2,1118.2738037109375,-28.210661578178406,,
,,,60000,,,290,0.2142578125,1957.894232559204,0.38291269540786743,0.0003,0.020243067,0.9902995228767395,-0.055997331900289285,0.2,1058.431640625,-28.178930854797365,44.8,232.4282985702157
79.59,30,395.282555,61440,314,195,,,,,,,,,,,,,
77.35,31,385.57166796999996,63488,315,201,300,0.214990234375,1848.5813152313233,0.4559028148651123,0.0003,0.020271473,0.9889310002326965,-0.05650534557062201,0.2,1073.6839599609375,-28.15166597366333,,
,,,65000,,,310,0.16103515625,1929.985011291504,0.3930278420448303,0.0003,0.016489089,0.9881792068481445,-0.049893455230630934,0.2,888.0840454101562,-28.131513947248457,62.55,330.4756660878658
81.75,32,406.74801319,65536,314,208,,,,,,,,,,,,,
80.94,33,402.5207752799999,67584,316,213,320,0.202587890625,1559.4487617492675,0.5764683783054352,0.0003,0.020474536,0.9898359179496765,-0.05539244841202162,0.2,657.7119750976562,-28.14128906130791,,
79.32,34,393.87027002,69632,318,218,330,0.192626953125,1551.5796772003173,0.5433138012886047,0.0003,0.01906421,0.9899255633354187,-0.052180891751777383,0.2,545.824951171875,-28.1555557012558,,
,,,70000,,,340,0.22470703125,1449.6895244598388,0.5936754941940308,0.0003,0.02101731,0.99058598279953,-0.055173912362079136,0.2,750.4974365234375,-28.163648200035095,75.4,390.6488385204226
78.57,35,390.45856163999997,71680,316,226,,,,,,,,,,,,,
77.77,36,386.59861921000004,73728,316,233,350,0.1978515625,1259.4108060836793,0.6173918545246124,0.0003,0.0190208,0.9914452433586121,-0.053075276856543493,0.2,481.0662536621094,-28.181014055013655,,
,,,75000,,,360,0.207080078125,1254.8320217132568,0.7235837280750275,0.0003,0.019319903,0.9919463992118835,-0.05396048086113296,0.2,393.9718017578125,-28.194642901420593,75.45,392.4128434047103
81.53,37,405.49830719000005,75776,313,241,,,,,,,,,,,,,
83.23,38,413.0929561799999,77824,314,247,370,0.2484375,1073.2499572753907,0.7076510787010193,0.0003,0.024271827,0.9930198788642883,-0.06091222471732181,0.2,684.5050048828125,-28.206625586748125,,
89.5,39,443.04996765000004,79872,315,253,380,0.24365234375,1310.1424053192138,0.6664807796478271,0.0003,0.022368096,0.9913954138755798,-0.05838793789444026,0.2,637.2985229492188,-28.205618131160737,,
,,,80000,,,390,0.2236328125,1114.3063816070558,0.7079220712184906,0.0003,0.02241988,0.993194580078125,-0.056375721551012246,0.2,435.21185302734375,-28.211618876457216,99.3,494.2917002212256
89.96,40,445.6303778000001,81920,314,260,,,,,,,,,,,,,
93.76,41,463.90675636,83968,315,265,400,0.20185546875,1153.299017906189,0.7059052288532257,0.0003,0.019698791,0.9917157292366028,-0.05485972191527253,0.2,377.6596374511719,-28.205758756399156,,
,,,85000,,,410,0.183642578125,1333.8491617202758,0.6586083769798279,0.0003,0.017939653,0.9915218353271484,-0.05061300859961193,0.2,680.4595947265625,-28.186577868461608,94.1,483.75759909898045
98.58,42,487.58654002000003,86016,313,274,,,,,,,,,,,,,
99.59,43,492.97864789000016,88064,314,280,420,0.198095703125,1239.9445413589478,0.7343976199626923,0.0003,0.018522575,0.9921427965164185,-0.05281291810097173,0.2,489.1401672363281,-28.188489693403245,,
,,,90000,,,430,0.225830078125,1155.4804571151733,0.7409569323062897,0.0003,0.02170322,0.9913886189460754,-0.05540937065379694,0.2,412.6568908691406,-28.188635051250458,83.55,439.72981260251254
97.38,44,482.28477798000006,90112,312,288,,,,,,,,,,,,,
100.2,45,495.98612882000003,92160,313,293,440,0.236474609375,881.6489667892456,0.7659841924905777,0.0003,0.02292405,0.9915607571601868,-0.05908951033197809,0.2,377.3159484863281,-28.183658307790758,,
98.04,46,485.71631513,94208,315,298,450,0.1990234375,1042.346778488159,0.7704082578420639,0.0003,0.018795313,0.9941226840019226,-0.05425811818422517,0.2,342.91217041015625,-28.21587860584259,,
,,,95000,,,460,0.182421875,1064.2072261810304,0.7615405768156052,0.0003,0.019908987,0.9949671030044556,-0.05355167375819292,0.2,373.9521179199219,-28.246134757995605,97.75,499.6876030407846
98.95,47,489.94631898000006,96256,313,307,,,,,,,,,,,,,
100.12,48,496.3195083,98304,313,313,470,0.223681640625,957.515617275238,0.7786064445972443,0.0003,0.020293377,0.9924688339233398,-0.05485112207243219,0.2,282.6083068847656,-28.2237897336483,,
,,,100000,,,480,0.20673828125,1115.3207511901855,0.7329901456832886,0.0003,0.019153811,0.9916243553161621,-0.05153080557647627,0.2,400.1744384765625,-28.188495916128158,98.65,501.40608316212894
105.98,49,525.09144147,100352,311,321,,,,,,,,,,,,,
106.41,50,527.64675963,102400,312,327,490,0.24404296875,898.1743635177612,0.8235869109630585,0.0003,0.023492161,0.9907357096672058,-0.057937112273066305,0.2,385.65228271484375,-28.179446655511857,,
107.09,51,531.60567545,104448,313,333,500,0.2361328125,852.3462766647339,0.8284789025783539,0.0003,0.023338187,0.9932342767715454,-0.05830358983075712,0.2,290.43658447265625,-28.203008621931076,,
,,,105000,,,510,0.236669921875,986.6276937484741,0.7985343337059021,0.0003,0.020976592,0.9916102290153503,-0.05585027843771968,0.2,361.2070007324219,-28.202621054649352,84.6,435.7114654697478
108.67,52,539.8251028800001,106496,313,339,,,,,,,,,,,,,
108.87,53,541.44754503,108544,314,345,520,0.187548828125,951.0134952545166,0.7760941833257675,0.0003,0.018280601,0.9942211508750916,-0.04992658306437079,0.2,249.77691650390625,-28.21427196264267,,
,,,110000,,,530,0.195849609375,959.3404666900635,0.8127721101045609,0.0003,0.020017928,0.9932290315628052,-0.053668603920959866,0.2,368.5692443847656,-28.225961220264434,87.15,455.9458399429917
107.44,54,533.9408445299999,110592,313,353,,,,,,,,,,,,,
109.77,55,546.38506559,112640,313,358,540,0.222607421875,795.8437090873718,0.827774852514267,0.0003,0.021624736,0.9914127588272095,-0.05569500436540693,0.2,248.89976501464844,-28.19021917581558,,
114.78,56,572.20410282,114688,314,364,550,0.23154296875,764.1644765853882,0.855930894613266,0.0003,0.023390744,0.9907724261283875,-0.05987430000968743,0.2,269.56427001953125,-28.171725237369536,,
,,,115000,,,560,0.23154296875,747.335901927948,0.8491751551628113,0.0003,0.022157006,0.9875602126121521,-0.05748957307660021,0.2,195.7924346923828,-28.125808823108674,97.65,503.42282919734714
116.06,57,579.42251816,116736,313,372,,,,,,,,,,,,,
115.37,58,575.28533566,118784,314,377,570,0.226513671875,587.7397701263428,0.8733018785715103,0.0003,0.022243733,0.9867011308670044,-0.05534988613217138,0.2,224.30873107910156,-28.087223052978516,,
,,,120000,,,580,0.20400390625,976.2212347984314,0.8288413137197495,0.0003,0.020418856,0.9875389933586121,-0.05040953669522423,0.2,320.7774658203125,-28.086784410476685,107.65,560.9848642453551
115.72,59,577.85945236,120832,313,385,,,,,,,,,,,,,
116.1,60,577.49755072,122880,314,390,590,0.21552734375,691.5464209556579,0.8495953679084778,0.0003,0.022803824,0.9859633445739746,-0.05380171342403628,0.2,255.4310302734375,-28.082021844387054,,
115.78,61,576.0952824200001,124928,314,396,600,0.215234375,653.1626671791076,0.8555475771427155,0.0003,0.02037435,0.9841524362564087,-0.05408021438925061,0.2,152.0312957763672,-28.040032571554185,,
,,,125000,,,610,0.2013671875,678.881510925293,0.8538028597831726,0.0003,0.02011798,0.9832212328910828,-0.05258346808550414,0.2,185.5983123779297,-28.01613364815712,132.5,678.8513775283587
111.11,62,551.07462622,126976,312,405,,,,,,,,,,,,,
115.45,63,571.5915605800001,129024,313,411,620,0.175,1095.2497339248657,0.8081356436014175,0.0003,0.017770536,0.9813348650932312,-0.048918831552146005,0.2,507.69598388671875,-27.98656432032585,,
,,,130000,,,630,0.19306640625,911.5366099357605,0.8177703469991684,0.0003,0.019235387,0.9797744154930115,-0.051727597502758724,0.2,240.02613830566406,-27.95310907959938,103.65,538.4253638330847
120.67,64,598.3078583299999,131072,312,419,,,,,,,,,,,,,
117.69,65,583.6143247000001,133120,313,424,640,0.243994140625,534.4869059562683,0.8623900413513184,0.0003,0.026490197,0.9818703532218933,-0.05643489568319637,0.2,153.29092407226562,-27.96346202492714,,
,,,135000,,,650,0.198388671875,856.0428437232971,0.8339154273271561,0.0003,0.019639231,0.9810925722122192,-0.05167105793952942,0.2,190.16964721679688,-27.975160944461823,112.4,578.425614034338
119.55,66,593.94153519,135168,311,434,,,,,,,,,,,,,
119.26,67,592.31400733,137216,311,440,660,0.180224609375,805.4302271842956,0.8377158939838409,0.0003,0.018284312,0.9815475344657898,-0.049541066319216044,0.2,374.36962890625,-27.978749495744704,,
127.79,68,635.4822268600001,139264,311,446,670,0.160302734375,1156.8680371284486,0.8009042739868164,0.0003,0.017473117,0.982037365436554,-0.04668262612831313,0.2,348.60791015625,-27.987134593725205,,
,,,140000,,,680,0.235595703125,561.6677055835723,0.8531054556369781,0.0003,0.022896374,0.9804898500442505,-0.05541427022253629,0.2,213.75563049316406,-27.971195113658904,122.1,628.2973072104156
129.99,69,648.1952862200001,141312,310,454,,,,,,,,,,,,,
126.82,70,631.7643956,143360,312,459,690,0.143896484375,1224.4193239212036,0.7073236703872681,0.0003,0.015188634,0.9822586178779602,-0.0438174101873301,0.2,429.2588806152344,-27.979050356149674,,
,,,145000,,,700,0.213525390625,597.5100141525269,0.8821167200803757,0.0003,0.020903453,0.9821182489395142,-0.05533824248996098,0.2,231.80282592773438,-27.983292084932327,138.3,697.9359980327542
131.7,71,656.1812469299999,145408,310,468,,,,,,,,,,,,,
135.6,72,675.4921109300001,147456,310,474,710,0.22216796875,640.0619497299194,0.8459028750658035,0.0003,0.02140831,0.9802698493003845,-0.05623262992303353,0.2,130.97760009765625,-27.967314571142197,,
135.77,73,675.1180413100001,149504,311,480,720,0.226220703125,654.6695205688477,0.8656317591667175,0.0003,0.021123562,0.9775476455688477,-0.055433978405199015,0.2,160.98086547851562,-27.91328821182251,,
,,,150000,,,730,0.189453125,847.383475971222,0.8182961195707321,0.0003,0.01954482,0.9769331216812134,-0.050378459028434006,0.2,202.25088500976562,-27.878177547454833,154.05,776.9359553492861
136.55,74,679.92438755,151552,309,489,,,,,,,,,,,,,
133.64,75,665.2194683800001,153600,310,494,740,0.195849609375,639.897878074646,0.8897302001714706,0.0003,0.019586904,0.9744758605957031,-0.052613402836141174,0.2,180.20668029785156,-27.853570979833602,,
,,,155000,,,750,0.183203125,977.3249557495117,0.7975111305713654,0.0003,0.019967478,0.9728328585624695,-0.051398013965808786,0.2,432.1640319824219,-27.806493693590163,155.2,775.5977574523538
138.69,76,689.5055735099999,155648,309,503,,,,,,,,,,,,,
142.19,77,706.5530139000001,157696,309,509,760,0.21650390625,579.9326369285584,0.8796757236123085,0.0003,0.022058856,0.9728264212608337,-0.05351331101846881,0.2,153.8517303466797,-27.794797480106354,,
139.39,78,692.2650739199998,159744,309,516,770,0.234375,595.4432199001312,0.8784273862838745,0.0003,0.022846518,0.9743024706840515,-0.05364526259654667,0.2,228.98133850097656,-27.813276380300522,,
,,,160000,,,780,0.203759765625,735.5421654701233,0.8389220982789993,0.0003,0.020097874,0.975365936756134,-0.05312280197540531,0.2,212.04095458984375,-27.83514324426651,165.0,834.8239864278585
139.11,79,691.55850144,161792,307,526,,,,,,,,,,,,,
140.96,80,700.61075778,163840,307,532,790,0.193798828125,884.4467567443847,0.8524712324142456,0.0003,0.020303544,0.9786317944526672,-0.05129272621124983,0.2,213.8509063720703,-27.88740753531456,,
,,,165000,,,800,0.191845703125,716.0630802154541,0.8893891647458076,0.0003,0.019344054,0.9759802222251892,-0.051414605678291994,0.2,215.4000244140625,-27.87951819896698,195.7,977.2765663061291
144.42,81,716.7230132699999,165888,306,541,,,,,,,,,,,,,
141.54,82,701.8225291099999,167936,306,547,810,0.18056640625,766.0043998718262,0.8392071276903152,0.0003,0.019049654,0.9748486876487732,-0.047038303685258145,0.2,139.8708038330078,-27.849609506130218,,
141.72,83,703.48565575,169984,307,552,820,0.208056640625,582.610665178299,0.8892280533909798,0.0003,0.019552173,0.9739477038383484,-0.05310611007444095,0.2,141.3539276123047,-27.82191182374954,,
,,,170000,,,830,0.210009765625,628.8940057754517,0.8704759180545807,0.0003,0.023049496,0.9753046035766602,-0.054650212655542416,0.2,162.38624572753906,-27.83010438680649,170.2,849.1058931374457
137.14,84,680.60232109,172032,305,563,,,,,,,,,,,,,
137.38,85,682.42226046,174080,305,569,840,0.183935546875,970.7957377433777,0.8078581690788269,0.0003,0.018718911,0.9749407172203064,-0.047745734607451594,0.2,319.306640625,-27.83200752735138,,
,,,175000,,,850,0.182080078125,837.0317611694336,0.83378104865551,0.0003,0.019331053,0.9731535315513611,-0.050087104018894026,0.2,225.77610778808594,-27.803607910871506,210.25,1045.6400458210614
136.09,86,674.8723251799998,176128,303,580,,,,,,,,,,,,,
137.27,87,680.9529094500001,178176,303,586,860,0.215380859375,588.5784078598023,0.8873900696635246,0.0003,0.021284668,0.9735162854194641,-0.053469633450731635,0.2,153.46533203125,-27.803665524721147,,
,,,180000,,,870,0.20078125,882.6248043060302,0.8634530305862427,0.0003,0.020735849,0.9735769629478455,-0.05344115528860129,0.2,179.0499725341797,-27.79979712367058,231.55,1156.0240586120635
139.5,88,692.1472133899999,180224,300,598,,,,,,,,,,,,,
138.83,89,687.4131235199998,182272,301,604,880,0.23056640625,626.0436901569367,0.8763528317213058,0.0003,0.02186065,0.9710214734077454,-0.056491190151427874,0.2,120.19171905517578,-27.77349543571472,,
138.16,90,683.6864004099999,184320,301,610,890,0.22255859375,543.6256918430329,0.8766304329037666,0.0003,0.02182674,0.9724231958389282,-0.05488775164121762,0.2,173.9247283935547,-27.763462686538695,,
,,,185000,,,900,0.22685546875,519.0503256320953,0.90964724868536,0.0003,0.02211884,0.9709339141845703,-0.0564367620885605,0.2,131.85452270507812,-27.7649862408638,207.05,1024.1892675032839
143.23,91,707.6796370099999,186368,300,619,,,,,,,,,,,,,
145.04,92,716.1723531199999,188416,301,625,910,0.226708984375,517.883732175827,0.9124730452895164,0.0003,0.022009447,0.9723199009895325,-0.05727590243914164,0.2,215.8001708984375,-27.770418787002562,,
,,,190000,,,920,0.235400390625,477.0808596611023,0.8960375711321831,0.0003,0.024378857,0.9711490869522095,-0.05705189974105451,0.2,100.12078857421875,-27.76759539246559,201.85,1012.382070576481
148.6,93,734.5149041299998,190464,299,636,,,,,,,,,,,,,
150.11,94,743.60101171,192512,299,642,930,0.194775390625,936.4331424713134,0.8164969980716705,0.0003,0.019805454,0.9713382720947266,-0.05012647990661208,0.2,396.3556823730469,-27.758815973997116,,
152.77,95,759.38873584,194560,300,648,940,0.210791015625,604.5379661083222,0.8615087121725082,0.0003,0.021716185,0.970935046672821,-0.05482710363867227,0.2,165.7217559814453,-27.760207533836365,,
,,,195000,,,950,0.227001953125,551.9528200626373,0.9085359796881676,0.0003,0.021949247,0.9738087058067322,-0.05992007355671376,0.2,135.2941131591797,-27.782907497882842,225.4,1128.130840817094
153.24,96,762.00059549,196608,298,659,,,,,,,,,,,,,
157.24,97,782.37873635,198656,298,665,960,0.18564453125,1187.7452624320983,0.771416649222374,0.0003,0.01912737,0.9754825830459595,-0.04930922543280758,0.2,151.4149169921875,-27.828231590986253,,
,,,200000,,,970,0.223779296875,442.51734538078307,0.8960248753428459,0.0003,0.021491928,0.9741547703742981,-0.0554097214480862,0.2,127.5373764038086,-27.828443539142608,178.7,894.5540451396257
159.73,98,796.3648174699999,200704,296,675,,,,,,,,,,,,,
166.4,99,830.2136743499998,202752,297,681,980,0.26650390625,344.4111561536789,0.9261883124709129,0.0003,0.026331533,0.9710121154785156,-0.06188768729043659,0.2,73.55705261230469,-27.778796750307084,,
168.75,100,842.16572495,204800,297,687,990,0.20712890625,510.24204149246214,0.8496932834386826,0.0003,0.021291316,0.9691320657730103,-0.0544264890573686,0.2,128.43115234375,-27.726318353414534,,
,,,205000,,,1000,0.2470703125,385.7276674747467,0.920366495847702,0.0003,0.02342998,0.9705444574356079,-0.05846363050222862,0.2,67.87564086914062,-27.72281277179718,210.8,1049.092471632734
168.17,101,839.51103508,206848,296,697,,,,,,,,,,,,,
171.48,102,855.8473535599999,208896,296,703,1010,0.2017578125,614.8955031871795,0.8733943104743958,0.0003,0.021189153,0.9709238409996033,-0.053703655817662364,0.2,134.66409301757812,-27.743085485696792,,
,,,210000,,,1020,0.235986328125,389.7384487390518,0.90360376983881,0.0003,0.023727324,0.967968761920929,-0.05442075797182042,0.2,107.04573822021484,-27.713641196489334,217.0,1086.608027215209
175.84,103,877.22000832,210944,294,715,,,,,,,,,,,,,
182.79,104,910.6596927500001,212992,295,721,1030,0.243896484375,361.9716566562653,0.8941317796707153,0.0003,0.023037497,0.9688336253166199,-0.05701393945346354,0.2,64.6174545288086,-27.70069212913513,,
,,,215000,,,1040,0.17734375,575.0033363819123,0.8626820892095566,0.0003,0.018849283,0.96894770860672,-0.04952512909076177,0.2,105.3416519165039,-27.701749175786972,298.2,1489.9994885567576
185.6,105,925.7788002100003,215040,292,734,,,,,,,,,,,,,
193.23,106,964.58778226,217088,293,740,1050,0.158349609375,826.816543340683,0.8621892929077148,0.0003,0.01679619,0.9674488306045532,-0.04621984677069122,0.2,173.1345672607422,-27.68202395439148,,
192.54,107,962.0370717000001,219136,293,746,1060,0.262353515625,329.0245453119278,0.9036831855773926,0.0003,0.026197124,0.9655268788337708,-0.0602699291164754,0.2,107.66557312011719,-27.65655493736267,,
,,,220000,,,1070,0.20087890625,706.5932218551636,0.8904994577169418,0.0003,0.019420037,0.9639453291893005,-0.05170946713187732,0.2,170.57669067382812,-27.61624919772148,268.45,1344.2270103693008
187.36,108,937.1569265300001,221184,291,759,,,,,,,,,,,,,
188.64,109,944.4016636299999,223232,291,765,1080,0.169921875,876.4067400932312,0.8247405737638474,0.0003,0.018437317,0.9613189697265625,-0.04686126479355153,0.2,138.97547912597656,-27.57499213218689,,
,,,225000,,,1090,0.254443359375,282.48075928688047,0.9240610972046852,0.0003,0.025032278,0.9605781435966492,-0.059579686177312394,0.2,52.761566162109375,-27.54042528271675,234.3,1177.5212165858597
192.59,110,963.9664585999999,225280,290,776,,,,,,,,,,,,,
192.02,111,961.51393897,227328,290,782,1100,0.1677734375,924.5720693588257,0.8623471707105637,0.0003,0.015870111,0.9592043161392212,-0.0454067001817748,0.2,643.5709838867188,-27.508141416311265,,
195.23,112,976.8363525,229376,290,788,1110,0.1732421875,948.3477653980256,0.8577042371034622,0.0003,0.017104398,0.9572016000747681,-0.047075042413780466,0.2,469.4460144042969,-27.4758207321167,,
,,,230000,,,1120,0.2126953125,725.3673916816712,0.790653333067894,0.0003,0.022307338,0.9575102925300598,-0.051760528460727075,0.2,192.28875732421875,-27.46082935333252,200.3,994.7829326562584
195.47,113,978.0460353099999,231424,289,800,,,,,,,,,,,,,
194.06,114,971.2812917499999,233472,289,805,1130,0.19169921875,595.4435985088348,0.8288267701864243,0.0003,0.020170506,0.9565305113792419,-0.049008691811468455,0.2,171.51461791992188,-27.450922179222108,,
,,,235000,,,1140,0.19794921875,513.0282558918,0.9151002615690231,0.0003,0.019513603,0.9564282298088074,-0.051161942293401805,0.2,109.75010681152344,-27.4411170065403,163.15,807.6630215924233
193.6,115,967.30895328,235520,288,815,,,,,,,,,,,,,
188.73,116,940.62205912,237568,289,820,1150,0.2501953125,376.5683952331543,0.9257431328296661,0.0003,0.024400864,0.9571119546890259,-0.05865890235872939,0.2,77.53311920166016,-27.447862374782563,,
192.09,117,956.5441447499999,239616,289,827,1160,0.173779296875,856.2459929466247,0.882268600165844,0.0003,0.018903602,0.9569107890129089,-0.04985667305445531,0.2,193.2636260986328,-27.450505352020265,,
,,,240000,,,1170,0.202880859375,821.4480920314788,0.8391596674919128,0.0003,0.02055709,0.957314133644104,-0.05395421690918738,0.2,250.3174591064453,-27.45018752217293,196.7,989.5524442151188
194.52,118,967.32272967,241664,288,838,,,,,,,,,,,,,
189.09,119,938.8140282900001,243712,289,843,1180,0.254638671875,369.9168399810791,0.9428767524659634,0.0003,0.024389287,0.9543392062187195,-0.0596002634963952,0.2,89.70313262939453,-27.417364239692688,,
,,,245000,,,1190,0.18037109375,800.8727600574493,0.8723777085542679,0.0003,0.017690703,0.9539195895195007,-0.048093180693103935,0.2,234.95834350585938,-27.384141939878464,204.65,1027.4929662995041
189.71,120,940.84282141,245760,288,852,,,,,,,,,,,,,
189.59,121,940.06185474,247808,288,859,1200,0.17548828125,830.6266045093537,0.8473403006792068,0.0003,0.018825565,0.9533470273017883,-0.04978050405334215,0.2,220.18460083007812,-27.377141320705412,,
185.65,122,920.8493676100001,249856,288,865,1210,0.232568359375,502.19692249298095,0.9082167893648148,0.0003,0.02319588,0.9506527781486511,-0.05740543176943902,0.2,109.60385131835938,-27.331889325380324,,
,,,250000,,,1220,0.2265625,518.8043360710144,0.9031044617295265,0.0003,0.022702428,0.9517040252685547,-0.0566966472833883,0.2,109.90475463867188,-27.314364326000213,154.35,783.4025312831625
