rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/n_updates,train/clip_fraction,train/value_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/std,train/policy_gradient_loss,train/clip_range,train/loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
678.44,498,3396.13692592,1019904,141,7183,4970,0.37314453125,508.1005719423294,0.7121215462684631,0.0003,0.04020358,0.6830928921699524,-0.05307893101125956,0.2,44.38909149169922,-20.629239594936372,,
,,,1020000,,,4980,0.288916015625,898.0224710702896,0.6399930119514465,0.0003,0.026055673,0.683198869228363,-0.03822980466065928,0.2,29.595434188842773,-20.61107579469681,807.65,4037.441720968485
676.71,499,3387.5960659900006,1021952,141,7210,,,,,,,,,,,,,
679.78,500,3402.5122514099994,1024000,141,7216,4990,0.43037109375,437.73696209192275,0.5274974703788757,0.0003,0.06266144,0.6840256452560425,-0.052429302525706586,0.2,14.454655647277832,-20.620432049036026,,
,,,1025000,,,5000,0.485205078125,62.25573468208313,0.9592148251831532,0.0003,0.063613325,0.6827561259269714,-0.05277426722459495,0.2,10.830954551696777,-20.630423659086226,820.6,4096.724081397546
677.12,501,3388.3316707499994,1026048,141,7242,,,,,,,,,,,,,
675.07,502,3378.2122985900005,1028096,141,7249,5010,0.425927734375,95.63215281665325,0.9402040503919125,0.0003,0.05173501,0.6817459464073181,-0.05535431544994936,0.2,18.964101791381836,-20.580744576454162,,
,,,1030000,,,5020,0.587890625,760.0467233538627,0.3149423599243164,0.0003,0.12302991,0.6811250448226929,-0.02968503174779471,0.2,729.592041015625,-20.550820338726044,769.7,3842.1105488486587
682.96,503,3417.4822881099994,1030144,141,7274,,,,,,,,,,,,,
685.44,504,3429.38435106,1032192,141,7280,5030,0.383935546875,137.46642788648606,0.9111756011843681,0.0003,0.050661836,0.6802217364311218,-0.0621236676350236,0.2,43.47336959838867,-20.527655869722366,,
681.28,505,3407.9482971399993,1034240,141,7286,5040,0.435302734375,80.69259594082833,0.9728856198489666,0.0003,0.052190248,0.678702175617218,-0.06513379749376327,0.2,20.17881965637207,-20.4959881067276,,
,,,1035000,,,5050,0.461328125,73.91169151961803,0.9672925099730492,0.0003,0.070126235,0.6774126887321472,-0.06431139711057768,0.2,10.213714599609375,-20.462606072425842,793.35,3959.0274912779687
691.43,506,3458.69080005,1036288,141,7321,,,,,,,,,,,,,
686.86,507,3435.87762285,1038336,141,7327,5060,0.392626953125,502.58650916814804,0.8765342980623245,0.0003,0.035672605,0.6771194338798523,-0.041865541410516016,0.2,97.25080871582031,-20.427968019247054,,
,,,1040000,,,5070,0.28408203125,849.306642472744,0.860760822892189,0.0003,0.02770469,0.6774172186851501,-0.04390838582767174,0.2,170.18946838378906,-20.432863920927048,717.5,3579.098610776104
682.63,508,3414.48752649,1040384,141,7351,,,,,,,,,,,,,
685.6,509,3428.5161093099996,1042432,141,7355,5080,0.421533203125,146.65116792321206,0.895066924393177,0.0003,0.05513324,0.6753014922142029,-0.06277235171583015,0.2,17.84107208251953,-20.400623154640197,,
683.64,510,3418.0793910800003,1044480,141,7361,5090,0.467626953125,80.06967133879661,0.9730249475687742,0.0003,0.06971316,0.6733647584915161,-0.059506242538918744,0.2,19.834877014160156,-20.352743887901305,,
,,,1045000,,,5100,0.639892578125,28.24363541454077,0.9587314277887344,0.0003,0.15150438,0.6733039617538452,-0.04311345155292656,0.2,4.509797096252441,-20.32858234643936,712.5,3560.717861168459
676.56,511,3381.52781434,1046528,141,7385,,,,,,,,,,,,,
676.76,512,3382.4179676400004,1048576,141,7390,5110,0.3828125,66.47596430778503,0.982264831662178,0.0003,0.042674348,0.6721089482307434,-0.06301199729496147,0.2,28.365903854370117,-20.296064817905425,,
,,,1050000,,,5120,0.3650390625,188.30357667803764,0.9404333829879761,0.0003,0.037571155,0.6710730195045471,-0.05247470187168801,0.2,12.214066505432129,-20.25688444375992,675.1,3370.3212463323025
676.8,513,3382.0796292100003,1050624,141,7414,,,,,,,,,,,,,
675.86,514,3377.55283691,1052672,141,7420,5130,0.440576171875,388.6728410422802,0.7774855941534042,0.0003,0.07026079,0.6708135008811951,-0.030615104184835217,0.2,25.123422622680664,-20.234380185604095,,
680.71,515,3401.76474957,1054720,142,7425,5140,0.440380859375,70.70229042172431,0.956020575016737,0.0003,0.06454344,0.6695218086242676,-0.05603524473553989,0.2,10.365046501159668,-20.214490592479706,,
,,,1055000,,,5150,0.3216796875,225.52324628829956,0.9120081961154938,0.0003,0.03541889,0.6680604219436646,-0.05533547767845448,0.2,72.82054138183594,-20.175015193223953,858.65,4308.938675093837
680.84,516,3402.7121443899996,1056768,141,7454,,,,,,,,,,,,,
679.04,517,3393.7747197000003,1058816,141,7459,5160,0.453662109375,71.94034005403519,0.9516008645296097,0.0003,0.06135172,0.6679016351699829,-0.061564815070596524,0.2,18.800914764404297,-20.14919657111168,,
,,,1060000,,,5170,0.59716796875,511.37688017189504,0.8381744623184204,0.0003,0.08743017,0.6679993271827698,-0.024957917360006833,0.2,18.836835861206055,-20.145695674419404,981.55,4937.86135960616
677.31,518,3385.4928028400004,1060864,141,7491,,,,,,,,,,,,,
680.16,519,3399.9402584699997,1062912,141,7497,5180,0.4966796875,915.8144659399986,0.5883703231811523,0.0003,0.06334673,0.6690011620521545,-0.03856885776622221,0.2,73.08708953857422,-20.160372346639633,,
683.0,520,3414.723600349999,1064960,141,7502,5190,0.5173828125,68.96325815320014,0.956784263253212,0.0003,0.09067339,0.6708018183708191,-0.04795621370285517,0.2,16.96571922302246,-20.201677203178406,,
,,,1065000,,,5200,0.600390625,22.398512353003024,0.9867400554940104,0.0003,0.15393695,0.6695231795310974,-0.05430811214610003,0.2,4.800722122192383,-20.20264905691147,936.15,4701.443521299213
686.48,521,3432.77062734,1067008,141,7533,,,,,,,,,,,,,
690.4,522,3452.5410657199996,1069056,141,7538,5210,0.471435546875,69.77641413807869,0.9315638616681099,0.0003,0.1546136,0.6699519753456116,-0.044294791063293815,0.2,8.367376327514648,-20.193466871976852,,
,,,1070000,,,5220,0.445166015625,41.622874066233635,0.9769467040896416,0.0003,0.053975843,0.6707237362861633,-0.06038326450507157,0.2,8.643282890319824,-20.21653512120247,950.15,4769.590667706169
692.48,523,3463.4303865900006,1071104,141,7569,,,,,,,,,,,,,
696.44,524,3483.45993574,1073152,141,7575,5230,0.63037109375,14.753364859521389,0.980500053614378,0.0003,0.13018863,0.6694127321243286,-0.035645958175882696,0.2,3.4957611560821533,-20.213351845741272,,
,,,1075000,,,5240,0.681103515625,11.58823689930141,0.8365984708070755,0.0003,0.21475883,0.6684315204620361,-0.03945419189403765,0.2,3.329493999481201,-20.162160408496856,989.95,4970.538098017872
699.8,525,3500.50793034,1075200,141,7607,,,,,,,,,,,,,
709.39,526,3548.7395361099993,1077248,141,7612,5250,0.596484375,21.875011457502843,0.8933917507529259,0.0003,0.27997398,0.6684556603431702,-0.020586677175015212,0.2,2.0189666748046875,-20.156472647190093,,
719.09,527,3597.47466378,1079296,141,7617,5260,0.8412109375,0.6388556668534875,0.12878447771072388,0.0003,0.50610286,0.6701588034629822,-0.02352559977443889,0.2,0.1228591799736023,-20.230065351724626,,
,,,1080000,,,5270,0.348486328125,455.712198074162,0.12116330862045288,0.0003,0.023087896,0.6705464720726013,-0.011130929336650297,0.2,73.79375457763672,-20.214415788650513,970.85,4882.940368504077
722.22,528,3613.58886767,1081344,141,7648,,,,,,,,,,,,,
723.23,529,3618.9851144300005,1083392,141,7653,5280,0.010400390625,270.5404754757881,0.7527761161327362,0.0003,0.004799891,0.6705945730209351,-0.014122901755035855,0.2,11.767488479614258,-20.21810324192047,,
,,,1085000,,,5290,0.009619140625,195.30706805586814,0.925567202270031,0.0003,0.0044520195,0.6707450151443481,-0.01490588499000296,0.2,22.36206817626953,-20.220744681358337,980.95,4927.244083675835
725.21,530,3629.3998821000005,1085440,141,7685,,,,,,,,,,,,,
732.97,531,3669.06234361,1087488,141,7690,5300,0.048583984375,78.52280667424202,0.9529785886406898,0.0003,0.008174667,0.6704438328742981,-0.02535162347194273,0.2,15.206466674804688,-20.219843131303787,,
732.14,532,3665.6844279800002,1089536,141,7695,5310,0.0779296875,213.05964169204236,0.697227418422699,0.0003,0.011172106,0.6706889271736145,-0.021786737369257025,0.2,4.078007698059082,-20.21693441271782,,
,,,1090000,,,5320,0.11787109375,71.44258825480938,0.8776928707957268,0.0003,0.014599583,0.6707575917243958,-0.03062681466981303,0.2,10.510430335998535,-20.22251410484314,951.45,4777.072425364703
728.44,533,3647.2178380699997,1091584,141,7728,,,,,,,,,,,,,
732.99,534,3670.16728216,1093632,141,7733,5330,0.1494140625,79.68850978016853,0.8469276428222656,0.0003,0.016891595,0.6707902550697327,-0.03607970305311028,0.2,14.804076194763184,-20.224716252088548,,
,,,1095000,,,5340,0.060546875,310.917748850584,0.8666605055332184,0.0003,0.009603301,0.6709234118461609,-0.025520937284454703,0.2,10.604888916015625,-20.22740008831024,951.9,4778.375765508414
734.72,535,3678.7241916299995,1095680,141,7765,,,,,,,,,,,,,
740.84,536,3710.06834393,1097728,141,7770,5350,0.3978515625,17.33232506364584,0.6332733035087585,0.0003,0.04861962,0.669817328453064,-0.06414865134283901,0.2,4.494481086730957,-20.21002733707428,,
748.27,537,3747.2166097200006,1099776,141,7776,5360,0.535009765625,13.968590894900263,0.9064399003982544,0.0003,0.13290104,0.6700899600982666,-0.010474263693322428,0.2,1.176001787185669,-20.183745855093,,
,,,1100000,,,5370,0.200927734375,44.90173998773098,0.963802345097065,0.0003,0.01902071,0.6694862842559814,-0.039957678329665215,0.2,7.1687164306640625,-20.190427953004836,947.65,4751.14799938649
751.34,538,3762.7420766700006,1101824,141,7807,,,,,,,,,,,,,
751.41,539,3763.0554741999995,1103872,141,7812,5380,0.127587890625,362.47630825936795,0.7784948199987411,0.0003,0.015267932,0.6697407364845276,-0.02932453081011772,0.2,18.177448272705078,-20.183961355686186,,
,,,1105000,,,5390,0.15234375,431.7158468335867,0.6705241799354553,0.0003,0.02046955,0.669670045375824,-0.02922713155276142,0.2,11.841116905212402,-20.189175045490266,962.75,4827.327628847212
752.42,540,3768.3337474999994,1105920,140,7843,,,,,,,,,,,,,
755.76,541,3785.21326306,1107968,141,7848,5400,0.246630859375,74.9131467372179,0.9093642458319664,0.0003,0.031314746,0.6687706708908081,-0.04292118690282223,0.2,9.46967601776123,-20.172186428308486,,
,,,1110000,,,5410,0.407861328125,56.15765105634928,0.8120047152042389,0.0003,0.07315465,0.6680168509483337,-0.028622031427221372,0.2,3.861623764038086,-20.150000882148742,901.3,4512.894459706731
757.17,542,3792.71090114,1110016,140,7879,,,,,,,,,,,,,
767.97,543,3846.82196159,1112064,141,7884,5420,0.260400390625,69.45135629326106,0.9214400723576546,0.0003,0.026103836,0.6683918833732605,-0.03620170330395922,0.2,8.768768310546875,-20.139220160245895,,
771.38,544,3864.7391069399996,1114112,141,7890,5430,0.29365234375,55.9171505510807,0.9283599108457565,0.0003,0.030278314,0.667472243309021,-0.04578586645366158,0.2,7.219959735870361,-20.129437351226805,,
,,,1115000,,,5440,0.18583984375,156.6430260539055,0.9286015033721924,0.0003,0.019973721,0.6675195693969727,-0.044409578791237435,0.2,42.84671401977539,-20.113306349515916,946.95,4740.158558700979
771.62,545,3866.16648129,1116160,140,7919,,,,,,,,,,,,,
776.98,546,3893.3980756999995,1118208,141,7924,5450,0.2607421875,75.2619460105896,0.9693572428077459,0.0003,0.031217542,0.6678221225738525,-0.04956778338528238,0.2,26.37619400024414,-20.115855944156646,,
,,,1120000,,,5460,0.65458984375,8.291601560264827,0.5828296542167664,0.0003,0.2069427,0.6659960746765137,-0.05998354338807985,0.2,2.0657663345336914,-20.08424703478813,893.15,4483.021759275347
775.95,547,3889.68254248,1120256,140,7953,,,,,,,,,,,,,
770.94,548,3865.02233781,1122304,141,7959,5470,0.27958984375,536.8910417199135,0.8547908812761307,0.0003,0.02369637,0.6661196351051331,-0.04054764258326031,0.2,453.1618347167969,-20.065619033575057,,
776.45,549,3894.0454112800003,1124352,141,7964,5480,0.148681640625,355.0669994056225,0.647114634513855,0.0003,0.015962925,0.665665328502655,-0.02905996305635199,0.2,33.923194885253906,-20.05996118783951,,
,,,1125000,,,5490,0.284423828125,42.749204707145694,0.9637838415801525,0.0003,0.027341237,0.6659480333328247,-0.046400606184033674,0.2,11.166746139526367,-20.055819070339204,958.5,4815.275625318289
779.18,550,3908.121930449999,1126400,140,7996,,,,,,,,,,,,,
782.28,551,3924.62785891,1128448,141,8002,5500,0.28349609375,65.65882934629917,0.9300052672624588,0.0003,0.030702025,0.6650859117507935,-0.048668282662401904,0.2,21.549558639526367,-20.046530944108962,,
,,,1130000,,,5510,0.27578125,316.32444727420807,0.743364006280899,0.0003,0.03364031,0.6653077602386475,-0.03573083982046228,0.2,13.095405578613281,-20.04355058670044,954.65,4795.540610823035
786.17,552,3944.5939107799995,1130496,140,8030,,,,,,,,,,,,,
790.72,553,3967.5382634000002,1132544,140,8035,5520,0.414404296875,305.589282900095,0.37710052728652954,0.0003,0.048884235,0.6650517582893372,-0.027512074034893884,0.2,20.0965633392334,-20.04024158716202,,
794.05,554,3985.40966114,1134592,141,8041,5530,0.313671875,132.4543933391571,0.731223076581955,0.0003,0.032283813,0.6648102402687073,-0.058818112264270896,0.2,32.155582427978516,-20.03267208337784,,
,,,1135000,,,5540,0.39072265625,50.04466319680214,0.9408935196697712,0.0003,0.059564434,0.6636942028999329,-0.04486631317995489,0.2,7.616744518280029,-20.019537651538847,916.05,4598.997173535451
790.84,555,3969.7978969899996,1136640,140,8070,,,,,,,,,,,,,
788.54,556,3958.2277709500004,1138688,140,8076,5550,0.333251953125,87.01281699538231,0.9508057273924351,0.0003,0.04974486,0.6625334024429321,-0.047190032797516324,0.2,15.433109283447266,-19.98250566124916,,
,,,1140000,,,5560,0.634326171875,40.910269412398335,0.9470252729952335,0.0003,0.18833566,0.6623164415359497,-0.030473546506254934,0.2,5.176816463470459,-19.956401205062868,1000.0,5018.126094150543
792.45,557,3978.35337037,1140736,140,8108,,,,,,,,,,,,,
782.17,558,3926.7359473599995,1142784,140,8114,5570,0.414208984375,36.38716947287321,0.9815953597426414,0.0003,0.052387677,0.661071240901947,-0.04938793279870879,0.2,4.9474287033081055,-19.935444647073744,,
789.16,559,3961.6684267299993,1144832,140,8120,5580,0.435498046875,153.59429233670235,0.831267237663269,0.0003,0.09791374,0.6605895757675171,-0.03221140840905719,0.2,4.964749336242676,-19.90915271639824,,
,,,1145000,,,5590,0.757470703125,6.008797919750213,0.5026086866855621,0.0003,0.3882681,0.6605436205863953,-0.05010971263400279,0.2,1.4654035568237305,-19.89229406118393,966.7,4853.643145941058
794.08,560,3986.47705502,1146880,140,8151,,,,,,,,,,,,,
790.27,561,3967.7266372499994,1148928,140,8157,5600,0.467626953125,519.3645981028676,0.582865446805954,0.0003,0.041352116,0.6610089540481567,-0.01822820349771064,0.2,6.7457275390625,-19.911149722337722,,
,,,1150000,,,5610,0.32353515625,38.304302462935446,0.958224531263113,0.0003,0.03737563,0.6613423824310303,-0.054314424382755536,0.2,8.921424865722656,-19.918906009197237,947.8,4765.01005690652
788.0,562,3955.8704468899996,1150976,140,8186,,,,,,,,,,,,,
788.0,563,3955.85068477,1153024,140,8192,5620,0.265185546875,519.6012752354145,0.42046093940734863,0.0003,0.0302603,0.6618323922157288,-0.032572892669122666,0.2,43.683746337890625,-19.929743885993958,,
,,,1155000,,,5630,0.4111328125,25.169628637284042,0.9367253929376602,0.0003,0.055868313,0.6619669795036316,-0.039210016941069625,0.2,2.387690305709839,-19.946669936180115,974.35,4886.885006818734
781.24,564,3922.1765724100005,1155072,140,8222,,,,,,,,,,,,,
781.24,565,3922.2597661300006,1157120,140,8228,5640,0.495361328125,60.248967153578995,0.8314500600099564,0.0003,0.07120311,0.6613146066665649,-0.026386585953878237,0.2,4.892712593078613,-19.934403574466707,,
788.39,566,3958.03701765,1159168,140,8234,5650,0.739990234375,2.8837153900414707,0.2632611393928528,0.0003,0.36425573,0.6661915183067322,-0.04989564488059841,0.2,0.6514776945114136,-20.001733595132826,,
,,,1160000,,,5660,0.451220703125,14.929776512831449,0.9279168024659157,0.0003,0.06872188,0.6643719673156738,-0.028989130374975504,0.2,1.722089409828186,-20.05877816081047,863.2,4327.428584920801
790.63,567,3969.03022677,1161216,140,8262,,,,,,,,,,,,,
787.32,568,3951.8808564899996,1163264,140,8268,5670,0.4896484375,56.031939854472874,0.8090817779302597,0.0003,0.11000329,0.6664171814918518,-0.008046736734104342,0.2,4.076789379119873,-20.05341680049896,,
,,,1165000,,,5680,0.11005859375,1031.7564118504524,0.4966955780982971,0.0003,0.010792311,0.6664454936981201,-0.028859012795146556,0.2,588.7003173828125,-20.087215501070023,964.5,4831.747017388046
787.24,569,3950.8240708899993,1165312,140,8298,,,,,,,,,,,,,
791.96,570,3974.2085448499997,1167360,140,8303,5690,0.192041015625,495.49991513490676,0.7443161606788635,0.0003,0.019170944,0.6663775444030762,-0.03046555574546801,0.2,44.26603698730469,-20.086676186323167,,
788.26,571,3955.3775230999995,1169408,140,8310,5700,0.22783203125,85.576414462924,0.9185462146997452,0.0003,0.02375042,0.66596519947052,-0.05089890667004511,0.2,26.329187393188477,-20.07882500886917,,
,,,1170000,,,5710,0.168798828125,1067.5376143157482,0.1368427276611328,0.0003,0.0153662395,0.6661453247070312,-0.02352244144422002,0.2,136.61703491210938,-20.072538620233537,979.3,4907.051883409545
793.69,572,3982.03853126,1171456,140,8339,,,,,,,,,,,,,
791.78,573,3971.7768459999998,1173504,140,8345,5720,0.15,601.1061281979084,0.8537687808275223,0.0003,0.016459946,0.6658600568771362,-0.03676239876222098,0.2,315.4521789550781,-20.072077709436417,,
,,,1175000,,,5730,0.22998046875,92.10569603443146,0.9695740826427937,0.0003,0.026072666,0.6653942465782166,-0.051689567873836495,0.2,22.882675170898438,-20.062386107444762,1000.0,5012.369935464859
788.85,574,3956.78020905,1175552,140,8377,,,,,,,,,,,,,
789.12,575,3958.46200059,1177600,140,8383,5740,0.19853515625,926.6446492552757,0.21872377395629883,0.0003,0.02041993,0.6652028560638428,-0.028087786643300205,0.2,339.0689697265625,-20.050414568185808,,
786.89,576,3946.4618921599995,1179648,140,8388,5750,0.32802734375,98.3119059562683,0.5356657207012177,0.0003,0.042493194,0.664633572101593,-0.05632372621621471,0.2,33.056884765625,-20.038099539279937,,
,,,1180000,,,5760,0.256103515625,131.97906683683397,0.9704612772911787,0.0003,0.024964888,0.6645033955574036,-0.0545933367946418,0.2,20.151626586914062,-20.0277121424675,999.0,5000.796125108003
793.09,577,3977.7029855599994,1181696,140,8419,,,,,,,,,,,,,
792.34,578,3974.0615857,1183744,140,8425,5770,0.42724609375,44.16011963784695,0.9347178563475609,0.0003,0.06480451,0.6639575362205505,-0.06789278077776544,0.2,11.659500122070312,-20.011528515815733,,
,,,1185000,,,5780,0.493994140625,391.676676133275,0.4274413585662842,0.0003,0.13392206,0.6637479066848755,-0.024524759143241683,0.2,182.36260986328125,-20.001921439170836,1000.0,5011.924037098885
789.29,579,3958.5516457799995,1185792,140,8458,,,,,,,,,,,,,
787.84,580,3951.9386633199993,1187840,140,8464,5790,0.298388671875,947.5077829837799,0.7050850987434387,0.0003,0.032206945,0.6635522246360779,-0.039222521608462554,0.2,293.9693603515625,-20.003773665428163,,
794.33,581,3984.4225720800005,1189888,140,8470,5800,0.572314453125,53.8111417144537,0.8487393856048584,0.0003,0.17099518,0.6607536673545837,-0.030463473021518438,0.2,5.811493873596191,-19.949391251802446,,
,,,1190000,,,5810,0.66650390625,13.206448730826377,0.6134439706802368,0.0003,0.19986077,0.6589535474777222,-0.07354629510082304,0.2,3.4156172275543213,-19.871578961610794,910.9,4576.534959854185
798.95,582,4007.93100445,1191936,140,8501,,,,,,,,,,,,,
807.55,583,4051.1699982799996,1193984,140,8507,5820,0.36669921875,40.338042467832565,0.9650399908423424,0.0003,0.04426516,0.6584926843643188,-0.05003813649527729,0.2,7.913058757781982,-19.84784173965454,,
,,,1195000,,,5830,0.757568359375,3.629901347309351,0.8275676667690277,0.0003,0.30077887,0.6567272543907166,-0.056915471755200994,0.2,1.2737641334533691,-19.83845359683037,956.25,4809.909730967879
811.78,584,4072.0839140299995,1196032,140,8538,,,,,,,,,,,,,
805.2,585,4039.7312433899992,1198080,140,8545,5840,0.58330078125,6.357010915130377,0.8818267062306404,0.0003,0.1249829,0.657669723033905,-0.07134649427898694,0.2,1.4370548725128174,-19.790935003757475,,
,,,1200000,,,5850,0.137158203125,95.34122515916825,0.9492962509393692,0.0003,0.013891067,0.6571115851402283,-0.03627004935697187,0.2,21.451906204223633,-19.801760745048522,982.95,4943.231068541109
800.48,586,4016.3895445399994,1200128,139,8576,,,,,,,,,,,,,
809.5,587,4062.1375950800007,1202176,140,8582,5860,0.12900390625,480.53098627626895,0.7386204898357391,0.0003,0.016908929,0.6576811671257019,-0.025308445686823687,0.2,29.10137939453125,-19.799443346261977,,
818.01,588,4104.60857815,1204224,140,8588,5870,0.11875,120.83562814593316,0.9310568198561668,0.0003,0.014978144,0.6575815081596375,-0.036735112059977836,0.2,47.61049270629883,-19.805483365058898,,
,,,1205000,,,5880,0.1634765625,109.03092559278011,0.9149110168218613,0.0003,0.019840293,0.6578821539878845,-0.04022297804476693,0.2,17.956575393676758,-19.81042900085449,954.75,4803.322192072868
818.3,589,4106.24719332,1206272,139,8620,,,,,,,,,,,,,
811.91,590,4074.2558236399996,1208320,140,8626,5890,0.17353515625,108.24829205870628,0.9345442652702332,0.0003,0.019714506,0.6578983664512634,-0.04168332130648196,0.2,17.659820556640625,-19.816975700855256,,
,,,1210000,,,5900,0.252978515625,48.172137913107875,0.9678608700633049,0.0003,0.033271566,0.657429039478302,-0.04298854754888452,0.2,8.912816047668457,-19.812890642881392,944.85,4746.077971749008
806.83,591,4048.6307824599994,1210368,139,8662,,,,,,,,,,,,,
800.91,592,4018.8199837399998,1212416,139,8668,5910,0.4369140625,35.85755934342742,0.9664900600910187,0.0003,0.0695938,0.6571451425552368,-0.03711106958216988,0.2,2.5305769443511963,-19.803492945432662,,
798.54,593,4006.91896383,1214464,139,8675,5920,0.245947265625,83.1387997329235,0.9591643437743187,0.0003,0.022194594,0.6565661430358887,-0.045173484858241866,0.2,6.611275672912598,-19.780112713575363,,
,,,1215000,,,5930,0.223291015625,93.95507597625256,0.9401721023023129,0.0003,0.023708109,0.6563618183135986,-0.04547756984538864,0.2,18.399940490722656,-19.769241470098496,898.6,4514.043019998074
798.93,594,4009.15410891,1216512,139,8707,,,,,,,,,,,,,
794.61,595,3986.57621214,1218560,139,8715,5940,0.314306640625,50.54951925724745,0.9688409231603146,0.0003,0.034223348,0.6560313701629639,-0.04892245771479793,0.2,4.350135803222656,-19.765140867233278,,
,,,1220000,,,5950,0.231591796875,97.10705652832985,0.9593881368637085,0.0003,0.023918625,0.6558491587638855,-0.045949253349681383,0.2,11.774975776672363,-19.753978377580644,946.25,4748.550278228521
797.51,596,4000.6467811899997,1220608,139,8755,,,,,,,,,,,,,
803.13,597,4028.10187676,1222656,139,8763,5960,0.4060546875,39.72199881821871,0.9690004084259272,0.0003,0.04821472,0.6552203297615051,-0.04633832842228003,0.2,7.4129228591918945,-19.749967324733735,,
797.47,598,3999.9997017600003,1224704,139,8770,5970,0.576171875,42.02218307107687,0.9518626742064953,0.0003,0.16458851,0.6536332964897156,-0.02583231906464789,0.2,3.5791897773742676,-19.701159077882767,,
,,,1225000,,,5980,0.3564453125,78.71439163386822,0.9564639702439308,0.0003,0.032543134,0.6527409553527832,-0.047799379858770405,0.2,29.752103805541992,-19.667811250686647,934.1,4691.661946761608
792.75,599,3976.1589370999995,1226752,139,8801,,,,,,,,,,,,,
789.82,600,3961.40111163,1228800,139,8807,5990,0.242919921875,625.6109319031239,0.7722763419151306,0.0003,0.024291614,0.6519780158996582,-0.04013737599889282,0.2,58.395416259765625,-19.63929150104523,,
,,,1230000,,,6000,0.334326171875,69.16043578982354,0.9413202367722988,0.0003,0.034970965,0.6520059704780579,-0.049918871009140275,0.2,14.791364669799805,-19.62965242266655,931.65,4677.465525400638
788.9,601,3956.66775101,1230848,139,8835,,,,,,,,,,,,,
792.03,602,3972.6794215,1232896,139,8841,6010,0.364599609375,73.67604444324971,0.8106030970811844,0.0003,0.054197542,0.6515846252441406,-0.04548206315375865,0.2,10.54597282409668,-19.637041676044465,,
793.55,603,3980.24957949,1234944,139,8847,6020,0.430859375,53.14064973890781,0.969332879409194,0.0003,0.07319531,0.6504931449890137,-0.047431130212498826,0.2,13.49769115447998,-19.60543166399002,,
,,,1235000,,,6030,0.622607421875,25.60383902490139,0.9630016684532166,0.0003,0.2812059,0.6480323672294617,-0.027862133181770332,0.2,3.1652002334594727,-19.548261249065398,805.65,4054.5853000685574
787.96,604,3952.1881771800004,1236992,139,8873,,,,,,,,,,,,,
789.98,605,3961.7766878400002,1239040,139,8879,6040,0.42880859375,54.54526818394661,0.9287440776824951,0.0003,0.053382963,0.6473482847213745,-0.04065409405739047,0.2,4.60481071472168,-19.503159248828887,,
,,,1240000,,,6050,0.25830078125,143.91493312716483,0.9130780398845673,0.0003,0.029186822,0.6473782062530518,-0.043123936135089025,0.2,12.111489295959473,-19.487003213167192,896.2,4506.554187281802
790.44,606,3964.60815371,1241088,139,8908,,,,,,,,,,,,,
790.78,607,3967.00296866,1243136,139,8913,6060,0.341796875,71.74957804828883,0.9413402676582336,0.0003,0.040782697,0.6457841992378235,-0.044692713010590523,0.2,7.118223667144775,-19.467798620462418,,
,,,1245000,,,6070,0.3587890625,74.8845460087061,0.955684956163168,0.0003,0.044681996,0.6455990076065063,-0.047222068771952765,0.2,16.52956199645996,-19.436955893039702,845.7,4249.048775394261
791.59,608,3971.74296808,1245184,139,8952,,,,,,,,,,,,,
797.16,609,3999.76885087,1247232,139,8959,6080,0.493994140625,51.6232751339674,0.9343048483133316,0.0003,0.099785,0.6452692151069641,-0.04283227922569495,0.2,15.054903030395508,-19.425176674127577,,
798.6,610,4007.1070117699996,1249280,139,8965,6090,0.808984375,4.748007945716381,0.7152296900749207,0.0003,0.38015682,0.6445924639701843,-0.017714796843938528,0.2,1.8013273477554321,-19.43273720741272,,
,,,1250000,,,6100,0.471435546875,11.142785293422639,0.979158503934741,0.0003,0.06390081,0.6442243456840515,-0.02710560638224706,0.2,4.128386497497559,-19.384953528642654,892.25,4473.350496649742
799.04,611,4009.82591748,1251328,138,9004,,,,,,,,,,,,,
806.57,612,4048.4100984400006,1253376,139,9011,6110,0.375146484375,36.4648528508842,0.8793320655822754,0.0003,0.063890055,0.6446110606193542,-0.025824564805952833,0.2,1.4745502471923828,-19.383191108703613,,
,,,1255000,,,6120,0.760888671875,82.83343420680612,0.6596799790859222,0.0003,0.50289905,0.6455726623535156,0.03177214021270629,0.2,1.1881002187728882,-19.403667211532593,809.4,4056.584418822825
800.03,613,4015.4142980199995,1255424,138,9050,,,,,,,,,,,,,
799.76,614,4013.6971759500007,1257472,138,9056,6130,0.286376953125,95.3549653545022,0.883055604994297,0.0003,0.018465463,0.6455085277557373,-0.023472270602360366,0.2,18.878490447998047,-19.417598164081575,,
799.29,615,4011.2048911100005,1259520,138,9062,6140,0.12783203125,61.904872563481334,0.9151317775249481,0.0003,0.01511097,0.6456157565116882,-0.038414650358026846,0.2,17.00774574279785,-19.418510389328002,,
,,,1260000,,,6150,0.16865234375,62.62947250902653,0.9064362943172455,0.0003,0.020298544,0.6447269916534424,-0.041201361847925,0.2,13.086453437805176,-19.408144223690034,873.2,4363.093622337282
789.66,616,3963.7848814000004,1261568,138,9095,,,,,,,,,,,,,
