rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
3.989130434782609,92,2,367,3.989130434782609,160,0.001,268,0.028251545193294685,-1.594764232635498,,
3.9479166666666665,96,2,379,3.9479166666666665,158,0.001,280,0.02061578631401062,-1.5676782727241516,,
3.91,100,2,391,3.91,156,0.001,292,0.02215227670967579,-1.603602111339569,,
3.63,104,2,403,3.63,155,0.001,304,0.01824815074602763,-1.5947667956352234,,
3.4,108,2,415,3.4,153,0.001,316,0.015615575946867466,-1.611290454864502,,
3.24,112,2,427,3.24,152,0.001,328,0.020146075636148453,-1.6217215061187744,,
3.0,116,2,439,3.0,150,0.001,340,0.015611534006893635,-1.6176294088363647,,
3.0,120,3,451,3.0,148,0.001,352,0.01891429473956426,-1.645312488079071,,
3.0,124,3,463,3.0,146,0.001,364,0.011565757915377617,-1.648358702659607,,
3.0,128,3,475,3.0,146,0.001,376,0.018314350085953873,-1.6674171686172485,,
3.0,132,3,487,3.0,146,0.001,388,0.01824086035291354,-1.7077865600585938,,
3.0,136,3,499,3.0,146,0.001,400,0.02592373328904311,-1.6680839657783508,,
3.0,140,3,511,3.0,146,0.001,412,0.01724000337223212,-1.6832275390625,,
3.0,144,3,523,3.0,146,0.001,424,0.044462976356347404,-1.739467442035675,,
3.0,148,3,535,3.0,146,0.001,436,0.03320250101387501,-1.7486122250556946,,
3.0,152,3,547,3.0,146,0.001,448,0.03328588604927063,-1.7393044829368591,,
3.0,156,3,559,3.0,145,0.001,460,0.029363062232732773,-1.7764840126037598,,
3.0,160,3,571,3.0,145,0.001,472,0.02152596352001031,-1.7225624322891235,,
3.0,164,4,583,3.0,144,0.001,484,0.013533472083508968,-1.7537881731987,,
3.0,168,4,595,3.0,144,0.001,496,0.016403417102992535,-1.780385673046112,,
3.0,172,4,607,3.0,143,0.001,508,0.015445742135246595,-1.6946449875831604,,
3.0,176,4,619,3.0,143,0.001,520,0.01633143611252308,-1.7549256086349487,,
3.0,180,4,631,3.0,143,0.001,532,0.01505623913059632,-1.7452733516693115,,
3.0,184,4,643,3.0,143,0.001,544,0.02892881693939368,-1.7686010003089905,,
3.0,188,4,655,3.0,143,0.001,556,0.017798428734143574,-1.7946924567222595,,
3.0,192,4,667,3.0,143,0.001,568,0.034620145646234356,-1.7525933980941772,,
3.0,196,4,679,3.0,143,0.001,580,0.007825991449256739,-1.8288628458976746,,
3.0,200,4,691,3.0,143,0.001,592,0.017431107504914205,-1.7983995079994202,,
3.0,204,4,703,3.0,143,0.001,604,0.022934686082104843,-1.8302680850028992,,
3.0,208,5,715,3.0,142,0.001,616,0.028362618759274483,-1.830321729183197,,
3.0,212,5,727,3.0,142,0.001,628,0.024230966344475746,-1.7697021961212158,,
3.0,216,5,739,3.0,142,0.001,640,0.025081561878323555,-1.8473694920539856,,
3.0,220,5,751,3.0,142,0.001,652,0.01618679178257783,-1.7808343768119812,,
3.0,224,5,763,3.0,142,0.001,664,0.022999066238602,-1.803705096244812,,
3.0,228,5,775,3.0,141,0.001,676,0.027657388399044674,-1.787781834602356,,
3.0,232,5,787,3.0,142,0.001,688,0.014172470197081566,-1.8143011331558228,,
3.0,236,5,799,3.0,141,0.001,700,0.00969618558883667,-1.8603035807609558,,
3.0,240,5,811,3.0,141,0.001,712,0.047522361079851784,-1.7973566055297852,,
3.0,244,5,823,3.0,141,0.001,724,0.009611079469323158,-1.8572587966918945,,
3.0,248,5,835,3.0,141,0.001,736,0.017278900370001793,-1.858264684677124,,
3.0,252,5,847,3.0,141,0.001,748,0.02334968652576208,-1.8908298015594482,,
3.0,256,6,859,3.0,141,0.001,760,0.023158468926946323,-1.8811728358268738,,
3.0,260,6,871,3.0,141,0.001,772,0.0259611743191878,-1.8668466806411743,,
3.0,264,6,883,3.0,141,0.001,784,0.023382995277643204,-1.8674378991127014,,
3.0,268,6,895,3.0,141,0.001,796,0.022799130529165268,-1.86555415391922,,
3.0,272,6,907,3.0,139,0.001,808,0.023951052998503048,-1.9432705640792847,,
3.0,276,6,919,3.0,139,0.001,820,0.022680949419736862,-1.8029218912124634,,
3.0,280,6,931,3.0,139,0.001,832,0.01864659662048022,-1.844564139842987,,
3.0,284,6,943,3.0,139,0.001,844,0.026107315129290026,-1.8382641673088074,,
3.0,288,6,955,3.0,139,0.001,856,0.02506868541240692,-1.8789658546447754,,
3.0,292,6,967,3.0,139,0.001,868,0.021755839387575786,-1.8579153418540955,,
3.0,296,7,979,3.0,138,0.001,880,0.02364327386021614,-1.852319598197937,,
3.0,300,7,991,3.0,138,0.001,892,0.013495725890000662,-1.902432143688202,,
,,,1000,,,0.001,901,0.01918452853957812,-1.778641700744629,3.0,3.0
3.0,304,7,1003,3.0,137,0.001,904,0.025027122348546982,-1.8755945563316345,,
3.0,308,7,1015,3.0,136,0.001,916,0.02109970323120554,-1.9357325434684753,,
3.0,312,7,1027,3.0,135,0.001,928,0.017505763098597527,-1.9444576501846313,,
3.0,316,7,1039,3.0,134,0.001,940,0.039897347489992775,-1.8733972311019897,,
3.0,320,7,1051,3.0,134,0.001,952,0.016678542364388704,-1.921345055103302,,
3.0,324,7,1063,3.0,133,0.001,964,0.012658687774091959,-1.9273326396942139,,
3.0,328,8,1075,3.0,132,0.001,976,0.03968865051865578,-1.8607175946235657,,
3.0,332,8,1087,3.0,131,0.001,988,0.015791036499043305,-1.9678799510002136,,
3.0,336,8,1099,3.0,130,0.001,1000,0.010481994909544786,-1.8820508122444153,,
3.0,340,8,1111,3.0,130,0.001,1012,0.02692727620402972,-2.044974446296692,,
3.0,344,8,1123,3.0,129,0.001,1024,0.017334004553655784,-1.8909148573875427,,
3.0,348,8,1135,3.0,129,0.001,1036,0.01590719462061922,-1.9919666647911072,,
3.0,352,8,1147,3.0,129,0.001,1048,0.02038487357397874,-1.9089158773422241,,
3.0,356,9,1159,3.0,127,0.001,1060,0.014075374385962883,-1.941419780254364,,
3.0,360,9,1171,3.0,126,0.001,1072,0.03460383911927541,-1.946892499923706,,
3.0,364,9,1183,3.0,126,0.001,1084,0.02568477454284827,-1.8388170003890991,,
3.0,368,9,1195,3.0,125,0.001,1096,0.019051361208160717,-1.8604344129562378,,
3.01,372,9,1208,3.01,125,0.001,1109,0.018332431092858315,-2.306751251220703,,
3.02,376,9,1221,3.02,125,0.001,1121,0.016538513513902824,-2.571681022644043,,
3.1,380,9,1241,3.1,124,0.001,1140,0.06689156293869018,-2.3998237450917563,,
3.18,384,10,1261,3.18,123,0.001,1160,0.05391232967376709,-2.4534796873728433,,
3.26,388,10,1281,3.26,122,0.001,1180,0.04485645331442356,-2.6380504767100015,,
3.34,392,10,1301,3.34,120,0.001,1200,0.05979169681668282,-2.3760538895924888,,
3.42,396,11,1321,3.42,117,0.001,1220,0.07059306055307388,-2.7129317124684653,,
3.5,400,11,1341,3.5,117,0.001,1240,0.044137592613697055,-2.801664670308431,,
3.58,404,11,1361,3.58,114,0.001,1260,0.03514962717890739,-2.7313082218170166,,
3.66,408,12,1381,3.66,114,0.001,1280,0.06499334201216697,-2.671066681543986,,
3.86,412,12,1413,3.86,115,0.001,1311,0.09986602488373007,-2.875166722706386,,
3.97,416,12,1436,3.97,115,0.001,1334,0.06498080647240083,-3.1763930320739746,,
4.19,420,12,1470,4.19,116,0.001,1363,0.13449405713213813,-3.129595160484314,,
4.45,424,12,1508,4.45,116,0.001,1402,0.15754915525515875,-2.988961140314738,,
4.78,428,13,1553,4.78,116,0.001,1443,0.2064300241569678,-3.1869874397913613,,
6.48,432,14,1735,6.48,118,0.001,1564,0.15934958894337928,-3.493416632924761,,
8.84,436,18,1983,8.84,105,0.001,1832,0.14542153801044655,-4.131680263413323,,
,,,2000,,,0.001,1887,0.18352069475434044,-4.226687245898777,110.0,110.0
12.17,440,23,2328,12.17,97,0.001,2173,0.18134295803151632,-4.870883690683465,,
14.46,444,27,2569,14.46,93,0.001,2415,0.25224214328117056,-5.5017454624176025,,
16.7,448,30,2805,16.7,91,0.001,2649,0.21942890963771128,-5.894062360127767,,
,,,3000,,,0.001,2901,0.3029803086870483,-6.292830450194223,62.4,62.4
19.09,452,35,3056,19.09,86,,,,,,
22.02,456,39,3361,22.02,85,0.001,3176,0.3022776860240343,-6.796068088428394,,
25.74,460,44,3745,25.74,83,0.001,3557,0.28002346961875446,-7.394045986235142,,
28.02,464,47,3985,28.02,83,0.001,3843,0.3619985431432724,-8.144665407097857,,
,,,4000,,,0.001,3889,0.2645975853437963,-8.271956526714822,46.6,46.6
29.76,468,49,4171,29.76,83,0.001,4029,0.5257601227532042,-8.419550874958867,,
31.51,472,51,4359,31.51,84,0.001,4216,0.3973753804651399,-8.858658254146576,,
33.16,476,53,4537,33.16,85,0.001,4397,0.42143775234845554,-9.079283497550271,,
34.74,480,54,4715,34.74,86,0.001,4573,0.42562327517027204,-9.230338876897639,,
36.29,484,55,4890,36.29,87,0.001,4751,0.5315576574724653,-9.477981484454611,,
,,,5000,,,0.001,4888,0.4251678327613689,-9.71655535697937,47.5,47.5
37.93,488,57,5074,37.93,88,0.001,4935,0.3889339071639041,-9.875905866208283,,
39.45,492,58,5246,39.45,88,0.001,5108,0.37799929242048946,-9.9377346492949,,
40.99,496,60,5420,40.99,89,0.001,5280,0.38712143968968166,-10.307738712855748,,
42.85,500,62,5626,42.85,90,0.001,5466,0.46192967081847397,-10.654893958050272,,
44.56,504,64,5817,44.56,90,0.001,5675,0.32060725539922713,-10.952639319679953,,
,,,6000,,,0.001,5889,0.39743040372496063,-11.102459161177926,54.1,54.1
46.56,508,66,6037,46.56,91,,,,,,
48.68,512,67,6281,48.68,92,0.001,6133,0.4252656880193032,-11.494914531707764,,
50.6,516,69,6496,50.6,93,0.001,6352,0.4172633723195257,-11.696892606801,,
52.59,520,71,6729,52.59,94,0.001,6575,0.41571614512848476,-12.124388325598932,,
,,,7000,,,0.001,6831,0.4689878411591053,-12.659586544694571,53.4,53.4
54.93,524,73,7001,54.93,94,,,,,,
56.61,528,75,7214,56.61,95,0.001,7078,0.46907002478837967,-12.796177959442138,,
57.63,532,77,7498,57.63,96,0.001,7341,0.6543434331404794,-13.406406124432882,,
58.46,536,80,7829,58.46,97,0.001,7669,0.47805816969535886,-13.704035889868642,,
,,,8000,,,0.001,7865,0.6478599491326705,-14.11455488204956,62.4,62.4
57.69,540,83,8097,57.69,97,0.001,7932,0.6278567647756036,-14.203173497143913,,
57.67,544,84,8336,57.67,98,0.001,8175,0.5473280207677321,-14.508957827532733,,
57.9,548,86,8595,57.9,99,0.001,8427,0.5206914464943111,-14.754166424274445,,
58.48,552,89,8904,58.48,99,0.001,8741,0.5031344977021217,-15.345565924773345,,
,,,9000,,,0.001,8872,0.5577828118111938,-15.404578119516373,53.5,53.5
57.89,556,91,9150,57.89,100,0.001,8986,0.7594247222391527,-15.686188501470228,,
57.11,560,93,9456,57.11,100,0.001,9253,0.5856137574831052,-15.908909537575461,,
57.56,564,96,9741,57.56,101,0.001,9579,0.5697359631755459,-16.431510665199973,,
,,,10000,,,0.001,9851,0.6774448806804324,-16.68930862795922,74.8,74.8
58.46,568,98,10017,58.46,101,,,,,,
59.2,572,101,10279,59.2,101,0.001,10118,0.5621878845033361,-17.086001508376178,,
60.15,576,103,10552,60.15,102,0.001,10386,0.5770356224876054,-17.323553403218586,,
61.28,580,105,10843,61.28,102,0.001,10676,0.5421305274669553,-17.80545563167996,,
,,,11000,,,0.001,10886,0.5386748334316358,-17.93723575488941,76.6,76.6
62.47,584,108,11137,62.47,103,0.001,10973,0.6207028776407242,-18.14817291082338,,
63.44,588,110,11418,63.44,102,0.001,11251,0.6529658427605263,-18.434217870235443,,
65.05,592,114,11751,65.05,102,0.001,11569,0.5255263871699571,-18.75224937438965,,
,,,12000,,,0.001,11884,0.7856194891035557,-19.211630010604857,83.1,83.1
66.32,596,118,12052,66.32,101,,,,,,
67.34,600,121,12360,67.34,101,0.001,12177,0.5543116512177866,-19.49794466067583,,
69.17,604,124,12734,69.17,102,0.001,12556,0.564109994960365,-20.024429919114752,,
,,,13000,,,0.001,12865,0.6404360809922218,-20.081771953685863,85.1,85.1
70.17,608,128,13054,70.17,101,,,,,,
71.07,612,131,13388,71.07,101,0.001,13205,0.5234559548920706,-20.47122137170089,,
71.99,616,135,13695,71.99,101,0.001,13507,0.5957006025645468,-20.844746430714924,,
,,,14000,,,0.001,13841,0.6933468218500677,-20.89051136217619,75.1,75.1
72.76,620,138,14005,72.76,100,,,,,,
73.85,624,141,14386,73.85,101,0.001,14125,0.6810659963307502,-21.01251401656713,,
75.13,628,145,14727,75.13,101,0.001,14532,0.6033453408342141,-21.75267617598824,,
,,,15000,,,0.001,14841,0.6008003587231917,-21.825909887041366,100.9,100.9
75.94,632,150,15092,75.94,100,0.001,14928,0.6399830906041737,-21.963097832419656,,
76.27,636,154,15456,76.27,100,0.001,15285,0.7843931881444794,-22.251434520139533,,
77.56,640,158,15853,77.56,100,0.001,15695,0.7087096289273292,-23.123613665180823,,
,,,16000,,,0.001,15881,0.7168631360400468,-23.221556544303894,63.0,63.0
77.7,644,160,16106,77.7,100,0.001,15943,0.7127421570401038,-23.024919571415072,,
77.85,648,163,16380,77.85,99,0.001,16212,0.5600733318976288,-23.558930495689655,,
77.7,652,167,16674,77.7,99,0.001,16504,0.7317635985091329,-23.32172474861145,,
78.05,656,171,16955,78.05,99,0.001,16795,0.7515560301641623,-23.61732120513916,,
,,,17000,,,0.001,16859,0.564403505413793,-23.761727154254913,74.8,74.8
77.97,660,173,17253,77.97,99,0.001,17085,0.7099634241076964,-23.616489752745018,,
78.23,664,176,17564,78.23,99,0.001,17364,0.47344829923202914,-24.353358361028857,,
79.19,668,178,17936,79.19,100,0.001,17679,0.4766148852450507,-24.318748474121094,,
,,,18000,,,0.001,17840,0.6533824624204487,-24.47819295341586,74.1,74.1
80.24,672,182,18303,80.24,100,0.001,18081,0.5508389024390388,-24.41446042060852,,
80.35,676,185,18587,80.35,100,0.001,18418,0.5976131844193968,-24.75993857512603,,
80.39,680,187,18882,80.39,100,0.001,18724,0.47732174376102343,-24.816312996116846,,
,,,19000,,,0.001,18869,0.6554020258137979,-25.088382441823075,76.7,76.7
80.54,684,190,19191,80.54,100,0.001,19011,0.6723597520164081,-24.794926289149693,,
80.46,688,193,19464,80.46,100,0.001,19299,0.4852907137178323,-25.313004662008847,,
81.23,692,196,19874,81.23,101,0.001,19645,0.5204151771148714,-25.639208615836452,,
,,,20000,,,0.001,19849,0.4702827424650461,-25.59137682233538,138.8,138.8
84.45,696,202,20497,84.45,101,0.001,20218,0.6583364096255929,-26.11368382534134,,
,,,21000,,,0.001,20729,0.5321569983143268,-26.55128395266649,308.1,308.1
94.32,700,214,21792,94.32,101,0.001,21478,0.46590564550808916,-27.227430268461482,,
,,,22000,,,0.001,21803,0.39703311666707014,-27.36206752849075,791.8,791.8
,,,23000,,,0.001,22803,0.5848499067053199,-28.467029304504393,878.2,878.2
,,,24000,,,0.001,23803,0.5884881933555007,-29.636193027496336,1000.0,1000.0
121.65,704,244,24899,121.65,101,,,,,,
,,,25000,,,0.001,24803,0.5777392431870103,-30.93833623123169,1000.0,1000.0
,,,26000,,,0.001,25803,0.6267801022231578,-32.08906296157837,1000.0,1000.0
,,,27000,,,0.001,26803,0.5869308497086168,-33.340977100372314,1000.0,1000.0
,,,28000,,,0.001,27803,0.5782404766008258,-34.60633864593506,1000.0,1000.0
158.45,708,297,28899,158.45,97,,,,,,
,,,29000,,,0.001,28803,0.6181605114117265,-35.905931259155274,1000.0,1000.0
,,,30000,,,0.001,29803,0.6856222629398108,-36.94723026657105,1000.0,1000.0
,,,31000,,,0.001,30803,0.7702038722187281,-38.32222595977783,1000.0,1000.0
,,,32000,,,0.001,31803,0.6247036847099662,-39.53740412139893,1000.0,1000.0
195.11,712,350,32899,195.11,93,,,,,,
,,,33000,,,0.001,32803,0.7896844147741795,-40.542560234069825,1000.0,1000.0
,,,34000,,,0.001,33803,0.8009453540891409,-41.850288284301755,1000.0,1000.0
,,,35000,,,0.001,34803,0.7333269100040197,-42.82964602661133,1000.0,1000.0
,,,36000,,,0.001,35803,0.772087148077786,-43.90442177581787,1000.0,1000.0
232.04,716,410,36899,232.04,89,,,,,,
,,,37000,,,0.001,36803,0.762525319300592,-44.91984658050537,1000.0,1000.0
,,,38000,,,0.001,37803,0.8042157567888498,-46.0850950012207,1000.0,1000.0
,,,39000,,,0.001,38803,0.917405648380518,-47.29113932037354,1000.0,1000.0
,,,40000,,,0.001,39803,1.0593022929430007,-48.296579177856444,1000.0,1000.0
268.94,720,458,40899,268.94,89,,,,,,
,,,41000,,,0.001,40803,1.0080703732520342,-49.12120029449463,1000.0,1000.0
,,,42000,,,0.001,41803,0.8289441945329309,-50.15269460296631,1000.0,1000.0
,,,43000,,,0.001,42803,0.8331506766155362,-51.24439524078369,1000.0,1000.0
,,,44000,,,0.001,43803,0.9611325137540698,-52.11113469696045,1000.0,1000.0
305.13,724,504,44899,305.13,88,,,,,,
,,,45000,,,0.001,44803,1.0059625656455755,-53.23680924224853,1000.0,1000.0
,,,46000,,,0.001,45803,1.043689314469695,-53.95092403411865,1000.0,1000.0
,,,47000,,,0.001,46803,1.1192798330262304,-54.817305557250975,1000.0,1000.0
,,,48000,,,0.001,47803,0.9995522354915738,-55.53373417663574,1000.0,1000.0
341.72,728,549,48899,341.72,89,,,,,,
,,,49000,,,0.001,48803,0.8415610913261771,-56.56363590240478,1000.0,1000.0
,,,50000,,,0.001,49803,0.9145664595887065,-57.238599250793456,1000.0,1000.0
,,,51000,,,0.001,50803,1.003881977185607,-57.89662187194824,1000.0,1000.0
,,,52000,,,0.001,51803,0.872309948541224,-58.71746387481689,1000.0,1000.0
378.07,732,596,52899,378.07,88,,,,,,
,,,53000,,,0.001,52803,1.1147449894845485,-59.60732693481445,1000.0,1000.0
,,,54000,,,0.001,53803,1.2541771596968174,-60.460125480651854,1000.0,1000.0
,,,55000,,,0.001,54803,0.8585783738531172,-61.12986579895019,1000.0,1000.0
,,,56000,,,0.001,55803,0.9925244973376394,-61.66529881286621,1000.0,1000.0
414.43,736,645,56899,414.43,88,,,,,,
,,,57000,,,0.001,56803,1.0452327554672955,-62.53038861083984,1000.0,1000.0
,,,58000,,,0.001,57803,1.0371021282225847,-62.942559677124024,1000.0,1000.0
,,,59000,,,0.001,58803,1.0993920279257,-63.804916778564454,1000.0,1000.0
,,,60000,,,0.001,59803,0.8780427139103413,-64.40561408996582,1000.0,1000.0
450.46,740,685,60899,450.46,88,,,,,,
,,,61000,,,0.001,60803,1.0488114010691643,-65.07772026824951,1000.0,1000.0
,,,62000,,,0.001,61803,1.0923916585594415,-65.69128901672363,1000.0,1000.0
,,,63000,,,0.001,62803,1.0497343092188238,-66.27983289337158,1000.0,1000.0
,,,64000,,,0.001,63803,1.1335023523345589,-66.96365031433105,1000.0,1000.0
487.93,744,728,64899,487.93,89,,,,,,
,,,65000,,,0.001,64803,0.9317470096871256,-67.32964347076415,1000.0,1000.0
,,,66000,,,0.001,65803,0.8585862763039768,-67.8626640777588,1000.0,1000.0
,,,67000,,,0.001,66803,0.8193271546512843,-68.43697994995117,1000.0,1000.0
,,,68000,,,0.001,67803,0.9707695632204414,-68.93617707061767,1000.0,1000.0
525.19,748,772,68899,525.19,89,,,,,,
,,,69000,,,0.001,68803,1.0173926090933383,-69.61469431304931,1000.0,1000.0
,,,70000,,,0.001,69803,1.0136109021417796,-70.2026591720581,1000.0,1000.0
,,,71000,,,0.001,70803,0.8981392528228461,-70.81063330078125,1000.0,1000.0
,,,72000,,,0.001,71803,1.1008342789821326,-71.10614495849609,1000.0,1000.0
562.25,752,818,72899,562.25,89,,,,,,
,,,73000,,,0.001,72803,1.0466454976275563,-71.368708984375,1000.0,1000.0
,,,74000,,,0.001,73803,0.826786910738796,-71.92202285766602,1000.0,1000.0
,,,75000,,,0.001,74803,0.8930369558483362,-72.50528782653808,1000.0,1000.0
,,,76000,,,0.001,75803,1.0002632583528757,-72.84586543273926,1000.0,1000.0
599.44,756,908,76899,599.44,84,,,,,,
,,,77000,,,0.001,76803,0.8911561376154423,-73.26227323913574,1000.0,1000.0
,,,78000,,,0.001,77803,0.9094904613643885,-73.601773147583,1000.0,1000.0
,,,79000,,,0.001,78803,0.9698919450119138,-73.74823280334472,1000.0,1000.0
,,,80000,,,0.001,79803,1.0508333195000887,-73.76322729492188,1000.0,1000.0
636.46,760,990,80899,636.46,81,,,,,,
,,,81000,,,0.001,80803,0.7826741641387344,-74.59989356994629,1000.0,1000.0
,,,82000,,,0.001,81803,0.9206882837675512,-74.92624058532715,1000.0,1000.0
,,,83000,,,0.001,82803,0.9113542038872838,-75.39659539794921,1000.0,1000.0
,,,84000,,,0.001,83803,0.7824270971789956,-75.9000482635498,1000.0,1000.0
673.35,764,1055,84899,673.35,80,,,,,,
,,,85000,,,0.001,84803,0.8138429473675788,-75.89484788513184,1000.0,1000.0
,,,86000,,,0.001,85803,0.7688339771106839,-76.42032437133788,1000.0,1000.0
,,,87000,,,0.001,86803,0.7650263365916907,-76.61848066711426,1000.0,1000.0
,,,88000,,,0.001,87803,0.7621224055550992,-77.00171144104004,1000.0,1000.0
709.63,768,1095,88899,709.63,81,,,,,,
,,,89000,,,0.001,88803,0.8818204416073858,-77.4582780303955,1000.0,1000.0
,,,90000,,,0.001,89803,0.9206480633895844,-77.79400923156739,1000.0,1000.0
,,,91000,,,0.001,90803,0.6441929291896522,-78.19814562988282,1000.0,1000.0
,,,92000,,,0.001,91803,0.8756396782696247,-78.20784288024902,1000.0,1000.0
745.96,772,1136,92899,745.96,81,,,,,,
,,,93000,,,0.001,92803,0.6843467435277999,-78.64891049194335,1000.0,1000.0
,,,94000,,,0.001,93803,0.8910142026357353,-78.99888905334473,1000.0,1000.0
,,,95000,,,0.001,94803,0.7421953827179968,-79.36563861083984,1000.0,1000.0
,,,96000,,,0.001,95803,0.9331749584116041,-79.57949444580078,1000.0,1000.0
783.12,776,1180,96899,783.12,82,,,,,,
,,,97000,,,0.001,96803,0.742921331230551,-79.97084078979492,1000.0,1000.0
,,,98000,,,0.001,97803,0.6467862533032894,-80.15250717163086,1000.0,1000.0
,,,99000,,,0.001,98803,0.6640230418518186,-80.41788133239746,1000.0,1000.0
,,,100000,,,0.001,99803,0.765569891307503,-80.77771990966797,1000.0,1000.0
820.17,780,1223,100899,820.17,82,,,,,,
,,,101000,,,0.001,100803,0.7589292977377773,-81.08912286376953,1000.0,1000.0
,,,102000,,,0.001,101803,0.7446144699119032,-81.19398037719726,1000.0,1000.0
,,,103000,,,0.001,102803,0.8380721969306469,-81.53117448425293,1000.0,1000.0
,,,104000,,,0.001,103803,0.7515134729444981,-81.76495013427734,1000.0,1000.0
857.08,784,1265,104899,857.08,82,,,,,,
,,,105000,,,0.001,104803,0.7558458709269762,-82.001013381958,1000.0,1000.0
,,,106000,,,0.001,105803,0.6099431054163724,-82.37243415832519,1000.0,1000.0
,,,107000,,,0.001,106803,0.7259148515276611,-82.47216593933105,1000.0,1000.0
,,,108000,,,0.001,107803,0.9773470002673567,-82.83970292663574,1000.0,1000.0
894.35,788,1306,108899,894.35,83,,,,,,
,,,109000,,,0.001,108803,1.4557332571558654,-83.06210813903809,1000.0,1000.0
,,,110000,,,0.001,109803,1.1026459047421813,-83.45695933532714,1000.0,1000.0
,,,111000,,,0.001,110803,1.2331179291084409,-83.49613890075683,1000.0,1000.0
,,,112000,,,0.001,111803,1.3823046873509883,-83.53784204101562,1000.0,1000.0
930.25,792,1347,112899,930.25,83,,,,,,
,,,113000,,,0.001,112803,1.505136893928051,-84.00192408752442,1000.0,1000.0
,,,114000,,,0.001,113803,1.2076703676506877,-84.21090013122559,1000.0,1000.0
,,,115000,,,0.001,114803,0.9449669757001102,-84.39872570800782,1000.0,1000.0
,,,116000,,,0.001,115803,0.7665822732914239,-84.71881512451172,1000.0,1000.0
964.02,796,1391,116899,964.02,84,,,,,,
,,,117000,,,0.001,116803,0.7051762157958001,-84.91070718383789,1000.0,1000.0
,,,118000,,,0.001,117803,0.5531718689389526,-85.10894526672364,1000.0,1000.0
,,,119000,,,0.001,118803,0.7684963525459171,-85.36923316955567,1000.0,1000.0
,,,120000,,,0.001,119803,0.9982507323399186,-85.66717948913575,1000.0,1000.0
991.07,800,1430,120899,991.07,84,,,,,,
,,,121000,,,0.001,120803,0.688912300683558,-85.74046803283692,1000.0,1000.0
,,,122000,,,0.001,121803,0.9607275789007544,-85.88005279541015,1000.0,1000.0
,,,123000,,,0.001,122803,0.9759641555473209,-85.86500241088868,1000.0,1000.0
,,,124000,,,0.001,123803,1.121714732479304,-86.1333719329834,1000.0,1000.0
1000.0,804,1472,124899,1000.0,84,,,,,,
,,,125000,,,0.001,124803,1.06064687795192,-86.21257723999024,1000.0,1000.0
,,,126000,,,0.001,125803,0.8895033141151071,-86.7056941833496,1000.0,1000.0
,,,127000,,,0.001,126803,0.6900995922014117,-86.91678739929199,1000.0,1000.0
,,,128000,,,0.001,127803,0.5117268638201058,-87.10705462646484,1000.0,1000.0
1000.0,808,1515,128899,1000.0,85,,,,,,
,,,129000,,,0.001,128803,0.8458504044264555,-87.36540690612793,1000.0,1000.0
,,,130000,,,0.001,129803,1.076374564755708,-87.29502473449708,1000.0,1000.0
,,,131000,,,0.001,130803,0.8072147151567042,-87.54702462768554,1000.0,1000.0
,,,132000,,,0.001,131803,0.548176795206964,-87.68415696716309,1000.0,1000.0
