train/critic_loss,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/fps,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,eval/mean_reward,eval/mean_ep_length
2.182385206222534,244,2,143,-25.7526295,4,0.9582458734512329,90,0.0003,-0.574324369430542,61.0,-11.377467155456543,,
0.723031759262085,1403,23,1302,-79.01584987499999,8,0.6784906387329102,60,0.0003,-5.040935039520264,175.375,-24.944408416748047,,
1.1156128644943237,1586,26,1485,-60.49886025,12,0.6425801515579224,60,0.0003,-5.8450212478637695,132.16666666666666,-26.958637237548828,,
1.8935333490371704,2021,33,1920,-59.734558375000006,16,0.5650049448013306,60,0.0003,-7.372891902923584,126.3125,-30.574649810791016,,
1.243952989578247,2297,38,2196,-55.82822615,20,0.5210433602333069,60,0.0003,-8.357466697692871,114.85,-32.72524642944336,,
6.513552188873291,2664,44,2563,-56.191335708333334,24,0.46819832921028137,59,0.0003,-9.581375122070312,111.0,-35.068626403808594,,
2.106956958770752,2932,49,2831,-54.538037928571434,28,0.43308910727500916,59,0.0003,-10.28813648223877,104.71428571428571,-35.1409912109375,,
1.3880202770233154,4187,70,4086,-72.27979378125,32,0.3011494576931,59,0.0003,-13.879021644592285,130.84375,-37.95441436767578,,
1.4703524112701416,5000,,4899,,,0.23825803399085999,,0.0003,-16.45685577392578,,-36.96217346191406,-48.337352271813145,975.7
1.522417426109314,5434,114,5333,-87.11491805555556,36,0.21029461920261383,47,0.0003,-17.212743759155273,150.94444444444446,-36.92668914794922,,
1.3426733016967773,5647,118,5546,-82.217480825,40,0.1977216750383377,47,0.0003,-18.317419052124023,141.175,-36.26767349243164,,
1.2756133079528809,6827,138,6726,-92.25384081818181,44,0.14053472876548767,49,0.0003,-20.785099029541016,155.1590909090909,-33.26348876953125,,
0.8519712686538696,8092,160,7991,-100.43950316666667,48,0.09768044203519821,50,0.0003,-23.301544189453125,168.58333333333334,-29.14449119567871,,
0.4817150831222534,10000,,9899,,,0.05660572275519371,,0.0003,-26.584938049316406,,-23.692527770996094,51.52501600200994,347.6
0.5164602994918823,10184,203,10083,-109.54173915384617,52,0.05372870713472366,49,0.0003,-26.33551025390625,195.84615384615384,-23.017961502075195,,
0.3450815677642822,11412,225,11311,-105.19183982142856,56,0.03819010406732559,50,0.0003,-25.72239875793457,203.78571428571428,-19.832347869873047,,
0.24433058500289917,13759,265,13658,-87.63850913333334,60,0.020905515179038048,51,0.0003,-18.47113037109375,229.31666666666666,-15.909034729003906,,
0.2232435792684555,15000,,14899,,,0.016207778826355934,,0.0003,-10.441139221191406,,-15.996345520019531,527.4231386449188,1000.0
0.17329174280166626,17759,357,17658,-42.80855784375,64,0.011857622303068638,49,0.0003,-0.1683063507080078,277.484375,-19.355073928833008,,
0.15212145447731018,20000,,19899,,,0.012705482542514801,,0.0003,-0.06839215755462646,,-23.06439971923828,830.9913535967469,1000.0
0.10944977402687073,21759,448,21658,4.881047161764703,68,0.013799011707305908,48,0.0003,-0.14847899973392487,319.9852941176471,-26.002931594848633,,
0.10831452906131744,25000,,24899,,,0.0148965734988451,,0.0003,-0.13939392566680908,,-31.519153594970703,853.036384306848,1000.0
0.13791923224925995,25759,544,25658,50.2653024861111,72,0.015187093988060951,47,0.0003,-0.26285380125045776,357.7638888888889,-32.732147216796875,,
0.18197688460350037,29759,615,29658,91.13894340789473,76,0.016010217368602753,48,0.0003,-1.0743827819824219,391.5657894736842,-38.199432373046875,,
0.19690629839897156,30000,,29899,,,0.016087979078292847,,0.0003,-1.5897243022918701,,-38.26181411743164,908.3299524161964,1000.0
0.09114425629377365,33759,710,33658,129.11177527499999,80,0.016836846247315407,47,0.0003,1.089252233505249,421.9875,-43.28152084350586,,
0.08390043675899506,35000,,34899,,,0.01704203337430954,,0.0003,0.6332660913467407,,-44.73857879638672,902.8327718157204,1000.0
0.10874443501234055,37759,806,37658,162.80331694047618,84,0.016968276351690292,46,0.0003,0.8247273564338684,449.51190476190476,-46.71804428100586,,
0.09531960636377335,40000,,39899,,,0.01685374602675438,,0.0003,0.3967912793159485,,-49.3123893737793,910.666348948516,1000.0
0.08175764977931976,41759,902,41658,193.89855802272726,88,0.01711340807378292,46,0.0003,-0.4096698760986328,474.53409090909093,-50.712928771972656,,
0.09751094877719879,45000,,44899,,,0.01738571561872959,,0.0003,0.4634954333305359,,-53.0787467956543,912.8204937820323,1000.0
0.10803031176328659,45759,995,45658,222.64975372826083,92,0.017037944868206978,45,0.0003,0.16256918013095856,497.3804347826087,-53.69106674194336,,
0.09395930171012878,49759,1067,49658,249.1130572708333,96,0.017690405249595642,46,0.0003,1.1874836683273315,518.3229166666666,-56.706634521484375,,
0.10043919086456299,50000,,49899,,,0.01760183647274971,,0.0003,-0.6603061556816101,,-55.738319396972656,894.5897219628096,1000.0
0.24039645493030548,53759,1161,53658,273.54898383,100,0.01711547188460827,46,0.0003,-0.228457510471344,537.59,-58.21498107910156,,
0.11869129538536072,55000,,54899,,,0.01730651780962944,,0.0003,0.9227752089500427,,-58.566959381103516,912.0266781304032,1000.0
0.12383970618247986,57759,1258,57658,309.03375226,104,0.017349600791931152,45,0.0003,-0.7931358218193054,575.15,-59.83944320678711,,
0.08206324279308319,60000,,59899,,,0.01744193769991398,,0.0003,0.07585715502500534,,-61.25342559814453,912.2553997196258,1000.0
0.07329380512237549,61759,1353,61658,349.09715983999996,108,0.016845300793647766,45,0.0003,0.28204548358917236,603.56,-61.74286651611328,,
0.08234512805938721,65000,,64899,,,0.017103347927331924,,0.0003,1.1988266706466675,,-62.943172454833984,903.2687650106848,1000.0
0.12139397859573364,65759,1448,65658,384.87033597000004,112,0.016864541918039322,45,0.0003,-1.3211370706558228,641.73,-62.652584075927734,,
0.08715203404426575,69759,1520,69658,422.1157502,116,0.017165500670671463,45,0.0003,0.6259368658065796,677.38,-63.96043395996094,,
0.12931153178215027,70000,,69899,,,0.01692196913063526,,0.0003,-0.7597352862358093,,-64.256591796875,901.0267244059593,1000.0
