train/learning_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,time/fps,train/actor_loss,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0.001,8264,249422,33.11,131,-39.44503604664522,249297,1892,163.44740927,3.2969884346513187,,
0.001,8268,249558,33.14,131,-40.781500199261835,249432,1893,163.62018270000002,3.571053147315979,,
0.001,8272,249692,33.19,131,-40.53019534840303,249566,1895,163.91923846,3.4182174422524194,,
0.001,8276,249824,33.18,131,-40.40302538871765,249699,1896,163.86105445,4.299373084848577,,
0.001,8280,249957,33.2,131,-40.05691409111023,249831,1898,163.97578547,3.4377306013396294,,
0.001,,250000,,,-39.50091530294979,249899,,,3.275886696927688,163.09973070025444,33.05
0.001,8284,250093,33.26,131,-39.73132907643038,249967,1900,164.36754230000003,3.2008327806697174,,
0.001,8288,250228,33.29,131,-41.491119384765625,250102,1901,164.55512750999998,3.398148403448217,,
0.001,8292,250362,33.24,131,-38.98519628188189,250236,1902,164.30336923,3.3130840677203555,,
0.001,8296,250496,33.24,131,-39.76154663983513,250370,1903,164.31944880999998,3.30945187626463,,
0.001,8300,250629,33.19,131,-40.318222999572754,250503,1904,164.05136414,3.3397496180100874,,
0.001,8304,250759,33.13,131,-40.94477754480698,250635,1905,163.73007501,3.4140781374538647,,
0.001,8308,250893,33.15,131,-39.92827740837546,250766,1906,163.84224369,3.212923700159246,,
0.001,8312,251024,33.12,131,-40.41230392456055,250900,1907,163.67091164,3.1290118768811226,,
0.001,8316,251157,33.08,131,-40.35264754295349,251031,1908,163.43223321000002,3.233299858868122,,
0.001,8320,251290,33.08,131,-40.51136218800264,251165,1909,163.44532543,3.8241145470563103,,
0.001,8324,251420,33.08,131,-39.96875047683716,251295,1911,163.46441475,3.2068114578723907,,
0.001,8328,251554,33.16,131,-39.467731700224036,251428,1912,163.91500335,3.258128801981608,,
0.001,8332,251685,33.13,131,-41.33100823795094,251562,1913,163.69660889,3.4222184600252095,,
0.001,8336,251818,33.17,131,-39.31999373435974,251693,1915,163.94398463000002,3.335409489544955,,
0.001,8340,251950,33.17,131,-40.330939797794116,251826,1916,163.92919665999997,3.159355079426485,,
0.001,8344,252082,33.19,131,-40.4991569519043,251956,1917,164.06531727,3.1944938572970303,,
0.001,8348,252213,33.21,131,-40.43914318084717,252087,1919,164.14794116000002,3.3435798486073813,,
0.001,8352,252345,33.2,131,-39.57701301574707,252218,1920,164.07474227,3.3360249027609825,,
0.001,8356,252475,33.16,131,-40.588807106018066,252350,1921,163.88811803000002,3.942818284034729,,
0.001,8360,252606,33.18,131,-40.239027976989746,252481,1923,163.99864265999997,3.282284155488014,,
0.001,8364,252739,33.17,131,-39.86436776553883,252614,1924,163.91006714,3.1396272001844463,,
0.001,8368,252868,33.1,131,-40.97603726387024,252745,1925,163.51662197,3.0140126943588257,,
0.001,8372,252998,33.06,131,-39.5772985570571,252874,1927,163.26649873,3.3799316377350777,,
0.001,8376,253131,33.07,131,-39.80972267599667,253006,1928,163.32692914,3.585898006663603,,
0.001,8380,253266,33.09,131,-40.05509612139534,253140,1929,163.45538374,3.188924656194799,,
0.001,8384,253396,33.03,131,-40.32403766407686,253272,1931,163.07319023,3.223030104781642,,
0.001,8388,253524,32.96,131,-40.55941963195801,253400,1932,162.67571418999998,4.049408353865147,,
0.001,8392,253657,32.95,131,-39.62502849803251,253531,1933,162.61212759,3.259942096822402,,
0.001,8396,253792,32.96,131,-38.61122602574966,253666,1934,162.69599216999998,2.9845097064971924,,
0.001,8400,253926,32.97,131,-39.72685384750366,253801,1936,162.75252689999996,3.2881729675061777,,
0.001,8404,254058,32.99,131,-40.135731640984034,253934,1937,162.82140316,3.2679790749269375,,
0.001,8408,254190,32.97,131,-39.516634941101074,254065,1938,162.73293909999998,3.236150324344635,,
0.001,8412,254322,32.98,131,-39.317080329446235,254197,1939,162.76469029,2.962712824344635,,
0.001,8416,254451,32.94,131,-40.623034715652466,254327,1941,162.49106809,2.938879355788231,,
0.001,8420,254582,32.92,131,-39.80243166755228,254459,1942,162.36645499,3.091745253971645,,
0.001,8424,254713,32.93,131,-40.05226236979167,254587,1943,162.37347424,2.981151238564522,,
0.001,8428,254845,32.91,131,-40.18814804974724,254719,1944,162.27627463000002,3.15737149995916,,
0.001,8432,254979,32.94,131,-39.94014859199524,254853,1946,162.44746407,3.147259791692098,,
0.001,,255000,,,-39.83211741727941,254887,,,3.2418379012276146,164.48542654141784,33.35
0.001,8436,255114,32.96,130,-39.16722757676069,254988,1949,162.54467043,2.97406627851374,,
0.001,8440,255251,33.01,130,-39.95809240902172,255125,1950,162.856084,2.92946446282523,,
0.001,8444,255386,33.04,130,-40.24469061458812,255261,1952,162.9959918,3.1424805627149692,,
0.001,8448,255524,33.11,130,-40.04053285386827,255398,1953,163.43754870000004,2.943171351296561,,
0.001,8452,255662,33.17,130,-38.98516951666938,255536,1954,163.77379445,3.0740751491652594,,
0.001,8456,255797,33.22,130,-39.71084547042847,255671,1955,164.04220387,3.2609939286203096,,
0.001,8460,255933,33.27,130,-40.7569580078125,255808,1956,164.29583847,3.0541023458753314,,
0.001,8464,256069,33.3,130,-39.6861208747415,255943,1957,164.54453507000002,3.7645244668511784,,
0.001,8468,256207,33.39,130,-39.89755518296186,256081,1958,165.04748543999997,3.089598100525992,,
0.001,8472,256343,33.45,130,-39.852894951315484,256217,1959,165.40904600000002,3.1583802700042725,,
0.001,8476,256479,33.48,130,-40.86997312657974,256353,1960,165.55598657000002,3.06226128690383,,
0.001,8480,256613,33.47,130,-39.659052904914404,256488,1961,165.48023104000004,3.4288881456150726,,
0.001,8484,256745,33.49,130,-39.48848410213695,256620,1962,165.55633004,2.9516946778577915,,
0.001,8488,256875,33.51,130,-40.14242100715637,256751,1963,165.71672049999998,2.9617131009246362,,
0.001,8492,257005,33.48,130,-40.19932556152344,256879,1964,165.51442736999996,3.1803708896040916,,
0.001,8496,257139,33.47,130,-40.15792442770565,257014,1965,165.40378457999998,3.032814304033915,,
0.001,8500,257274,33.48,130,-39.29979395866394,257149,1966,165.434197,2.959752400716146,,
0.001,8504,257409,33.51,130,-39.54801678657532,257283,1967,165.62863804,2.8925275658116196,,
0.001,8508,257545,33.55,130,-39.5522294885972,257420,1968,165.86192723999997,2.8225623649709366,,
0.001,8512,257679,33.57,130,-38.9645459651947,257552,1969,165.97965508000001,3.2582389563322067,,
0.001,8516,257811,33.6,130,-40.46961450576782,257685,1970,166.16486868,3.07287457856265,,
0.001,8520,257946,33.64,130,-40.021376217112824,257821,1971,166.45157307999997,3.273184439715217,,
0.001,8524,258085,33.72,130,-41.22983508639865,257959,1972,166.98255557999997,2.970642411046558,,
0.001,8528,258225,33.8,130,-39.88356611463759,258098,1973,167.40877466999999,2.980481723944346,,
0.001,8532,258364,33.85,130,-38.84269502427843,258238,1974,167.72298071999998,3.117774847575596,,
0.001,8536,258503,33.89,130,-39.750131494858685,258375,1975,167.92620913,3.144748537881034,,
0.001,8540,258646,33.95,130,-40.39789708455404,258518,1976,168.17922882,3.130170283998762,,
0.001,8544,258787,34.01,130,-41.548080656263565,258660,1976,168.51655871999995,3.187228156460656,,
0.001,8548,258928,34.04,130,-39.834299872903266,258801,1977,168.66466923999997,2.986355672563825,,
0.001,8552,259070,34.08,130,-40.1993219587538,258943,1978,168.88165694999995,2.9451543622546725,,
0.001,8556,259210,34.13,130,-39.178843778722424,259083,1979,169.16716234000003,2.927362396436579,,
0.001,8560,259354,34.21,130,-39.786930981804346,259225,1980,169.60770719,3.097634560721261,,
0.001,8564,259497,34.28,130,-40.64591068691678,259370,1981,169.94843445000004,2.9331251316600375,,
0.001,8568,259639,34.32,130,-39.62929131002987,259511,1982,170.18159017,2.8815924031393867,,
0.001,8572,259783,34.4,130,-39.701141357421875,259655,1983,170.57689737000004,2.8697440226872764,,
0.001,8576,259926,34.47,130,-39.799393373377185,259799,1984,170.97008308,2.9526312828063963,,
0.001,,260000,,,-40.138642703785614,259905,,,3.0203412532806397,176.42270630151035,35.55
0.001,8580,260067,34.54,130,-39.93770302666558,259940,1986,171.3586163500001,3.1808353560311455,,
0.001,8584,260209,34.64,130,-39.86854373707491,260081,1987,171.93729703999998,3.1851370198386055,,
0.001,8588,260348,34.73,130,-40.41338864494772,260221,1988,172.43724274999997,3.1296935490199496,,
0.001,8592,260488,34.83,130,-39.60872784782858,260361,1989,172.99064553,7.962259340286255,,
0.001,8596,260629,34.9,130,-40.31483035617404,260502,1990,173.37790835000004,3.0532153470175607,,
0.001,8600,260771,34.97,130,-40.05429204305013,260643,1991,173.77229623,2.9944804774390326,,
0.001,8604,260913,35.04,130,-40.84639156565947,260785,1992,174.20802171,3.022625085285732,,
0.001,8608,261056,35.11,130,-40.7882022857666,260928,1993,174.61425368999997,3.2165602644284568,,
0.001,8612,261199,35.2,130,-40.35482446770919,261072,1994,175.14120690999997,3.009607405275912,,
0.001,8616,261345,35.34,130,-40.155205408732094,261216,1995,175.95164191,3.0448086063067117,,
0.001,8620,261488,35.42,131,-40.983117209540474,261360,1995,176.34269573,3.332282457086775,,
0.001,8624,261632,35.47,131,-40.648454666137695,261505,1996,176.59471713,3.1047856872146196,,
0.001,8628,261777,35.52,131,-40.354036833110605,261650,1997,176.86532807,2.8539918757773735,,
0.001,8632,261918,35.54,131,-39.18920644124349,261791,1998,176.94388229999996,3.073360502719879,,
0.001,8636,262060,35.57,131,-40.345558166503906,261933,1999,177.12087497000002,3.2455986671977572,,
0.001,8640,262199,35.53,131,-39.68073631735409,262072,2000,176.94887376999998,3.240976838504567,,
0.001,8644,262340,35.53,131,-40.41292706657858,262213,2001,176.99930506999996,3.181637375695365,,
0.001,8648,262482,35.54,131,-40.831783294677734,262355,2002,177.07688748,3.2606791721449957,,
0.001,8652,262627,35.57,131,-40.01883061726888,262499,2003,177.20204059,3.1485775999120764,,
0.001,8656,262769,35.59,131,-41.21650022618911,262641,2004,177.26892723,3.1869192395891464,,
0.001,8660,262913,35.59,131,-40.13807233174642,262784,2005,177.27904152000002,3.078662097454071,,
0.001,8664,263057,35.6,131,-40.759071562025284,262928,2006,177.32134638,3.089162402682834,,
0.001,8668,263201,35.62,131,-39.79243172539605,263073,2007,177.38229155999997,3.1614445712831287,,
0.001,8672,263344,35.61,131,-41.196864657931854,263216,2008,177.38789309,3.2662295169300504,,
0.001,8676,263489,35.63,131,-39.86559634738498,263361,2009,177.52310836,3.197566178109911,,
0.001,8680,263633,35.66,131,-40.454667141563014,263506,2010,177.71989531,3.122201410499779,,
0.001,8684,263776,35.67,131,-40.71485159132216,263648,2011,177.76511605000005,3.403707422528948,,
0.001,8688,263920,35.72,131,-40.90556780497233,263792,2012,178.04256507,3.5081641210450067,,
0.001,8692,264065,35.77,131,-40.449581146240234,263937,2013,178.30154432999998,3.031385531296601,,
0.001,8696,264210,35.81,131,-39.84852642483182,264081,2014,178.54592505999997,3.092682573530409,,
0.001,8700,264353,35.82,131,-40.52304122027229,264225,2015,178.59916395000005,3.0510547161102295,,
0.001,8704,264499,35.86,131,-40.6179717214484,264370,2016,178.77204454999995,3.081584907866813,,
0.001,8708,264644,35.88,131,-39.808982849121094,264516,2017,178.85546268,3.101092802153693,,
0.001,8712,264789,35.9,131,-41.328093136058136,264661,2017,178.97014121999996,3.3284587791987827,,
0.001,8716,264930,35.85,131,-40.01447974310981,264802,2018,178.71799399000002,3.0732035875320434,,
0.001,,265000,,,-40.27521324157715,264874,,,3.3503159085909524,176.04065591394902,35.35
0.001,8720,265072,35.84,131,-39.64700084262424,264946,2020,178.68185932999998,3.207472503185272,,
0.001,8724,265214,35.82,131,-39.87814945644803,265086,2021,178.55806506999997,3.3736903871808734,,
0.001,8728,265356,35.79,131,-41.03933567470975,265228,2022,178.42599460999998,3.1456722736358644,,
0.001,8732,265498,35.8,131,-40.22353490193685,265370,2023,178.48069456999997,3.115511894226074,,
0.001,8736,265637,35.77,131,-40.50419044494629,265510,2024,178.30715436000003,3.2427618162972585,,
0.001,8740,265779,35.8,131,-40.21167835436369,265652,2025,178.42089796000005,2.9547179292988135,,
0.001,8744,265921,35.81,131,-40.47686195373535,265794,2026,178.48747663999998,3.2579340730394635,,
0.001,8748,266062,35.8,131,-39.81474057365866,265935,2027,178.41741002999998,3.1530553477151053,,
0.001,8752,266204,35.77,131,-41.08511967129178,266076,2028,178.30127246,3.162745859887865,,
0.001,8756,266344,35.75,131,-39.80159714642693,266217,2029,178.25595015,3.277160140446254,,
0.001,8760,266485,35.72,131,-39.84397972954644,266357,2030,178.10823034999999,3.0976978540420532,,
0.001,8764,266628,35.71,131,-40.90777566697862,266500,2031,178.07148023999997,3.2769170148032054,,
0.001,8768,266769,35.68,131,-40.21648852030436,266642,2032,177.99700141999998,3.135343837738037,,
0.001,8772,266912,35.68,131,-41.17325443691678,266783,2033,177.98235345999998,3.4441457788149514,,
0.001,8776,267053,35.64,131,-39.90909979078505,266926,2033,177.77685280999998,3.0542853968484063,,
0.001,8780,267195,35.62,131,-41.405399322509766,267067,2034,177.66942230999996,3.0618114267076764,,
0.001,8784,267338,35.62,131,-40.362609227498375,267210,2035,177.74247893,2.957827912436591,,
0.001,8788,267477,35.57,131,-39.60491434733073,267350,2036,177.46410980999997,3.2164575987392,,
0.001,8792,267622,35.57,131,-40.28026156955295,267494,2037,177.52338995999997,3.128346171643999,,
0.001,8796,267767,35.57,131,-40.08238304985894,267639,2038,177.54977077,2.997794952657488,,
0.001,8800,267912,35.59,131,-40.6092152065701,267783,2039,177.70495011,3.2054867678218417,,
0.001,8804,268052,35.53,131,-40.73004044426812,267925,2040,177.37511176999996,3.208381046851476,,
0.001,8808,268194,35.5,131,-40.40247905955595,268066,2041,177.20769112000002,3.036011920255773,,
0.001,8812,268336,35.47,131,-40.99892658657498,268210,2042,176.98385376000002,3.3046214514308505,,
0.001,8816,268479,35.49,131,-39.76882786220975,268352,2043,177.08377225,3.2886662681897483,,
0.001,8820,268619,35.47,131,-40.92338876163258,268491,2044,176.95397788999998,3.571951913833618,,
0.001,8824,268758,35.44,131,-39.96799872903263,268631,2045,176.84462261000002,3.021205958198099,,
0.001,8828,268898,35.42,131,-40.664863162570526,268770,2046,176.71911212000003,3.1884550435202463,,
0.001,8832,269037,35.39,131,-40.70920832016889,268910,2047,176.59228374000003,3.1044142106000114,,
0.001,8836,269178,35.41,131,-41.93908601648667,269051,2048,176.73207306000003,3.143777254649571,,
0.001,8840,269317,35.38,131,-40.71878899468316,269190,2049,176.61324206,2.991803366797311,,
0.001,8844,269459,35.38,131,-40.60256110297309,269331,2050,176.63000085,3.3784878849983215,,
0.001,8848,269602,35.4,131,-40.291650984022354,269474,2051,176.76000661,3.5161366530827114,,
0.001,8852,269744,35.4,131,-40.84569528367784,269616,2051,176.76950552,3.354630606515067,,
0.001,8856,269886,35.42,131,-40.30005921257867,269758,2052,176.91376875000003,3.2580241680145265,,
0.001,,270000,,,-40.61310577392578,269902,,,3.4562164147694907,176.72128551751376,35.5
,8860,270029,35.44,131,,,2055,177.08978750000003,,,
0.001,8864,270170,35.42,131,-39.78886519538032,270042,2056,176.97276606,3.2928899594715664,,
0.001,8868,270313,35.44,131,-41.23601298862033,270186,2056,177.03432166,3.395509892039829,,
0.001,8872,270457,35.45,131,-40.473350312974716,270330,2057,177.08969643,3.117893742190467,,
0.001,8876,270598,35.45,131,-40.226617601182724,270472,2058,177.09049677000002,3.3290378385119967,,
0.001,8880,270741,35.46,131,-40.78881051805284,270614,2059,177.14219159999996,3.446117228931851,,
0.001,8884,270883,35.45,131,-41.247184329562714,270755,2060,177.06065669000003,3.234582874510023,,
0.001,8888,271025,35.48,131,-40.75962766011556,270897,2062,177.20406294,3.2764674623807273,,
0.001,8892,271164,35.42,131,-40.9186580882353,271037,2063,176.88786735000002,3.549153306904961,,
0.001,8896,271306,35.39,131,-40.22576925489638,271179,2063,176.70366892,6.880559437804752,,
0.001,8900,271445,35.33,131,-41.02796957227919,271318,2064,176.33466736,3.432328701019287,,
0.001,8904,271589,35.37,131,-40.337384117974175,271460,2065,176.57564306,3.271845539410909,,
0.001,8908,271734,35.4,131,-40.703224182128906,271606,2066,176.74072070999998,3.342145793967777,,
0.001,8912,271876,35.4,131,-40.49275364595301,271749,2067,176.78836088999998,3.1504536049706595,,
0.001,8916,272014,35.35,131,-41.0654182434082,271888,2068,176.52521568,3.722701154436384,,
0.001,8920,272155,35.36,131,-40.550407621595596,272028,2069,176.55176202,3.2940116473606653,,
0.001,8924,272296,35.38,131,-40.58399518330892,272168,2070,176.68789819000003,3.608710888453892,,
0.001,8928,272439,35.41,131,-40.99914571974013,272312,2071,176.8463036,3.3421351181136236,,
0.001,8932,272579,35.42,131,-41.02527003818088,272452,2072,176.92941787,3.2301545211247036,,
0.001,8936,272719,35.41,131,-41.0589812783634,272593,2073,176.87072730000003,3.4890714611325944,,
0.001,8940,272861,35.44,131,-41.34037886725532,272734,2074,177.10044113999996,3.18613589150565,,
0.001,8944,272999,35.4,131,-40.475213667925665,272872,2075,176.87760923999994,3.3511679382885204,,
0.001,8948,273138,35.36,131,-40.20822291904025,273011,2076,176.62603735000002,3.458332293563419,,
0.001,8952,273277,35.33,131,-40.674867418077255,273150,2077,176.45796939,3.4241991656167166,,
0.001,8956,273418,35.32,131,-39.96357854207357,273291,2078,176.37587919999999,3.2959595256381564,,
0.001,8960,273557,35.28,131,-40.18855412801107,273430,2079,176.12842163000005,3.3469585078103203,,
0.001,8964,273694,35.24,131,-40.24119388355928,273567,2080,175.93648182,3.344520695069257,,
0.001,8968,273836,35.23,131,-41.248552322387695,273708,2081,175.86177138000002,3.427355630057199,,
0.001,8972,273977,35.2,131,-41.26724815368652,273850,2082,175.71161911000002,3.3707016507784524,,
0.001,8976,274118,35.2,131,-41.30816184149848,273991,2083,175.72054068999998,3.4430786901050143,,
0.001,8980,274257,35.16,131,-40.78375042186064,274131,2084,175.49624822,3.345265327181135,,
0.001,8984,274395,35.12,131,-41.338784610523895,274269,2085,175.25333374,3.43347448461196,,
0.001,8988,274533,35.08,131,-41.11227574067957,274406,2086,175.07637463999998,3.4371922296636246,,
0.001,8992,274672,35.08,131,-41.01188617282443,274546,2087,175.01443167999997,3.148349094390869,,
0.001,8996,274811,35.05,131,-40.525320165297565,274683,2088,174.86839278,3.4626541768803314,,
0.001,9000,274951,35.06,131,-40.671265072292755,274824,2089,174.90165435,3.5245809623173305,,
0.001,,275000,,,-40.70542844136556,274894,,,3.4614904335566927,175.22393345683813,35.15
0.001,9004,275092,35.03,131,-40.331213845147026,274965,2092,174.70536313,3.3478194607628717,,
0.001,9008,275230,34.96,131,-41.12792003855986,275103,2093,174.33656001,3.1491174697875977,,
0.001,9012,275370,34.94,131,-41.04482735527886,275244,2094,174.24948624,3.3379531383514403,,
0.001,9016,275513,34.99,131,-41.33430586920844,275385,2095,174.47303437000002,3.551283174090915,,
0.001,9020,275654,34.99,131,-40.88859134250217,275527,2096,174.53809970000003,3.381511721346113,,
0.001,9024,275796,35.0,131,-40.664390563964844,275668,2097,174.52258166,3.336741815294538,,
0.001,9028,275936,34.97,131,-40.39712210262523,275809,2098,174.37063268999998,3.1737901278904506,,
0.001,9032,276076,34.97,131,-40.08647245519302,275949,2099,174.32825622000001,3.277037402561733,,
0.001,9036,276219,35.0,131,-41.48284700181749,276092,2100,174.44886602000003,3.567055404186249,,
0.001,9040,276359,34.98,131,-41.5047607421875,276233,2101,174.3038839,3.175879567010062,,
0.001,9044,276499,35.0,131,-40.8698787689209,276372,2102,174.40715239000005,3.2906654494149343,,
0.001,9048,276639,35.01,131,-40.679553270339966,276511,2103,174.50775930000003,3.3822775103829126,,
0.001,9052,276780,35.03,131,-41.64816732967601,276653,2104,174.59615125,3.6539362839290073,,
0.001,9056,276923,35.05,131,-40.80891597972197,276795,2105,174.71189046,8.738860327856882,,
0.001,9060,277064,35.07,131,-40.940267226275274,276937,2106,174.79952927000002,3.2990090574537003,,
0.001,9064,277210,35.16,131,-40.542244359066615,277082,2107,175.29025567999997,3.576807569813084,,
0.001,9068,277353,35.17,131,-40.879384994506836,277225,2108,175.38931706,3.290417207611932,,
0.001,9072,277493,35.16,131,-42.06162329281078,277366,2109,175.35379539999997,3.476608823327457,,
0.001,9076,277632,35.14,131,-40.86396969065947,277505,2110,175.25260615000002,3.2585646969931465,,
0.001,9080,277772,35.15,131,-40.64591513739692,277646,2111,175.32096905000003,3.4662373610905237,,
0.001,9084,277913,35.18,131,-40.69633441501193,277786,2112,175.52002968999997,2.9897605809900494,,
0.001,9088,278054,35.21,131,-41.06293128518497,277927,2113,175.66143828,3.2812697045943318,,
0.001,9092,278196,35.24,131,-39.802014880710175,278070,2114,175.91962640999998,3.191507147418128,,
0.001,9096,278335,35.24,131,-40.85404396057129,278208,2115,175.94069987999995,3.603558223588126,,
0.001,9100,278474,35.23,131,-41.21370360430549,278347,2116,175.95017441,3.4290879045213973,,
0.001,9104,278614,35.22,131,-41.57451375325521,278487,2117,175.92915971000005,3.490368432468838,,
0.001,9108,278755,35.25,131,-40.908060497707794,278628,2117,176.08779733,3.2877094405038014,,
0.001,9112,278896,35.26,131,-41.41343349880643,278769,2118,176.11383805999998,3.3790151609314814,,
0.001,9116,279035,35.22,131,-41.44095357259115,278908,2119,175.93089301,3.3716882433210102,,
0.001,9120,279175,35.21,131,-41.723818835090185,279047,2120,175.84930944000004,4.5065397466932025,,
0.001,9124,279318,35.22,131,-40.30667241414388,279190,2121,175.9015481,3.357719706164466,,
0.001,9128,279460,35.24,131,-40.98030314725988,279333,2122,176.02853632999998,3.1630575588771275,,
0.001,9132,279601,35.25,131,-40.71009624705595,279473,2123,176.08881361,3.650333506720407,,
0.001,9136,279746,35.27,131,-40.65076446533203,279618,2124,176.22458837,3.4077332986367717,,
0.001,9140,279891,35.32,131,-41.38605137875206,279762,2125,176.50121884999996,3.411135460879352,,
0.001,,280000,,,-40.14428922865126,279872,,,3.0624650518099465,179.01196848005057,36.0
0.001,9144,280036,35.37,131,-41.27436934577094,279908,2128,176.7030376,4.239649719662136,,
0.001,9148,280178,35.39,131,-41.303906970553925,280051,2129,176.77613770999997,3.431805902057224,,
0.001,9152,280326,35.46,131,-41.826393339369034,280197,2130,177.17134453999998,3.24602713456025,,
0.001,9156,280473,35.5,131,-40.63694883647718,280345,2130,177.33571412,3.0785641795710514,,
0.001,9160,280624,35.6,131,-41.03136504323859,280495,2131,177.82224204000002,3.387499633588289,,
0.001,9164,280771,35.61,131,-40.7670380441766,280642,2132,177.85461211,3.144736534840352,,
0.001,9168,280916,35.63,131,-41.339602526496435,280787,2133,177.91593175999998,3.2775884832654683,,
0.001,9172,281065,35.72,131,-41.117597680342826,280936,2134,178.32273481999997,3.2713016497122274,,
0.001,9176,281214,35.82,131,-41.32693227132162,281086,2135,178.7243107,3.413474026180449,,
0.001,9180,281365,35.93,131,-41.41972986857096,281231,2137,179.23642445,3.498871410215223,,
0.001,9184,281509,35.96,131,-41.633898205227325,281381,2138,179.2683213,3.3001783622635736,,
0.001,9188,281654,36.0,131,-40.92513847351074,281524,2139,179.40024333000002,3.376921739843157,,
0.001,9192,281804,36.08,131,-39.80036986501593,281675,2140,179.77006691,3.59389991509287,,
0.001,9196,281950,36.15,131,-40.69979604085287,281821,2141,180.06171751,3.5131934020254345,,
0.001,9200,282100,36.26,131,-41.115692138671875,281971,2142,180.54406359,3.524186946250297,,
0.001,9204,282244,36.3,131,-41.34721967909071,282116,2143,180.69723381000003,3.2849688000149198,,
0.001,9208,282392,36.37,131,-41.41165457831489,282263,2144,180.97327216999994,3.2133320151148617,,
0.001,9212,282538,36.42,131,-41.55369166324013,282409,2145,181.21616386000002,3.2555310788907503,,
0.001,9216,282692,36.57,131,-41.35600943314402,282563,2146,181.90045041000002,3.458694577217102,,
0.001,9220,282838,36.63,131,-40.735013749864365,282709,2147,182.21608659999998,3.279230807278607,,
0.001,9224,282985,36.67,131,-40.90765613979764,282857,2148,182.40500277999996,3.488776155420252,,
0.001,9228,283134,36.74,131,-40.51313506232368,283005,2149,182.77267275000003,3.5718782592464136,,
0.001,9232,283281,36.8,131,-40.824173977500514,283152,2150,183.03008255999998,3.3905178727330387,,
0.001,9236,283431,36.85,131,-40.84887032759817,283302,2151,183.26410496,3.145825656684669,,
0.001,9240,283579,36.88,131,-40.66194703843858,283451,2152,183.35000602000002,3.9839067459106445,,
0.001,9244,283726,36.9,131,-40.611578623453774,283597,2153,183.43757821000005,3.3842921192581588,,
0.001,9248,283876,36.98,131,-41.05744531419542,283746,2154,183.84531013,3.2867187990082636,,
0.001,9252,284026,37.0,131,-41.50304452996505,283896,2155,183.92788236,3.333975295762758,,
0.001,9256,284178,37.05,131,-41.159327055278574,284048,2156,184.17113035000003,3.795833386872944,,
0.001,9260,284324,37.0,131,-41.225050608317055,284196,2157,183.89401431,3.1425314678086176,,
0.001,9264,284479,37.08,131,-40.20460811414217,284350,2158,184.23607353,3.444079330092982,,
0.001,9268,284632,37.16,131,-40.705853713186166,284500,2159,184.66483906000002,3.260207546384711,,
0.001,9272,284782,37.17,131,-41.379298739963104,284653,2160,184.71539424,3.3281778362062244,,
0.001,9276,284932,37.18,131,-40.86459732055664,284802,2161,184.87754906,3.539014178353387,,
0.001,,285000,,,-41.03672248438785,284879,,,3.26416871486566,189.30499733388424,38.1
0.001,9280,285085,37.2,131,-40.850299433657995,284955,2163,185.01903478,3.270030779716296,,
0.001,9284,285236,37.27,131,-40.80110831009714,285107,2164,185.51111720000006,3.4548113848033704,,
0.001,9288,285387,37.33,131,-41.150908364189995,285259,2165,185.88934318000003,3.3921123213238187,,
0.001,9292,285539,37.35,131,-40.73160854138826,285409,2166,186.03183414,3.329562621238904,,
0.001,9296,285687,37.37,131,-41.26316812303331,285558,2167,186.18439214999995,3.363332192103068,,
0.001,9300,285837,37.37,131,-41.82517793443468,285707,2168,186.26362734999995,3.3727253256617367,,
0.001,9304,285986,37.42,131,-40.97426986694336,285857,2170,186.59299831999996,3.466167185757611,,
0.001,9308,286138,37.46,131,-40.96537539833471,286007,2171,186.83915602999994,3.4122431403712223,,
0.001,9312,286281,37.43,131,-41.05536460876465,286153,2172,186.71069690999997,3.4061162214021423,,
0.001,9316,286428,37.36,131,-40.65691714816623,286300,2173,186.44701360000002,3.3556484977404275,,
0.001,9320,286576,37.38,131,-40.35252888997396,286445,2174,186.51416423000003,3.2570086651378207,,
0.001,9324,286724,37.39,131,-41.89874712626139,286594,2175,186.55910107,3.3652688463528952,,
0.001,9328,286866,37.32,131,-40.23517311943902,286738,2176,186.17983453999997,3.2697982175009592,,
0.001,9332,287010,37.29,131,-41.502220153808594,286884,2177,186.05333080999998,3.2395678855277397,,
0.001,9336,287157,37.26,131,-41.482484605577255,287028,2178,185.92674131000004,3.566289848751492,,
0.001,9340,287301,37.22,131,-41.085732777913414,287172,2179,185.74893595,3.367749445968204,,
0.001,9344,287444,37.18,131,-41.45044157240126,287318,2180,185.55632121000002,3.4006958212171283,,
0.001,9348,287589,37.13,131,-41.6375306447347,287461,2182,185.33086296,3.623734023835924,,
0.001,9352,287733,37.07,131,-41.05894406636556,287604,2183,185.05329729000002,3.490294787618849,,
0.001,9356,287879,37.01,131,-41.53904182032535,287751,2184,184.75897131000002,3.5359758640590466,,
0.001,9360,288028,37.04,131,-41.075625570196856,287899,2185,184.91249502000002,3.3947941401065926,,
0.001,9364,288172,36.93,131,-41.779808044433594,288045,2186,184.41096333999997,3.4185455309020147,,
0.001,9368,288323,36.91,131,-41.56946839226617,288193,2187,184.29297117000002,3.4285779192640975,,
0.001,9372,288476,36.94,131,-41.07834183542352,288345,2188,184.49980090000005,3.6619013422413875,,
