train/learning_rate,train/n_updates,train/critic_loss,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,rollout/ep_rew_mean,time/fps,eval/mean_reward,eval/mean_ep_length
0.001,68418,0.3036418213620782,76,914.6447368421053,453,69513,-58.50606430053711,457.56018209210515,153,,
0.001,69418,0.3556033083163202,,,,70000,-58.92178685760498,,,963.3494629561901,1000.0
0.001,72418,0.3371031295321882,80,918.9125,481,73513,-60.15389164733887,469.26108965000003,152,,
0.001,74418,0.1650923159122467,,,,75000,-60.95094187164307,,,960.1993169724941,1000.0
0.001,76418,0.19209116875752807,84,922.7738095238095,510,77513,-61.72573236083984,480.0027535833334,151,,
0.001,79418,0.15325821728259326,,,,80000,-62.753791244506836,,,968.6038688123226,1000.0
0.001,80418,0.26165345539525153,88,926.2840909090909,538,81513,-63.093166175842285,489.8264400340909,151,,
0.001,84418,0.20742951241135596,,,,85000,-64.32839212799072,,,937.1791173458099,1000.0
,,,92,929.4891304347826,568,85513,,497.9950415434782,150,,
0.001,88158,0.2166307692490518,96,929.71875,587,89253,-65.42889244079589,504.338116125,152,,
0.001,89158,0.17152824391797186,,,,90000,-65.70432305908203,,,946.1148860514164,1000.0
0.001,92158,0.10709312935918569,100,932.53,615,93253,-66.45683052062988,511.70415308,151,,
0.001,94158,0.28245642959326506,,,,95000,-66.8849266204834,,,946.4608086585998,1000.0
0.001,96158,0.2403381875678897,104,951.45,645,97253,-67.36254919433594,556.51011549,150,,
0.001,99833,0.34433906776458023,,,,100000,-68.02114015197753,,,899.9470486044884,1000.0
,,,108,957.48,671,100873,,621.34352658,150,,
0.001,103778,0.5071294876150787,112,955.13,690,103907,-68.71043760681152,638.0056485,150,,
0.001,104812,0.3016427550688386,,,,105000,-68.83330444335938,,,920.8511551499366,1000.0
0.001,106812,0.4812085041441023,116,955.13,715,107907,-69.10456398010254,647.20281932,150,,
0.001,109136,0.7603524815067649,,,,110000,-69.37681198120117,,,920.7917021632195,1000.0
0.001,110136,0.6172136140279472,120,950.23,740,111231,-69.51811837768555,646.9437555000001,150,,
0.001,114136,0.5345287086591125,124,946.35,759,114843,-69.80044155883789,647.45955661,151,,
0.001,114748,0.3122825286795501,,,,115000,-69.87654619902567,,,922.4995417058468,1000.0
0.001,117291,0.46316068231181323,128,941.78,784,118386,-70.07227972952641,645.67254033,150,,
0.001,119291,0.5823870173431933,,,,120000,-70.21957385253906,,,896.9631854712964,1000.0
0.001,121291,0.7239255644008518,132,941.78,813,122386,-70.38834355163574,646.4246220100001,150,,
0.001,124291,0.48133100061118606,,,,125000,-70.65430421447753,,,926.2923183917999,1000.0
0.001,125291,0.4358119103237987,136,941.78,841,126386,-70.70413389587402,645.88718211,150,,
0.001,129291,0.7326864767745137,,,,130000,-71.03289274597168,,,941.2879286885261,1000.0
,,,140,941.78,869,130386,,645.3584313,149,,
0.001,133291,0.4302035592719913,144,948.85,889,134386,-71.37285075378418,649.1963487299998,151,,
0.001,134291,0.5906955582350493,,,,135000,-71.47006269836426,,,951.845001900196,1000.0
0.001,137291,0.6079810602590442,148,948.85,918,138386,-71.77949360656739,649.2810188,150,,
0.001,139291,0.4850676364153624,,,,140000,-71.93840255737305,,,950.3873047709465,1000.0
0.001,141291,0.4831795750930905,152,948.85,947,142386,-72.10333055114747,648.29962507,150,,
0.001,144291,0.5000090696513653,,,,145000,-72.31445762634277,,,940.9643858671188,1000.0
0.001,145291,0.447410266675055,156,948.85,975,146386,-72.36552236938476,647.99891497,150,,
0.001,149291,0.5351388459056616,,,,150000,-72.61746195983886,,,946.601809322834,1000.0
,,,160,958.29,1004,150386,,653.8510274700001,149,,
0.001,153060,0.33646137817576527,164,955.98,1023,154155,-72.85242713928223,651.26256103,150,,
0.001,154060,0.41556221460551024,,,,155000,-72.83496742248535,,,894.8581280469895,1000.0
0.001,157060,0.49946478894352914,168,959.6,1051,158155,-72.84983828735352,652.09447487,150,,
0.001,159060,0.613793994255364,,,,160000,-72.90303216552735,,,939.0437036454678,1000.0
0.001,161060,0.3412213081642985,172,966.42,1080,162155,-72.91576380920411,655.72369324,150,,
0.001,164060,0.41144554085284474,,,,165000,-72.98660176086426,,,941.8546069741249,1000.0
0.001,165060,0.3006038318648934,176,966.42,1109,166155,-73.01404365539551,654.81863995,149,,
0.001,168255,0.35310126034542916,180,958.37,1125,169350,-73.13506806945801,648.59150211,150,,
0.001,169255,0.4186954475864768,,,,170000,-73.16380450439453,,,907.1265940248966,1000.0
0.001,172255,0.34262901147454977,184,958.37,1153,173350,-73.19069361877442,647.5589024899999,150,,
0.001,174255,0.5102486063465476,,,,175000,-73.25954824829101,,,901.5759830415249,1000.0
0.001,176255,0.4917602963373065,188,958.37,1182,177350,-73.25688859558106,646.3475885299999,149,,
0.001,179255,0.5080285463482141,,,,180000,-73.26710133361816,,,909.6840525329113,1000.0
0.001,180255,0.4589861349761486,192,958.37,1211,181350,-73.28038935852051,646.2327957,149,,
0.001,184255,0.34139214078336955,,,,185000,-73.2452738647461,,,928.0186035633087,1000.0
,,,196,960.97,1239,185350,,646.91646381,149,,
0.001,188255,0.2744655066877604,200,960.97,1259,189350,-73.38287425231934,645.89976412,150,,
0.001,189255,0.37262926591187717,,,,190000,-73.3834418334961,,,946.2614832341671,1000.0
0.001,192255,0.2539663530811667,204,960.97,1288,193350,-73.38057955932616,644.00996065,150,,
0.001,194255,0.32902950920537116,,,,195000,-73.45057940673829,,,949.0566197514534,1000.0
0.001,196255,0.36365907979011536,208,964.77,1316,197350,-73.4927875213623,646.3626944900001,149,,
0.001,199255,0.29252053625509145,,,,200000,-73.50923100280762,,,904.025461447239,1000.0
0.001,200255,0.2383572778776288,212,974.43,1344,201350,-73.51360792541504,652.45526439,149,,
0.001,204221,0.3095958219319582,,,,205000,-73.63169929504394,,,935.3520123362541,1000.0
,,,216,974.09,1373,205316,,651.9401595699999,149,,
0.001,208221,0.1930515565611422,220,980.85,1392,209316,-73.75824406433105,657.27834999,150,,
0.001,209221,0.3717021695934236,,,,210000,-73.76945573425293,,,934.1690255641937,1000.0
0.001,212221,0.3417728429622948,224,984.73,1421,213316,-73.82576246643066,659.8141084599998,150,,
0.001,214221,0.22112668301165103,,,,215000,-73.88435890197754,,,953.583656719327,1000.0
0.001,216082,0.695261285068093,228,987.91,1449,217177,-73.90112894151162,662.59080567,149,,
0.001,219082,0.4708208996020257,,,,220000,-73.96990162658692,,,959.2017456889153,1000.0
0.001,220082,0.40558314172178506,232,987.91,1478,221177,-73.95017181396484,662.33556983,149,,
0.001,224082,0.2185427641905844,,,,225000,-73.94311184692383,,,936.1428322851658,1000.0
,,,236,987.91,1506,225177,,662.30992555,149,,
0.001,228082,0.3348440630510449,240,987.91,1527,229177,-73.92912411499023,662.10936462,150,,
0.001,229082,0.1956470367051661,,,,230000,-74.01215693664551,,,954.5179402530193,1000.0
0.001,232082,0.1999095132909715,244,987.91,1555,233177,-74.10143202209473,663.30177038,149,,
0.001,234082,0.2560872697979212,,,,235000,-74.09634114074707,,,959.9853771269321,1000.0
0.001,236082,0.3373923648893833,248,987.91,1583,237177,-74.12748913574218,663.18078451,149,,
0.001,239082,0.12949714603647589,,,,240000,-74.16545164489746,,,959.9472882151604,1000.0
0.001,240082,0.24229709163680674,252,987.91,1612,241177,-74.19536546325683,664.00916533,149,,
0.001,244082,0.5094283260889352,,,,245000,-74.08158786010742,,,946.992392116785,1000.0
,,,256,987.91,1641,245177,,663.59840629,149,,
0.001,248082,0.34023807870969175,260,987.91,1661,249177,-73.88879028320312,661.2766430099999,149,,
0.001,249082,0.4178455759882927,,,,250000,-73.90143644714355,,,939.3217497110367,1000.0
0.001,252082,0.2114968618787825,264,990.22,1690,253177,-73.82667115783691,662.60953097,149,,
0.001,254082,0.23809715159609915,,,,255000,-73.81828237915039,,,969.4991163372994,1000.0
0.001,256082,0.3474017005413771,268,990.22,1719,257177,-73.77567539978027,662.9339229100001,149,,
0.001,259319,0.30575081819220434,,,,260000,-73.53979647361626,,,920.0085553705692,1000.0
,,,272,982.59,1744,260414,,653.39262042,149,,
0.001,263319,0.4932130710631609,276,982.59,1764,264414,-73.26305331420899,653.0886377100001,149,,
0.001,264319,0.37154858887195585,,,,265000,-73.01543629455567,,,946.8396035075187,1000.0
0.001,267319,0.6760159763991833,280,990.64,1792,268414,-72.3749704284668,648.1766380700001,149,,
0.001,269047,0.4360072654723139,,,,270000,-72.07864562233726,,,895.3176140010357,1000.0
0.001,271047,0.5826290387064218,284,987.92,1819,272142,-72.02910426330567,643.88519301,149,,
0.001,274047,0.5403746330514551,,,,275000,-71.69849732971191,,,861.8078761637211,1000.0
0.001,275047,0.7252023471668363,288,987.92,1848,276142,-71.50963317871094,641.4088743299999,149,,
0.001,279047,0.506099405914545,,,,280000,-71.23394900512696,,,903.2801231324672,1000.0
,,,292,987.92,1876,280142,,639.1152579899999,149,,
0.001,283047,0.4919362130984664,296,987.92,1896,284142,-70.88050344848632,637.0928583700002,149,,
0.001,284047,0.6711806862652302,,,,285000,-70.79903904724121,,,890.2423195660115,1000.0
0.001,287047,0.7076469433456659,300,987.92,1925,288142,-70.59458235168456,635.5887641500001,149,,
0.001,289047,0.6560581940859557,,,,290000,-70.39640928649902,,,876.4378891050816,1000.0
0.001,291047,0.6706077976673841,304,987.92,1953,292142,-70.19171745300292,633.92128585,149,,
0.001,294047,0.8221901242136955,,,,295000,-69.74186114501953,,,837.7963683366776,1000.0
0.001,295047,0.5600749201327563,308,987.92,1982,296142,-69.57817218017578,631.51301348,149,,
0.001,299047,0.5226982670575381,,,,300000,-69.26881602478028,,,895.4925376713276,1000.0
,,,312,987.92,2011,300142,,629.8946036400001,149,,
0.001,303047,0.7782952127978205,316,988.26,2031,304142,-68.94195220947266,628.4575438100001,149,,
0.001,304047,0.5667505689784884,,,,305000,-68.78751783752442,,,889.8235091805458,1000.0
0.001,307047,0.6349772449433804,320,979.55,2058,307271,-68.47089710998536,620.93982267,149,,
0.001,309176,0.5612574016153813,,,,310000,-68.45929588317871,,,844.5218293488026,1000.0
0.001,310176,0.6904778074622154,324,979.55,2083,311271,-68.43597268676758,619.1062717599999,149,,
0.001,314176,0.5185992053225637,,,,315000,-67.96738948059082,,,920.5358458042144,1000.0
,,,328,980.94,2111,315271,,617.7018779499999,149,,
0.001,318176,0.8359732926785945,332,980.94,2131,319271,-67.50140827941894,602.33035407,149,,
0.001,319176,0.5979114721417427,,,,320000,-67.3307020111084,,,871.1887055337429,1000.0
0.001,322176,0.756782101303339,336,980.94,2160,323271,-66.75058443450928,599.57453873,149,,
0.001,324176,0.6687609110176563,,,,325000,-66.65580299377442,,,878.1382856249809,1000.0
0.001,325233,0.6242427574960809,340,971.51,2183,326328,-66.68546840122768,590.72158233,149,,
0.001,329233,0.8712576152533292,,,,330000,-65.95935816955567,,,879.972682082653,1000.0
,,,344,971.51,2212,330328,,586.8102840099999,149,,
0.001,333233,0.6987657105922699,348,971.51,2232,334328,-65.63033213043212,582.30623514,149,,
0.001,334233,0.8493896666318178,,,,335000,-65.48614698791503,,,839.8402091801166,1000.0
0.001,337233,0.7885438337922096,352,971.51,2261,338328,-65.1832975692749,577.68316978,149,,
0.001,339233,0.7217162531614304,,,,340000,-64.92738307189941,,,754.5317891776562,1000.0
0.001,341233,0.8166233841180801,356,971.51,2290,342328,-64.82747114562989,574.6726115299999,149,,
0.001,344233,0.8920417097061872,,,,345000,-64.85362152862548,,,885.0822813510895,1000.0
0.001,345233,0.6843807908147573,360,971.51,2319,346328,-64.92256462860108,573.4830659899999,149,,
0.001,349233,0.6780432876348496,,,,350000,-65.00943138885498,,,912.5458852529525,1000.0
,,,364,971.51,2347,350328,,571.8155277899998,149,,
0.001,353233,0.6666598941981793,368,971.51,2368,354328,-65.00792334747314,559.24413356,149,,
0.001,354233,0.8686854357719421,,,,355000,-64.97673876953125,,,865.4526650190353,1000.0
0.001,357233,0.6377439476847648,372,979.14,2396,358328,-64.69321571350098,560.2999105900001,149,,
0.001,359233,0.6764797031506896,,,,360000,-64.59203146362304,,,861.9170437097549,1000.0
0.001,361233,0.6130831554383039,376,979.14,2425,362328,-64.71883487701416,558.08513739,149,,
0.001,364233,0.7000868931263685,,,,365000,-64.70164985656739,,,899.609396982193,1000.0
0.001,365233,0.5947958783209324,380,979.14,2454,366328,-64.67245346832276,565.84800202,149,,
0.001,369233,0.7185731063485146,,,,370000,-64.43072209167481,,,855.966355150938,1000.0
,,,384,981.86,2482,370328,,567.76587266,149,,
0.001,373233,0.7650034102648496,388,981.86,2502,374328,-64.1199447555542,567.4812037900001,149,,
0.001,374233,0.7955487548410892,,,,375000,-64.04489931488037,,,861.1922485589981,1000.0
0.001,377233,0.807847176745534,392,981.86,2531,378328,-63.95198816680908,566.43403503,149,,
0.001,379233,0.7648789281398058,,,,380000,-63.767755439758304,,,854.2802065789699,1000.0
0.001,381233,0.8210453107208013,396,981.86,2560,382328,-63.747009803771974,564.78739736,149,,
0.001,384233,0.7667950451076031,,,,385000,-63.42589807891846,,,846.9487592577934,1000.0
0.001,385233,0.8211858061105013,400,981.86,2589,386328,-63.308760528564456,562.4134604599999,149,,
0.001,389233,0.7494780537039042,,,,390000,-63.16221433258057,,,905.2951662838459,1000.0
,,,404,981.86,2617,390328,,561.32139369,149,,
0.001,393233,0.5571321423649788,408,981.86,2637,394328,-63.21387985992432,540.79384454,149,,
0.001,394233,0.7567066665291786,,,,395000,-63.18223316192627,,,871.8751141667366,1000.0
0.001,397233,0.6813937147408724,412,981.86,2666,398328,-63.27169564056396,540.24780363,149,,
0.001,399233,0.5703707382082939,,,,400000,-63.08192948913574,,,830.165631622076,1000.0
0.001,401233,0.742076947838068,416,981.86,2695,402328,-63.18855750274658,539.095327,149,,
0.001,404233,0.6614782531782984,,,,405000,-63.194436599731446,,,874.1940449059009,1000.0
0.001,405233,0.5320273986309767,420,990.57,2723,406328,-63.26702158355713,540.16090319,149,,
0.001,409233,0.5188656768649816,,,,410000,-63.513876571655274,,,856.4427854001522,1000.0
,,,424,990.57,2751,410328,,538.22867964,149,,
0.001,413233,0.5383361538797617,428,990.57,2771,414328,-63.418286178588865,536.59612551,149,,
0.001,414233,0.649488449215889,,,,415000,-63.40855899047852,,,851.7969416320324,1000.0
0.001,417233,0.8678953836113215,432,990.57,2799,418328,-63.419462753295896,549.4080646,149,,
0.001,419233,0.8141768777966499,,,,420000,-63.428258361816404,,,871.5427036941052,1000.0
0.001,421233,0.7751134970486164,436,990.57,2828,422328,-63.28477372741699,548.96843629,149,,
0.001,424233,0.7613120423257351,,,,425000,-63.15283075714111,,,789.8794898927212,1000.0
0.001,425233,0.7768327550441027,440,1000.0,2856,426328,-63.0781965637207,553.7860820999999,149,,
0.001,429233,0.7747331457734108,,,,430000,-62.787787315368654,,,886.3599055886268,1000.0
,,,444,1000.0,2885,430328,,527.18675737,149,,
0.001,433233,0.9228919934779406,448,1000.0,2905,434328,-62.44105192565918,526.5832183199999,149,,
0.001,434233,1.0582446919232606,,,,435000,-62.35108331298828,,,799.2072856605052,1000.0
0.001,437233,0.8960577115416527,452,1000.0,2934,438328,-61.960220146179196,524.68163796,149,,
0.001,439233,0.7839787543341518,,,,440000,-61.7915200881958,,,872.9374736011029,1000.0
0.001,441233,0.6267888117581606,456,1000.0,2963,442328,-61.70766239929199,522.62376526,149,,
0.001,444233,0.7485927839651704,,,,445000,-61.61920252990723,,,861.7695781469345,1000.0
0.001,445233,0.714405672647059,460,1000.0,2992,446328,-61.697305587768554,522.12410405,149,,
0.001,449233,0.622252626761794,,,,450000,-61.63800997161865,,,904.2786667883396,1000.0
,,,464,1000.0,3021,450328,,521.36840474,149,,
0.001,453233,0.680217768073082,468,1000.0,3041,454328,-61.90209223937988,531.3593546699999,149,,
0.001,454233,0.7757712046205998,,,,455000,-61.902525733947755,,,839.4484131872654,1000.0
0.001,457233,0.814877774424851,472,1000.0,3069,458328,-61.843594841003416,536.2360657900001,149,,
0.001,459233,0.8481335529386997,,,,460000,-61.89101544189453,,,824.8538084208965,1000.0
0.001,461233,0.7561778520941734,476,1000.0,3098,462328,-61.87562035369873,534.93651184,149,,
0.001,464233,0.9360391665399075,,,,465000,-61.73156742095947,,,834.0594541490078,1000.0
0.001,465233,0.9151347559019923,480,1000.0,3126,466328,-61.735062133789064,533.1652938499999,149,,
0.001,469233,0.6316319217607379,,,,470000,-61.890073143005374,,,895.9169371068477,1000.0
,,,484,1000.0,3155,470328,,530.7272025200001,149,,
0.001,473233,0.8601237215697766,488,1000.0,3175,474328,-62.19772699737549,530.83998645,149,,
0.001,474233,0.7422229518815875,,,,475000,-62.1535124130249,,,865.6389347195625,1000.0
0.001,477233,0.5567081904485822,492,1000.0,3204,478328,-62.29704065704346,530.94791416,149,,
0.001,479233,0.7598766783848405,,,,480000,-62.256906051635745,,,880.6714818835259,1000.0
0.001,481233,0.6676019302532077,496,1000.0,3233,482328,-62.531320777893065,531.8313607000001,149,,
0.001,484233,0.7912493025362491,,,,485000,-62.50008554840088,,,872.8568514227867,1000.0
0.001,485233,0.7122715271338821,500,1000.0,3262,486328,-62.50148094940185,532.83243451,149,,
0.001,489233,0.6200319468006492,,,,490000,-62.693565368652344,,,846.5722134053707,1000.0
,,,504,1000.0,3291,490328,,533.11614164,148,,
0.001,493233,0.5236150351762772,508,1000.0,3311,494328,-62.8764387588501,539.58295458,149,,
0.001,494233,0.523528240352869,,,,495000,-63.00314669036865,,,902.4391932606698,1000.0
0.001,497233,0.4817799202352762,512,1000.0,3340,498328,-62.9014814376831,539.3510770500001,149,,
0.001,499233,0.5362255645394325,,,,500000,-62.94724327850342,,,808.8133324801922,1000.0
0.001,501233,0.6171475960388779,516,1000.0,3369,502328,-62.790816215515136,538.85853882,149,,
0.001,504233,0.6411971928477287,,,,505000,-62.99620785522461,,,890.0886599779129,1000.0
0.001,505233,0.7635842845141888,520,1000.0,3397,506328,-63.005032272338866,543.10118946,149,,
0.001,509233,0.9774252169877291,,,,510000,-62.801076499938965,,,846.2165779531002,1000.0
,,,524,1000.0,3426,510328,,542.7334879800001,148,,
0.001,513233,0.7867164621949196,528,1000.0,3446,514328,-62.52345146179199,542.1123738800001,149,,
0.001,514233,0.9346270882934332,,,,515000,-62.39887052917481,,,795.8288546800613,1000.0
0.001,517233,0.8269469092190266,532,1000.0,3474,518328,-62.42556436157226,540.5583177,149,,
0.001,519233,0.7939279758930207,,,,520000,-62.390270767211916,,,845.9532875061035,1000.0
0.001,521233,0.8153142603263259,536,1000.0,3503,522328,-62.2166746673584,539.5922519599999,149,,
0.001,524233,0.7463787926211953,,,,525000,-61.9997001876831,,,865.9009716391563,1000.0
0.001,525233,0.7720025348365307,540,1000.0,3531,526328,-61.933685592651365,539.3143091099998,149,,
0.001,529233,0.7005549496933818,,,,530000,-61.68940876770019,,,855.9193428099155,1000.0
,,,544,1000.0,3560,530328,,564.41915411,148,,
0.001,532623,1.0127428770959377,548,993.9,3577,533718,-61.37612901306152,559.4534264199999,149,,
0.001,534623,0.7733461571484804,,,,535000,-61.274009086608885,,,799.2476519525051,1000.0
0.001,536623,0.8133888769149781,552,993.9,3606,537718,-61.15755545043945,561.27072921,149,,
0.001,539623,1.2267459250837565,,,,540000,-61.07591201019287,,,801.2503688931465,1000.0
0.001,540623,0.8863804794549942,556,993.9,3634,541718,-60.946951652526856,561.56037263,149,,
0.001,544623,0.7529499199837446,,,,545000,-60.740105567932126,,,846.1513741672039,1000.0
,,,560,993.9,3662,545718,,559.72163568,149,,
0.001,548623,0.7055606392323971,564,993.9,3682,549718,-60.632971954345706,559.15086527,149,,
0.001,549623,1.157451887704432,,,,550000,-60.78864002990723,,,840.1210175096988,1000.0
0.001,552623,0.8358059340119361,568,993.9,3710,553718,-60.95088977813721,558.51048442,149,,
0.001,554623,0.7040134484693408,,,,555000,-60.87244277191162,,,843.0619643807411,1000.0
0.001,556623,0.5958049445226788,572,993.9,3738,557718,-60.866989303588866,558.4948352,149,,
0.001,559623,0.5308960740491748,,,,560000,-61.14886826324463,,,869.0707954704761,1000.0
0.001,560623,0.9112901021912694,576,993.9,3767,561718,-61.23375379180908,559.5231490199999,149,,
0.001,564623,0.733998190112412,,,,565000,-61.34114370727539,,,798.650411605835,1000.0
,,,580,993.9,3795,565718,,560.41474913,149,,
0.001,568623,0.7664350148141384,584,993.9,3815,569718,-61.40759645080566,562.11774463,149,,
0.001,569623,0.6539655574783683,,,,570000,-61.513751556396485,,,875.1840321481228,1000.0
0.001,572623,0.5686448459625244,588,993.9,3844,573718,-61.66870191192627,563.0406429999999,149,,
0.001,574623,0.5901974134817719,,,,575000,-61.68971754455566,,,869.5351994037628,1000.0
0.001,576623,0.6766548495739698,592,993.9,3873,577718,-61.76290542602539,563.9786432999999,149,,
0.001,579623,0.7737021819651126,,,,580000,-61.765318168640135,,,882.078320980072,1000.0
0.001,580623,0.832599101394415,596,993.9,3901,581718,-61.68983242034912,564.5766548200002,149,,
0.001,584623,0.7325791043192148,,,,585000,-61.524441352844235,,,810.892806071043,1000.0
,,,600,993.9,3930,585718,,564.1270750300001,149,,
0.001,588623,0.7358939646333456,604,993.9,3951,589718,-61.6676675491333,564.5282312,149,,
0.001,589623,0.8098475115299225,,,,590000,-61.548549102783205,,,886.0989371538162,1000.0
0.001,592623,1.1867449141740798,608,993.9,3979,593718,-61.762978302001954,578.56137898,149,,
0.001,594623,0.8779817750900983,,,,595000,-61.7738295211792,,,818.5209537148476,1000.0
0.001,596623,0.867324212655425,612,993.9,4008,597718,-61.70171147918701,577.9278573999999,149,,
0.001,599623,0.6215578829050064,,,,600000,-61.897770668029786,,,861.035198867321,1000.0
0.001,600623,0.7039810474812984,616,993.9,4037,601718,-61.77533200073242,578.7449570499999,149,,
0.001,604623,0.8117642084509135,,,,605000,-61.69600695037842,,,782.316781181097,1000.0
,,,620,993.9,4066,605718,,576.4970095799999,148,,
0.001,608623,0.8099300771504641,624,993.9,4086,609718,-61.67261387634277,577.25006816,149,,
0.001,609623,0.8481018937826157,,,,610000,-61.59941160583496,,,852.3736418783665,1000.0
0.001,612623,0.8901040483117103,628,993.9,4115,613718,-61.73151105499267,578.85233009,149,,
0.001,614623,0.7566364329010248,,,,615000,-61.61331153106689,,,802.125907099247,1000.0
0.001,616623,0.8219897758811713,632,993.9,4144,617718,-61.584108543396,579.3676936800001,149,,
0.001,619623,0.8044929607063532,,,,620000,-61.91905771636963,,,821.2315790951252,1000.0
0.001,620623,0.8533299457281828,636,993.9,4172,621718,-61.93809815216064,581.24863962,148,,
0.001,624623,0.72338040266186,,,,625000,-61.78316875457764,,,842.4554610669613,1000.0
,,,640,993.9,4201,625718,,581.77957199,148,,
0.001,628623,1.0202429948449134,644,993.9,4222,629718,-61.70378818511963,581.54198353,149,,
0.001,629623,1.0557868078052997,,,,630000,-61.51160725402832,,,755.442595666647,1000.0
0.001,632389,1.1435171726047992,648,997.66,4251,633484,-61.36984175872803,584.37042864,149,,
0.001,634389,0.9938500437885522,,,,635000,-61.32984830474854,,,748.5344992816448,1000.0
0.001,636389,1.0305646559596062,652,997.66,4279,637484,-61.13863552856445,583.54298634,148,,
0.001,639389,1.0501925473362208,,,,640000,-61.2321067276001,,,877.4344775438309,1000.0
0.001,640389,1.0768986961990594,656,997.66,4308,641484,-61.290771682739255,586.25429535,148,,
0.001,644389,1.0587808615639807,,,,645000,-61.13710419464111,,,866.5206982135772,1000.0
,,,660,997.66,4337,645484,,589.06244686,148,,
0.001,648389,1.1541271644681692,664,997.66,4357,649484,-61.1655722732544,588.6465019899999,149,,
0.001,649389,1.017333288833499,,,,650000,-60.99132191467285,,,782.8048406243324,1000.0
0.001,652389,0.9704047823697328,668,997.66,4386,653484,-60.88426515960693,587.23484965,148,,
0.001,654389,0.9126641154885292,,,,655000,-60.85506881713867,,,812.1591192424297,1000.0
0.001,656389,1.074324510127306,672,997.66,4415,657484,-60.69770822143555,586.96607278,148,,
0.001,659389,0.9064265163242817,,,,660000,-60.62582977294922,,,776.6141358137131,1000.0
0.001,660389,0.8589866689741611,676,997.66,4444,661484,-60.62224685668945,583.39225317,148,,
0.001,664389,0.9923165274113417,,,,665000,-60.14927090454101,,,724.4444253623485,1000.0
,,,680,997.66,4473,665484,,581.42330703,148,,
0.001,668389,1.2789111296087503,684,997.66,4493,669484,-59.87120909118652,570.72735349,148,,
0.001,669389,1.2627226180285216,,,,670000,-59.671623725891116,,,773.5314831376076,1000.0
0.001,672389,1.241641363695264,688,997.66,4522,673484,-59.78015540313721,567.8113851700001,148,,
0.001,674389,1.1660062223821879,,,,675000,-59.52956102752685,,,801.3559091627598,1000.0
