train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
2025,3025,4,0.001,281,10,0.20093756720423697,756.25,-1306.6537555,0.4281745304663976,,
4025,5000,,0.001,,,0.10334267126396299,,,1.3139088960886,645.3,-451.67312064479046
6025,7025,8,0.001,195,35,0.18410564049333333,878.125,-1248.8383241249999,3.392580934524536,,
9025,10000,,0.001,,,0.3116286333352327,,,6.807193370819092,1000.0,481.8215382398921
10025,11025,12,0.001,171,64,0.3029483416378498,918.75,-940.8265310833332,7.193753067016601,,
14025,14039,16,0.001,167,83,0.21118224374204875,877.4375,-733.3393725625,9.1062297706604,,
14039,15000,,0.001,,,0.18757065864545958,,,9.29438304901123,1000.0,856.1091560614761
17039,18039,20,0.001,166,108,0.178339922003448,901.95,-590.0489623999999,10.253029514312745,,
19039,20000,,0.001,,,0.14523044994473458,,,10.81666028022766,1000.0,892.9699909729883
21039,22039,24,0.001,160,137,0.13289542642980814,918.2916666666666,-489.6259586666667,11.1908541431427,,
24039,25000,,0.001,,,0.11378635323420166,,,11.802381187438964,1000.0,933.1804243713617
25039,26039,28,0.001,156,166,0.10548640723153949,929.9642857142857,-417.1699028214286,11.95265341758728,,
29039,30000,,0.001,,,0.08877058127894998,,,12.44398826789856,1000.0,941.055805721879
,30039,32,,153,195,,938.71875,-359.973237,,,
33039,34039,36,0.001,158,214,0.08146643710136414,945.5277777777778,-313.9561493611111,12.844247735977174,,
34039,35000,,0.001,,,0.0793257591985166,,,12.909416334152223,1000.0,951.9171959139406
37039,38039,40,0.001,155,244,0.07184958807751536,950.975,-277.16751315,13.13636226463318,,
39039,40000,,0.001,,,0.0698775288797915,,,13.207747184753417,1000.0,971.3129595220089
41039,42039,44,0.001,154,272,0.06915826867893338,955.4318181818181,-246.19706675,13.244203079223633,,
44039,45000,,0.001,,,0.06297524175047875,,,13.325863330841065,1000.0,970.9623278602958
45039,46039,48,0.001,152,302,0.06620753824338317,959.1458333333334,-219.47174179166663,13.367103399276733,,
49039,50000,,0.001,,,0.058285262871533634,,,13.458705493927003,1000.0,973.32683493644
,50039,52,,151,330,,962.2884615384615,-197.02761480769226,,,
53039,54039,56,0.001,154,350,0.05681816883943975,964.9821428571429,-178.03304173214286,13.40867872428894,,
54039,55000,,0.001,,,0.05425577465631068,,,13.428880449295043,1000.0,978.8403600037097
57039,58039,60,0.001,153,379,0.05183499788865447,967.3166666666667,-161.3136184,13.499969596862792,,
59039,60000,,0.001,,,0.05095934758335352,,,13.477853986740111,1000.0,979.7222508788109
61039,62039,64,0.001,151,409,0.04919359068758786,969.359375,-146.743087203125,13.475123407363892,,
64039,65000,,0.001,,,0.046864643400534985,,,13.460132472991944,1000.0,986.0610354334116
65039,66039,68,0.001,150,437,0.0490779247097671,971.1617647058823,-133.68620811764706,13.434844551086426,,
69039,70000,,0.001,,,0.0462949482742697,,,13.366911224365234,1000.0,964.3458742976188
