time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
58,86.52,10207,187.36698740000003,173,180,0.001,9989,-40.34206817109706,11.841883396698258,,
61,89.71,10673,196.06687966,174,184,0.001,10476,-42.285146054354584,11.83218572555332,,
63,92.72,11170,203.59212898,175,188,0.001,10967,-44.05294299516522,11.296886027343874,,
66,95.49,11629,210.32319297,175,192,0.001,11466,-45.33179386326524,12.573586534281246,,
68,97.79,12048,216.13051431999997,176,196,0.001,11851,-46.8574660058115,13.851650143132627,,
,,12500,,,,0.001,12326,-47.99003407311818,13.238816770296248,122.3,267.58718408942224
72,99.39,12523,220.14177684000003,173,200,,,,,,
74,101.34,13012,224.97926396999995,173,204,0.001,12819,-49.61024979622133,12.581538756047525,,
77,102.54,13421,228.37389453000003,174,208,0.001,13231,-51.005652618408206,16.037444013944814,,
79,103.76,13901,231.22713171999993,174,212,0.001,13704,-52.091382180490804,15.613950004422568,,
82,104.06,14273,231.84304762,173,216,0.001,14112,-53.239067356760906,18.45396637335056,,
84,104.23,14671,232.08899947999998,174,220,0.001,14513,-54.35058004205877,15.075826055548164,,
,,15000,,,,0.001,14842,-55.184225233774335,17.721923881106907,120.95,330.7785169929266
88,105.13,15167,236.12708435999997,171,224,0.001,14964,-55.795990302914475,16.414090394973755,,
90,106.25,15659,240.32467146999997,172,228,0.001,15471,-57.37451010235285,15.061780949600605,,
92,107.54,16169,245.54218723000002,173,232,0.001,15964,-58.74138326493521,18.873217235565185,,
95,108.48,16643,249.48110648000002,174,236,0.001,16457,-60.27411575317383,17.92730059111414,,
98,109.39,17110,252.99803015999998,174,240,0.001,16948,-62.26518236796061,20.004297228654227,,
,,17500,,,,0.001,17397,-63.82454231137135,17.913455494051057,131.3,354.8775520384312
102,111.1,17603,259.63436582,170,244,,,,,,
105,112.01,18060,263.18420095,171,248,0.001,17866,-64.51465733846028,21.496748828887938,,
108,113.31,18582,268.50789077,171,252,0.001,18374,-65.9105764929928,24.880468357774546,,
110,113.54,19025,269.83327687,171,256,0.001,18827,-67.52210436734286,22.896377962285822,,
112,115.29,19484,275.12599952000005,172,260,0.001,19282,-69.05816147967083,20.634279598424463,,
115,114.88,19863,273.63221298,172,264,0.001,19705,-69.68928066519804,20.31195835180061,,
,,20000,,,,0.001,19871,-70.28510248093377,19.707328109514144,116.35,294.99447563886645
118,114.24,20223,271.13052649,170,268,0.001,20066,-70.74189491271973,28.164375190493427,,
120,113.45,20594,268.28138837,171,272,0.001,20440,-72.01134837757458,27.524922232591468,,
121,112.06,20907,263.59402495,171,276,0.001,20752,-72.69799041748047,26.664608313242596,,
123,110.9,21297,260.76805986,172,280,0.001,21117,-72.9150159786909,20.12202783119984,,
125,109.98,21671,257.87426004,172,284,0.001,21517,-73.88298984743514,26.87459447896369,,
127,109.4,22110,257.74713554,172,288,0.001,21921,-74.01818389892578,32.08312366008759,,
,,22500,,,,0.001,22316,-74.88095277355563,28.97996243034921,111.25,272.9370168149471
131,108.9,22519,257.5238966,170,292,,,,,,
134,109.17,22965,259.53876262,170,296,0.001,22760,-75.96103018301504,22.36194376150767,,
136,109.01,23424,260.58597583,171,300,0.001,23222,-76.36684487082742,25.219555019238673,,
139,108.99,23911,262.24654862,171,304,0.001,23714,-76.97677874565125,27.687535638884295,,
142,109.6,24381,265.55301273,171,308,0.001,24224,-77.75809091421274,30.464905804854173,,
144,109.29,24830,266.21984716,171,312,0.001,24643,-78.50648831098508,32.88762553734115,,
,,25000,,,,0.001,24872,-78.54263616012315,32.991177672046724,93.45,207.55831559598445
148,109.43,25216,267.59620498,170,316,0.001,25062,-78.76874861283736,29.515178272940897,,
149,109.14,25585,267.04738141999997,170,320,0.001,25378,-79.04024982452393,27.243459701538086,,
152,108.72,26039,265.04711828999996,171,324,0.001,25837,-80.10393033708844,34.77687993503752,,
154,107.82,26441,261.67462907999993,171,328,0.001,26236,-80.54328575134278,26.778177392482757,,
156,105.94,26763,254.55573650000002,171,332,0.001,26608,-80.50090026855469,33.56210028407085,,
158,105.72,27215,253.70686066000002,171,336,0.001,27027,-81.2171626015315,28.867969512939453,,
,,27500,,,,0.001,27363,-81.05194797155993,37.24140255406218,124.35,322.01738622188566
163,105.77,27687,253.95496882999998,169,340,0.001,27490,-81.18501996994019,29.10647061115175,,
165,105.41,28144,252.57514310000002,169,344,0.001,27938,-82.31687892033504,38.00246807245108,,
168,105.68,28628,253.44150183999997,170,348,0.001,28426,-82.73691136496407,30.149143167444176,,
170,105.62,29144,253.44982733999998,170,352,0.001,28937,-83.787923523874,29.63271456053763,,
172,105.87,29612,254.48306301,171,356,0.001,29403,-84.46761637720569,35.04525886437832,,
,,30000,,,,0.001,29884,-84.85603540593928,33.53638904466541,131.55,357.223704123497
177,106.08,30092,255.46452984999996,169,360,,,,,,
179,107.03,30566,259.28508962,170,364,0.001,30361,-85.11499839605287,26.710596505985702,,
181,108.0,31023,262.86144575000003,170,368,0.001,30830,-86.6796886387156,29.391689855660964,,
183,107.84,31378,262.04234177,170,372,0.001,31225,-85.98416157257863,29.191718427440787,,
185,108.75,31782,265.35572656999994,171,376,0.001,31574,-85.81008174963165,37.12414266352068,,
188,110.1,32307,270.60376143999997,171,380,0.001,32098,-87.31594210952076,28.699113365402795,,
,,32500,,,,0.001,32342,-87.48161969866071,31.447713009945982,103.05,236.65516565740108
192,110.69,32740,272.76643916999996,170,384,0.001,32552,-88.17319997151692,26.75348145128733,,
194,109.98,33108,268.84031198,170,388,0.001,32912,-87.8720824832008,32.493215377072254,,
196,109.8,33499,266.73675174,170,392,0.001,33348,-87.52559321267265,39.77154088020325,,
198,109.47,33912,264.97642677,170,396,0.001,33718,-88.6761500917632,26.881100795579993,,
200,109.75,34399,265.94091045,171,400,0.001,34191,-87.88189500378024,26.225804921119444,,
203,109.56,34867,265.31509612,171,404,0.001,34658,-88.49712767967812,30.963126696073093,,
,,35000,,,,0.001,34914,-88.78091898272115,34.16591238006344,111.55,249.69120715856553
207,109.75,35356,265.7565119,170,408,0.001,35148,-88.47347046899014,30.34068344053158,,
210,110.34,35864,267.88057550999997,170,412,0.001,35668,-89.0262404049144,37.54782275447139,,
213,111.21,36337,271.22209726,170,416,0.001,36176,-89.02691796246697,27.86345236742938,,
215,112.63,36848,276.72525715999996,170,420,0.001,36638,-88.08204961227159,26.50500657194752,,
218,112.5,37289,276.76646653,170,424,0.001,37082,-89.18481607148142,34.16407815190672,,
,,37500,,,,0.001,37345,-89.39855309688684,26.876981113896225,129.6,358.857383698225
223,113.54,37795,281.06925284000005,169,428,0.001,37586,-89.52597711736506,28.66535927165638,,
225,115.24,38287,287.83090943999997,169,432,0.001,38099,-89.8885980421497,31.808770491230874,,
228,115.7,38785,290.04530837,169,436,0.001,38578,-89.70622408390045,32.762370154613585,,
230,115.25,39212,288.6884359499999,169,440,0.001,39067,-89.54612594354349,29.092009210974222,,
233,115.29,39673,288.82603585,170,444,0.001,39475,-89.85521154692678,28.792742609977722,,
,,40000,,,,0.001,39850,-89.75627977707806,25.649461693233913,133.35,377.9279668539763
238,115.58,40186,290.45036039,168,448,0.001,39979,-90.7604112625122,29.897970547047695,,
240,115.24,40668,289.28487145,168,452,0.001,40484,-90.50509323612336,30.22062796931113,,
243,114.98,41110,287.90048162000005,168,456,0.001,40916,-90.23845930660472,37.05785559205448,,
246,115.28,41620,287.34568946,169,460,0.001,41441,-90.82982288707386,29.23665243000179,,
249,116.94,42260,292.96937155,169,464,0.001,41996,-91.98252374985638,34.94746561445428,,
,,42500,,,,0.001,42309,-91.58520766227475,34.16477715301514,129.8,323.15105176568034
254,117.96,42819,295.2078398400001,168,468,0.001,42615,-92.79352109977998,32.69615415205438,,
257,120.18,43396,300.70073859,168,472,0.001,43139,-92.08056693606906,33.48999552891172,,
260,122.17,43999,306.32271927,168,476,0.001,43759,-91.83401309742646,29.72685120119686,,
264,124.19,44726,311.80122212000003,168,480,0.001,44507,-93.48019363140237,33.913597719422704,,
,,45000,,,,0.001,44793,-93.98450416242572,38.3220550230333,179.3,480.020028296113
271,125.81,45321,317.06803827000005,167,484,0.001,45170,-93.40407519394093,32.62479003627649,,
274,129.01,46009,328.41839452,167,488,0.001,45788,-94.37216378916865,42.824025599717054,,
278,132.83,46782,343.82159622,167,492,0.001,46480,-94.86059024010176,34.05569218108373,,
281,132.92,47204,344.46624405,167,496,0.001,47054,-94.67741159292368,44.84628886681099,,
,,47500,,,,0.001,47269,-94.62459466116769,39.652141016425816,139.85,347.744065721333
287,135.71,47970,353.52553680999995,167,500,0.001,47728,-95.62112211701054,43.85957545722091,,
290,136.99,48566,358.4915935500001,167,504,0.001,48323,-96.38025774274554,41.32561009331087,,
293,137.17,49073,359.48692661,167,508,0.001,48888,-97.78879230427292,34.942948722839354,,
296,138.99,49763,366.49120740000006,167,512,0.001,49533,-97.64965110778809,44.53265354289344,,
,,50000,,,,0.001,49854,-97.57710347856793,35.96745183796226,168.05,496.68018728494644
302,141.22,50459,374.95980633000005,166,516,0.001,50200,-98.25460921886355,38.67084452422739,,
306,142.95,51143,381.64397054999995,166,520,0.001,50875,-98.78050915162954,37.690495787726505,,
309,144.14,51703,385.58174897999993,167,524,0.001,51459,-99.4341572352818,36.98496757234846,,
312,144.85,52280,388.02857347,167,528,0.001,52096,-100.14064250848232,38.41611189108629,,
,,52500,,,,0.001,52393,-99.28577130906125,30.053363290413348,194.8,589.1352300584316
319,148.05,53092,399.58275711999994,166,532,0.001,52782,-100.42260861178057,34.663419185428445,,
324,149.76,53761,404.61666477,165,536,0.001,53621,-101.00240594271956,38.754668678205036,,
325,148.79,54091,399.4676605000001,166,540,0.001,53882,-101.89746918549409,41.53670831628748,,
,,55000,,,,0.001,54152,-102.18678460604903,47.022541491654664,437.6,884.71306453906
341,160.98,55771,425.28877304,163,544,0.001,55308,-103.09682787381686,42.2206427867596,,
345,161.52,56338,423.99276301,163,548,0.001,56117,-104.18910847539487,45.51235996218894,,
348,162.21,56889,423.4031929700001,163,552,0.001,56668,-104.27409558977399,40.75297516414097,,
350,163.18,57428,424.43946343999994,163,556,0.001,57225,-105.12035796221565,57.26366146115491,,
,,57500,,,,0.001,57352,-104.8087614774704,49.341618312625435,129.7,271.7851876318455
356,163.85,58005,424.74366593999997,162,560,0.001,57793,-105.23306243484085,40.41789253982338,,
357,160.9,58350,414.40387714,163,564,0.001,58149,-105.7795427762545,59.34187694832131,,
360,159.59,58778,409.94419572,163,568,0.001,58568,-106.39433052960564,48.32557749571624,,
363,160.7,59466,414.62890110999996,163,572,0.001,59218,-106.6411211767862,55.76278461768613,,
,,60000,,,,0.001,59865,-107.55443377108188,52.91602189748879,164.6,415.63624838888643
369,161.04,60103,415.08582715999995,162,576,,,,,,
373,160.2,60746,411.0589090999999,162,580,0.001,60485,-106.81254423117336,34.72456902491896,,
376,160.62,61383,410.1893573699999,162,584,0.001,61136,-108.0631478138459,45.55672512910305,,
380,159.86,61995,406.2977334099999,162,588,0.001,61750,-107.14769338632559,46.452902967279606,,
,,62500,,,,0.001,62391,-108.16669979343166,46.04064304597916,160.3,386.2445877671242
386,158.39,62621,398.09818597,161,592,,,,,,
390,160.08,63212,402.55812211999995,161,596,0.001,62993,-109.21777725219727,49.73378984551681,,
393,158.5,63820,396.5038688699999,162,600,0.001,63597,-110.0087036719689,37.31062759107845,,
396,158.15,64381,394.04431199,162,604,0.001,64167,-110.30570671775125,38.93708045500561,,
399,158.01,64874,392.84682625999994,162,608,0.001,64709,-110.87635980136153,50.054550507085786,,
,,65000,,,,0.001,64798,-110.1448491414388,31.857070751404493,135.5,343.720101377368
405,156.52,65415,385.46231536000005,161,612,0.001,65202,-111.62680978486033,41.5370393199775,,
408,154.54,65913,377.13034121,161,616,0.001,65731,-111.91412916339812,52.2477451543339,,
410,153.08,66451,370.41906736,161,620,0.001,66241,-112.2805546061198,37.85743251800537,,
413,152.56,66959,366.98265613999996,161,624,0.001,66739,-111.98441732154703,34.107694895762315,,
416,152.02,67482,363.58787505999993,162,628,0.001,67301,-112.80889287488213,48.08605880737305,,
,,67500,,,,0.001,67406,-113.6025641099462,51.8622550601051,126.85,287.2481381624937
421,150.05,68097,354.16196322,161,632,0.001,67834,-114.05544884260311,32.047580440142,,
424,148.84,68645,350.2216148199999,161,636,0.001,68461,-114.20542750946463,37.35527763885705,,
428,151.8,69271,361.09600850999993,161,640,0.001,69020,-113.5038489626165,40.17130218472397,,
431,141.14,69885,339.6037081,161,644,0.001,69647,-114.42056819370815,26.433496069340478,,
,,70000,,,,0.001,69809,-115.04833089569469,36.550646016627184,136.25,347.3713410109282
437,141.52,70490,342.99947720999995,161,648,0.001,70255,-113.78075247371898,39.233926449602805,,
440,142.94,71183,349.37967767000004,161,652,0.001,70917,-115.7021633494984,30.78304672241211,,
444,145.03,71931,357.12089632000004,161,656,0.001,71657,-115.39415390014648,39.061209421157834,,
,,72500,,,,0.001,72218,-116.3320200850324,40.877323022702846,194.65,317.13112692540744
451,147.23,72728,358.97351005999997,161,660,,,,,,
461,160.38,74388,377.19630994000005,161,664,0.001,74099,-117.37878921796691,30.700506620004145,,
,,75000,,,,0.001,74874,-116.6527455341385,45.352136927914906,155.35,359.4953581511974
468,163.31,75109,386.79763738,160,668,,,,,,
472,163.82,75848,386.81343165,160,672,0.001,75610,-118.41995286941528,27.92282776262775,,
476,164.44,76547,389.20931699999994,160,676,0.001,76329,-117.83924452463786,29.58489616176625,,
,,77500,,,,0.001,77230,-119.0954323064268,32.47872825372414,218.6,691.1461457669735
484,167.76,77522,403.88146916000005,159,680,,,,,,
490,172.03,78586,422.6533017,160,684,0.001,78226,-118.64099419635275,41.197049953010925,,
495,175.84,79579,439.25626301000005,160,688,0.001,79191,-120.09338525001039,38.7041109139001,,
,,80000,,,,0.001,79745,-119.89908126957161,35.77803361908463,262.4,854.6227504372597
506,181.25,80746,461.83643602999996,159,692,0.001,80293,-120.17484762729742,35.164540086691375,,
513,186.69,81881,481.20678631999994,159,696,0.001,81571,-120.82715521325598,34.81161794462404,,
,,82500,,,,0.001,82219,-121.9532921463971,38.7099912546683,227.75,656.8111553430557
522,193.03,83123,503.4435436300001,158,700,0.001,82734,-121.1611815152103,33.97565555244787,,
530,204.3,84811,540.27612696,159,704,0.001,84111,-122.40091155370077,34.15257860370089,,
,,85000,,,,0.001,84735,-122.84217832027338,32.77732770412396,503.2,1484.7566948473454
551,221.19,86993,591.91601116,157,708,0.001,86408,-125.10898431741967,35.097500945309385,,
,,87500,,,,0.001,86917,-125.20041338102085,31.427650880719916,982.15,2139.6928846299647
579,232.81,88696,613.9089237000001,152,712,0.001,88493,-126.54581761360168,26.498288713395596,,
582,232.81,89194,609.7715699099999,153,716,0.001,89000,-127.84169394070985,33.137472160591564,,
585,232.24,89675,603.56787363,153,720,0.001,89487,-128.37170760357967,33.4127387218788,,
,,90000,,,,0.001,89599,-127.7712403706142,42.309740245342255,941.1,1539.8129201218485
,,92500,,,,0.001,92198,-128.98275924682616,37.752764856278,577.55,1545.469991850853
623,259.2,92879,652.8190581499999,148,724,,,,,,
,,95000,,,,0.001,94599,-130.42723092651366,41.30976711177826,965.4,2342.4519744873046
652,275.33,95015,685.03157039,145,728,,,,,,
,,97500,,,,0.001,96899,-131.53734162902833,34.97315397262573,954.45,2304.944486312568
684,302.49,98346,749.6405930500001,143,732,0.001,97899,-132.3804252471924,32.9408156080246,,
,,100000,,,,0.001,99658,-132.8374009352464,33.1698593213008,357.8,1079.075382500887
699,314.62,100107,775.2225636899999,143,736,,,,,,
707,321.58,101429,798.0221546199999,143,740,0.001,100973,-133.23101172942282,35.576576352770864,,
,,102500,,,,0.001,102353,-135.13713522338867,34.01541500854492,276.0,810.0197944015265
724,348.02,104687,880.2710308600002,144,744,0.001,103611,-136.39273263549805,33.81713824462891,,
,,105000,,,,0.001,104721,-137.56044699928978,30.3323673508384,722.5,2223.7500443786384
750,364.22,106912,932.1221451399999,142,748,0.001,106323,-139.46259901428223,32.33660997200012,,
,,107500,,,,0.001,106836,-139.9170354998993,35.75192644814534,933.0,2826.8171213507653
,,110000,,,,0.001,109836,-142.0665599822998,34.27001692199707,1000.0,2902.4423003286124
800,397.29,110912,1027.7898393,138,752,,,,,,
,,112500,,,,0.001,111836,-144.769904586792,29.885078704833983,1000.0,2049.9010694205763
834,417.42,113673,1090.9824250400002,136,756,0.001,112976,-145.82063380650112,26.46326391356332,,
,,115000,,,,0.001,114275,-147.46391093836422,30.78076324139373,847.35,2540.8654218435286
863,442.21,116949,1178.32950078,135,760,0.001,115873,-148.5910918066733,32.75577862366386,,
,,117500,,,,0.001,117293,-149.5585199265253,30.739268339247932,555.35,1787.9966931402682
886,449.47,119335,1226.7033058700001,134,764,0.001,118259,-150.39748559249074,33.40175913760537,,
,,120000,,,,0.001,119819,-150.90968022033246,27.9042720011551,882.55,2336.2324253827333
911,460.75,121184,1255.8690179,132,768,0.001,120819,-151.87017654418946,34.869933841705326,,
,,122500,,,,0.001,122108,-152.66609829711913,32.93531866931915,873.15,2529.981067913771
,,125000,,,,0.001,124108,-154.54952975463868,31.53200705909729,1000.0,2920.188832241297
961,493.36,125184,1354.3862756699998,130,772,,,,,,
,,127500,,,,0.001,127108,-157.52912887573243,28.928797638893126,741.45,2107.3245082974436
992,525.76,129123,1451.6701071,130,776,0.001,128047,-158.0734693775299,26.641687754751903,,
,,130000,,,,0.001,129047,-159.2609175720215,27.726286386489868,934.15,2708.503267133236
,,132500,,,,0.001,132047,-161.36431997680663,29.64009060382843,870.2,2585.0030503451826
1042,556.01,133123,1537.4300923399999,127,780,,,,,,
,,135000,,,,0.001,134845,-164.22607523244577,28.540436191158694,481.3,1487.5467612445354
1064,566.48,135234,1569.9110849899998,127,784,,,,,,
1072,573.1,136889,1588.5302998299999,127,788,0.001,136211,-164.8701778157552,25.83814038786777,,
,,137500,,,,0.001,136813,-165.55687761782016,29.185051937831993,894.5,2843.159644442797
,,140000,,,,0.001,139813,-168.09636544799804,33.98772901248932,937.35,2917.659433454275
1122,596.12,140358,1660.0210470000002,125,792,,,,,,
,,142500,,,,0.001,142232,-170.220791015625,26.515107419967652,507.1,1642.310967195034
1143,607.67,142648,1698.56047382,124,796,,,,,,
,,145000,,,,0.001,144082,-171.78069885253908,24.864330850601196,830.75,2545.657935118675
1172,624.02,145525,1750.38610194,124,800,0.001,145082,-172.2133897705078,32.3770113196373,,
,,147500,,,,0.001,147277,-174.88287373078174,34.54464528703282,1000.0,3206.249882641435
1200,635.42,148353,1787.54691416,123,804,,,,,,
1212,628.45,149838,1771.1138544300004,123,808,0.001,149459,-175.2464466349284,31.382965233634874,,
,,150000,,,,0.001,149762,-177.11580798500464,31.55897587124664,414.25,1349.6679603993894
,,152500,,,,0.001,151832,-178.31823641967773,26.83160099220276,947.9,2925.760399788618
1249,642.12,152908,1832.01377374,122,812,,,,,,
,,155000,,,,0.001,154898,-179.70935448934867,30.62431461556444,990.3,2951.0986333280803
1283,667.8,155974,1917.53362479,121,816,,,,,,
,,157500,,,,0.001,156898,-181.8177797241211,34.23475664710998,1000.0,2850.477867612243
1319,698.7,159545,2017.08912522,120,820,0.001,158469,-182.97838375693874,29.77616552880683,,
,,160000,,,,0.001,159469,-184.23496792602538,25.88888422870636,1000.0,2972.279982894659
,,162500,,,,0.001,161469,-185.79020260620118,30.99793788719177,970.4,2727.763572368026
1373,706.66,163545,2072.6610887,119,824,0.001,162469,-186.35018002319336,23.715586047172547,,
,,165000,,,,0.001,164469,-188.22182064819336,27.482754504680635,987.25,2915.448748597503
,,167500,,,,0.001,166469,-190.40240762329103,25.366429776191712,981.45,2964.1434904277326
1427,725.3,167545,2147.3693927500003,117,828,,,,,,
,,170000,,,,0.001,169469,-191.88875186157227,30.421039446353912,566.2,1746.3169364839791
1456,726.6,171006,2172.74875395,117,832,0.001,169930,-193.0124945702491,28.30792384240736,,
,,172500,,,,0.001,171654,-193.39294938917283,33.27470998111688,681.85,2179.46075181365
1481,736.23,173730,2218.3745122399996,117,836,0.001,172654,-193.5872738647461,28.558684941768647,,
,,175000,,,,0.001,174023,-194.70405951790187,24.22024758010699,1000.0,3070.0178262084723
1512,749.06,176335,2262.07648648,116,840,0.001,175321,-195.4108767925493,22.887579181850356,,
,,177500,,,,0.001,177259,-196.29365466308593,27.39698229265213,1000.0,3115.4993779480455
,,180000,,,,0.001,179259,-197.6739923400879,22.592706943511963,1000.0,2928.606556072831
1566,756.48,180335,2284.6791947,115,844,,,,,,
,,182500,,,,0.001,182259,-199.01396142578125,22.698362434387207,1000.0,2992.895867747068
1603,774.23,184335,2334.41452049,114,848,0.001,183259,-199.71149502563478,30.36583831834793,,
,,185000,,,,0.001,184259,-200.02298229980468,29.950605305194856,1000.0,2978.08612934947
,,187500,,,,0.001,187259,-202.34908435058594,24.728676290512084,1000.0,3101.0664298772813
1658,774.23,188335,2341.07303657,113,852,,,,,,
,,190000,,,,0.001,189259,-203.28177069091797,27.536214307785034,1000.0,2894.4325593829153
1695,786.62,192335,2374.4063058300003,113,856,0.001,191259,-203.9173421936035,28.854917488098145,,
,,192500,,,,0.001,192259,-204.8827109680176,27.015334212779997,1000.0,3048.5002866983414
,,195000,,,,0.001,194259,-204.75597378540039,23.86713737678528,1000.0,2950.8724301218986
1751,793.86,196335,2390.8386144300002,112,860,0.001,195259,-205.39008728027343,24.638464360713957,,
,,197500,,,,0.001,197259,-206.75517990112306,25.677183202266693,1000.0,2843.3457843750716
,,200000,,,,0.001,199259,-207.46563345336915,22.987713253974913,1000.0,2948.7839310616255
1806,810.0,200335,2435.34362139,110,864,,,,,,
,,202500,,,,0.001,202259,-208.4552587890625,22.887022301673888,1000.0,2858.9253185868265
1844,831.51,204335,2500.4353436299994,110,868,0.001,203259,-208.4132287902832,20.981190573215486,,
,,205000,,,,0.001,204259,-208.13260061645508,24.67516030073166,1000.0,2864.4595318734646
,,207500,,,,0.001,207259,-210.3650880432129,24.481074278354644,1000.0,2813.3033083975315
1898,831.51,208335,2498.1463356199997,109,872,,,,,,
,,210000,,,,0.001,209390,-209.1683955337062,17.49341609095799,1000.0,2900.925676125288
1933,823.43,211466,2474.8713618799998,109,876,0.001,210390,-211.13178982543945,25.340699282646177,,
,,212500,,,,0.001,212390,-211.97296063232423,20.785061647891997,995.3,2959.4888577759266
1972,814.73,214596,2450.86700794,108,880,0.001,214390,-212.69592510986328,23.87794155502319,,
,,215000,,,,0.001,214520,-213.5271237886869,13.921361992909357,745.9,2257.4028224051
,,217500,,,,0.001,217295,-214.02190325927734,22.01520440340042,527.65,1706.3905927062035
2009,826.37,217871,2482.7333071599996,108,884,,,,,,
,,220000,,,,0.001,219049,-213.8069602661133,26.18321652698517,1000.0,2977.998985797167
2036,832.36,220125,2497.7264657099995,108,888,,,,,,
,,222500,,,,0.001,222049,-215.8018916015625,24.82470613384247,1000.0,2994.434615278244
2072,837.67,224125,2506.7024554799996,108,892,0.001,223049,-215.60116067504882,26.112238734722137,,
