train/critic_loss,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/fps,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,eval/mean_reward,eval/mean_ep_length
0.46932893991470337,1190,11,1089,-125.91517275000001,4,0.7222324013710022,99,0.0003,-4.315215110778809,297.5,-23.557802200317383,,
0.9410362243652344,1420,14,1319,-76.19508725,8,0.6743621826171875,98,0.0003,-5.229992866516113,177.5,-26.427297592163086,,
0.8057464361190796,2486,26,2385,-95.48861725,12,0.4918598234653473,94,0.0003,-9.071004867553711,207.16666666666666,-34.102272033691406,,
0.9594278931617737,3599,38,3498,-112.08867762499999,16,0.3549516499042511,93,0.0003,-12.550567626953125,224.9375,-38.66343688964844,,
1.6092867851257324,3901,41,3800,-99.85695399999999,20,0.3248583972454071,92,0.0003,-13.732730865478516,195.05,-38.39429473876953,,
1.3921878337860107,5000,,4899,,,0.23560327291488647,,0.0003,-17.63202476501465,,-39.61524200439453,103.83017008301468,333.9
1.3470354080200195,5084,60,4983,-114.26268570833334,24,0.22988365590572357,84,0.0003,-17.64714813232422,211.83333333333334,-39.394493103027344,,
5.130860328674316,5401,64,5300,-105.07431667857145,28,0.2094733566045761,84,0.0003,-18.507198333740234,192.89285714285714,-38.726768493652344,,
1.559765100479126,5699,67,5598,-98.41203371875,32,0.19209854304790497,83,0.0003,-19.558185577392578,178.09375,-37.395973205566406,,
1.073205828666687,7911,94,7810,-125.10804155555554,36,0.10184624791145325,84,0.0003,-24.35293960571289,219.75,-32.703697204589844,,
0.5665917992591858,10000,,9899,,,0.0560566745698452,,0.0003,-27.885608673095703,,-25.803325653076172,53.95930191566367,512.9
0.39306849241256714,10997,139,10896,-145.9040891,40,0.04229198768734932,78,0.0003,-28.50693130493164,274.925,-22.471742630004883,,
0.24532370269298553,12668,159,12567,-135.24708249999998,44,0.026777828112244606,79,0.0003,-26.19776153564453,287.90909090909093,-18.719268798828125,,
0.22366826236248016,15000,,14899,,,0.01531094592064619,,0.0003,-14.917784690856934,,-16.120262145996094,625.4881918291096,1000.0
0.14823231101036072,16668,222,16567,-83.59438327083333,48,0.011482695117592812,74,0.0003,-5.574073791503906,347.25,-16.77593994140625,,
0.1447676420211792,20000,,19899,,,0.010305834002792835,,0.0003,1.3592493534088135,,-21.409786224365234,796.834882908687,1000.0
0.09715015441179276,20668,285,20567,-20.53271296153846,52,0.010639453306794167,72,0.0003,1.6473546028137207,397.46153846153845,-22.468074798583984,,
0.13898292183876038,24668,333,24567,38.108455392857145,56,0.01145617663860321,73,0.0003,0.3344797194004059,440.5,-28.70128631591797,,
0.12905877828598022,25000,,24899,,,0.011537381447851658,,0.0003,-0.951823890209198,,-29.52707862854004,868.7281420081854,1000.0
0.11283788084983826,28668,397,28567,90.57841878333333,60,0.011981257237493992,72,0.0003,-0.93346107006073,477.8,-34.9249267578125,,
0.11990596354007721,30000,,29899,,,0.011885677464306355,,0.0003,-0.23817509412765503,,-36.95606231689453,905.9710737451911,1000.0
0.11354056745767593,32668,463,32567,138.177668921875,64,0.011765928938984871,70,0.0003,1.4369213581085205,510.4375,-40.62913513183594,,
0.11436868458986282,35000,,34899,,,0.011907120235264301,,0.0003,-1.08633553981781,,-43.3680305480957,922.7467783769592,1000.0
0.09171202778816223,36668,528,36567,181.00076755882353,68,0.012015877291560173,69,0.0003,-0.00702352449297905,539.2352941176471,-45.30752182006836,,
0.10687410831451416,40000,,39899,,,0.012209959328174591,,0.0003,-1.637000560760498,,-48.677425384521484,906.6232121162117,1000.0
0.1818525195121765,40668,594,40567,219.32855531944446,72,0.012054741382598877,68,0.0003,0.26732540130615234,564.8333333333334,-49.43208312988281,,
0.12030821293592453,44668,643,44567,253.54723261842105,76,0.012143311090767384,69,0.0003,1.2121412754058838,587.7368421052631,-53.54351806640625,,
0.09049703925848007,45000,,44899,,,0.011972017586231232,,0.0003,0.7564321756362915,,-53.71049499511719,887.0447811156512,1000.0
0.07619147002696991,48668,708,48567,284.46149541249997,80,0.011820853687822819,68,0.0003,0.779976487159729,608.35,-57.08826446533203,,
0.16925093531608582,50000,,49899,,,0.011834400705993176,,0.0003,-0.9390016794204712,,-57.76947021484375,882.5275442120153,1000.0
0.10503336042165756,52668,773,52567,312.90528320238093,84,0.011856474913656712,68,0.0003,-0.6917455196380615,627.0,-59.740509033203125,,
0.06995038688182831,55000,,54899,,,0.011801519431173801,,0.0003,0.1659241020679474,,-61.27477264404297,886.0951004490256,1000.0
0.11259137094020844,56668,836,56567,338.58894125,88,0.011608220636844635,67,0.0003,0.38064107298851013,643.9545454545455,-61.5029296875,,
0.08993952721357346,60000,,59899,,,0.011581974104046822,,0.0003,0.1709897816181183,,-63.72472381591797,943.3478307664394,1000.0
0.06154198199510574,60668,899,60567,362.41914163043475,92,0.011508727446198463,67,0.0003,0.14834187924861908,659.4347826086956,-64.39091491699219,,
0.08861436694860458,64668,946,64567,384.42691746875,96,0.011426839977502823,68,0.0003,0.7670174837112427,673.625,-66.11648559570312,,
0.14286860823631287,65000,,64899,,,0.011148642748594284,,0.0003,1.1176832914352417,,-65.88191223144531,891.0435276731848,1000.0
0.0677756816148758,68668,1010,68567,404.78587951000003,100,0.011639791540801525,67,0.0003,-2.0361242294311523,686.68,-67.99591064453125,,
0.14180250465869904,70000,,69899,,,0.01141918171197176,,0.0003,-0.23767267167568207,,-68.67110443115234,940.1828679993748,1000.0
0.06824499368667603,72668,1073,72567,445.77356131,104,0.011640779674053192,67,0.0003,-0.16827061772346497,714.78,-68.99752807617188,,
0.07699254155158997,75000,,74899,,,0.011392798274755478,,0.0003,0.6142334938049316,,-69.85192108154297,929.8023637458682,1000.0
0.05582712963223457,76668,1137,76567,482.86981483999995,108,0.011411158367991447,67,0.0003,-9.469687938690186e-06,752.48,-70.37942504882812,,
