rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
20.683673469387756,2,814,1,16.790932163265303,2048,,,,,,,,,,,,,
,,,,,2500,-4.242268490791321,0.199658203125,10,-0.006094455718994141,13.109647750854492,0.9901822805404663,0.016100608,76.2542278110981,-0.02297648738895077,0.0003,70.28573814034462,46.75,0.2
25.19,7,557,2,26.24840995,4096,,,,,,,,,,,,,
,,,,,5000,-4.220303273200988,0.20888671875,20,0.2763872742652893,59.83090591430664,0.9856154322624207,0.016016234,60.5117472499609,-0.02783838517498225,0.0003,122.56939520835877,37.4,0.2
33.03,12,511,3,42.80708994,6144,,,,,,,,,,,,,
,,,,,7500,-4.209840893745422,0.140283203125,30,0.24174320697784424,81.72181701660156,0.9829038381576538,0.011343302,56.749470150470735,-0.021411383591475895,0.0003,217.96801550388335,35.05,0.2
41.05,16,490,4,60.24169796,8192,,,,,,,,,,,,,
,,,,,10000,-4.192232996225357,0.13046875,40,0.10149043798446655,84.50102996826172,0.9738354682922363,0.012382077,52.94659511446953,-0.019841446416103282,0.0003,230.26518330574035,32.65,0.2
47.26,21,484,5,73.90510997999999,10240,,,,,,,,,,,,,
56.2,25,487,6,95.48759110999998,12288,-4.188022844493389,0.09423828125,50,0.013346731662750244,118.42407989501953,0.9801923036575317,0.010766188,,-0.014820656771189534,0.0003,254.24710626602172,,0.2
,,,,,12500,-4.196206670999527,0.084716796875,60,0.005077004432678223,162.78318786621094,0.9794601202011108,0.008789434,53.886870440840724,-0.013654801511438563,0.0003,356.1762363910675,33.1,0.2
63.66,29,481,7,114.95647586,14336,,,,,,,,,,,,,
,,,,,15000,-4.180859734117985,0.07861328125,70,0.002115786075592041,206.96084594726562,0.9702562093734741,0.0079668965,211.8194368362427,-0.010493024930474349,0.0003,380.71724066734316,93.7,0.2
72.4,35,463,8,135.81359168999998,16384,,,,,,,,,,,,,
,,,,,17500,-4.1586565032601355,0.054296875,80,0.005515456199645996,156.87010192871094,0.9647278189659119,0.007884899,197.78207104802132,-0.0076519232039572675,0.0003,406.8388167381287,89.4,0.2
77.33,40,450,9,148.79934274000001,18432,,,,,,,,,,,,,
,,,,,20000,-4.13511789739132,0.056591796875,90,0.014431774616241455,138.9326934814453,0.9576043486595154,0.0055567175,199.24905555844308,-0.009282383401296102,0.0003,368.34159111976624,90.05,0.2
82.99,45,445,10,162.66487132999998,20480,,,,,,,,,,,,,
,,,,,22500,-4.123312552273274,0.07783203125,100,0.4596935510635376,157.6527557373047,0.9557427167892456,0.0066883415,200.05445345640183,-0.012007978037581779,0.0003,291.3989985942841,89.95,0.2
86.67,51,440,11,173.44980159000002,22528,,,,,,,,,,,,,
87.38,55,442,12,177.62234910999996,24576,-4.126680797338485,0.092431640625,110,0.6970091760158539,118.9742431640625,0.9596227407455444,0.0075735715,,-0.012914815230760723,0.0003,238.62456650733947,,0.2
,,,,,25000,-4.136020231246948,0.08701171875,120,0.5793656408786774,81.65497589111328,0.9612220525741577,0.007929763,216.78723040819168,-0.011705243412870913,0.0003,254.24519476890563,96.35,0.2
89.86,61,435,13,184.27365867,26624,,,,,,,,,,,,,
,,,,,27500,-4.115232621133328,0.0984375,130,0.7883709967136383,72.22630310058594,0.9476276636123657,0.0089409035,210.50795897841454,-0.012316358624957502,0.0003,185.9033459186554,93.0,0.2
91.43,66,431,14,189.83348685999997,28672,,,,,,,,,,,,,
,,,,,30000,-4.092055739462376,0.077783203125,140,0.7602434754371643,40.737205505371094,0.9463158845901489,0.007410191,213.794819521904,-0.009852692265121732,0.0003,199.2499571800232,94.75,0.2
95.83,72,425,15,200.75422153,30720,,,,,,,,,,,,,
,,,,,32500,-4.088788950443268,0.1083984375,150,0.9249171912670135,32.07867431640625,0.9445768594741821,0.011271421,225.32204948067664,-0.012115783258923329,0.0003,98.1758390545845,97.9,0.2
96.97,77,420,16,206.11239194,32768,,,,,,,,,,,,,
98.1,82,424,17,209.80106894,34816,-4.077120138704776,0.064990234375,160,0.8876704722642899,27.652847290039062,0.9394420981407166,0.0068230126,,-0.006234303032397292,0.0003,125.78081209659577,,0.2
,,,,,35000,-4.066731996834278,0.112451171875,170,0.8696466833353043,47.199703216552734,0.9393957853317261,0.009502604,282.7090921998024,-0.010641050353297033,0.0003,121.49864239692688,114.75,0.2
98.18,88,418,18,212.27945577999995,36864,,,,,,,,,,,,,
,,,,,37500,-4.063964545726776,0.068408203125,180,0.8567558974027634,29.397964477539062,0.9354526400566101,0.0063665714,302.1586044609547,-0.004707568808225915,0.0003,152.25194659233094,122.0,0.2
101.4,94,412,19,222.36954489000004,38912,,,,,,,,,,,,,
,,,,,40000,-4.0686820790171625,0.100048828125,190,0.8423435091972351,80.049560546875,0.9443073272705078,0.006514062,307.4656013190746,-0.012737002564244903,0.0003,178.33958609104155,126.35,0.2
103.96,100,408,20,230.32212293,40960,,,,,,,,,,,,,
,,,,,42500,-4.078388555347919,0.105224609375,200,0.8653113543987274,47.10356903076172,0.941413164138794,0.0076818373,305.4367527961731,-0.01383513628388755,0.0003,143.49576580524445,127.65,0.2
107.4,106,402,21,240.59889015000005,43008,,,,,,,,,,,,,
,,,,,45000,-4.060742437839508,0.097412109375,210,0.947457805275917,18.186126708984375,0.9330808520317078,0.009563148,298.474768024683,-0.012465497918310576,0.0003,73.27657994031907,125.35,0.2
111.23,113,398,22,250.35530519,45056,,,,,,,,,,,,,
114.01,117,400,23,258.94909616,47104,-4.0411269292235374,0.090234375,220,0.8179415762424469,39.976318359375,0.9278358221054077,0.0084736105,,-0.00926459176989738,0.0003,195.46585624217988,,0.2
,,,,,47500,-4.021668663620948,0.105517578125,230,0.8832757994532585,138.0146942138672,0.9223998785018921,0.009174632,299.95450215935705,-0.010366526327561586,0.0003,155.87800478935242,127.35,0.2
118.07,123,398,24,270.74007273999996,49152,,,,,,,,,,,,,
,,,,,50000,-4.02453775703907,0.072412109375,240,0.9101865887641907,124.38211059570312,0.9278173446655273,0.008020159,312.9319695353508,-0.007961998874088749,0.0003,124.8498661994934,130.3,0.2
121.94,129,394,25,280.53443763,51200,,,,,,,,,,,,,
,,,,,52500,-4.006956221163273,0.0876953125,250,0.9544703885912895,20.92304039001465,0.913524866104126,0.008105879,303.60778402090074,-0.00642399228818249,0.0003,62.18776999413967,128.7,0.2
124.55,135,391,26,288.24057717,53248,,,,,,,,,,,,,
,,,,,55000,-3.987521381676197,0.127197265625,260,0.985146782360971,5.368500232696533,0.917182207107544,0.009920036,331.0596019625664,-0.010399975469044875,0.0003,24.61865308880806,134.85,0.2
126.15,142,388,27,292.48565582,55296,,,,,,,,,,,,,
126.8,146,392,28,295.66818076,57344,-3.995462015271187,0.0998046875,270,0.9804309662431479,13.110008239746094,0.9172987937927246,0.005930437,,-0.00940311184094753,0.0003,30.353319889307024,,0.2
,,,,,57500,-4.001854246854782,0.111572265625,280,0.8754509538412094,192.3887176513672,0.9206737875938416,0.00949778,319.84460881948473,-0.012239558063447476,0.0003,225.84992532134055,132.4,0.2
127.96,152,389,29,300.30995495,59392,,,,,,,,,,,,,
,,,,,60000,-3.9913736887276174,0.089208984375,290,0.9821638818830252,8.03471851348877,0.9096248149871826,0.010701818,335.645664870739,-0.007086639519548044,0.0003,27.544342356920243,134.0,0.2
129.72,158,387,30,304.95657052999996,61440,,,,,,,,,,,,,
,,,,,62500,-3.9790641330182552,0.105224609375,300,0.9934860058128834,3.8298757076263428,0.9130932092666626,0.008067634,393.16595976948736,-0.006941895995987579,0.0003,10.13780343234539,143.3,0.2
130.04,164,385,31,309.45310715999994,63488,,,,,,,,,,,,,
,,,,,65000,-3.9802108317613603,0.09755859375,310,0.9772519413381815,13.349220275878906,0.9141181707382202,0.010985222,444.78990321755407,-0.010048721072962508,0.0003,31.926528897881507,157.75,0.2
130.67,171,382,32,315.52176387,65536,,,,,,,,,,,,,
,,,,,67500,-3.9698505103588104,0.070556640625,320,0.9707564618438482,27.50099754333496,0.9055094718933105,0.008037564,487.3104806303978,-0.00950750159972813,0.0003,49.98081397414207,167.7,0.2
131.37,177,380,33,321.37187393000005,67584,,,,,,,,,,,,,
132.85,181,383,34,330.28168230000006,69632,-3.94040182903409,0.104638671875,330,0.9750189799815416,15.46611213684082,0.8969862461090088,0.011527564,,-0.007008753556874581,0.0003,36.45814600884914,,0.2
,,,,,70000,-3.9124443128705026,0.088916015625,340,0.9761018920689821,25.460378646850586,0.8882865309715271,0.0076220324,457.6662857353687,-0.00788243638817221,0.0003,47.24924101829529,155.6,0.2
136.87,188,381,35,346.6169523399999,71680,,,,,,,,,,,,,
,,,,,72500,-3.885015305876732,0.0630859375,350,0.8841222748160362,405.4024353027344,0.8808982372283936,0.006711974,430.1996247410774,-0.008375810505822302,0.0003,201.4932243704796,148.15,0.2
137.67,194,379,36,352.10235238,73728,,,,,,,,,,,,,
,,,,,75000,-3.866368301957846,0.064404296875,360,0.8442745208740234,217.12188720703125,0.8771728873252869,0.005847757,460.32878493070604,-0.009565740250400268,0.0003,340.3162041902542,155.25,0.2
140.78,201,375,37,368.1182763600001,75776,,,,,,,,,,,,,
