train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0.802299641922058,1000.0,17,0.001,4,-1869.1536795000002,230,3000,4000,0.11955704745836555,,
1.2545056492090225,516.25,22,0.001,8,-977.2306747499999,184,4116,4130,0.4921557346979777,,
1.3716172384364265,,,0.001,,,,4181,5000,0.8215095087372023,-68.22483310699462,22.6
-0.020291986589785666,515.0833333333334,29,0.001,12,-1113.1000364166664,211,5181,6181,0.4500441971495748,,
0.8619509850229535,391.625,33,0.001,16,-850.8249468749999,184,6225,6266,0.337955379486084,,
2.09160153567791,317.55,34,0.001,20,-693.19072075,184,6343,6351,0.7461217080845552,,
2.5082259654998778,269.2916666666667,35,0.001,24,-586.6755852499999,184,6435,6463,1.0985227346420288,,
4.01978054022789,288.60714285714283,43,0.001,28,-656.298443392857,184,8041,8081,1.0392572345733642,,
5.438554412841797,291.28125,50,0.001,32,-668.1922563749999,186,9180,9321,2.750212874531746,,
6.4162686211722235,260.9166666666667,51,0.001,36,-596.5551777777778,184,9382,9393,2.4736378467999973,,
6.60084851582845,239.0,51,0.001,40,-542.268952875,185,9467,9560,2.469640076160431,,
6.07266798386207,220.77272727272728,52,0.001,44,-498.0044863863637,184,9669,9714,2.7899982524367997,,
6.400985510452934,,,0.001,,,,9714,10000,3.3433076434665256,-69.5645627595557,198.9
6.34592162238227,227.8125,60,0.001,48,-449.47103872916665,180,10877,10935,2.383945973641282,,
5.899937546730041,252.80769230769232,68,0.001,52,-414.7041093461538,192,12146,13146,2.654341623544693,,
6.375085033868489,261.3392857142857,76,0.001,56,-388.3305988035714,192,13635,14635,2.5347925157923448,,
6.162005909283956,,,0.001,,,,14968,15000,2.8014603858213545,142.8528933842863,660.4
6.58391974067688,279.15,93,0.001,60,-352.88532883333323,178,15968,16749,2.544214408040047,,
5.8819755995385,297.15625,105,0.001,64,-323.03416078124997,180,18018,19018,2.4595779926977426,,
5.850695877552033,,,0.001,,,,19018,20000,2.3285418186187745,379.4086881569354,940.6
6.1878928037790155,324.55882352941177,129,0.001,68,-291.1778573088235,170,21070,22070,1.5503241488566766,,
4.289838618755341,,,0.001,,,,24070,25000,1.619295408308506,415.8693381486344,868.2
3.4896121958494186,362.0833333333333,158,0.001,72,-244.95679795833334,164,25070,26070,1.5875833953022958,,
0.20877156928158366,,,0.001,,,,29070,30000,1.2844722157120705,613.8174794300998,901.3
,395.6578947368421,186,,76,-197.19836576315788,160,,30070,,,
-2.5426855510920285,425.875,208,0.001,80,-159.75941522499997,163,33070,34070,1.2049833131432532,,
-2.9034601146578787,,,0.001,,,,34070,35000,1.1942559383511544,812.7236378236324,1000.0
-5.328191645622254,453.2142857142857,238,0.001,84,-113.5117971190476,159,37070,38070,1.1848493921756744,,
-7.0257874727249146,,,0.001,,,,39070,40000,1.2206090770363807,737.0888949860731,1000.0
-8.303744723320007,478.0681818181818,268,0.001,88,-75.58165437500001,156,41070,42070,1.2765677624940872,,
-9.97003461933136,,,0.001,,,,44070,45000,1.374508668422699,515.0735514890752,835.1
-10.441887817382813,500.7608695652174,297,0.001,92,-39.09764254347827,154,45070,46070,1.4150515107512474,,
-12.965478427886962,512.9375,317,0.001,96,-11.217676416666677,154,49070,49242,1.500735421717167,,
-13.36165027840193,,,0.001,,,,49242,50000,1.650613445528718,293.5927708632222,504.9
-14.534822763442993,532.42,340,0.001,100,12.68452731999999,156,52242,53242,1.5224993089437484,,
-15.312578039169312,,,0.001,,,,54242,55000,1.7175287619829178,506.9920823565917,805.3
