time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
0,21,4,5.25,47.51027425,3882,,,,,,
0,41,8,5.125,46.437032375,4198,,,,,,
0,65,12,5.416666666666667,49.116605833333324,4392,,,,,,
0,89,16,5.5625,50.435936625000004,4495,,,,,,
0,106,20,5.3,47.99303695000001,1569,-2.174570679664612,0.001,126.99077987670898,4,,
0,121,24,5.041666666666667,45.533228916666665,719,-8.655572414398193,0.001,31.24721622467041,20,,
0,135,28,4.821428571428571,43.467026999999995,517,-8.682799816131592,0.001,12.450273513793945,34,,
0,149,32,4.65625,41.91815712499999,436,-9.395177841186523,0.001,3.003795623779297,47,,
0,161,36,4.472222222222222,40.24872424999999,379,-10.022989749908447,0.001,0.7835160891215006,60,,
0,175,40,4.375,39.326695225,347,-10.306510925292969,0.001,0.6511970361073812,73,,
0,190,44,4.318181818181818,38.76116056818183,317,-10.394891738891602,0.001,0.485483855009079,88,,
0,203,48,4.229166666666667,37.94568010416666,299,-10.2556734085083,0.001,0.5401341319084167,101,,
0,217,52,4.173076923076923,37.41649348076923,283,-10.397674560546875,0.001,0.6628755033016205,115,,
0,231,56,4.125,36.96468717857143,268,-10.741381168365479,0.001,0.7381453216075897,130,,
0,247,60,4.116666666666666,36.85270573333334,259,-10.904369354248047,0.001,0.9100804924964905,145,,
1,261,64,4.078125,36.49183446875,249,-11.12339973449707,0.001,0.8574839035669962,160,,
1,275,68,4.044117647058823,36.17188477941176,242,-11.130077838897705,0.001,0.8817906081676483,174,,
1,290,72,4.027777777777778,36.00271438888889,236,-11.419043064117432,0.001,1.2649317979812622,188,,
1,303,76,3.986842105263158,35.632613578947364,230,-11.718161582946777,0.001,0.9163724978764852,202,,
1,317,80,3.9625,35.404972575,226,-11.616937637329102,0.001,1.5940609872341156,216,,
1,331,84,3.9404761904761907,35.199606,222,-11.660082817077637,0.001,1.2933129966259003,230,,
1,346,88,3.9318181818181817,35.10539817045455,219,-11.942183494567871,0.001,1.2671459118525188,244,,
1,358,92,3.891304347826087,34.74888638043478,216,-11.586813926696777,0.001,1.8724538485209148,257,,
1,372,96,3.875,34.59581740625,213,-12.320998191833496,0.001,2.123716870943705,270,,
1,385,100,3.85,34.371428509999994,211,-11.828619003295898,0.001,2.3102625211079917,283,,
1,399,104,3.78,33.71558382,208,-12.092058181762695,0.001,2.039249897003174,298,,
1,412,108,3.71,33.059551799999994,206,-12.772921562194824,0.001,2.310421864191691,311,,
2,427,112,3.62,32.206093030000005,205,-12.998805046081543,0.001,1.979250431060791,325,,
2,440,116,3.51,31.190633990000002,203,-12.942436218261719,0.001,2.0630950927734375,339,,
2,453,120,3.47,30.821534160000002,200,-12.49944257736206,0.001,2.0951423247655234,352,,
2,469,124,3.48,30.902490740000005,199,-12.838958740234375,0.001,3.051750898361206,367,,
2,482,128,3.47,30.817300070000005,198,-13.187263011932373,0.001,2.5504306157430015,380,,
2,496,132,3.47,30.817520249999998,196,-13.387001991271973,0.001,2.6423755486806235,394,,
2,508,136,3.47,30.81727347,195,-13.569589614868164,0.001,2.586693286895752,407,,
2,522,140,3.47,30.818085229999998,194,-13.77777624130249,0.001,3.335198720296224,420,,
