rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
109.97596956666668,1,619,22.6,3,2048,,,,,,,,,,,,,
111.79841382000001,2,551,23.01,7,4096,0.0003,0.021719491,-0.06561976842931472,1.0024741888046265,0.2,559.0700073242188,1564.8542184829712,10,0.244287109375,-0.001007080078125,-24.154629749059676,,
,,,,,5000,0.0003,0.023849905,-0.07220503366552293,1.0030382871627808,0.2,521.0574951171875,1214.3705072402954,20,0.2474609375,0.018053770065307617,-24.17514181137085,502.61347740888596,99.85
114.39118295,3,436,23.52,14,6144,,,,,,,,,,,,,
118.96492523,4,452,24.4,18,8192,0.0003,0.027624272,-0.08030318692326546,0.9990740418434143,0.2,482.90777587890625,1122.7212842941285,30,0.30087890625,0.011617839336395264,-24.135719430446624,,
,,,,,10000,0.0003,0.029368002,-0.08634427898505237,0.9989821314811707,0.2,515.3406982421875,1086.1524703979492,40,0.33671875,0.008131980895996094,-24.115220654010773,389.5329574227333,78.95
116.93231506000002,5,427,23.89,23,10240,,,,,,,,,,,,,
118.84298653000002,6,440,24.47,27,12288,0.0003,0.03706591,-0.08784686030412558,0.9983525276184082,0.2,484.8933410644531,914.9159679412842,50,0.376123046875,0.0058937668800354,-24.11886454820633,,
126.16607228,7,445,25.94,32,14336,0.0003,0.034553394,-0.09010656547616236,0.9963464140892029,0.2,534.7478637695312,972.6723550796509,60,0.384716796875,0.008817911148071289,-24.078088772296905,,
,,,,,15000,0.0003,0.033778492,-0.08826581730099861,0.9943118691444397,0.2,406.1228942871094,1108.866986656189,70,0.3607421875,0.014535665512084961,-24.03189115524292,482.5599796414375,99.25
139.30325019,8,423,28.53,38,16384,,,,,,,,,,,,,
145.34289492,9,430,29.57,42,18432,0.0003,0.03350419,-0.08522067803423852,0.9929055571556091,0.2,547.7661743164062,1066.5280675888062,80,0.349560546875,0.01842135190963745,-24.008629631996154,,
,,,,,20000,0.0003,0.026201004,-0.07669306284806225,0.9919653534889221,0.2,509.7579650878906,1294.8019802093506,90,0.267431640625,0.04806029796600342,-23.994732904434205,346.44798600673676,68.05
145.76406792,10,422,29.77,48,20480,,,,,,,,,,,,,
129.87322778,11,427,26.47,52,22528,0.0003,0.023431184,-0.07196548594511114,0.9897968173027039,0.2,626.9815673828125,1263.8043666839599,100,0.23837890625,0.08179765939712524,-23.963316959142684,,
138.53236526999999,12,432,28.1,56,24576,0.0003,0.019250479,-0.06741160659003072,0.9897311925888062,0.2,386.908203125,896.9439151763916,110,0.1919921875,0.12290990352630615,-23.9433354139328,,
,,,,,25000,0.0003,0.017412502,-0.060428755247266965,0.9875230193138123,0.2,411.1875,1008.9963880538941,120,0.15029296875,0.24604570865631104,-23.921176409721376,293.397210931778,56.0
148.72641025000001,13,428,30.08,62,26624,,,,,,,,,,,,,
158.18974715000002,14,432,32.08,66,28672,0.0003,0.019396605,-0.06475977920927108,0.9857439398765564,0.2,490.1532287597656,1105.767547225952,130,0.179150390625,0.26453864574432373,-23.88987781405449,,
,,,,,30000,0.0003,0.018562336,-0.06447646104497835,0.9847371578216553,0.2,474.7464294433594,1095.3287326812745,140,0.178076171875,0.31730449199676514,-23.865622532367706,293.9140859603882,56.1
153.93072231,15,429,31.34,71,30720,,,,,,,,,,,,,
164.14581792999996,16,433,33.21,75,32768,0.0003,0.017951041,-0.061546899913810196,0.9847179651260376,0.2,426.17718505859375,1009.8984201431274,150,0.166162109375,0.33864784240722656,-23.857208693027495,,
167.92405389999996,17,436,34.14,79,34816,0.0003,0.02075978,-0.0643140719155781,0.9835579991340637,0.2,450.9137268066406,1034.7665739059448,160,0.189599609375,0.38931238651275635,-23.848063820600508,,
,,,,,35000,0.0003,0.016731061,-0.056817103512003087,0.9821043610572815,0.2,487.5640563964844,1066.469642829895,170,0.145654296875,0.3595997095108032,-23.823437505960463,329.1245537519455,66.05
184.02532291,18,431,37.59,85,36864,,,,,,,,,,,,,
181.34172046,19,434,37.1,89,38912,0.0003,0.020520853,-0.05927187008492183,0.9806197881698608,0.2,488.27276611328125,1270.2321893692017,180,0.170654296875,0.3179454803466797,-23.79852574467659,,
,,,,,40000,0.0003,0.017694123,-0.057656244750251065,0.9804559350013733,0.2,530.4454956054688,1106.5956119537354,190,0.1564453125,0.4062141180038452,-23.782717883586884,387.702314043045,78.9
178.10538965,20,429,36.43,95,40960,,,,,,,,,,,,,
195.04656043000003,21,432,39.76,99,43008,0.0003,0.018757991,-0.05859748689108528,0.9794425964355469,0.2,485.781494140625,1101.5124074935914,200,0.1603515625,0.3980149030685425,-23.77468439936638,,
,,,,,45000,0.0003,0.016288143,-0.05512581195216626,0.9787221550941467,0.2,604.1630859375,1311.260697555542,210,0.145361328125,0.3622521758079529,-23.75689015388489,418.64170137643816,87.7
207.84160486000002,22,426,42.08,105,45056,,,,,,,,,,,,,
220.91857897999998,23,429,44.72,109,47104,0.0003,0.017618105,-0.0573041621450102,0.9785362482070923,0.2,715.0307006835938,1407.2331686019897,220,0.1548828125,0.37452369928359985,-23.749789834022522,,
225.19981009,24,431,45.53,113,49152,0.0003,0.017621068,-0.055833760841051114,0.9784466028213501,0.2,652.9600830078125,1460.6949110031128,230,0.15244140625,0.34583359956741333,-23.74603859782219,,
,,,,,50000,0.0003,0.019276874,-0.05818260656960774,0.9775673151016235,0.2,660.2323608398438,1366.6597064971925,240,0.167138671875,0.38352710008621216,-23.738850790262223,443.53469442129136,94.05
222.72039553,25,425,45.41,120,51200,,,,,,,,,,,,,
229.74974424999996,26,428,46.58,124,53248,0.0003,0.018953938,-0.057391466569970365,0.9758641719818115,0.2,632.362060546875,1244.099769973755,250,0.166259765625,0.450844407081604,-23.715140628814698,,
,,,,,55000,0.0003,0.018166652,-0.05543568239081651,0.9756723046302795,0.2,581.0802001953125,1390.691198539734,260,0.160205078125,0.4296560287475586,-23.70055092573166,432.7738367438316,88.4
245.08985119000002,27,423,49.15,130,55296,,,,,,,,,,,,,
255.34874987,28,425,51.26,134,57344,0.0003,0.021350887,-0.06320141028845683,0.9749099612236023,0.2,637.0097045898438,1499.5135662078858,270,0.197314453125,0.39700281620025635,-23.69130494594574,,
269.17125828,29,427,54.08,138,59392,0.0003,0.0213542,-0.05964091944042593,0.9738408327102661,0.2,714.9830322265625,1534.336669921875,280,0.2037109375,0.43872499465942383,-23.673355484008788,,
,,,,,60000,0.0003,0.022965813,-0.05951146548322868,0.972466766834259,0.2,714.8380126953125,1457.0372953414917,290,0.196533203125,0.4691247344017029,-23.649395990371705,486.6229995012283,93.55
253.71630320999998,30,423,50.8,145,61440,,,,,,,,,,,,,
239.59617831999995,31,425,48.02,149,63488,0.0003,0.018886846,-0.05664440077962354,0.9728483557701111,0.2,672.1281127929688,1200.7076091766357,300,0.16103515625,0.4888617992401123,-23.644346714019775,,
