time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
634,0,0.6035444486141205,4,200,50.0,50,0.5376651123166084,0.001,-50.44637575,,
274,1,2.7464004230499266,8,400,50.0,250,0.25854484736919403,0.001,-65.057066125,,
,,2.521079182624817,,500,,350,0.14604559317231178,0.001,,50.0,-10.77304915
187,3,2.0428849697113036,12,600,50.0,450,0.06658028848469258,0.001,-48.744338500000005,,
188,4,1.8213636922836303,16,800,50.0,650,0.04936404462903738,0.001,-38.521871,,
,,1.7308802509307861,,1000,,850,0.03473072893917561,0.001,,50.0,-9.652415650000002
166,6,,20,1000,50.0,,,,-32.38587729999999,,
170,7,1.59974139213562,24,1200,50.0,1050,0.034368918016552924,0.001,-28.979948458333336,,
173,8,1.7007666206359864,28,1400,50.0,1250,0.04163811109960079,0.001,-25.73848739285714,,
,,1.649343762397766,,1500,,1350,0.042500807009637355,0.001,,50.0,-10.162207949999999
162,9,1.6875282669067382,32,1600,50.0,1450,0.048291170559823515,0.001,-23.918495156249996,,
164,10,1.8409422826766968,36,1800,50.0,1650,0.06401448674499989,0.001,-22.435541222222223,,
,,1.9183154916763305,,2000,,1850,0.05182065136730671,0.001,,50.0,-10.20027875
156,12,,40,2000,50.0,,,,-21.334396325,,
158,13,2.0623309659957885,44,2200,50.0,2050,0.20160163462162017,0.001,-20.29443865909091,,
160,14,2.2164128494262694,48,2400,50.0,2250,0.04675007570534945,0.001,-19.468531083333335,,
,,2.2845997619628906,,2500,,2350,0.053830943889915946,0.001,,50.0,-9.7660538
155,16,2.3733177852630614,52,2600,50.0,2450,0.05217010088264942,0.001,-18.69408630769231,,
157,17,2.46154634475708,56,2800,50.0,2650,0.19807661861181258,0.001,-18.015948142857145,,
,,2.589024877548218,,3000,,2850,0.04783557042479515,0.001,,50.0,-9.512926499999999
152,19,,60,3000,50.0,,,,-17.287798283333334,,
154,20,2.7534939765930178,64,3200,50.0,3050,0.048058624602854254,0.001,-16.927707703124998,,
155,21,2.9391554832458495,68,3400,50.0,3250,0.0376838268712163,0.001,-16.479703838235288,,
,,2.927556266784668,,3500,,3350,0.045373745523393155,0.001,,50.0,-10.099569399999998
153,23,3.0786527824401855,72,3600,50.0,3450,0.04508575093001127,0.001,-16.15570248611111,,
154,24,3.161375856399536,76,3800,50.0,3650,0.03872891426086426,0.001,-15.785456789473685,,
,,3.283252124786377,,4000,,3850,0.057413538359105586,0.001,,50.0,-9.176183149999998
151,26,,80,4000,50.0,,,,-15.384218325,,
152,27,3.376882104873657,84,4200,50.0,4050,0.04856763519346714,0.001,-15.023728940476193,,
153,28,3.5026474475860594,88,4400,50.0,4250,0.06562003433704376,0.001,-14.685183977272727,,
,,3.6004962062835695,,4500,,4350,0.08676586382091045,0.001,,50.0,-9.51769985
151,30,3.607827272415161,92,4600,50.0,4450,0.046567649394273755,0.001,-14.469910945652172,,
151,31,3.7674867248535158,96,4800,50.0,4650,0.044524677991867066,0.001,-14.250031312499999,,
,,3.862629241943359,,5000,,4850,0.03915531225502491,0.001,,50.0,-11.63248675
149,33,,100,5000,50.0,,,,-14.192612479999998,,
150,34,3.9936877250671388,104,5200,50.0,5050,0.04421808578073978,0.001,-12.548543849999998,,
151,35,4.125506868362427,108,5400,50.0,5250,0.05250868409872055,0.001,-9.73983655,,
,,4.1783430290222165,,5500,,5350,0.04489991527050734,0.001,,50.0,-8.8326589
148,37,4.296618843078614,112,5600,50.0,5450,0.07780272707343101,0.001,-9.519252209999998,,
148,38,4.362163829803467,116,5800,50.0,5650,0.03909195274114609,0.001,-9.4833542,,
,,4.474097595214844,,6000,,5850,0.03953698944300413,0.001,,50.0,-12.6772877
146,40,,120,6000,50.0,,,,-9.618565980000001,,
147,42,4.616082782745361,124,6200,50.0,6050,0.04204889230430126,0.001,-9.64822229,,
148,43,4.731583232879639,128,6400,50.0,6250,0.042206154614686964,0.001,-9.717370859999999,,
,,4.732222270965576,,6500,,6350,0.049806337133049966,0.001,,50.0,-11.683469249999998
146,44,4.814713382720948,132,6600,50.0,6450,0.0478128794953227,0.001,-9.56867656,,
147,46,4.921695575714112,136,6800,50.0,6650,0.040800959169864655,0.001,-9.56131359,,
,,4.990456733703613,,7000,,6850,0.04408174611628055,0.001,,50.0,-9.634642750000001
146,47,,140,7000,50.0,,,,-9.47343481,,
147,48,5.098076229095459,144,7200,50.0,7050,0.06722925655543804,0.001,-9.49373284,,
147,50,5.242071189880371,148,7400,50.0,7250,0.050279051437973975,0.001,-9.37304963,,
,,5.295116329193116,,7500,,7350,0.04087706454098225,0.001,,50.0,-9.4092855
146,51,5.3511638259887695,152,7600,50.0,7450,0.04794857040047645,0.001,-9.29953789,,
147,52,5.374796714782715,156,7800,50.0,7650,0.04563007988035679,0.001,-9.24848569,,
,,5.565684776306153,,8000,,7850,0.046207497492432595,0.001,,50.0,-9.7035053
146,54,,160,8000,50.0,,,,-9.29300463,,
146,55,5.68006628036499,164,8200,50.0,8050,0.042208321429789065,0.001,-9.199510929999997,,
147,56,5.742115154266357,168,8400,50.0,8250,0.04975305184721947,0.001,-9.25585856,,
,,5.7996067237854,,8500,,8350,0.05088388040661812,0.001,,50.0,-8.864721099999997
146,58,5.861321086883545,172,8600,50.0,8450,0.051020710878074166,0.001,-9.26289277,,
147,59,5.986009254455566,176,8800,50.0,8650,0.0470988729596138,0.001,-9.31628181,,
,,6.105554065704346,,9000,,8850,0.043280305713415144,0.001,,50.0,-10.169277099999999
145,61,,180,9000,50.0,,,,-9.36154957,,
146,62,6.21410945892334,184,9200,50.0,9050,0.07119806557893753,0.001,-9.500326620000003,,
147,63,6.271920013427734,188,9400,50.0,9250,0.04398097351193428,0.001,-9.48685858,,
,,6.3204794692993165,,9500,,9350,0.04657221794128418,0.001,,50.0,-8.193328099999999
145,65,6.399780426025391,192,9600,50.0,9450,0.06673606678843498,0.001,-9.497609629999998,,
146,66,6.511803798675537,196,9800,50.0,9650,0.04894821435213089,0.001,-9.421498880000001,,
,,6.596984462738037,,10000,,9850,0.0466576761752367,0.001,,50.0,-8.915586099999999
145,68,,200,10000,50.0,,,,-9.258818100000001,,
146,69,6.677430686950683,204,10200,50.0,10050,0.046660199351608755,0.001,-9.16530071,,
146,70,6.761076488494873,208,10400,50.0,10250,0.060452919751405716,0.001,-9.023954490000001,,
,,6.862140941619873,,10500,,10350,0.045496276319026946,0.001,,50.0,-8.26629715
145,72,6.819012374877929,212,10600,50.0,10450,0.0495058774203062,0.001,-9.011315680000001,,
146,73,6.951079998016358,216,10800,50.0,10650,0.07746619112789631,0.001,-9.110825199999999,,
,,7.012014465332031,,11000,,10850,0.05508873514831066,0.001,,50.0,-8.2554578
145,75,,220,11000,50.0,,,,-9.065280929999998,,
145,76,7.1489087677001955,224,11200,50.0,11050,0.05058528311550617,0.001,-8.873965140000001,,
146,77,7.226654186248779,228,11400,50.0,11250,0.07209630876779556,0.001,-8.873268200000002,,
,,7.218877334594726,,11500,,11350,0.050819886401295665,0.001,,50.0,-8.24443025
145,79,7.242237148284912,232,11600,50.0,11450,0.04844039484858513,0.001,-8.84601095,,
146,80,7.415056743621826,236,11800,50.0,11650,0.05026124063879252,0.001,-8.683920500000001,,
,,7.438930759429931,,12000,,11850,0.06539548799395561,0.001,,50.0,-7.978873899999999
145,82,,240,12000,50.0,,,,-8.56469812,,
145,83,7.54009313583374,244,12200,50.0,12050,0.04991790749132633,0.001,-8.49194219,,
146,84,7.660589981079101,248,12400,50.0,12250,0.04694250266999006,0.001,-8.4596393,,
,,7.672876415252685,,12500,,12350,0.04859908867627382,0.001,,50.0,-7.987590450000002
145,86,7.742877330780029,252,12600,50.0,12450,0.04748069889843464,0.001,-8.526312879999999,,
146,87,7.909000949859619,256,12800,50.0,12650,0.05464835464954376,0.001,-8.509409279999998,,
,,7.912515182495117,,13000,,12850,0.058999641835689544,0.001,,50.0,-8.615701600000001
145,89,,260,13000,50.0,,,,-8.524811000000001,,
145,90,7.990497245788574,264,13200,50.0,13050,0.0598261446505785,0.001,-8.494898659999999,,
146,91,8.13522117614746,268,13400,50.0,13250,0.06314792662858963,0.001,-8.40888096,,
,,8.111539726257325,,13500,,13350,0.050203417763113975,0.001,,50.0,-9.32857825
145,93,8.210972747802735,272,13600,50.0,13450,0.058031662702560424,0.001,-8.35108535,,
145,94,8.256918144226074,276,13800,50.0,13650,0.05055155150592327,0.001,-8.253139070000001,,
,,8.34826084136963,,14000,,13850,0.06552894361317158,0.001,,50.0,-8.087829200000002
144,96,,280,14000,50.0,,,,-8.26031092,,
144,97,8.485238990783692,284,14200,50.0,14050,0.05442150950431824,0.001,-8.12336191,,
145,99,8.51893341064453,288,14400,50.0,14250,0.05431572712957859,0.001,-8.18978843,,
,,8.563403396606445,,14500,,14350,0.0544655154645443,0.001,,50.0,-8.493933199999999
144,100,8.614052772521973,292,14600,50.0,14450,0.04726831659674644,0.001,-8.04071665,,
145,101,8.684827041625976,296,14800,50.0,14650,0.06235979862511158,0.001,-8.063059719999998,,
,,8.771817169189454,,15000,,14850,0.05289930798113346,0.001,,50.0,-8.17738765
144,103,,300,15000,50.0,,,,-8.054667770000002,,
144,104,8.84536834716797,304,15200,50.0,15050,0.049589038640260694,0.001,-8.11845055,,
145,106,8.944083290100098,308,15400,50.0,15250,0.07783520724624396,0.001,-8.20806855,,
