time/episodes,rollout/ep_len_mean,time/fps,train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
4,1000.0,231,0.001,17,4000,-5.526345119833946,3000,-1788.3815275,0.09123176633287221,,
,,,0.001,,5000,-5.605675753116608,4000,,0.3813539140224457,-1749.8511204719543,974.3
8,641.75,144,0.001,35,5134,-5.7498966455459595,5029,-1152.8212595,0.4790191402037938,,
12,604.0833333333334,168,0.001,42,7249,-5.748581278800964,6249,-997.8072428333334,0.7418955456316471,,
16,536.5625,160,0.001,53,8585,-4.126037388756871,8321,-896.425895375,1.7643701459169387,,
,,,0.001,,10000,-5.433724222421646,9622,,2.887257489323616,196.30551833809295,1000.0
20,581.1,156,0.001,74,11622,-5.30711579823494,10622,-786.4769799,2.152063337922096,,
,,,0.001,,15000,-7.255494298934937,14622,,1.6381727882027626,456.1681404386392,1000.0
24,650.9166666666666,149,,104,15622,,,-627.0656960416667,,,
28,700.7857142857143,155,0.001,126,19622,-8.72704029083252,18622,-444.4380064642857,1.127303881406784,,
,,,0.001,,20000,-9.25909180355072,19622,,0.9841760671734809,619.8462059184327,1000.0
32,738.1875,154,0.001,152,23622,-11.130133405685426,22622,-305.46462975,0.7296085031926632,,
,,,0.001,,25000,-12.517370878219605,24622,,0.6210324200391769,766.2244875728153,1000.0
36,767.2777777777778,153,0.001,180,27622,-14.010485609054566,26622,-184.6665107222222,0.5669076111614704,,
,,,0.001,,30000,-16.605739015579225,29622,,0.5182971407026052,765.7419675657715,1000.0
40,790.55,151,0.001,209,31622,-17.50510857963562,30622,-87.68846632499998,0.48086052617430686,,
,,,0.001,,35000,-20.60915650177002,34622,,0.4658956141471863,856.8494182553143,1000.0
44,809.5909090909091,147,,241,35622,,,-3.7234984772727016,,,
48,825.4583333333334,150,0.001,263,39622,-23.675433002471923,38622,69.16787397916669,0.4575439241230488,,
,,,0.001,,40000,-24.33457271194458,39622,,0.4480562681108713,889.611962890625,1000.0
52,838.8846153846154,149,0.001,291,43622,-26.503239692687988,42622,129.08162117307694,0.44058126950263976,,
,,,0.001,,45000,-27.776590950012206,44622,,0.439830184713006,857.8261008687317,1000.0
56,850.3928571428571,148,0.001,319,47622,-29.148840690612793,46622,182.1177704107143,0.42551434665918353,,
,,,0.001,,50000,-30.969401580810548,49622,,0.4123994412124157,884.1901697024703,1000.0
60,860.3666666666667,148,0.001,348,51622,-31.767652854919433,50622,228.3804426166667,0.42220381551980973,,
,,,0.001,,55000,-34.025516410827635,54622,,0.42426073794066904,891.9954854276032,1000.0
64,869.09375,146,,378,55622,,,270.23041165625,,,
68,876.7941176470588,148,0.001,400,59622,-36.07039050292969,58622,307.9592906764706,0.4309041328430176,,
,,,0.001,,60000,-36.647485076904296,59622,,0.42036915746331216,898.3129450686276,1000.0
72,883.6388888888889,148,0.001,427,63622,-38.06972416687012,62622,339.6822501527778,0.40609258408844473,,
,,,0.001,,65000,-39.20910012817383,64622,,0.38448909874260423,881.3057987606153,1000.0
76,889.7631578947369,148,0.001,456,67622,-40.095248512268064,66622,368.05921119736837,0.3968619863986969,,
,,,0.001,,70000,-41.59920082092285,69622,,0.38719564463943246,900.3352497339249,1000.0
80,895.275,147,0.001,484,71622,-42.0247555847168,70622,393.0020187875,0.4053822668194771,,
,,,0.001,,75000,-43.7867100982666,74622,,0.40770856752991674,942.8801732566208,1000.0
84,900.2619047619048,147,,511,75622,,,416.1838831309524,,,
88,904.7954545454545,150,0.001,530,79622,-45.46566244506836,78622,437.73477948863643,0.3951092723682523,,
,,,0.001,,80000,-45.983108657836915,79622,,0.40340445436537264,946.377689923346,1000.0
92,908.9347826086956,149,0.001,557,83622,-47.14270336914063,82622,458.5382625543479,0.3728497957214713,,
,,,0.001,,85000,-47.85589684295654,84622,,0.3487494845464826,941.5013526774943,1000.0
96,912.7291666666666,149,0.001,587,87622,-48.688522529602054,86622,478.8283541875,0.3580893256738782,,
,,,0.001,,90000,-49.764169548034666,89622,,0.3422913582399488,943.6867238432169,1000.0
100,916.22,148,0.001,617,91622,-50.06338590240478,90622,496.74983986,0.34446109810471537,,
,,,0.001,,95000,-51.44927412414551,94622,,0.33197449561953546,942.1479772090912,1000.0
104,916.22,148,,645,95622,,,605.0122937499999,,,
108,944.88,149,0.001,667,99622,-52.64792340087891,98622,661.38976357,0.32511051585525275,,
,,,0.001,,100000,-52.899452583312986,99622,,0.32026600170880554,920.4312428928912,1000.0
112,963.73,148,0.001,696,103622,-53.76291203308106,102622,725.7159487000001,0.3424960715845227,,
,,,0.001,,105000,-54.23262468719482,104622,,0.30495584520697594,890.5736439479515,1000.0
