rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
,,22000,,,,-29.256294906616212,21716,0.7506039165928959,0.001,1000.0,1000.0
,,23000,,,,-30.125255779266357,22716,1.0169712950885297,0.001,1000.0,1000.0
,,24000,,,,-31.495260150909424,23716,1.0186828473359346,0.001,1000.0,1000.0
177.46,260,24815,139,178,178.36,,,,,,
,,25000,,,,-32.575348041534426,24716,0.8683592836782337,0.001,1000.0,1000.0
,,26000,,,,-34.04381848526001,25716,1.158443601116538,0.001,1000.0,1000.0
,,27000,,,,-35.179360054016115,26716,1.1857054416835309,0.001,1000.0,1000.0
,,28000,,,,-36.34036082839966,27716,1.4313739641830325,0.001,1000.0,1000.0
215.38,264,28815,134,214,216.24,,,,,,
,,29000,,,,-37.56854080963135,28716,1.2408159106373786,0.001,1000.0,1000.0
,,30000,,,,-38.638402961730954,29716,1.359434983819723,0.001,1000.0,1000.0
,,31000,,,,-39.53179361724853,30716,1.038735445842147,0.001,1000.0,1000.0
,,32000,,,,-40.71248966217041,31716,1.1186491049304605,0.001,1000.0,1000.0
253.39,268,32815,131,249,254.21,,,,,,
,,33000,,,,-41.696925796508786,32716,1.168152165621519,0.001,1000.0,1000.0
,,34000,,,,-42.54584014129639,33716,1.0519431195408107,0.001,1000.0,1000.0
,,35000,,,,-43.14293936157227,34716,1.2116148583739996,0.001,1000.0,1000.0
,,36000,,,,-44.035269584655765,35716,1.2983874777778983,0.001,1000.0,1000.0
291.31,272,36815,129,283,292.09,,,,,,
,,37000,,,,-44.79404640197754,36716,1.229067779392004,0.001,1000.0,1000.0
,,38000,,,,-45.840095039367675,37716,1.287140679910779,0.001,791.0,792.0
,,39000,,,,-46.67508004132439,38846,0.9988847385905134,0.001,1000.0,1000.0
320.71,276,39945,128,311,321.47,,,,,,
,,40000,,,,-47.45754663848877,39846,1.013870153799653,0.001,515.6,516.6
,,41000,,,,-47.66076073279748,40366,1.0753642939890806,0.001,1000.0,1000.0
,,42000,,,,-48.48254267120361,41366,1.2685687961876393,0.001,1000.0,1000.0
,,43000,,,,-48.86432862091065,42366,1.174966804623604,0.001,1000.0,1000.0
353.92,280,43465,125,344,354.65,,,,,,
,,44000,,,,-49.87820039367676,43366,1.1565535730272531,0.001,1000.0,1000.0
,,45000,,,,-51.06972368621826,44366,1.0322699533551931,0.001,1000.0,1000.0
,,46000,,,,-51.52228869628906,45366,1.0320530266910792,0.001,1000.0,1000.0
,,47000,,,,-52.4457763595581,46366,1.1609819150567056,0.001,1000.0,1000.0
382.19,284,47465,124,380,382.89,,,,,,
,,48000,,,,-53.29503639984131,47366,1.1128611420169472,0.001,1000.0,1000.0
,,49000,,,,-54.03650801086426,48366,1.0948891569450498,0.001,1000.0,1000.0
,,50000,,,,-54.42582691955566,49366,0.8759504610970617,0.001,1000.0,1000.0
,,51000,,,,-55.18379370880127,50366,1.290526444643736,0.001,1000.0,1000.0
419.78,288,51465,123,417,420.44,,,,,,
,,52000,,,,-55.84054950714111,51366,0.8861633789911866,0.001,1000.0,1000.0
,,53000,,,,-56.62846281433105,52366,0.9392230362668633,0.001,1000.0,1000.0
,,54000,,,,-57.47132470703125,53366,1.1003486999496817,0.001,1000.0,1000.0
,,55000,,,,-58.13071434783936,54366,0.9276112427785993,0.001,1000.0,1000.0
456.78,292,55465,122,453,457.4,,,,,,
,,56000,,,,-58.79428000640869,55366,0.9647335219010711,0.001,1000.0,1000.0
,,57000,,,,-59.46526467895508,56366,0.8763984440639615,0.001,1000.0,1000.0
,,58000,,,,-60.17922034454346,57366,0.9961193219721317,0.001,1000.0,1000.0
,,59000,,,,-60.55974080657959,58366,0.9796132719740271,0.001,1000.0,1000.0
492.4,296,59465,121,489,492.98,,,,,,
,,60000,,,,-61.29770961761474,59366,0.9547198671475052,0.001,1000.0,1000.0
,,61000,,,,-61.99524948120117,60366,0.8537742150947452,0.001,1000.0,1000.0
,,62000,,,,-62.614199401855466,61366,0.7673282154276967,0.001,1000.0,1000.0
,,63000,,,,-63.25784030914306,62366,0.8240200139805675,0.001,1000.0,1000.0
528.79,300,63465,120,526,529.33,,,,,,
,,64000,,,,-63.7869504776001,63366,0.7613921322971582,0.001,1000.0,1000.0
,,65000,,,,-64.2315977783203,64366,0.8439009180068969,0.001,1000.0,1000.0
,,66000,,,,-64.82825729370117,65366,0.756057275891304,0.001,1000.0,1000.0
,,67000,,,,-65.25357022857666,66366,0.9758940098434686,0.001,1000.0,1000.0
565.06,304,67465,119,562,565.56,,,,,,
,,68000,,,,-65.82037867736817,67366,1.065135742969811,0.001,1000.0,1000.0
,,69000,,,,-66.53820679473877,68366,1.0324537883624434,0.001,1000.0,1000.0
,,70000,,,,-66.96671159362793,69366,0.9918903551772237,0.001,1000.0,1000.0
,,71000,,,,-67.44110791778564,70366,0.839599688872695,0.001,1000.0,1000.0
600.88,308,71465,118,600,601.34,,,,,,
,,72000,,,,-68.07822586059571,71366,1.2342962415665388,0.001,1000.0,1000.0
,,73000,,,,-68.48821152496338,72366,0.7946497859321535,0.001,1000.0,1000.0
,,74000,,,,-69.21398862457275,73366,0.865217825718224,0.001,1000.0,1000.0
,,75000,,,,-69.83926432800293,74366,0.8997302770391107,0.001,1000.0,1000.0
636.97,312,75465,118,638,637.39,,,,,,
,,76000,,,,-70.17086981201172,75366,0.8880614650622011,0.001,1000.0,1000.0
,,77000,,,,-70.93347123718262,76366,0.8661086113899946,0.001,1000.0,1000.0
,,78000,,,,-71.25305213928223,77366,0.8594065706506372,0.001,1000.0,1000.0
,,79000,,,,-71.63475531768799,78366,0.9620699324458838,0.001,1000.0,1000.0
672.25,316,79465,117,677,672.63,,,,,,
,,80000,,,,-72.21253388977051,79366,1.0673208983689546,0.001,1000.0,1000.0
,,81000,,,,-72.52862228393555,80366,0.9586665967181325,0.001,1000.0,1000.0
,,82000,,,,-73.12666061401367,81366,1.0415256606042385,0.001,1000.0,1000.0
,,83000,,,,-73.33616320800782,82366,0.6492636296600104,0.001,1000.0,1000.0
708.4,320,83465,116,715,708.74,,,,,,
,,84000,,,,-73.6616170501709,83366,0.6849938540980219,0.001,1000.0,1000.0
,,85000,,,,-74.22003758239747,84366,0.9860939675793051,0.001,1000.0,1000.0
,,86000,,,,-74.72194161987305,85366,0.9513115545585752,0.001,1000.0,1000.0
,,87000,,,,-74.89188235473632,86366,0.8446720101162791,0.001,1000.0,1000.0
744.75,324,87465,115,754,745.05,,,,,,
,,88000,,,,-75.07440940856934,87366,0.9171240503564477,0.001,1000.0,1000.0
,,89000,,,,-75.35958583068847,88366,1.0940888649895788,0.001,1000.0,1000.0
,,90000,,,,-75.81436923217774,89366,0.8324933952391148,0.001,1000.0,1000.0
,,91000,,,,-76.15832466125488,90366,0.9061232693269848,0.001,1000.0,1000.0
781.82,328,91465,115,794,782.08,,,,,,
,,92000,,,,-76.41601664733886,91366,0.8049588388726115,0.001,1000.0,1000.0
,,93000,,,,-76.88079914855957,92366,0.8104207064732909,0.001,1000.0,1000.0
,,94000,,,,-77.13136657714844,93366,0.6581899344623089,0.001,1000.0,1000.0
,,95000,,,,-77.43591104125977,94366,0.8939432974383235,0.001,1000.0,1000.0
818.74,332,95465,114,834,818.96,,,,,,
,,96000,,,,-77.70048030090332,95366,1.111694756694138,0.001,1000.0,1000.0
,,97000,,,,-78.03944580078125,96366,0.7142882217168808,0.001,1000.0,1000.0
,,98000,,,,-78.49468023681641,97366,0.7359232941791415,0.001,1000.0,1000.0
,,99000,,,,-78.93003517150879,98366,0.8725578340813518,0.001,1000.0,1000.0
846.37,336,99465,113,872,846.56,,,,,,
,,100000,,,,-79.06601551818848,99366,0.6445093400329351,0.001,1000.0,1000.0
,,101000,,,,-79.22125761413574,100366,0.773541283980012,0.001,1000.0,1000.0
,,102000,,,,-79.47347900390625,101366,0.8825236831828952,0.001,1000.0,1000.0
,,103000,,,,-79.72284912109374,102366,0.7500079428926111,0.001,1000.0,1000.0
873.54,340,103465,113,910,873.7,,,,,,
,,104000,,,,-80.02992102050781,103366,0.9744873589798808,0.001,1000.0,1000.0
,,105000,,,,-80.20998208618164,104366,1.0633954578712583,0.001,1000.0,1000.0
,,106000,,,,-80.4838888092041,105366,1.0534482072144746,0.001,1000.0,1000.0
,,107000,,,,-80.57222906494141,106366,0.9143283227160574,0.001,1000.0,1000.0
909.38,344,107465,113,950,909.5,,,,,,
,,108000,,,,-80.59147009277343,107366,0.8279398678988218,0.001,1000.0,1000.0
,,109000,,,,-80.6413426361084,108366,1.0651166426986456,0.001,1000.0,1000.0
,,110000,,,,-80.84314291381835,109366,0.9867996997758746,0.001,1000.0,1000.0
,,111000,,,,-80.92400422668457,110366,1.217828794553876,0.001,1000.0,1000.0
944.73,348,111465,112,989,944.81,,,,,,
,,112000,,,,-80.90452825927734,111366,1.2852339866906404,0.001,1000.0,1000.0
,,113000,,,,-81.16627159118653,112366,0.9709237665161491,0.001,1000.0,1000.0
,,114000,,,,-81.4911071472168,113366,1.2684836712479592,0.001,1000.0,1000.0
,,115000,,,,-81.63041680908204,114366,0.7696633747816086,0.001,1000.0,1000.0
970.14,352,115465,112,1027,970.19,,,,,,
,,116000,,,,-82.00505618286132,115366,1.0191129166260362,0.001,1000.0,1000.0
,,117000,,,,-82.06046614074707,116366,0.8600033959373832,0.001,1000.0,1000.0
,,118000,,,,-82.34694323730469,117366,0.6124206340312958,0.001,1000.0,1000.0
,,119000,,,,-82.57233386230469,118366,0.7391263531893492,0.001,1000.0,1000.0
986.47,356,119465,111,1068,986.5,,,,,,
,,120000,,,,-82.63731744384765,119366,0.663814195856452,0.001,1000.0,1000.0
,,121000,,,,-83.2312685699463,120366,0.8402565716467798,0.001,1000.0,1000.0
,,122000,,,,-83.19889654541015,121366,0.861097846597433,0.001,1000.0,1000.0
,,123000,,,,-83.39054461669922,122366,0.8534905578941107,0.001,1000.0,1000.0
986.47,360,123465,111,1107,986.5,,,,,,
,,124000,,,,-83.6016713104248,123366,0.766376264743507,0.001,1000.0,1000.0
,,125000,,,,-83.63310929870606,124366,0.8978448124304413,0.001,1000.0,1000.0
,,126000,,,,-83.79968156433105,125366,0.533844583414495,0.001,1000.0,1000.0
,,127000,,,,-84.07838771057129,126366,0.8244779772460461,0.001,1000.0,1000.0
986.47,364,127465,111,1147,986.5,,,,,,
,,128000,,,,-84.1588176574707,127366,0.7309363750144839,0.001,1000.0,1000.0
,,129000,,,,-84.30139356994628,128366,0.4667437100857496,0.001,1000.0,1000.0
,,130000,,,,-84.6963815612793,129366,0.5818368586078286,0.001,1000.0,1000.0
,,131000,,,,-84.71806356811524,130366,0.46876925355941057,0.001,1000.0,1000.0
986.47,368,131465,110,1187,986.5,,,,,,
,,132000,,,,-84.81198330688477,131366,0.506628291029483,0.001,1000.0,1000.0
,,133000,,,,-84.88693812561036,132366,0.5398381529636681,0.001,1000.0,1000.0
,,134000,,,,-85.15730812072754,133366,0.6479864144064486,0.001,1000.0,1000.0
,,135000,,,,-85.320677734375,134366,0.6927458294332027,0.001,1000.0,1000.0
986.47,372,135465,110,1226,986.5,,,,,,
,,136000,,,,-85.42145408630371,135366,0.606181154601276,0.001,1000.0,1000.0
,,137000,,,,-85.60973246765137,136366,0.7473632701598107,0.001,1000.0,1000.0
,,138000,,,,-85.74096401977539,137366,0.5751491784639656,0.001,1000.0,1000.0
,,139000,,,,-85.82486561584473,138366,1.1598983527198434,0.001,1000.0,1000.0
995.19,376,139465,110,1267,995.2,,,,,,
,,140000,,,,-85.94355944824218,139366,0.8921208944246173,0.001,1000.0,1000.0
,,141000,,,,-85.98595098876953,140366,0.9167288585230708,0.001,1000.0,1000.0
,,142000,,,,-86.39745852661133,141366,0.792098398797214,0.001,1000.0,1000.0
,,143000,,,,-86.40316300964355,142366,0.6296374289616943,0.001,1000.0,1000.0
1000.0,380,143465,109,1308,1000.0,,,,,,
,,144000,,,,-86.47731771850586,143366,0.47502199206501244,0.001,1000.0,1000.0
,,145000,,,,-86.46999774169922,144366,0.6888003708645701,0.001,1000.0,1000.0
,,146000,,,,-86.68959642028808,145366,0.6712489948160947,0.001,1000.0,1000.0
,,147000,,,,-86.86104460144043,146366,0.5784438310861587,0.001,1000.0,1000.0
1000.0,384,147465,109,1347,1000.0,,,,,,
,,148000,,,,-87.03626782226563,147366,0.5363599411025644,0.001,1000.0,1000.0
,,149000,,,,-87.15407534790039,148366,0.41088030679896476,0.001,1000.0,1000.0
,,150000,,,,-87.24589877319336,149366,0.5156769927591085,0.001,1000.0,1000.0
,,151000,,,,-87.45144445800781,150366,0.6809911073073744,0.001,1000.0,1000.0
1000.0,388,151465,109,1387,1000.0,,,,,,
,,152000,,,,-87.70177894592285,151366,0.599480547759682,0.001,1000.0,1000.0
,,153000,,,,-87.85478413391114,152366,0.4502959833368659,0.001,1000.0,1000.0
,,154000,,,,-87.80266206359863,153366,0.8611663898937404,0.001,1000.0,1000.0
,,155000,,,,-88.17519229125976,154366,0.49649736139178274,0.001,1000.0,1000.0
1000.0,392,155465,109,1425,1000.0,,,,,,
,,156000,,,,-88.47897073364258,155366,0.7179040918275714,0.001,1000.0,1000.0
,,157000,,,,-88.63899214172363,156366,0.6748476002849638,0.001,1000.0,1000.0
,,158000,,,,-88.68214802551269,157366,0.6174814983904362,0.001,1000.0,1000.0
,,159000,,,,-89.01667539978027,158366,0.4718983227424324,0.001,1000.0,1000.0
1000.0,396,159465,108,1465,1000.0,,,,,,
,,160000,,,,-89.10849078369141,159366,0.5803963485099375,0.001,1000.0,1000.0
,,161000,,,,-89.15953833007812,160366,0.46335801926627757,0.001,1000.0,1000.0
,,162000,,,,-88.99372302246094,161366,0.7868814657516777,0.001,1000.0,1000.0
,,163000,,,,-88.94459709167481,162366,0.5420140334442258,0.001,1000.0,1000.0
1000.0,400,163465,108,1506,1000.0,,,,,,
,,164000,,,,-89.03004528808594,163366,0.5448281364962458,0.001,1000.0,1000.0
,,165000,,,,-88.8988472290039,164366,0.5170385389178991,0.001,1000.0,1000.0
,,166000,,,,-88.91393521118164,165366,0.7549415891654789,0.001,1000.0,1000.0
,,167000,,,,-88.9517982788086,166366,0.6357697339244187,0.001,1000.0,1000.0
1000.0,404,167465,108,1546,1000.0,,,,,,
,,168000,,,,-89.11260276794434,167366,0.6445366635844112,0.001,1000.0,1000.0
,,169000,,,,-89.60247326660156,168366,0.5760990524888039,0.001,1000.0,1000.0
,,170000,,,,-89.98521054077149,169366,0.5672823123708367,0.001,1000.0,1000.0
,,171000,,,,-90.44471327209473,170366,0.5883400741703808,0.001,1000.0,1000.0
1000.0,408,171465,107,1588,1000.0,,,,,,
,,172000,,,,-90.60280082702637,171366,0.7564513450562954,0.001,1000.0,1000.0
,,173000,,,,-90.62911370849609,172366,0.516000783007592,0.001,1000.0,1000.0
,,174000,,,,-90.6398830871582,173366,0.6407223572805524,0.001,1000.0,1000.0
,,175000,,,,-90.67339695739746,174366,0.5322121586166322,0.001,1000.0,1000.0
1000.0,412,175465,107,1628,1000.0,,,,,,
,,176000,,,,-90.64954968261719,175366,0.5861904037594795,0.001,1000.0,1000.0
,,177000,,,,-90.70252694702148,176366,0.6151359438449144,0.001,1000.0,1000.0
,,178000,,,,-90.73449055480957,177366,0.6169702542573213,0.001,1000.0,1000.0
,,179000,,,,-90.74917391967773,178366,0.6153810501359404,0.001,1000.0,1000.0
1000.0,416,179465,107,1669,1000.0,,,,,,
,,180000,,,,-90.75860557556152,179366,0.5279642421454191,0.001,1000.0,1000.0
,,181000,,,,-90.79153009033203,180366,0.6165411645807326,0.001,1000.0,1000.0
,,182000,,,,-90.69634585571289,181366,0.49399253042414787,0.001,1000.0,1000.0
,,183000,,,,-91.0539514465332,182366,0.8279958399403841,0.001,1000.0,1000.0
1000.0,420,183465,107,1711,1000.0,,,,,,
,,184000,,,,-90.92065815734863,183366,0.590893986551091,0.001,1000.0,1000.0
,,185000,,,,-91.02821029663086,184366,0.5510634959936141,0.001,1000.0,1000.0
,,186000,,,,-90.90569274902344,185366,0.5822065147943795,0.001,1000.0,1000.0
,,187000,,,,-90.89663426208496,186366,0.6201513122357428,0.001,1000.0,1000.0
1000.0,424,187465,106,1752,1000.0,,,,,,
,,188000,,,,-91.0470259399414,187366,0.5399407545402646,0.001,1000.0,1000.0
,,189000,,,,-91.08059613037109,188366,0.7600321153048426,0.001,1000.0,1000.0
,,190000,,,,-91.29486674499512,189366,0.49346329032629727,0.001,1000.0,1000.0
,,191000,,,,-91.28635316467285,190366,0.44514721517078576,0.001,1000.0,1000.0
1000.0,428,191465,106,1793,1000.0,,,,,,
,,192000,,,,-91.26443383789062,191366,0.6715502450019121,0.001,1000.0,1000.0
,,193000,,,,-91.36334448242188,192366,0.4906336075048894,0.001,1000.0,1000.0
,,194000,,,,-91.34036517333985,193366,0.41525893017835913,0.001,1000.0,1000.0
,,195000,,,,-91.36624952697754,194366,0.45197580580785873,0.001,1000.0,1000.0
1000.0,432,195465,106,1835,1000.0,,,,,,
,,196000,,,,-91.3195843963623,195366,1.411981971502304,0.001,1000.0,1000.0
,,197000,,,,-91.595000289917,196366,1.7334455742314459,0.001,1000.0,1000.0
,,198000,,,,-91.82236769104004,197366,1.1913676704391838,0.001,1000.0,1000.0
,,199000,,,,-92.0685260772705,198366,0.7200281281210482,0.001,1000.0,1000.0
1000.0,436,199465,106,1875,1000.0,,,,,,
,,200000,,,,-92.03872677612304,199366,0.5442163818478585,0.001,1000.0,1000.0
,,201000,,,,-92.18197831726074,200366,0.5860246821530163,0.001,1000.0,1000.0
,,202000,,,,-92.22779782104492,201366,0.7047071599215269,0.001,1000.0,1000.0
,,203000,,,,-92.26037774658204,202366,0.6612813214585185,0.001,1000.0,1000.0
1000.0,440,203465,106,1916,1000.0,,,,,,
,,204000,,,,-92.35662292480468,203366,0.5523010188434273,0.001,1000.0,1000.0
,,205000,,,,-92.49207720947265,204366,0.371994081614539,0.001,1000.0,1000.0
,,206000,,,,-92.52115426635743,205366,0.5836824392620474,0.001,1000.0,1000.0
,,207000,,,,-92.60743574523926,206366,0.4885062234327197,0.001,1000.0,1000.0
1000.0,444,207465,105,1958,1000.0,,,,,,
,,208000,,,,-92.73658596801758,207366,0.5905177859291434,0.001,1000.0,1000.0
,,209000,,,,-92.55381857299804,208366,0.3548593708239496,0.001,1000.0,1000.0
,,210000,,,,-92.58822766113282,209366,0.5162014389298857,0.001,1000.0,1000.0
,,211000,,,,-92.78639364624023,210366,0.45162675830721855,0.001,1000.0,1000.0
1000.0,448,211465,105,1998,1000.0,,,,,,
,,212000,,,,-92.7294899597168,211366,0.40069262824207547,0.001,1000.0,1000.0
,,213000,,,,-92.78650149536132,212366,0.4951766289323568,0.001,1000.0,1000.0
,,214000,,,,-92.84873950195312,213366,0.6441681437455118,0.001,1000.0,1000.0
,,215000,,,,-92.95535153198242,214366,0.4924180965013802,0.001,1000.0,1000.0
1000.0,452,215465,105,2040,1000.0,,,,,,
,,216000,,,,-92.99853883361817,215366,0.48204759766347705,0.001,1000.0,1000.0
,,217000,,,,-93.13829945373536,216366,0.4083136001303792,0.001,1000.0,1000.0
,,218000,,,,-93.3436512298584,217366,0.4639801919572055,0.001,1000.0,1000.0
,,219000,,,,-93.1723048095703,218366,0.2643389899991453,0.001,1000.0,1000.0
1000.0,456,219465,105,2082,1000.0,,,,,,
,,220000,,,,-93.36374812316895,219366,0.36399218992702664,0.001,1000.0,1000.0
,,221000,,,,-93.54722200012208,220366,0.3277131997719407,0.001,1000.0,1000.0
980.58,460,221525,104,2111,980.6,-94.75453567504883,221395,3.366108490475293,0.001,,
,,222000,,,,-93.7924485206604,221426,1.8832474764316314,0.001,755.3,755.7
,,223000,,,,-94.00832432556152,222426,0.8795317887905985,0.001,1000.0,1000.0
,,224000,,,,-94.05856793212891,223426,0.5513523936104029,0.001,1000.0,1000.0
,,225000,,,,-94.33382124328614,224426,0.7167174568995833,0.001,1000.0,1000.0
980.58,464,225525,105,2144,980.6,,,,,,
,,226000,,,,-94.56090660095215,225426,0.9527077062316239,0.001,1000.0,1000.0
,,227000,,,,-94.20134033203125,226426,0.7582231174688786,0.001,1000.0,1000.0
,,228000,,,,-94.26911837768554,227426,0.5752556423153729,0.001,1000.0,1000.0
