time/total_timesteps,train/learning_rate,time/time_elapsed,train/policy_loss,train/value_loss,time/fps,train/entropy_loss,time/iterations,rollout/ep_len_mean,train/std,train/n_updates,train/explained_variance,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
255000,0.0007,,-750.83447265625,4961.18896484375,,20.364913940429688,,,0.019057929515838623,50999,0.5830767750740051,,20.5,-44.32867102473974
255000,,1103,,,231,,51000,20.93,,,,-49.005340909999994,,
255500,0.0007,1104,55.97722244262695,10.099165916442871,231,20.38096046447754,51100,21.39,0.01900148019194603,51099,-0.5335124731063843,-49.81192459999999,,
256000,0.0007,1105,94.21659088134766,23.247037887573242,231,20.360843658447266,51200,26.68,0.01906723342835903,51199,-10.8809175491333,-60.868415510000005,,
256500,0.0007,1106,-2.246328592300415,1.1829262971878052,231,20.336023330688477,51300,27.29,0.019127728417515755,51299,-4.097349643707275,-60.80647914000001,,
257000,0.0007,1108,31.0071964263916,3.3668484687805176,231,20.329681396484375,51400,27.29,0.019139911979436874,51399,-3.5297598838806152,-60.80647914000001,,
257500,0.0007,1109,-6.241016864776611,1.1489709615707397,232,20.313079833984375,51500,35.82,0.019178718328475952,51499,-10.841224670410156,-77.97320117,,
258000,0.0007,1110,4.416890621185303,1.1675184965133667,232,20.320850372314453,51600,39.01,0.01916477456688881,51599,-1.0016534328460693,-84.19301996999997,,
258500,0.0007,1111,24.898162841796875,1.8171898126602173,232,20.32253074645996,51700,39.83,0.019166167825460434,51699,-0.0005797147750854492,-86.01552688,,
259000,0.0007,1112,-109.73577880859375,149.21066284179688,232,20.336875915527344,51800,47.42,0.019129738211631775,51799,-516.3836059570312,-105.30824627,,
259500,0.0007,1114,-13.05955696105957,4.161520481109619,232,20.328367233276367,51900,45.96,0.019158929586410522,51899,-3.177152156829834,-101.44385264,,
260000,0.0007,,7.730714321136475,8.737610816955566,,20.329069137573242,,,0.019147124141454697,51999,-12.962041854858398,,18.1,-39.57789658308029
260000,,1115,,,233,,52000,40.62,,,,-90.09198084000002,,
260500,0.0007,1116,-608.1651000976562,974.2277221679688,233,20.29585075378418,52100,45.25,0.019233621656894684,52099,-82.3198471069336,-100.21576869999997,,
261000,0.0007,1117,48.69403076171875,6.1044135093688965,233,20.285476684570312,52200,47.55,0.019265620037913322,52199,-8.212766647338867,-105.47067480000001,,
261500,0.0007,1118,-68.04366302490234,11.630476951599121,233,20.281400680541992,52300,41.22,0.019272923469543457,52299,-1.7620208263397217,-93.22553809000001,,
262000,0.0007,1120,14.460787773132324,0.8831992149353027,233,20.2772216796875,52400,40.61,0.01928238570690155,52399,-8.440174102783203,-91.51468261000004,,
262500,0.0007,1121,6.274687767028809,0.47971078753471375,234,20.291898727416992,52500,42.48,0.019250424578785896,52499,-7.493931770324707,-94.6074856,,
263000,0.0007,1122,33.83642578125,3.434216022491455,234,20.28824806213379,52600,36.22,0.019264744594693184,52599,-2.3243000507354736,-78.16742266,,
263500,0.0007,1123,-504.92608642578125,746.6608276367188,234,20.275495529174805,52700,30.23,0.01931290701031685,52699,-4.531400203704834,-65.70320483,,
264000,0.0007,1124,-2921.32763671875,21652.427734375,234,20.303571701049805,52800,20.52,0.019255509600043297,52799,-0.7186384201049805,-45.37573376,,
264500,0.0007,1126,43.964351654052734,5.893819332122803,234,20.27196502685547,52900,15.78,0.019321659579873085,52899,-1.7166862487792969,-36.48206694,,
265000,0.0007,,-374.1265563964844,334.6936340332031,,20.266773223876953,,,0.01933353766798973,52999,0.04943114519119263,,13.3,-32.49354946017265
265000,,1127,,,235,,53000,16.85,,,,-39.331591630000005,,
265500,0.0007,1128,-8.001133918762207,1.0889662504196167,235,20.27846336364746,53100,17.55,0.01931070163846016,53099,-8.392108917236328,-40.77103868,,
266000,0.0007,1129,13.19000244140625,1.854577660560608,235,20.282468795776367,53200,20.29,0.019299395382404327,53199,-3.02768611907959,-46.86473687000001,,
266500,0.0007,1130,54.699462890625,9.052546501159668,235,20.258115768432617,53300,21.78,0.019357945770025253,53299,-1.1013271808624268,-50.574465360000005,,
267000,0.0007,1132,-2698.0244140625,22917.244140625,235,20.24448013305664,53400,20.7,0.019406389445066452,53399,-290.9511413574219,-48.22162026000001,,
267500,0.0007,1133,45.29035186767578,14.537919998168945,236,20.25455093383789,53500,20.27,0.01938210427761078,53499,-29.792098999023438,-47.086413410000006,,
268000,0.0007,1134,-2104.507568359375,16669.349609375,236,20.280838012695312,53600,24.73,0.01931757852435112,53599,0.17160433530807495,-57.83940528,,
268500,0.0007,1135,158.29954528808594,289.66119384765625,236,20.29395866394043,53700,27.87,0.0192891713231802,53699,-816.4055786132812,-65.67384368,,
269000,0.0007,1136,58.069374084472656,10.408942222595215,236,20.284921646118164,53800,24.52,0.019297391176223755,53799,-2.2244653701782227,-58.054321970000004,,
269500,0.0007,1137,-2258.079833984375,11174.806640625,236,20.288604736328125,53900,24.35,0.0192781463265419,53899,0.48282498121261597,-58.01819752,,
270000,0.0007,,-1058.28271484375,14094.75,,20.326786041259766,,,0.019201332703232765,53999,-1.2552011013031006,,13.4,-34.057759302854535
270000,,1139,,,237,,54000,15.42,,,,-37.3892063,,
270500,0.0007,1140,-1892.6649169921875,7933.99853515625,237,20.35150909423828,54100,13.59,0.01913987472653389,54099,-0.3506159782409668,-33.815256469999994,,
271000,0.0007,1141,410.0965881347656,464.84112548828125,237,20.381864547729492,54200,13.48,0.019080476835370064,54199,-201.1540985107422,-33.02748732,,
271500,0.0007,1142,-675.92578125,5079.65576171875,237,20.4154052734375,54300,13.55,0.019000541418790817,54299,0.07916194200515747,-32.796868939999996,,
272000,0.0007,1143,-22.584285736083984,2.762633800506592,237,20.40951919555664,54400,14.67,0.019020743668079376,54399,-0.08504354953765869,-34.93519486,,
272500,0.0007,1145,-608.921875,4867.08447265625,237,20.422462463378906,54500,16.84,0.018988564610481262,54499,0.41526198387145996,-40.65818915,,
273000,0.0007,1146,-1016.5828247070312,4682.421875,238,20.439895629882812,54600,18.3,0.018934085965156555,54599,0.6627187430858612,-44.84598443000001,,
273500,0.0007,1147,571.3736572265625,1808.399658203125,238,20.421781539916992,54700,18.63,0.018974632024765015,54699,-849.5681762695312,-45.46834949,,
274000,0.0007,1148,-883.7282104492188,8863.1396484375,238,20.42677116394043,54800,16.48,0.01896808296442032,54799,0.1323777437210083,-39.641208830000004,,
274500,0.0007,1149,454.5960998535156,3794.15087890625,238,20.429489135742188,54900,17.27,0.018951555714011192,54899,-771.609619140625,-41.09308024999999,,
275000,0.0007,,9.644594192504883,0.974795937538147,,20.40005874633789,,,0.019022393971681595,54999,0.43950480222702026,,21.4,-52.40820847153664
275000,,1151,,,238,,55000,18.97,,,,-45.66894375,,
275500,0.0007,1152,-909.1996459960938,2604.6171875,239,20.399112701416016,55100,20.28,0.019038518890738487,55099,-19.461959838867188,-49.618131600000005,,
276000,0.0007,1153,9.943933486938477,1.4223040342330933,239,20.416269302368164,55200,20.79,0.01900176890194416,55199,0.34412050247192383,-51.519398689999996,,
276500,0.0007,1154,-3222.431396484375,23791.865234375,239,20.419034957885742,55300,21.35,0.018997948616743088,55299,-98.51435852050781,-53.20825913000001,,
277000,0.0007,1155,85.60277557373047,29.13455581665039,239,20.428037643432617,55400,20.31,0.018990587443113327,55399,-5.469809055328369,-50.300498309999995,,
277500,0.0007,1156,88.24163055419922,22.085617065429688,239,20.392433166503906,55500,19.02,0.019077008590102196,55499,-2.8227591514587402,-46.88338074999999,,
278000,0.0007,1157,-199.6666259765625,236.040283203125,240,20.441022872924805,55600,20.15,0.01895233243703842,55599,0.9777814466506243,-49.29317309000001,,
278500,0.0007,1159,-762.79638671875,4956.0380859375,240,20.410388946533203,55700,18.47,0.01903565600514412,55699,-655.1287231445312,-44.78351858,,
279000,0.0007,1160,31.1276912689209,4.695007801055908,240,20.400928497314453,55800,18.76,0.019056137651205063,55799,-0.4366035461425781,-45.36648002,,
279500,0.0007,1161,41.1530876159668,5.239635944366455,240,20.39241600036621,55900,19.19,0.01907973177731037,55899,-0.6011701822280884,-46.76036754,,
280000,0.0007,,-547.0709228515625,5517.0009765625,,20.37898063659668,,,0.019116459414362907,55999,0.11749100685119629,,34.6,-82.56817873492837
280000,,1162,,,240,,56000,19.99,,,,-48.29175625,,
280500,0.0007,1163,64.73542022705078,14.314516067504883,240,20.39145278930664,56100,18.75,0.019077394157648087,56099,-1.3929698467254639,-45.802163490000005,,
281000,0.0007,1165,18.293920516967773,5.812203407287598,241,20.39672088623047,56200,18.48,0.019068649038672447,56199,0.9989297196734697,-45.11390272999999,,
281500,0.0007,1166,55.767311096191406,9.56162166595459,241,20.435810089111328,56300,17.04,0.018993373960256577,56299,-2.449002504348755,-41.93538041,,
282000,0.0007,1167,102.08779907226562,33.896549224853516,241,20.393415451049805,56400,17.66,0.019081339240074158,56399,-6.410497188568115,-43.67564776000001,,
282500,0.0007,1168,-600.8312377929688,5980.85693359375,241,20.392545700073242,56500,18.68,0.0190973449498415,56499,-0.008997201919555664,-45.141817180000004,,
283000,0.0007,1169,53.557281494140625,8.078267097473145,241,20.363391876220703,56600,20.58,0.019178256392478943,56599,-3.419947624206543,-48.99100752999999,,
283500,0.0007,1170,-2694.63916015625,15833.171875,242,20.344358444213867,56700,21.39,0.019212424755096436,56699,-0.38528943061828613,-49.49270182,,
284000,0.0007,1172,245.1001739501953,455.30889892578125,242,20.35048484802246,56800,22.01,0.019209597259759903,56799,-985.4011840820312,-49.26119711000001,,
284500,0.0007,1173,-1451.605712890625,7482.0751953125,242,20.350833892822266,56900,21.98,0.01921953819692135,56899,0.4817558526992798,-47.648676570000006,,
285000,0.0007,,2.4531123638153076,1.1934678554534912,,20.355127334594727,,,0.019200772047042847,56999,0.9998319537844509,,35.3,-73.34403899684548
285000,,1174,,,242,,57000,21.66,,,,-45.65190447,,
285500,0.0007,1175,58.47381591796875,11.63342571258545,242,20.38020133972168,57100,19.97,0.01915493607521057,57099,-11.088702201843262,-41.50319723,,
286000,0.0007,1176,-730.2633666992188,1394.1815185546875,243,20.390607833862305,57200,21.96,0.01912732981145382,57199,-0.25646138191223145,-45.98327029,,
286500,0.0007,1178,-10.210429191589355,8.593600273132324,243,20.379295349121094,57300,19.74,0.019147135317325592,57299,-9.475566864013672,-41.82217417999999,,
287000,0.0007,1179,-519.7052612304688,5430.00537109375,243,20.354299545288086,57400,20.55,0.019192922860383987,57399,0.2528563141822815,-44.16050895,,
287500,0.0007,1180,-133.48008728027344,154.8962860107422,243,20.34564781188965,57500,20.72,0.019216017797589302,57499,0.9703810103237629,-45.350356440000006,,
288000,0.0007,1181,-20.627023696899414,3.045414686203003,243,20.360803604125977,57600,17.41,0.019187748432159424,57599,-1.1091411113739014,-38.626350710000004,,
288500,0.0007,1182,-448.71417236328125,464.50225830078125,243,20.372364044189453,57700,20.52,0.019156482070684433,57699,-0.7754340171813965,-46.78224084999999,,
289000,0.0007,1183,82.4539794921875,38.08681869506836,244,20.365598678588867,57800,16.75,0.019162170588970184,57799,-18.7630615234375,-38.7781085,,
289500,0.0007,1185,-2618.906005859375,16774.42578125,244,20.385160446166992,57900,13.21,0.019128017127513885,57899,-14.269736289978027,-30.215527950000006,,
290000,0.0007,,76.37065887451172,15.70124340057373,,20.394554138183594,,,0.019114453345537186,57999,0.06767332553863525,,24.6,-57.88362659811973
290000,,1186,,,244,,58000,14.96,,,,-34.09983152,,
290500,0.0007,1187,-6.0094499588012695,5.455681800842285,244,20.346479415893555,58100,18.61,0.019240187481045723,58099,-2.796889305114746,-42.82935752999999,,
291000,0.0007,1188,497.5687561035156,2084.7822265625,244,20.3568172454834,58200,18.5,0.019221488386392593,58199,-583.1511840820312,-44.11560325000001,,
291500,0.0007,1189,-1325.547119140625,3994.66015625,244,20.383838653564453,58300,16.64,0.019152039662003517,58299,-20.35506248474121,-40.88699949,,
292000,0.0007,1190,-36.826019287109375,14.801243782043457,245,20.360397338867188,58400,14.59,0.01921955682337284,58399,-3.3131165504455566,-35.71689922,,
292500,0.0007,1192,-2329.552490234375,11854.4501953125,245,20.356590270996094,58500,16.65,0.019225262105464935,58499,-8.666177749633789,-40.56413548999999,,
293000,0.0007,1193,155.67584228515625,85.91793060302734,245,20.320585250854492,58600,17.18,0.019316213205456734,58599,-13.04937744140625,-41.07832362,,
293500,0.0007,1194,106.2550277709961,37.08793258666992,245,20.315719604492188,58700,18.39,0.019328869879245758,58699,-2.4031729698181152,-44.17981232,,
294000,0.0007,1195,-62.9530029296875,9.275848388671875,245,20.32626724243164,58800,14.98,0.019300593063235283,58799,0.7700926214456558,-35.917302660000004,,
294500,0.0007,1196,39.377071380615234,21.162845611572266,246,20.33892822265625,58900,15.13,0.019276652485132217,58899,0.9927171957679093,-35.91815546,,
295000,0.0007,,105.56021881103516,32.145294189453125,,20.331180572509766,,,0.01929757185280323,58999,0.0,,14.7,-33.95984969139099
295000,,1197,,,246,,59000,13.46,,,,-31.470042100000004,,
295500,0.0007,1199,61.5385627746582,12.251489639282227,246,20.260297775268555,59100,13.46,0.01947735995054245,59099,0.0,-31.470042100000004,,
296000,0.0007,1200,-1417.9619140625,5131.880859375,246,20.25429344177246,59200,23.24,0.01949670910835266,59199,-60.6972770690918,-59.652043739999996,,
296500,0.0007,1201,-501.5943908691406,941.2439575195312,246,20.277517318725586,59300,22.57,0.019439566880464554,59299,-42.695655822753906,-57.59789883000001,,
297000,0.0007,1202,-132.6004180908203,352.0653381347656,246,20.254919052124023,59400,23.94,0.01950163207948208,59399,-212.856689453125,-59.61154408,,
297500,0.0007,1203,-207.931396484375,620.0166015625,247,20.254798889160156,59500,26.47,0.01949864812195301,59499,-0.09075582027435303,-64.89121942,,
298000,0.0007,1205,253.3402862548828,274.8468322753906,247,20.321609497070312,59600,16.84,0.019350923597812653,59599,-20.328025817871094,-37.157024060000005,,
298500,0.0007,1206,45.03816223144531,20.53352928161621,247,20.3546199798584,59700,17.33,0.01927006244659424,59699,0.9353084862232208,-39.26657436000001,,
299000,0.0007,1207,-326.7224426269531,354.925537109375,247,20.32417106628418,59800,18.94,0.019340313971042633,59799,-9.895994186401367,-43.66337439000001,,
299500,0.0007,1208,78.16832733154297,39.293373107910156,247,20.344314575195312,59900,20.52,0.019295163452625275,59899,-2.901846170425415,-47.129595249999994,,
300000,0.0007,,145.7384490966797,58.68793869018555,,20.339895248413086,,,0.01930662989616394,59999,-3.299030303955078,,28.7,-58.41034159064293
300000,,1209,,,247,,60000,23.31,,,,-52.76978354,,
300500,0.0007,1210,15.412530899047852,0.700765073299408,248,20.336109161376953,60100,24.76,0.019315987825393677,60099,-0.07335245609283447,-55.728251279999995,,
301000,0.0007,1212,114.38215637207031,79.90219116210938,248,20.300495147705078,60200,24.76,0.019396010786294937,60199,-12298.4228515625,-55.728251279999995,,
301500,0.0007,1213,10.133631706237793,0.30733999609947205,248,20.269153594970703,60300,36.33,0.019464600831270218,60299,-0.0006285905838012695,-83.74801888999998,,
302000,0.0007,1214,25.04576873779297,1.7330875396728516,248,20.19407081604004,60400,36.33,0.01965569704771042,60399,-0.0002809762954711914,-83.74801888999998,,
302500,0.0007,1215,2617.780029296875,17174.248046875,248,20.19654655456543,60500,46.04,0.01963808387517929,60499,-4501.5126953125,-110.70023020000001,,
303000,0.0007,1216,178.67105102539062,111.80651092529297,249,20.19728660583496,60600,46.45,0.01963287778198719,60599,-13.268585205078125,-110.91231738999998,,
303500,0.0007,1217,16.709014892578125,0.758411705493927,249,20.177642822265625,60700,49.88,0.019682615995407104,60699,-0.017177343368530273,-117.08985112000002,,
304000,0.0007,1219,5.04341983795166,0.07817249745130539,249,20.128650665283203,60800,49.88,0.019797010347247124,60799,-0.004295468330383301,-117.08985112000002,,
304500,0.0007,1220,-0.3591131269931793,0.00037731253542006016,249,20.08770751953125,60900,59.78,0.01989535242319107,60899,-0.004655599594116211,-142.90831111,,
305000,0.0007,,2.0946414470672607,0.012776029296219349,,20.14120864868164,,,0.019761934876441956,60999,0.00019884109497070312,,1000.0,-2539.7783482074738
305000,,1232,,,247,,61000,59.78,,,,-142.90831111,,
305500,0.0007,1233,-5.621603488922119,0.09134788811206818,247,20.1498966217041,61100,69.69,0.019743695855140686,61099,-0.2221928834915161,-167.24126944,,
306000,0.0007,1234,1.5672372579574585,0.020289016887545586,247,20.155349731445312,61200,73.02,0.019733976572752,61199,-6.744183540344238,-173.93509439000002,,
306500,0.0007,1235,-757.6180419921875,4181.17431640625,247,20.130084991455078,61300,77.16,0.01980130933225155,61299,0.1181066632270813,-179.61107234,,
307000,0.0007,1237,183.0251922607422,118.59950256347656,248,20.155216217041016,61400,77.13,0.019742220640182495,61399,-18.94963836669922,-178.27022670000002,,
307500,0.0007,1238,7.087071895599365,4.206389904022217,248,20.169052124023438,61500,63.03,0.019706441089510918,61499,-0.3297276496887207,-142.46343438000002,,
308000,0.0007,1239,307.57684326171875,350.7228088378906,248,20.157276153564453,61600,51.94,0.019739536568522453,61599,-69.69176483154297,-112.84116038,,
308500,0.0007,1240,140.40069580078125,81.7537841796875,248,20.152984619140625,61700,51.94,0.01976381056010723,61699,-34.36085891723633,-112.84116038,,
309000,0.0007,1241,869.6593017578125,3416.435302734375,248,20.14275360107422,61800,57.21,0.019791599363088608,61799,-309.8775634765625,-124.33579820000001,,
309500,0.0007,1242,-80.65140533447266,40.97675704956055,249,20.109954833984375,61900,28.72,0.019882921129465103,61899,-8.299063682556152,-58.84654444000001,,
310000,0.0007,,163.65524291992188,79.91246795654297,,20.094486236572266,,,0.019908925518393517,61999,0.4503241181373596,,22.9,-54.92045836448669
310000,,1244,,,249,,62000,29.3,,,,-61.71781399,,
310500,0.0007,1245,111.81011199951172,44.63624954223633,249,20.089500427246094,62100,31.0,0.01994045078754425,62099,-4.62396764755249,-66.66937680999999,,
311000,0.0007,1246,-124.16243743896484,54.38360595703125,249,20.053955078125,62200,35.08,0.02001761645078659,62199,-3.746389389038086,-76.68969995,,
311500,0.0007,1247,117.6973876953125,39.36530685424805,249,20.04688835144043,62300,28.2,0.020051779225468636,62299,-2.4328014850616455,-63.176943300000005,,
312000,0.0007,1249,-306.2012634277344,269.9486389160156,249,20.033334732055664,62400,30.72,0.02010447159409523,62399,-9.676246643066406,-67.75608770999999,,
312500,0.0007,1250,-358.09527587890625,486.98712158203125,249,20.05606460571289,62500,32.38,0.020054908469319344,62499,-70.48467254638672,-70.54743208,,
313000,0.0007,1251,-127.75276184082031,49.570068359375,250,20.070249557495117,62600,37.02,0.020009512081742287,62599,-9.172014236450195,-79.32570260000001,,
313500,0.0007,1252,49.54789352416992,10.82836627960205,250,20.0756778717041,62700,38.33,0.019993126392364502,62699,-3.17891788482666,-81.44526545,,
314000,0.0007,1253,55.134033203125,8.74162483215332,250,20.030078887939453,62800,38.33,0.02009478397667408,62799,0.15436238050460815,-81.44526545,,
314500,0.0007,1254,-39.2951545715332,10.597837448120117,250,20.052701950073242,62900,45.07,0.020038362592458725,62899,-9.992355346679688,-92.93428639000001,,
315000,0.0007,,-0.6941437125205994,3.882611036300659,,20.050155639648438,,,0.02004925161600113,62999,-4.279088973999023,,13.7,-27.162746077775957
315000,,1256,,,250,,63000,38.85,,,,-76.0069189,,
315500,0.0007,1257,60.94511795043945,46.38309097290039,250,20.063932418823242,63100,37.94,0.02002812549471855,63099,-36.04595184326172,-73.73265002,,
316000,0.0007,1258,-60.4589958190918,13.247909545898438,251,20.068870544433594,63200,39.68,0.02000420168042183,63199,-4.731927394866943,-74.7837638,,
316500,0.0007,1259,-2202.872314453125,13129.3037109375,251,20.06744384765625,63300,42.56,0.020033935084939003,63299,-93.82630920410156,-78.39737393,,
317000,0.0007,1260,17.3769588470459,1.4244365692138672,251,20.05230140686035,63400,38.58,0.020057033747434616,63399,-0.5190062522888184,-69.38572748,,
317500,0.0007,1262,61.20231246948242,34.9611701965332,251,20.077634811401367,63500,29.45,0.020009487867355347,63499,-20.678146362304688,-50.35703991,,
318000,0.0007,1263,-30.57539176940918,2.5117359161376953,251,20.07343864440918,63600,32.17,0.020013511180877686,63599,-0.600212574005127,-55.695819789999994,,
318500,0.0007,1264,17.6806640625,17.627702713012695,251,20.090763092041016,63700,34.31,0.019995974376797676,63699,-126.65180969238281,-59.07977124000001,,
319000,0.0007,1265,-29.283029556274414,7.977280616760254,252,20.11347770690918,63800,24.56,0.019926168024539948,63799,-4.027247428894043,-43.40354542999999,,
319500,0.0007,1266,-647.39697265625,3338.11181640625,252,20.14165687561035,63900,22.96,0.019873514771461487,63899,-574.5914306640625,-41.698923400000005,,
320000,0.0007,,83.0625,21.81747817993164,,20.132282257080078,,,0.019898932427167892,63999,-6.602331161499023,,17.1,-35.95574683919549
320000,,1267,,,252,,64000,23.02,,,,-42.601867809999995,,
320500,0.0007,1269,204.5101776123047,415.777099609375,252,20.120389938354492,64100,19.98,0.019937217235565186,64099,-122.30549621582031,-38.586962660000005,,
321000,0.0007,1270,485.7989196777344,1021.0994262695312,252,20.102447509765625,64200,17.27,0.01998099498450756,64199,-205.42787170410156,-35.51511282,,
321500,0.0007,1271,-115.03414154052734,237.1203155517578,252,20.13191795349121,64300,13.62,0.01990785449743271,64299,0.8885200843214989,-29.54171848,,
322000,0.0007,1272,-925.4822387695312,3141.40087890625,253,20.159317016601562,64400,14.38,0.019836291670799255,64399,-153.10800170898438,-31.946749399999998,,
322500,0.0007,1273,215.04629516601562,1318.5191650390625,253,20.185325622558594,64500,14.99,0.019769255071878433,64499,-195.39613342285156,-34.76819809,,
323000,0.0007,1274,528.0264282226562,964.2986450195312,253,20.22224235534668,64600,15.82,0.01970065012574196,64599,-57.67593765258789,-38.41793631000001,,
323500,0.0007,1275,159.4148712158203,66.01019287109375,253,20.210289001464844,64700,15.2,0.019735313951969147,64699,0.33363866806030273,-37.543357410000006,,
324000,0.0007,1276,-1321.5123291015625,5480.7421875,253,20.21990394592285,64800,14.57,0.019706139340996742,64799,0.02223360538482666,-34.649663610000005,,
324500,0.0007,1278,-7.0121893882751465,5.28415060043335,253,20.245685577392578,64900,14.45,0.019662050530314445,64899,-0.45518016815185547,-33.27799764,,
325000,0.0007,,-90.22648620605469,19.67740821838379,,20.248502731323242,,,0.01964738219976425,64999,0.7424400448799133,,24.1,-50.467348873615265
325000,,1279,,,254,,65000,18.66,,,,-40.61501515,,
325500,0.0007,1280,-100.5222396850586,30.6513671875,254,20.255577087402344,65100,20.84,0.01962563768029213,65099,-2.311873435974121,-43.927047540000004,,
326000,0.0007,1281,30.06451416015625,7.794460296630859,254,20.291568756103516,65200,20.92,0.01954534649848938,65199,-0.7309515476226807,-42.777457909999995,,
326500,0.0007,1283,-967.4044189453125,3221.343017578125,254,20.305335998535156,65300,18.36,0.019504662603139877,65299,0.047607362270355225,-37.41289959000001,,
327000,0.0007,1284,-409.80523681640625,411.97613525390625,254,20.329288482666016,65400,14.83,0.019457777962088585,65399,0.025756537914276123,-31.62132983,,
327500,0.0007,1285,31.15301513671875,17.521841049194336,254,20.353256225585938,65500,14.9,0.01940319500863552,65499,-1.8129839897155762,-32.55976571,,
328000,0.0007,1287,-410.25323486328125,571.2640991210938,254,20.349210739135742,65600,13.48,0.019419673830270767,65599,-8.769503593444824,-29.488543159999995,,
328500,0.0007,1288,-554.5963745117188,760.0491333007812,254,20.382766723632812,65700,14.68,0.01934058591723442,65699,-0.7399740219116211,-31.98157567,,
329000,0.0007,1289,221.97276306152344,190.43765258789062,255,20.37900161743164,65800,14.62,0.019344424828886986,65799,0.8530602753162384,-32.405399360000004,,
329500,0.0007,1290,14.06967830657959,67.35196685791016,255,20.378202438354492,65900,15.7,0.01934049278497696,65899,-9.310190200805664,-34.45588967,,
330000,0.0007,,58.15913772583008,37.159820556640625,,20.368854522705078,,,0.0193529911339283,65999,0.9357984811067581,,16.1,-35.63688322901726
330000,,1292,,,255,,66000,16.54,,,,-36.14558248,,
330500,0.0007,1294,-148.7530059814453,78.5714340209961,255,20.34552574157715,66100,18.11,0.019410474225878716,66099,-3.0721688270568848,-39.46989467,,
331000,0.0007,1295,-372.5987243652344,580.3866577148438,255,20.377878189086914,66200,17.75,0.0193247739225626,66199,0.13894033432006836,-38.31562024,,
331500,0.0007,1297,-254.77163696289062,319.9017028808594,255,20.409934997558594,66300,17.37,0.019258257001638412,66299,-19.03281593322754,-37.437137570000004,,
332000,0.0007,1299,-73.29888916015625,276.0088195800781,255,20.436485290527344,66400,16.0,0.019208844751119614,66399,0.2225954532623291,-34.12950127,,
332500,0.0007,1301,-367.07379150390625,555.75439453125,255,20.44900894165039,66500,16.43,0.019177064299583435,66499,0.5074965357780457,-34.92954111,,
333000,0.0007,1303,139.51290893554688,197.15196228027344,255,20.459348678588867,66600,15.36,0.01916404627263546,66599,-25.139562606811523,-33.02599246,,
333500,0.0007,1304,-322.3428649902344,336.9831237792969,255,20.47997283935547,66700,15.44,0.019127290695905685,66699,-7.429238319396973,-33.6758926,,
334000,0.0007,1306,-114.51354217529297,199.26406860351562,255,20.478422164916992,66800,14.27,0.019128914922475815,66799,0.534756600856781,-31.47261402,,
334500,0.0007,1308,10.216064453125,3.0059125423431396,255,20.464149475097656,66900,15.5,0.019163217395544052,66899,0.6393781900405884,-34.44566858,,
335000,0.0007,,37.606754302978516,64.1668472290039,,20.502700805664062,,,0.01906628906726837,66999,-4.207583904266357,,14.5,-33.89621330499649
335000,,1310,,,255,,67000,14.39,,,,-32.4391326,,
335500,0.0007,1312,-64.68696594238281,22.043415069580078,255,20.4858455657959,67100,14.06,0.019103210419416428,67099,0.9294241741299629,-32.65718147999999,,
336000,0.0007,1314,12.147261619567871,12.122570991516113,255,20.480976104736328,67200,14.57,0.019115466624498367,67199,-0.20215380191802979,-34.23312366,,
336500,0.0007,1316,14.651354789733887,8.8641357421875,255,20.455495834350586,67300,15.45,0.019177697598934174,67299,0.041445791721343994,-36.18562426,,
337000,0.0007,1317,-98.29412841796875,28.361175537109375,255,20.4326114654541,67400,16.25,0.01924814097583294,67399,0.4991939067840576,-37.58564384,,
337500,0.0007,1319,-83.46182250976562,101.00846099853516,255,20.387134552001953,67500,15.46,0.01937881112098694,67499,-4.847189903259277,-34.96091577,,
338000,0.0007,1321,-68.22686767578125,14.637636184692383,255,20.387914657592773,67600,15.5,0.01936255395412445,67599,0.46435272693634033,-34.7608072,,
338500,0.0007,1323,-181.19810485839844,237.22756958007812,255,20.40614128112793,67700,16.03,0.019318651407957077,67699,0.6308658123016357,-36.22270922,,
339000,0.0007,1325,-724.9627075195312,1425.599853515625,255,20.39841079711914,67800,16.36,0.019361700862646103,67799,-2.3145956993103027,-36.79479214,,
339500,0.0007,1326,26.11324119567871,5.172128200531006,255,20.384061813354492,67900,17.98,0.01939917914569378,67899,0.44138991832733154,-39.86117349999999,,
340000,0.0007,,66.44711303710938,12.215757369995117,,20.37031364440918,,,0.019446443766355515,67999,0.08924877643585205,,21.6,-45.979926800727846
340000,,1328,,,255,,68000,17.46,,,,-38.7093288,,
340500,0.0007,1330,-712.32470703125,2516.35107421875,255,20.356361389160156,68100,23.52,0.01946989819407463,68099,0.11430513858795166,-50.28838585,,
341000,0.0007,1332,-234.2587127685547,809.0309448242188,255,20.354223251342773,68200,24.43,0.019483573734760284,68199,0.5900156497955322,-51.06119845999999,,
341500,0.0007,1333,85.04625701904297,21.217893600463867,256,20.379627227783203,68300,25.46,0.019443027675151825,68299,-0.057231903076171875,-52.12290231999999,,
342000,0.0007,1335,91.84761810302734,22.986793518066406,256,20.401865005493164,68400,26.4,0.019388794898986816,68399,-1.3058056831359863,-53.28472597999999,,
342500,0.0007,1337,121.1833724975586,38.549293518066406,256,20.430875778198242,68500,21.72,0.019303373992443085,68499,0.690130889415741,-43.317875019999995,,
