rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/loss,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/std,train/value_loss,train/clip_fraction,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,eval/mean_reward,eval/mean_ep_length
,,,480000,,,512504.40625,0.0003,0.2,-0.0738412343111122,0.760209321975708,981871.616796875,0.44541015625,2340,-19.410728174448014,0.08032843,1.1920928955078125e-07,81777.84050979614,1000.0
1000.0,74556.01916593999,235,481280,3880,124,,,,,,,,,,,,,
1000.0,74674.73218051999,236,483328,3885,124,469739.03125,0.0003,0.2,-0.07760574563289993,0.7596504092216492,1050121.0208984376,0.4619140625,2350,-19.404876494407652,0.09854845,7.50422477722168e-05,,
,,,485000,,,488017.84375,0.0003,0.2,-0.07843808282050305,0.7576947212219238,1002595.4580078125,0.480810546875,2360,-19.36767735481262,0.09676962,0.0,83117.93157691955,1000.0
1000.0,74617.14890177999,237,485376,3915,123,,,,,,,,,,,,,
1000.0,74680.68947150001,238,487424,3920,124,529795.75,0.0003,0.2,-0.07942496269242838,0.7580346465110779,965512.3373046875,0.460888671875,2370,-19.36027154326439,0.09066124,0.0,,
1000.0,74780.30915177,239,489472,3925,124,685770.375,0.0003,0.2,-0.09436883304151707,0.7565618753433228,1312822.5361328125,0.4873046875,2380,-19.344151419401168,0.10502708,7.331371307373047e-06,,
,,,490000,,,586204.8125,0.0003,0.2,-0.07911873770644888,0.7563008069992065,1106202.788671875,0.463134765625,2390,-19.32458581328392,0.09614107,1.1920928955078125e-07,84514.86557559967,1000.0
1000.0,74919.73044755,240,491520,3957,124,,,,,,,,,,,,,
1000.0,75070.23941653999,241,493568,3962,124,729441.875,0.0003,0.2,-0.08869557167345192,0.7562596797943115,1279529.517578125,0.48896484375,2400,-19.329643869400023,0.10767998,1.6689300537109375e-06,,
,,,495000,,,658284.375,0.0003,0.2,-0.09537993511767126,0.7560487985610962,1403769.46484375,0.47783203125,2410,-19.32561587691307,0.09806425,5.960464477539063e-08,84254.3652147293,1000.0
1000.0,75238.61893393,242,495616,3993,124,,,,,,,,,,,,,
1000.0,75278.83610401,243,497664,3998,124,568222.875,0.0003,0.2,-0.085243628162425,0.7550449371337891,1057351.2515625,0.494677734375,2420,-19.30691992640495,0.108671986,0.0,,
1000.0,75318.63408902001,244,499712,4003,124,549318.3125,0.0003,0.2,-0.08067848554637749,0.7534774541854858,1162427.4091796875,0.458544921875,2430,-19.273082292079927,0.09886469,-0.00014984607696533203,,
,,,500000,,,522340.09375,0.0003,0.2,-0.07893935581669212,0.7521218657493591,1144231.946875,0.45966796875,2440,-19.244700801372527,0.097422816,0.0,85037.14331302643,1000.0
1000.0,75477.21629253999,245,501760,4031,124,,,,,,,,,,,,,
1000.0,75576.80153340998,246,503808,4036,124,524506.625,0.0003,0.2,-0.07966971645364537,0.751797080039978,1170785.551953125,0.458935546875,2450,-19.223000633716584,0.10347028,0.0,,
,,,505000,,,584703.875,0.0003,0.2,-0.0838280277675949,0.7509729862213135,1186995.5494140624,0.485791015625,2460,-19.211481082439423,0.09757402,2.980232238769531e-07,84419.87941713333,1000.0
1000.0,75742.83204049998,247,505856,4063,124,,,,,,,,,,,,,
1000.0,75808.30018348999,248,507904,4067,124,485236.65625,0.0003,0.2,-0.08009156233165413,0.7489535212516785,1040181.8857421875,0.47861328125,2470,-19.174970376491547,0.108572304,5.960464477539063e-08,,
1000.0,75959.37288611,249,509952,4071,125,628526.625,0.0003,0.2,-0.09313488546176814,0.7484190464019775,1118903.971484375,0.525,2480,-19.144988107681275,0.11682254,-2.384185791015625e-07,,
,,,510000,,,724819.25,0.0003,0.2,-0.08927056021639146,0.74751877784729,1356328.66953125,0.48369140625,2490,-19.13218903541565,0.106571004,-1.1920928955078125e-07,83555.81392726899,1000.0
1000.0,76161.38809362001,250,512000,4098,124,,,,,,,,,,,,,
1000.0,76291.26167993,251,514048,4103,125,690238.75,0.0003,0.2,-0.08968316910613794,0.7461289167404175,1294332.65234375,0.482763671875,2500,-19.100095051527024,0.10370029,0.0,,
,,,515000,,,597622.375,0.0003,0.2,-0.08411129099549726,0.745573103427887,1198117.84296875,0.476708984375,2510,-19.079933577775954,0.09909369,5.960464477539063e-08,84095.58434734345,1000.0
1000.0,76397.42190238001,252,516096,4129,124,,,,,,,,,,,,,
1000.0,76412.78509430001,253,518144,4134,125,535156.375,0.0003,0.2,-0.07572646024054848,0.74545818567276,1159734.88046875,0.464404296875,2520,-19.06942435503006,0.10375726,1.7881393432617188e-07,,
,,,520000,,,527704.0,0.0003,0.2,-0.07755818965961225,0.7449382543563843,1083095.231640625,0.486279296875,2530,-19.061748653650284,0.102321655,-1.1920928955078125e-07,84449.41494979858,1000.0
1000.0,76520.64104088,254,520192,4160,125,,,,,,,,,,,,,
1000.0,76502.69503325,255,522240,4164,125,527538.125,0.0003,0.2,-0.0840777730976697,0.74434494972229,961064.8458984375,0.483056640625,2540,-19.048688608407975,0.1055295,0.0,,
1000.0,76735.53476522,256,524288,4168,125,547392.875,0.0003,0.2,-0.09662542073638178,0.7432238459587097,1332530.9638671875,0.5189453125,2550,-19.026042783260344,0.10881307,0.0,,
,,,525000,,,672468.0625,0.0003,0.2,-0.09800301306531764,0.7413089871406555,1470563.6453125,0.5087890625,2560,-18.994471162557602,0.110822044,5.960464477539063e-08,81589.95651836395,1000.0
1000.0,76779.05227306999,257,526336,4195,125,,,,,,,,,,,,,
1000.0,76896.33049405,258,528384,4200,125,573340.0,0.0003,0.2,-0.07701429265143815,0.7397107481956482,1146572.237890625,0.490185546875,2570,-18.950198537111284,0.12437649,7.152557373046875e-07,,
,,,530000,,,646151.25,0.0003,0.2,-0.08053130931220949,0.7382039427757263,1154392.7515625,0.481103515625,2580,-18.913224416971207,0.10057423,0.0,80655.82251434326,1000.0
1000.0,76924.81969629,259,530432,4227,125,,,,,,,,,,,,,
1000.0,76969.0556278,260,532480,4231,125,445644.375,0.0003,0.2,-0.06764298553171103,0.7380396127700806,1019240.71171875,0.451708984375,2590,-18.89895014166832,0.10187119,1.1920928955078125e-07,,
1000.0,76997.73457485,261,534528,4235,126,587930.3125,0.0003,0.2,-0.0631436958356062,0.7376485466957092,1030353.9583984375,0.434716796875,2600,-18.891473472118378,0.09264678,5.960464477539063e-08,,
,,,535000,,,469361.0,0.0003,0.2,-0.08899311434070115,0.7366417050361633,1089126.5703125,0.52333984375,2610,-18.87699254155159,0.123711705,0.0,82750.08835983276,1000.0
1000.0,77163.73811161,262,536576,4262,125,,,,,,,,,,,,,
1000.0,77280.64862790001,263,538624,4266,126,786532.5,0.0003,0.2,-0.09864620059961453,0.7372028231620789,1604463.74609375,0.51357421875,2620,-18.876969838142394,0.120908216,-1.049041748046875e-05,,
,,,540000,,,605622.25,0.0003,0.2,-0.07702149531978648,0.7366405725479126,1116676.2171875,0.474755859375,2630,-18.871310847997666,0.11089365,1.1920928955078125e-07,85278.92484722138,1000.0
1000.0,77339.72032764,264,540672,4292,125,,,,,,,,,,,,,
1000.0,77354.75377297,265,542720,4297,126,497307.3125,0.0003,0.2,-0.08066916242678417,0.7367678284645081,1067918.9740234376,0.49111328125,2640,-18.86909317970276,0.1086225,7.748603820800781e-07,,
1000.0,77460.55120680001,266,544768,4301,126,504163.59375,0.0003,0.2,-0.07576970183872618,0.73665452003479,1091753.8224609375,0.481494140625,2650,-18.86977791786194,0.113352016,0.0,,
,,,545000,,,592126.875,0.0003,0.2,-0.09057433507114183,0.7356590032577515,1185818.2966796875,0.488330078125,2660,-18.856702542304994,0.118010625,0.0,80899.32461967468,1000.0
1000.0,77424.30622566999,267,546816,4328,126,,,,,,,,,,,,,
1000.0,77537.30750396,268,548864,4332,126,522204.25,0.0003,0.2,-0.08541108390782029,0.7348549365997314,1053005.7587890625,0.506298828125,2670,-18.840546345710756,0.111151904,0.0,,
,,,550000,,,460249.40625,0.0003,0.2,-0.08001662492752075,0.7326598763465881,1023174.4697265625,0.509033203125,2680,-18.7948857486248,0.111393586,2.2292137145996094e-05,83784.99172449112,1000.0
1000.0,77448.34750245,269,550912,4359,126,,,,,,,,,,,,,
1000.0,77488.06371901,270,552960,4364,126,448733.9375,0.0003,0.2,-0.07805925346328876,0.7328227758407593,875323.475390625,0.519921875,2690,-18.781893849372864,0.12054002,0.00011795759201049805,,
,,,555000,,,687632.625,0.0003,0.2,-0.09250580247899051,0.7315572500228882,1398123.86875,0.50703125,2700,-18.768263179063798,0.13357276,1.1920928955078125e-07,84913.062874794,1000.0
1000.0,77743.75422717,271,555008,4391,126,,,,,,,,,,,,,
1000.0,77986.14956117998,272,557056,4395,126,530043.0625,0.0003,0.2,-0.0800814238784369,0.7312789559364319,1203337.8314453126,0.493603515625,2710,-18.749096471071244,0.123966366,5.960464477539063e-08,,
1000.0,78327.4837461,273,559104,4400,127,760300.4375,0.0003,0.2,-0.09807482426404021,0.7306498289108276,1327749.1197265624,0.5173828125,2720,-18.73804255127907,0.11795652,2.6226043701171875e-06,,
,,,560000,,,594612.0625,0.0003,0.2,-0.0777909923082916,0.7293500304222107,1157009.2880859375,0.47041015625,2730,-18.707248520851135,0.103308156,1.7881393432617188e-07,82693.79447154999,1000.0
1000.0,78457.56863252,274,561152,4426,126,,,,,,,,,,,,,
1000.0,78654.9792274,275,563200,4430,127,617834.625,0.0003,0.2,-0.09354692891356535,0.7287270426750183,1278383.650390625,0.515380859375,2740,-18.695405966043474,0.13306552,-1.1920928955078125e-07,,
,,,565000,,,610773.8125,0.0003,0.2,-0.07923274636850693,0.728039562702179,1187184.8228515624,0.50634765625,2750,-18.67324829697609,0.12012127,0.0,84774.7178264618,1000.0
1000.0,78664.9304859,276,565248,4458,126,,,,,,,,,,,,,
1000.0,78842.50771572,277,567296,4462,127,480702.375,0.0003,0.2,-0.07597218417795375,0.7282442450523376,1051397.5998046875,0.518603515625,2760,-18.670240169763566,0.13534814,0.0,,
1000.0,78902.92000135001,278,569344,4466,127,570793.4375,0.0003,0.2,-0.08117098671209533,0.727625846862793,1249236.1798828125,0.492822265625,2770,-18.663942605257034,0.11086635,5.960464477539063e-08,,
,,,570000,,,445343.125,0.0003,0.2,-0.07547919722564984,0.7259455323219299,998449.3900390625,0.50009765625,2780,-18.630801397562028,0.10878034,0.0,90494.63051176071,1000.0
1000.0,78994.94450574,279,571392,4493,127,,,,,,,,,,,,,
1000.0,79085.11167227999,280,573440,4497,127,570976.375,0.0003,0.2,-0.09619077606475912,0.7243817448616028,1410579.110546875,0.520947265625,2790,-18.59309932589531,0.11466023,0.0,,
,,,575000,,,656363.875,0.0003,0.2,-0.07640201379836072,0.7241610288619995,1167580.0248046876,0.50263671875,2800,-18.576889985799788,0.12267111,0.0,87629.25259799957,1000.0
1000.0,79142.26542899,281,575488,4524,127,,,,,,,,,,,,,
1000.0,79058.86203523999,282,577536,4528,127,675615.5,0.0003,0.2,-0.09786485754302703,0.7230696678161621,1274982.980859375,0.5201171875,2810,-18.555357253551485,0.13141486,1.6093254089355469e-06,,
1000.0,79192.96378988,283,579584,4532,127,561424.5,0.0003,0.2,-0.07924085258273408,0.7215006351470947,1031964.9494140625,0.518603515625,2820,-18.527078294754027,0.13508654,0.0,,
,,,580000,,,526131.1875,0.0003,0.2,-0.08668858633609489,0.7203894853591919,1068235.89765625,0.51044921875,2830,-18.48934773206711,0.11865692,0.0,86846.8811173439,1000.0
1000.0,79295.56577748,284,581632,4559,127,,,,,,,,,,,,,
1000.0,79397.79019624,285,583680,4564,127,561393.625,0.0003,0.2,-0.08637642671674257,0.719396710395813,1092728.2326171875,0.538720703125,2840,-18.464691787958145,0.14482296,5.960464477539063e-08,,
,,,585000,,,563082.375,0.0003,0.2,-0.08829193395795301,0.7191287875175476,1318278.418359375,0.505859375,2850,-18.4526427924633,0.11909589,-1.1920928955078125e-07,85479.09180355072,1000.0
1000.0,79632.48237787,286,585728,4590,127,,,,,,,,,,,,,
1000.0,79656.70940146,287,587776,4594,127,544688.5625,0.0003,0.2,-0.07887335193809122,0.7183666229248047,1147671.7072265625,0.51767578125,2860,-18.437694430351257,0.15093274,-1.1920928955078125e-07,,
1000.0,79590.53754728001,288,589824,4598,128,477840.3125,0.0003,0.2,-0.08216496786335484,0.7182750701904297,1157318.8478515625,0.517724609375,2870,-18.423201161623002,0.1294631,-1.1920928955078125e-07,,
,,,590000,,,889009.625,0.0003,0.2,-0.09703889084339608,0.7175872325897217,1331236.53515625,0.526416015625,2880,-18.418424081802367,0.13984585,5.364418029785156e-06,85890.81879196168,1000.0
1000.0,79455.44672975999,289,591872,4625,127,,,,,,,,,,,,,
1000.0,79481.18939992,290,593920,4630,128,361448.03125,0.0003,0.2,-0.09348573576135095,0.7161965370178223,746134.1916015625,0.568701171875,2890,-18.393286794424057,0.15228172,1.1920928955078125e-07,,
,,,595000,,,506181.9375,0.0003,0.2,-0.0787588172010146,0.7148621678352356,1114061.4947265624,0.484033203125,2900,-18.35077648162842,0.11155204,0.0,86234.99234466553,1000.0
1000.0,79478.97444269,291,595968,4662,127,,,,,,,,,,,,,
1000.0,79561.65233472001,292,598016,4667,128,661685.0,0.0003,0.2,-0.08735367210756521,0.7145306468009949,1228816.462890625,0.512646484375,2910,-18.341285169124603,0.12503818,0.0002970695495605469,,
,,,600000,,,542532.875,0.0003,0.2,-0.08010071090538987,0.7134185433387756,1079313.1025390625,0.5171875,2920,-18.321172380447386,0.13612245,0.0,87873.67604541779,1000.0
1000.0,79561.24009713,293,600064,4697,127,,,,,,,,,,,,,
1000.0,79616.75701961998,294,602112,4701,128,546350.8125,0.0003,0.2,-0.08081028583983425,0.7123497724533081,1068130.223046875,0.515478515625,2930,-18.29252309203148,0.12373763,0.0,,
1000.0,79764.79932394,295,604160,4705,128,602459.5625,0.0003,0.2,-0.08513861756655387,0.7117358446121216,1205795.6775390625,0.535498046875,2940,-18.27058310508728,0.14216486,0.0,,
,,,605000,,,608844.5625,0.0003,0.2,-0.09582708055968396,0.7105472683906555,1327256.46484375,0.521435546875,2950,-18.249539411067964,0.13808617,0.0,88587.68660001755,1000.0
1000.0,79860.77046397001,296,606208,4735,128,,,,,,,,,,,,,
1000.0,79851.58550411001,297,608256,4740,128,462583.0625,0.0003,0.2,-0.06970534077845514,0.7095396518707275,1054084.9623046876,0.489892578125,2960,-18.22388489842415,0.117784396,-2.384185791015625e-07,,
,,,610000,,,652237.75,0.0003,0.2,-0.09166726271214429,0.7083358764648438,1169007.13203125,0.541162109375,2970,-18.200052279233933,0.1456997,2.9802322387695312e-06,83501.4323811531,1000.0
1000.0,79778.60127386,298,610304,4770,127,,,,,,,,,,,,,
1000.0,79720.60989202,299,612352,4775,128,473064.625,0.0003,0.2,-0.0786157486931188,0.70728999376297,1070430.5916015625,0.5021484375,2980,-18.164817625284194,0.12700263,0.0,,
1000.0,79601.15536884,300,614400,4779,128,462619.75,0.0003,0.2,-0.07976544106204528,0.7060157656669617,1045737.736328125,0.5232421875,2990,-18.138796591758727,0.14689665,-1.1920928955078125e-07,,
,,,615000,,,433864.0,0.0003,0.2,-0.08288739463314414,0.7062280774116516,826058.332421875,0.541796875,3000,-18.130592530965806,0.14661294,-1.1920928955078125e-07,85223.03574819565,1000.0
1000.0,79719.56924019,301,616448,4809,128,,,,,,,,,,,,,
1000.0,79866.16241817,302,618496,4814,128,728216.0625,0.0003,0.2,-0.10163382066530176,0.7061200141906738,1425232.175,0.52578125,3010,-18.132621031999587,0.1430557,0.0,,
,,,620000,,,570432.25,0.0003,0.2,-0.09941309239075054,0.7044960856437683,1268527.2787109376,0.54013671875,3020,-18.1094912648201,0.15071228,3.886222839355469e-05,85387.90957822799,1000.0
1000.0,80032.45133380001,303,620544,4843,128,,,,,,,,,,,,,
1000.0,79974.46180683,304,622592,4847,128,557105.5,0.0003,0.2,-0.08535132242250257,0.7039464116096497,1150502.9771484374,0.526171875,3030,-18.08486313223839,0.15626943,0.0,,
1000.0,79633.4574017,305,624640,4852,128,387348.78125,0.0003,0.2,-0.06695741002331487,0.7028492093086243,769060.3291015625,0.512890625,3040,-18.063747382164003,0.13593362,1.1920928955078125e-07,,
,,,625000,,,453791.59375,0.0003,0.2,-0.09858435420901515,0.7018653750419617,1012835.4796875,0.561669921875,3050,-18.037385934591292,0.16903847,0.00036913156509399414,83800.39113922119,1000.0
1000.0,79668.29252701999,306,626688,4881,128,,,,,,,,,,,,,
1000.0,79894.39563776,307,628736,4886,128,640590.625,0.0003,0.2,-0.09087913098337594,0.7010110020637512,1257953.847265625,0.518798828125,3060,-18.01789409518242,0.14505588,0.0,,
,,,630000,,,714331.8125,0.0003,0.2,-0.10395717762003187,0.6994961500167847,1474815.639453125,0.5212890625,3070,-17.991910845041275,0.12678571,-1.1920928955078125e-07,88102.16991147996,1000.0
1000.0,79934.04687379,308,630784,4915,128,,,,,,,,,,,,,
1000.0,80083.09088002001,309,632832,4919,128,531446.75,0.0003,0.2,-0.09579732528654858,0.6973593235015869,1275412.6791015626,0.549609375,3080,-17.939559477567673,0.16656649,0.0,,
1000.0,80122.09900254,310,634880,4923,128,564580.1875,0.0003,0.2,-0.08004766088561155,0.6967645287513733,1013601.2716796875,0.517626953125,3090,-17.909308552742004,0.14896733,5.960464477539063e-08,,
,,,635000,,,380181.3125,0.0003,0.2,-0.08861412751139142,0.6955570578575134,805585.7517578125,0.543115234375,3100,-17.885547518730164,0.16367811,4.839897155761719e-05,85459.31901578903,1000.0
1000.0,79930.01216224,311,636928,4953,128,,,,,,,,,,,,,
1000.0,79840.57037687999,312,638976,4958,128,584214.6875,0.0003,0.2,-0.08377830467361491,0.6952824592590332,1150159.083203125,0.552734375,3110,-17.87299651503563,0.14786208,5.960464477539063e-08,,
,,,640000,,,508067.34375,0.0003,0.2,-0.07509578300523571,0.6943271160125732,950422.5275390625,0.5064453125,3120,-17.85420534014702,0.14098807,-1.1920928955078125e-07,85608.7226053238,1000.0
1000.0,79842.13066783,313,641024,4987,128,,,,,,,,,,,,,
1000.0,79847.72046578,314,643072,4991,128,610577.75,0.0003,0.2,-0.08916950345155783,0.6935229897499084,1128187.5107421875,0.5587890625,3130,-17.82947231531143,0.15234241,-1.1920928955078125e-07,,
,,,645000,,,602351.25,0.0003,0.2,-0.08640334794472437,0.693576455116272,1120936.3869140625,0.5126953125,3140,-17.819162946939468,0.13733096,0.0,88067.65127820968,1000.0
1000.0,79806.30457044,315,645120,5020,128,,,,,,,,,,,,,
1000.0,79893.37517915,316,647168,5024,128,512690.375,0.0003,0.2,-0.08187739951536059,0.6920049786567688,1060345.725390625,0.527978515625,3150,-17.79691501259804,0.12003179,6.198883056640625e-06,,
1000.0,80213.83148816,317,649216,5029,129,594219.3125,0.0003,0.2,-0.08764518977841362,0.6912465691566467,1182881.44453125,0.54384765625,3160,-17.766592276096343,0.1651378,0.0,,
,,,650000,,,901265.125,0.0003,0.2,-0.09699342375970446,0.6896279454231262,1501734.36640625,0.525537109375,3170,-17.742298942804336,0.12736055,0.0,87343.369332695,1000.0
1000.0,80450.94456261,318,651264,5059,128,,,,,,,,,,,,,
1000.0,80600.85022508,319,653312,5063,129,647827.5625,0.0003,0.2,-0.09157978369039484,0.6887879371643066,1233430.151171875,0.5380859375,3180,-17.708237254619597,0.16870207,0.0,,
,,,655000,,,701329.5625,0.0003,0.2,-0.10226715221360791,0.6873282194137573,1654850.9390625,0.51689453125,3190,-17.675936627388,0.14143354,0.0,86516.67729349136,1000.0
1000.0,80701.71844587,320,655360,5093,128,,,,,,,,,,,,,
1000.0,80481.35260994999,321,657408,5098,128,556954.0625,0.0003,0.2,-0.10404867039760575,0.686580240726471,1210473.5345703126,0.57705078125,3200,-17.64464915394783,0.21055362,8.225440979003906e-06,,
1000.0,80636.31629645999,322,659456,5102,129,582403.125,0.0003,0.2,-0.08969992279016878,0.6860153079032898,949548.868359375,0.5607421875,3210,-17.628232961893083,0.18254536,1.8477439880371094e-06,,
,,,660000,,,611094.8125,0.0003,0.2,-0.09335162051138468,0.6846374273300171,1158816.5185546875,0.551220703125,3220,-17.597490662336348,0.16968848,-3.5762786865234375e-06,88242.74579677582,1000.0
1000.0,80557.81632927999,323,661504,5132,128,,,,,,,,,,,,,
1000.0,80464.25595273,324,663552,5136,129,523271.3125,0.0003,0.2,-0.08553795999032446,0.6848225593566895,1082670.6724609374,0.548291015625,3230,-17.585123080015183,0.15765989,1.1920928955078125e-07,,
,,,665000,,,574905.75,0.0003,0.2,-0.08798962878354359,0.68381267786026,1073842.201953125,0.53427734375,3240,-17.568871402740477,0.17181663,0.0,83303.9553814888,1000.0
1000.0,80542.03091781,325,665600,5167,128,,,,,,,,,,,,,
1000.0,80513.02733622,326,667648,5171,129,508898.4375,0.0003,0.2,-0.0896691040659789,0.6832515597343445,1084734.3884765625,0.574267578125,3250,-17.550027513504027,0.16890712,3.5762786865234375e-07,,
1000.0,80558.27462843998,327,669696,5176,129,464373.375,0.0003,0.2,-0.09161544595845043,0.6822925806045532,919080.928515625,0.603955078125,3260,-17.532358908653258,0.21516687,-7.152557373046875e-07,,
,,,670000,,,692027.0,0.0003,0.2,-0.10696234480419661,0.6810498833656311,1399180.1708984375,0.57177734375,3270,-17.510001301765442,0.1844269,-1.1920928955078125e-07,89147.83355579377,1000.0
1000.0,80598.48048127,328,671744,5206,129,,,,,,,,,,,,,
1000.0,80457.86131889,329,673792,5211,129,602857.375,0.0003,0.2,-0.09664005218655802,0.6793560981750488,1170471.46796875,0.58095703125,3280,-17.466671180725097,0.21243899,1.6689300537109375e-06,,
,,,675000,,,460609.5625,0.0003,0.2,-0.08094414293009322,0.6793643832206726,910807.9751953125,0.534375,3290,-17.448125290870667,0.14538164,1.1324882507324219e-06,85516.70660562515,1000.0
1000.0,80489.07219142,330,675840,5241,128,,,,,,,,,,,,,
1000.0,80515.42561169,331,677888,5245,129,617709.625,0.0003,0.2,-0.09483785113843624,0.6781381964683533,1324504.712890625,0.581396484375,3300,-17.429793775081635,0.1893643,0.0,,
1000.0,80475.23976745001,332,679936,5250,129,398770.625,0.0003,0.2,-0.0775088999827858,0.6763520836830139,980076.2921875,0.55078125,3310,-17.389932686090468,0.18371348,-1.1920928955078125e-07,,
,,,680000,,,474023.21875,0.0003,0.2,-0.07246911184047349,0.6745076179504395,955507.1158203125,0.5296875,3320,-17.339833039045335,0.1556673,0.0,82162.32480697632,1000.0
1000.0,80625.90110105001,333,681984,5280,129,,,,,,,,,,,,,
1000.0,80637.91596774,334,684032,5284,129,988828.375,0.0003,0.2,-0.10352449974161573,0.6738067269325256,1666048.191015625,0.564990234375,3330,-17.31373092532158,0.16791159,0.0,,
,,,685000,,,458766.4375,0.0003,0.2,-0.08312726686126552,0.6740450859069824,892419.78828125,0.55341796875,3340,-17.313511872291564,0.1714273,0.0,90739.9434829712,1000.0
1000.0,80864.70462296001,335,686080,5313,129,,,,,,,,,,,,,
1000.0,80940.14775779,336,688128,5318,129,682565.875,0.0003,0.2,-0.10502007536997553,0.6735973954200745,1477885.8796875,0.553515625,3350,-17.30554072856903,0.16535977,3.3974647521972656e-06,,
,,,690000,,,623904.5625,0.0003,0.2,-0.09723840856458991,0.6726087331771851,1199417.926953125,0.573681640625,3360,-17.283923250436782,0.18557887,0.0,89990.81601104737,1000.0
1000.0,81049.50742725999,337,690176,5347,129,,,,,,,,,,,,,
1000.0,81336.55783921,338,692224,5352,129,731545.25,0.0003,0.2,-0.10232274367590435,0.6712459325790405,1463788.92734375,0.561865234375,3370,-17.25326755642891,0.20236903,1.1920928955078125e-07,,
1000.0,81431.31028309,339,694272,5356,129,548629.375,0.0003,0.2,-0.09352200033899863,0.6697396039962769,1140083.8703125,0.55390625,3380,-17.212703853845596,0.17240356,0.0,,
,,,695000,,,719680.1875,0.0003,0.2,-0.09766396589984652,0.6690674424171448,1229853.744140625,0.566259765625,3390,-17.188946878910066,0.17687169,1.7881393432617188e-07,84098.96658935546,1000.0
1000.0,81358.02199338001,340,696320,5385,129,,,,,,,,,,,,,
1000.0,81400.41150500001,341,698368,5390,129,577789.625,0.0003,0.2,-0.1007309973181691,0.6676031351089478,1086077.272265625,0.6052734375,3400,-17.155151700973512,0.25112796,0.0,,
,,,700000,,,631662.6875,0.0003,0.2,-0.1053519413981121,0.6657872796058655,1298027.90703125,0.592822265625,3410,-17.11162299513817,0.2652014,1.1324882507324219e-06,78029.4363518715,1000.0
1000.0,81500.39261412,342,700416,5419,129,,,,,,,,,,,,,
1000.0,81345.53880234,343,702464,5424,129,479255.1875,0.0003,0.2,-0.08886192693607882,0.6649134755134583,1015532.3396484375,0.57822265625,3420,-17.076977556943895,0.19848964,1.1920928955078125e-07,,
1000.0,81124.11578896,344,704512,5428,129,537253.75,0.0003,0.2,-0.0955843125935644,0.6647696495056152,957296.8322265625,0.584326171875,3430,-17.067465341091157,0.18755144,1.1920928955078125e-07,,
,,,705000,,,499557.1875,0.0003,0.2,-0.09298496183473617,0.6637993454933167,939518.4244140625,0.5779296875,3440,-17.055609953403472,0.19588664,7.510185241699219e-06,87550.63827810288,1000.0
1000.0,81075.15506366998,345,706560,5458,129,,,,,,,,,,,,,
1000.0,81137.17881128,346,708608,5462,129,390790.9375,0.0003,0.2,-0.08316017331089824,0.6638721823692322,866060.666015625,0.589794921875,3450,-17.04546793103218,0.21201,0.0,,
,,,710000,,,568050.1875,0.0003,0.2,-0.09272236293472816,0.6621808409690857,1073804.065625,0.5619140625,3460,-17.014394015073776,0.18098806,0.0,84514.69364566803,1000.0
1000.0,81190.81203737999,347,710656,5492,129,,,,,,,,,,,,,
1000.0,81417.69332224,348,712704,5497,129,502052.8125,0.0003,0.2,-0.07220629997609648,0.6611562371253967,1034400.8978515625,0.555712890625,3470,-16.97789808511734,0.17534533,0.0,,
1000.0,81709.40867485001,349,714752,5501,129,709105.75,0.0003,0.2,-0.10700899609946646,0.6608033776283264,1445430.78046875,0.57890625,3480,-16.966912496089936,0.19138907,5.960464477539063e-08,,
,,,715000,,,558421.75,0.0003,0.2,-0.09779127752408386,0.6591335535049438,1209097.147265625,0.568115234375,3490,-16.939979755878447,0.20684806,1.7881393432617188e-07,87202.88810653686,1000.0
1000.0,81689.78521139,350,716800,5531,129,,,,,,,,,,,,,
1000.0,81588.60411605,351,718848,5536,129,458093.0625,0.0003,0.2,-0.09497724472312256,0.6579878330230713,1175273.3103515625,0.57978515625,3500,-16.901155787706376,0.210875,0.0,,
,,,720000,,,632593.5,0.0003,0.2,-0.09639400900923648,0.6571493744850159,1174386.1283203126,0.57880859375,3510,-16.880078279972075,0.20997664,0.0,90805.65635070801,1000.0
1000.0,81606.70643702001,352,720896,5566,129,,,,,,,,,,,,,
1000.0,81663.57270085,353,722944,5570,129,442344.625,0.0003,0.2,-0.09210646726423874,0.6572256684303284,960791.750390625,0.568798828125,3520,-16.86919367313385,0.17492187,0.0,,
1000.0,82071.01119746,354,724992,5575,130,513039.0,0.0003,0.2,-0.08343626077985392,0.6581261157989502,1044608.3240234375,0.561083984375,3530,-16.881740629673004,0.18441236,0.0,,
,,,725000,,,661653.0,0.0003,0.2,-0.0959971191623481,0.6570625901222229,1305614.048046875,0.579931640625,3540,-16.879007172584533,0.19592576,0.0,87298.28458480835,1000.0
1000.0,82068.56031626002,355,727040,5605,129,,,,,,,,,,,,,
1000.0,82017.97955933001,356,729088,5609,129,874095.5,0.0003,0.2,-0.09554534712515306,0.6560845971107483,1390525.639453125,0.5734375,3550,-16.848917531967164,0.19081707,-1.1920928955078125e-07,,
,,,730000,,,498629.71875,0.0003,0.2,-0.08762452056398615,0.6542569398880005,1147955.9119140625,0.582080078125,3560,-16.810055458545683,0.20335281,-1.1920928955078125e-07,89088.61337013244,1000.0
