time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
2048,1,2,-217.46843533333336,730,203.5,,,,,,,,,,,,,
4096,2,6,-203.72807640000002,592,193.8,10,-0.041922807693481445,0.11845703125,-0.02789027102990076,0.2,190.71767848730087,-11.242407321929932,0.0003,0.0120971985,0.9777409434318542,27.438451766967773,,
5000,,,,,,20,-0.04751873016357422,0.118701171875,-0.02892372957721818,0.2,93.10986615419388,-11.113526576757431,0.0003,0.014650604,0.963810920715332,23.85211753845215,1000.0,982.8262355387211
6144,3,21,-261.7406154166667,290,251.5,,,,,,,,,,,,,
8192,4,25,-177.05201938297878,322,171.7872340425532,30,-0.002611875534057617,0.107080078125,-0.02728767693624832,0.2,106.91343778371811,-10.989953553676605,0.0003,0.012829784,0.9480148553848267,26.673673629760742,,
10000,,,,,,40,0.0015102624893188477,0.19248046875,-0.040587992253131235,0.2,94.46790591478347,-10.873837533593179,0.0003,0.016684107,0.9371299743652344,23.358808517456055,1000.0,964.5769828855991
10240,5,39,-144.86526774242424,257,141.12121212121212,,,,,,,,,,,,,
12288,6,43,-145.08554385882354,280,143.45882352941177,50,0.033774375915527344,0.150634765625,-0.03671049542317632,0.2,102.22687203884125,-10.793851679563522,0.0003,0.013503955,0.9279306530952454,52.033931732177734,,
14336,7,47,-117.54320528999999,298,118.32,60,0.08961033821105957,0.134375,-0.036446451375377366,0.2,102.58663692474366,-10.729011857509613,0.0003,0.011853611,0.921938419342041,42.758544921875,,
15000,,,,,,70,0.14634805917739868,0.112451171875,-0.030230759040568954,0.2,139.94082918167115,-10.671243712306023,0.0003,0.010284092,0.9148033857345581,69.78294372558594,1000.0,939.3352332234383
16384,8,63,-82.51543014999999,257,84.93,,,,,,,,,,,,,
18432,9,67,-89.98222394,271,94.27,80,0.11264681816101074,0.1482421875,-0.03448114717321005,0.2,104.11593571901321,-10.608308258652688,0.0003,0.012978466,0.9073805212974548,84.40369415283203,,
20000,,,,,,90,0.15506190061569214,0.11435546875,-0.0344048803584883,0.2,144.4180768251419,-10.54976015985012,0.0003,0.010439949,0.9022812247276306,73.63748931884766,1000.0,915.2559333920478
20480,10,83,-105.83707849999999,245,111.89,,,,,,,,,,,,,
22528,11,87,-96.66170776000001,256,103.11,100,0.1624152660369873,0.151123046875,-0.03481608778529335,0.2,99.9050912618637,-10.498890736699105,0.0003,0.01415907,0.8948585987091064,31.46709632873535,,
24576,12,92,-82.93588059,266,89.43,110,0.1782861351966858,0.110400390625,-0.0329917331575416,0.2,145.1154405593872,-10.435704153776168,0.0003,0.010689237,0.888731837272644,53.91350173950195,,
25000,,,,,,120,0.07229703664779663,0.084130859375,-0.03002518764405977,0.2,198.06851036548613,-10.397975942492485,0.0003,0.009322014,0.886110782623291,79.51697540283203,1000.0,892.376077696681
26624,13,106,-90.28474630000001,248,98.11,,,,,,,,,,,,,
28672,14,111,-68.20181195,258,75.26,130,0.2674488425254822,0.2150390625,-0.04270682238857262,0.2,44.48798460364342,-10.30849343240261,0.0003,0.017307257,0.8733068108558655,5.455216407775879,,
30000,,,,,,140,0.3054090142250061,0.1107421875,-0.035475547271198594,0.2,144.6078673362732,-10.238720324635505,0.0003,0.010792561,0.8668927550315857,62.00279998779297,787.9,689.4123826980591
30720,15,123,-73.6869704,249,82.97,,,,,,,,,,,,,
32768,16,127,-81.32571689,256,91.87,150,0.522671639919281,0.1529296875,-0.03834941555396654,0.2,87.2001721739769,-10.153954756259918,0.0003,0.014160026,0.8554239273071289,46.9249267578125,,
34816,17,132,-90.10791965,263,103.52,160,0.6097947657108307,0.235107421875,-0.0425132456512074,0.2,25.614634945243598,-10.009214529395104,0.0003,0.023269365,0.8388914465904236,17.08701515197754,,
35000,,,,,,170,0.5043882131576538,0.103466796875,-0.029691493563586847,0.2,119.00437515974045,-9.921233999729157,0.0003,0.0103348885,0.8341370820999146,43.21572494506836,676.3,565.626726090908
36864,18,143,-73.96279541000001,256,87.25,,,,,,,,,,,,,
38912,19,148,-68.46820405,262,82.1,180,0.5120438039302826,0.11806640625,-0.03603295249049552,0.2,131.7619122505188,-9.879733911156654,0.0003,0.01107133,0.8297946453094482,59.5832633972168,,
40000,,,,,,190,0.7164687812328339,0.142138671875,-0.039394218640518376,0.2,76.73606259822846,-9.816480442881584,0.0003,0.013125071,0.821617603302002,24.11553955078125,940.6,796.697247633338
40960,20,161,-65.78975575999999,253,80.63,,,,,,,,,,,,,
43008,21,165,-61.51144760000001,259,76.25,200,0.7873346209526062,0.228662109375,-0.045169748162152246,0.2,25.001460082829,-9.6754121363163,0.0003,0.020623159,0.8059489130973816,13.076118469238281,,
45000,,,,,,210,0.33044517040252686,0.105078125,-0.032487894291989505,0.2,133.40062437057495,-9.590224841237069,0.0003,0.010377559,0.8002064228057861,63.85945510864258,878.8,726.0617147743702
45056,22,179,-70.38352872,251,87.63,,,,,,,,,,,,,
47104,23,183,-85.74616854,256,108.09,220,0.6859735548496246,0.217041015625,-0.040007613358466185,0.2,32.29749364554882,-9.509296801686286,0.0003,0.018262204,0.7921350002288818,7.958707809448242,,
49152,24,187,-84.21759592000001,262,107.93,230,0.7735179960727692,0.160888671875,-0.03687544649874326,0.2,57.28153929114342,-9.45346671640873,0.0003,0.013465784,0.7856955528259277,23.007444381713867,,
50000,,,,,,240,0.7130939066410065,0.1798828125,-0.0396270235592965,0.2,66.60928555727006,-9.37467219531536,0.0003,0.015268236,0.7772735357284546,49.602622985839844,639.1,524.6995455920696
51200,25,198,-87.03013716,258,114.26,,,,,,,,,,,,,
53248,26,202,-84.00599079,263,111.58,250,0.7717562913894653,0.10869140625,-0.03329472213808913,0.2,82.90186107158661,-9.295297381281852,0.0003,0.011313226,0.7704830169677734,36.797019958496094,,
55000,,,,,,260,0.839072972536087,0.20947265625,-0.045056532707531,0.2,50.48837538957596,-9.200083538889885,0.0003,0.018943,0.7611538767814636,30.30099105834961,823.6,676.6588666088879
55296,27,214,-79.69980328000001,257,107.76,,,,,,,,,,,,,
57344,28,218,-77.73038156000001,262,107.29,270,0.8541881889104843,0.193212890625,-0.042995299692847766,0.2,60.027032423019406,-9.126562356948853,0.0003,0.015731651,0.7549973130226135,21.4145565032959,,
59392,29,222,-75.42168861,266,107.64,280,0.8776204958558083,0.232666015625,-0.043962993257446216,0.2,40.179090204834935,-9.057288983464241,0.0003,0.018693535,0.7487146854400635,14.087264060974121,,
60000,,,,,,290,0.8147643804550171,0.2083984375,-0.04218209444225067,0.2,34.105685497820375,-8.993882775306702,0.0003,0.01577771,0.7427639961242676,7.439639091491699,819.4,668.3725841879844
61440,30,235,-79.50842774,261,116.76,,,,,,,,,,,,,
63488,31,239,-79.30089788000001,265,118.33,300,0.868678092956543,0.22236328125,-0.04291937471134588,0.2,27.64364700317383,-8.922831371426582,0.0003,0.01961695,0.7357392907142639,22.268875122070312,,
65000,,,,,,310,0.8415212631225586,0.16796875,-0.04119132532505319,0.2,52.3022644162178,-8.833668464422226,0.0003,0.016076267,0.7266984581947327,26.322505950927734,794.7,642.3009454581886
65536,32,251,-74.18920526000002,261,113.96,,,,,,,,,,,,,
67584,33,254,-80.16148055,265,124.53,320,0.7794052064418793,0.172216796875,-0.041928043555526526,0.2,60.068647164106366,-8.763031509518623,0.0003,0.015428096,0.721877932548523,22.18388557434082,,
69632,34,259,-84.58562166000002,268,133.19,330,0.8172651678323746,0.209130859375,-0.04570638247387251,0.2,46.66016907095909,-8.670142096281051,0.0003,0.018248174,0.7121432423591614,29.162403106689453,,
70000,,,,,,340,0.8062976747751236,0.247412109375,-0.045579680512310004,0.2,30.36188434660435,-8.572294026613235,0.0003,0.021894345,0.7038671970367432,9.485100746154785,787.3,628.6499592602253
71680,35,270,-85.90860063,264,137.68,,,,,,,,,,,,,
73728,36,274,-89.75453512000001,268,146.79,350,0.8103680163621902,0.199462890625,-0.04538587491842918,0.2,41.00793461799621,-8.497765177488327,0.0003,0.018514443,0.6983767747879028,25.48728370666504,,
75000,,,,,,360,0.6736708283424377,0.301708984375,-0.044639035547152164,0.2,23.027650290727614,-8.408116620779037,0.0003,0.029904248,0.6890654563903809,9.877857208251953,823.6,642.078529112041
75776,37,286,-87.15771933000002,264,145.73,,,,,,,,,,,,,
77824,38,290,-84.52164915999998,267,145.19,370,0.7837276309728622,0.18671875,-0.04231181845534593,0.2,32.81086875498295,-8.302759155631065,0.0003,0.018612295,0.6792916059494019,10.412796974182129,,
79872,39,294,-82.02523329,271,144.11,380,0.7590464949607849,0.164892578125,-0.04281663708970882,0.2,49.19850279688835,-8.231973147392273,0.0003,0.014528966,0.6760002374649048,23.621662139892578,,
80000,,,,,,390,0.8764698803424835,0.23408203125,-0.04837619648169493,0.2,22.72061485797167,-8.161663734912873,0.0003,0.020309146,0.6693538427352905,6.726141929626465,862.7,694.7916679546237
81920,40,306,-78.21977820999999,266,142.66,,,,,,,,,,,,,
83968,41,310,-74.31695832,270,140.79,400,0.8810033351182938,0.273291015625,-0.05645286052604206,0.2,29.493292516469957,-8.060088232159615,0.0003,0.02509951,0.6595852375030518,11.217268943786621,,
85000,,,,,,410,0.8691011667251587,0.272998046875,-0.04666602312936448,0.2,23.178561121225357,-7.935202664136886,0.0003,0.028748978,0.6483912467956543,5.623544692993164,850.1,672.5093099877238
86016,42,323,-56.63080211,266,113.15,,,,,,,,,,,,,
88064,43,327,-36.48741308,269,76.01,420,0.8312071859836578,0.237158203125,-0.044483217905508354,0.2,31.1153745085001,-7.840559606254101,0.0003,0.018970232,0.6431587934494019,9.605719566345215,,
90000,,,,,,430,0.48027175664901733,0.179296875,-0.04761216585175134,0.2,44.67895286679268,-7.776032908260822,0.0003,0.017312655,0.6376199722290039,19.997962951660156,565.1,448.5207506760955
90112,44,336,-39.94807931,267,84.61,,,,,,,,,,,,,
92160,45,340,-42.725336930000005,270,93.58,440,0.9217182248830795,0.368408203125,-0.056446594893350265,0.2,13.95546851158142,-7.651939444243908,0.0003,0.037908077,0.6271889805793762,5.33547830581665,,
94208,46,344,-44.37009785000001,273,102.53,450,0.8171229213476181,0.247021484375,-0.043020165868801995,0.2,13.593568431586027,-7.5429473802447315,0.0003,0.02295162,0.6174904108047485,4.130856990814209,,
95000,,,,,,460,0.8855083286762238,0.315283203125,-0.0482685338560259,0.2,13.230929186195135,-7.39495897591114,0.0003,0.033967078,0.6054108142852783,2.614478349685669,536.9,418.3441813942045
96256,47,354,-42.85233071,271,103.76,,,,,,,,,,,,,
98304,48,358,-45.93593711,274,114.63,470,0.8672923147678375,0.267431640625,-0.04981998707226012,0.2,18.872688579559327,-7.249990159273148,0.0003,0.023311185,0.5957310795783997,9.079134941101074,,
100000,,,,,,480,0.7870616018772125,0.212548828125,-0.044027230911888184,0.2,19.302529744803905,-7.159996983408928,0.0003,0.019992491,0.5904682874679565,4.416964054107666,388.0,308.0049296930432
100352,49,367,-48.21456248000001,273,127.21,,,,,,,,,,,,,
102400,50,371,-53.304049849999984,275,146.13,490,0.7246992588043213,0.21796875,-0.05241193983820267,0.2,31.025415030121803,-7.09207783639431,0.0003,0.018738238,0.5856297016143799,12.28606128692627,,
104448,51,375,-51.17596173,278,149.05,500,0.8583609163761139,0.455419921875,-0.06018092380545568,0.2,5.355235438048839,-6.921281370520592,0.0003,0.05424342,0.5722405314445496,2.6592462062835693,,
105000,,,,,,510,0.8881298378109932,0.24189453125,-0.05043608329433482,0.2,12.057076546549798,-6.8444609105587,0.0003,0.022952884,0.5677485466003418,4.467607021331787,693.8,529.5522318231873
106496,52,386,-45.75971227,275,143.1,,,,,,,,,,,,,
108544,53,389,-39.69228633,278,133.91,520,0.847047433257103,0.213916015625,-0.04932943093881477,0.2,11.443315260112286,-6.783231528103352,0.0003,0.017469816,0.5638942718505859,5.500099182128906,,
110000,,,,,,530,0.8817364424467087,0.3171875,-0.058209559827810155,0.2,9.32721204534173,-6.694806352257729,0.0003,0.029983401,0.556078314781189,4.192094802856445,565.7,460.772342710197
110592,54,399,-29.468640639999993,276,112.39,,,,,,,,,,,,,
112640,55,403,-32.282743399999994,278,129.84,540,0.833434447646141,0.317724609375,-0.06654051726509351,0.2,10.11235304325819,-6.54850664883852,0.0003,0.031113058,0.5459831953048706,4.121110916137695,,
114688,56,407,-30.573265179999993,281,132.84,550,0.692154586315155,0.397216796875,-0.057619170565158126,0.2,3.7233029954135417,-6.390113660693169,0.0003,0.047888868,0.5351894497871399,0.705207347869873,,
115000,,,,,,560,0.8081779927015305,0.221728515625,-0.049787283464684154,0.2,10.375424960255623,-6.2940261796116825,0.0003,0.020918334,0.5293330550193787,4.549753665924072,481.8,390.28082727193834
116736,57,416,-29.14792928,280,134.29,,,,,,,,,,,,,
118784,58,420,-27.30099252,282,137.47,570,0.8583238124847412,0.218017578125,-0.053896457960945554,0.2,6.693829667568207,-6.20391467064619,0.0003,0.02116468,0.5238639116287231,3.129564046859741,,
