rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef,train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length
5.75,0,-6.156831500000001,4,23,818,,,,,,,,
4.875,0,-5.6968246250000005,8,39,898,,,,,,,,
4.916666666666667,0,-5.307879833333334,12,59,904,,,,,,,,
5.0,0,-5.817922625,16,80,901,,,,,,,,
4.8,0,-5.615264,20,96,906,,,,,,,,
4.708333333333333,0,-5.353268166666666,24,113,472,0.0003,-10.422589302062988,16.52593994140625,12,0.9966820478439331,-0.06377609819173813,,
4.892857142857143,0,-5.516174321428571,28,137,284,0.0003,-12.045307159423828,16.618818283081055,36,0.9893862009048462,-0.21274253726005554,,
4.84375,0,-5.461065812499999,32,155,226,0.0003,-11.660030364990234,19.079381942749023,54,0.9839393496513367,-0.3236253261566162,,
4.805555555555555,0,-5.601146583333333,36,173,193,0.0003,-11.825383186340332,18.59824562072754,72,0.9785394072532654,-0.4349690079689026,,
4.825,1,-5.665676275,40,193,177,0.0003,-12.28097915649414,17.23613929748535,92,0.9725918173789978,-0.5565567016601562,,
4.7727272727272725,1,-5.564089590909091,44,210,167,0.0003,-12.264918327331543,13.55583381652832,109,0.9675803780555725,-0.6596426963806152,,
5.020833333333333,1,-5.824058208333334,48,241,145,0.0003,-13.21567153930664,10.461389541625977,140,0.9585309624671936,-0.8475662469863892,,
5.0,1,-5.820913826923077,52,260,134,0.0003,-13.661455154418945,6.111588478088379,159,0.9530442953109741,-0.958768367767334,,
5.017857142857143,2,-5.8585354999999995,56,281,130,0.0003,-13.964763641357422,3.621621608734131,180,0.9470272064208984,-1.0858893394470215,,
5.033333333333333,2,-5.7697708,60,302,126,0.0003,-14.250011444091797,3.95998215675354,201,0.9410555958747864,-1.2079310417175293,,
5.03125,2,-5.7298927031249995,64,322,122,0.0003,-14.340660095214844,2.8444619178771973,221,0.9354092478752136,-1.3294986486434937,,
5.088235294117647,2,-5.837122749999999,68,346,119,0.0003,-15.832858085632324,2.65169095993042,245,0.9286839365959167,-1.467423677444458,,
5.069444444444445,3,-5.876752138888889,72,365,116,0.0003,-15.35307788848877,2.637711763381958,264,0.9234027862548828,-1.5848653316497803,,
5.197368421052632,3,-5.943713986842106,76,395,113,0.0003,-15.901174545288086,2.328672409057617,294,0.915136456489563,-1.760474443435669,,
5.15,3,-5.838155,80,412,111,0.0003,-15.916083335876465,2.4083523750305176,311,0.9104961156845093,-1.8505160808563232,,
5.166666666666667,3,-5.775021583333334,84,434,109,0.0003,-15.598442077636719,2.763655662536621,333,0.9045334458351135,-1.9730745553970337,,
5.204545454545454,4,-5.790699670454544,88,458,108,0.0003,-16.237945556640625,4.962813377380371,357,0.8980878591537476,-2.115912914276123,,
5.293478260869565,4,-5.765869902173913,92,487,105,0.0003,-16.50179672241211,2.1333799362182617,386,0.8903630375862122,-2.2908849716186523,,
5.354166666666667,4,-5.796759166666667,96,514,104,0.0003,-17.373111724853516,3.3132028579711914,413,0.8832253217697144,-2.46419620513916,,
5.38,5,-5.76474699,100,538,103,0.0003,-17.140399932861328,2.7598729133605957,437,0.8769245743751526,-2.5945539474487305,,
5.34,5,-5.685732820000001,104,557,102,0.0003,-16.618209838867188,2.384108304977417,456,0.8719629049301147,-2.7094943523406982,,
5.39,5,-5.627177860000001,108,578,102,0.0003,-16.47481918334961,2.688401699066162,477,0.866509735584259,-2.8304708003997803,,
5.37,5,-5.620886750000002,112,596,102,0.0003,-16.339370727539062,4.963217735290527,495,0.8618582487106323,-2.939661979675293,,
5.41,6,-5.607457469999999,116,621,101,0.0003,-17.12175941467285,3.017784595489502,520,0.8554372191429138,-3.0744895935058594,,
5.48,6,-5.594111880000001,120,644,101,0.0003,-16.913082122802734,1.8612580299377441,543,0.8495743870735168,-3.205549955368042,,
5.55,6,-5.63306802,124,668,100,0.0003,-17.672679901123047,2.3260951042175293,567,0.8434997200965881,-3.3701164722442627,,
5.62,7,-5.681679449999999,128,699,99,0.0003,-17.037111282348633,2.773815393447876,598,0.8357270359992981,-3.5113677978515625,,
5.78,7,-5.7856344,132,733,98,0.0003,-17.031248092651367,2.7083003520965576,632,0.8273038864135742,-3.72715163230896,,
5.88,7,-5.729766299999999,136,761,97,0.0003,-16.815868377685547,2.550349712371826,660,0.8204367160797119,-3.903843879699707,,
5.87,7,-5.636230089999999,140,780,97,0.0003,-16.184885025024414,2.4450907707214355,679,0.8158018589019775,-3.988248586654663,,
5.96,8,-5.6867152700000005,144,806,97,0.0003,-16.867082595825195,2.998542547225952,705,0.8095102310180664,-4.107733249664307,,
5.95,8,-5.54663954,148,836,97,0.0003,-15.687480926513672,2.555272102355957,735,0.8023177981376648,-4.292794227600098,,
5.93,8,-5.47385985,152,853,96,0.0003,-16.689903259277344,3.3634390830993652,752,0.7982717752456665,-4.426913738250732,,
5.93,9,-5.381347829999999,156,874,96,0.0003,-16.79192352294922,3.0097508430480957,773,0.7932965159416199,-4.522824287414551,,
5.95,9,-5.42210475,160,897,95,0.0003,-17.094966888427734,2.913801670074463,796,0.7878883481025696,-4.6498823165893555,,
5.93,9,-5.4163985000000014,164,915,95,0.0003,-16.103595733642578,2.445098400115967,814,0.7836874723434448,-4.751631736755371,,
5.9,9,-5.275611179999999,168,936,95,0.0003,-16.11699676513672,3.190707206726074,835,0.7788251042366028,-4.885045528411865,,
5.99,10,-5.25216133,172,964,95,0.0003,-16.205549240112305,2.9499154090881348,863,0.7723917365074158,-4.945189476013184,,
5.91,10,-5.0937772,176,986,94,0.0003,-17.083736419677734,3.4199137687683105,885,0.7673789262771606,-5.11604118347168,,
5.96,10,-5.13063066,180,1008,94,0.0003,-16.324039459228516,2.6999402046203613,907,0.7624003291130066,-5.286503791809082,,
5.9,10,-5.07454512,184,1024,94,0.0003,-16.328798294067383,3.514120101928711,923,0.7587968111038208,-5.369533538818359,,
5.92,11,-5.0561755,188,1050,94,0.0003,-16.236465454101562,3.2181875705718994,949,0.7529790997505188,-5.48872184753418,,
5.86,11,-5.00032192,192,1073,94,0.0003,-15.867766380310059,3.1164278984069824,972,0.7478827238082886,-5.594587802886963,,
5.82,11,-4.92042395,196,1096,94,0.0003,-15.947580337524414,3.421182632446289,995,0.7428259253501892,-5.710383892059326,,
5.82,11,-4.88684338,200,1120,94,0.0003,-15.985499382019043,4.590041637420654,1019,0.7375890612602234,-5.871232032775879,,
5.83,12,-4.850497229999999,204,1140,94,0.0003,-16.225601196289062,3.669097661972046,1039,0.7332366704940796,-6.044488906860352,,
5.85,12,-4.78871584,208,1163,94,0.0003,-16.042966842651367,3.7088215351104736,1062,0.7282564043998718,-6.134091377258301,,
5.84,12,-4.76205645,212,1180,94,0.0003,-16.06377410888672,4.461021900177002,1079,0.7246057391166687,-6.196022033691406,,
5.81,12,-4.634641800000001,216,1202,94,0.0003,-15.647944450378418,2.6765408515930176,1101,0.7199195027351379,-6.376347541809082,,
5.75,12,-4.5724189200000005,220,1219,94,0.0003,-15.413535118103027,3.845372200012207,1118,0.7163137197494507,-6.429765701293945,,
5.7,13,-4.50190856,224,1238,93,0.0003,-16.0026912689209,3.802475929260254,1137,0.7123069167137146,-6.541513919830322,,
5.6,13,-4.370227310000001,228,1259,93,0.0003,-15.597179412841797,3.496471881866455,1158,0.7079022526741028,-6.706264972686768,,
5.46,13,-4.18950845,232,1279,93,0.0003,-15.76063346862793,3.850656032562256,1178,0.7037201523780823,-6.830743789672852,,
5.42,14,-4.16926241,236,1303,92,0.0003,-15.516576766967773,4.420680999755859,1202,0.6987219452857971,-6.916717052459717,,
5.49,14,-4.2098796599999995,240,1329,92,0.0003,-15.353023529052734,2.961688995361328,1228,0.693352460861206,-7.10293436050415,,
5.49,14,-4.17345288,244,1355,92,0.0003,-15.40443229675293,3.526296615600586,1254,0.6880254149436951,-7.24679708480835,,
5.43,14,-4.12926823,248,1379,92,0.0003,-14.378198623657227,5.043482780456543,1278,0.6831307411193848,-7.32689094543457,,
5.49,15,-4.136078899999999,252,1402,92,0.0003,-14.887547492980957,3.877854347229004,1301,0.6784747838973999,-7.497382164001465,,
