time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
3132,222,-0.8237152822618373,14,0.1085433679036796,783.0,4,0.001,-1044.219543,2132,,
5000,,-5.4462073068618775,,0.13668202763050794,,,0.001,,4132,-1969.163250106573,1000.0
6444,133,-7.624527431488037,48,0.29062028060108425,805.5,8,0.001,-1099.77432925,6132,,
10000,,-11.25707624053955,,0.41261762019991877,,,0.001,,9444,614.5090486029949,1000.0
10444,129,,80,,870.3333333333334,12,,-618.4776735833333,,,
14444,138,-16.327964136123658,104,0.28011767561733725,902.75,16,0.001,-296.76797025,13444,,
15000,,-17.695951637268067,,0.2715371246933937,,,0.001,,14444,884.4912336926907,1000.0
18444,131,-21.60215655899048,139,0.20933988017588853,922.2,20,0.001,-73.65715495000002,17444,,
20000,,-23.924115798950194,,0.1859431548267603,,,0.001,,19444,911.8125241205096,1000.0
22444,127,-25.73795990753174,176,0.18333626417815685,935.1666666666666,24,0.001,77.94776245833334,21444,,
25000,,-29.052391605377196,,0.15065885981917382,,,0.001,,24444,924.132655441761,1000.0
26444,124,-30.147065982818603,211,0.16077549190074206,944.4285714285714,28,0.001,191.2875350714286,25444,,
30000,,-34.07695219421387,,0.1425250861942768,,,0.001,,29444,946.6736847677269,1000.0
30444,123,,247,,951.375,32,,277.7602463125,,,
34444,127,-37.704157897949216,270,0.13601778212189675,956.7777777777778,36,0.001,345.00033741666664,33444,,
35000,,-38.5762575378418,,0.13288445228338241,,,0.001,,34444,940.2946506060659,1000.0
38444,126,-41.00091120147705,303,0.1299767899736762,961.1,40,0.001,400.56250454999997,37444,,
40000,,-42.57475339508056,,0.1404177492260933,,,0.001,,39444,941.2083117589355,1000.0
42444,124,-43.99148755645752,339,0.13902099864184855,964.6363636363636,44,0.001,446.88324947727267,41444,,
45000,,-46.01088449859619,,0.13734700855612755,,,0.001,,44444,970.0766521975398,1000.0
46444,123,-46.65208824920654,375,0.13244914695620535,967.5833333333334,48,0.001,485.262221625,45444,,
50000,,-49.04150640106201,,0.1350835927426815,,,0.001,,49444,963.3978541836143,1000.0
50444,122,,410,,970.0769230769231,52,,518.4304115384616,,,
54444,125,-51.24588065338135,433,0.1300134860984981,972.2142857142857,56,0.001,546.8777900535714,53444,,
55000,,-51.74881192016601,,0.12420619596913457,,,0.001,,54444,977.2055803604424,1000.0
58444,125,-53.25355695343018,467,0.12705846018344163,974.0666666666667,60,0.001,571.5621734666668,57444,,
60000,,-54.18982939147949,,0.12890710386633872,,,0.001,,59444,975.8608624290675,1000.0
62444,124,-55.133379348754886,501,0.11711220040917397,975.6875,64,0.001,593.345551875,61444,,
65000,,-56.386099319458005,,0.12197617751732469,,,0.001,,64444,973.6771894508972,1000.0
66444,123,-56.784809898376466,537,0.12111262864992023,977.1176470588235,68,0.001,612.928486264706,65444,,
70000,,-58.2844250869751,,0.12438827062398196,,,0.001,,69444,972.9507841959596,1000.0
70444,122,,573,,978.3888888888889,72,,630.2523655416667,,,
74444,124,-59.73008140563965,597,0.11703446793556213,979.5263157894736,76,0.001,645.3303946973684,73444,,
75000,,-60.03639767456055,,0.11443252965435385,,,0.001,,74444,971.6927261799574,1000.0
78444,123,-61.031490531921385,632,0.11001249534264207,980.55,80,0.001,659.125353325,77444,,
80000,,-61.64139064788819,,0.11268235907331109,,,0.001,,79444,975.9593249797821,1000.0
82444,123,-62.24283212280273,667,0.11533932504430414,981.4761904761905,84,0.001,672.0031759761905,81444,,
85000,,-63.0852063293457,,0.10805502241849899,,,0.001,,84444,969.9400797784328,1000.0
86444,123,-63.37092790222168,702,0.10201649358868599,982.3181818181819,88,0.001,683.5793961704545,85444,,
90000,,-64.37719499206543,,0.11158387321978808,,,0.001,,89444,976.0597074523569,1000.0
90444,122,,738,,983.0869565217391,92,,694.0397092717391,,,
94444,123,-65.34673207092285,762,0.10023997528851032,983.7916666666666,96,0.001,703.61916853125,93444,,
95000,,-65.58670372009277,,0.10866660204902291,,,0.001,,94444,979.977802157402,1000.0
98444,123,-66.25202285766602,797,0.09341821543127299,984.44,100,0.001,712.3174454,97444,,
100000,,-66.63382873535156,,0.08976695269718767,,,0.001,,99444,943.5013103395701,1000.0
102444,122,-67.01587451171875,833,0.10125646827742457,993.12,104,0.001,791.3122201199999,101444,,
105000,,-67.55535328674317,,0.12183740209043026,,,0.001,,104444,981.2414515912533,1000.0
