time/episodes,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
28352,444340,2348,189,15.72,69.66507306,-34.049986362457275,1.9652057960629463,0.001,444229,,
28356,444403,2349,189,15.72,69.66101096,-33.62097096443176,0.9123072028160095,0.001,444292,,
28360,444465,2349,189,15.7,69.56109172000001,-32.67776656150818,1.2866849191486835,0.001,444355,,
28364,444528,2349,189,15.71,69.54693202,-33.01306343078613,1.1087661584218342,0.001,444417,,
28368,444591,2350,189,15.71,69.7067212,-33.11417627334595,1.2431113794445992,0.001,444480,,
28372,444654,2350,189,15.71,69.70434776,-33.51226878166199,1.2130252681672573,0.001,444543,,
28376,444716,2350,189,15.71,69.59532484,-34.075397218976704,1.0151677389939626,0.001,444605,,
28380,444780,2351,189,15.74,69.79153582000001,-34.12057852745056,1.0106937605887651,0.001,444669,,
28384,444844,2351,189,15.74,69.84556127000002,-34.215513706207275,0.9601635374128819,0.001,444733,,
28388,444906,2351,189,15.73,69.80050177,-33.99650764465332,0.9114679247140884,0.001,444796,,
28392,444970,2352,189,15.76,69.83408868000001,-33.145737648010254,0.9921925365924835,0.001,444859,,
,445000,,,,,-33.594255447387695,0.9419419487317403,0.001,444890,68.5157916009426,15.6
28396,445032,2352,189,15.74,69.73707290000002,-34.07238987513951,0.8674978693326314,0.001,444921,,
28400,445094,2353,189,15.73,69.62828423,-32.87681603431702,1.3506298698484898,0.001,444983,,
28404,445156,2353,189,15.72,69.58306146,-33.54124140739441,1.0498831272125244,0.001,445046,,
28408,445219,2354,189,15.72,69.57480034999999,-33.44538402557373,1.1061519458889961,0.001,445108,,
28412,445282,2354,189,15.72,69.57368880999998,-33.98438239097595,1.1184399090707302,0.001,445172,,
28416,445345,2354,189,15.72,69.42221913,-33.848843812942505,0.9325261135896047,0.001,445234,,
28420,445407,2355,189,15.71,69.38175381,-34.98319053649902,1.0167991071939468,0.001,445297,,
28424,445468,2355,189,15.7,69.33880378,-32.88946424211775,1.3258164644241333,0.001,445357,,
28428,445530,2355,189,15.69,69.29555078,-33.62318754196167,1.1095809824764729,0.001,445420,,
28432,445591,2356,189,15.66,69.15962604,-34.2702522277832,1.0984592517217,0.001,445481,,
28436,445654,2356,189,15.67,69.15657709000001,-32.664430379867554,1.0280138403177261,0.001,445544,,
28440,445717,2356,189,15.66,69.05876796,-34.17472195625305,1.0493415258824825,0.001,445607,,
28444,445780,2357,189,15.67,69.04948538000001,-33.21342444419861,1.0559239443391562,0.001,445669,,
28448,445844,2357,189,15.68,69.03289378000001,-34.3475546836853,1.0942593924701214,0.001,445733,,
28452,445906,2357,189,15.66,68.89147935000001,-33.624855279922485,1.1777702942490578,0.001,445795,,
28456,445970,2358,189,15.67,68.98647288,-34.446627140045166,1.150666806846857,0.001,445859,,
28460,446033,2358,189,15.68,69.02840846,-33.267783880233765,1.1817181967198849,0.001,445922,,
28464,446095,2358,189,15.67,68.98658535,-33.45184564590454,1.1635640660921733,0.001,445984,,
28468,446159,2359,189,15.68,68.98340806000002,-34.33207368850708,1.0530335381627083,0.001,446048,,
28472,446222,2359,189,15.68,68.98710012000001,-33.4200815473284,1.126118040084839,0.001,446111,,
28476,446284,2359,189,15.68,69.03224515,-33.91614389419556,1.0485288500785828,0.001,446174,,
28480,446347,2360,189,15.67,68.98243292,-33.62874698638916,1.2141118273139,0.001,446237,,
28484,446410,2360,189,15.66,68.94145569000001,-33.07077717781067,1.0028538182377815,0.001,446300,,
28488,446472,2360,189,15.66,69.00344047,-32.817392110824585,0.8255977034568787,0.001,446361,,
28492,446535,2361,189,15.65,69.05274939,-34.91184425354004,1.085206102579832,0.001,446424,,
28496,446598,2361,189,15.66,69.15126777000002,-33.55227061680385,0.974073874950409,0.001,446487,,
28500,446661,2361,189,15.67,69.31492622,-34.057453870773315,1.0630902498960495,0.001,446550,,
28504,446723,2362,189,15.67,69.31937260000001,-34.81840419769287,0.9437117795149486,0.001,446612,,
28508,446786,2362,189,15.67,69.27509696999999,-33.465852464948384,1.0798154433568319,0.001,446675,,
28512,446850,2362,189,15.68,69.27309624,-33.76473069190979,1.3250563070178032,0.001,446739,,
28516,446913,2363,189,15.68,69.32153556000002,-34.41108179092407,0.9397901855409145,0.001,446802,,
28520,446977,2363,189,15.7,69.36825995,-34.17668867111206,0.9566627573221922,0.001,446866,,
28524,447041,2363,189,15.73,69.45058639,-34.1792106628418,0.9903739746659994,0.001,446930,,
28528,447103,2364,189,15.73,69.39857032,-32.86879086494446,1.1762580014765263,0.001,446992,,
28532,447167,2364,189,15.76,69.54051716999999,-34.08106088638306,1.1384830847382545,0.001,447056,,
28536,447230,2364,189,15.76,69.54211894000001,-33.793163776397705,1.1946133114397526,0.001,447119,,
28540,447293,2365,189,15.76,69.58665973000001,-32.29950165748596,0.9959328651428223,0.001,447182,,
28544,447356,2365,189,15.76,69.58699883999999,-34.609052419662476,1.151558455079794,0.001,447246,,
28548,447419,2365,189,15.75,69.54694207,-34.076735734939575,1.1433895509690046,0.001,447308,,
28552,447482,2366,189,15.76,69.63420445000001,-34.358333587646484,1.1067736824353536,0.001,447371,,
28556,447545,2366,189,15.75,69.59626526,-33.72044372558594,0.8499188385903835,0.001,447434,,
28560,447608,2366,189,15.75,69.65236725000001,-34.703351736068726,1.0601430349051952,0.001,447498,,
28564,447671,2367,189,15.76,69.75153541,-33.72317981719971,1.2632211446762085,0.001,447560,,
28568,447735,2367,189,15.76,69.796686,-34.41641879081726,0.9697113167494535,0.001,447624,,
28572,447797,2367,189,15.75,69.69174641000001,-33.80862998962402,1.1165975518524647,0.001,447686,,
28576,447860,2368,189,15.76,69.58623564,-33.93808031082153,1.1368958242237568,0.001,447750,,
28580,447923,2368,189,15.76,69.53552244,-33.57056283950806,1.2046876400709152,0.001,447812,,
28584,447985,2368,189,15.75,69.53812378999999,-33.462276458740234,1.0188679734865824,0.001,447874,,
28588,448046,2369,189,15.74,69.48644231,-32.72587149483817,1.065360426902771,0.001,447935,,
28592,448108,2369,189,15.73,69.50293418,-34.19374346733093,0.9616260044276714,0.001,447997,,
28596,448171,2369,189,15.73,69.50462376000002,-34.321824073791504,1.0308360159397125,0.001,448060,,
28600,448233,2370,189,15.72,69.39992913,-34.90819835662842,1.1169306188821793,0.001,448123,,
28604,448295,2370,189,15.72,69.39475135,-33.468642234802246,0.9772081859409809,0.001,448185,,
28608,448358,2370,189,15.72,69.49570109999999,-34.525399684906006,1.0282043777406216,0.001,448247,,
28612,448419,2371,189,15.69,69.34840264999998,-33.39063916887556,0.9918531696001689,0.001,448309,,
28616,448481,2371,189,15.68,69.34958949,-33.68232798576355,1.0967939291149378,0.001,448371,,
28620,448545,2371,189,15.68,69.28420720999999,-33.40922975540161,1.285331416875124,0.001,448434,,
28624,448608,2371,189,15.67,69.23508007,-33.30856459481375,1.465429409344991,0.001,448497,,
28628,448669,2372,189,15.66,69.23276479,-33.53041648864746,1.090261284261942,0.001,448559,,
28632,448733,2372,189,15.66,69.16674609,-34.128002882003784,1.1052715182304382,0.001,448622,,
28636,448795,2372,189,15.65,69.17580436,-34.295016050338745,1.0253897868096828,0.001,448684,,
28640,448857,2373,189,15.64,69.12984827,-34.97227716445923,1.1083820313215256,0.001,448746,,
28644,448919,2373,189,15.63,69.18771742,-34.27085208892822,0.9103402905166149,0.001,448809,,
28648,448981,2373,189,15.62,69.08403738999999,-33.59927034378052,1.1843637079000473,0.001,448871,,
28652,449043,2374,189,15.61,68.93179776,-32.828240633010864,1.0836784504354,0.001,448933,,
28656,449107,2374,189,15.62,68.85990029999999,-34.23842000961304,0.822045186534524,0.001,448996,,
28660,449169,2374,189,15.61,68.82091681,-34.2244656085968,1.0830022767186165,0.001,449059,,
28664,449231,2375,189,15.6,68.71809313,-33.594566345214844,0.9490417502820492,0.001,449121,,
28668,449294,2375,189,15.59,68.61959213000002,-35.26410729544504,1.1318156878153482,0.001,449183,,
28672,449358,2375,189,15.61,68.76967116,-34.6429123878479,1.0799150094389915,0.001,449247,,
28676,449421,2376,189,15.61,68.87446987,-34.48513650894165,0.9368310530980428,0.001,449310,,
28680,449483,2376,189,15.6,68.82365921,-33.89470454624721,1.0853644251823424,0.001,449373,,
28684,449546,2376,189,15.61,68.80480420999999,-34.78180258614676,1.0214137752850851,0.001,449435,,
28688,449610,2377,189,15.64,68.94848025999998,-33.318970680236816,0.9457703791558743,0.001,449499,,
28692,449671,2377,189,15.63,68.83665343,-34.10890933445522,1.1080607851346334,0.001,449561,,
28696,449733,2377,189,15.62,68.68422162,-33.218138217926025,1.153176849707961,0.001,449623,,
28700,449795,2378,189,15.62,68.68048337999998,-33.50024056434631,1.135044526308775,0.001,449684,,
28704,449858,2378,189,15.63,68.72922811,-34.44150761195591,1.2646680394808452,0.001,449747,,
28708,449921,2378,189,15.63,68.67870908,-33.47019600868225,1.1715180091559887,0.001,449810,,
28712,449984,2379,189,15.65,68.72557393,-33.201475858688354,1.0326943472027779,0.001,449873,,
,450000,,,,,-34.15537238121033,0.9107773639261723,0.001,449889,68.5157916009426,15.6
28716,450047,2379,189,15.66,68.77585755,-33.394434690475464,1.1484876036643983,0.001,449936,,
28720,450110,2379,189,15.65,68.72781975000002,-35.00944955008371,1.1966957728068033,0.001,449999,,
28724,450173,2380,189,15.65,68.67862483999998,-34.10922813415527,0.9886528514325619,0.001,450063,,
28728,450234,2380,189,15.65,68.67797946,-34.9826078414917,0.9821491986513138,0.001,450124,,
28732,450296,2380,189,15.63,68.65286109,-33.45485768999372,1.0324031829833984,0.001,450185,,
28736,450360,2381,189,15.65,68.69153424000001,-33.600656270980835,1.0219354815781116,0.001,450249,,
28740,450424,2381,189,15.67,68.74195538,-33.6062695980072,1.092308197170496,0.001,450313,,
28744,450486,2381,189,15.67,68.68823819,-33.99880266189575,1.041983966032664,0.001,450376,,
28748,450549,2382,189,15.68,68.78883757999999,-34.32230043411255,1.0462888926267624,0.001,450438,,
28752,450612,2382,189,15.69,68.89336816,-33.360126972198486,1.1681210119277239,0.001,450502,,
28756,450675,2382,189,15.68,68.96630228,-33.24721908569336,1.1503675729036331,0.001,450564,,
28760,450736,2383,189,15.67,68.86686705,-33.21603751182556,1.0521323680877686,0.001,450626,,
28764,450798,2383,189,15.67,68.92311683,-33.57238554954529,1.2296217381954193,0.001,450687,,
28768,450862,2383,189,15.68,68.97331307,-33.43190884590149,1.0056826826184988,0.001,450751,,
28772,450926,2384,189,15.68,68.97741351,-34.468780517578125,1.0108209326863289,0.001,450815,,
28776,450990,2384,189,15.69,69.07637895,-33.20451474189758,1.239121075719595,0.001,450879,,
28780,451053,2384,189,15.7,69.18129084,-33.55038142204285,1.3526114746928215,0.001,450943,,
28784,451117,2385,189,15.71,69.22995097,-34.14291191101074,1.5735881105065346,0.001,451006,,
28788,451181,2385,189,15.71,69.12177799,-34.87975811958313,0.9896002523601055,0.001,451070,,
28792,451244,2385,189,15.73,69.27601954,-32.664945874895366,1.148213807741801,0.001,451133,,
28796,451308,2386,189,15.75,69.41923365000001,-34.274810791015625,1.1414174064993858,0.001,451197,,
28800,451370,2386,189,15.75,69.36734363000001,-34.553152084350586,1.162698108702898,0.001,451260,,
28804,451432,2386,189,15.74,69.32234133,-33.99490690231323,1.084095535799861,0.001,451322,,
28808,451496,2387,189,15.75,69.3679449,-33.917786598205566,1.141653686761856,0.001,451385,,
28812,451559,2387,189,15.75,69.36502965,-33.37616276741028,1.1477888599038124,0.001,451448,,
28816,451622,2387,189,15.75,69.41775274,-34.22585415840149,0.785591896623373,0.001,451511,,
28820,451685,2387,189,15.75,69.53470804,-34.102208852767944,1.0599512060483296,0.001,451574,,
28824,451749,2388,189,15.76,69.68682544,-34.073095083236694,1.0149685889482498,0.001,451638,,
28828,451813,2388,189,15.79,69.77153227,-35.23780679702759,0.9368368703871965,0.001,451702,,
28832,451877,2388,189,15.81,69.8583396,-34.19812774658203,1.0601069256663322,0.001,451766,,
28836,451940,2389,189,15.8,69.85861056,-33.917086362838745,0.8276623729616404,0.001,451829,,
28840,452002,2389,189,15.78,69.80983764,-34.785307203020366,1.060004472732544,0.001,451891,,
28844,452064,2390,189,15.78,69.75033243000001,-34.700371980667114,1.008468222618103,0.001,451954,,
28848,452128,2390,189,15.79,69.85121566000001,-33.91319489479065,1.1361700184643269,0.001,452017,,
28852,452191,2390,189,15.79,69.90977909,-34.81589913368225,1.0126460418105125,0.001,452081,,
28856,452254,2390,189,15.79,69.85488961,-33.63359808921814,1.1717731580138206,0.001,452143,,
28860,452317,2391,189,15.81,69.93981274000001,-34.00689244270325,1.0849105678498745,0.001,452206,,
28864,452380,2391,189,15.82,69.99003072000001,-34.535869121551514,0.9618616364896297,0.001,452269,,
28868,452444,2391,189,15.82,69.9280787,-34.673266887664795,1.046813078224659,0.001,452333,,
28872,452508,2392,189,15.82,69.92342175,-33.262922048568726,1.0365184471011162,0.001,452397,,
28876,452569,2392,189,15.79,69.84459038,-34.3277587890625,1.2884437322616578,0.001,452459,,
28880,452631,2392,189,15.78,69.79619203,-34.26873779296875,0.9504017196595669,0.001,452521,,
28884,452694,2393,189,15.77,69.75040505,-35.32344579696655,0.9978523068130016,0.001,452583,,
28888,452757,2393,189,15.76,69.75795396000001,-33.76535987854004,1.200012348095576,0.001,452646,,
28892,452820,2393,189,15.76,69.76302215,-33.1677143573761,1.0313043855130672,0.001,452710,,
28896,452884,2394,189,15.76,69.81656398999999,-33.85004472732544,1.1208134982734919,0.001,452773,,
28900,452948,2394,189,15.78,70.01707411000001,-34.72688388824463,0.9699559919536114,0.001,452837,,
28904,453011,2394,189,15.79,70.06599131999998,-34.36097431182861,1.0454936511814594,0.001,452900,,
28908,453074,2395,189,15.78,70.07443181999999,-34.300779819488525,1.059361457824707,0.001,452963,,
28912,453137,2395,189,15.78,70.18316886,-33.3762469291687,1.0166926463445027,0.001,453026,,
28916,453198,2395,189,15.76,70.08935383,-34.15602547781808,0.8843321124712626,0.001,453087,,
28920,453259,2396,189,15.74,69.98766049,-35.4645414352417,0.9103031922131777,0.001,453149,,
28924,453320,2396,189,15.71,69.83876425,-33.96978688240051,1.094161621729533,0.001,453210,,
28928,453383,2396,189,15.7,69.85148102,-34.812049865722656,1.0962254405021667,0.001,453272,,
28932,453447,2397,189,15.7,69.85415470999999,-33.532257318496704,1.2521537505090237,0.001,453336,,
28936,453510,2397,189,15.7,69.7570866,-33.8160514831543,1.0966124087572098,0.001,453400,,
28940,453573,2397,189,15.71,69.80204232999999,-33.01477098464966,1.0408718027174473,0.001,453462,,
28944,453637,2398,189,15.73,69.94506078,-32.95768475532532,1.1788511388003826,0.001,453526,,
28948,453701,2398,189,15.73,69.94059105999999,-33.546202659606934,1.057144533842802,0.001,453590,,
28952,453765,2398,189,15.74,69.98938886,-33.6768593788147,1.14688316360116,0.001,453654,,
28956,453829,2399,189,15.75,70.02723076,-34.184635400772095,1.1826604418456554,0.001,453718,,
28960,453893,2399,189,15.76,70.07834988,-33.40047550201416,1.045012455433607,0.001,453782,,
28964,453955,2399,189,15.75,70.03161448,-33.65201234817505,0.8948947228491306,0.001,453845,,
28968,454019,2400,189,15.75,70.14276165999999,-35.08174419403076,0.9694026745855808,0.001,453908,,
28972,454082,2400,189,15.74,70.03358422,-33.78320360183716,1.0942376106977463,0.001,453972,,
28976,454146,2400,189,15.77,70.12341796999999,-33.99285292625427,1.0406109634786844,0.001,454035,,
28980,454208,2401,189,15.77,70.01985991999999,-33.59352087974548,1.0880526304244995,0.001,454098,,
28984,454272,2401,189,15.78,70.12610184,-33.15296530723572,1.1289244517683983,0.001,454161,,
28988,454336,2401,189,15.79,70.16265501999999,-33.08731293678284,1.2080561500042677,0.001,454225,,
28992,454400,2401,189,15.8,70.14898415,-34.045576333999634,0.9533099234104156,0.001,454289,,
28996,454464,2402,189,15.8,70.15206032,-33.89807963371277,1.106360785663128,0.001,454353,,
29000,454526,2402,189,15.78,70.05308758,-34.263254165649414,0.919037913903594,0.001,454415,,
29004,454590,2402,189,15.79,70.10075148,-32.71983981132507,1.0236422382295132,0.001,454479,,
29008,454654,2403,189,15.8,70.14421876,-33.07492446899414,1.08896117284894,0.001,454543,,
29012,454716,2403,189,15.79,70.03620769000001,-33.60663087027414,1.0078152934710185,0.001,454605,,
29016,454779,2403,189,15.81,70.12958567000001,-32.85267472267151,1.2045577354729176,0.001,454668,,
29020,454841,2404,189,15.82,70.17915228,-34.54532527923584,1.0417786613106728,0.001,454731,,
29024,454904,2404,189,15.84,70.22929104,-32.991345167160034,1.1336170118302107,0.001,454794,,
29028,454966,2404,189,15.83,70.12805106,-34.05394244194031,1.1000307239592075,0.001,454856,,
,455000,,,,,-33.820709500994,0.8700998107592265,0.001,454901,68.5157916009426,15.6
29032,455028,2405,189,15.81,69.98367938,-33.75493335723877,1.0838856659829617,0.001,454917,,
29036,455090,2405,189,15.8,70.03933828,-33.510133266448975,0.9699858240783215,0.001,454980,,
29040,455154,2406,189,15.81,70.03458468000001,-33.66145896911621,0.9248367268592119,0.001,455043,,
29044,455217,2406,189,15.8,69.99771178,-33.95813226699829,1.1156198660532632,0.001,455106,,
29048,455280,2406,189,15.79,69.89960014,-32.85747957229614,1.189749225974083,0.001,455170,,
29052,455342,2407,189,15.77,69.79685821999999,-35.39608492170061,0.9955489198366801,0.001,455231,,
29056,455404,2407,189,15.75,69.61069737000001,-32.835376024246216,1.07355597615242,0.001,455294,,
29060,455468,2407,189,15.75,69.66649111000001,-33.45011496543884,1.0477840695530176,0.001,455357,,
29064,455530,2408,189,15.75,69.66601383999999,-33.6767942905426,1.1632371954619884,0.001,455419,,
29068,455594,2408,189,15.75,69.67193404,-34.594584703445435,1.0770616680383682,0.001,455483,,
29072,455655,2408,189,15.73,69.53499885000001,-33.932044506073,1.0104718804359436,0.001,455544,,
29076,455718,2408,189,15.72,69.53575878,-32.86174273490906,1.0320910103619099,0.001,455608,,
29080,455780,2409,189,15.72,69.53108382999999,-34.23786980765207,0.9330091138680776,0.001,455669,,
29084,455844,2409,189,15.72,69.53592444,-34.93026399612427,1.1278443224728107,0.001,455733,,
29088,455908,2409,189,15.72,69.59263114,-34.17433547973633,0.9632054325193167,0.001,455797,,
29092,455969,2410,189,15.69,69.50596037999999,-33.54988718032837,0.917313011487325,0.001,455858,,
29096,456032,2410,189,15.68,69.46333274999999,-34.38653564453125,1.01681112870574,0.001,455921,,
29100,456096,2411,189,15.7,69.56275938,-34.6025710105896,1.017024090513587,0.001,455985,,
29104,456159,2411,189,15.69,69.50886709000001,-33.89989972114563,1.1312221959233284,0.001,456048,,
29108,456222,2411,189,15.68,69.40616568,-33.33221244812012,1.1234423778951168,0.001,456112,,
29112,456284,2412,189,15.68,69.41600204000001,-34.21103119850159,0.9001561204592387,0.001,456174,,
29116,456347,2412,189,15.68,69.20382336,-34.27946996688843,1.206498395651579,0.001,456236,,
29120,456409,2412,189,15.68,69.20593623999999,-33.83693194389343,1.0679826252162457,0.001,456299,,
29124,456472,2413,189,15.68,69.25393672,-32.915114879608154,1.0885922890156507,0.001,456361,,
29128,456534,2413,189,15.68,69.25149363,-34.405078411102295,0.912175863981247,0.001,456424,,
29132,456595,2413,189,15.67,69.20643722,-34.04520198277065,0.9362843950589498,0.001,456485,,
29136,456659,2414,189,15.69,69.25261701,-34.960540771484375,0.9343376997858286,0.001,456548,,
29140,456721,2414,189,15.67,69.22063433999999,-33.91123032569885,1.1243217624723911,0.001,456610,,
29144,456785,2414,189,15.68,69.32478293,-35.085787773132324,1.1261488646268845,0.001,456674,,
29148,456847,2415,189,15.67,69.32869626,-33.90620517730713,1.0120063312351704,0.001,456736,,
29152,456911,2415,189,15.69,69.37134026999999,-33.91281270980835,1.0259098038077354,0.001,456800,,
29156,456975,2415,189,15.71,69.56243703,-33.050482988357544,1.1824783645570278,0.001,456864,,
29160,457038,2415,189,15.7,69.51534607,-34.711341381073,1.049593560397625,0.001,456927,,
29164,457102,2416,189,15.72,69.59922608999999,-33.35598158836365,1.0674327835440636,0.001,456991,,
29168,457164,2416,189,15.7,69.39352955999999,-33.7421715259552,0.8510196566581726,0.001,457054,,
29172,457228,2416,189,15.73,69.58367573000001,-34.56342792510986,0.9499624315649271,0.001,457117,,
29176,457291,2417,189,15.73,69.52522903,-33.38296580314636,1.1179108284413815,0.001,457180,,
29180,457354,2417,189,15.74,69.67852694,-33.697463035583496,1.3140354491770267,0.001,457243,,
29184,457415,2417,189,15.71,69.47404759000001,-33.84650659561157,1.0958554074168205,0.001,457305,,
29188,457479,2418,189,15.71,69.47458056,-33.529876470565796,1.0509388968348503,0.001,457368,,
29192,457541,2418,189,15.72,69.47026693000001,-34.428250789642334,1.02089867554605,0.001,457430,,
29196,457604,2418,189,15.72,69.41896412999999,-33.98666436331613,1.0709670662879944,0.001,457493,,
29200,457665,2419,189,15.69,69.27978545,-33.827494382858276,1.0831545032560825,0.001,457555,,
29204,457727,2419,189,15.68,69.08295170000001,-34.47600718906948,1.0929870982964833,0.001,457617,,
29208,457788,2419,189,15.66,68.93653221,-34.52455956595285,0.8881495326757431,0.001,457677,,
29212,457850,2420,189,15.66,68.98236011,-33.68149403163365,0.9649581670761108,0.001,457739,,
29216,457913,2420,189,15.66,69.19227101,-33.94790291786194,1.157550673931837,0.001,457802,,
29220,457977,2420,189,15.68,69.12569815,-32.689178705215454,0.8352946806699038,0.001,457866,,
29224,458038,2421,189,15.66,69.04038629,-34.73168611526489,1.1617807671427727,0.001,457928,,
29228,458101,2421,189,15.67,69.14348994999999,-33.853058099746704,1.0039587803184986,0.001,457990,,
29232,458163,2421,189,15.68,69.18466064,-34.017096757888794,1.2864832691848278,0.001,458053,,
29236,458226,2422,189,15.67,69.18551682,-35.35347366333008,0.8490913324058056,0.001,458115,,
29240,458290,2422,189,15.69,69.27178789999999,-34.85316038131714,1.0582986809313297,0.001,458179,,
29244,458353,2422,189,15.68,69.16953148,-32.95533752441406,1.1616985574364662,0.001,458242,,
29248,458416,2423,189,15.69,69.21969558999999,-33.80948543548584,1.1005082428455353,0.001,458305,,
29252,458477,2423,189,15.66,69.08006624000001,-34.69280433654785,1.0283305068810782,0.001,458367,,
29256,458539,2423,189,15.64,68.98774768999999,-33.500375747680664,0.981578509012858,0.001,458429,,
29260,458601,2424,189,15.63,68.94312629,-34.28497362136841,0.8458194211125374,0.001,458491,,
29264,458665,2424,189,15.63,68.94357409,-33.46587681770325,1.143493141978979,0.001,458554,,
29268,458728,2424,189,15.64,68.93851011999999,-33.38167142868042,1.163072619587183,0.001,458617,,
29272,458791,2425,189,15.63,68.89477404,-35.77596092224121,0.9888522587716579,0.001,458680,,
29276,458855,2425,189,15.64,68.94913564,-33.60512566566467,1.0817903727293015,0.001,458744,,
29280,458918,2425,189,15.64,68.84971997000001,-33.97370719909668,1.1043083183467388,0.001,458807,,
29284,458981,2426,189,15.66,69.00658226,-33.68223023414612,1.077094848950704,0.001,458870,,
29288,459043,2426,189,15.64,68.91381462,-33.413071632385254,1.0984292272478342,0.001,458933,,
29292,459106,2426,189,15.65,68.96554627,-34.32199001312256,0.95827591791749,0.001,458996,,
29296,459168,2427,189,15.64,68.86028069000002,-33.357007435389924,1.2490883628527323,0.001,459057,,
29300,459230,2427,189,15.65,68.90810215,-33.54259518214634,1.0489444514115651,0.001,459119,,
29304,459293,2427,189,15.66,69.06013541,-35.09701585769653,1.292469584941864,0.001,459182,,
29308,459356,2428,189,15.68,69.16125868,-34.60997608729771,0.9869952241579691,0.001,459245,,
29312,459419,2428,189,15.69,69.15547054000001,-34.41103792190552,1.0143868724505107,0.001,459308,,
29316,459482,2428,189,15.69,69.10502068,-33.97145986557007,1.0425227507948875,0.001,459371,,
29320,459542,2429,189,15.65,69.07549684,-32.37514042854309,1.144367253780365,0.001,459432,,
29324,459605,2429,189,15.67,69.1650949,-34.43066191673279,0.9979204535484314,0.001,459495,,
29328,459666,2429,189,15.65,69.01467588999999,-33.30097222328186,1.0487185041109721,0.001,459556,,
29332,459728,2430,189,15.65,69.06594371,-32.74901533126831,1.0180489579836527,0.001,459618,,
29336,459792,2430,189,15.66,69.10576497,-33.821460247039795,1.0370116904377937,0.001,459681,,
29340,459854,2430,189,15.64,68.96094393999999,-34.14468165806362,0.9623409072558086,0.001,459743,,
29344,459915,2431,189,15.62,68.86007133999999,-33.968398094177246,1.0475516200065613,0.001,459804,,
29348,459977,2431,189,15.61,68.81307466,-33.79554605484009,1.1329937020937602,0.001,459866,,
,460000,,,,,-33.74165316990444,0.9858040293057759,0.001,459897,68.5157916009426,15.6
29352,460038,2432,189,15.61,68.81247115000001,-33.40567874908447,1.0422752439975738,0.001,459928,,
29356,460100,2432,189,15.61,68.87229841,-34.549561091831755,1.1651395161946614,0.001,459989,,
29360,460163,2432,189,15.62,68.81125393999999,-34.32011532783508,0.970826568081975,0.001,460052,,
29364,460227,2433,189,15.62,68.80674289,-33.988322496414185,1.0842030681669712,0.001,460116,,
29368,460290,2433,189,15.62,68.9629892,-33.2480309009552,1.0645058806985617,0.001,460179,,
29372,460352,2433,189,15.61,68.96601221,-34.02014946937561,1.0178188383579254,0.001,460242,,
29376,460414,2434,189,15.59,68.82196151000002,-32.566608905792236,0.8952547291914622,0.001,460304,,
29380,460478,2434,189,15.6,68.91518495999999,-33.534815549850464,1.0655154716223478,0.001,460367,,
29384,460541,2434,189,15.6,68.8544799,-34.351576805114746,0.9874666854739189,0.001,460430,,
29388,460604,2434,189,15.61,68.84668347,-33.82278800010681,1.2466055937111378,0.001,460493,,
29392,460666,2435,189,15.6,68.84454523000002,-33.62227821350098,1.112933874130249,0.001,460556,,
29396,460729,2435,189,15.61,68.94104798999999,-32.89022874832153,1.0029345870018005,0.001,460618,,
29400,460792,2435,189,15.62,68.8794681,-33.67334461212158,1.1301330141723156,0.001,460681,,
29404,460855,2436,189,15.62,68.8712086,-34.877710819244385,1.2022626176476479,0.001,460744,,
29408,460918,2436,189,15.62,68.86532535,-33.487725019454956,1.1186794117093086,0.001,460808,,
29412,460981,2436,189,15.62,68.85954241,-33.39908289909363,0.9695219285786152,0.001,460871,,
29416,461045,2437,189,15.63,68.95809928999999,-34.78708744049072,1.0935132056474686,0.001,460934,,
29420,461106,2437,189,15.64,68.96355925,-33.72705841064453,1.6272094964981079,0.001,460995,,
29424,461170,2438,189,15.65,69.00607366000001,-34.25562644004822,1.1792576164007187,0.001,461059,,
29428,461233,2438,189,15.67,69.15568621999999,-34.53909921646118,0.9132630378007889,0.001,461122,,
29432,461296,2438,189,15.68,69.14566339999999,-33.59080532618931,0.9877921263376872,0.001,461185,,
29436,461358,2438,189,15.66,69.05874889,-33.47765302658081,1.1513101197779179,0.001,461247,,
29440,461422,2439,189,15.68,69.15183748999999,-34.382020473480225,0.8986359313130379,0.001,461311,,
29444,461486,2439,189,15.71,69.30310856000001,-32.539294958114624,0.9797836728394032,0.001,461375,,
29448,461548,2439,189,15.71,69.19085347,-35.35944223403931,1.016782782971859,0.001,461437,,
29452,461611,2440,189,15.73,69.28607364,-34.09524440765381,1.1151492409408092,0.001,461500,,
29456,461674,2440,189,15.74,69.27581466,-33.745832443237305,1.0303880333900453,0.001,461563,,
29460,461737,2440,189,15.74,69.31900970000001,-33.90422081947327,0.9808057472109795,0.001,461626,,
29464,461800,2441,189,15.73,69.28084307,-33.45296907424927,1.1175437029451132,0.001,461689,,
29468,461864,2441,189,15.74,69.32993791,-33.536179065704346,0.9059355650097132,0.001,461753,,
29472,461928,2441,189,15.76,69.42463589,-33.95599007606506,1.1176886595785618,0.001,461817,,
29476,461989,2442,189,15.75,69.48148789000001,-34.36921453475952,1.1939534693956375,0.001,461879,,
