time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4,123.310543,98,24.5,0,1455,,,,,,
8,94.7030335,157,19.625,1,136,27.792332581111364,45,-2.7773452486310686,0.001,,
12,84.71497950000001,217,18.083333333333332,1,129,8.459749348958333,104,-3.4633061587810516,0.001,,
16,79.6563339375,278,17.375,2,127,3.4747759819030763,165,-4.138169799532209,0.001,,
20,76.55211299999999,338,16.9,2,124,0.9882720271746318,225,-4.97622469493321,0.001,,
24,74.26698675,398,16.583333333333332,3,123,0.8653176407019297,285,-5.017840726034982,0.001,,
28,72.67178992857143,458,16.357142857142858,3,123,0.43950996597607933,345,-5.65876122883388,0.001,,
32,71.72630228125,517,16.15625,4,122,0.7417123019695282,404,-5.872192178453718,0.001,,
36,70.65085402777778,573,15.916666666666666,4,120,0.6340380907058716,461,-6.385157176426479,0.001,,
40,69.8038306,629,15.725,5,121,0.493153629558427,517,-7.109577996390207,0.001,,
44,69.32907404545455,687,15.613636363636363,5,121,0.49706377387046813,575,-7.580749034881592,0.001,,
48,68.73682016666667,743,15.479166666666666,6,121,1.085646031158311,631,-8.293859686170306,0.001,,
52,68.49016465384616,802,15.423076923076923,6,120,2.1561436732610066,689,-8.999953406197685,0.001,,
56,68.28382228571428,861,15.375,7,119,0.585061909755071,748,-9.613189220428467,0.001,,
60,68.02916549999999,919,15.316666666666666,7,119,0.5037999808788299,806,-10.196192979812622,0.001,,
64,67.724352515625,976,15.25,8,119,0.6390298157930374,864,-10.696860177176339,0.001,,
68,67.59085277941176,1035,15.220588235294118,8,119,0.8175661603609721,922,-11.175413131713867,0.001,,
72,67.41258909722222,1093,15.180555555555555,9,118,0.7025979081789653,981,-11.883572714669365,0.001,,
76,67.32244802631578,1152,15.157894736842104,9,118,0.44672738313674926,1039,-12.3996855872018,0.001,,
80,67.1211928125,1209,15.1125,10,118,0.729833502570788,1097,-12.813206536429268,0.001,,
84,67.04790601190477,1268,15.095238095238095,10,118,0.5840100049972534,1155,-13.506302424839564,0.001,,
88,66.87571261363637,1325,15.056818181818182,11,118,1.0099961800234658,1213,-13.669870921543666,0.001,,
92,66.81603894565217,1384,15.043478260869565,11,118,0.9455267031987508,1271,-14.188871792384557,0.001,,
96,66.72052653125,1442,15.020833333333334,12,118,0.7729412982861201,1329,-14.560463224138532,0.001,,
100,66.62694529000001,1500,15.0,12,117,0.8042813390493393,1387,-15.187017440795898,0.001,,
104,64.31704845000002,1559,14.61,13,117,0.9055968801180522,1447,-15.523909841264997,0.001,,
108,64.28627952000001,1618,14.61,13,117,0.7904336174329122,1505,-15.825179644993373,0.001,,
112,64.32021171,1677,14.6,14,117,0.7230569819609324,1564,-16.076189279556274,0.001,,
116,64.31475713000002,1735,14.57,14,117,0.9032518605391184,1623,-16.816081728254044,0.001,,
120,64.30705715,1793,14.55,15,118,1.1570446173350015,1680,-17.38638162612915,0.001,,
124,64.45915679,1853,14.55,15,118,0.9744108319282532,1740,-17.36313033103943,0.001,,
128,64.50999945000001,1911,14.53,16,118,1.812328279018402,1799,-17.807721819196427,0.001,,
132,64.47530601,1969,14.52,16,118,1.361227031548818,1856,-18.7404305934906,0.001,,
136,64.56690083,2027,14.54,17,118,0.9802006204922994,1914,-18.725423336029053,0.001,,
140,64.74419913,2087,14.58,17,118,1.1906367023785909,1974,-19.061887502670288,0.001,,
144,64.71858488,2145,14.58,18,118,0.8394968296800341,2033,-19.219071796962194,0.001,,
148,64.37613792,2197,14.54,18,118,2.7328842282295227,2086,-19.66387394496373,0.001,,
152,63.897655560000004,2249,14.47,18,118,1.513195588038518,2138,-19.974470955984934,0.001,,
156,63.43135943,2301,14.4,19,118,1.1313046858860896,2190,-19.803923198154994,0.001,,
160,63.01071723,2353,14.34,19,118,0.8470697930225959,2242,-20.204896926879883,0.001,,
164,62.64015214,2405,14.29,20,118,0.9000286643321698,2294,-20.424822671072825,0.001,,
168,62.163745979999995,2457,14.22,20,118,1.3099482976473296,2346,-20.239936556134904,0.001,,
172,61.72885923999999,2509,14.16,21,118,0.8671653247796572,2398,-20.944351196289062,0.001,,
176,61.238171679999994,2561,14.09,21,118,1.2224608613894536,2450,-20.839446749005997,0.001,,
180,60.85270383,2613,14.04,22,118,0.9705639183521271,2502,-20.18009294782366,0.001,,
184,60.37840628,2665,13.97,22,118,0.8698691954979529,2554,-20.73599542890276,0.001,,
188,59.98024018000001,2717,13.92,23,118,0.8204301870786227,2606,-21.374000004359655,0.001,,
192,59.49354289,2769,13.85,23,117,0.7539823169891651,2658,-20.748661041259766,0.001,,
196,59.053458170000006,2821,13.79,23,117,0.7632067409845499,2710,-20.839800153459823,0.001,,
200,58.60433791000001,2873,13.73,24,117,1.2298247997577374,2762,-21.479934692382812,0.001,,
204,58.281048680000005,2925,13.66,24,117,1.7555238008499146,2814,-21.85446058000837,0.001,,
208,58.01511383000001,2977,13.59,25,117,1.4616467769329364,2866,-21.500736236572266,0.001,,
212,57.734807370000006,3029,13.52,25,117,1.0239470050885127,2918,-21.764533179146902,0.001,,
216,57.50830695000001,3081,13.46,26,117,1.0656380286583533,2970,-21.44041851588658,0.001,,
220,57.296110580000004,3133,13.4,26,117,1.0073176255592933,3022,-22.100678035191127,0.001,,
224,56.965442190000005,3187,13.34,27,117,5.905594029596874,3075,-22.120817729404994,0.001,,
228,56.83254907,3243,13.32,27,117,4.296725877693722,3131,-22.3507753099714,0.001,,
232,56.6738955,3299,13.3,28,117,2.136621560369219,3187,-22.21054404122489,0.001,,
236,56.53420263,3355,13.28,28,117,2.5623212584427426,3243,-22.624581745692662,0.001,,
240,56.315292389999996,3411,13.24,29,117,1.5877990424633026,3299,-22.51793588910784,0.001,,
244,56.16373780000001,3466,13.21,29,117,1.4013217176709856,3355,-22.052404403686523,0.001,,
248,56.36403577,3518,13.21,30,117,1.512312834079449,3407,-22.52332655588786,0.001,,
252,56.56332511999999,3570,13.21,30,117,1.8704378879987276,3459,-23.007033348083496,0.001,,
256,56.748237870000004,3622,13.21,30,117,1.1280481815338135,3511,-22.833293914794922,0.001,,
260,56.92597912,3674,13.21,31,116,1.1433018858616169,3563,-22.647433280944824,0.001,,
264,57.11139516000001,3726,13.21,31,116,0.9879636351878827,3615,-23.108588854471844,0.001,,
268,57.30715386000001,3778,13.21,32,116,1.0018290602243864,3667,-23.44046751658122,0.001,,
272,57.50968212,3830,13.21,32,116,0.625615255190776,3719,-23.820692380269367,0.001,,
276,57.70936789,3882,13.21,33,116,0.5640170872211456,3771,-23.276159286499023,0.001,,
280,57.75911665,3934,13.21,33,116,0.8280329016538767,3823,-23.901625951131184,0.001,,
284,57.75427769,3986,13.21,34,116,0.5649593816353724,3875,-23.79819933573405,0.001,,
288,57.753275370000004,4038,13.21,34,116,0.5796994039645562,3927,-24.122100194295246,0.001,,
292,57.761254359999995,4090,13.21,35,116,1.371125395481403,3979,-23.582706769307453,0.001,,
