time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
2048,1,559,99.86618639130432,22.26086956521739,3,,,,,,,,,,,,,
4096,2,437,107.57837030999997,23.92,9,0.0003,0.018523943,10,0.9990147948265076,0.2,-24.119104635715484,452.4185485839844,0.219775390625,-0.003043055534362793,1304.8804782867433,-0.05898120466736145,,
5000,,,,,,0.0003,0.024875913,20,0.9979476928710938,0.2,-24.09702714085579,506.1600646972656,0.2564453125,0.015005409717559814,1132.4948362350465,-0.07148318164690863,70.4,358.0228470534086
6144,3,365,105.32912852999999,23.59,16,,,,,,,,,,,,,
8192,4,360,104.82808856000001,23.25,22,0.0003,0.028406942,30,0.9960466027259827,0.2,-24.068490898609163,394.951416015625,0.303125,0.01567929983139038,954.1109079360962,-0.08046188094594982,,
10000,,,,,,0.0003,0.0318729,40,0.9938977360725403,0.2,-24.028452861309052,391.5017395019531,0.332861328125,0.025791704654693604,847.0110666275025,-0.08420692148210947,68.35,361.3756324011832
10240,5,336,109.73944800999998,24.49,30,,,,,,,,,,,,,
12288,6,347,112.63262189999999,24.98,35,0.0003,0.03499148,50,0.9929419159889221,0.2,-24.010144221782685,365.39837646484375,0.36474609375,0.012132525444030762,916.3861036300659,-0.0892172103311168,,
14336,7,358,115.56123297999999,25.79,39,0.0003,0.03461179,60,0.9909780025482178,0.2,-23.984757828712464,372.90155029296875,0.3525390625,0.017997801303863525,916.2428192138672,-0.08398250186000951,,
15000,,,,,,0.0003,0.027915634,70,0.9910293221473694,0.2,-23.96490718126297,511.64727783203125,0.31728515625,0.0247422456741333,1022.3241554260254,-0.0825789502763655,72.35,377.0170162126422
16384,8,345,122.46671973999999,27.21,47,,,,,,,,,,,,,
18432,9,344,125.40298435999999,28.01,53,0.0003,0.022158261,80,0.990634024143219,0.2,-23.96189882159233,544.952392578125,0.25009765625,0.03810834884643555,1013.409938621521,-0.07221330349857454,,
20000,,,,,,0.0003,0.020138247,90,0.9900230169296265,0.2,-23.956063997745513,408.9769592285156,0.202783203125,0.08228546380996704,954.9157817840576,-0.06948213577852584,88.05,423.8990987673402
