rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/episodes,eval/mean_reward,eval/mean_ep_length
-123.2801535,0.001,400,1.6866248035430909,332,1,0.04980890487320721,100.0,200,4,,
,0.001,500,1.9488032412528993,,,0.01165710817091167,,300,,-112.07720629999999,100.0
-107.034777375,0.001,800,2.596814374923706,162,4,0.018936385004781186,100.0,600,8,,
,0.001,1000,2.9813105297088622,,,0.020478637190535665,,800,,-66.7368136,100.0
-94.34656225000002,0.001,1200,3.2794824028015137,140,8,0.01898340115323663,100.0,1000,12,,
,0.001,1500,3.7328439569473266,,,0.02583942155353725,,1300,,-55.686001999999995,100.0
-85.4279000625,0.001,1600,3.8847167444229127,130,12,0.020223092390224337,100.0,1400,16,,
,0.001,2000,4.472107210159302,,,0.02518307694233954,,1800,,-56.2104619,100.0
-80.52393780000001,,2000,,125,15,,100.0,,20,,
-77.13813704166667,0.001,2400,5.084330329895019,132,18,0.02352314258925617,100.0,2200,24,,
,0.001,2500,5.232665767669678,,,0.02477099284529686,,2300,,-65.641891,100.0
-74.99341010714286,0.001,2800,5.678514938354493,127,22,0.024774860022589565,100.0,2600,28,,
,0.001,3000,6.002622594833374,,,0.027552832458168267,,2800,,-68.465381,100.0
-73.52767021875,0.001,3200,6.305830955505371,123,25,0.024889789186418057,100.0,3000,32,,
,0.001,3500,6.734361953735352,,,0.023675351096317174,,3300,,-63.6801658,100.0
-71.8194193611111,0.001,3600,6.899798917770386,119,30,0.02345618426799774,100.0,3400,36,,
,0.001,4000,7.493733167648315,,,0.024921644814312457,,3800,,-57.492168099999994,100.0
-70.7775771,,4000,,116,34,,100.0,,40,,
-70.04963229545456,0.001,4400,8.10816159248352,119,36,0.023165658647194505,100.0,4200,44,,
,0.001,4500,8.255503959655762,,,0.026448340360075234,,4300,,-60.47354750000001,100.0
-69.162955125,0.001,4800,8.717742519378662,118,40,0.027521549817174674,100.0,4600,48,,
,0.001,5000,9.020294609069824,,,0.024227061681449412,,4800,,-62.17835770000001,100.0
-68.46998842307693,0.001,5200,9.327268104553223,117,44,0.029020409490913154,100.0,5000,52,,
,0.001,5500,9.75158676147461,,,0.030541301146149634,,5300,,-56.822038150000004,100.0
-67.72296300000001,0.001,5600,9.942941627502442,116,48,0.029487446881830692,100.0,5400,56,,
,0.001,6000,10.464529342651367,,,0.031100075989961624,,5800,,-53.71464145,100.0
-66.56335013333334,,6000,,115,51,,100.0,,60,,
-65.370969578125,0.001,6400,11.026329498291016,118,54,0.02978220263496041,100.0,6200,64,,
,0.001,6500,11.131217021942138,,,0.027902035284787418,,6300,,-56.959374749999995,100.0
-64.77264935294116,0.001,6800,11.532626857757569,117,58,0.03406360385939479,100.0,6600,68,,
,0.001,7000,11.862902240753174,,,0.033081177733838556,,6800,,-53.8644987,100.0
-63.966198027777786,0.001,7200,12.087520427703858,116,62,0.03897939618676901,100.0,7000,72,,
,0.001,7500,12.50619779586792,,,0.0353919286839664,,7300,,-50.164738500000006,100.0
-63.56747214473685,0.001,7600,12.633914699554444,115,65,0.03665275314822793,100.0,7400,76,,
,0.001,8000,13.229528369903564,,,0.030870681013911962,,7800,,-51.910657750000006,100.0
-63.1166479625,,8000,,114,69,,100.0,,80,,
-62.63122192857143,0.001,8400,13.735982818603516,116,71,0.041958303097635506,100.0,8200,84,,
,0.001,8500,13.891195812225341,,,0.0404475568421185,,8300,,-53.78811184999999,100.0
-61.94718909090909,0.001,8800,14.252460117340087,116,75,0.04059781109914184,100.0,8600,88,,
,0.001,9000,14.502731742858886,,,0.03948452780023217,,8800,,-55.790518199999994,100.0
-61.47327484782609,0.001,9200,14.77032543182373,116,79,0.03823575897142291,100.0,9000,92,,
,0.001,9500,15.211793041229248,,,0.04072408001869917,,9300,,-57.022759400000005,100.0
-61.14067728124999,0.001,9600,15.318499774932862,115,82,0.04393475666642189,100.0,9400,96,,
,0.001,10000,15.789144783020019,,,0.0376840016618371,,9800,,-54.88824670000001,100.0
-60.89398487,,10000,,115,86,,100.0,,100,,
-58.08352614,0.001,10400,16.344545593261717,117,88,0.03829959455877543,100.0,10200,104,,
,0.001,10500,16.462584953308106,,,0.04305236004292965,,10300,,-60.69890409999999,100.0
-56.58969197,0.001,10800,16.888541641235353,116,92,0.03850362036377192,100.0,10600,108,,
,0.001,11000,17.070941352844237,,,0.04065320929512382,,10800,,-56.10149944999999,100.0
-56.087468,0.001,11200,17.34881134033203,116,96,0.04093323826789856,100.0,11000,112,,
,0.001,11500,17.768226585388184,,,0.04518993908539414,,11300,,-51.746513500000006,100.0
-56.06372524,0.001,11600,17.87934711456299,116,99,0.04172511857002974,100.0,11400,116,,
,0.001,12000,18.35722385406494,,,0.04096848994493484,,11800,,-56.44006299999999,100.0
-55.846391710000006,,12000,,115,103,,100.0,,120,,
-55.55232197,0.001,12400,18.90727592468262,117,105,0.04258608777076006,100.0,12200,124,,
,0.001,12500,19.0041259765625,,,0.04518329650163651,,12300,,-54.0897732,100.0
-54.970008,0.001,12800,19.352095069885255,117,109,0.0517382069863379,100.0,12600,128,,
,0.001,13000,19.557764320373536,,,0.044328849632292985,,12800,,-54.5740869,100.0
-54.41643039,0.001,13200,19.76790355682373,116,112,0.04797238042578101,100.0,13000,132,,
,0.001,13500,20.13813709259033,,,0.04634160101413727,,13300,,-53.412217250000005,100.0
-54.345489070000006,0.001,13600,20.253120079040528,116,116,0.04363972924649715,100.0,13400,136,,
,0.001,14000,20.594195594787596,,,0.05797904670238495,,13800,,-52.1457527,100.0
-53.786405689999995,,14000,,116,120,,100.0,,140,,
-53.138264799999995,0.001,14400,21.03724353790283,117,122,0.04758834110572934,100.0,14200,144,,
,0.001,14500,21.081806297302247,,,0.051448915116488934,,14300,,-51.37294785,100.0
-52.824086859999994,0.001,14800,21.43258445739746,116,126,0.041351855639368294,100.0,14600,148,,
,0.001,15000,21.590892639160156,,,0.050543840359896425,,14800,,-56.37719425000002,100.0
-52.87110297,0.001,15200,21.763295860290526,116,130,0.051855025980621576,100.0,15000,152,,
,0.001,15500,22.11178798675537,,,0.05171875439584255,,15300,,-45.605644100000006,100.0
-52.645469240000004,0.001,15600,22.242995681762697,116,134,0.053147077150642874,100.0,15400,156,,
,0.001,16000,22.60485656738281,,,0.05441872477531433,,15800,,-46.7156179,100.0
-52.659565840000006,,16000,,115,138,,100.0,,160,,
-52.679437230000005,0.001,16400,22.988750343322753,116,140,0.05117914199829102,100.0,16200,164,,
,0.001,16500,23.147276191711427,,,0.05673221237957478,,16300,,-48.06231845,100.0
-52.33693241,0.001,16800,23.38790355682373,116,144,0.05063275571912527,100.0,16600,168,,
,0.001,17000,23.63030284881592,,,0.05347399562597275,,16800,,-56.96179475,100.0
-52.47134637000001,0.001,17200,23.75245922088623,115,148,0.05142058238387108,100.0,17000,172,,
,0.001,17500,23.978388900756837,,,0.06338245254009962,,17300,,-47.581193,100.0
-52.12193701,0.001,17600,24.09958106994629,115,152,0.055263436026871206,100.0,17400,176,,
,0.001,18000,24.486139869689943,,,0.060406425036489964,,17800,,-45.23134175,100.0
-51.72343677,,18000,,114,156,,100.0,,180,,
-51.71136387000001,0.001,18400,24.857483634948732,115,158,0.06063625082373619,100.0,18200,184,,
,0.001,18500,24.999762687683106,,,0.07081289645284414,,18300,,-47.2749615,100.0
-51.48852719999999,0.001,18800,25.250362091064453,115,162,0.05848211087286472,100.0,18600,188,,
,0.001,19000,25.42624626159668,,,0.06940202977508307,,18800,,-48.879838,100.0
-51.10780963,0.001,19200,25.63884922027588,115,166,0.0771411532908678,100.0,19000,192,,
,0.001,19500,25.91233097076416,,,0.0705173784866929,,19300,,-45.723506349999994,100.0
-50.81800614000001,0.001,19600,25.981058998107912,114,171,0.0704323237016797,100.0,19400,196,,
,0.001,20000,26.438713684082032,,,0.06827372342348098,,19800,,-51.520766200000004,100.0
-50.32161192999999,,20000,,114,175,,100.0,,200,,
-50.12438693,0.001,20400,26.7701354598999,114,177,0.0778886865824461,100.0,20200,204,,
,0.001,20500,26.802400169372557,,,0.07443879440426826,,20300,,-47.238007999999994,100.0
-49.88718649999999,0.001,20800,27.12476634979248,114,181,0.07306739058345556,100.0,20600,208,,
,0.001,21000,27.316067352294922,,,0.07021109394729137,,20800,,-46.97748795,100.0
-49.394310229999995,0.001,21200,27.468951301574705,114,185,0.07559880796819925,100.0,21000,212,,
,0.001,21500,27.763343582153322,,,0.07505950082093477,,21300,,-50.8204209,100.0
-48.968614429999995,0.001,21600,27.933556060791016,113,189,0.0842285579815507,100.0,21400,216,,
,0.001,22000,28.33357707977295,,,0.0815850381180644,,21800,,-49.964370800000005,100.0
-48.74779015999999,,22000,,113,193,,100.0,,220,,
-48.64527563000001,0.001,22400,28.661399269104002,114,196,0.09269109297543764,100.0,22200,224,,
,0.001,22500,28.719169578552247,,,0.08771832343190908,,22300,,-50.67943365000001,100.0
-48.797528060000005,0.001,22800,29.039312210083008,113,200,0.08039665676653385,100.0,22600,228,,
,0.001,23000,29.139651947021484,,,0.07818633008748294,,22800,,-60.036297300000015,100.0
-49.04507649,0.001,23200,29.333971519470214,113,205,0.08808482900261878,100.0,23000,232,,
,0.001,23500,29.63787124633789,,,0.08589275728911161,,23300,,-52.6413804,100.0
-48.81902276000001,0.001,23600,29.819673233032226,112,209,0.08493413977324962,100.0,23400,236,,
,0.001,24000,30.20102149963379,,,0.09219162911176682,,23800,,-49.6551986,100.0
-48.998393799999995,,24000,,112,213,,100.0,,240,,
-49.177278220000005,0.001,24400,30.503303718566894,112,216,0.0945649453997612,100.0,24200,244,,
,0.001,24500,30.629694480895996,,,0.09996645748615265,,24300,,-50.91400505,100.0
-48.99770557000001,0.001,24800,30.884988555908205,112,220,0.0924443369731307,100.0,24600,248,,
,0.001,25000,31.08039951324463,,,0.09909334033727646,,24800,,-50.09873175,100.0
-48.68099266000001,0.001,25200,31.280295028686524,112,224,0.09035228714346885,100.0,25000,252,,
,0.001,25500,31.549153442382813,,,0.09807377561926842,,25300,,-56.8416726,100.0
-48.598220460000014,0.001,25600,31.56660705566406,112,227,0.11051484990864992,100.0,25400,256,,
,0.001,26000,31.954084548950195,,,0.10368481058627367,,25800,,-50.16406275,100.0
-48.43312779000001,,26000,,112,231,,100.0,,260,,
-48.41864055,0.001,26400,32.29337455749512,112,234,0.11987931303679943,100.0,26200,264,,
,0.001,26500,32.42565071105957,,,0.10996872007846832,,26300,,-51.40351350000001,100.0
-48.72167575,0.001,26800,32.703048896789554,112,238,0.11706838972866535,100.0,26600,268,,
,0.001,27000,32.940754165649416,,,0.09910617601126433,,26800,,-51.3569269,100.0
-48.4154717,0.001,27200,33.11181594848633,112,242,0.12210336830466986,100.0,27000,272,,
,0.001,27500,33.32450378417969,,,0.11510570399463177,,27300,,-49.40470929999999,100.0
-48.4635958,0.001,27600,33.42233947753906,112,246,0.12102180153131485,100.0,27400,276,,
,0.001,28000,33.79960685729981,,,0.13231731191277504,,27800,,-51.37097645,100.0
-48.71908369999999,,28000,,111,250,,100.0,,280,,
-48.65255139999999,0.001,28400,34.140743560791016,112,252,0.12834933169186116,100.0,28200,284,,
,0.001,28500,34.24062782287598,,,0.1230032941699028,,28300,,-53.43972275,100.0
-49.02169997,0.001,28800,34.51947891235351,112,256,0.12951744325459003,100.0,28600,288,,
,0.001,29000,34.60414031982422,,,0.13135496936738492,,28800,,-49.409866949999994,100.0
-49.20785282999999,0.001,29200,34.76812507629395,112,260,0.14271543622016908,100.0,29000,292,,
,0.001,29500,35.10393714904785,,,0.13058904461562634,,29300,,-50.88858075,100.0
-49.43464972000001,0.001,29600,35.20303016662598,112,263,0.14097989737987518,100.0,29400,296,,
,0.001,30000,35.434526138305664,,,0.13729956477880478,,29800,,-52.091209850000006,100.0
-49.49200942,,30000,,112,267,,100.0,,300,,
-49.43912416,0.001,30400,35.819337387084964,112,270,0.17049336358904837,100.0,30200,304,,
,0.001,30500,35.82080711364746,,,0.15401790507137775,,30300,,-51.20273995,100.0
-50.02168700999999,0.001,30800,36.157126388549806,112,273,0.14243389800190925,100.0,30600,308,,
,0.001,31000,36.2323055267334,,,0.14884454786777496,,30800,,-51.86138725000001,100.0
-50.187151330000006,0.001,31200,36.40882911682129,112,277,0.1593611277639866,100.0,31000,312,,
,0.001,31500,36.62120864868164,,,0.14398369923233986,,31300,,-58.60506425,100.0
-50.59838493,0.001,31600,36.75483741760254,112,281,0.15618705548346043,100.0,31400,316,,
,0.001,32000,37.10933616638184,,,0.14712049409747124,,31800,,-54.87686035,100.0
-50.53457345000001,,32000,,111,285,,100.0,,320,,
-50.238515340000006,0.001,32400,37.37973693847656,112,288,0.1677241798490286,100.0,32200,324,,
,0.001,32500,37.56850326538086,,,0.1628462729603052,,32300,,-49.851019300000004,100.0
-50.01288364,0.001,32800,37.668179244995116,112,292,0.15493783362209798,100.0,32600,328,,
,0.001,33000,38.01233665466309,,,0.15312107473611833,,32800,,-49.56723415,100.0
-49.710462129999996,0.001,33200,38.0637183380127,112,296,0.1527842641621828,100.0,33000,332,,
,0.001,33500,38.36769798278809,,,0.14892295859754084,,33300,,-50.78803125,100.0
-49.52119983999999,0.001,33600,38.3844034576416,111,300,0.1614100903272629,100.0,33400,336,,
,0.001,34000,38.668465805053714,,,0.14704603351652623,,33800,,-49.812785000000005,100.0
-49.36366912,,34000,,111,304,,100.0,,340,,
-49.25769583,0.001,34400,38.941047515869144,112,306,0.16104503728449346,100.0,34200,344,,
,0.001,34500,39.073316192626955,,,0.15787144526839256,,34300,,-50.55915695,100.0
