time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
335000,,-80.35859135437012,,0.07067173508740962,,,0.001,,334677,972.0803483784199,1000.0
336758,126,-80.37827609252929,2654,0.06102350022830069,1000.0,340,0.001,932.8303712300002,335677,,
340000,,-80.3498139038086,,0.06234964464791119,,,0.001,,339677,982.2236540675163,1000.0
340758,126,,2687,,1000.0,344,,933.30967267,,,
344758,127,-80.4210433959961,2710,0.048910604655742644,1000.0,348,0.001,933.5430262000002,343677,,
345000,,-80.44906657409668,,0.05685167402587831,,,0.001,,344677,987.820376855135,1000.0
348758,127,-80.50157099914551,2743,0.07086651718616485,1000.0,352,0.001,933.7722843300002,347677,,
350000,,-80.4781369934082,,0.05485320539027452,,,0.001,,349677,984.7537263870239,1000.0
352758,127,-80.49127282714844,2777,0.08204544239491224,1000.0,356,0.001,933.9318535399999,351677,,
355000,,-80.45564265441895,,0.07234301210008562,,,0.001,,354677,980.0174209833145,1000.0
356758,126,-80.46834149169922,2810,0.05354284405335784,1000.0,360,0.001,934.02458734,355677,,
360000,,-80.47747712707519,,0.059543053474277255,,,0.001,,359677,984.3870742797851,1000.0
360758,126,,2844,,1000.0,364,,933.8064032200001,,,
364758,127,-80.48784185791015,2867,0.05438339173048735,1000.0,368,0.001,934.3217009800001,363677,,
365000,,-80.5167647857666,,0.07781968602724373,,,0.001,,364677,972.5964044094086,1000.0
368758,127,-80.47443611145019,2901,0.05879944763146341,1000.0,372,0.001,934.1843595800002,367677,,
370000,,-80.45969357299805,,0.05564969331212342,,,0.001,,369677,981.0014523327351,1000.0
372758,126,-80.42161357116699,2935,0.0548027338963002,1000.0,376,0.001,934.3356412900002,371677,,
375000,,-80.39543334960938,,0.07218947936594486,,,0.001,,374677,979.970051586628,1000.0
376758,126,-80.40879739379884,2967,0.06794927710108459,1000.0,380,0.001,934.4868977399998,375677,,
380000,,-80.39832693481445,,0.06933648931048811,,,0.001,,379677,983.8661081731319,1000.0
380758,126,,3000,,1000.0,384,,934.5619491800003,,,
384758,127,-80.4202787322998,3023,0.05914379729889333,1000.0,388,0.001,934.5203472300002,383677,,
385000,,-80.44433410644531,,0.07756251148506998,,,0.001,,384677,977.8352322041989,1000.0
388758,127,-80.48324879455566,3057,0.06083059945330024,1000.0,392,0.001,934.02043157,387677,,
390000,,-80.49604499816894,,0.06253935022652149,,,0.001,,389677,985.4692901074886,1000.0
392758,127,-80.49718409729005,3089,0.056853255968540906,1000.0,396,0.001,934.2523969,391677,,
395000,,-80.49694700622558,,0.07198298626206816,,,0.001,,394677,978.0238197863102,1000.0
396758,127,-80.47582135009766,3122,0.06790835805423558,1000.0,400,0.001,934.09722777,395677,,
400000,,-80.45614558410645,,0.06147269676998258,,,0.001,,399677,970.9449858248233,1000.0
400758,126,,3157,,1000.0,404,,933.8269141399999,,,
404758,127,-80.50253309631347,3179,0.062038935726508496,1000.0,408,0.001,933.82552055,403677,,
405000,,-80.53164491271973,,0.07405591771379114,,,0.001,,404677,972.2176887094975,1000.0
408758,127,-80.64222514343261,3213,0.07827295828610659,1000.0,412,0.001,928.9211057499998,407677,,
410000,,-80.67501475524902,,0.10281244393624366,,,0.001,,409677,945.3261065900326,1000.0
412758,127,-80.74163877868652,3247,0.15313184051215648,1000.0,416,0.001,927.8775518900001,411677,,
415000,,-81.00367475891113,,0.25710422022268176,,,0.001,,414677,970.5173003017902,1000.0
416758,126,-81.15924162292481,3281,0.3502499700598419,1000.0,420,0.001,899.17237729,415677,,
420000,,-81.28157400512696,,0.7425982845053076,,,0.001,,419677,883.0173652673141,1000.0
420758,126,,3315,,1000.0,424,,886.56761865,,,
424758,127,-80.85974884033203,3337,1.5638602835834026,1000.0,428,0.001,879.4230255899998,423677,,
425000,,-80.72295924377441,,1.4242948061823846,,,0.001,,424677,786.4631962525658,1000.0
428758,127,-81.60598266601562,3371,1.3618645086884498,1000.0,432,0.001,849.4816063499998,427677,,
430000,,-81.1229972229004,,2.6890564066171647,,,0.001,,429677,457.0503667116398,943.4
432758,127,-80.00682847595215,3404,3.6292217260599138,1000.0,436,0.001,805.97467233,431677,,
435000,,-78.63748902893066,,3.4683262231349947,,,0.001,,434677,-1840.8666064500808,719.6
436758,127,-80.19816972351074,3435,4.0886097750663755,1000.0,440,0.001,694.0163098600001,435677,,
439210,127,-76.65994081444504,3453,2.7363866922597806,984.52,444,0.001,623.6124794200001,439038,,
440000,,-75.90677558051215,,2.640040036741194,,,0.001,,439129,-696.7153024504253,489.7
443210,127,-72.26527488708496,3476,3.43066522115469,984.52,448,0.001,557.17538129,442129,,
445000,,-70.285821975708,,2.856398874104023,,,0.001,,444129,-396.8807056911348,915.1
447210,127,-68.70954860687256,3509,2.7158402718901633,984.52,452,0.001,521.00606038,446129,,
450000,,-67.26721688079834,,2.0712826902270316,,,0.001,,449129,457.59455782416046,1000.0
451210,127,-67.42584308624268,3542,1.777263120651245,984.52,456,0.001,497.04520126000006,450129,,
454358,127,-67.21671565246582,3560,1.8233552014231682,976.0,460,0.001,449.93254637999996,453277,,
455000,,-66.96831525421143,,2.1562337977588175,,,0.001,,454277,4.014205649806638,1000.0
458358,127,-67.16745351409912,3593,2.2840628256201745,976.0,464,0.001,426.7114223299999,457277,,
460000,,-67.61115484619141,,2.342196990132332,,,0.001,,459277,-160.31629030213224,934.4
462358,127,-68.1637407913208,3626,2.499485853075981,976.0,468,0.001,390.19965303,461277,,
465000,,-68.83121295166016,,2.018840677678585,,,0.001,,464277,468.0842515637167,1000.0
466358,127,-68.92740012359619,3659,1.9823451743721963,976.0,472,0.001,369.18729438,465277,,
470000,,-69.77650643920899,,1.8970320437252521,,,0.001,,469277,587.645442375564,1000.0
470358,127,,3694,,976.0,476,,350.78004182999996,,,
474358,127,-69.22812734985351,3717,1.5343922272622585,976.0,480,0.001,338.02491138000005,473277,,
475000,,-68.99893360137939,,1.4744844388961793,,,0.001,,474277,567.9535309658619,1000.0
478358,127,-68.20456380462646,3749,1.4219112657904625,976.0,484,0.001,321.63232613,477277,,
480000,,-68.02503997039796,,1.4650066668242216,,,0.001,,479277,694.1611174970865,1000.0
482358,127,-67.84723780822753,3782,1.207092938274145,976.0,488,0.001,313.17791500000004,481277,,
485000,,-67.18175378417969,,1.077919825270772,,,0.001,,484277,850.5238843202591,1000.0
486358,127,-67.27482652282715,3816,1.1008559543192387,976.0,492,0.001,295.22704272,485277,,
490000,,-66.81230974578857,,1.0620020759552717,,,0.001,,489277,844.3803299829364,1000.0
490358,127,,3849,,976.0,496,,282.1167338,,,
494358,127,-66.12664874267578,3872,0.8550642404258251,976.0,500,0.001,274.32454565999996,493277,,
495000,,-66.25367623138428,,0.7901776795536279,,,0.001,,494277,912.9841836541891,1000.0
498358,127,-65.9735380935669,3906,0.7669298383742571,976.0,504,0.001,269.15629315999996,497277,,
500000,,-65.9807504119873,,0.6770624364763498,,,0.001,,499277,901.5095264405012,1000.0
502358,127,-65.76001670074463,3941,0.5980010650232435,976.0,508,0.001,264.92845618,501277,,
505000,,-65.6590437927246,,0.5817636457383633,,,0.001,,504277,921.3445725917816,1000.0
506358,127,-65.47139910888671,3975,0.5517236982434988,976.0,512,0.001,266.2967972,505277,,
510000,,-65.16279228973389,,0.4977110216617584,,,0.001,,509277,877.899920451641,1000.0
510358,127,,4009,,976.0,516,,262.74055673000004,,,
514358,127,-64.72561431884766,4032,0.48165801817178727,976.0,520,0.001,285.69040658,513277,,
515000,,-64.74822492980957,,0.35647850202023984,,,0.001,,514277,891.8826113224029,1000.0
518358,127,-64.79303553771973,4066,0.3479058619737625,976.0,524,0.001,294.61750283,517277,,
520000,,-64.79223461914063,,0.3179142365381122,,,0.001,,519277,915.3765068650246,1000.0
522358,127,-64.76931253051758,4099,0.3615417532250285,976.0,528,0.001,298.49538908,521277,,
525000,,-64.84507990264892,,0.36927688501775263,,,0.001,,524277,906.6641217499971,1000.0
526358,127,-64.92997140502929,4133,0.3154164949283004,976.0,532,0.001,324.82411271,525277,,
530000,,-64.8958126373291,,0.30140330613404515,,,0.001,,529277,929.7847015678883,1000.0
530358,127,,4168,,976.0,536,,366.44164329000006,,,
534358,127,-65.33365171813965,4190,0.3040355014577508,976.0,540,0.001,476.36464004999993,533277,,
535000,,-65.54133219146729,,0.29134989604353906,,,0.001,,534277,948.5982763051986,1000.0
538358,127,-65.90642260742187,4224,0.26006312818825245,991.48,544,0.001,544.7326115,537277,,
540000,,-66.1319549407959,,0.2573190798088908,,,0.001,,539277,938.785343772173,1000.0
542358,127,-66.36142552185059,4257,0.27788140650093557,991.48,548,0.001,609.4782596299999,541277,,
545000,,-66.68619639587402,,0.31238573291152716,,,0.001,,544277,922.2314418911934,1000.0
546358,127,-66.82398292541504,4291,0.29742884302139283,991.48,552,0.001,643.6601178999999,545277,,
550000,,-67.49441307067872,,0.2644178511314094,,,0.001,,549277,954.5287587940693,1000.0
550358,127,,4325,,991.48,556,,665.7228514499999,,,
554358,127,-68.02476611328125,4347,0.2550701428130269,1000.0,560,0.001,711.1192065099999,553277,,
555000,,-68.1031773071289,,0.24015537443757057,,,0.001,,554277,930.0244590818882,1000.0
558358,127,-68.4171395263672,4382,0.24241768727451563,1000.0,564,0.001,732.6636420699999,557277,,
560000,,-68.60706845092774,,0.27069840862229466,,,0.001,,559277,956.716067236662,1000.0
562358,127,-68.88336181640625,4416,0.23556813529878856,1000.0,568,0.001,766.9749402299999,561277,,
565000,,-69.0400651397705,,0.2812568681910634,,,0.001,,564277,925.8092194855213,1000.0
566358,127,-69.12737939453125,4450,0.2651540763825178,1000.0,572,0.001,786.68589885,565277,,
570000,,-69.51302799987793,,0.32172994340211153,,,0.001,,569277,958.7023829102516,1000.0
570358,127,,4483,,1000.0,576,,804.1855927600002,,,
574358,127,-70.09460543823242,4506,0.2656703033596277,1000.0,580,0.001,813.99933548,573277,,
575000,,-70.19668960571289,,0.2664163849800825,,,0.001,,574277,853.5920955777168,1000.0
578358,127,-70.39181619262695,4540,0.24407807732373477,1000.0,584,0.001,827.77544578,577277,,
580000,,-70.55115953063965,,0.23463473477959632,,,0.001,,579277,944.9953512907028,1000.0
582358,127,-70.58945094299317,4574,0.24772790835797787,1000.0,588,0.001,834.92506487,581277,,
585000,,-70.70044636535644,,0.31212754037231205,,,0.001,,584277,917.3013949036598,1000.0
586358,127,-70.6641867980957,4608,0.2825401871576905,1000.0,592,0.001,852.1190370699998,585277,,
590000,,-70.85668893432617,,0.22584938939660787,,,0.001,,589277,975.7122670054436,1000.0
590358,127,,4640,,1000.0,596,,863.8907989100001,,,
594358,127,-71.21494462585449,4663,0.2086992284655571,1000.0,600,0.001,870.80628424,593277,,
595000,,-71.22831651306153,,0.21051370290666818,,,0.001,,594277,970.3696483075619,1000.0
598358,127,-71.24970327758788,4698,0.2289954487979412,1000.0,604,0.001,875.1278160099998,597277,,
600000,,-71.10995983886718,,0.26306484142690895,,,0.001,,599277,949.0401300668716,1000.0
602358,127,-71.05273558044433,4732,0.2226824705377221,1000.0,608,0.001,877.71009078,601277,,
605000,,-71.1706957397461,,0.20616073790192604,,,0.001,,604277,941.390295958519,1000.0
606358,127,-71.20185737609863,4764,0.19481053640693427,1000.0,612,0.001,879.5555158900002,605277,,
610000,,-71.37107958984375,,0.18561541474610568,,,0.001,,609277,938.9602090775967,1000.0
610358,127,,4799,,1000.0,616,,882.76166982,,,
614358,127,-71.46956826782227,4821,0.18952332199364902,1000.0,620,0.001,886.8023862899998,613277,,
615000,,-71.47291804504394,,0.19857944656163454,,,0.001,,614277,967.6757609784603,1000.0
618358,127,-71.67058058166504,4855,0.17310764848440885,1000.0,624,0.001,889.4336359199998,617277,,
620000,,-71.74973184204102,,0.17228131448104977,,,0.001,,619277,961.1002898395061,1000.0
622358,127,-71.88899978637696,4888,0.16782110151275992,1000.0,628,0.001,891.83868983,621277,,
625000,,-71.98580369567871,,0.18889282719790937,,,0.001,,624277,895.5142918676138,1000.0
626358,127,-71.9972631072998,4922,0.16907046538591386,1000.0,632,0.001,893.12703715,625277,,
630000,,-72.07400448608398,,0.1823214645460248,,,0.001,,629277,938.721172529459,1000.0
630358,127,,4956,,1000.0,636,,894.15765581,,,
634358,127,-72.36847846984864,4979,0.18684283820539713,1000.0,640,0.001,895.40892655,633277,,
635000,,-72.38361293029786,,0.19201243377849458,,,0.001,,634277,972.5997042059898,1000.0
638358,127,-72.45250080871583,5012,0.1631687479764223,1000.0,644,0.001,896.76128851,637277,,
640000,,-72.64184191894532,,0.16490827770903707,,,0.001,,639277,976.8304303228855,1000.0
642358,127,-72.76908213806152,5047,0.1639945748746395,1000.0,648,0.001,897.82344418,641277,,
645000,,-72.93413565063477,,0.1677239507958293,,,0.001,,644277,983.223031115532,1000.0
646358,127,-73.00434140014649,5080,0.16029271030798553,1000.0,652,0.001,899.37722874,645277,,
650000,,-73.11362637329101,,0.16978836653009058,,,0.001,,649277,976.473114669323,1000.0
650358,127,,5113,,1000.0,656,,900.8654829200001,,,
654358,127,-73.39536402893066,5135,0.16818342658132315,1000.0,660,0.001,902.0361302199999,653277,,
655000,,-73.39847868347168,,0.17019506564736367,,,0.001,,654277,941.6631801605224,1000.0
658358,127,-73.6533588104248,5169,0.1778700434230268,1000.0,664,0.001,903.4126103699997,657277,,
660000,,-73.68644905090332,,0.1851770576313138,,,0.001,,659277,968.0495001852512,1000.0
662358,127,-73.78493978881836,5202,0.2337911257892847,1000.0,668,0.001,904.9713255399998,661277,,
665000,,-74.04707025146485,,0.1861097392141819,,,0.001,,664277,969.4398365616798,1000.0
666358,127,-74.11298616027833,5234,0.17808104229345917,1000.0,672,0.001,905.79396397,665277,,
670000,,-74.30778971862793,,0.20888962668552996,,,0.001,,669277,965.3099886059761,1000.0
670358,127,,5267,,1000.0,676,,906.1171482300001,,,
