rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/actor_loss,eval/mean_ep_length,eval/mean_reward
5.75,0,4,4.92672775,696,23,,,,,,,,
5.375,0,8,4.4064172500000005,708,43,,,,,,,,
5.5,0,12,4.560833250000001,724,66,,,,,,,,
5.5,0,16,4.5286746875,738,88,,,,,,,,
5.55,0,20,4.472105249999999,388,111,10,0.997284471988678,0.0003,-0.05178993567824364,21.872802734375,-10.711033821105957,,
5.583333333333333,0,24,4.437394875,230,134,33,0.9902888536453247,0.0003,-0.19285598397254944,21.857545852661133,-13.175886154174805,,
5.464285714285714,0,28,4.340836749999999,186,153,52,0.9845362305641174,0.0003,-0.3109734058380127,23.006343841552734,-14.69859790802002,,
5.65625,1,32,4.6209505625,154,181,80,0.9761497974395752,0.0003,-0.4816833436489105,23.619434356689453,-14.805560111999512,,
5.527777777777778,1,36,4.510375916666667,140,199,98,0.97081458568573,0.0003,-0.5927743911743164,21.819761276245117,-15.366081237792969,,
5.6,1,40,4.6922219,130,224,123,0.9634720683097839,0.0003,-0.7425537109375,22.544221878051758,-15.294584274291992,,
5.613636363636363,1,44,4.625800431818182,123,247,146,0.9567829370498657,0.0003,-0.8860844969749451,21.984928131103516,-16.386512756347656,,
5.770833333333333,2,48,4.660860770833334,117,277,176,0.9481582045555115,0.0003,-1.0534071922302246,17.300729751586914,-16.31983184814453,,
5.826923076923077,2,52,4.707096673076923,113,303,202,0.9408100843429565,0.0003,-1.1991157531738281,9.213827133178711,-18.09555435180664,,
5.857142857142857,2,56,4.812879428571429,110,328,227,0.9338693022727966,0.0003,-1.3214335441589355,8.575447082519531,-18.9747371673584,,
5.85,3,60,4.818732850000001,107,351,250,0.9275717735290527,0.0003,-1.4592701196670532,5.3612823486328125,-19.340425491333008,,
5.96875,3,64,4.93025840625,104,382,281,0.9191718101501465,0.0003,-1.6212656497955322,5.39663028717041,-20.136730194091797,,
5.911764705882353,3,68,4.859448823529412,102,402,301,0.9137768149375916,0.0003,-1.7467479705810547,4.498000144958496,-19.703201293945312,,
5.916666666666667,4,72,4.853329513888888,101,426,325,0.9073115587234497,0.0003,-1.9001260995864868,4.472703456878662,-20.538745880126953,,
