time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,time/fps,train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_len_mean,time/episodes,train/critic_loss,eval/mean_ep_length,eval/mean_reward
60000,,0.001,,59930,-61.94471883773804,,,,3.556084821621577,95.35,200.83491106033324
60242,198.90042313,0.001,110,60120,-61.187440713246666,543,97.19,1060,6.776173345666183,,
60628,199.29247655999998,0.001,110,60504,-62.11080348734953,546,97.11,1064,2.716849143972102,,
61015,199.47244953999999,0.001,110,60891,-62.680175236293245,549,96.98,1068,3.6922935259585477,,
61404,199.90242569999998,0.001,111,61279,-62.70564206441244,553,97.03,1072,5.430933850506942,,
61788,200.06583902999998,0.001,111,61665,-62.5852575302124,556,96.94,1076,3.8509395011921517,,
62176,200.31665647000005,0.001,111,62052,-62.96613462766012,559,96.86,1080,3.533598112563292,,
62500,,0.001,,62439,-62.90138322479871,,,,4.950681655990834,94.9,197.06199137568473
62560,200.71629425000003,,110,,,565,96.86,1084,,,
62943,201.03090379999998,0.001,110,62819,-63.033069690068565,568,96.79,1088,3.6263647166391215,,
63328,201.1834903,0.001,110,63206,-63.21309677759806,571,96.7,1092,3.041672334074974,,
63710,201.34434679999998,0.001,110,63588,-63.54123775164286,575,96.54,1096,7.512145768851042,,
64090,201.52023178000002,0.001,110,63969,-63.17210956329995,578,96.34,1100,4.452559683197423,,
64469,201.66558233,0.001,110,64347,-62.91511585401452,581,96.23,1104,3.051509896914164,,
64851,201.98044142999998,0.001,110,64729,-63.899124463399254,584,96.25,1108,4.226496009156108,,
65000,,0.001,,64918,-63.497243434824846,,,,3.342258812265193,93.75,200.77562755644323
65223,202.34142534999998,0.001,110,65103,-62.53646535458772,590,96.2,1112,4.093917486488178,,
65605,202.24242095000002,0.001,110,65482,-63.58942095438639,593,96.09,1116,5.0400612441202,,
65990,202.25852624999996,0.001,110,65867,-63.93145751953125,596,95.91,1120,4.471797935664654,,
66372,202.08327165000006,0.001,110,66253,-63.42853180567423,599,95.69,1124,3.038325073197484,,
66755,202.02128945,0.001,110,66635,-64.09877866379757,602,95.59,1128,6.5185078784039145,,
67143,201.97546368,0.001,110,67018,-64.30998845003089,606,95.59,1132,5.473414140878265,,
67500,,0.001,,67405,-63.21076933542887,,,,4.893917706484596,99.05,202.43220288753508
67532,202.09141868000003,,110,,,612,95.68,1136,,,
67926,202.10510807000003,0.001,110,67800,-63.49330761967873,615,95.84,1140,5.30886481489454,,
68321,202.03159251999998,0.001,110,68194,-63.32607790888572,618,95.98,1144,4.0972533717597885,,
68729,202.24834523,0.001,110,68598,-63.45220734522893,622,96.26,1148,4.865330865082232,,
69125,202.04562962000008,0.001,110,69000,-63.53282257080078,625,96.43,1152,7.144335442119175,,
69522,202.11041118,0.001,110,69396,-63.5235936825092,629,96.61,1156,5.5944665010693,,
69900,202.41512992,0.001,110,69782,-64.42997431755066,632,96.58,1160,4.218388351641203,,
70000,,0.001,,69968,-64.52365104357402,,,,4.623590202080576,97.45,214.42377022206784
70279,202.58177345000001,0.001,110,70160,-64.52439831672831,638,96.51,1164,6.701733244362698,,
70654,202.76364690999998,0.001,110,70536,-64.48525424713785,641,96.39,1168,3.398650885262388,,
71035,203.17965992,0.001,110,70913,-64.6896698474884,644,96.31,1172,6.848984934389591,,
71414,203.69914469,0.001,110,71291,-64.80967752984229,647,96.26,1176,4.7015459801021375,,
71797,204.20519051000002,0.001,110,71674,-64.39508867263794,651,96.21,1180,5.097235168019931,,
72141,203.68893453,0.001,110,72022,-64.38862544092639,654,95.81,1184,7.859365087130974,,
72500,,0.001,,72406,-65.03485237121582,,,,4.357168762370794,101.25,225.30586209893227
72531,204.39341787,,109,,,659,95.88,1188,,,
72920,205.06545771999998,0.001,109,72794,-65.42508697509766,663,95.92,1192,6.9628602620398645,,
73314,205.86273116999996,0.001,110,73189,-65.0923198858897,666,96.04,1196,5.071980117522564,,
73719,206.975913,0.001,110,73592,-64.90321357577454,669,96.29,1200,6.5902536741577755,,
74118,208.14107675,0.001,110,73991,-65.45064604516124,672,96.49,1204,5.911681244186327,,
74521,209.32038682,0.001,110,74395,-66.2129313659668,675,96.7,1208,3.3479471969604493,,
74911,210.15675915999998,0.001,110,74787,-65.86008509000142,678,96.88,1212,3.795364653070768,,
75000,,0.001,,74884,-65.722770613067,,,,5.301090069652832,96.95,221.67694199979306
75296,210.82201078999998,0.001,110,75172,-65.06179474811165,684,96.91,1216,5.64663676256986,,
75671,211.03038558,0.001,110,75549,-66.38754645814286,687,96.81,1220,3.3571250495157745,,
76063,211.96346878,0.001,110,75937,-66.59012405077617,690,96.91,1224,3.5964007156411397,,
76445,212.78324073,0.001,110,76324,-66.51154075622559,693,96.9,1228,5.424535128805372,,
76828,213.41297618999997,0.001,110,76707,-67.14938433965047,697,96.85,1232,7.291042647410914,,
77210,213.97285993000003,0.001,110,77088,-66.34663073221843,700,96.78,1236,4.655644301364297,,
77500,,0.001,,77466,-66.43971109390259,,,,8.857420479257902,97.2,223.3224907040596
77589,214.42072760000002,,109,,,705,96.63,1240,,,
77967,215.07400299,0.001,109,77845,-67.30740819078811,709,96.46,1244,2.815440498768015,,
78348,215.38351404000002,0.001,109,78224,-67.55074993769328,712,96.19,1248,4.235871262299387,,
78728,215.85335945000003,0.001,110,78606,-66.63147386591486,715,96.03,1252,4.459306468354895,,
79113,216.18408522,0.001,110,78992,-66.13794218819096,718,95.91,1256,5.149370086642931,,
79479,216.09259357000002,0.001,110,79362,-66.71691728674847,721,95.79,1260,4.057060166545536,,
79857,215.83057767000003,0.001,110,79738,-67.29826092720032,724,95.78,1264,4.938847254961729,,
80000,,0.001,,79923,-66.48677394701087,,,,3.275730202274938,93.5,214.2964343637228
80232,215.94421138,0.001,109,80108,-66.46092356806216,730,95.78,1268,4.057327952073968,,
80626,215.26325784,0.001,109,80503,-66.57675905580874,733,95.91,1272,3.3126135309901805,,
80948,211.79549812999997,0.001,109,80876,-67.16271919116639,736,95.34,1276,3.561900466944264,,
81197,207.50728039,0.001,109,81064,-66.38518203735352,738,94.0,1280,2.545465154647827,,
81376,202.60780085000002,0.001,109,81310,-68.01243244517933,740,92.35,1284,3.8505155471238224,,
81542,196.18749633,0.001,109,81471,-67.51307315826416,741,90.11,1288,9.959316444396972,,
81794,191.98966098999998,0.001,109,81727,-67.21833955480697,743,88.74,1292,8.709616922317668,,
82015,186.95806517000005,0.001,110,81889,-67.59112148284912,745,87.01,1296,11.436521838350993,,
82394,186.2524424,0.001,110,82273,-67.00970142445665,748,86.75,1300,10.715771429162276,,
82500,,0.001,,82463,-67.49272457758586,,,,6.526624104628961,95.15,216.69327275156974
82774,185.74392846000003,0.001,109,82653,-67.49456795225753,754,86.56,1304,6.317527208830181,,
83157,185.18323737999998,0.001,109,83034,-67.16354020436604,757,86.36,1308,7.70464883868893,,
83552,185.26870974999997,0.001,109,83427,-67.27377918788365,760,86.41,1312,5.989264971139479,,
83941,185.43363089,0.001,109,83815,-67.77883418401082,763,86.45,1316,5.445985936626945,,
84329,185.9176253,0.001,109,84203,-67.91207226117452,767,86.58,1320,6.730116377274196,,
84724,185.94195894,0.001,109,84597,-67.51084043541734,770,86.61,1324,6.400592852120448,,
85000,,0.001,,84899,-68.3213950512456,,,,4.691434047970117,100.7,223.79586087465287
85126,186.18919256,0.001,109,85000,-67.59353832170075,776,86.81,1328,8.851191985725176,,
85521,186.31033331999996,0.001,109,85396,-67.22325859069824,780,86.93,1332,8.586550145438224,,
85912,186.48516564000002,0.001,109,85787,-67.93307945251465,783,87.02,1336,9.715438323020935,,
86296,186.65863414,0.001,109,86171,-68.30496714066486,786,87.07,1340,8.053665133155121,,
86675,186.54038644999997,0.001,109,86554,-67.85031729804145,789,87.08,1344,7.857739814122518,,
87062,186.71774141999998,0.001,109,86941,-68.12975272353815,792,87.14,1348,6.148333513006872,,
87449,187.07914885000002,0.001,109,87327,-67.79867998758952,795,87.21,1352,14.3962556583186,,
87500,,0.001,,87422,-68.33100581169128,,,,8.336472266598753,94.1,213.97434775233268
87832,187.3887395,0.001,109,87710,-67.29382285293268,801,87.19,1356,7.044822277482023,,
88217,187.80354855000002,0.001,109,88096,-67.25749565124512,805,87.38,1360,8.407240063253075,,
88607,188.59194535999998,0.001,109,88483,-67.25854219709124,808,87.5,1364,7.565650974001203,,
88997,189.0307521,0.001,109,88872,-67.23803806304932,811,87.65,1368,5.01935880309657,,
89396,190.30353984,0.001,109,89269,-67.47246020447975,814,87.7,1372,9.021849026957762,,
89793,194.33259775,0.001,109,89667,-67.54602058728535,817,88.45,1376,7.383790346765027,,
90000,,0.001,,89960,-67.99252653121948,,,,7.4029228222997565,100.0,229.8905728906393
90185,198.91609836,0.001,109,90062,-67.67840875363818,823,89.88,1380,7.98050004010107,,
90581,205.33314410000003,0.001,109,90452,-67.93307650819116,826,92.05,1384,5.941647613171449,,
90979,212.01200842000003,0.001,109,90855,-67.9862372454475,829,94.37,1388,9.990996370128556,,
91368,216.14177008999997,0.001,109,91244,-67.70790767669678,832,95.74,1392,8.166545020906549,,
91764,221.04259811999998,0.001,109,91636,-68.51017303466797,835,97.49,1396,10.687856980044433,,
92157,221.25985534999995,0.001,109,92033,-68.1077196598053,839,97.63,1400,9.8730955713803,,
92500,,0.001,,92419,-68.00084177652995,,,,5.527116420368354,98.3,211.44143356382847
92546,221.13667124,,109,,,845,97.72,1404,,,
92945,221.1096557,0.001,109,92820,-68.00531944274903,848,97.88,1408,8.117917812231815,,
93346,220.85002631,0.001,109,93218,-68.03751186296051,852,97.94,1412,9.109142546606536,,
93750,220.39108402000002,0.001,109,93624,-68.11260231018066,855,98.09,1416,12.072113371858693,,
94162,220.02845996999997,0.001,109,94035,-67.40839638028827,858,98.33,1420,11.451801460401146,,
94565,219.66051535999995,0.001,109,94439,-67.81008039202008,862,98.41,1424,9.206191612012459,,
94959,219.28633096,0.001,109,94833,-67.71280185381572,865,98.33,1428,9.398279202481111,,
95000,,0.001,,94932,-68.7140991973877,,,,7.54038771956858,99.7,214.66304019987584
95352,218.83215865999998,0.001,109,95228,-67.92695388793945,871,98.31,1432,9.023261811998156,,
95760,218.58936527999998,0.001,109,95631,-68.17390284818761,875,98.48,1436,10.760995728298298,,
96179,218.71334049,0.001,109,96052,-67.68771455872734,878,98.83,1440,7.511849360645942,,
96607,219.56768097,0.001,109,96471,-68.71814886129127,882,99.32,1444,10.270988413106615,,
96938,217.42266701,0.001,109,96853,-68.03802278306749,885,98.76,1448,6.102631414378131,,
97243,214.43599192,0.001,109,97148,-67.95026792105982,887,97.94,1452,10.288353932209503,,
97500,,0.001,,97412,-68.62252701305952,,,,9.319422178581112,76.15,142.91608534753323
97623,213.66521118999998,0.001,109,97496,-68.91452671232678,892,97.91,1456,13.916800030640193,,
98009,213.28582699999995,0.001,109,97876,-67.50603168568712,895,97.92,1460,8.107764295352403,,
98442,214.48534020000005,0.001,109,98309,-68.9544660780165,899,98.35,1464,10.273127875946185,,
98861,215.30678451000003,0.001,109,98743,-68.26877248512125,903,98.64,1468,5.638524062228653,,
99202,213.49729383,0.001,109,99151,-68.35354042053223,906,98.06,1472,8.161907756000485,,
99470,209.45464933,0.001,109,99416,-68.34842777252197,908,96.77,1476,9.562573147507814,,
99890,209.31771825000004,0.001,109,99759,-68.78392259129939,911,97.05,1480,9.029044259269282,,
100000,,0.001,,99969,-69.09150868541789,,,,13.17510853960829,93.25,189.62466265261173
100228,207.07842697999996,0.001,109,100181,-68.63395640535175,916,96.47,1484,7.93234025763574,,
100490,203.03469727,0.001,109,100358,-68.89563328136097,917,95.11,1488,13.50276860622091,,
100930,203.38663419,0.001,109,100794,-69.97783773916738,921,95.62,1492,13.87914088284858,,
101367,203.68326521999998,0.001,109,101232,-71.55764064082393,925,96.03,1496,12.44196265494382,,
101801,203.99375565,0.001,109,101669,-71.51544328169389,928,96.44,1500,6.613683262738315,,
102228,204.38649553,0.001,109,102092,-70.91686503092448,932,96.82,1504,11.760502435336603,,
102500,,0.001,,102422,-71.60642991747174,,,,8.649348685784,110.95,233.9077278792858
102667,205.00309398999994,0.001,109,102532,-72.37026658491655,939,97.22,1508,8.382832828435031,,
103108,205.67452592,0.001,109,102968,-71.64962102716619,942,97.62,1512,5.4646288481625644,,
103553,207.06027626,0.001,109,103412,-72.15273870740619,945,98.03,1516,6.725845830934542,,
103995,208.31421486999997,0.001,109,103857,-72.79040180553089,949,98.33,1520,7.213916303894736,,
104427,209.62041810999995,0.001,109,104293,-73.31711521855107,952,98.62,1524,13.569906495235584,,
104854,211.00948597,0.001,109,104722,-72.6644927690614,955,98.95,1528,9.428634155364264,,
105000,,0.001,,104932,-73.24598434736144,,,,11.831813290005638,103.25,234.353520950675
105275,212.33680322000004,0.001,109,105142,-73.18427361382379,961,99.23,1532,12.74525202424438,,
105700,213.70651119,0.001,109,105564,-75.0572863884692,964,99.4,1536,7.394458606558026,,
106141,215.17152312,0.001,109,106004,-74.47768020629883,968,99.62,1540,15.468903463620405,,
106563,215.63244327,0.001,109,106429,-74.02262130150429,971,99.56,1544,12.458110282054314,,
106989,218.94306449000004,0.001,109,106850,-75.20143664324725,974,100.51,1548,10.789311669697272,,
107408,222.49537151,0.001,109,107278,-75.17018396714154,978,101.65,1552,9.601932210080763,,
107500,,0.001,,107381,-75.5314494114296,,,,8.997533082962036,103.25,236.91289680302143
107829,224.13190966,0.001,109,107702,-75.2333988536488,983,102.06,1556,8.649535636289404,,
108269,226.13192692999993,0.001,109,108131,-75.71391573819247,987,102.6,1560,13.350426058335739,,
108709,226.47463402999995,0.001,109,108574,-75.90753576890478,990,102.67,1564,9.6726863861084,,
109127,227.07123707999995,0.001,109,108989,-76.24109289781103,993,102.66,1568,9.5455551574815,,
109535,229.45507064999998,0.001,109,109412,-75.6132918993632,996,103.33,1572,7.138347496589025,,
110000,,0.001,,109863,-75.89792945736744,,,,10.364761912725806,120.15,306.7936172604561
110012,235.59607734999997,,109,,,1002,105.42,1576,,,
110485,238.67410465999998,0.001,109,110350,-76.30908178110592,1006,105.95,1580,7.0503344870795885,,
110908,242.22564412,0.001,109,110772,-76.70369148254395,1009,106.8,1584,8.376394393188614,,
111314,246.90685749999997,0.001,109,111184,-76.87899638988354,1012,108.24,1588,10.940117688936608,,
111737,248.1666481999999,0.001,109,111601,-77.005860548753,1016,108.07,1592,7.4537805548081035,,
112181,250.32497001999997,0.001,110,112032,-77.41715657935953,1019,108.14,1596,8.540226729710897,,
112500,,0.001,,112397,-78.28695614055052,,,,6.902875131919604,106.45,261.12621136009693
112643,253.15702189000007,0.001,109,112504,-78.8638978181062,1026,108.42,1600,7.336616824720507,,
113098,255.56782966000003,0.001,109,112950,-79.17998129861397,1029,108.7,1604,10.258552331840043,,
113551,257.48166152,0.001,109,113402,-79.42044013843201,1032,108.84,1608,5.603316261057268,,
114051,261.36659235,0.001,110,113901,-79.82139921188354,1036,109.43,1612,15.017265613688979,,
114540,264.00934268000003,0.001,110,114391,-79.64674665107101,1039,109.87,1616,11.85890708415489,,
115000,,0.001,,114875,-80.5848651462131,,,,15.215553261163667,121.55,316.30810796916484
115023,266.75597201999994,,109,,,1046,110.28,1620,,,
115514,269.62461578,0.001,109,115363,-81.06652181656634,1050,110.87,1624,9.273217251630333,,
116000,272.11861753,0.001,109,115852,-82.12775946445153,1054,111.46,1628,15.23828136920929,,
116494,274.93201618999996,0.001,110,116342,-82.99195995028057,1058,112.19,1632,11.806644577980041,,
116997,277.90039834999993,0.001,110,116840,-83.71635400681268,1062,112.97,1636,7.59224363735744,,
117500,,0.001,,117358,-84.33537721633911,,,,11.650483012199402,124.7,315.6657509446144
117508,280.31509954,,109,,,1068,113.67,1640,,,
118004,283.04370289,0.001,110,117854,-84.65306936410757,1072,114.41,1644,13.065119983613954,,
118506,285.6890531000001,0.001,110,118347,-85.51553019539254,1075,115.17,1648,12.947900270058856,,
119010,289.10309872,0.001,110,118857,-87.20894611243045,1079,116.02,1652,8.823682328065237,,
119515,292.30197095000005,0.001,110,119358,-86.58126127719879,1083,116.86,1656,11.75649597513394,,
120000,,0.001,,119879,-87.53021474984976,,,,16.42042827606201,127.0,322.23199208974836
120030,295.05884562000006,,110,,,1091,117.61,1660,,,
120554,297.98076776,0.001,110,120401,-87.86675356351412,1095,118.45,1664,8.338936481767028,,
121090,301.31250807,0.001,110,120931,-89.27629930832806,1100,119.63,1668,8.400213205031235,,
121633,305.87463255,0.001,110,121477,-89.7593450973283,1104,120.98,1672,8.969282464627867,,
122143,308.07369932,0.001,110,121989,-89.84302069924094,1108,121.31,1676,12.606428011915737,,
122500,,0.001,,122380,-90.7339871920072,,,,7.988037743935219,130.75,358.047399097681
122670,310.53362164999993,0.001,109,122513,-91.4251980637059,1116,121.85,1680,15.436903118190909,,
123229,315.75751632,0.001,109,123050,-91.71094018640653,1120,123.21,1684,13.586417238763039,,
123835,323.88373346000003,0.001,110,123627,-91.62246810065375,1124,125.21,1688,12.596851742929882,,
124422,330.82627244,0.001,110,124229,-92.80953725179036,1129,126.85,1692,12.197452563389092,,
125000,,0.001,,124879,-94.49811506271362,,,,15.388043703138829,147.8,437.3094465196133
125065,339.74399404000013,,109,,,1138,128.84,1696,,,
125629,343.7032578299999,0.001,109,125464,-94.72311150537779,1143,129.86,1700,13.512681561502918,,
126194,347.74334903000005,0.001,109,126028,-95.69336213005914,1147,130.96,1704,14.060123983356688,,
126758,352.1250576400001,0.001,110,126589,-96.9032454771154,1151,132.07,1708,16.626354026098323,,
127300,353.64907029999995,0.001,110,127139,-97.70567380464993,1155,132.49,1712,13.332997641196618,,
127500,,0.001,,127409,-97.4498820585363,,,,11.943334190284505,135.9,372.05000468194487
127847,356.10792061000006,0.001,109,127686,-97.89848578316825,1163,133.07,1716,16.86645912437988,,
128391,358.30743671000005,0.001,110,128228,-98.71603178642165,1167,133.68,1720,19.19252117418907,,
128927,360.0486566,0.001,110,128769,-99.51717505821814,1171,134.13,1724,15.340859973703632,,
129471,362.68593842000007,0.001,110,129305,-100.73424848869665,1175,134.71,1728,18.40147333536575,,
130000,,0.001,,129892,-101.6996810130584,,,,14.081966232484387,165.65,478.7274488270283
130073,367.6075886600001,,109,,,1184,135.79,1732,,,
130720,373.65339301,0.001,109,130516,-102.4999959438662,1189,137.23,1736,16.451290876242766,,
131469,382.65799931999993,0.001,110,131270,-104.2027840423584,1195,139.61,1740,17.01122961092235,,
132063,386.91578447999996,0.001,110,131890,-104.97976641587807,1199,140.59,1744,14.927417345449959,,
132500,,0.001,,132332,-105.54323113931191,,,,19.921457431754288,142.85,387.4608173429966
132641,389.9026476199999,0.001,109,132477,-106.13842815823025,1207,141.35,1748,14.879082523543259,,
133178,392.36668582999994,0.001,109,133019,-106.65195305667706,1211,141.68,1752,15.983972195369095,,
133712,394.6631656400001,0.001,110,133557,-107.85500806920669,1215,141.97,1756,28.12766034411688,,
134273,397.7124673400001,0.001,110,134113,-108.19753181771057,1219,142.43,1760,17.05522838847278,,
134801,399.26508027999995,0.001,110,134660,-108.92284196795839,1223,142.47,1764,23.643836350841376,,
135000,,0.001,,134900,-109.55343531048487,,,,16.599185216994513,135.4,390.26969067454337
135317,400.2713019800001,0.001,109,135164,-109.65660756429037,1231,142.27,1768,23.39457771778107,,
135824,400.49420713,0.001,109,135668,-110.97797325475892,1235,141.91,1772,18.159049758337495,,
136313,400.71286999000006,0.001,110,136154,-111.54472101145777,1238,141.7,1776,26.705542864470647,,
136812,400.3809379499999,0.001,110,136658,-111.44746029376984,1242,141.42,1780,18.097288985890668,,
137315,398.82595842,0.001,110,137157,-113.70577675955636,1246,140.86,1784,20.734246926044854,,
137500,,0.001,,137409,-113.68386675516764,,,,30.61801133274047,122.1,337.9215808093548
137808,394.70521232,0.001,109,137652,-114.36245164714876,1253,139.73,1788,22.18646949578908,,
138321,391.82022739,0.001,110,138163,-115.06602054172092,1257,138.99,1792,28.90191392448005,,
138821,385.71403044000004,0.001,110,138669,-116.3088620093561,1260,137.56,1796,27.1397076587677,,
139333,384.29603064,0.001,110,139176,-116.87556491178624,1264,137.04,1800,12.189446321305107,,
139838,383.15148467,0.001,110,139677,-117.11587733607138,1268,136.44,1804,31.027451206207274,,
140000,,0.001,,139945,-117.20221584946361,,,,22.249625305631266,63.9,141.47483896315097
140194,376.65499929,0.001,110,140037,-118.13810383189808,1273,134.36,1808,19.991759533352322,,
140702,376.1453130899999,0.001,110,140548,-117.42671871185303,1277,134.02,1812,24.233660377562046,,
141211,375.46443293,0.001,110,141061,-118.5450227652023,1281,133.64,1816,18.56686200312714,,
141721,375.17780225999996,0.001,110,141559,-118.50055277347565,1285,133.3,1820,22.91188682243228,,
142251,376.21855882999995,0.001,110,142098,-119.61004364490509,1289,133.24,1824,24.498455242847832,,
142500,,0.001,,142350,-120.03115735735211,,,,23.350633710149733,126.85,359.5206941962242
142756,375.51396019,0.001,110,142603,-120.07262361049652,1296,132.85,1828,20.871975131332874,,
143265,372.51329939999994,0.001,110,143110,-122.25963721642127,1300,131.92,1832,22.104768180107886,,
143693,365.26237737,0.001,110,143534,-121.54818256084735,1304,129.73,1836,26.809311086817306,,
143984,351.31795571999993,0.001,110,143915,-122.51180146869861,1307,125.15,1840,41.77161913651686,,
144369,345.3087152,0.001,110,144302,-122.86496996198382,1310,123.06,1844,15.646093767029898,,
144623,335.66780001,0.001,110,144556,-123.12165653004365,1312,119.82,1848,26.547071135485613,,
145000,,0.001,,144942,-123.85905958966511,,,,20.71844222355474,157.1,425.2977665960789
145333,342.73802580000006,0.001,110,145100,-124.0326898309249,1320,121.55,1852,25.104861636705035,,
146070,348.6991171200001,0.001,110,145896,-125.01756779352824,1326,123.58,1856,25.037848934453194,,
146726,349.96594823,0.001,110,146569,-127.1230758169423,1331,124.53,1860,23.022315471068673,,
147449,354.85035744,0.001,110,147240,-126.45735862817656,1335,126.48,1864,27.727574747161004,,
147500,,0.001,,147422,-127.2842040009551,,,,22.963565952175266,197.4,542.5790014088154
148134,359.90456725999996,0.001,110,147911,-127.34078384399415,1345,128.17,1868,32.158651669025424,,
148966,370.23782495,0.001,110,148730,-129.58107490146284,1351,131.42,1872,27.730764207151747,,
149774,380.87412379,0.001,110,149551,-129.34320453532692,1357,134.61,1876,29.030800568308806,,
150000,,0.001,,149938,-130.63678296407065,,,,29.026600965030532,197.05,588.8517169058323
150408,385.9682458500001,0.001,110,150193,-131.52703487511837,1366,135.96,1880,28.536335774322055,,
151288,398.82963601999995,0.001,110,151035,-132.15293629964194,1372,139.73,1884,27.76180633394999,,
151822,401.94510534999995,0.001,110,151765,-133.63726852053688,1377,140.14,1888,24.748804569244385,,
152500,,0.001,,152359,-133.68927192687988,,,,28.92626310506633,145.75,441.73837349712846
152522,408.91171709,,110,,,1385,142.01,1892,,,
153093,412.70348083000005,0.001,110,152881,-134.10156740461076,1389,142.72,1896,31.32002239567893,,
153400,406.10967824999983,0.001,110,153240,-134.9365317026774,1392,140.67,1900,64.59761043216871,,
154027,409.65096524000006,0.001,110,153867,-135.2932509509,1397,141.89,1904,30.214150856841695,,
154626,418.72691399,0.001,110,154449,-135.98574029393944,1402,144.32,1908,37.638227951095764,,
155000,,0.001,,154877,-136.795695809757,,,,31.000638404313257,135.6,397.28706488609316
155178,420.67413146,0.001,110,155011,-137.04995568118878,1409,144.76,1912,30.55470895767212,,
155790,425.36407038,0.001,110,155592,-137.84849350540728,1413,145.79,1916,49.0246976384465,,
156376,428.5743744,0.001,110,156205,-137.84247527251372,1418,146.55,1920,27.756331662873965,,
157122,436.24271444000004,0.001,110,156912,-138.51403763714958,1423,148.71,1924,29.839814298845866,,
157500,,0.001,,157444,-139.58232727050782,,,,30.948764769058652,167.95,540.6237364053726
157830,444.08874875000004,0.001,110,157616,-140.0137771783873,1433,150.74,1928,39.21271427564843,,
158538,451.92712627999987,0.001,110,158345,-139.98133920885854,1439,152.73,1932,38.88786094372089,,
159251,462.7298412899999,0.001,110,159039,-141.63265271133253,1444,155.58,1936,43.35365610548904,,
159937,474.69050501,0.001,110,159766,-139.93050022715147,1449,159.53,1940,27.06166724077205,,
160000,,0.001,,159910,-140.8293433719211,,,,24.72198671433661,154.35,468.3762741178274
160598,482.83441323,0.001,110,160386,-141.66947836624948,1457,162.29,1944,20.708382051242026,,
161202,495.1916341699999,0.001,110,160990,-142.42038269042968,1462,165.79,1948,19.41246696618887,,
161802,490.90835401,0.001,110,161646,-140.70984255034347,1467,164.69,1952,30.925438142236256,,
162486,491.78480872,0.001,110,162290,-140.75445020067824,1471,164.16,1956,30.440186171241887,,
162500,,0.001,,162459,-140.8792291368757,,,,21.34600896948188,176.6,571.7514891475439
163248,498.08345691999995,0.001,110,163019,-143.51054092075515,1482,165.22,1960,31.550864191313046,,
163963,501.19329213,0.001,110,163754,-142.06328859434024,1487,165.14,1964,32.85576702086306,,
164715,505.01529854,0.001,110,164495,-141.5382826249678,1493,165.81,1968,22.132397903190864,,
165000,,0.001,,164916,-140.5557337221892,,,,40.798607158660886,144.05,453.47866847515104
165160,493.02131354,0.001,110,165082,-141.61321911179877,1501,161.94,1972,34.25875965945692,,
165812,488.50551298,0.001,110,165575,-142.7815855546431,1505,160.38,1976,26.743372663721306,,
166672,496.40263509,0.001,110,166415,-143.12541684237394,1511,162.64,1980,22.62700243158774,,
167464,493.6928242100001,0.001,110,167212,-144.02642458135432,1517,161.76,1984,22.620353999462996,,
167500,,0.001,,167437,-143.46959243501936,,,,26.516559524536135,167.8,519.9680748611688
168187,499.48463353,0.001,110,167980,-144.46115414126888,1528,163.65,1988,33.35577716089744,,
168785,495.48314425999996,0.001,110,168694,-145.1182639227973,1533,162.63,1992,34.98702460294329,,
169624,503.92058761,0.001,110,169377,-145.4811232793899,1538,165.31,1996,36.966487977618264,,
170000,,0.001,,169950,-146.35457840885024,,,,31.437104976538457,192.3,593.8375991314649
170404,520.15462668,0.001,110,170153,-146.6199594629873,1548,170.04,2000,25.93361011749418,,
171179,526.59282624,0.001,110,170975,-147.23986646864148,1554,171.52,2004,29.85338700015242,,
171927,531.36594209,0.001,110,171881,-147.67062474640323,1561,173.01,2008,28.582972603513483,,
172500,,0.001,,172465,-148.7707305647369,,,,31.262617317020382,230.0,715.0721369177103
172709,538.4387808900001,,109,,,1571,175.31,2012,,,
173673,549.15189493,0.001,110,173352,-150.31069412972164,1578,178.83,2016,35.19629819451309,,
174559,557.8726386899999,0.001,110,174301,-150.10049245889905,1585,181.83,2020,30.282207789930325,,
175000,,0.001,,174772,-150.63905436197916,,,,29.083106390635173,195.5,603.1196670293808
175464,563.2191010099999,0.001,109,175202,-150.58720087122035,1595,183.42,2024,39.51090234268543,,
176724,579.9678171,0.001,110,176362,-151.69990795195415,1603,188.94,2028,30.68119762450691,,
177500,,0.001,,177410,-152.47892836028456,,,,38.697210702241634,257.4,790.6867262810468
177709,587.9047447,,109,,,1617,191.71,2032,,,
178902,602.20283655,0.001,109,178596,-153.82062753239035,1626,196.51,2036,36.89979979266291,,
179916,612.93895654,0.001,110,179660,-153.87334249745246,1634,199.79,2040,25.092844944414885,,
180000,,0.001,,179889,-154.70247034440962,,,,31.328740255280874,290.5,892.0781148701906
180954,626.8345856699999,0.001,109,180738,-155.67799769810267,1649,203.56,2044,30.092701506614684,,
181946,639.98960601,0.001,109,181644,-154.38226164588633,1657,207.44,2048,41.911544435708095,,
182500,,0.001,,182242,-156.20120719627099,,,,44.06906437652399,274.4,870.8544388592243
183204,660.7113231899999,0.001,109,182775,-156.50137984961793,1672,214.02,2052,34.358736289174935,,
184469,678.3885854999999,0.001,109,184158,-157.3464571948122,1682,219.83,2056,38.082383728966924,,
185000,,0.001,,184750,-157.29235929018492,,,,25.52179014218318,327.35,1009.834669175744
