time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_ep_length,train/std,eval/mean_reward,train/entropy_loss,train/approx_kl,train/clip_range,train/loss
2048,2,1,20.38,16.15426925,822,,,,,,,,,,,,,
2500,,,,,,0.04599606990814209,10,0.0003,-0.017146919447986873,0.155615234375,48.38718108832836,59.05,0.9835777282714844,87.93084357082844,-4.230371238291264,0.012967009,0.2,9.433417320251465
4096,7,2,21.03,19.262180930000003,552,,,,,,,,,,,,,
5000,,,,,,0.3049214482307434,20,0.0003,-0.028608468658057974,0.237255859375,53.77152040600777,45.35,0.9796068668365479,74.04317825734616,-4.196980859339237,0.018284693,0.2,21.84942054748535
6144,12,3,29.92,35.258330879999995,493,,,,,,,,,,,,,
7500,,,,,,0.30572110414505005,30,0.0003,-0.018709983010194265,0.1087890625,167.62911467552186,40.4,0.9760022163391113,66.184741294384,-4.187608827650547,0.0112418,0.2,63.879615783691406
8192,17,4,42.07,58.526660629999995,456,,,,,,,,,,,,,
10000,,,,,,0.008823692798614502,40,0.0003,-0.011501515009149444,0.06552734375,190.702002286911,40.25,0.9762744307518005,66.71096962690353,-4.1828350350260735,0.008808255,0.2,89.69172668457031
10240,25,5,53.82,82.39882676,406,,,,,,,,,,,,,
12288,32,6,62.54,105.98352126,381,0.03630703687667847,50,0.0003,-0.014360397119889966,0.072998046875,300.1622009277344,,0.9743875861167908,,-4.181846711039543,0.008648618,0.2,137.32615661621094
12500,,,,,,0.009302854537963867,60,0.0003,-0.013756167626706884,0.0765625,347.1610375404358,104.3,0.9700657725334167,240.97054442167283,-4.1717194184660915,0.008751396,0.2,139.1172332763672
14336,42,7,68.26,122.83494001999999,336,,,,,,,,,,,,,
15000,,,,,,0.005137383937835693,70,0.0003,-0.012741634104168042,0.09296875,399.2400373458862,102.4,0.9672129154205322,233.74118301272392,-4.160425247251988,0.009120284,0.2,142.89163208007812
16384,52,8,72.38,137.98026457,311,,,,,,,,,,,,,
17500,,,,,,0.013917624950408936,80,0.0003,-0.012200578328338452,0.069482421875,409.7265661239624,101.45,0.9731084108352661,229.2724832236767,-4.164678584039211,0.0068627754,0.2,152.5384979248047
18432,62,9,76.36,150.26641233,295,,,,,,,,,,,,,
20000,,,,,,0.17819809913635254,90,0.0003,-0.009696599206654355,0.0578125,366.37092566490173,107.95,0.9682174921035767,247.39321548342704,-4.167024038732052,0.0059408355,0.2,150.48036193847656
20480,72,10,84.95,170.29594309999996,284,,,,,,,,,,,,,
22500,,,,,,0.5684960782527924,100,0.0003,-0.00813170477631502,0.059814453125,285.32581944465636,115.0,0.9691714644432068,269.2148683726788,-4.161202013492584,0.0072691664,0.2,110.63553619384766
22528,81,11,89.41,183.55568949,274,,,,,,,,,,,,,
24576,88,12,94.02,196.03675408999996,277,0.6647031307220459,110,0.0003,-0.007081743096932769,0.04296875,286.18456225395204,,0.9562987089157104,,-4.142610540986061,0.0067385044,0.2,95.13594818115234
25000,,,,,,0.6354251503944397,120,0.0003,-0.009269605539157056,0.07900390625,295.89691801071166,128.15,0.9515578150749207,303.17220643758776,-4.1142266422510145,0.005749861,0.2,87.67720031738281
26624,98,13,101.37,214.60553459,269,,,,,,,,,,,,,
27500,,,,,,0.7844966500997543,130,0.0003,-0.01085545214591548,0.078173828125,225.1523537158966,136.3,0.9475845098495483,322.14534893035886,-4.100616812705994,0.006149914,0.2,72.13349151611328
28672,108,14,106.65,229.04498739,263,,,,,,,,,,,,,
30000,,,,,,0.76629538834095,140,0.0003,-0.011571580017334781,0.08916015625,231.06626546382904,137.85,0.9459493160247803,326.673481798172,-4.09319830685854,0.007816475,0.2,90.50171661376953
30720,121,15,108.74,238.50997549,253,,,,,,,,,,,,,
32500,,,,,,0.8431505709886551,150,0.0003,-0.014342854270944371,0.100048828125,207.6337569952011,139.0,0.9421802759170532,329.9602433204651,-4.084721265733242,0.009978743,0.2,66.43421936035156
32768,134,16,113.58,252.55964084000004,243,,,,,,,,,,,,,
34816,142,17,116.93,261.73462571,243,0.9150447696447372,160,0.0003,-0.013081311821588315,0.09990234375,156.90025193691253,,0.9324924349784851,,-4.06166408509016,0.009002892,0.2,46.79396438598633
35000,,,,,,0.7710958272218704,170,0.0003,-0.009253014929709025,0.1,253.07870626449585,140.2,0.9268268346786499,332.5052246928215,-4.035363852977753,0.0098419525,0.2,71.29874420166016
36864,156,18,122.51,277.72515253,235,,,,,,,,,,,,,
37500,,,,,,0.916542261838913,180,0.0003,-0.010729492083191872,0.090673828125,139.33446412086488,141.25,0.9258050918579102,332.8928620696068,-4.0264028161764145,0.007851605,0.2,41.002864837646484
38912,170,19,125.81,288.52832522,227,,,,,,,,,,,,,
40000,,,,,,0.9000434279441833,190,0.0003,-0.010108038428006694,0.095361328125,149.05266045331956,139.35,0.9218834638595581,328.79543763995173,-4.018834275007248,0.0073992154,0.2,31.602153778076172
40960,184,20,127.81,296.83310109,221,,,,,,,,,,,,,
42500,,,,,,0.9083208590745926,200,0.0003,-0.005616141791688278,0.054345703125,145.15524121522904,137.8,0.9171220660209656,326.1008360683918,-4.003764928877354,0.0050215544,0.2,80.51432037353516
43008,199,21,129.65,304.40312656000003,216,,,,,,,,,,,,,
45000,,,,,,0.8693552762269974,210,0.0003,-0.011739392788149417,0.11220703125,188.4367782831192,133.25,0.9082578420639038,308.73650069832803,-3.981228318065405,0.012808864,0.2,80.27552032470703
45056,213,22,130.28,306.55015752,211,,,,,,,,,,,,,
47104,222,23,131.45,310.51092580999995,211,0.9020968377590179,220,0.0003,-0.006153087088023312,0.063427734375,126.49335551261902,,0.9072779417037964,,-3.9646082401275633,0.0072937342,0.2,64.02581024169922
47500,,,,,,0.9470944963395596,230,0.0003,-0.009254420950310305,0.111328125,78.49744411706925,134.45,0.9078011512756348,309.82855021357534,-3.963461596518755,0.010495645,0.2,54.65192413330078
49152,236,24,132.77,314.4690911099999,207,,,,,,,,,,,,,
50000,,,,,,0.9567042849957943,240,0.0003,-0.006466333445860073,0.078125,59.97412033677101,143.9,0.8969873189926147,329.25247555971146,-3.947265250235796,0.0072940374,0.2,23.41826820373535
51200,250,25,134.98,319.40131181,204,,,,,,,,,,,,,
52500,,,,,,0.9846756588667631,250,0.0003,-0.006291158715612255,0.093359375,27.55019055008888,142.5,0.8950200080871582,326.2955076217651,-3.927346597611904,0.008157218,0.2,6.652945518493652
53248,264,26,136.28,321.79221142,201,,,,,,,,,,,,,
55000,,,,,,0.9803800079971552,260,0.0003,-0.009291041031247005,0.094140625,30.31122245788574,139.35,0.8824335336685181,322.4815853476524,-3.901922383159399,0.008188151,0.2,14.245789527893066
55296,278,27,137.71,325.90103016,198,,,,,,,,,,,,,
57344,287,28,140.78,334.93585262,199,0.9690914452075958,270,0.0003,-0.008777243763324805,0.082666015625,49.06553779244423,,0.880678117275238,,-3.8778513416647913,0.008083537,0.2,19.886886596679688
57500,,,,,,0.9558967910706997,280,0.0003,-0.010773605943541043,0.103662109375,85.00563455820084,166.9,0.8784998655319214,425.5609278798103,-3.872042566537857,0.0096765915,0.2,20.976037979125977
59392,301,29,141.01,336.33542132,196,,,,,,,,,,,,,
60000,,,,,,0.9596130959689617,290,0.0003,-0.008521092587034217,0.09482421875,71.26540613174438,145.55,0.8724255561828613,344.4346866250038,-3.859265756607056,0.00884786,0.2,35.540016174316406
61440,316,30,142.77,343.3192885399999,194,,,,,,,,,,,,,
62500,,,,,,0.9142317846417427,300,0.0003,-0.0074650802067480985,0.0501953125,130.41156824827195,187.45,0.8734208941459656,505.8091274380684,-3.8476640239357947,0.006146052,0.2,87.5441665649414
63488,332,31,142.6,346.44313440999997,191,,,,,,,,,,,,,
65000,,,,,,0.9502203837037086,310,0.0003,-0.008910650925827213,0.06376953125,78.8043790280819,187.9,0.8712399005889893,480.133116286993,-3.8452531069517137,0.006183007,0.2,23.27240753173828
65536,347,32,143.38,353.56665856,188,,,,,,,,,,,,,
67500,,,,,,0.9271550327539444,320,0.0003,-0.010314619650307577,0.10185546875,134.42535169124602,197.55,0.8651363849639893,505.40539156794546,-3.8320445992052554,0.0073483037,0.2,53.22414779663086
67584,364,33,144.93,361.83666436,185,,,,,,,,,,,,,
69632,373,34,147.41,373.59138899999994,186,0.8292772471904755,330,0.0003,-0.013456497082370334,0.082275390625,303.84202564954757,,0.8595963716506958,,-3.811077155172825,0.0075399606,0.2,60.47987747192383
70000,,,,,,0.8806186765432358,340,0.0003,-0.008654520942945965,0.06669921875,202.96203736066818,213.75,0.8565413951873779,581.2404070079326,-3.7972122602164746,0.0062998054,0.2,35.41535568237305
71680,390,35,152.17,393.30936261000005,183,,,,,,,,,,,,,
72500,,,,,,0.9648394845426083,350,0.0003,-0.009213217051001265,0.106005859375,76.56704667806625,248.7,0.8532280921936035,761.5800242424011,-3.7850015334784985,0.012041518,0.2,37.90399169921875
73728,407,36,152.7,399.67270032999994,180,,,,,,,,,,,,,
75000,,,,,,0.8983065709471703,360,0.0003,-0.009747483156388626,0.08408203125,235.72372282743453,209.65,0.8471283316612244,569.8383279919624,-3.7681656166911126,0.008741946,0.2,107.80204010009766
75776,424,37,156.68,414.64506369000003,178,,,,,,,,,,,,,
77500,,,,,,0.9093024656176567,370,0.0003,-0.012206542337662541,0.103466796875,214.84713339805603,218.2,0.8467580676078796,585.2067631304265,-3.756539249420166,0.009369034,0.2,110.76168060302734
77824,441,38,158.77,423.34685048999995,176,,,,,,,,,,,,,
79872,450,39,164.25,444.89072822,177,0.878503680229187,380,0.0003,-0.009144647620269097,0.100830078125,271.0635243415833,,0.8496307730674744,,-3.7622220791876315,0.009229363,0.2,44.296382904052734
80000,,,,,,0.939115896821022,390,0.0003,-0.005388663438498043,0.0873046875,131.75917443037034,297.25,0.8457717895507812,847.2257426261901,-3.7597383737564085,0.0073438967,0.2,116.25562286376953
81920,471,40,167.37,459.05265885999995,173,,,,,,,,,,,,,
82500,,,,,,0.8477236926555634,400,0.0003,-0.008599458838580177,0.108544921875,349.6968775987625,388.5,0.841539740562439,1196.3749584376812,-3.74613389223814,0.009079397,0.2,29.175312042236328
83968,493,41,171.36,476.03015495,170,,,,,,,,,,,,,
85000,,,,,,0.8635112792253494,410,0.0003,-0.0066116543050156905,0.106982421875,350.80340840816496,378.15,0.8403019905090332,1183.810096025467,-3.7371333368122577,0.011508547,0.2,247.11647033691406
86016,516,42,173.0,483.45750807999997,166,,,,,,,,,,,,,
87500,,,,,,0.8516523838043213,420,0.0003,-0.011336003715405241,0.136083984375,424.10487203598024,356.45,0.8329755663871765,1105.2201155364514,-3.7185105234384537,0.0144014275,0.2,565.0032958984375
88064,536,43,175.24,495.13064739999993,164,,,,,,,,,,,,,
90000,,,,,,0.9194483235478401,430,0.0003,-0.008854706338024699,0.11123046875,244.7696776509285,356.2,0.8260273337364197,1124.141161352396,-3.689903784543276,0.011440256,0.2,55.704830169677734
90112,556,44,178.29,507.78462935999994,161,,,,,,,,,,,,,
92160,565,45,182.53,526.54272767,163,0.9634188525378704,440,0.0003,-0.011946843643090687,0.096875,102.35554639101028,,0.8251015543937683,,-3.678549437969923,0.008909702,0.2,49.865543365478516
92500,,,,,,0.90537940710783,450,0.0003,-0.011737257151980884,0.11953125,285.2686816453934,378.9,0.8282617330551147,1176.1982336163521,-3.6840038374066353,0.0105720535,0.2,214.1937713623047
94208,587,46,185.39,542.29762823,160,,,,,,,,,,,,,
95000,,,,,,0.9818912204355001,460,0.0003,-0.007679108428419568,0.107763671875,60.874677354097365,367.6,0.8263298869132996,1172.9593229174613,-3.684931545704603,0.00971471,0.2,12.576493263244629
96256,608,47,187.82,554.28316405,158,,,,,,,,,,,,,
97500,,,,,,0.9148819521069527,470,0.0003,-0.007590355011052452,0.088525390625,242.7086232662201,386.1,0.8270550966262817,1200.110519272089,-3.6823977127671244,0.009455986,0.2,42.370243072509766
98304,631,48,192.44,571.92089458,155,,,,,,,,,,,,,
100000,,,,,,0.9744004756212234,480,0.0003,-0.009837288467679173,0.100244140625,68.32093381881714,359.4,0.8211082220077515,1168.809239023924,-3.6750222720205783,0.009733657,0.2,23.36121368408203
100352,654,49,194.08,580.12795888,153,,,,,,,,,,,,,
102400,663,50,199.31,600.12481999,154,0.8857823386788368,490,0.0003,-0.007578769462998025,0.0625,395.7232372045517,,0.8201063871383667,,-3.660854225605726,0.006339083,0.2,112.66197204589844
102500,,,,,,0.9692397732287645,500,0.0003,-0.008845493386615999,0.08271484375,75.83243250846863,369.0,0.8187384605407715,1162.8249231100083,-3.657489296793938,0.0088302735,0.2,24.755638122558594
104448,685,51,200.22,606.0061049,152,,,,,,,,,,,,,
105000,,,,,,0.9599481523036957,510,0.0003,-0.0070500133006135,0.0587890625,108.11965236663818,477.8,0.8203825950622559,1494.302788811922,-3.6546803407371042,0.0074073276,0.2,41.40465545654297
106496,711,52,206.01,628.06167874,149,,,,,,,,,,,,,
107500,,,,,,0.955470360815525,520,0.0003,-0.01198532251873985,0.107958984375,122.33759722709655,667.9,0.816792368888855,1998.8810466229916,-3.652646581828594,0.010964945,0.2,34.472957611083984
108544,743,53,207.86,633.3916535100001,146,,,,,,,,,,,,,
