time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
164,32164,10.0,4.425797520000001,195,2996,32063,0.12622048556804658,0.001,-6.770577907562256,,
164,32204,10.0,4.42493998,196,3000,32103,0.1357376053929329,0.001,-6.927392101287841,,
164,32244,10.0,4.4248436600000005,196,3004,32143,0.1372026838362217,0.001,-6.740883922576904,,
164,32284,10.0,4.424520579999999,196,3008,32183,0.098260647803545,0.001,-6.944561004638672,,
164,32324,10.0,4.42529005,196,3012,32223,0.12561842799186707,0.001,-6.908456897735595,,
164,32364,10.0,4.42399021,196,3016,32263,0.08729399666190148,0.001,-6.986764907836914,,
164,32404,10.0,4.42303162,197,3020,32303,0.1069308117032051,0.001,-7.003174114227295,,
164,32444,10.0,4.42471192,197,3024,32343,0.11704243049025535,0.001,-7.139376068115235,,
164,32484,10.0,4.42417787,197,3028,32383,0.12467381842434407,0.001,-7.3787939071655275,,
,32500,,,,,32403,0.1133674994111061,0.001,-7.173556709289551,10.0,4.439265072345734
164,32524,10.0,4.425222709999999,198,3032,32423,0.11822830960154533,0.001,-7.1865006446838375,,
164,32564,10.0,4.426198449999999,198,3036,32463,0.14660942330956458,0.001,-7.130598831176758,,
164,32604,10.0,4.42644186,198,3040,32503,0.15232618674635887,0.001,-6.745361709594727,,
164,32644,10.0,4.42654107,198,3044,32543,0.15764177292585374,0.001,-7.107035827636719,,
164,32684,10.0,4.424471219999999,199,3048,32583,0.13342658579349517,0.001,-6.620352649688721,,
164,32724,10.0,4.425912179999999,199,3052,32623,0.16331259310245513,0.001,-6.935313606262207,,
164,32764,10.0,4.424035109999999,199,3056,32663,0.11041319146752357,0.001,-7.4935962677001955,,
164,32804,10.0,4.42364112,199,3060,32703,0.1302090674638748,0.001,-7.117105484008789,,
164,32844,10.0,4.42421676,200,3064,32743,0.11897855289280415,0.001,-7.290631580352783,,
164,32884,10.0,4.424152770000001,200,3068,32783,0.1278637833893299,0.001,-7.271985149383545,,
164,32924,10.0,4.42675408,200,3072,32823,0.11647313311696053,0.001,-7.1423686981201175,,
164,32964,10.0,4.42754868,200,3076,32863,0.11275437362492084,0.001,-7.242835426330567,,
164,33004,10.0,4.42702619,201,3080,32903,0.15092015862464905,0.001,-6.952722835540771,,
164,33044,10.0,4.426151409999999,201,3084,32943,0.14195004999637603,0.001,-7.459105110168457,,
164,33084,10.0,4.4248264,201,3088,32983,0.14748924002051353,0.001,-7.097926425933838,,
164,33124,10.0,4.426136629999999,201,3092,33023,0.13611083030700682,0.001,-7.0737699508667,,
164,33164,10.0,4.4243085099999995,202,3096,33063,0.12389454618096352,0.001,-6.456257247924805,,
164,33204,10.0,4.42319091,202,3100,33103,0.17040447592735292,0.001,-6.461719226837158,,
164,33244,10.0,4.421655599999999,202,3104,33143,0.14068141728639602,0.001,-6.617279529571533,,
164,33284,10.0,4.42158465,202,3108,33183,0.1177632063627243,0.001,-6.962352466583252,,
164,33324,10.0,4.42164127,203,3112,33223,0.13020797222852706,0.001,-7.131685638427735,,
164,33401,10.37,5.442030959999999,203,3116,33288,0.20258139009061066,0.001,-7.077159961064656,,
164,33489,10.85,6.777933920000001,204,3120,33375,0.20046553512414297,0.001,-7.452247142791748,,
164,33578,11.34,8.124575510000001,204,3124,33464,0.322317643010098,0.001,-7.796972950299581,,
164,33668,11.84,9.496441299999999,205,3128,33554,0.2977775309396827,0.001,-7.968106309572856,,
164,33756,12.32,10.83365153,205,3132,33643,0.2752097580920566,0.001,-8.253026745536111,,
164,33845,12.81,12.178459620000002,206,3136,33732,0.30204076903021854,0.001,-8.323687394460043,,
164,33932,13.28,13.496494789999996,206,3140,33819,0.25470679490403697,0.001,-8.509724747050893,,
164,34018,13.74,14.79941908,207,3144,33905,0.16291825899056026,0.001,-8.510201740264893,,
164,34108,14.24,16.157448180000003,207,3148,33994,0.20463381030342795,0.001,-9.186675418506969,,
164,34197,14.73,17.511376700000003,208,3152,34083,0.1791576732966033,0.001,-9.186036196621982,,
164,34285,15.21,18.846284899999997,208,3156,34172,0.18057061596350235,0.001,-9.454316312616522,,
164,34372,15.68,20.1584406,209,3160,34260,0.23689811417590018,0.001,-9.558907985687256,,
164,34460,16.16,21.49568248,209,3164,34347,0.1994489790363745,0.001,-10.193485953591086,,
164,34549,16.65,22.84671326,210,3168,34436,0.18549425835194794,0.001,-10.180709759394327,,
164,34638,17.14,24.190523000000002,210,3172,34525,0.2509420368334521,0.001,-10.543152635747736,,
164,34726,17.62,25.53599502,211,3176,34613,0.262965933165767,0.001,-10.419201677495783,,
164,34812,18.08,26.83337791,211,3180,34700,0.29424647377295926,0.001,-10.713703935796564,,
164,34903,18.59,28.211962040000003,212,3184,34790,0.23083292012629303,0.001,-10.69765329360962,,
164,34989,19.05,29.518842829999997,212,3188,34876,0.24147811390104748,0.001,-10.757355343211781,,
,35000,,,,,34898,0.4063348505984653,0.001,-10.667392644015225,22.05,37.899486523866656
164,35079,19.55,30.8923456,213,3192,34965,0.25978379340275476,0.001,-10.845864729447799,,
164,35167,20.03,32.224116179999996,214,3196,35054,0.24691574207761072,0.001,-11.253668264909225,,
164,35257,20.53,33.58650738,214,3200,35144,0.2595050903883847,0.001,-10.948181585832076,,
164,35347,21.03,34.94310938,215,3204,35234,0.3272214052469834,0.001,-11.174113988876343,,
164,35435,21.51,36.27507731,215,3208,35322,0.31876666166565637,0.001,-11.556682586669922,,
164,35524,22.0,37.611106060000004,216,3212,35411,0.33604743534868414,0.001,-11.459275158968838,,
164,35612,22.11,37.91537124,216,3216,35499,0.3280595342318217,0.001,-11.432807159423827,,
164,35700,22.11,37.91146469,217,3220,35587,0.3422306782820008,0.001,-11.74362884868275,,
164,35787,22.09,37.87636209,217,3224,35674,0.27622750943357294,0.001,-12.17763241854581,,
164,35875,22.07,37.82648125,218,3228,35761,0.3329263139854778,0.001,-12.564385674216531,,
164,35964,22.08,37.83842141,218,3232,35852,0.4643794077893962,0.001,-11.718744595845541,,
164,36053,22.08,37.841517229999994,219,3236,35940,0.34742905470457947,0.001,-12.803820870139383,,
164,36141,22.09,37.863087799999995,219,3240,36028,0.4346180199222131,0.001,-12.04760794206099,,
164,36230,22.12,37.90811956,220,3244,36116,0.34418083050034265,0.001,-12.231781699440695,,
164,36320,22.12,37.91721587000001,220,3248,36206,0.3553566295992244,0.001,-12.436735673384232,,
164,36408,22.11,37.896806930000004,221,3252,36295,0.3802466961470517,0.001,-12.151043111627752,,
164,36495,22.1,37.87552469,221,3256,36382,0.6122938679023222,0.001,-13.15923092582009,,
164,36584,22.12,37.91573574,222,3260,36471,0.4920463017795397,0.001,-13.126800016923385,,
164,36671,22.11,37.89983802,222,3264,36558,1.2485115684214092,0.001,-12.123280438509854,,
164,36760,22.11,37.89878538000001,223,3268,36647,0.6457600403915752,0.001,-12.77056616002863,,
164,36850,22.12,37.91613927,223,3272,36736,0.3830183825709603,0.001,-12.89619610526345,,
164,36937,22.11,37.88555928999999,224,3276,36824,0.4273728614761716,0.001,-12.958176526156338,,
164,37024,22.12,37.8982422,224,3280,36912,0.4138421057300134,0.001,-13.214360844005238,,
164,37114,22.11,37.88230547999999,225,3284,37001,0.47816268775774085,0.001,-13.21508737043901,,
164,37203,22.14,37.92361572,225,3288,37090,0.4327974591566169,0.001,-13.485183556874594,,
164,37292,22.13,37.901337399999996,226,3292,37179,0.4141487867935844,0.001,-12.751996560530229,,
164,37380,22.13,37.89988509999999,226,3296,37267,0.5065708329731767,0.001,-13.596916025335139,,
164,37468,22.11,37.86624258,227,3300,37355,0.4756421717730435,0.001,-13.142282399264248,,
,37500,,,,,37399,0.5237701047550548,0.001,-12.891578934409402,22.05,37.899486523866656
164,37557,22.1,37.85136017000001,228,3304,37444,0.40254350006580353,0.001,-13.112251715226607,,
164,37648,22.13,37.90154355,228,3308,37534,0.48425193943760614,0.001,-13.449058446017178,,
164,37737,22.13,37.916743430000004,229,3312,37624,0.6221595840020613,0.001,-12.94327163696289,,
164,37826,22.14,37.93321922,229,3316,37713,0.48402940319932025,0.001,-13.150227720087225,,
164,37914,22.14,37.936515390000004,230,3320,37801,0.4804522855715318,0.001,-12.880847237326883,,
164,38002,22.15,37.96428263,230,3324,37890,0.4088127450509505,0.001,-13.408227053555576,,
164,38090,22.15,37.97241359,231,3328,37977,0.5540697344324805,0.001,-12.935991720719771,,
164,38179,22.15,37.97023365,232,3332,38066,0.49249394779855554,0.001,-13.255595467307351,,
164,38268,22.15,37.966450609999995,232,3336,38154,0.5331396636637774,0.001,-13.282277367331766,,
164,38356,22.15,37.96256812,233,3340,38243,0.40019448778846045,0.001,-12.917814514853738,,
164,38443,22.13,37.926865709999994,233,3344,38331,0.46316427134332205,0.001,-13.53081750869751,,
164,38533,22.13,37.92477382,234,3348,38419,0.47686420381069183,0.001,-13.777086518027566,,
164,38621,22.13,37.92610425,234,3352,38508,0.4108929159966382,0.001,-13.22065171328458,,
164,38710,22.15,37.969469,235,3356,38597,0.769157194278457,0.001,-14.226901227777654,,
164,38797,22.13,37.93597504,235,3360,38685,0.681325913830237,0.001,-13.583958885886453,,
164,38884,22.13,37.934665720000005,236,3364,38772,0.42695489254864777,0.001,-13.049603288823908,,
164,38971,22.11,37.9034849,236,3368,38857,0.448179843750867,0.001,-13.386222579262473,,
164,39057,22.07,37.835990280000004,237,3372,38944,0.43550414659760217,0.001,-13.990744157270951,,
164,39145,22.08,37.84998228,237,3376,39032,0.44314968992363324,0.001,-13.803318977355957,,
164,39235,22.11,37.905267699999996,238,3380,39122,1.122240898284045,0.001,-13.852669455788352,,
164,39325,22.11,37.90983902999999,238,3384,39211,0.445146034387025,0.001,-13.706993276422674,,
164,39415,22.12,37.9205628,239,3388,39302,0.51964289597843,0.001,-13.916491508483887,,
164,39502,22.1,37.88633725,239,3392,39389,0.4146316092122685,0.001,-14.209360989657315,,
164,39589,22.09,37.876873790000005,240,3396,39476,0.38837638071605135,0.001,-13.899216825311834,,
164,39679,22.11,37.91396531,240,3400,39566,0.4527659105217975,0.001,-13.61884593963623,,
164,39765,22.08,37.867219559999995,241,3404,39652,0.4180983914570375,0.001,-13.576204820112748,,
164,39853,22.05,37.811853570000004,241,3408,39740,0.4308478560136712,0.001,-13.610774517059326,,
164,39942,22.05,37.800838469999995,242,3412,39828,0.48247848518870096,0.001,-14.25336048819802,,
,40000,,,,,39895,0.424840012057261,0.001,-13.935170260342685,22.05,37.899486523866656
164,40029,22.03,37.77535314,243,3416,39916,0.4351710918403807,0.001,-13.92899227142334,,
164,40118,22.04,37.7977372,243,3420,40005,0.6628553555770353,0.001,-14.317046685652299,,
164,40207,22.05,37.802908519999995,244,3424,40094,0.38918704945932736,0.001,-14.18234634399414,,
164,40297,22.07,37.832731599999995,244,3428,40183,0.438864373347976,0.001,-14.27607891776345,,
164,40386,22.07,37.83567512,245,3432,40272,0.49905605343255127,0.001,-13.848456989635121,,
164,40473,22.05,37.80533371,245,3436,40360,0.4455048143863678,0.001,-14.47726769880815,,
164,40562,22.06,37.82157667,246,3440,40449,0.5103783770041033,0.001,-14.139732187444514,,
164,40651,22.08,37.851978009999996,246,3444,40538,0.49248497865416785,0.001,-14.29101883281361,,
164,40739,22.06,37.81957892,247,3448,40626,0.4327152588150718,0.001,-14.17826981977983,,
164,40826,22.05,37.802114110000005,248,3452,40713,0.40387455338523504,0.001,-14.093902111053467,,
164,40916,22.06,37.813695079999995,248,3456,40803,0.4558813662632652,0.001,-14.078994317488236,,
164,41004,22.07,37.83059801,248,3460,40892,0.4440392147411,0.001,-13.902947946028275,,
164,41094,22.1,37.87369006,249,3464,40981,0.4735510414061339,0.001,-14.143716552040793,,
164,41182,22.11,37.88952773,249,3468,41069,0.4125844888065172,0.001,-14.215794736688787,,
164,41271,22.14,37.94493477,250,3472,41157,0.4745745767246593,0.001,-13.681565978310324,,
164,41360,22.15,37.963726519999994,250,3476,41247,0.4366079983503922,0.001,-14.573477224870162,,
164,41450,22.15,37.9655242,251,3480,41336,0.4373318546197631,0.001,-14.226750807328658,,
164,41539,22.14,37.94551116000001,252,3484,41426,0.47400549866936426,0.001,-13.874981533397328,,
164,41628,22.13,37.931206180000004,252,3488,41515,0.41023629903793335,0.001,-13.968940388072621,,
164,41716,22.14,37.94191105,253,3492,41603,0.40423079105940735,0.001,-14.314074169505727,,
164,41802,22.13,37.917953759999996,253,3496,41690,0.44693481109359046,0.001,-14.130571365356445,,
164,41892,22.13,37.92385584000001,254,3500,41778,0.7484397075392983,0.001,-13.945443153381348,,
164,41980,22.15,37.96582023,254,3504,41867,0.37134282968261023,0.001,-14.023181568492543,,
164,42067,22.14,37.96349792,255,3508,41954,0.3625770238312808,0.001,-13.876601739363236,,
164,42156,22.14,37.968914749999996,255,3512,42044,0.37795898901379626,0.001,-13.910933256149292,,
164,42245,22.16,38.00635895,256,3516,42132,0.9681448502974077,0.001,-13.48954252763228,,
164,42335,22.17,38.01586449,256,3520,42222,0.4097984912602798,0.001,-14.112810532251993,,
164,42423,22.16,38.00255301,257,3524,42310,0.4002756598320874,0.001,-14.071978829123758,,
,42500,,,,,42398,0.4356123494065326,0.001,-14.027179638544718,22.05,37.899486523866656
164,42511,22.14,37.977961560000004,258,3528,,,,,,
164,42601,22.15,37.987583959999995,258,3532,42487,0.48964125047559326,0.001,-14.0929556759921,,
164,42688,22.15,37.992390619999995,259,3536,42575,0.5612209371545098,0.001,-14.063947244123979,,
164,42775,22.13,37.9588628,259,3540,42662,0.45804777173768907,0.001,-14.464544643055309,,
164,42861,22.1,37.908872239999994,260,3544,42748,0.4362742617016747,0.001,-14.094123233448375,,
164,42949,22.1,37.904116689999995,260,3548,42837,0.4297424114268759,0.001,-14.226178776134144,,
164,43038,22.12,37.93079779,261,3552,42925,0.9175665041674739,0.001,-14.767155127091842,,
164,43129,22.13,37.95373588999999,261,3556,43015,0.46088694619095844,0.001,-14.017385829578746,,
164,43219,22.15,37.98724444,262,3560,43106,0.47516090260899585,0.001,-14.049199104309082,,
164,43307,22.13,37.95879348,263,3564,43194,0.4183057329871438,0.001,-13.844933423128994,,
164,43394,22.12,37.94360406,263,3568,43280,0.6522384058861506,0.001,-14.763255552812057,,
164,43482,22.11,37.92500954,264,3572,43369,0.44429940391670575,0.001,-14.5193828235973,,
164,43569,22.09,37.89400491000001,264,3576,43457,0.4072210897098888,0.001,-13.95225949720903,,
164,43659,22.09,37.89504727999999,265,3580,43545,0.7677693133768828,0.001,-14.463036450472744,,
164,43748,22.09,37.90316666999999,265,3584,43635,0.4197812608697198,0.001,-13.94686170057817,,
164,43836,22.08,37.893818329999995,266,3588,43723,0.40341912616382947,0.001,-14.001105308532715,,
164,43925,22.09,37.9128142,266,3592,43812,0.36742651056159625,0.001,-14.367838165976785,,
164,44013,22.11,37.94416571,267,3596,43900,0.3794380209662698,0.001,-14.38339528170499,,
164,44102,22.1,37.917056689999995,267,3600,43989,0.3618752739646218,0.001,-14.085526639764959,,
164,44191,22.11,37.920137139999994,268,3604,44078,0.46842626279050653,0.001,-14.313390385020863,,
164,44280,22.13,37.94012255,268,3608,44167,0.4084501442584125,0.001,-14.196026108481668,,
164,44368,22.12,37.9243522,269,3612,44256,0.38160543467687524,0.001,-14.346752643585205,,
164,44456,22.11,37.89590504,270,3616,44343,0.5492250309749083,0.001,-13.739186373623935,,
164,44546,22.11,37.89365395000001,270,3620,44433,0.4970686390348103,0.001,-14.141781546852805,,
164,44634,22.11,37.89052293,271,3624,44521,0.4894565526734699,0.001,-14.362536950544877,,
164,44722,22.11,37.88625167,271,3628,44609,0.555786130103198,0.001,-13.910021088340066,,
164,44810,22.09,37.86301365,272,3632,44697,0.36721607500856573,0.001,-14.381021066145463,,
164,44897,22.09,37.852199139999996,272,3636,44785,0.40817922218279407,0.001,-14.10414678400213,,
164,44985,22.1,37.86755638,273,3640,44872,0.36048742586916144,0.001,-13.90756537697532,,
,45000,,,,,44894,0.35927074267105624,0.001,-14.346184730529785,22.05,37.899486523866656
164,45073,22.12,37.897202310000004,274,3644,44960,0.46744711697101593,0.001,-14.024324850602584,,
164,45160,22.11,37.878051909999996,274,3648,45048,0.3818009834397923,0.001,-14.313820838928223,,
164,45249,22.11,37.89298374,275,3652,45136,0.39340567046945746,0.001,-14.754387248646129,,
164,45338,22.09,37.86070095,275,3656,45225,0.4381100115450946,0.001,-14.540632161227139,,
164,45425,22.06,37.80880231,276,3660,45312,0.8296257176182487,0.001,-14.7690297907049,,
164,45514,22.07,37.818555350000004,276,3664,45400,0.4428213414820758,0.001,-14.583440867337314,,
164,45604,22.1,37.851288180000005,277,3668,45491,0.37880354212677997,0.001,-14.264537117697976,,
164,45691,22.09,37.83306788,277,3672,45577,0.40261122300511315,0.001,-14.150387573242188,,
164,45780,22.11,37.85879588999999,278,3676,45668,0.42972341568573663,0.001,-14.380773703257242,,
164,45869,22.1,37.83289715,279,3680,45756,0.41622086478905246,0.001,-14.427119601856578,,
164,45957,22.09,37.809169919999995,279,3684,45844,0.4329974813894792,0.001,-14.340233889493076,,
164,46045,22.09,37.80458775,280,3688,45932,0.4610294479390849,0.001,-14.443770170211792,,
164,46135,22.1,37.82310144,280,3692,46021,0.41309467228976166,0.001,-13.979589028791947,,
164,46224,22.11,37.845131669999994,281,3696,46111,0.4344709705222737,0.001,-14.084484707225453,,
164,46314,22.12,37.86152798999999,281,3700,46201,0.3361368253827095,0.001,-14.238905386491256,,
164,46403,22.12,37.865991709999996,282,3704,46289,0.4677070236724356,0.001,-14.047985857183283,,
164,46492,22.12,37.871252,282,3708,46379,0.3882245644927025,0.001,-14.34858495538885,,
164,46580,22.12,37.86857204,283,3712,46467,0.46219150792984737,0.001,-14.245943832397462,,
164,46667,22.11,37.86109214,283,3716,46554,0.45186345821077173,0.001,-14.501304019581188,,
164,46755,22.09,37.83046151,284,3720,46643,0.4280897426334294,0.001,-15.077208432284268,,
164,46845,22.11,37.87260911,284,3724,46731,0.8448335145201001,0.001,-14.857361793518066,,
164,46931,22.09,37.83879799,285,3728,46819,0.3881530680439689,0.001,-14.38960162076083,,
164,47019,22.09,37.83018311,285,3732,46905,0.5412772365591743,0.001,-14.54920682040128,,
164,47107,22.1,37.85315999,286,3736,46993,0.44041324339129706,0.001,-14.167340538718484,,
164,47197,22.12,37.88413459,286,3740,47083,0.6010813523422588,0.001,-14.530594305558639,,
164,47286,22.13,37.909430560000004,287,3744,47173,0.3935709550328877,0.001,-14.642662741921164,,
164,47372,22.12,37.90613482,287,3748,47260,0.37388387661088596,0.001,-14.857627608559348,,
164,47462,22.13,37.91751774,288,3752,47348,0.4519956558942795,0.001,-14.086041363802822,,
,47500,,,,,47393,0.3876341649077155,0.001,-15.019222259521484,22.05,37.899486523866656
164,47553,22.15,37.934740180000006,289,3756,47439,0.3881834512171538,0.001,-14.504804611206055,,
164,47640,22.15,37.93333228,289,3760,47527,0.35357122258706525,0.001,-15.151337016712535,,
164,47728,22.14,37.91961578,290,3764,47615,0.4270554794506593,0.001,-14.403153332796963,,
164,47815,22.11,37.883937519999996,290,3768,47703,0.4317444068464366,0.001,-14.461284550753506,,
164,47903,22.12,37.90892326000001,291,3772,47790,0.4339105799084618,0.001,-14.650138421492143,,
164,47990,22.1,37.88286905,291,3776,47877,0.41168243686358136,0.001,-15.085580539703368,,
164,48080,22.11,37.90310334,292,3780,47966,0.4249347202155901,0.001,-14.295207341512045,,
164,48171,22.14,37.947745860000005,292,3784,48057,0.46447645263238385,0.001,-14.480298215692693,,
164,48260,22.15,37.96241073,293,3788,48147,0.3783779079499452,0.001,-14.525439782576127,,
164,48350,22.15,37.963657559999994,293,3792,48237,0.36675331255663995,0.001,-14.677518064325506,,
164,48439,22.15,37.96733178,294,3796,48325,0.43396020206538116,0.001,-14.537650021639736,,
164,48527,22.13,37.937293489999995,294,3800,48414,0.37360982529141684,0.001,-14.111842502247203,,
164,48615,22.12,37.929683139999995,295,3804,48503,0.4631734697715096,0.001,-14.928370042280717,,
164,48705,22.13,37.952493180000005,295,3808,48592,0.8960971637912418,0.001,-15.034116427103678,,
164,48793,22.13,37.958712930000004,296,3812,48680,0.3979030705311082,0.001,-14.132337483492764,,
164,48880,22.13,37.95502123,297,3816,48768,0.5140728836967832,0.001,-14.875115481289951,,
164,48968,22.13,37.958229169999996,297,3820,48855,0.5967344458807599,0.001,-14.755843856117941,,
164,49056,22.11,37.918667299999996,298,3824,48943,0.4671481482007287,0.001,-14.499073895541104,,
164,49143,22.12,37.93089604,298,3828,49030,0.6331054369608561,0.001,-14.819753733548252,,
164,49230,22.11,37.91853035,299,3832,49116,0.4084215848283334,0.001,-15.109591830860484,,
164,49319,22.12,37.93264052,299,3836,49206,0.38299956104972144,0.001,-14.106485106728293,,
164,49407,22.1,37.89802427,299,3840,49294,0.3576210398565639,0.001,-14.295987129211426,,
164,49495,22.09,37.87256905,300,3844,49382,0.37520777637308295,0.001,-14.404548905112527,,
164,49584,22.12,37.91413926,300,3848,49471,0.3702489267224851,0.001,-14.748873363841664,,
164,49672,22.1,37.86627575,301,3852,49559,0.4274089790203355,0.001,-14.567832166498357,,
164,49763,22.1,37.86719558,301,3856,49649,0.3850658911725749,0.001,-14.405807581814853,,
164,49852,22.12,37.89425142,302,3860,49738,0.4136381989175623,0.001,-15.035773624073375,,
164,49940,22.12,37.894340330000006,302,3864,49827,0.40426519445397635,0.001,-14.878815390846945,,
,50000,,,,,49893,0.386503131552176,0.001,-14.595226201144131,22.05,37.899486523866656
164,50029,22.14,37.92876949,303,3868,49916,0.38855968350949494,0.001,-14.850471417109171,,
164,50117,22.14,37.92024221,304,3872,50004,0.4049634127454324,0.001,-15.098644343289463,,
164,50206,22.16,37.95337004,304,3876,50093,0.36864083395762876,0.001,-14.553515087474477,,
164,50295,22.15,37.94386158,305,3880,50182,0.40121409685715387,0.001,-14.833384275436401,,
164,50384,22.13,37.912618089999995,305,3884,50270,0.38481429607971857,0.001,-14.572311957677206,,
164,50471,22.11,37.882504839999996,306,3888,50358,0.3262146299793607,0.001,-14.43605544350364,,
164,50560,22.1,37.8673535,306,3892,50446,0.41621634364128113,0.001,-14.948778065768154,,
164,50647,22.08,37.829518480000004,307,3896,50534,0.3707661439072002,0.001,-15.261392333290793,,
164,50736,22.09,37.85194430000001,307,3900,50623,0.4167163927446712,0.001,-14.414522084322842,,
164,50824,22.09,37.85921901,308,3904,50711,0.371295458891175,0.001,-14.452887535095215,,
164,50911,22.06,37.803213250000006,308,3908,50799,0.36360828849402343,0.001,-14.787902571938254,,
164,50999,22.06,37.80159573,309,3912,50887,0.35235814479264344,0.001,-14.722248164090244,,
164,51088,22.08,37.83338765,309,3916,50974,0.31596640887714567,0.001,-14.308476794849742,,
164,51176,22.08,37.83531157,310,3920,51063,0.7858276685530489,0.001,-14.489772103049539,,
164,51265,22.09,37.84570534,311,3924,51152,0.3784027384086089,0.001,-14.594666481018066,,
164,51355,22.12,37.89754415,311,3928,51241,0.38129339399545087,0.001,-14.691200256347656,,
164,51443,22.13,37.91429,312,3932,51331,0.4072212007912723,0.001,-15.212822914123535,,
164,51531,22.12,37.898388100000005,312,3936,51419,0.849458014423197,0.001,-14.876399820501154,,
164,51618,22.11,37.876098219999996,313,3940,51505,0.3382298600944606,0.001,-14.774678143587979,,
164,51707,22.12,37.90325922,313,3944,51593,0.47462332248687744,0.001,-15.20614259893244,,
164,51795,22.11,37.8855192,314,3948,51682,0.34107987718148663,0.001,-14.788778565146707,,
164,51885,22.13,37.92842549,314,3952,51772,0.3783451860601252,0.001,-15.320063244212758,,
164,51973,22.1,37.88398295,315,3956,51860,0.37206157703291287,0.001,-15.105508544228293,,
164,52062,22.1,37.890391769999994,315,3960,51949,0.38185408001854304,0.001,-14.974405765533447,,
164,52152,22.12,37.916369429999996,316,3964,52039,0.3274493476618891,0.001,-14.8648306239735,,
164,52240,22.11,37.89493201,316,3968,52127,0.3410687094384974,0.001,-14.388938817110928,,
164,52330,22.13,37.928150480000006,317,3972,52216,0.6935679065910253,0.001,-14.608702399513938,,
164,52418,22.12,37.91665781,318,3976,52305,0.41115879728680566,0.001,-14.908834838867188,,
,52500,,,,,52392,0.39010848240418866,0.001,-15.078641024502842,22.05,37.899486523866656
164,52505,22.1,37.875002890000005,318,3980,,,,,,
164,52591,22.07,37.829808299999996,319,3984,52478,0.5758949716885885,0.001,-14.627925352616744,,
164,52681,22.1,37.87661948,320,3988,52568,0.3960317840630358,0.001,-14.815948919816451,,
164,52771,22.11,37.89086274,320,3992,52658,0.379799819510916,0.001,-14.69438091913859,,
164,52858,22.11,37.897360029999994,321,3996,52746,0.3833275613459674,0.001,-15.112404649907893,,
164,52947,22.11,37.897497619999996,321,4000,52834,0.3781232807947242,0.001,-14.684682528177897,,
164,53035,22.11,37.88747313,322,4004,52922,0.42033441161567514,0.001,-15.068089485168457,,
164,53124,22.13,37.909242940000006,322,4008,53011,0.36328725110400806,0.001,-14.6527211449363,,
164,53212,22.13,37.906383829999996,323,4012,53099,0.41869655657898297,0.001,-15.212380235845393,,
164,53302,22.14,37.92586849,323,4016,53188,0.3775158212943511,0.001,-14.895708951083096,,
164,53391,22.15,37.93566130999999,324,4020,53277,0.4455856796015393,0.001,-14.238546544855291,,
164,53479,22.14,37.924210720000005,325,4024,53367,0.3542692789977247,0.001,-15.179832978682084,,
164,53566,22.11,37.87007089,325,4028,53453,0.36569740013642743,0.001,-15.227197300304066,,
164,53655,22.12,37.886587299999995,326,4032,53542,0.4455154000417046,0.001,-14.9393470287323,,
164,53744,22.13,37.90718452,326,4036,53631,0.33725879049819446,0.001,-14.842950820922852,,
164,53832,22.14,37.92846434999999,327,4040,53719,0.5610764256932519,0.001,-14.927930745211514,,
164,53920,22.13,37.91313194,327,4044,53807,0.361789088164057,0.001,-14.82331953048706,,
164,54009,22.14,37.93322785,328,4048,53896,0.3726055324077606,0.001,-14.3911396373402,,
164,54095,22.1,37.8692397,328,4052,53982,0.3765535341067748,0.001,-14.65033635226163,,
164,54186,22.13,37.91213124,329,4056,54073,0.4127206970816073,0.001,-15.120705517855557,,
164,54274,22.12,37.896523540000004,330,4060,54161,0.42669020660898904,0.001,-14.891275492581455,,
164,54362,22.1,37.86668799,330,4064,54249,0.35476968640630896,0.001,-14.9816688190807,,
164,54452,22.12,37.896618530000005,331,4068,54339,0.3674339567837508,0.001,-14.241524089466441,,
164,54541,22.11,37.88449173000001,331,4072,54427,0.34843645989894867,0.001,-14.197669636119496,,
164,54630,22.12,37.89061799,332,4076,54517,0.3801907663759978,0.001,-15.00303771279075,,
164,54720,22.15,37.94777534,332,4080,54607,0.35530312765728345,0.001,-14.718342000787908,,
164,54809,22.18,38.000851620000006,333,4084,54696,0.40988873917123547,0.001,-14.746270974477133,,
164,54896,22.15,37.95820573,333,4088,54783,0.3983055671507662,0.001,-14.708547938953746,,
164,54983,22.12,37.89959867,334,4092,54871,0.37342221154408023,0.001,-14.81623684276234,,
,55000,,,,,54892,0.37170995275179547,0.001,-14.944743936712092,22.05,37.899486523866656
164,55072,22.14,37.923948779999996,335,4096,54958,0.3853878243403001,0.001,-15.347499153830789,,
164,55160,22.13,37.899979380000005,335,4100,55047,0.415259298953143,0.001,-14.700976631858133,,
164,55247,22.12,37.879229460000005,336,4104,55134,0.41714872065044584,0.001,-14.890407995744185,,
164,55335,22.11,37.87681394,336,4108,55221,0.38102413646199484,0.001,-15.05524765361439,,
164,55424,22.12,37.89222891,337,4112,55311,0.3636420572345907,0.001,-14.824321833523838,,
164,55513,22.11,37.87671691999999,337,4116,55399,0.4340312508019534,0.001,-14.974349975585938,,
164,55601,22.1,37.85851562,338,4120,55488,0.33429077674042096,0.001,-14.782198299061168,,
