time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_ep_length,train/std,eval/mean_reward,train/entropy_loss,train/approx_kl,train/clip_range,train/loss
2048,2,1,18.25,15.665153249999998,797,,,,,,,,,,,,,
2500,,,,,,0.03438568115234375,10,0.0003,-0.019214968249434604,0.190869140625,46.301111455261704,45.5,0.9797390699386597,74.23419044613838,-4.224005925655365,0.015997713,0.2,8.34055233001709
4096,7,2,24.9,25.174861410000002,566,,,,,,,,,,,,,
5000,,,,,,0.2908496856689453,20,0.0003,-0.0227906753658317,0.1462890625,108.47033488750458,38.75,0.9676429629325867,63.58279846906662,-4.178768357634544,0.013812572,0.2,42.65040969848633
6144,11,3,32.38,42.90416291,526,,,,,,,,,,,,,
7500,,,,,,0.221593976020813,30,0.0003,-0.01774070218380075,0.106787109375,197.167316532135,36.0,0.9676297903060913,59.22658044695854,-4.15587881654501,0.011155091,0.2,69.41065979003906
8192,16,4,39.13,58.105070350000005,508,,,,,,,,,,,,,
10000,,,,,,0.20320355892181396,40,0.0003,-0.017985164577839895,0.11923828125,235.63561058044434,36.35,0.963906466960907,60.185192197561264,-4.151367899775505,0.013842069,0.2,104.4922103881836
10240,20,5,47.24,74.95404261,494,,,,,,,,,,,,,
12288,24,6,53.12,90.13733036000002,499,0.07636243104934692,50,0.0003,-0.015017036313656718,0.094287109375,255.19659214019777,,0.9609629511833191,,-4.141737538576126,0.009170838,0.2,114.39039611816406
12500,,,,,,-0.011112213134765625,60,0.0003,-0.01306397965818178,0.084716796875,301.7740559577942,91.1,0.9612455368041992,207.5456402361393,-4.136815069615841,0.008714106,0.2,142.43356323242188
14336,29,7,61.73,112.48519269999998,479,,,,,,,,,,,,,
15000,,,,,,0.0013341307640075684,70,0.0003,-0.01131017613952281,0.069970703125,430.8860983848572,96.25,0.9612964987754822,219.29046303629875,-4.137499129772186,0.007214525,0.2,188.7994842529297
16384,35,8,70.48,135.62225583,463,,,,,,,,,,,,,
17500,,,,,,0.0020453929901123047,80,0.0003,-0.007884270584327169,0.04794921875,440.1240685462952,95.25,0.9607203006744385,218.1381009340286,-4.1357347756624225,0.005426668,0.2,206.68992614746094
18432,40,9,78.14,156.82688939,451,,,,,,,,,,,,,
20000,,,,,,0.1342039704322815,90,0.0003,-0.009311262986739167,0.05947265625,413.11292681694033,96.3,0.9572076797485352,220.1116932094097,-4.130942362546921,0.0057033673,0.2,133.68194580078125
20480,46,10,84.69,174.24490728000004,442,,,,,,,,,,,,,
22500,,,,,,0.41769057512283325,100,0.0003,-0.01195454218541272,0.08154296875,319.2783165931702,97.7,0.9562667608261108,221.63863455057145,-4.123260046541691,0.007630028,0.2,117.20915985107422
22528,51,11,91.42,191.67149660999996,434,,,,,,,,,,,,,
24576,55,12,91.81,193.06421093,440,0.7060491144657135,110,0.0003,-0.009363226447021589,0.070947265625,240.44932579994202,,0.952272891998291,,-4.1157991796731945,0.007027371,0.2,77.58235931396484
25000,,,,,,0.6340186595916748,120,0.0003,-0.009810666483826936,0.10068359375,259.7613099575043,111.25,0.9466267824172974,260.40849233269694,-4.100602409243583,0.008337945,0.2,87.43466186523438
26624,61,13,95.15,201.75287235999997,433,,,,,,,,,,,,,
27500,,,,,,0.8479579836130142,130,0.0003,-0.01062929629406426,0.099853515625,166.57665746212007,119.4,0.9423918724060059,282.1020080089569,-4.082726494967938,0.008143955,0.2,48.49440002441406
28672,67,14,98.0,209.41343916000002,425,,,,,,,,,,,,,
30000,,,,,,0.8552510142326355,140,0.0003,-0.014610818322398699,0.1330078125,161.97271139621733,130.7,0.9416249990463257,308.6637705385685,-4.078875036537648,0.014550693,0.2,95.3231201171875
30720,73,15,98.54,211.49514527,418,,,,,,,,,,,,,
