time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
,,45000,,,,0.001,44895,-43.321924014967315,7.213183636617178,99.6,198.71682224869727
412,103.99,45539,192.40099683,110,780,0.001,45225,-43.38802182674408,7.725738478824496,,
415,103.94,45967,192.3549961,110,784,0.001,45759,-43.55469534947322,9.289350087302072,,
419,104.81,46463,193.24601445,110,788,0.001,46213,-43.80386690233575,8.788316831356141,,
422,103.71,46894,192.16915,110,792,0.001,46697,-43.46891313440659,8.171170461525037,,
426,104.89,47389,195.4017075,111,796,0.001,47145,-44.339717928568525,8.712718957711843,,
,,47500,,,,0.001,47290,-43.62400117638993,7.67603458453869,151.75,249.55539497733116
433,107.35,47863,201.10067675,110,800,0.001,47663,-44.13914100646973,7.671321321241926,,
438,112.71,48488,208.21349373,110,804,0.001,48261,-44.1538790596856,7.934755312942716,,
443,123.01,49937,214.97535802000004,112,808,0.001,48838,-44.741480047052555,9.432988563513854,,
,,50000,,,,0.001,49838,-45.42638465118408,9.094710398077964,1000.0,967.9363110810518
,,52500,,,,0.001,51838,-47.03766821289062,8.868105359196663,1000.0,988.9007352054119
522,158.93,53937,246.26322972000003,103,812,0.001,52838,-47.379747871398926,9.07908539223671,,
,,55000,,,,0.001,54463,-49.04184239949935,9.05726701889038,1000.0,971.2245399922133
,,57500,,,,0.001,56463,-50.34853360748291,7.976647534251213,1000.0,987.9351430773735
599,191.1,57562,273.68399156,95,816,,,,,,
,,60000,,,,0.001,59765,-52.944900563221104,9.468026253166578,268.9,258.3258605018724
631,219.93,60864,298.00318260999995,96,820,,,,,,
,,62500,,,,0.001,61765,-53.943316452026366,9.008702073693275,1000.0,976.0850221186877
684,255.72,64864,329.02044787,94,824,0.001,63765,-54.691204597473146,8.814907464027405,,
,,65000,,,,0.001,64765,-55.37569625854492,8.43436607503891,1000.0,978.3243610858917
,,67500,,,,0.001,66765,-56.25362075805664,8.614579466223717,1000.0,983.998077660799
763,291.54,68864,360.19801266,90,828,0.001,67765,-57.092366508483885,7.327153270483017,,
,,70000,,,,0.001,69765,-58.23188598632812,7.632638415217399,1000.0,989.2251455456019
,,72500,,,,0.001,71765,-59.30093246459961,7.24878122639656,1000.0,993.9014589071273
840,327.3,72864,391.63327871000007,86,832,,,,,,
,,75000,,,,0.001,74765,-60.994648376464845,9.041756694197655,301.3,409.3705104619265
871,356.41,76182,417.81244893,87,836,0.001,75083,-61.311419409026136,6.726259466986986,,
,,77500,,,,0.001,77083,-61.60902391052246,7.415028883457184,1000.0,1004.595885503292
,,80000,,,,0.001,79083,-62.64682431030273,7.529595135807991,644.75,690.7888396903872
941,392.24,80182,449.87312805999994,85,840,,,,,,
,,82500,,,,0.001,82083,-63.188196762084964,6.2885037649869915,1000.0,1008.2075653105974
993,428.24,84182,482.10315598,84,844,0.001,83083,-63.48518056488037,6.1763371052742,,
,,85000,,,,0.001,84706,-64.20265921568259,7.413851406945462,591.55,677.6577674366533
1025,439.99,85803,492.94203207999993,83,848,0.001,85621,-64.19693891269954,6.279590883985718,,
1028,438.16,86067,486.50990952,83,852,0.001,85919,-63.833276176452635,4.293187842136476,,
,,87500,,,,0.001,86619,-64.52311589167668,7.570732136873098,921.7,933.6593522872776
