train/n_updates,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,time/episodes,time/fps,time/total_timesteps,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
200,100.0,1.5310377168655396,1,4,329,400,0.001,0.04354624635539949,-106.851929,,
300,,1.6363636231422425,,,,500,0.001,0.008256866920273751,,-72.33133224999999,100.0
600,100.0,2.0990271592140197,5,8,158,800,0.001,0.006970365485176444,-90.34404225,,
800,,2.379286699295044,,,,1000,0.001,0.009509380171075464,,-61.8735033,100.0
1000,100.0,2.6353239822387695,8,12,135,1200,0.001,0.008142864806577563,-82.21448108333333,,
1300,,3.045429997444153,,,,1500,0.001,0.009089119038544596,,-59.59064815000001,100.0
1400,100.0,3.182782139778137,12,16,125,1600,0.001,0.008431449504569173,-77.213994625,,
1800,,3.752206645011902,,,,2000,0.001,0.010458694216795265,,-59.523897399999996,100.0
,100.0,,16,20,120,2000,,,-75.31121675,,
2200,100.0,4.331582040786743,18,24,127,2400,0.001,0.011382478354498744,-72.65740429166667,,
2300,,4.458410425186157,,,,2500,0.001,0.011864744755439461,,-66.37358945000001,100.0
2600,100.0,4.865685529708863,22,28,121,2800,0.001,0.015225458526983857,-70.63132707142857,,
2800,,5.137799797058105,,,,3000,0.001,0.014881493165157736,,-53.01460485,100.0
3000,100.0,5.4298071193695066,27,32,118,3200,0.001,0.013404949870891868,-68.37856903125,,
3300,,5.829472208023072,,,,3500,0.001,0.013869509627111256,,-55.36625975,100.0
3400,100.0,5.9591907787322995,31,36,116,3600,0.001,0.01575075260363519,-66.79772447222221,,
3800,,6.54463942527771,,,,4000,0.001,0.015272047528997064,,-57.48836235,100.0
,100.0,,34,40,115,4000,,,-66.007520625,,
4200,100.0,7.1224439907073975,36,44,119,4400,0.001,0.020154223898425697,-65.12298204545455,,
4300,,7.263091583251953,,,,4500,0.001,0.022000294076278806,,-51.88126155,100.0
4600,100.0,7.679858064651489,40,48,117,4800,0.001,0.018004861744120717,-64.00676291666667,,
4800,,7.956922464370727,,,,5000,0.001,0.022042590025812388,,-56.36777045,100.0
5000,100.0,8.269142742156982,44,52,116,5200,0.001,0.020446497667580842,-63.1468601923077,,
5300,,8.653910808563232,,,,5500,0.001,0.02767602731473744,,-49.440926250000004,100.0
5400,100.0,8.794560775756835,48,56,115,5600,0.001,0.02249113120138645,-62.62054274999999,,
5800,,9.357821063995361,,,,6000,0.001,0.02167328433133662,,-51.21470355,100.0
,100.0,,52,60,114,6000,,,-61.955464516666666,,
6200,100.0,9.881794567108154,54,64,117,6400,0.001,0.023487108778208494,-60.947476890625,,
6300,,10.039049701690674,,,,6500,0.001,0.02323104185052216,,-51.99709865,100.0
6600,100.0,10.430783004760743,58,68,116,6800,0.001,0.02857132850214839,-60.27425588235293,,
6800,,10.67795986175537,,,,7000,0.001,0.03108283443376422,,-61.74363695000001,100.0
7000,100.0,10.971214351654053,62,72,115,7200,0.001,0.027498912531882524,-60.00077658333333,,
7300,,11.377936763763428,,,,7500,0.001,0.026723272250965237,,-56.90007489999999,100.0
7400,100.0,11.506912746429443,66,76,115,7600,0.001,0.030422030948102474,-59.52761590789473,,
7800,,12.045171585083008,,,,8000,0.001,0.02970200967974961,,-51.06754845,100.0
,100.0,,69,80,114,8000,,,-59.175076562499996,,
8200,100.0,12.567302322387695,71,84,116,8400,0.001,0.025854881294071673,-58.931514285714286,,
8300,,12.733923988342285,,,,8500,0.001,0.026957958107814192,,-53.8847602,100.0
8600,100.0,13.14540512084961,75,88,116,8800,0.001,0.029685767199844122,-58.66423055681818,,
8800,,13.425153274536132,,,,9000,0.001,0.02921793995425105,,-47.5218998,100.0
9000,100.0,13.687536907196044,79,92,116,9200,0.001,0.0315227784588933,-58.26681576086958,,
9300,,14.066658458709718,,,,9500,0.001,0.02964003533124924,,-47.9706352,100.0
9400,100.0,14.185663528442383,83,96,115,9600,0.001,0.03995985822752118,-57.948273364583336,,
9800,,14.72545648574829,,,,10000,0.001,0.04007381493225694,,-50.729939800000004,100.0
,100.0,,86,100,114,10000,,,-57.64822926,,
10200,100.0,15.233475341796876,89,104,116,10400,0.001,0.03577825538814068,-55.42353995999999,,
10300,,15.335151596069336,,,,10500,0.001,0.035925339572131634,,-50.153446849999995,100.0
10600,100.0,15.760239219665527,92,108,116,10800,0.001,0.03738221073523164,-54.41765522,,
10800,,16.00978021621704,,,,11000,0.001,0.036576237101107835,,-50.028058349999995,100.0
11000,100.0,16.270936012268066,96,112,115,11200,0.001,0.03744933743029833,-53.913936140000004,,
11300,,16.626083984375,,,,11500,0.001,0.03467813577502966,,-53.98107695,100.0
11400,100.0,16.765048828125,100,116,115,11600,0.001,0.036391223333776,-53.49214566,,
11800,,17.273975410461425,,,,12000,0.001,0.040068456754088405,,-47.921606399999995,100.0
,100.0,,104,120,115,12000,,,-52.72678182,,
12200,100.0,17.708540267944336,106,124,116,12400,0.001,0.04069741291925311,-52.23911659,,
12300,,17.880538749694825,,,,12500,0.001,0.04329539403319359,,-48.3443405,100.0
12600,100.0,18.21341777801514,110,128,116,12800,0.001,0.040642679315060375,-51.824543090000006,,
12800,,18.46806396484375,,,,13000,0.001,0.04145264590159058,,-45.38183395,100.0
13000,100.0,18.681038551330566,114,132,115,13200,0.001,0.043807960934937,-51.564954019999995,,
13300,,19.04677547454834,,,,13500,0.001,0.04006993504241109,,-44.65618884999999,100.0
13400,100.0,19.123615493774412,117,136,115,13600,0.001,0.03931509245187044,-51.157285580000014,,
13800,,19.587753143310547,,,,14000,0.001,0.045478920228779314,,-45.541532450000005,100.0
,100.0,,121,140,115,14000,,,-50.79076202,,
14200,100.0,20.070569496154786,123,144,116,14400,0.001,0.04209870619699359,-50.26900656,,
14300,,20.13901439666748,,,,14500,0.001,0.041865003164857625,,-48.72754134999999,100.0
14600,100.0,20.447555961608888,127,148,116,14800,0.001,0.04536464307457209,-50.03956678,,
14800,,20.6904789352417,,,,15000,0.001,0.04301064794883132,,-47.202729899999994,100.0
15000,100.0,20.898057479858398,130,152,116,15200,0.001,0.05582699075341225,-49.80704780999999,,
15300,,21.203091888427736,,,,15500,0.001,0.04532885488122702,,-51.517695950000004,100.0
15400,100.0,21.323854942321777,134,156,115,15600,0.001,0.045196838174015284,-49.431923940000004,,
15800,,21.783025093078614,,,,16000,0.001,0.0561129792407155,,-44.278762500000006,100.0
,100.0,,138,160,115,16000,,,-49.212853159999995,,
16200,100.0,22.158787345886232,140,164,116,16400,0.001,0.05111702036112547,-49.044589939999994,,
16300,,22.233041801452636,,,,16500,0.001,0.04744271630421281,,-43.7960996,100.0
16600,100.0,22.55711452484131,144,168,116,16800,0.001,0.053618837427347896,-48.81775575999999,,
16800,,22.78076747894287,,,,17000,0.001,0.049199432730674744,,-49.23327085,100.0
17000,100.0,22.99372631072998,147,172,116,17200,0.001,0.06147370353341103,-48.57472233999999,,
17300,,23.355933265686033,,,,17500,0.001,0.049583737403154374,,-46.24293529999999,100.0
17400,100.0,23.33902515411377,151,176,115,17600,0.001,0.046961704865098,-48.48405450000001,,
17800,,23.87206470489502,,,,18000,0.001,0.05413996446877718,,-43.14011144999999,100.0
,100.0,,155,180,115,18000,,,-48.169645149999994,,
18200,100.0,24.23854766845703,157,184,116,18400,0.001,0.060978859923779966,-47.605749829999986,,
18300,,24.281292266845703,,,,18500,0.001,0.054824046045541766,,-44.190370949999995,100.0
18600,100.0,24.64849796295166,161,188,116,18800,0.001,0.05666448410600424,-47.31206608999999,,
18800,,24.79261119842529,,,,19000,0.001,0.05547687731683254,,-45.24630085,100.0
19000,100.0,24.985188674926757,165,192,116,19200,0.001,0.05842298112809658,-47.09753424,,
19300,,25.268114471435545,,,,19500,0.001,0.05725152887403965,,-44.717344600000004,100.0
19400,100.0,25.37952377319336,168,196,116,19600,0.001,0.061907186023890975,-46.87804472,,
19800,,25.800162620544434,,,,20000,0.001,0.07455810502171517,,-44.198419550000004,100.0
,100.0,,172,200,115,20000,,,-46.639168039999994,,
20200,100.0,26.122795181274412,174,204,116,20400,0.001,0.06323365192860365,-46.43452061,,
20300,,26.264129333496093,,,,20500,0.001,0.0668659844622016,,-40.727905299999996,100.0
20600,100.0,26.555380325317383,178,208,116,20800,0.001,0.06134569402784109,-46.16541321,,
20800,,26.699941558837892,,,,21000,0.001,0.05894172128289938,,-44.21052245,100.0
21000,100.0,26.976041793823242,182,212,116,21200,0.001,0.06268077321350575,-45.86769216,,
21300,,27.16447681427002,,,,21500,0.001,0.060359240137040616,,-44.66987965,100.0
21400,100.0,27.22001194000244,186,216,116,21600,0.001,0.06925851989537478,-45.65747351,,
21800,,27.643186187744142,,,,22000,0.001,0.06422197949141265,,-47.8136285,100.0
,100.0,,190,220,115,22000,,,-45.61850253000001,,
22200,100.0,27.952284469604493,192,224,116,22400,0.001,0.07398757938295603,-45.61726799,,
22300,,28.099165420532227,,,,22500,0.001,0.0640834579989314,,-45.6202875,100.0
22600,100.0,28.32321517944336,196,228,116,22800,0.001,0.06430168956518173,-45.471149569999994,,
22800,,28.481039962768556,,,,23000,0.001,0.060494556091725826,,-41.88986084999999,100.0
23000,100.0,28.656375808715822,199,232,116,23200,0.001,0.06403672888875007,-45.32687367999999,,
23300,,28.901067085266114,,,,23500,0.001,0.06294210962951183,,-43.65677295,100.0
23400,100.0,29.02366954803467,203,236,115,23600,0.001,0.06966165583580733,-45.286430229999986,,
23800,,29.274440460205078,,,,24000,0.001,0.058213270492851736,,-41.420738799999995,100.0
,100.0,,207,240,115,24000,,,-44.977641289999994,,
24200,100.0,29.527552337646483,209,244,116,24400,0.001,0.06988719522953034,-44.87305515,,
24300,,29.74417346954346,,,,24500,0.001,0.06522975306957961,,-46.7549077,100.0
24600,100.0,29.871541023254395,213,248,116,24800,0.001,0.06176760878413916,-44.470953,,
24800,,30.057300720214844,,,,25000,0.001,0.057489293739199636,,-41.46625015000001,100.0
25000,100.0,30.11748722076416,217,252,116,25200,0.001,0.06514499261975289,-44.25015227,,
25300,,30.394428176879885,,,,25500,0.001,0.05504021774977445,,-42.20785490000001,100.0
25400,100.0,30.49307472229004,220,256,115,25600,0.001,0.05728067018091679,-44.13630476,,
25800,,30.680997352600098,,,,26000,0.001,0.07147032346576453,,-41.1268163,100.0
,100.0,,224,260,115,26000,,,-43.94631469,,
26200,100.0,31.10279640197754,226,264,116,26400,0.001,0.060336809270083905,-43.78928546999999,,
26300,,31.146026916503907,,,,26500,0.001,0.07138509824872016,,-43.67443025,100.0
26600,100.0,31.37218360900879,230,268,116,26800,0.001,0.07042598441243171,-43.64914167,,
26800,,31.50484878540039,,,,27000,0.001,0.05763382229954004,,-41.11085870000001,100.0
27000,100.0,31.671323127746582,233,272,116,27200,0.001,0.06099724240601063,-43.17291141999999,,
27300,,31.80327724456787,,,,27500,0.001,0.06079658266156912,,-42.416622350000004,100.0
27400,100.0,31.8706782913208,237,276,116,27600,0.001,0.059560975059866905,-42.857098670000006,,
27800,,32.092232131958006,,,,28000,0.001,0.0625529607012868,,-39.85122859999999,100.0
,100.0,,241,280,116,28000,,,-42.65842996000001,,
28200,100.0,32.44211559295654,243,284,116,28400,0.001,0.060297560319304465,-42.858291980000004,,
28300,,32.455429000854494,,,,28500,0.001,0.07226500824093819,,-42.6277678,100.0
28600,100.0,32.677838439941404,247,288,116,28800,0.001,0.06348214942961931,-42.723972780000004,,
28800,,32.866969985961916,,,,29000,0.001,0.058638356029987335,,-42.54904085,100.0
29000,100.0,33.033035125732425,251,292,116,29200,0.001,0.06626627381891012,-42.64268166,,
29300,,33.042011489868166,,,,29500,0.001,0.07976061791181564,,-45.05043719999999,100.0
29400,100.0,33.18997230529785,254,296,116,29600,0.001,0.06250598765909672,-42.48919533,,
29800,,33.437380447387696,,,,30000,0.001,0.06883372347801923,,-47.97074695,100.0
,100.0,,258,300,115,30000,,,-42.52981492000001,,
30200,100.0,33.782931594848634,260,304,116,30400,0.001,0.06646954223513603,-42.263566710000006,,
30300,,33.733339385986326,,,,30500,0.001,0.07263625346124172,,-44.956511750000004,100.0
30600,100.0,34.01893188476563,264,308,116,30800,0.001,0.07298951763659715,-42.21437594000001,,
30800,,34.13042678833008,,,,31000,0.001,0.06915835406631231,,-42.05925955,100.0
31000,100.0,34.2497371673584,268,312,116,31200,0.001,0.07609097670763731,-42.25443646000001,,
31300,,34.48327033996582,,,,31500,0.001,0.07374118749052286,,-39.753901400000004,100.0
31400,100.0,34.49328323364258,272,316,116,31600,0.001,0.08342568073421716,-42.00640364,,
31800,,34.786035690307614,,,,32000,0.001,0.0776342973858118,,-55.428637800000004,100.0
,100.0,,276,320,115,32000,,,-41.81871624,,
32200,100.0,35.04820030212402,278,324,116,32400,0.001,0.0841509797051549,-42.14536408,,
32300,,35.152837905883786,,,,32500,0.001,0.09272244945168495,,-49.5731895,100.0
32600,100.0,35.37829170227051,281,328,116,32800,0.001,0.08628598380833864,-42.542176440000006,,
32800,,35.50977561950683,,,,33000,0.001,0.08158872451633215,,-51.2797454,100.0
33000,100.0,35.57803619384766,285,332,116,33200,0.001,0.09307822912931442,-42.73866228000001,,
33300,,35.87518043518067,,,,33500,0.001,0.09525701344013214,,-55.999721550000004,100.0
33400,100.0,35.93945022583008,289,336,116,33600,0.001,0.0985742724314332,-43.08813520999999,,
33800,,36.194833297729495,,,,34000,0.001,0.0898576345667243,,-48.725014,100.0
,100.0,,293,340,115,34000,,,-43.2343255,,
34200,100.0,36.49652786254883,295,344,116,34400,0.001,0.10683682452887297,-43.74936867999999,,
34300,,36.51126953125,,,,34500,0.001,0.0989113212376833,,-55.6122218,100.0
34600,100.0,36.69861846923828,299,348,116,34800,0.001,0.10068793930113315,-44.35863517000001,,
34800,,36.86610481262207,,,,35000,0.001,0.10455175451934337,,-63.4315979,100.0
35000,100.0,36.86264060974121,303,352,116,35200,0.001,0.09243315674364566,-44.30710394,,
35300,,37.10951248168945,,,,35500,0.001,0.10087612707167865,,-50.82521469999999,100.0
35400,100.0,37.157723617553714,306,356,116,35600,0.001,0.10203816350549459,-44.847429139999996,,
35800,,37.47625648498535,,,,36000,0.001,0.09488949559628963,,-43.89962465,100.0
,100.0,,310,360,115,36000,,,-44.937573199999996,,
36200,100.0,37.76557151794434,312,364,116,36400,0.001,0.12247418023645879,-45.042758299999996,,
36300,,37.762338943481446,,,,36500,0.001,0.11698380213230848,,-47.271574550000004,100.0
36600,100.0,37.90356735229492,317,368,116,36800,0.001,0.10230194929987192,-45.12710859999999,,
36800,,38.07824836730957,,,,37000,0.001,0.1006578490883112,,-45.191756500000004,100.0
37000,100.0,38.27164779663086,321,372,115,37200,0.001,0.1114438870549202,-45.50348858999999,,
37300,,38.346392440795896,,,,37500,0.001,0.10492229171097278,,-44.8746675,100.0
37400,100.0,38.45006271362305,325,376,115,37600,0.001,0.10219794034957885,-45.644976820000004,,
37800,,38.68128311157226,,,,38000,0.001,0.10805951967835427,,-44.37081055,100.0
,100.0,,329,380,115,38000,,,-45.74993335,,
38200,100.0,38.84929168701172,331,384,115,38400,0.001,0.11089489497244358,-45.822090679999995,,
38300,,38.94421669006348,,,,38500,0.001,0.11504948250949383,,-47.03029435,100.0
38600,100.0,39.07845771789551,335,388,115,38800,0.001,0.10761729929596185,-46.14612335999999,,
38800,,39.22065223693848,,,,39000,0.001,0.1070435531437397,,-45.25046640000001,100.0
39000,100.0,39.187123184204104,338,392,115,39200,0.001,0.10798192068934441,-46.181790819999996,,
39300,,39.39585876464844,,,,39500,0.001,0.11516061149537564,,-43.7619273,100.0
39400,100.0,39.47736801147461,342,396,115,39600,0.001,0.11578419744968414,-46.072345940000005,,
39800,,39.656490631103516,,,,40000,0.001,0.10385018482804298,,-47.832695,100.0
,100.0,,346,400,115,40000,,,-46.05457712000001,,
40200,100.0,39.904424896240236,348,404,115,40400,0.001,0.12231043726205826,-46.54099386,,
40300,,39.98038703918457,,,,40500,0.001,0.12251872204244137,,-53.687803800000005,100.0
40600,100.0,40.06559112548828,352,408,115,40800,0.001,0.11019482307136058,-46.59974286999999,,
40800,,40.210068206787106,,,,41000,0.001,0.11165394261479378,,-51.3675569,100.0
41000,100.0,40.373023223876956,356,412,115,41200,0.001,0.1036683701723814,-46.35991037999998,,
41300,,40.622683410644534,,,,41500,0.001,0.11842978700995445,,-47.6922356,100.0
41400,100.0,40.54061592102051,360,416,115,41600,0.001,0.1150345291942358,-46.641570789999996,,
41800,,40.68659408569336,,,,42000,0.001,0.11522154457867145,,-49.464007450000004,100.0
