time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/std,train/clip_fraction,train/loss,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/n_updates,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_range,eval/mean_ep_length,eval/mean_reward
53248,1000.0,152,26,349,46288.35507513209,0.9635949730873108,0.179296875,542521.9375,-0.06685934693668968,0.0003,1040943.0169921875,250,0.017639726,-23.492610281705858,6.401538848876953e-05,0.2,,
55000,,,,,,0.9618703126907349,0.17177734375,402932.78125,-0.06328783035278321,0.0003,787537.5361328125,260,0.017949004,-23.464350008964537,-0.0006237030029296875,0.2,1000.0,74290.6635969162
55296,1000.0,146,27,377,46885.5861861091,,,,,,,,,,,,,
57344,1000.0,150,28,380,47062.232913140346,0.9593720436096191,0.197705078125,452753.53125,-0.07077941272727913,0.0003,1060440.20625,270,0.018555561,-23.428026169538498,0.00032788515090942383,0.2,,
59392,1000.0,154,29,384,47465.93477962712,0.958674967288971,0.17294921875,457765.8125,-0.05930997952527832,0.0003,817780.9953125,280,0.018390272,-23.402543264627457,0.0002658963203430176,0.2,,
60000,,,,,,0.9576573967933655,0.197509765625,506696.75,-0.06723819982726127,0.0003,922242.4701171875,290,0.019711126,-23.387442511320113,0.00013828277587890625,0.2,1000.0,74420.87689247131
61440,1000.0,149,30,411,48164.33870286885,,,,,,,,,,,,,
63488,1000.0,152,31,415,48310.58744242858,0.9548909664154053,0.179345703125,635845.0625,-0.0647835197421955,0.0003,1294374.8640625,300,0.017707754,-23.34777753353119,0.00025397539138793945,0.2,,
65000,,,,,,0.9543692469596863,0.19140625,442578.28125,-0.06526102052303032,0.0003,1018064.2740234375,310,0.01939188,-23.32417575120926,-7.987022399902344e-06,0.2,1000.0,73055.90016059876
65536,1000.0,148,32,442,48613.50906352307,,,,,,,,,,,,,
67584,1000.0,151,33,445,49342.92129177612,0.9533847570419312,0.195947265625,474149.15625,-0.06426812334684655,0.0003,973933.796875,320,0.019157764,-23.305307060480118,0.00012183189392089844,0.2,,
69632,1000.0,154,34,449,49658.537010623186,0.951803982257843,0.192529296875,587891.625,-0.06799593234900385,0.0003,1346544.1681640625,330,0.018824046,-23.290952545404433,0.00034165382385253906,0.2,,
70000,,,,,,0.9499306678771973,0.217236328125,472748.65625,-0.07003758182981983,0.0003,936502.284375,340,0.020592932,-23.253836077451705,-0.00012028217315673828,0.2,1000.0,73255.46977272033
71680,1000.0,149,35,479,49951.30545623943,,,,,,,,,,,,,
73728,1000.0,152,36,482,50338.214752273976,0.9484127163887024,0.21103515625,409128.625,-0.06994217640021816,0.0003,879332.8685546875,350,0.02165756,-23.22346449494362,-1.9550323486328125e-05,0.2,,
75000,,,,,,0.9465513825416565,0.1935546875,853722.5625,-0.06873742458410562,0.0003,1709362.328125,360,0.020005995,-23.194815373420717,0.00028574466705322266,0.2,1000.0,73626.00551662446
75776,1000.0,147,37,512,50820.08523388,,,,,,,,,,,,,
77824,1000.0,150,38,516,51341.53400903896,0.946010172367096,0.214306640625,610879.625,-0.07037404211587273,0.0003,1182089.7958984375,370,0.022168785,-23.172878122329713,9.036064147949219e-05,0.2,,
79872,1000.0,153,39,520,51573.70637026583,0.9445371031761169,0.22158203125,476837.15625,-0.07180999275296926,0.0003,1065482.4478515624,380,0.022487834,-23.153936314582825,0.00011527538299560547,0.2,,
80000,,,,,,0.9433959722518921,0.195361328125,580817.3125,-0.06315057493047789,0.0003,1259109.0828125,390,0.020896066,-23.131445837020873,1.2993812561035156e-05,0.2,1000.0,73519.85926933288
81920,1000.0,149,40,549,51882.62830301234,,,,,,,,,,,,,
83968,1000.0,151,41,553,52064.01149598794,0.9426460266113281,0.205322265625,422179.71875,-0.06320774914929643,0.0003,925077.9138671875,400,0.020794207,-23.1125097990036,0.0001252889633178711,0.2,,
85000,,,,,,0.9399965405464172,0.22373046875,742496.25,-0.07091361917264294,0.0003,1250951.9900390625,410,0.022145066,-23.078459519147874,0.00010979175567626953,0.2,1000.0,73424.27043399811
86016,1000.0,147,42,581,52765.34057840696,,,,,,,,,,,,,
88064,1000.0,150,43,585,52901.93339068182,0.9371652007102966,0.188671875,643003.0,-0.06486832897062414,0.0003,1410379.669140625,420,0.019647751,-23.02664151787758,4.029273986816406e-05,0.2,,
90000,,,,,,0.9375036954879761,0.2515625,414409.5,-0.07505380097718443,0.0003,916182.165234375,430,0.025528122,-23.013602983951568,-9.381771087646484e-05,0.2,1000.0,72677.47916564942
90112,1000.0,146,44,615,53235.69217540001,,,,,,,,,,,,,
92160,1000.0,148,45,619,53525.439297695666,0.9360450506210327,0.224658203125,560965.75,-0.07229607711778954,0.0003,1208523.9837890626,440,0.021752292,-22.999193966388702,0.0003319978713989258,0.2,,
94208,1000.0,151,46,623,54098.35344709576,0.9344789385795593,0.2111328125,726074.625,-0.06662097660591826,0.0003,1289644.49296875,450,0.022220701,-22.969616997241975,5.7220458984375e-06,0.2,,
95000,,,,,,0.9331468343734741,0.203369140625,920553.5,-0.06848121488001198,0.0003,1934302.29375,460,0.021159906,-22.939913904666902,-2.2292137145996094e-05,0.2,1000.0,75096.9537847519
96256,1000.0,147,47,653,54567.52394046875,,,,,,,,,,,,,
98304,1000.0,149,48,657,54874.69506710204,0.932062029838562,0.214990234375,754200.5,-0.0677134963334538,0.0003,1461383.94765625,470,0.0219053,-22.92020964026451,-5.4836273193359375e-06,0.2,,
100000,,,,,,0.9299800395965576,0.228955078125,685143.6875,-0.06834678243030794,0.0003,1386059.227734375,480,0.023827732,-22.883435440063476,2.0205974578857422e-05,0.2,1000.0,75185.38579788207
100352,1000.0,146,49,686,55226.38326265,,,,,,,,,,,,,
102400,1000.0,148,50,690,55918.99083893,0.9282088875770569,0.2619140625,825748.5,-0.07961152592033613,0.0003,1720163.31875,490,0.027338885,-22.854049175977707,-5.9604644775390625e-06,0.2,,
104448,1000.0,150,51,694,56343.78711065,0.9263291358947754,0.27861328125,486160.28125,-0.08401904004858807,0.0003,894649.2890625,500,0.02915731,-22.819209253787996,-0.0027085542678833008,0.2,,
105000,,,,,,0.9240628480911255,0.256640625,508322.65625,-0.07332371358934324,0.0003,1043634.598828125,510,0.026132457,-22.780790704488755,1.2159347534179688e-05,0.2,1000.0,69479.55873298645
106496,1000.0,146,52,724,56942.03207009999,,,,,,,,,,,,,
108544,1000.0,148,53,728,57351.31052652999,0.9221985936164856,0.237890625,557370.0625,-0.0739971854025498,0.0003,1314785.98984375,520,0.026005313,-22.74585365653038,-0.0001360177993774414,0.2,,
110000,,,,,,0.9202914834022522,0.266259765625,463254.90625,-0.07126628179976251,0.0003,1061171.03828125,530,0.02789453,-22.70574744939804,3.0338764190673828e-05,0.2,1000.0,71060.89722881318
110592,1000.0,146,54,757,57957.97289912999,,,,,,,,,,,,,
112640,1000.0,147,55,761,58352.966385930005,0.9196879863739014,0.250048828125,607065.625,-0.06912476748111658,0.0003,1072643.01328125,540,0.025862103,-22.686398178339005,5.781650543212891e-06,0.2,,
114688,1000.0,150,56,764,59091.24201616,0.9184234738349915,0.246337890625,567751.875,-0.0710033551644301,0.0003,1171746.3021484376,550,0.028798481,-22.660446566343307,9.059906005859375e-06,0.2,,
115000,,,,,,0.9160529971122742,0.21611328125,725090.125,-0.06359265345090534,0.0003,1495325.59453125,560,0.024187475,-22.63258631825447,1.0132789611816406e-05,0.2,1000.0,71495.77857933045
116736,1000.0,147,57,791,59774.56745967,,,,,,,,,,,,,
118784,1000.0,149,58,794,60212.92278116,0.9135673642158508,0.278759765625,655155.5,-0.07725753313861787,0.0003,1381189.0599609376,570,0.030651858,-22.58278184533119,5.364418029785156e-06,0.2,,
120000,,,,,,0.9125739336013794,0.25751953125,555256.0,-0.06980826222425093,0.0003,1122444.93359375,580,0.02792181,-22.557540583610535,-1.3470649719238281e-05,0.2,1000.0,73845.46925582885
120832,1000.0,146,59,823,60788.848612199996,,,,,,,,,,,,,
122880,1000.0,148,60,827,61406.86423464,0.9101481437683105,0.27021484375,681949.75,-0.07804009310202673,0.0003,1435599.840625,590,0.028394049,-22.5220006108284,-8.344650268554688e-07,0.2,,
124928,1000.0,150,61,831,61914.21642419001,0.9102702736854553,0.25810546875,700930.75,-0.07644507861696184,0.0003,1506443.327734375,600,0.029981991,-22.50733724832535,2.9206275939941406e-06,0.2,,
125000,,,,,,0.9091572761535645,0.277880859375,505390.5,-0.07487721930956467,0.0003,1115990.25234375,610,0.028768942,-22.49239233136177,-6.532669067382812e-05,0.2,1000.0,73768.06030654907
126976,1000.0,147,62,861,62453.56617777,,,,,,,,,,,,,
129024,1000.0,149,63,865,63287.572813399995,0.9082258939743042,0.283544921875,697789.5625,-0.07730966713279486,0.0003,1340405.9234375,620,0.030365163,-22.47239742279053,1.2576580047607422e-05,0.2,,
