rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
19.42,2,808,1,13.8662995,2048,,,,,,,,,,,,,
,,,,,2500,-4.251391689479351,0.155615234375,10,-0.00905299186706543,6.586919784545898,0.9970983266830444,0.014095101,85.88927255272866,-0.017835478618508205,0.0003,32.30829608440399,53.45,0.2
23.88,7,563,2,22.108817910000003,4096,,,,,,,,,,,,,
,,,,,5000,-4.240706489980221,0.126806640625,20,0.2519497275352478,24.301982879638672,0.9914488196372986,0.012119103,63.6209865629673,-0.018035980028798804,0.0003,114.7904379606247,39.45,0.2
33.03,11,527,3,37.68527659,6144,,,,,,,,,,,,,
,,,,,7500,-4.227402561903,0.1345703125,30,0.2718909978866577,63.262210845947266,0.9888644218444824,0.013851162,57.81614740490913,-0.022153741959482432,0.0003,168.52172541618347,35.75,0.2
42.68,16,511,4,59.32721608999999,8192,,,,,,,,,,,,,
,,,,,10000,-4.221605134010315,0.078515625,40,0.09607291221618652,99.9008560180664,0.9877492785453796,0.0101819895,59.94710106253624,-0.014402407099260018,0.0003,268.05608611106874,37.05,0.2
52.9,20,503,5,82.14257706999999,10240,,,,,,,,,,,,,
62.91,23,512,6,109.43852247999999,12288,-4.222031246125698,0.038916015625,50,0.005949139595031738,119.49504852294922,0.9898310899734497,0.0062790643,,-0.007774584699654951,0.0003,324.40802402496337,,0.2
,,,,,12500,-4.226236346364021,0.0419921875,60,-0.0007073879241943359,140.59027099609375,0.9898027181625366,0.006094623,221.61973056793212,-0.0069760730330017395,0.0003,350.47325897216797,96.25,0.2
68.68,29,490,7,122.45380973000002,14336,,,,,,,,,,,,,
,,,,,15000,-4.217275169491768,0.095849609375,70,0.00742948055267334,142.2938690185547,0.9841612577438354,0.009112699,213.8850514113903,-0.01544523324992042,0.0003,363.7119357585907,93.6,0.2
76.87,34,471,8,144.86442027000004,16384,,,,,,,,,,,,,
,,,,,17500,-4.2037771716713905,0.0634765625,80,0.0290946364402771,168.23605346679688,0.9813541173934937,0.007688204,220.35105922818184,-0.009831833851058036,0.0003,444.27079544067385,96.8,0.2
79.87,40,458,9,156.17630056,18432,,,,,,,,,,,,,
,,,,,20000,-4.189202365279198,0.0759765625,90,0.19604146480560303,157.5032958984375,0.9739260077476501,0.00825209,213.44007236361503,-0.010536050246446393,0.0003,377.4751830101013,95.35,0.2
