train/n_updates,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,train/actor_loss,train/learning_rate,time/total_timesteps,train/critic_loss,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
649925,,,,,-349.6579577636719,0.001,650000,71.15947735977173,,4843.859099384397,958.2
651925,724,836.98,6792,96,-346.8958579101562,0.001,652925,81.40850141525269,1235.27587848,,
654925,,,,,-344.1647867431641,0.001,655000,70.87544838523864,,4766.255321033512,1000.0
655925,728,836.98,6824,96,-343.1679570922852,0.001,656925,71.33412237548828,1226.2932015400004,,
659925,,,,,-339.2629537353516,0.001,660000,74.9567123374939,,5114.426234610396,1000.0
,732,836.98,6856,96,,,660925,,1223.74126759,,
663925,736,836.98,6878,96,-338.17653704833987,0.001,664925,71.54839568138122,1299.1227802399999,,
664925,,,,,-337.0309203491211,0.001,665000,72.3352815284729,,4711.048874954507,906.1
667925,740,836.98,6911,96,-337.1604786376953,0.001,668925,77.53577106666565,1360.23111839,,
669925,,,,,-335.6408786621094,0.001,670000,78.28315338897706,,4579.875671651307,1000.0
671464,744,841.05,6941,96,-335.28358142089843,0.001,672464,75.75625791740417,1600.60194357,,
674464,,,,,-334.0931461791992,0.001,675000,73.01723605537414,,5006.879735985584,907.5
675464,748,859.28,6972,97,-333.93181225585937,0.001,676464,83.4294747619629,1862.7996112699998,,
679230,,,,,-333.7645530601083,0.001,680000,75.11619534504943,,4522.967830534582,848.5
,752,885.48,7001,97,,,680230,,2071.49981259,,
683230,756,895.15,7025,97,-333.3623797607422,0.001,684230,71.71810474395753,2307.86247954,,
684230,,,,,-333.3941460571289,0.001,685000,72.22272520065307,,4494.681029939605,999.7
687230,760,895.15,7056,97,-334.5036326904297,0.001,688230,64.18056132316589,2578.95086802,,
689230,,,,,-334.37607818603516,0.001,690000,67.49009583091735,,5076.752048853878,1000.0
691230,764,924.26,7088,97,-333.5053298339844,0.001,692230,58.8620127620697,2804.99666952,,
694067,,,,,-332.323572265625,0.001,695000,62.36309462356567,,3791.8269860967994,1000.0
695067,768,951.81,7121,97,-331.78471380615235,0.001,696067,59.402497625350954,3007.2705034100004,,
699067,,,,,-332.2261373901367,0.001,700000,64.59962006950379,,4409.053540207446,875.2
,772,951.81,7154,97,,,700067,,3248.4798086200003,,
703067,776,949.68,7177,98,-334.008421875,0.001,703854,63.01972905921936,3473.5487952099998,,
704854,,,,,-335.28012017822266,0.001,705000,62.25626619338989,,5501.291958133317,1000.0
706854,780,957.05,7206,98,-334.1121922607422,0.001,707854,64.66342591667176,3719.8146740200004,,
709854,,,,,-333.26752221679686,0.001,710000,61.724370126724246,,4234.533624258451,1000.0
710854,784,957.05,7236,98,-333.2790535888672,0.001,711854,57.17474664497375,3952.24323384,,
714854,,,,,-333.32737103271484,0.001,715000,62.70944821166992,,5254.416550673219,1000.0
,788,957.05,7267,98,,,715854,,4191.180499380001,,
717537,792,953.02,7282,98,-333.60986614990236,0.001,718537,62.48000471878052,4340.104411859999,,
719537,,,,,-331.25823272705077,0.001,720000,62.73209090995788,,5367.748592973966,1000.0
721537,796,953.02,7314,98,-332.04822302246095,0.001,722537,61.748207405090334,4551.238792520001,,
724537,,,,,-331.34808282470703,0.001,725000,69.47317034721374,,5370.457366830856,1000.0
725537,800,962.51,7346,98,-331.1769091796875,0.001,726537,68.1855574798584,4702.94804145,,
729537,,,,,-332.7307635498047,0.001,730000,71.58396856498719,,4389.198959964187,861.8
,804,962.51,7376,99,,,730537,,4790.94596685,,
733537,808,966.78,7399,99,-333.69934606933595,0.001,734120,58.21450495529175,4898.100749339999,,
734120,,,,,-333.2037462208369,0.001,735000,52.796586349120886,,4825.921939964615,894.7
737120,812,966.78,7429,99,-333.4985034179688,0.001,738120,62.69512190437317,4878.2792777,,
739120,,,,,-333.74574145507813,0.001,740000,61.07165972137451,,4458.63306408571,841.5
741120,816,967.14,7460,99,-333.8318970336914,0.001,741639,64.57619837379455,4966.200253350001,,
744639,,,,,-335.83128045654297,0.001,745000,64.29719729804992,,5274.374952680058,1000.0
,820,967.14,7490,99,,,745639,,4947.35515782,,
748639,824,967.14,7512,99,-336.78110662841794,0.001,749639,71.91483790016174,4940.83951656,,
749639,,,,,-336.8644398193359,0.001,750000,72.9007435913086,,2590.1666471894832,801.6
752639,828,967.14,7543,99,-336.23975494384763,0.001,753639,66.91143189430237,4933.707280309999,,
754639,,,,,-335.26580255126953,0.001,755000,61.18755281257629,,3851.5968097306786,895.6
756639,832,967.14,7576,100,-334.68786376953125,0.001,757639,64.48107535934449,4881.666638119999,,
759639,,,,,-333.66262969970705,0.001,760000,66.52195608901978,,5378.151218425017,986.8
760240,836,963.15,7607,100,-335.2902570452009,0.001,761240,67.07752017371865,4799.267441869999,,
763432,840,951.45,7626,100,-334.3334292602539,0.001,764070,64.98659066963195,4738.0491090099995,,
764070,,,,,-335.73792948468724,0.001,765000,73.80581869525969,,5097.045322575979,1000.0
767070,844,956.06,7656,100,-333.57778466796873,0.001,768070,66.56136351776124,4753.341899370001,,
769070,,,,,-333.3272495727539,0.001,770000,65.5449059677124,,3832.709512675379,1000.0
771070,848,956.06,7687,100,-332.98557385253906,0.001,772070,72.1558234539032,4754.622005210002,,
774070,,,,,-333.1790995483398,0.001,775000,72.62126943016052,,3767.5213017236906,829.3
775070,852,958.4,7718,100,-332.4226982421875,0.001,776070,72.97913130950927,4784.92279195,,
779070,,,,,-334.718572265625,0.001,780000,73.33327764511108,,3976.2697563245893,906.4
,856,958.4,7746,100,,,780070,,4772.52030955,,
783070,860,958.4,7766,100,-335.4102302246094,0.001,784070,64.78650417327881,4783.997558870001,,
784070,,,,,-333.9881148071289,0.001,785000,64.92187121009826,,5524.487525271625,1000.0
787070,864,949.35,7796,100,-333.21823522949217,0.001,787165,69.21281536865234,4744.58680001,,
789165,,,,,-333.75989807128906,0.001,790000,69.86514358520508,,4733.775573672121,884.7
790165,868,948.6,7822,101,-334.31116314697266,0.001,790927,70.3227873916626,4751.137429259999,,
793927,872,948.6,7843,101,-334.092432434082,0.001,794927,72.03990430450439,4761.49739281,,
794927,,,,,-334.1165993041992,0.001,795000,70.75529596138,,5351.834128735308,1000.0
797927,876,950.73,7874,101,-334.7835856323242,0.001,798927,72.74771044921874,4771.35251447,,
799214,,,,,-337.4210885365804,0.001,800000,73.12678506565426,,5043.120267682034,1000.0
801214,880,943.6,7902,101,-336.63957897949217,0.001,802214,66.90373826789856,4736.95619531,,
804214,,,,,-336.25939056396487,0.001,805000,60.639613124847415,,5193.326433849894,923.8
805214,884,943.6,7933,101,-337.02799481201174,0.001,806214,71.50120044898986,4745.600884310001,,
809214,,,,,-338.5741882324219,0.001,810000,72.40878712272644,,5015.561572069861,1000.0
,888,943.6,7964,101,,,810214,,4759.7440232300005,,
813214,892,956.77,7986,101,-338.03420526123045,0.001,814214,67.95257717895508,4839.736238020001,,
814214,,,,,-338.4683882446289,0.001,815000,64.37946953582764,,5205.658528679516,1000.0
817214,896,956.77,8017,102,-338.92504730224607,0.001,818214,68.89496874809265,4847.99935255,,
819214,,,,,-336.993331237793,0.001,820000,66.63491716766357,,5050.170871933177,907.0
821214,900,956.77,8048,102,-337.6519982910156,0.001,822214,64.68160513687134,4770.16134662,,
824214,,,,,-335.9853325805664,0.001,825000,65.51085143661498,,5175.65108841497,1000.0
825214,904,956.77,8076,102,-335.3924973754883,0.001,826214,70.72761188316345,4774.9292377500005,,
828515,908,953.95,8094,102,-334.18043634033205,0.001,829515,69.23553500747681,4761.788727409999,,
829515,,,,,-333.92716400146486,0.001,830000,73.73837000656128,,5186.851015309617,901.5
832515,912,953.95,8125,102,-336.3398465576172,0.001,833515,68.63170753288269,4846.70532155,,
834515,,,,,-335.8313973388672,0.001,835000,71.29768217277527,,4106.320382896852,738.9
836515,916,958.76,8164,102,-335.2267794189453,0.001,837515,68.80757750701905,4877.92844361,,
839515,,,,,-336.78503314208984,0.001,840000,69.41882876205445,,5325.205609813658,961.8
840515,920,958.76,8208,102,-335.46494451904294,0.001,841515,69.11383633995057,4925.61815649,,
844515,,,,,-337.7011596069336,0.001,845000,71.25707842254639,,5231.070071061328,921.6
,924,958.76,8250,102,,,845515,,4965.05998283,,
847767,928,951.28,8275,102,-339.7079789903429,0.001,848767,65.93162235381111,4953.522644900001,,
849767,,,,,-341.1027713623047,0.001,850000,67.62356628990173,,5693.746490633674,1000.0
851767,932,951.28,8309,102,-342.3329221191406,0.001,852767,69.70777571678161,5020.185106389999,,
854767,,,,,-342.0751376342773,0.001,855000,67.43550736045837,,5723.030447708816,1000.0
855767,936,955.27,8339,102,-341.8688675537109,0.001,856767,63.196072021484376,5112.191902570001,,
858502,940,954.32,8353,102,-343.91071893310544,0.001,859502,66.52446237182617,5111.924435190001,,
859502,,,,,-343.40740942382814,0.001,860000,69.51555427932739,,5174.3809445903635,933.8
862502,944,954.32,8383,102,-343.87461224365234,0.001,863502,69.34192055511474,5144.54728885,,
864502,,,,,-341.01425756835937,0.001,865000,66.34616378593445,,5491.125696410983,1000.0
866502,948,954.32,8415,103,-343.4051826782227,0.001,867502,68.14933517074584,5142.695581309999,,
869502,,,,,-342.24827758789064,0.001,870000,65.55757933807374,,5290.747593524359,950.9
870502,952,954.32,8445,103,-342.36929431152345,0.001,871502,63.0427840461731,5142.4242391,,
874502,,,,,-344.0687748413086,0.001,875000,67.23687926292419,,5612.162846875389,1000.0
,956,954.32,8476,103,,,875502,,5175.56898322,,
878502,960,954.32,8497,103,-344.4201407470703,0.001,879502,66.60747066116333,5181.350948570001,,
879502,,,,,-343.6452717895508,0.001,880000,71.62704983329773,,5659.203284429945,1000.0
882502,964,963.37,8529,103,-345.0820244750977,0.001,883502,71.47231880378723,5226.94071727,,
884502,,,,,-345.4523480834961,0.001,885000,71.83352470970154,,5545.628772042971,1000.0
886502,968,965.75,8560,103,-346.4394449462891,0.001,887502,70.30938227272034,5249.1545698,,
889502,,,,,-347.6590784301758,0.001,890000,76.31880067443848,,5653.063585452549,968.7
890502,972,965.75,8591,103,-349.46434759521486,0.001,891502,81.93964041900635,5257.132430050001,,
894502,976,957.95,8611,103,-352.6440035400391,0.001,894722,74.24978951263428,5220.98130986,,
894722,,,,,-353.5077067982067,0.001,895000,79.7660550030795,,5535.8008963547645,1000.0
897642,980,964.28,8637,104,-358.40331854248046,0.001,898642,88.51997946929932,5256.213844419999,,
899855,,,,,-363.5872750854492,0.001,900000,100.62858372497558,,5542.275114753994,1000.0
900855,984,956.41,8663,104,-364.6567424316406,0.001,901855,97.32557011795043,5211.66106955,,
904855,,,,,-374.4073237915039,0.001,905000,119.3723343963623,,-1434.6843598948326,1000.0
,988,956.41,8694,104,,,905855,,4971.93688779,,
908855,992,956.41,8716,104,-374.8239680786133,0.001,909855,92.98813060569763,4695.83134517,,
909855,,,,,-374.33123168945315,0.001,910000,88.25403726768494,,-1568.3072230365128,1000.0
912855,996,956.41,8745,104,-368.3549916992188,0.001,913855,88.24139096832275,4421.16805404,,
914855,,,,,-358.4117893066406,0.001,915000,88.62398574447631,,-923.6641304888296,1000.0
916855,1000,956.41,8782,104,-352.501713684082,0.001,917855,82.40715328407288,4238.610700050001,,
919855,,,,,-345.70452178955077,0.001,920000,82.13977013015747,,-1310.0675453333183,1000.0
920855,1004,956.41,8830,104,-341.77196899414065,0.001,921855,75.78035230636597,3984.4368276299992,,
924855,,,,,-337.6705009155273,0.001,925000,82.34877077293396,,5019.511576939747,1000.0
,1008,963.4,8879,104,,,925855,,3944.9724160700002,,
928855,1012,963.4,8913,104,-335.89039617919923,0.001,929855,84.6572483253479,3939.98744847,,
929855,,,,,-334.7672692871094,0.001,930000,82.21565031433106,,5131.807489768299,920.5
932855,1016,963.4,8961,104,-336.31933306884764,0.001,933855,85.49809589195252,3935.0941926900005,,
934855,,,,,-336.7164376831055,0.001,935000,88.79791752624512,,5492.761716036592,1000.0
936855,1020,963.4,9010,104,-339.43005389404294,0.001,937855,87.32024240493774,3934.0021020500003,,
939855,,,,,-346.9913134155273,0.001,940000,94.12899254989624,,4868.378179458715,957.8
940855,1024,963.4,9057,103,-349.76067297363284,0.001,941855,94.93204438400268,3923.24585371,,
944855,,,,,-362.10378552246095,0.001,945000,95.56428632164001,,5066.936853408324,1000.0
,1028,970.88,9104,103,,,945855,,3961.9056017100006,,
948855,1032,970.88,9137,103,-360.26707501220704,0.001,949855,97.02947313117981,3957.4119329200003,,
949855,,,,,-357.93200177001955,0.001,950000,96.0683225402832,,5232.207681980729,1000.0
952855,1036,970.88,9184,103,-352.4840694580078,0.001,953855,90.53719174385071,3952.58310087,,
954855,,,,,-350.9301484985352,0.001,955000,85.01705391693115,,5590.95941842245,1000.0
956855,1040,983.53,9231,103,-349.73239990234373,0.001,957855,83.48196693611145,4022.6789913400003,,
959855,,,,,-350.6084122314453,0.001,960000,86.82427649116516,,5339.185756486242,931.3
960855,1044,983.53,9277,103,-350.8939041137695,0.001,961855,79.56783709907532,4018.50119275,,
964855,,,,,-353.1658423461914,0.001,965000,74.2761698474884,,5094.799739193683,911.8
,1048,983.53,9324,103,,,965855,,3982.9054627699998,,
968425,1052,979.23,9348,103,-354.648625,0.001,969425,76.91239256477355,3955.8539545500007,,
969425,,,,,-355.90557232666015,0.001,970000,77.6082930984497,,5183.760856788535,919.7
972425,1056,979.23,9387,103,-359.04693811035156,0.001,973425,76.37003758239746,3888.02445042,,
974425,,,,,-358.1834121704102,0.001,975000,78.27312488555908,,5507.83736460174,1000.0
976425,1060,979.23,9434,103,-358.630087097168,0.001,977425,74.7717109527588,3881.312382220001,,
979291,,,,,-359.37716562037656,0.001,980000,68.8757549356368,,5427.808491294459,964.3
980291,1064,977.89,9481,103,-360.38002642822266,0.001,981291,71.28753700828553,3875.71122399,,
984291,,,,,-362.63805694580077,0.001,985000,75.62513347244263,,5752.608494646568,1000.0
,1068,977.89,9530,103,,,985291,,3867.9082826100002,,
988291,1072,977.89,9563,103,-364.275858581543,0.001,989291,82.76481239509583,3872.14883723,,
989291,,,,,-364.83937030029296,0.001,990000,90.75464593505859,,5551.398292320967,1000.0
992291,1076,985.69,9611,103,-365.22456634521484,0.001,993291,78.40491439437866,3912.5604712400004,,
994291,,,,,-366.55230767822263,0.001,995000,82.5920002746582,,5510.560644599051,1000.0
996291,1080,986.49,9659,103,-365.8584035644531,0.001,997291,84.98417267990112,3915.69933586,,
999291,,,,,-365.5738366088867,0.001,1000000,83.98885009384155,,5641.954993437696,1000.0
1000291,1084,994.36,9708,103,-365.03537603759764,0.001,1001291,86.08858395576478,3960.9712565800005,,
1004291,,,,,-365.63015045166014,0.001,1005000,77.2267532081604,,5381.4424165287055,936.7
,1088,994.36,9754,103,,,1005291,,4202.6391076400005,,
1008121,1092,992.66,9779,103,-367.4923290574407,0.001,1009121,81.24193346644023,4471.418656110001,,
1009121,,,,,-367.7034531860352,0.001,1010000,76.17612653541565,,5627.139954051561,1000.0
1012121,1096,992.66,9812,103,-369.8291483154297,0.001,1013121,78.56302032661438,4749.80706238,,
1014121,,,,,-371.7464539794922,0.001,1015000,79.43614216804504,,5748.422661410179,1000.0
1016121,1100,992.66,9844,103,-371.96090240478514,0.001,1017121,74.4774069595337,5019.16217217,,
1019121,,,,,-372.9639369506836,0.001,1020000,75.67519362640381,,5541.855904273083,998.1
1020121,1104,992.66,9880,103,-374.78563928222655,0.001,1021121,80.17007007026672,5272.79561361,,
1024121,,,,,-377.33840771484375,0.001,1025000,80.89012971115112,,5043.4957924530845,924.9
,1108,992.66,9928,103,,,1025121,,5361.750439580001,,
1027420,1112,982.85,9952,103,-376.44762227376305,0.001,1028140,84.62961261328248,5320.3127632900005,,
1029140,,,,,-379.25046179199217,0.001,1030000,82.30864891815186,,5681.287845435366,1000.0
1031140,1116,982.85,9996,103,-379.21642492675784,0.001,1032140,88.85036823654175,5323.800333270001,,
1034140,,,,,-380.0448536376953,0.001,1035000,90.53540979576111,,5754.824383192975,1000.0
1035140,1120,982.85,10041,103,-379.4265762329102,0.001,1036140,83.53822995758057,5336.861984909999,,
1039140,,,,,-378.1464838867187,0.001,1040000,84.09114627647399,,5724.800045686308,1000.0
,1124,982.85,10073,103,,,1040140,,5347.35410177,,
1043140,1128,982.85,10094,103,-377.5576691894531,0.001,1044140,89.41400813865661,5361.267514429999,,
1044140,,,,,-377.9057045288086,0.001,1045000,77.72917728805542,,5663.528927967394,1000.0
1047140,1132,982.85,10126,103,-377.2588765258789,0.001,1048140,87.5053918800354,5373.25105094,,
1049140,,,,,-376.06876904296877,0.001,1050000,78.14768630790711,,5169.442897812463,916.4
1051140,1136,982.85,10158,103,-375.0541484375,0.001,1052140,88.10735641670227,5384.500689569999,,
1054140,,,,,-375.32990014648436,0.001,1055000,83.57988787460327,,5569.942044551298,1000.0
1055140,1140,982.85,10192,103,-375.1004470214844,0.001,1056140,77.06012421226501,5382.42897936,,
1059140,,,,,-376.6127857055664,0.001,1060000,85.28653864097595,,4172.029256704892,813.1
,1144,982.85,10223,103,,,1060140,,5384.360849969999,,
1063140,1148,982.85,10246,103,-384.62529071044924,0.001,1064140,90.49379047775268,5428.571806189999,,
1064140,,,,,-386.4987737426758,0.001,1065000,98.96454947662353,,5778.0667346742,1000.0
1067140,1152,987.15,10278,103,-386.4584818115234,0.001,1068140,97.5126356048584,5464.275526140001,,
1069140,,,,,-384.857201965332,0.001,1070000,105.25242274665833,,4739.008277167566,1000.0
1071140,1156,987.15,10310,103,-387.37312109375,0.001,1072140,103.26385599517822,5485.631948639999,,
1074140,,,,,-385.3393326416016,0.001,1075000,96.77361283302307,,4127.434935839917,930.5
1075140,1160,981.26,10341,103,-384.7433286132813,0.001,1075551,86.44460451698303,5371.231704149998,,
1078551,1164,982.6,10362,104,-384.24242938232425,0.001,1079551,96.07070594596863,5232.310998069999,,
1079885,,,,,-383.81517787179547,0.001,1080000,88.12777279950902,,3448.9403027446942,953.8
1081885,1168,975.94,10390,104,-384.5484765625,0.001,1082885,88.65659049415588,5201.91117522,,
1084885,,,,,-384.64193292236325,0.001,1085000,83.06522050094604,,86.82920175129547,904.7
1085885,1172,975.94,10421,104,-384.5539340820313,0.001,1086885,78.63070007133484,5143.58076301,,
1089885,,,,,-382.0959478149414,0.001,1090000,81.11844291496277,,636.9561088090529,929.2
,1176,975.94,10453,104,,,1090885,,5038.191526740001,,
1093885,1180,975.94,10476,104,-380.0988786010742,0.001,1094885,85.80303816223145,4911.56915593,,
1094885,,,,,-379.82194720458983,0.001,1095000,84.97664443778991,,3583.110538612012,930.4
1097885,1184,975.94,10513,104,-376.20748138427734,0.001,1098885,72.46033889007569,4866.22117574,,
1099885,,,,,-375.65920294189453,0.001,1100000,78.01562023925781,,4714.205935185305,933.3
1101885,1188,975.94,10548,104,-375.69320660400393,0.001,1102885,72.95164027214051,4830.18395154,,
1104885,,,,,-373.81879248046874,0.001,1105000,78.21544026184083,,5515.281566295331,1000.0
1105885,1192,977.64,10582,104,-374.47200189208985,0.001,1106885,84.127752866745,4760.48538211,,
1109764,,,,,-374.1511605834961,0.001,1110000,81.35387613296508,,5188.296803820133,944.1
,1196,976.43,10615,104,,,1110764,,4757.5788569100005,,
1113764,1200,976.43,10638,104,-374.0402666015625,0.001,1114764,98.6279443283081,4676.576106740001,,
1114764,,,,,-374.59622552490237,0.001,1115000,94.74514785766601,,5446.039424143441,1000.0
1117764,1204,976.43,10670,104,-376.7760920410156,0.001,1118764,100.87165509796142,4646.144559600001,,
1119863,,,,,-381.5927697006537,0.001,1120000,102.93592676490245,,4220.991369624549,829.1
1120863,1208,967.42,10696,104,-380.5557420654297,0.001,1121863,101.32900392913818,4585.38101265,,
1124863,,,,,-384.4022946777344,0.001,1125000,108.6682628364563,,2974.9252245232465,592.9
,1212,973.5,10723,104,,,1125490,,4544.18614724,,
1128490,1216,973.5,10745,105,-386.13800170898435,0.001,1129490,94.8430906715393,4549.92243677,,
1129490,,,,,-385.37847668457033,0.001,1130000,96.75295750808716,,5845.3723156735305,1000.0
1132490,1220,973.5,10778,105,-388.6677545166016,0.001,1133490,105.32858568000793,4548.4743485399995,,
1134490,,,,,-391.30436901855467,0.001,1135000,117.79113420677184,,4445.896123954653,914.9
1136490,1224,973.5,10812,105,-393.32559362792966,0.001,1137490,119.49480855178832,4475.26664556,,
1139490,,,,,-393.47863775634767,0.001,1140000,111.29047261047363,,5048.597446973867,1000.0
1140490,1228,973.5,10845,105,-393.77201593017577,0.001,1141490,102.17838163948059,4463.0777663300005,,
1144490,,,,,-392.6863468017578,0.001,1145000,95.97447064590455,,5336.338437645883,950.6
,1232,972.65,10878,105,,,1145405,,4413.473676670001,,
1148405,1236,972.65,10901,105,-390.0708215332031,0.001,1149405,90.45365600204468,4414.80513132,,
1149405,,,,,-389.140036315918,0.001,1150000,94.02318627166748,,5059.9952110911245,935.5
1152405,1240,972.65,10937,105,-387.20533666992185,0.001,1153405,86.65435108947754,4411.149247060001,,
1154405,,,,,-386.0142696533203,0.001,1155000,78.33544568061829,,5070.638741046865,1000.0
1156405,1244,972.65,10972,105,-385.2534294433594,0.001,1157405,84.22104825973511,4417.39727096,,
1159405,,,,,-384.4170699462891,0.001,1160000,82.30985646629334,,5611.533436129475,1000.0
1160405,1248,966.41,11006,105,-383.6196930541992,0.001,1160781,78.891731672287,4382.43758228,,
1163781,1252,966.41,11029,105,-383.7434891357422,0.001,1164781,76.83130272865296,4377.6417232,,
1164781,,,,,-382.2978919677734,0.001,1165000,81.8383178062439,,5109.103349120449,920.3
1167781,1256,966.41,11062,105,-382.37303741455077,0.001,1168781,86.18402998161316,4432.1107987,,
1169781,,,,,-381.4023748779297,0.001,1170000,78.6827535018921,,5142.235775611177,916.9
1171522,1260,969.71,11094,105,-381.78648834228517,0.001,1172522,79.38238482093811,4544.23983698,,
1174723,,,,,-389.0699182128906,0.001,1175000,100.07459434585192,,4821.678113225475,977.3
,1264,961.72,11121,105,,,1175723,,4637.61244933,,
1178723,1268,968.38,11144,105,-392.03281256103514,0.001,1179723,100.90585577392578,4669.464978870001,,
1179723,,,,,-393.5776243286133,0.001,1180000,106.42855744171142,,5208.457459583786,949.3
1182723,1272,968.38,11177,105,-395.6547809448242,0.001,1183723,93.74038361740112,4584.02901243,,
1184723,,,,,-394.73221850585935,0.001,1185000,92.13738093185425,,3561.513436680473,1000.0
1186723,1276,968.38,11212,105,-395.1941778564453,0.001,1187723,81.16107805633546,4609.125178630001,,
1189723,,,,,-394.8431214599609,0.001,1190000,78.37999640846252,,4505.518225303572,915.0
1190723,1280,968.38,11246,105,-394.1154945678711,0.001,1191723,80.09352429008484,4648.10917696,,
1194156,,,,,-391.74756210960004,0.001,1195000,76.50057761388342,,5091.449838826014,1000.0
,1284,962.71,11277,105,,,1195156,,4644.86178987,,
1197676,1288,957.91,11298,106,-388.1243112417368,0.001,1198676,71.62196590717022,4648.63791114,,
1199676,,,,,-387.846489440918,0.001,1200000,82.25604322052001,,5630.604557561082,1000.0
1201676,1292,957.91,11333,106,-388.148823059082,0.001,1202676,74.80608283615112,4660.331949609999,,
1204676,,,,,-385.3818397216797,0.001,1205000,79.50090728187561,,5727.849387459084,1000.0
1205676,1296,959.12,11368,106,-383.80013970947266,0.001,1206676,82.58473843193055,4669.94205837,,
1209676,,,,,-382.1093218383789,0.001,1210000,70.61182422256469,,5631.284857826633,1000.0
,1300,959.12,11403,106,,,1210676,,4745.087303980001,,
1213676,1304,959.12,11425,106,-380.2295724487305,0.001,1214676,76.29950527572632,4786.00098647,,
1214676,,,,,-380.54933154296873,0.001,1215000,68.68567573547364,,4820.8003355783785,921.0
1217676,1308,968.13,11457,106,-379.92407287597655,0.001,1218676,85.21143277549744,4842.703863389999,,
1219676,,,,,-381.25571014404295,0.001,1220000,81.11265932464599,,4948.000695541128,914.3
1221676,1312,971.86,11489,106,-380.98327575683595,0.001,1222676,77.45575731086731,4936.01246959,,
1224676,,,,,-380.97132135009764,0.001,1225000,85.3607617740631,,5263.390047608316,921.5
1225676,1316,971.86,11519,106,-381.5852125854492,0.001,1226676,82.38453593826294,4936.823114899999,,
1229676,,,,,-384.04453515625,0.001,1230000,82.99043894958496,,5879.356091869995,1000.0
,1320,971.86,11554,106,,,1230676,,4944.83636145,,
1233676,1324,971.86,11576,106,-385.76578637695314,0.001,1234676,84.49135682678222,5002.433771870001,,
1234676,,,,,-385.31159497070314,0.001,1235000,81.61025682830811,,5719.800381184276,1000.0
1237676,1328,971.86,11611,106,-386.61505059814453,0.001,1238676,79.0624966545105,5012.965855040001,,
1239676,,,,,-385.53364990234377,0.001,1240000,74.84156824684143,,5295.816642619716,915.2
1241676,1332,972.71,11644,106,-387.04586560058596,0.001,1242676,76.31934783744812,5058.57416827,,
1244676,,,,,-386.7124166259766,0.001,1245000,80.83425681114197,,5656.873894437495,1000.0
1245676,1336,972.71,11680,106,-387.4240839233398,0.001,1246676,84.89727582740784,5060.3435808,,
1248951,1340,965.46,11699,106,-387.04276885986326,0.001,1249951,73.23673427009582,5030.13838651,,
1249951,,,,,-386.5160649414062,0.001,1250000,76.94689442825317,,5738.0895154744385,1000.0
1252951,1344,965.46,11732,106,-388.52464733886717,0.001,1253951,71.03740998077393,5034.398183590001,,
1254951,,,,,-389.72529498291016,0.001,1255000,74.440759765625,,5765.337331559136,1000.0
1256951,1348,971.7,11765,106,-389.9656186523438,0.001,1257951,78.9049675502777,5070.93496249,,
1259951,,,,,-390.6996181030273,0.001,1260000,81.40496347427369,,5777.36097039599,1000.0
1260951,1352,971.7,11799,106,-390.77521099853516,0.001,1261951,75.36828451919556,5074.11113029,,
1264951,,,,,-390.0996063232422,0.001,1265000,77.58977907562256,,5786.384636209812,1000.0
,1356,971.7,11833,106,,,1265951,,5079.0854605800005,,
1268951,1360,974.29,11856,107,-391.4685053100586,0.001,1269951,71.7272974395752,5097.9468234,,
1269951,,,,,-392.015099609375,0.001,1270000,75.43927583122253,,5195.985056330263,904.8
1272951,1364,982.28,11889,107,-392.9802624511719,0.001,1273951,71.80995109748841,5159.39612957,,
1274951,,,,,-393.6685447387695,0.001,1275000,68.10570760345459,,5941.497602885962,1000.0
1276951,1368,982.28,11923,107,-393.19273980712893,0.001,1277951,73.37348479843139,5179.18148405,,
1279951,,,,,-393.901301574707,0.001,1280000,74.86221866989136,,5858.90394791998,1000.0
1280951,1372,982.28,11955,107,-395.94356158447266,0.001,1281951,71.79655439758301,5330.169086910001,,
1284951,,,,,-394.8782911376953,0.001,1285000,72.2637834224701,,5884.2036744885145,1000.0
,1376,982.28,11992,107,,,1285951,,5424.56172593,,
1288951,1380,982.28,12015,107,-395.7855150146484,0.001,1289951,70.55807335472107,5518.92157824,,
1289951,,,,,-396.6558369140625,0.001,1290000,72.50457040596008,,5520.324276107177,1000.0
1292668,1384,985.12,12046,107,-397.4467085571289,0.001,1293668,80.95330388832092,5556.26973056,,
1294668,,,,,-399.332889465332,0.001,1295000,70.8161137752533,,5461.911144806259,965.2
1296668,1388,989.92,12079,107,-398.95898937988284,0.001,1297668,73.98759943008423,5590.92957086,,
1299668,,,,,-401.1168518676758,0.001,1300000,72.54461030769347,,5438.209270944446,1000.0
1300668,1392,989.92,12111,107,-401.55930151367187,0.001,1301668,72.85213229370117,5603.4876811,,
1304087,,,,,-402.86237579345703,0.001,1305000,68.8541760749817,,5681.124748033564,961.3
,1396,984.11,12140,107,,,1305087,,5572.8603882,,
1308087,1400,984.11,12162,107,-405.80511944580076,0.001,1309087,78.07198838233948,5585.79301038,,
1309087,,,,,-406.7560603027344,0.001,1310000,74.60697172164917,,5732.715945628658,1000.0
1312087,1404,984.11,12198,107,-408.3479848022461,0.001,1313087,71.9487536201477,5579.656627440001,,
1314087,,,,,-409.00018267822264,0.001,1315000,70.67460246658325,,5108.125303790997,886.2
