time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
2,1,2048,101.0,-105.13071319999999,684,,,,,,,,,,,,,
7,2,4096,108.75675675675676,-114.64845829729728,544,193.01035497188568,0.2,0.0003,0.011280047,-0.006384730339050293,-0.02558760165120475,50.21311950683594,0.9913806319236755,0.125,10,-11.310622841119766,,
,,5000,,,,129.02526040077208,0.2,0.0003,0.012671571,0.017911791801452637,-0.02675500853511039,28.517013549804688,0.9892020225524902,0.113037109375,20,-11.277608716487885,1000.0,980.6929488497786
22,3,6144,79.77922077922078,-80.99401644155844,277,,,,,,,,,,,,,
26,4,8192,84.73958333333333,-86.66560536458333,307,105.19434570074081,0.2,0.0003,0.013312175,0.025227785110473633,-0.03879496848676354,48.83550262451172,0.9791494607925415,0.164111328125,30,-11.207722961902618,,
,,10000,,,,123.62613730430603,0.2,0.0003,0.01226485,0.06828206777572632,-0.029388958890922367,58.89127731323242,0.9718266725540161,0.111083984375,40,-11.15474189221859,1000.0,1024.2789899248105
41,5,10240,102.51515151515152,-104.67385034343434,248,,,,,,,,,,,,,
45,6,12288,121.0,-121.58884047,268,89.0485022187233,0.2,0.0003,0.010902992,-0.027817130088806152,-0.025149477133527397,15.210001945495605,0.9569374322891235,0.07509765625,50,-11.067171439528465,,
50,7,14336,111.47,-109.42466264000001,285,57.80037681758404,0.2,0.0003,0.015506621,0.06164073944091797,-0.032499759375059514,13.605470657348633,0.9393447637557983,0.130517578125,60,-10.926381912827491,,
,,15000,,,,172.47626223564149,0.2,0.0003,0.009763658,0.03659951686859131,-0.028533483180217444,80.84307098388672,0.9346254467964172,0.148974609375,70,-10.830474218726158,1000.0,963.3789257491474
64,8,16384,129.89,-128.58565129000002,253,,,,,,,,,,,,,
69,9,18432,139.2,-136.66737392,266,74.02226333618164,0.2,0.0003,0.012516189,0.14521723985671997,-0.030089396244147793,18.030925750732422,0.924777626991272,0.122265625,80,-10.768175330758094,,
,,20000,,,,150.90385200977326,0.2,0.0003,0.011150232,0.072939932346344,-0.029615828485111705,61.92412567138672,0.9206773042678833,0.12080078125,90,-10.711091649532317,1000.0,880.160199339909
83,10,20480,142.59,-139.40067393,244,,,,,,,,,,,,,
87,11,22528,142.2,-136.52782424,256,294.2817039012909,0.2,0.0003,0.009483144,0.10592043399810791,-0.02516558716597501,100.82909393310547,0.9179357290267944,0.073974609375,100,-10.679390117526054,,
92,12,24576,111.55,-104.93628859,266,116.615673995018,0.2,0.0003,0.010536489,0.2946372628211975,-0.03147661400435027,73.2082290649414,0.9130118489265442,0.114892578125,110,-10.643888488411903,,
,,25000,,,,167.24333584308624,0.2,0.0003,0.008979639,0.3402000665664673,-0.02998145382734947,72.41455078125,0.910422682762146,0.088037109375,120,-10.61338681280613,992.3,927.0988025551676
106,13,26624,99.84,-93.01038084999999,250,,,,,,,,,,,,,
110,14,28672,86.35,-78.85910515000002,259,112.86400460004806,0.2,0.0003,0.011761637,0.4689406752586365,-0.03155869312467985,47.44072341918945,0.9051918983459473,0.1208984375,130,-10.57837521135807,,
,,30000,,,,184.65641050338746,0.2,0.0003,0.009165727,0.47321420907974243,-0.02856807847856544,103.1795654296875,0.9035050868988037,0.087890625,140,-10.549653068184853,1000.0,826.4677409867436
124,15,30720,106.43,-95.2196684,245,,,,,,,,,,,,,
