time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
523,0,200,0.957949692606926,4,50,0.001,0.9891279163956642,50.0,-58.862410499999996,,
219,1,400,0.22204287469387055,8,250,0.001,1.6563685512542725,50.0,-59.572374249999996,,
,,500,0.16944900080561637,,350,0.001,1.548974494934082,,,-10.453081,50.0
147,4,600,0.09932974390685559,12,450,0.001,1.4711680841445922,50.0,-46.30392474999999,,
150,5,800,0.05965267512947321,16,650,0.001,1.5432751274108887,50.0,-38.7185059375,,
,,1000,0.038569063283503055,,850,0.001,1.6624542140960694,,,-10.64996525,50.0
136,7,1000,,20,,,,50.0,-32.8815829,,
139,8,1200,0.043353726491332054,24,1050,0.001,1.7810380268096924,50.0,-29.660010541666665,,
141,9,1400,0.042191051989793775,28,1250,0.001,1.8940154790878296,50.0,-26.754223535714285,,
,,1500,0.038171122409403326,,1350,0.001,2.0030249691009523,,,-11.44893955,50.0
131,12,1600,0.06261124547570944,32,1450,0.001,2.0571971940994263,50.0,-25.001058999999998,,
134,13,1800,0.05166841961443424,36,1650,0.001,2.2139451122283935,50.0,-23.26290127777777,,
,,2000,0.22545238576829432,,1850,0.001,2.38323844909668,,,-10.692918,50.0
130,15,2000,,40,,,,50.0,-22.000202574999996,,
132,16,2200,0.04090387340635061,44,2050,0.001,2.58156982421875,50.0,-21.271084454545452,,
134,17,2400,0.03883673258125782,48,2250,0.001,2.6804777717590333,50.0,-20.465197875,,
,,2500,0.0392333161085844,,2350,0.001,2.743364429473877,,,-11.16280845,50.0
131,19,2600,0.04078451965004206,52,2450,0.001,2.841875600814819,50.0,-19.72521561538462,,
132,21,2800,0.043941686525940896,56,2650,0.001,2.999055347442627,50.0,-19.037144875,,
,,3000,0.04726927746087313,,2850,0.001,3.086756181716919,,,-10.3286324,50.0
128,23,3000,,60,,,,50.0,-18.848522866666666,,
130,24,3200,0.03689633768051863,64,3050,0.001,3.290468282699585,50.0,-18.312643718750003,,
131,25,3400,0.04229362487792969,68,3250,0.001,3.456674327850342,50.0,-17.907544544117652,,
,,3500,0.03941490981727838,,3350,0.001,3.480912628173828,,,-10.1200784,50.0
128,27,3600,0.04430245373398065,72,3450,0.001,3.5475300216674803,50.0,-17.420384861111113,,
129,29,3800,0.04912291739135981,76,3650,0.001,3.7370874786376955,50.0,-17.147303631578946,,
,,4000,0.04347876876592636,,3850,0.001,3.854468574523926,,,-10.523665399999999,50.0
127,31,4000,,80,,,,50.0,-16.8339268625,,
129,32,4200,0.0444313982501626,84,4050,0.001,4.0048026180267335,50.0,-16.568121154761904,,
130,33,4400,0.046795052923262116,88,4250,0.001,4.1337366771698,50.0,-16.44132759090909,,
,,4500,0.05046529199928045,,4350,0.001,4.290322208404541,,,-10.015280350000001,50.0
128,35,4600,0.05127931218594313,92,4450,0.001,4.3628558158874515,50.0,-16.245197206521738,,
128,37,4800,0.044439689218997956,96,4650,0.001,4.376457195281983,50.0,-15.868334989583333,,
,,5000,0.03988771349191666,,4850,0.001,4.520564460754395,,,-10.53183805,50.0
126,39,5000,,100,,,,50.0,-15.548018930000003,,
127,40,5200,0.044162729158997535,104,5050,0.001,4.656985912322998,50.0,-13.67711752,,
128,41,5400,0.05109704624861479,108,5250,0.001,4.758644886016846,50.0,-11.698705459999996,,
,,5500,0.041357120350003246,,5350,0.001,4.838847713470459,,,-9.82508025,50.0
127,43,5600,0.04796047333627939,112,5450,0.001,4.874094104766845,50.0,-11.29490004,,
128,45,5800,0.0357211634516716,116,5650,0.001,4.999658489227295,50.0,-10.975287179999999,,
,,6000,0.04438047904521227,,5850,0.001,5.159509906768799,,,-9.616444900000001,50.0
126,47,6000,,120,,,,50.0,-11.070675800000002,,
127,48,6200,0.03725176785141229,124,6050,0.001,5.291870632171631,50.0,-10.943508629999997,,
128,49,6400,0.04047539960592985,128,6250,0.001,5.408077201843262,50.0,-11.01903352,,
,,6500,0.042668726146221164,,6350,0.001,5.457426319122314,,,-8.7009918,50.0
127,51,6600,0.04381937749683857,132,6450,0.001,5.605097618103027,50.0,-10.95289398,,
127,53,6800,0.04305038075894117,136,6650,0.001,5.610307025909424,50.0,-10.99896716,,
,,7000,0.047788979411125185,,6850,0.001,5.678964004516602,,,-8.963726750000001,50.0
126,55,7000,,140,,,,50.0,-11.038756339999999,,
127,56,7200,0.037850618921220304,144,7050,0.001,5.901503715515137,50.0,-10.96479989,,
128,57,7400,0.04309741143137216,148,7250,0.001,5.980660152435303,50.0,-10.953229640000002,,
,,7500,0.04464021630585194,,7350,0.001,6.044918727874756,,,-8.91927505,50.0
127,59,7600,0.03955655865371227,152,7450,0.001,6.108292694091797,50.0,-11.037037150000003,,
128,60,7800,0.03788975927978754,156,7650,0.001,6.2510414314270015,50.0,-10.955984710000003,,
,,8000,0.039638204351067546,,7850,0.001,6.342256526947022,,,-8.870067599999999,50.0
127,62,8000,,160,,,,50.0,-10.797375050000003,,
128,63,8200,0.07177137590944767,164,8050,0.001,6.471004676818848,50.0,-10.725625290000004,,
128,65,8400,0.03693818636238575,168,8250,0.001,6.573725605010987,50.0,-10.63669936,,
,,8500,0.0441036045178771,,8350,0.001,6.589288082122803,,,-8.82731855,50.0
127,67,8600,0.03802210282534361,172,8450,0.001,6.72206672668457,50.0,-10.746992539999999,,
128,68,8800,0.04848470393568277,176,8650,0.001,6.73496717453003,50.0,-10.651951630000001,,
,,9000,0.04040657993406058,,8850,0.001,6.86304801940918,,,-8.785592200000002,50.0
127,70,9000,,180,,,,50.0,-10.60803977,,
128,71,9200,0.049869225695729255,184,9050,0.001,6.998306064605713,50.0,-10.40593741,,
128,73,9400,0.05618195574730635,188,9250,0.001,7.102187633514404,50.0,-10.1667913,,
,,9500,0.049799658097326754,,9350,0.001,7.113853092193604,,,-8.200479750000001,50.0
127,75,9600,0.05345783233642578,192,9450,0.001,7.171254196166992,50.0,-10.08623534,,
128,76,9800,0.05058262690901756,196,9650,0.001,7.316478939056396,50.0,-10.106759770000002,,
,,10000,0.046631909236311914,,9850,0.001,7.43503433227539,,,-8.352712750000002,50.0
127,78,10000,,200,,,,50.0,-10.17539278,,
128,79,10200,0.05293692696839571,204,10050,0.001,7.5409324264526365,50.0,-10.06632999,,
128,80,10400,0.056052291058003904,208,10250,0.001,7.592268028259277,50.0,-10.038762259999999,,
,,10500,0.043839423283934593,,10350,0.001,7.607928962707519,,,-7.923930650000001,50.0
127,82,10600,0.04555067863315344,212,10450,0.001,7.704249019622803,50.0,-9.974906939999999,,
128,84,10800,0.05772969610989094,216,10650,0.001,7.7418459701538085,50.0,-10.056692949999999,,
,,11000,0.07623423770070076,,10850,0.001,7.899766101837158,,,-9.347486549999998,50.0
127,86,11000,,220,,,,50.0,-9.93951272,,
128,87,11200,0.04566125571727753,224,11050,0.001,7.927031936645508,50.0,-9.84386271,,
128,88,11400,0.04835406806319952,228,11250,0.001,8.004646301269531,50.0,-9.683356949999999,,
,,11500,0.05888766437768936,,11350,0.001,8.07934139251709,,,-8.243606549999999,50.0
127,90,11600,0.04782583475112915,232,11450,0.001,8.142972526550293,50.0,-9.690642680000002,,
